date,FU174090005.Q,FU153091003.Q,FU173020005.Q,FU173030005.Q,FU173034005.Q,FU174022005.Q,FU173061105.Q,FU153061705.Q,FU173062005.Q,FU153063005.Q,FU174023005.Q,FU153064105.Q,FU153064205.Q,FU163070005.Q,FU153040005.Q,FU153050005.Q,FU173099005.Q,FU175050005.Q,FU175012005.Q,FU175013005.Q,FU155111003.Q,FU155420003.Q,FU115020005.Q,FU176300005.Q,FU176320005.Q,FU176330005.Q,FU156300103.Q,FU172010005.Q,FU175012865.Q,FU175013865.Q,FU155111005.Q,FU155420003.Q,FU115020005.Q,FU174190005.Q,FU173165105.Q,FU173165205.Q,FU153166000.Q,FU173169005.Q,FU173199005.Q,FU175440005.Q,FU176007025.Q,FU155111005.Q,FU313154015.Q,FU156600075.Q,FU176007005.Q,FU156007015.Q,FU176007085.Q,FU156012005.Q,FU176007026.Q,FU176007006.Q,FU156007016.Q,FU176007086.Q
2001:Q3,341941,-71,-3789,63164,67606,40178,24596,55499,-1096,-38821,94518,-107109,-32019,225,3916,163397,51925,405399,129165,61169,217519,-2000,-454,271255,61898,43737,165104,134144,67266,17432,52415,-2000,-454,305473,159251,24789,30102,57841,33490,4938,175550,52415,-135,-1802,121467,118122,3346,1965385,8.932097647912272,6.180337178589468,6.010107434421245,0.17022974416822195
2001:Q4,306548,288,73198,5640,78377,-24629,5404,-43988,3472,10483,-40259,15097,40747,225,21449,88256,48159,420654,129092,62099,234469,-2065,-2941,274444,62499,44388,167036,146210,66593,17711,67433,-2065,-2941,188264,124306,27240,77475,-57686,16928,8663,273157,67433,239,-5553,199932,63741,136191,1938205,14.093311536008066,10.315295436315811,3.288661840293189,7.026633596022622
2002:Q1,213572,-905,-59922,165557,-31485,-14826,-12774,-12543,17065,-6574,-6903,-77333,59317,1185,24558,133350,20979,391835,114476,49631,229007,-2038,759,275805,64291,43532,167983,116031,50186,6099,61024,-2038,759,182015,147511,22705,-8311,221,19889,8626,156213,61024,-218,3088,98495,155941,-57446,1995113,7.829783003422516,4.936788700625415,7.816130698123117,-2.8793419974977015
2002:Q2,164131,448,-6573,17942,-50197,72765,-41304,-23079,44070,93078,-27235,-38367,28317,1185,25041,110436,30369,439638,146091,67693,229276,-2075,-1347,279398,64740,44662,169996,160240,81351,23031,59280,-2075,-1347,243618,187702,23153,34128,-17323,15958,8143,88896,59280,9,12767,42374,133245,-90872,2025350,4.389156277896833,2.0921580155287622,6.578882036951826,-4.486724021423064
2002:Q3,62486,1562,1981,119909,-30021,-19477,-17217,-55770,8367,45143,1087,-143019,-39768,1185,16336,124849,27861,449025,150832,65164,234982,-2101,149,283539,65345,45669,172525,165486,85486,19495,62457,-2101,149,273518,208526,20068,33964,-12249,23209,8419,-37128,62457,-266,-11437,-110756,122808,-233564,2037131,-1.822539787452666,-5.436850241973255,6.028495769832707,-11.465346011805963
2002:Q4,404731,156,43287,10869,76924,27838,-45544,-44119,25811,91690,-6228,82935,17082,1185,-322,128600,22406,441940,140059,71949,231319,-2114,727,288450,66010,47237,175203,153490,74049,24712,56116,-2114,727,300418,211891,19687,45399,2543,20897,3875,261679,56116,-2852,-663,207752,39604,168147,2040280,12.825622316365212,10.182504138289554,1.9411126655345303,8.241391472755023
2003:Q1,76494,1691,-29663,142710,-47468,-120479,12993,-94269,-10269,-28935,16051,-122072,22785,1085,19405,181988,10461,407970,126218,54012,228630,-2107,1216,291506,69855,45804,175847,116464,56363,8208,52782,-2107,1216,207601,170492,21266,-7885,13531,10197,3689,-10955,52782,-1952,3144,-58641,145563,-204203,2067045,-0.529967863492838,-2.8369324276141534,7.042072102741585,-9.87900453035574
2003:Q2,506950,2487,11089,80005,-30076,-58225,-14371,-33615,41455,-51693,100354,167033,85436,1085,19740,117997,10025,466352,161812,70637,236439,-2111,-425,294533,70413,46725,177395,171820,91399,23911,59044,-2111,-425,404684,241497,34153,32808,86440,9786,3088,277174,59044,-65,13803,231998,117898,114100,2101309,13.190556379536147,11.040635040309306,5.610671155613653,5.429963884695653
2003:Q3,228441,-2969,-39508,65728,-49708,5691,-3258,100423,-13797,-77678,1258,74295,20113,1085,21632,113309,17515,483106,176614,64035,244405,-2118,170,298631,71104,47959,179569,184475,105510,16077,64836,-2118,170,272759,229002,32868,37745,-25723,-1133,3018,143174,64836,-509,-11780,67067,136149,-69082,2155591,6.641974842263341,3.111296091981987,6.316100812135093,-3.204804720153106
2003:Q4,388180,1695,31997,41187,-36639,16548,10412,56276,8875,-59015,-3674,121082,53018,1085,11699,130965,19217,480354,165482,70755,245648,-2129,598,303814,71995,49676,182143,176540,93487,21079,63505,-2129,598,261322,173392,41490,43257,-37380,40563,3708,307106,63505,523,-1241,241837,40283,201554,2154269,14.255691988374236,11.225929023805074,1.8699061720669947,9.35602285173808
2004:Q1,441666,2363,-3053,142578,-39683,49962,6662,-5962,27188,22074,24137,-26111,77112,2408,1688,148999,61266,455884,149315,57619,249150,-2234,2032,309250,76798,47840,184612,146634,72517,9779,64539,-2234,2032,278844,204776,19546,-6460,14439,46543,3427,312882,64539,-1038,2897,252278,142025,110253,2188703,14.29530811037169,11.52638459201217,6.489004144892803,5.037380447119364
2004:Q2,182792,2685,-14206,115598,-42440,-45266,-39702,-47897,52595,-10261,34704,-55175,-42383,2408,13754,150636,62477,518799,196101,70069,249559,-2222,5292,315578,78080,49639,187859,203221,118021,20430,61700,-2222,5292,401394,290414,38711,18067,13569,40633,3465,-11915,61700,-63,12903,-60649,128508,-189157,2234062,-0.5333319618968869,-2.714739578902155,5.752201434198071,-8.466941013100227
2004:Q3,368166,975,-15871,74705,-41497,72475,-48449,64024,31455,25445,-3563,-36812,44793,2408,12076,184955,73522,529191,206982,67254,254024,-2176,3108,322020,79411,51640,190969,207171,127570,15614,63055,-2176,3108,351142,250726,38232,50335,-3171,15020,-13794,210401,63055,115,-13931,133301,125866,7434,2262364,9.300068142002452,5.892095048815434,5.56348405612592,0.3286109926895138
2004:Q4,450982,2900,58999,107674,2522,83233,71670,122342,40216,-150995,64330,-176343,58334,2408,13221,155982,77722,524344,189716,74770,259175,-2096,2779,327343,81125,53336,192883,197001,108591,21434,66292,-2096,2779,446420,266274,46110,55244,40214,38578,3335,204898,66292,15,2524,141114,20651,120463,2282001,8.978862029174763,6.183793216624638,0.9049513753239105,5.2788418413007285
2005:Q1,314658,5638,-6406,158196,-42260,-30340,-42996,-36653,20805,28504,-8590,-60270,54130,2468,4460,154440,83192,486874,171513,57052,259054,-2340,1595,333199,85744,52008,195447,153675,85769,5044,63607,-2340,1595,340677,243419,32677,-15145,-7089,86815,3652,131308,63607,-29,-42,67688,113938,-46250,2282394,5.753071194312359,2.9656492401226022,4.992040154337979,-2.0263909142153773
2005:Q2,452849,-2853,-40228,132814,-23409,107584,-48448,85689,43575,26768,7615,-5131,35056,2468,2253,158368,78312,564843,223060,77520,265578,-2260,945,339661,87460,53652,198549,225182,135600,23868,67029,-2260,945,470584,309504,27470,27415,2154,104041,3491,210939,67029,733,15089,158266,68926,89340,2321654,9.085701419094123,6.816933656972808,2.9688209354193176,3.848112721553491
2005:Q3,384750,2035,-57226,187602,18250,-104338,-30714,-47406,18515,-44733,-910,41221,56331,2468,10334,132429,96554,578877,237183,74003,268821,-2232,1101,347504,89316,56231,201957,231373,147867,17773,66864,-2232,1101,496079,316186,28526,45996,6483,98888,-40730,79315,66864,-500,-8932,4019,51121,-47102,2352320,3.3717622741112576,0.1708395466631717,2.173216460049702,-2.0023769133865303
2005:Q4,514116,-2737,23430,78341,71587,59865,-54487,37076,29458,47818,1629,-34792,50214,2468,3506,155352,105253,561827,216002,85162,260170,-2254,2748,353666,91410,58041,204215,208161,124592,27120,55955,-2254,2748,440738,279635,29237,42170,-13022,102718,-1256,280283,55955,-181,-1450,223059,-24807,247866,2377281,11.790076619096551,9.382959770806092,-1.0434924348980583,10.426452205704152
2006:Q1,511327,4032,14464,206653,2534,106012,106899,-1964,-11510,12587,16539,-206401,90960,2026,24642,157865,92001,528640,190395,68250,269614,-2389,2769,358663,94379,58278,206006,169977,96016,9973,63608,-2389,2769,459292,322201,52625,-28476,22578,90364,5046,227058,63608,-484,6601,170535,126206,44329,2440180,9.304959887942891,6.988606985230911,5.171982039749368,1.8166249454815424
2006:Q2,378363,4787,-7267,88335,39380,5002,-60693,-74328,56585,83438,28112,-41617,10085,2026,5127,153335,91058,584113,228473,88993,268474,-2449,621,364333,96020,59302,209011,219780,132454,29691,59463,-2449,621,523792,328489,53885,30726,17090,93602,3809,78160,59463,-39,15298,34034,81709,-47675,2484043,3.1464933232226406,1.3701172592154842,3.289353360264736,-1.9192361010492514
2006:Q3,355921,-917,-31922,146005,68219,-45064,-30320,47173,-879,-61038,-3337,-35356,16336,2026,16136,133644,90151,575132,221301,84270,271110,-2570,1021,369291,97574,60000,211718,205841,123727,24270,59392,-2570,1021,472177,258235,57034,61829,12184,82895,3932,93517,59392,-463,-15099,19488,81133,-61645,2508677,3.7277335673769696,0.7768284377639713,3.234082243090401,-2.4572538053264306
2006:Q4,388155,-1803,26941,89560,97148,-193518,-103182,-65283,16578,-41631,3535,38449,84033,2026,18789,118602,104393,550493,189496,90013,273187,-2751,549,374255,99211,60589,214455,176238,90285,29424,58732,-2751,549,425097,165708,63198,56028,40294,99869,3933,143228,58732,-338,-2202,82633,-13097,95730,2512133,5.701466512506906,3.289335866474561,-0.521362159994843,3.8106980264694044
2007:Q1,479298,3588,29571,207966,51604,-6289,11336,67952,19169,-104746,24742,-188773,121441,2474,10732,129854,92388,502858,157660,69730,276181,-2669,1955,378133,98494,63536,216102,124725,59166,6194,60079,-2669,1955,338240,220769,65771,-16543,3732,64511,804,266587,60079,130,7112,213489,115609,97881,2559861,10.414104365595623,8.33987817462531,4.516206688936754,3.823671485688556
2007:Q2,85636,6395,-69055,78127,63254,-66792,-68014,65965,40662,-105405,56093,-304490,61836,2474,16275,152543,88976,561244,191440,94430,277744,-2808,438,382057,99581,63730,218747,179187,91859,30701,58997,-2808,438,448000,211703,69202,36793,51122,79180,1326,-181851,58997,-17,15355,-225476,84963,-310439,2610493,-6.966166695723761,-8.637309208733516,3.2546770615093528,-11.891986270242867
2007:Q3,903749,4914,-88164,151497,215644,413327,-27510,214782,-9632,235687,29707,-87805,30901,2474,6190,127138,97926,554247,183152,93840,279188,-2871,938,386029,100577,64030,221422,168218,82575,29810,57767,-2871,938,393451,197313,73736,76040,-40865,87227,1155,679672,57767,-339,-16069,606175,88177,517998,2632489,25.818611340745324,23.026688468512997,3.3495534074406392,19.67713506107236
2007:Q4,738111,2879,57213,148210,173547,152492,-17285,124048,-21938,67667,116180,-257303,77063,2474,14612,146335,104409,532455,150285,104147,280064,-2859,818,389287,101531,64180,223576,143168,48753,39967,56488,-2859,818,358019,121172,77460,53924,18145,87318,3947,527207,56488,-209,-1681,469247,-25325,494571,2636785,19.994313886225783,17.796161116849436,-0.9604357200150941,18.756596836864535
2008:Q1,587524,-3657,3061,198169,219515,70428,114968,-10336,-19186,-15018,99994,-212295,31378,1876,11352,144354,23349,466427,119239,79888,271993,-2788,-1905,390998,97045,69364,224589,75429,22194,10525,47404,-2788,-1905,265119,92243,49398,-7469,48207,82740,3545,401379,47404,-652,7405,362032,96225,265808,2676321,14.997417856837773,13.527237405304698,3.5954112195710444,9.931826185733653
2008:Q2,47434,-5557,11346,-96064,-73245,137898,21513,63719,33486,19180,-871,-195094,91069,1876,14559,144519,16998,505776,142687,97467,268272,-2716,66,394152,98114,68792,227246,111624,44573,28675,41026,-2716,66,100171,7748,60430,18445,-41707,55255,4311,63198,41026,-147,15640,37959,140140,-102181,2774180,2.2780932683841733,1.368301783631271,5.0515925045769166,-3.683290720945645
2008:Q3,545844,-7982,9541,155178,165,378227,100165,144145,-13028,146945,-6031,-159147,-54740,1876,22524,178370,27863,490215,137154,97042,258389,-2662,292,395710,99232,67717,228762,94505,37922,29325,29628,-2662,292,257215,-9221,63511,23361,78108,101456,-9160,373975,29628,-484,-16253,328578,124906,203673,2752672,13.585880670366068,11.936701329764434,4.537618151671442,7.399083178092991
2008:Q4,377669,-634,249888,9334,245235,309417,142075,3011,42108,122223,-220710,-270241,-138862,1876,27884,140593,23889,452055,110032,108861,237679,-2626,-1891,396881,99730,66695,230456,55174,10302,42166,7223,-2626,-1891,-106377,-51950,69409,-24,-187262,63450,5518,544738,7223,-619,-1963,536172,90203,445969,2715006,20.063968255178093,19.748444134171194,3.322367889467663,16.426076244703534
2009:Q1,280590,-4377,-25045,-1007,-28348,271664,188592,-177336,59382,201026,-73761,35246,-5493,-202,18299,112734,-19120,385862,84017,71947,237380,-2634,-4848,396031,94982,70465,230585,-10169,-10964,1483,6795,-2634,-4848,-50094,40467,6171,-65647,-24811,-6274,3088,323603,6795,138,4564,321234,210613,110620,2703962,11.967719126240393,11.880106948258602,7.789067949179759,4.091038999078843
2009:Q2,3263,72,39849,-48160,-121109,-389342,-43777,-349850,29620,-25335,8526,237067,146368,-202,2418,148177,-20401,413975,100499,87310,235069,-2610,-6292,394193,94040,69917,230237,19782,6459,17393,4832,-2610,-6292,12072,19336,7076,-35069,12790,7939,1709,12682,4832,-678,14749,23277,192411,-169134,2745603,0.4618970269746272,0.8477958623124383,7.0079755703938265,-6.1601797080813885
2009:Q3,175216,428,-38065,20884,-163534,65749,179708,-22683,28497,-119773,17210,13889,137450,-202,1461,132984,-13038,428685,104806,89124,244617,-2582,-7280,393292,93496,69384,230413,35393,11310,19741,14204,-2582,-7280,42030,-7952,13741,9839,14011,12391,-24287,144292,14204,-808,-16732,114164,152679,-38515,2734137,5.277431365712895,4.175511454603831,5.584191190858395,-1.4086797362545633
2009:Q4,314200,-3291,48063,177474,-84823,-56061,92396,-117393,54449,-85513,-2162,-30475,103494,-202,11470,151806,-1093,421313,95329,91028,239677,-2550,-2171,393559,93839,69806,229915,27755,1491,21222,9763,-2550,-2171,36418,10935,3531,-3695,26435,-788,-14602,290935,9763,41,2378,283509,69234,214275,2729602,10.658508877418653,10.386463697201428,2.536411676172174,7.8500520210292555
2010:Q1,262279,-4252,-108569,82257,-207778,225137,109260,28709,34297,52871,5098,-43196,122133,1516,1073,165191,23669,375640,78803,62299,238165,-2539,-1088,392543,92141,71344,229058,-16902,-13338,-9045,9107,-2539,-1088,-144425,-76724,-5671,-65560,-9737,13267,-15036,374765,9107,-730,102,366491,209848,156643,2776216,13.499138020352763,13.201086153434105,7.5587631094036505,5.642323044030455
2010:Q2,193296,2869,7596,-40219,-103459,162112,224770,-34578,10302,-38382,9772,-80696,39173,1516,1807,161240,31585,431793,106623,84823,243486,-2505,-635,391855,92295,70529,229031,39938,14327,14295,14455,-2505,-635,-28580,-14934,-6368,-14604,12416,-5090,-6574,255241,14455,-275,15345,256406,181999,74406,2832669,9.010610605570486,9.05173569481385,6.425012473882292,2.6267232209315585
2010:Q3,176975,2534,-43674,116117,-3007,-202208,13248,31254,-3478,-243232,11606,12648,58935,1516,13396,173237,35875,425563,97086,84318,245474,-2473,1158,391527,92546,70492,228490,34036,4541,13827,16984,-2473,1158,-37201,-27092,-11122,25272,12150,-36409,-1125,247087,16984,-922,-15132,215893,188145,27748,2856284,8.650657972834422,7.558537350534526,6.587049369090578,0.971487981443948
2010:Q4,415170,3396,105391,25074,-5554,11887,-79472,16599,37909,36851,15723,4145,40288,1516,322,168398,44584,436374,89550,97682,251543,-2445,45,392361,93304,70653,228404,44014,-3754,27029,23139,-2445,45,15691,-10464,-10156,26738,23019,-13446,-5447,438046,23139,-799,4608,420314,91433,328881,2853840,15.349343748108096,14.728011969522253,3.2038612716368045,11.524150697885451
2011:Q1,328686,2337,77745,117641,-52029,-41700,-137789,174018,5718,-83647,-5394,-28900,77077,3636,15935,127535,34803,394916,77072,65544,254006,-2431,725,394741,90656,74041,230045,175,-13584,-8497,23961,-2431,725,1940,-21631,11993,-18502,32044,-1964,255,327176,23961,-732,2016,305963,256364,49599,2927751,11.17498771358237,10.450436350336917,8.75634888908557,1.6940874612513466
2011:Q2,325978,-4312,-9487,162126,-25923,33665,-129290,23255,3165,136535,40199,-105640,56044,3636,18329,124070,33271,441038,101107,88393,252833,-2403,1107,397334,91627,73835,231872,43704,9480,14558,20961,-2403,1107,-15371,-26503,-3644,24768,-7067,-2925,-397,384657,20961,-487,13823,378006,190807,187199,2959584,12.996993256681455,12.772255196966565,6.447075022147325,6.32518017481924
2011:Q3,482510,-914,128405,37884,-27928,296906,130601,26967,-7217,146555,-5227,-196032,27690,3636,32738,137333,48019,443311,101645,89959,254666,-2373,-586,400152,92493,73560,234100,43159,9152,16400,20567,-2373,-586,18761,-20282,-5116,49098,-19843,14904,-203,506706,20567,-1404,-10220,477323,203547,273777,2985033,16.974886813756463,15.990557367188716,6.818914545637199,9.171642821551517
2011:Q4,337022,-7022,84493,97931,27648,-55706,22323,-96777,9422,9326,-54605,27142,14568,3636,21587,120202,57148,459652,94332,104390,259722,-2340,3548,401955,93317,73269,235370,57697,1015,31121,24353,-2340,3548,26740,-14973,-5895,54050,-22199,15756,1122,369102,24353,-674,-1209,344214,125566,218649,2983510,12.371394580300157,11.53722404099287,4.208654227375884,7.328569813616988
2012:Q1,253176,-1103,40463,129959,-62913,-185432,-37797,-118523,-21522,-7590,16512,-31572,146001,2259,-8349,160683,46668,427193,85583,74256,268026,-2310,1639,402450,91242,75673,235535,24743,-5659,-1417,32491,-2310,1639,31180,-28195,22824,-11183,25365,22369,1728,248467,32491,-860,7684,224520,272033,-47513,3053810,8.13629646322422,7.352128361055437,8.907996716887547,-1.5558683558321096
2012:Q2,330605,-5560,-39862,65744,-48720,193461,148657,74269,7500,-36965,12825,-33216,50525,2259,-13892,105783,41258,475105,112361,97465,266957,-2285,608,405829,92205,76046,237578,69277,20156,21419,29380,-2285,608,77255,-21626,21740,47427,-6199,35913,2037,324664,29380,-523,13185,308992,250985,58007,3101726,10.467204407251847,9.961937339819068,8.091776965470194,1.8701603743488762
2012:Q3,447005,1340,3802,33674,47853,66685,-57249,19371,-44045,148608,-4001,43187,78593,2259,3837,126169,43607,474449,116278,93470,268869,-2270,-1898,409044,93229,77391,238424,65405,23050,16078,30445,-2270,-1898,111426,-9783,21460,59985,7328,32436,2682,403666,30445,-729,-16003,357948,237789,120159,3088067,13.071805149289231,11.591315898246426,7.700253912884662,3.8910619853617634
2012:Q4,446022,-2557,136334,127173,104394,-58849,109560,-54020,-38402,-75987,13802,-123086,52834,2259,7835,129933,55950,495718,112363,114262,274024,-2266,-2664,412856,94037,79470,239349,82862,18325,34792,34675,-2266,-2664,64475,-24908,22370,62452,-23731,28292,-16174,448235,34675,-498,-232,413827,215719,198107,3164678,14.163691578575957,13.076416750558293,6.816467045267556,6.259949705290735
2013:Q1,337559,3219,39785,25098,-75787,-175051,-2314,-84306,-998,-87433,-20180,176357,173423,1415,285,124573,64422,465978,101166,86376,277561,-2357,3233,413912,96238,77587,240087,52066,4928,8789,37474,-2357,3233,40914,-19721,19748,868,18132,21887,4547,353258,37474,-494,7362,323640,236186,87454,3080180,11.468735703027413,10.50718061845808,7.667935207352753,2.8392454111053262
2013:Q2,85722,3812,15541,51260,-34478,-313312,-63937,-39009,-12404,-197962,55896,96147,4937,1415,5976,129185,69343,531922,136042,115996,277065,-2315,5134,419459,97475,80184,241801,112463,38568,35812,35264,-2315,5134,96175,-8842,17970,46420,9429,31198,4803,106813,35264,-257,15890,87696,175043,-87347,3099867,3.445721284966294,2.829029454583585,5.6467890918214465,-2.817759637237862
2013:Q3,167209,-23,13226,94337,28348,-56754,-23730,38416,-18121,-53319,-10431,-118225,6279,1415,8195,130196,70646,536204,140357,112689,278072,-2293,7379,423556,98686,82437,242434,112648,41671,30253,35638,-2293,7379,126142,31986,17730,70105,-5935,12256,5228,158944,35638,-754,-16769,107291,168863,-61573,3112883,5.106005594138009,3.446671359710593,5.424664679762246,-1.977993320051653
2013:Q4,411101,-4409,113659,-22765,14937,-135890,-90846,-37871,-17705,10532,42590,121128,46727,1415,5812,140261,87636,537922,127317,127636,279452,-2291,5806,428075,100244,84473,243358,109847,27073,43164,36095,-2291,5806,239819,1326,17681,60170,126974,33668,5446,286575,36095,-409,-1328,249561,35604,213957,3098307,9.249399213460732,8.054750620753715,1.149141877990444,6.905608742763272
2014:Q1,487075,432,46547,193850,-2830,-18914,-90477,78085,3654,-10176,44734,-59580,105674,6870,9268,85338,75686,478042,111260,87798,279941,-2314,1358,431791,102983,85197,243612,46252,8277,2601,36329,-2314,1358,99297,-21363,41532,6347,22860,49922,5092,439122,36329,-459,9070,412322,218378,193944,3161841,13.888168011996013,13.040574294333535,6.906671252603062,6.133903041730473
2014:Q2,320180,-2717,29394,70934,-60824,-41007,-108795,31851,-2912,38849,-19413,113711,52751,6870,11932,77882,80667,553037,147810,115515,288447,-2340,3605,433788,104125,85458,244205,119249,43686,30057,44242,-2340,3605,179951,2377,41131,67188,5097,64158,4796,264274,44242,-89,17443,237564,190459,47104,3243976,8.146611237613662,7.3232293300171625,5.87117260303511,1.4520567269820528
2014:Q3,279299,2894,-8325,74979,32633,-12800,-55384,45897,-29257,25944,34489,-34299,11123,6870,13522,83834,74379,560856,153192,114332,292395,-2395,3333,438172,105646,86900,245625,122684,47546,27432,46769,-2395,3333,98924,22175,41834,78942,-94296,50269,-5351,297708,46769,-602,-18828,232712,205727,26986,3289325,9.050729728046493,7.074775540175978,6.254373284673913,0.8204022555020656
2014:Q4,554547,-6968,-26837,153328,30459,-30889,12251,-25742,-11463,-5935,-10109,202608,49452,6870,17044,92535,77054,579331,143961,140231,295814,-2478,1804,442151,106770,87472,247909,137181,37192,52759,47905,-2478,1804,182855,24416,42787,66595,-8435,57492,4806,513679,47905,-781,-2437,464118,97432,366686,3303252,15.550697030090587,14.050332824618383,2.9495761695756118,11.10075665504277
2015:Q1,660963,-1166,94138,233290,-34048,43263,117237,9935,-3191,-80718,-884,70598,85735,53,16171,81630,72183,523004,127800,94614,296352,-2517,6755,444718,107444,88909,248365,78286,20356,5704,47988,-2517,6755,66147,-9551,38510,4982,296,31910,5163,678265,47988,-475,6979,637731,277811,359920,3339863,20.30816256461849,19.094512642742004,8.318021610726412,10.77649103201559
2015:Q2,184048,-5106,73421,6756,-20136,-55658,1135,19905,6598,-83296,-23684,-19319,42229,53,9320,101958,74214,602240,167568,129283,302486,-2594,5497,447922,108358,89748,249815,154318,59209,39535,52671,-2594,5497,209082,56777,38943,70686,9512,33164,5335,134619,52671,-366,16492,98805,210077,-111272,3385934,3.975816885584042,2.9181027273825904,6.204390926956097,-3.286288199573506
2015:Q3,334508,-3307,-132972,185298,69593,330860,204483,131906,-17162,11633,-27520,-259068,-34474,53,15645,102829,87571,605229,173990,125078,304583,-2649,4227,453800,109370,91068,253362,151429,64620,34010,51221,-2649,4227,196925,59227,39667,85352,-15180,27859,5391,294403,51221,-735,-21292,222625,215596,7029,3415577,8.619410941184453,6.517928488485349,6.312149204807657,0.20577928367769036
2015:Q4,473021,-4257,85169,141109,33914,-92089,14070,28129,-21690,-112598,-15252,101097,3784,53,8076,124238,87179,605536,162168,137336,304712,-2683,4003,457472,109997,92262,255212,148065,52171,45074,49500,-2683,4003,177900,48378,39378,72466,-8117,25794,5532,448718,49500,-826,3088,403132,87090,316042,3391480,13.230736196377837,11.886617870444327,2.567900165257882,9.318717705186446
2016:Q1,634108,726,93302,172958,-22170,85561,108957,-14321,-730,-8345,39421,17387,52812,796,13512,90638,89165,543690,147089,91074,307966,-2725,286,456719,112318,91331,253070,86972,34771,-257,54896,-2725,286,182606,8861,61125,12000,-8708,109327,5323,543797,54896,-395,3141,492437,275550,216887,3443597,15.79155224877195,14.300074142038472,8.001803056349667,6.298271085688804
2016:Q2,362326,-1310,-19681,60789,-67265,9521,39520,12899,10444,-53342,2670,165353,21681,796,20672,76510,92590,618080,186956,123629,309633,-2786,646,462290,113645,92852,255793,155790,73312,30777,53840,-2786,646,312057,68750,61754,64599,11555,105399,3592,209651,53840,-557,19971,176338,195362,-19023,3470937,6.040176682144439,5.08042858531849,5.628505661538891,-0.5480770762204
2016:Q3,301567,-500,-108496,363465,-32224,-13063,-7888,-41843,3039,33629,-32500,-88885,6115,796,9221,90991,106647,619719,188658,119311,314331,-2848,267,468098,114695,94498,258905,151621,73963,24813,55426,-2848,267,352259,91173,60830,84798,9221,106237,5361,106290,55426,-500,-11031,40333,190550,-150217,3495063,3.0411513306121516,1.153996405553133,5.451965679086061,-4.297969273532928
2016:Q4,58812,-4530,1377,160956,-19192,-207013,-33590,-12079,7845,-169189,-28112,23735,-26700,796,1216,62494,93785,626351,176799,134845,316352,-2913,1267,472293,116140,95864,260289,154057,60659,38981,56062,-2913,1267,279356,64143,62412,74815,-15532,93518,296,-66190,56062,-513,-6550,-128290,84736,-213025,3519301,-1.8807786241617424,-3.6453122317493425,2.4077401590589265,-6.053052390808269
2017:Q1,628428,4532,185895,162607,-42499,-62558,-23956,18130,-14461,-42271,14353,11301,92580,4003,6122,128500,123592,569675,160037,96072,317094,-2900,-628,479192,118745,95551,264897,90483,41293,521,52197,-2900,-628,207614,66407,72581,-6017,18083,56560,-1588,509708,52197,-352,14329,472192,276202,195991,3571403,14.271933128194558,13.221479467243979,7.733703561278625,5.487775905965354
2017:Q2,359787,3100,4009,-59190,-17203,56984,42390,9103,2402,3089,-2399,78058,43658,4003,1247,121434,126086,653984,203251,134403,319224,-2986,93,485318,120373,97107,267838,168666,82878,37296,51386,-2986,93,312086,86832,73133,52313,17340,82468,5490,221857,51386,-593,19407,190471,222299,-31828,3646003,6.084940605995301,5.2241024697716885,6.097059633138711,-0.8729571633670219
2017:Q3,321661,5928,-75772,147246,62805,-93123,-75115,-3328,-27120,12440,-15494,-68559,93507,4003,6635,104495,149990,657511,204989,129950,324584,-3097,1085,489917,122055,98463,269399,167594,82934,31487,55185,-3097,1085,300344,99817,72215,66471,3884,57957,-34120,154791,55185,-619,-21782,78443,240801,-162358,3690680,4.194099254203217,2.1254307455770465,6.52456977695947,-4.399139031382425
2017:Q4,612696,-856,122355,50521,78845,2187,20969,-5919,7904,-20767,-47902,67820,78458,4003,6981,122986,127298,672222,193927,145048,335699,-3232,780,493343,123505,99415,270422,178879,70421,45633,65277,-3232,780,351216,91058,72727,81549,40326,65556,5685,446044,65277,-583,-6728,374623,102345,272278,3705841,12.036250094070999,10.10898338432594,2.7617281327547554,7.347255251571185
2018:Q1,568182,3126,95977,218407,-30018,75488,169771,-20052,-24854,-49377,-22706,-40613,101026,1384,12977,74953,78181,609405,171860,100943,339306,-3318,614,501239,127633,99766,273840,108166,44227,1177,65466,-3318,614,152143,47568,43771,-10869,17654,54019,5612,529816,65466,-332,13926,478609,295020,183588,3766107,14.068014635577592,12.708319729154912,7.833565328545763,4.8747544006091506
2018:Q2,129894,328,-136221,76190,38504,105630,86826,52231,6937,-40364,-4929,-136628,25102,1384,12239,79007,69288,687445,216506,135022,340402,-3432,-1053,508478,129426,101679,277374,178967,87080,33344,63029,-3432,-1053,244282,93487,44235,42308,-8151,72403,5547,70126,63029,-382,20163,27642,243300,-215657,3849896,1.8214920176115343,0.7179994212458116,6.31964383319554,-5.601644411949729
2018:Q3,464781,-650,-182894,58844,36,230949,187894,81422,1930,-40297,221,119052,87960,1384,9064,64095,76720,688159,215995,132255,341200,-3508,2216,514451,131019,102992,280440,173708,84976,29263,60760,-3508,2216,288223,108610,43426,68785,3875,63527,1222,351487,60760,-675,-23406,267996,283031,-15035,3909690,8.99016356918373,6.854672728662553,7.239217666146863,-0.38454493748430957
