1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,8259226,2752250,4385254,130387,2531594,806478,126225,62361,382868,345341,1121722,8063866,589452,2513,0,141808,492825,236358,256467,267520,767,52121,50548,1573,273453,68904,204549,1880987,387146,1493841,286114,8151,288530,264803,551113,69260,5312,465676,382937,82739,203548,50463,286263,11909,67472,1803806,505874,1297932,195360
2006:Q1,8498241,2764432,4584633,134421,2686314,810930,137756,71136,396651,347425,1149176,8278376,574189,2395,0,135564,514919,252933,261986,276537,548,59714,57313,2401,277446,71725,205721,1902682,395113,1507569,332633,8218,283527,279849,583599,71809,5621,473144,388870,84274,200501,52705,287214,11718,75000,1868844,544060,1324784,219865
2006:Q2,8811558,2792559,4793103,141858,2830838,832620,137881,72769,422808,354329,1225896,8545770,673834,2327,0,141261,535355,260893,274462,287254,106,58153,55762,2391,280375,74671,205704,1907332,403513,1503819,335162,8048,288004,296682,591031,73582,6048,479124,393429,85695,189849,56393,289282,12372,65137,1969059,594252,1374807,265788
2006:Q3,9034064,2807957,4897662,146078,2924673,824020,138887,74011,433505,356488,1328445,8836302,611574,2367,0,148314,544399,254989,289410,287695,102,56642,54145,2497,282093,77746,204347,1906275,412117,1494158,348581,8362,306355,343254,626362,74345,6658,476660,389740,86920,183508,57590,304059,14826,71420,2174861,676129,1498732,197762
2006:Q4,9337152,2830118,5106320,159943,3064475,849666,139177,68788,457317,366954,1400714,9100207,595174,2466,0,155890,564002,268313,295689,295775,379,64726,61951,2775,285227,80957,204270,1865256,421057,1444199,338583,9106,321000,368769,667340,75105,7632,481737,393479,88258,184833,62146,324239,17114,60376,2353332,753001,1600331,236945
2007:Q1,9781147,2864094,5427322,164722,3234239,963584,145549,83652,471752,363824,1489731,9544243,631653,2855,0,165117,585350,272879,312471,318665,350,74590,70904,3686,287800,83096,204704,1876621,426166,1450455,343656,9275,346907,394534,688997,75760,8575,493010,406529,86481,189133,60872,368822,14982,69586,2537133,834872,1702261,236904
2007:Q2,10073513,2914968,5568084,171758,3329193,959819,141041,93615,508785,363873,1590461,9753030,537098,2692,0,159602,612871,291981,320890,352433,458,76922,73396,3526,290279,85291,204988,1883651,431830,1451821,341238,9443,378952,435893,698368,78984,10107,501240,414803,86437,191967,62898,386139,14366,59324,2668105,902220,1765885,320483
2007:Q3,10544815,2937453,5910703,176852,3610586,983875,136007,86273,529102,388008,1696659,10265165,813968,2562,0,168610,690524,316748,373776,356388,779,77873,74909,2964,292907,87544,205363,1897202,437477,1459725,351231,8478,384867,423219,744439,78463,11536,480572,389321,91251,195949,36026,387683,18328,141511,2702050,871747,1830303,279650
2007:Q4,10702743,2966075,6002118,184763,3690338,974097,127295,64803,542339,418483,1734550,10379907,848154,2713,0,169374,715535,383650,331885,373133,476,75727,72734,2993,290458,89856,200602,1885907,443117,1442790,361819,8966,445798,384558,747638,75662,13903,464350,373407,90943,189350,31717,359212,36407,124024,2775026,852207,1922819,322836
2008:Q1,10736150,2985489,6014850,184953,3658635,1004507,104724,80369,570326,411336,1735811,10335079,867983,2417,0,167662,717020,396809,320211,388167,670,74780,71861,2919,280704,87922,192782,1822342,405862,1416480,356744,9115,442510,406443,736999,70660,17064,460816,373297,87519,198352,21011,342201,35471,136908,2779040,810293,1968747,401071
2008:Q2,10689303,3061446,5959674,184463,3580771,989288,100931,84481,605057,414683,1668183,10062555,841189,2539,0,165694,711120,375701,335419,363926,618,74563,71527,3036,271646,86034,185612,1756029,371581,1384448,336719,8862,456068,389740,785440,67188,20270,392925,310264,82661,197768,19029,246751,37710,164793,2751968,759673,1992295,626748
2008:Q3,10435461,3073355,5897873,176219,3560075,980544,91069,76926,583343,429697,1464233,9392280,915859,2978,0,161337,679177,360297,318880,359837,441,69273,66538,2735,260521,84192,176329,1670145,339997,1330148,325702,8100,415621,292496,698841,54755,21990,360522,281901,78621,195057,17088,195947,39258,203757,2443578,636376,1807202,1043181
2008:Q4,10128971,3088901,5698178,184816,3419804,924456,68413,97067,586607,417015,1341892,8972941,958330,2936,0,153740,652363,314573,337790,405369,510,62623,60001,2622,251485,82393,169092,1582211,310941,1271270,333179,7074,380254,233268,617149,41177,27294,326974,249520,77454,192364,8726,115191,36207,200608,2383909,583602,1800307,1156030
2009:Q1,10171231,3185689,5625758,170281,3300322,908012,43552,82039,1121552,0,1359784,8961860,1131638,4421,0,147348,687663,282407,405256,355572,192,43244,40891,2353,263891,79893,183998,1665413,320051,1345362,349975,6673,348527,205029,619687,40192,33101,284284,275783,8501,199695,7798,92099,32249,198113,2245056,514544,1730512,1209371
2009:Q2,10217324,3250544,5467206,167486,3175556,858003,42063,97137,1126961,0,1499574,9386898,1144819,4873,372,159243,706852,278742,428110,306952,1475,42663,40263,2400,280575,77464,203111,1731510,329466,1402044,368696,7348,380982,202480,744616,47096,41494,285551,276961,8590,204739,9011,108570,29702,197309,2379970,508292,1871678,830426
2009:Q3,10242829,3274042,5333008,160618,3045743,854287,38224,104025,1130111,0,1635779,9754602,1070171,4646,546,164909,721849,275705,446144,292575,2342,42837,40403,2434,297284,75107,222177,1824894,339094,1485800,392961,7757,403093,171651,863762,52826,50641,297372,288936,8436,199890,10930,137709,33342,193517,2517098,506167,2010931,488227
2009:Q4,10098525,3304151,5101378,176344,2860646,837488,37062,92851,1096987,0,1692996,9705582,970308,5040,560,167415,668191,262944,405247,247577,2005,43495,41186,2309,315535,72817,242718,1924178,348931,1575247,409575,7928,405276,173322,989898,54149,57806,226955,225950,1005,198615,10964,136780,31212,175276,2483522,484800,1998722,392943
2010:Q1,10144847,3352597,5036264,408136,2558833,858129,45124,92252,1073790,0,1755986,9783048,1080004,5096,581,171448,605354,227872,377482,239780,1426,42299,40081,2218,323400,71327,252073,1973338,356742,1616596,417671,8202,410207,179652,1064260,56898,63453,224578,223765,813,87325,13288,141085,33790,180956,2458957,464081,1994876,361799
2010:Q2,10017384,3378437,4870219,425425,2435396,833988,38682,100907,1035821,0,1768728,9711174,1011201,4712,652,166776,582215,202307,379908,257183,549,41542,39343,2199,331478,69867,261611,2023132,364703,1658429,432848,8194,411375,172811,1069720,55874,69107,221627,220952,675,86006,14510,137752,17498,175425,2418987,445344,1973643,306210
2010:Q3,10138570,3449412,4790816,403394,2320560,822511,38495,96115,1109741,0,1898342,10055461,833866,5043,757,174088,577779,187883,389896,368431,537,32703,31406,1297,339733,68434,271299,2074925,373083,1701842,445627,8900,433746,164147,1201942,59068,79903,219592,219143,449,84412,15819,147255,42346,168977,2575865,445239,2130626,83109
2010:Q4,10286228,3493465,4889661,370734,2189420,1077253,37013,129722,1085519,0,1903102,10146208,1119267,5398,880,179858,550515,174892,375623,238161,587,6620,6121,499,348237,67029,281208,2129428,381676,1747752,445780,8694,427003,75524,1264145,59612,78037,211814,211376,438,84123,17780,169678,38521,163439,2523107,441382,2081725,140020
2011:Q1,10266952,3525833,4773414,366453,2099422,1059174,37101,128238,1083026,0,1967705,10167696,1025583,5294,879,177622,533727,165860,367867,224362,5873,6401,5939,462,357011,68633,288378,2176426,398209,1778217,450259,8647,424852,74681,1340414,61516,84094,208116,207649,467,84436,20510,181227,40603,139705,2535458,432892,2102566,99256
2011:Q2,10407986,3583385,4731617,360875,2046997,1053383,34755,110065,1125542,0,2092984,10391734,1175507,4937,879,173147,526653,152751,373902,232625,5229,6230,5778,452,363104,70272,292832,2208475,415426,1793049,461545,8892,417145,74629,1367745,61504,91426,200182,199754,428,86157,22448,162623,40717,134853,2565082,426431,2138651,16252
