1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q3,57253,50999,2930,0,0,2930,0,0,0,0,3324,57253,5473,0,0,0,5112,0,5112,119,18,0,0,0,1136,0,1136,34970,0,34970,6547,0,1960,0,433,452,0,0,0,0,0,0,652,0,0,381,0,381,0
1954:Q4,57570,51547,2759,0,0,2759,0,0,0,0,3264,57570,4852,0,0,0,5075,0,5075,129,15,0,0,0,1146,0,1146,35378,0,35378,6907,0,2115,0,439,465,0,0,0,0,0,0,669,0,0,380,0,380,0
1955:Q1,58077,52055,2852,0,0,2852,0,0,0,0,3170,58077,4750,0,0,0,4972,0,4972,147,15,0,0,0,1155,0,1155,35741,0,35741,7220,0,2251,0,430,478,0,0,0,0,0,0,528,0,0,390,0,390,0
1955:Q2,58666,52779,2775,0,0,2775,0,0,0,0,3112,58666,4552,0,0,0,4775,0,4775,194,16,0,0,0,1164,0,1164,36097,0,36097,7476,0,2391,0,457,494,0,0,0,0,0,0,654,0,0,396,0,396,0
1955:Q3,59269,53253,2944,0,0,2944,0,0,0,0,3072,59269,4681,0,0,0,4553,0,4553,231,17,0,0,0,1173,0,1173,36476,0,36476,7679,0,2537,0,458,510,0,0,0,0,0,0,549,0,0,405,0,405,0
1955:Q4,60791,54564,3156,0,0,3156,0,0,0,0,3071,60791,4975,0,0,0,4432,0,4432,256,18,0,0,0,1183,0,1183,37127,0,37127,7853,0,2692,0,473,525,0,0,0,0,0,0,823,0,0,434,0,434,0
1956:Q1,61871,54986,3724,0,0,3724,0,0,0,0,3161,61871,5167,0,0,0,4326,0,4326,225,19,0,0,0,1190,0,1190,37788,0,37788,8104,0,2839,0,543,540,0,0,0,0,0,0,680,0,0,450,0,450,0
1956:Q2,63142,55946,3954,0,0,3954,0,0,0,0,3242,63142,5615,0,0,0,4275,0,4275,203,20,0,0,0,1195,0,1195,38190,0,38190,8457,0,2964,0,506,554,0,0,0,0,0,0,693,0,0,470,0,470,0
1956:Q3,64521,57013,4192,0,0,4192,0,0,0,0,3316,64521,5785,0,0,0,4280,0,4280,177,21,0,0,0,1201,0,1201,38767,0,38767,8921,0,3071,0,640,568,0,0,0,0,0,0,603,0,0,487,0,487,0
1956:Q4,65880,58040,4459,0,0,4459,0,0,0,0,3381,65880,6111,0,0,0,4088,0,4088,155,22,0,0,0,1210,0,1210,39279,0,39279,9475,0,3165,0,667,585,0,0,0,0,0,0,622,0,0,501,0,501,0
1957:Q1,68001,59510,4893,0,0,4893,0,0,0,0,3598,68001,6854,0,0,0,4227,0,4227,168,22,0,0,0,1233,0,1233,39908,0,39908,10022,0,3282,0,693,602,0,0,0,0,0,0,457,0,0,533,0,533,0
1957:Q2,69806,60975,5107,0,0,5107,0,0,0,0,3724,69806,7041,0,0,0,4410,0,4410,168,21,0,0,0,1272,0,1272,40503,0,40503,10524,0,3456,0,773,621,0,0,0,0,0,0,472,0,0,545,0,545,0
1957:Q3,71775,62488,5532,0,0,5532,0,0,0,0,3755,71775,7352,0,0,0,4571,0,4571,165,20,0,0,0,1326,0,1326,41207,0,41207,10962,0,3713,0,756,640,0,0,0,0,0,0,496,0,0,567,0,567,0
1957:Q4,73584,64072,5696,0,0,5696,0,0,0,0,3816,73584,7176,0,0,0,4812,0,4812,142,16,0,0,0,1390,0,1390,41951,0,41951,11337,0,4024,0,780,660,0,0,0,0,0,0,705,0,0,591,0,591,0
1958:Q1,76000,65937,5976,0,0,5976,0,0,0,0,4087,76000,7983,0,0,0,5118,0,5118,138,17,0,0,0,1447,0,1447,42552,0,42552,11702,0,4343,0,831,681,0,0,0,0,0,0,563,0,0,625,0,625,0
1958:Q2,77318,67017,5874,0,0,5874,0,0,0,0,4427,77318,7301,0,0,0,5593,0,5593,138,20,0,0,0,1491,0,1491,43157,0,43157,12072,0,4622,0,894,703,0,0,0,0,0,0,703,0,0,624,0,624,0
1958:Q3,78520,68463,5542,0,0,5542,0,0,0,0,4515,78520,7760,0,0,0,5380,0,5380,136,23,0,0,0,1520,0,1520,43711,0,43711,12453,0,4878,0,949,725,0,0,0,0,0,0,361,0,0,624,0,624,0
1958:Q4,80003,69715,5554,0,0,5554,0,0,0,0,4734,80003,7924,0,0,0,5321,0,5321,130,24,0,0,0,1534,0,1534,44352,0,44352,12842,0,5126,0,935,747,0,0,0,0,0,0,423,0,0,645,0,645,0
1959:Q1,80926,70307,5716,0,0,5716,0,0,0,0,4903,80926,8222,0,0,0,5218,0,5218,129,24,0,0,0,1545,0,1545,44826,0,44826,13056,0,5360,0,947,806,0,0,0,0,0,0,142,0,0,651,0,651,0
1959:Q2,82054,71169,5917,0,0,5917,0,0,0,0,4968,82054,8114,0,0,0,5258,0,5258,129,23,0,0,0,1557,0,1557,45380,0,45380,13367,0,5571,0,979,813,0,0,0,0,0,0,194,0,0,669,0,669,0
1959:Q3,83073,71737,6238,0,0,6238,0,0,0,0,5098,83073,8149,0,0,0,5195,0,5195,129,22,0,0,0,1573,0,1573,45762,0,45762,13644,0,5778,0,995,821,0,0,0,0,0,0,301,0,0,704,0,704,0
1959:Q4,84545,72794,6544,0,0,6544,0,0,0,0,5207,84545,8217,0,0,0,5071,0,5071,130,19,0,0,0,1595,0,1595,46428,0,46428,14085,0,5986,0,1091,832,0,0,0,0,0,0,502,0,0,589,0,589,0
1960:Q1,86514,73216,7812,0,0,7812,0,0,0,0,5486,86514,9539,0,0,0,4956,0,4956,129,19,0,0,0,1618,0,1618,46826,0,46826,14422,0,6211,0,1063,906,0,0,0,0,0,0,203,0,0,622,0,622,0
1960:Q2,88154,74107,8436,0,0,8436,0,0,0,0,5611,88154,10010,0,0,0,4938,0,4938,127,19,0,0,0,1641,0,1641,47274,0,47274,14745,0,6466,0,1115,931,0,0,0,0,0,0,235,0,0,653,0,653,0
1960:Q3,89628,74889,9052,0,0,9052,0,0,0,0,5687,89628,10087,0,0,0,5020,0,5020,122,19,0,0,0,1663,0,1663,47611,0,47611,15149,0,6768,0,1189,952,0,0,0,0,0,0,375,0,0,673,0,673,0
1960:Q4,91780,76216,9780,0,0,9780,0,0,0,0,5784,91780,10612,0,0,0,5044,0,5044,119,15,0,0,0,1682,0,1682,48145,0,48145,15699,0,7124,0,1247,955,0,0,0,0,0,0,470,0,0,668,0,668,0
1961:Q1,92676,76577,10230,0,0,10230,0,0,0,0,5869,92676,10639,0,0,0,5064,0,5064,125,15,0,0,0,1697,0,1697,48548,0,48548,15834,0,7524,0,1312,1021,0,0,0,0,0,0,221,0,0,676,0,676,0
1961:Q2,95034,78530,10462,0,0,10462,0,0,0,0,6042,95034,11481,0,0,0,4923,0,4923,130,14,0,0,0,1706,0,1706,49221,0,49221,16230,0,7956,0,1322,1008,0,0,0,0,0,0,362,0,0,681,0,681,0
1961:Q3,95728,79237,10382,0,0,10382,0,0,0,0,6109,95728,11026,0,0,0,4816,0,4816,144,13,0,0,0,1710,0,1710,49819,0,49819,16489,0,8406,0,1355,989,0,0,0,0,0,0,289,0,0,672,0,672,0
1961:Q4,97334,80611,10502,0,0,10502,0,0,0,0,6221,97334,10840,0,0,0,4674,0,4674,124,9,0,0,0,1712,0,1712,50607,0,50607,16882,0,8852,0,1587,973,0,0,0,0,0,0,405,0,0,669,0,669,0
1962:Q1,98531,81437,10672,0,0,10672,0,0,0,0,6422,98531,10973,0,0,0,4712,0,4712,179,9,0,0,0,1780,0,1780,50972,0,50972,17116,0,9305,0,1452,1016,0,0,0,0,0,0,231,0,0,786,0,786,0
1962:Q2,100231,82981,10513,0,0,10513,0,0,0,0,6737,100231,10954,0,0,0,4516,0,4516,252,9,0,0,0,1890,0,1890,51677,0,51677,17509,0,9772,0,1593,986,0,0,0,0,0,0,308,0,0,765,0,765,0
1962:Q3,100703,83558,10314,0,0,10314,0,0,0,0,6831,100703,10193,0,0,0,4485,0,4485,262,9,0,0,0,1998,0,1998,52212,0,52212,17647,0,10236,0,1538,965,0,0,0,0,0,0,443,0,0,715,0,715,0
1962:Q4,102691,84643,10833,0,0,10833,0,0,0,0,7215,102691,10211,0,0,0,4573,0,4573,242,9,0,0,0,2060,0,2060,53074,0,53074,18101,0,10670,0,1617,975,0,0,0,0,0,0,465,0,0,694,0,694,0
1963:Q1,104533,85579,11245,0,0,11245,0,0,0,0,7709,104533,10656,0,0,0,4594,0,4594,234,11,0,0,0,2074,0,2074,53821,0,53821,18444,0,11117,0,1612,1079,0,0,0,0,0,0,239,0,0,652,0,652,0
1963:Q2,106138,86695,11227,0,0,11227,0,0,0,0,8216,106138,10389,0,0,0,4430,0,4430,202,15,0,0,0,2041,0,2041,54759,0,54759,18847,0,11608,0,1609,1162,0,0,0,0,0,0,366,0,0,710,0,710,0
1963:Q3,106914,87225,11402,35,0,11367,0,0,0,0,8287,106914,9877,0,0,0,4221,0,4221,136,18,0,0,0,2008,0,2008,55247,0,55247,19267,0,12165,0,1705,1251,0,0,0,0,0,0,314,0,0,705,0,705,0
1963:Q4,109006,88414,12384,233,0,12151,0,0,0,0,8208,109006,10143,0,0,0,3935,0,3935,107,19,0,0,0,2019,0,2019,55899,0,55899,19560,0,12783,0,1788,1313,0,0,0,0,0,0,689,0,0,751,0,751,0
1964:Q1,110663,89091,13475,420,0,13055,0,0,0,0,8097,110663,9961,0,0,0,4414,0,4414,101,17,0,0,0,2069,0,2069,56520,0,56520,19798,0,13400,0,1781,1430,0,0,0,0,0,0,390,0,0,782,0,782,0
1964:Q2,112651,90362,14040,533,0,13507,0,0,0,0,8249,112651,9509,0,0,0,4457,0,4457,103,12,0,0,0,2146,0,2146,57240,0,57240,20389,0,13948,0,1927,1464,0,0,0,0,0,0,640,0,0,816,0,816,0
1964:Q3,113888,91058,14625,677,0,13948,0,0,0,0,8205,113888,9628,0,0,0,4405,0,4405,127,7,0,0,0,2244,0,2244,57585,0,57585,20695,0,14455,0,2001,1486,0,0,0,0,0,0,356,0,0,899,0,899,0
1964:Q4,116608,92408,15525,773,0,14752,0,0,0,0,8675,116608,10290,0,0,0,4254,0,4254,122,1,0,0,0,2359,0,2359,58218,0,58218,21206,0,14944,0,2149,1499,0,0,0,0,0,0,607,0,0,959,0,959,0
1965:Q1,118122,93342,16015,893,0,15122,0,0,0,0,8765,118122,10113,0,0,0,4312,0,4312,121,1,0,0,0,2497,0,2497,58723,0,58723,21626,0,15441,0,2334,1578,0,0,0,0,0,0,399,0,0,977,0,977,0
1965:Q2,119857,94941,16081,1490,0,14591,0,0,0,0,8835,119857,9669,0,0,0,4327,0,4327,122,3,0,0,0,2666,0,2666,59382,0,59382,22084,0,15970,0,2406,1565,0,0,0,0,0,0,787,0,0,876,0,876,0
1965:Q3,121496,96634,15885,1517,0,14368,0,0,0,0,8977,121496,9965,0,0,0,4174,0,4174,136,6,0,0,0,2843,0,2843,60101,0,60101,22446,0,16576,0,2472,1544,0,0,0,0,0,0,372,0,0,861,0,861,0
1965:Q4,123125,97260,16730,1590,0,15140,0,0,0,0,9135,123125,9001,0,0,0,3979,0,3979,144,8,0,0,0,3004,0,3004,61043,0,61043,22703,0,17245,0,2554,1527,0,0,0,0,0,0,914,0,0,1003,0,1003,0
1966:Q1,126838,100223,17121,1633,0,15488,0,0,0,0,9494,126838,9729,0,0,0,3966,0,3966,135,12,0,0,0,3150,0,3150,62225,0,62225,23740,0,17964,0,2760,1585,0,0,0,0,0,0,363,0,0,1209,0,1209,0
1966:Q2,129857,102790,17438,1694,0,15744,0,0,0,0,9629,129857,9727,0,0,0,3977,0,3977,124,17,0,0,0,3283,0,3283,62795,0,62795,24162,0,18730,0,2824,1561,0,0,0,0,0,0,867,0,0,1790,0,1790,0
1966:Q3,132821,105223,17862,1694,0,16168,0,0,0,0,9736,132821,11275,0,0,0,4122,0,4122,147,22,0,0,0,3419,0,3419,63156,0,63156,24618,0,19487,0,2707,1542,0,0,0,0,0,0,378,0,0,1948,0,1948,0
1966:Q4,135674,107474,18330,1694,0,16636,0,0,0,0,9870,135674,11121,0,0,0,4281,0,4281,168,25,0,0,0,3575,0,3575,63396,0,63396,25231,0,20184,0,2915,1533,0,0,0,0,0,0,1028,0,0,2217,0,2217,0
1967:Q1,139406,110617,18630,1897,0,16733,0,0,0,0,10159,139406,12090,0,0,0,5121,0,5121,184,33,0,0,0,3748,0,3748,64266,0,64266,25647,0,20990,0,2885,1606,0,0,0,0,0,0,456,0,0,2380,0,2380,0
1967:Q2,142895,114236,18263,1920,0,16343,0,0,0,0,10396,142895,12180,0,0,0,6116,0,6116,228,41,0,0,0,3904,0,3904,64953,0,64953,25806,0,21763,0,2660,1611,0,0,0,0,0,0,992,0,0,2641,0,2641,0
1967:Q3,148001,118745,18471,1955,0,16516,0,0,0,0,10785,148001,13297,0,0,0,6911,0,6911,294,50,0,0,0,4079,0,4079,65947,0,65947,26224,0,22837,0,2676,1626,0,0,0,0,0,0,1178,0,0,2882,0,2882,0
1967:Q4,152516,122132,19298,1963,0,17335,0,0,0,0,11086,152516,15111,0,0,0,7090,0,7090,334,60,0,0,0,4293,0,4293,67192,0,67192,26355,0,23921,0,2565,1661,0,0,0,0,0,0,1399,0,0,2535,0,2535,0
1968:Q1,155571,124734,19448,1963,0,17485,0,0,0,0,11389,155571,15284,0,0,0,7572,0,7572,329,65,0,0,0,4555,0,4555,68358,0,68358,26738,0,24404,0,2375,1723,0,0,0,0,0,0,1087,0,0,3081,0,3081,0
1968:Q2,159158,128262,19447,2139,0,17308,0,0,0,0,11449,159158,16507,0,0,0,7916,0,7916,303,68,0,0,0,4872,0,4872,69272,0,69272,26757,0,25079,0,2166,1820,0,0,0,0,0,0,731,0,0,3667,0,3667,0
1968:Q3,162631,131563,19385,2222,0,17163,0,0,0,0,11683,162631,16756,0,0,0,8270,0,8270,275,70,0,0,0,5192,0,5192,69943,0,69943,26984,0,25813,0,2078,1913,0,0,0,0,0,0,1005,0,0,4332,0,4332,0
1968:Q4,167090,135025,19895,2221,0,17674,0,0,0,0,12170,167090,18046,0,0,0,8799,0,8799,256,71,0,0,0,5464,0,5464,70892,0,70892,27000,0,26565,0,1963,1963,0,0,0,0,0,0,1220,0,0,4851,0,4851,0
1969:Q1,170204,138462,19255,2097,0,17158,0,0,0,0,12487,170204,18338,0,0,0,9152,0,9152,254,72,0,0,0,5694,0,5694,71943,0,71943,26836,0,27401,0,2210,2072,0,0,0,0,0,0,745,0,0,5487,0,5487,0
1969:Q2,173237,141759,18786,2009,0,16773,4,0,0,0,12692,173237,19165,0,0,0,8723,0,8723,248,72,0,0,0,5814,0,5814,72453,0,72453,26912,0,28374,0,2312,2069,0,0,0,0,0,0,1395,0,0,5700,0,5700,0
1969:Q3,177218,144533,19578,2015,0,17545,18,0,0,0,13107,177218,20997,0,0,0,8622,0,8622,242,72,0,0,0,6074,0,6074,72765,0,72765,27451,0,29526,0,2632,2039,0,0,0,0,0,0,871,0,0,5927,0,5927,0
1969:Q4,181125,147075,20852,2037,0,18795,20,0,0,0,13198,181125,22060,0,0,0,8812,0,8812,259,74,0,0,0,6273,0,6273,72619,0,72619,27613,0,30559,0,2884,1975,0,0,0,0,0,0,1581,0,0,6416,0,6416,0
1970:Q1,184076,150308,20288,2060,0,17227,63,0,938,0,13480,184076,21476,0,0,0,10191,0,10191,199,72,0,0,0,6757,0,6757,73130,0,73130,27998,0,31618,0,3328,1777,0,0,0,0,0,0,724,0,0,6806,0,6806,0
1970:Q2,190032,156113,20497,2093,0,17342,84,0,978,0,13422,190032,22723,0,0,0,11698,0,11698,234,68,0,0,0,7231,0,7231,73544,0,73544,28131,0,32736,0,3458,1594,0,0,0,0,0,0,1341,0,0,7274,0,7274,0
1970:Q3,196459,161473,21168,2110,0,17920,84,0,1054,0,13818,196459,26462,0,0,0,11662,0,11662,229,64,0,0,0,7902,0,7902,73717,0,73717,28629,0,34033,0,3499,1423,0,0,0,0,0,0,1231,0,0,7608,0,7608,0
1970:Q4,204296,167230,22994,2135,0,19633,126,0,1100,0,14072,204296,29804,0,0,0,12299,0,12299,551,59,0,0,0,8578,0,8578,74078,0,74078,29443,0,35055,0,3479,1351,0,0,0,0,0,0,1690,0,0,7909,0,7909,0
1971:Q1,211629,172787,24488,2550,0,19669,150,0,2119,0,14354,211629,32046,0,0,0,15286,0,15286,272,59,0,0,0,8823,0,8823,75226,0,75226,28753,0,36274,0,3358,1436,0,0,0,0,0,0,1706,0,0,8390,0,8390,0
1971:Q2,217767,178394,24751,2638,0,19789,206,0,2118,0,14622,217767,34817,0,0,0,16513,0,16513,246,59,0,0,0,8910,0,8910,76219,0,76219,28355,0,37498,0,3577,1556,0,0,0,0,0,0,1428,0,0,8589,0,8589,0
1971:Q3,222668,181911,25823,2775,0,20718,188,0,2142,0,14934,222668,37283,0,0,0,17833,0,17833,259,60,0,0,0,8903,0,8903,77439,0,77439,27891,0,38136,0,3453,1697,0,0,0,0,0,0,749,0,0,8965,0,8965,0
1971:Q4,228780,186366,27402,2990,0,21961,213,0,2238,0,15012,228780,37438,0,0,0,18397,0,18397,256,60,0,0,0,8863,0,8863,79529,0,79529,28614,0,38996,0,3662,1788,0,0,0,0,0,0,1815,0,0,9362,0,9362,0
1972:Q1,233774,189248,29031,3486,0,22632,242,0,2671,0,15495,233774,37804,0,0,0,20942,0,20942,242,61,0,0,0,8764,0,8764,80820,0,80820,28491,0,40118,0,3929,1921,0,0,0,0,0,0,955,0,0,9727,0,9727,0
1972:Q2,239770,193161,30692,3623,0,23592,269,0,3208,0,15917,239770,38259,0,0,0,22407,0,22407,211,62,0,0,0,8574,0,8574,82807,0,82807,29376,0,40719,0,3957,1951,0,0,0,0,0,0,929,0,0,10518,0,10518,0
1972:Q3,244117,196238,32090,3760,0,24313,279,0,3738,0,15789,244117,38878,0,0,0,22550,0,22550,188,63,0,0,0,8349,0,8349,84150,0,84150,30609,0,42075,0,4117,1977,0,0,0,0,0,0,405,0,0,10756,0,10756,0
1972:Q4,249414,198848,34524,4127,0,25953,292,0,4152,0,16042,249414,38605,0,0,0,22276,0,22276,333,64,0,0,0,8141,0,8141,86503,0,86503,30604,0,43227,0,4163,2028,0,0,0,0,0,0,2034,0,0,11436,0,11436,0
1973:Q1,252708,200419,36114,4059,0,27272,323,0,4460,0,16175,252708,38862,0,0,0,22544,0,22544,252,69,0,0,0,8028,0,8028,87679,0,87679,31559,0,44592,0,4338,2195,0,0,0,0,0,0,710,0,0,11880,0,11880,0
1973:Q2,256442,203606,36511,3959,0,27518,361,0,4673,0,16325,256442,38677,0,0,0,22120,0,22120,277,74,0,0,0,7903,0,7903,89602,0,89602,32043,0,45995,0,4227,2313,0,0,0,0,0,0,970,0,0,12241,0,12241,0
1973:Q3,260545,206304,37695,3940,0,28526,372,0,4857,0,16546,260545,40642,0,0,0,20383,0,20383,252,74,0,0,0,7863,0,7863,91263,0,91263,32978,0,47427,0,4161,2418,0,0,0,0,0,0,540,0,0,12544,0,12544,0
1973:Q4,264923,208442,39481,4135,0,29861,407,0,5078,0,17000,264923,41591,0,0,0,19571,0,19571,290,74,0,0,0,8002,0,8002,92333,0,92333,32733,0,48437,0,4312,2464,0,0,0,0,0,0,2388,0,0,12728,0,12728,0
1974:Q1,269612,212249,39686,4200,0,29521,435,0,5530,0,17677,269612,43455,0,0,0,19847,0,19847,289,75,0,0,0,8336,0,8336,93807,0,93807,32694,0,49733,0,4516,2547,0,0,0,0,0,0,1476,0,0,12837,0,12837,0
1974:Q2,277072,217641,41281,4310,0,30526,436,0,6009,0,18150,277072,46301,0,0,0,19331,0,19331,279,75,0,0,0,8871,0,8871,95208,0,95208,32897,0,51433,0,4702,2468,0,0,0,0,0,0,2177,0,0,13330,0,13330,0
1974:Q3,283826,221806,43455,4300,0,32258,429,0,6468,0,18565,283826,48740,0,0,0,19303,0,19303,291,75,0,0,0,9472,0,9472,95974,0,95974,33745,0,53594,0,4693,2379,0,0,0,0,0,0,1744,0,0,13816,0,13816,0
1974:Q4,294692,228237,47083,4290,0,35492,441,0,6860,0,19372,294692,55360,0,0,0,20414,0,20414,303,75,0,0,0,10012,0,10012,96293,0,96293,35009,0,54533,0,4882,2328,0,0,0,0,0,0,1789,0,0,13694,0,13694,0
1975:Q1,307419,237471,48468,4335,0,36649,389,0,7095,0,21480,307419,58917,0,0,0,22992,0,22992,303,72,0,0,0,10517,0,10517,98504,0,98504,37113,0,56425,0,5125,2397,0,0,0,0,0,0,1130,0,0,13924,0,13924,0
1975:Q2,317363,245545,49117,4362,0,37236,336,0,7183,0,22701,317363,57310,0,0,0,28253,0,28253,337,75,0,0,0,11134,0,11134,100109,0,100109,38643,0,58093,0,5325,2396,0,0,0,0,0,0,1809,0,0,13879,0,13879,0
1975:Q3,324035,249025,51043,4480,0,38846,284,0,7433,0,23967,324035,61835,0,0,0,25759,0,25759,320,78,0,0,0,11841,0,11841,101856,0,101856,40128,0,59249,0,5461,2406,0,0,0,0,0,0,1272,0,0,13830,0,13830,0
1975:Q4,337687,254652,56495,4529,0,40435,231,0,11300,0,26540,337687,65827,0,0,0,24443,0,24443,336,81,0,0,0,12192,0,12192,105353,0,105353,41911,0,60980,0,5622,2417,0,0,0,0,0,0,2992,1050,0,14483,0,14483,0
1976:Q1,346847,261025,56927,4700,0,40122,205,0,11900,0,28895,346847,62887,0,0,0,30714,0,30714,265,100,0,0,0,13599,0,13599,109252,0,109252,42444,0,62269,0,5514,2534,0,0,0,0,0,0,1435,1120,0,14714,0,14714,0
1976:Q2,355515,266001,59272,4966,0,41596,210,0,12500,0,30242,355515,65359,0,0,0,29303,0,29303,274,127,0,0,0,14606,0,14606,112648,0,112648,42922,0,64050,0,5663,2592,0,0,0,0,0,0,1647,1190,0,15134,0,15134,0
1976:Q3,365573,271677,61075,5140,0,42231,204,0,13500,0,32821,365573,69392,0,0,0,29218,0,29218,262,138,0,0,0,15724,0,15724,116974,0,116974,41415,0,65410,0,5746,2633,0,0,0,0,0,0,1956,1260,0,15445,0,15445,0
1976:Q4,375865,277338,63823,5301,0,43959,192,0,14371,0,34704,376491,77201,0,0,0,29296,0,29296,262,150,0,0,0,16106,0,16106,122196,0,122196,40244,0,65706,0,5971,2609,0,0,0,0,0,0,2091,1439,0,13220,0,13220,-626
1977:Q1,383325,282714,65352,5350,0,44816,186,0,15000,0,35259,383951,78410,0,0,0,31561,0,31561,252,200,0,0,0,15664,0,15664,126416,0,126416,40117,0,65463,0,6101,2512,0,0,0,0,0,0,1891,1610,0,13754,0,13754,-626
1977:Q2,393111,286383,69802,6037,0,47887,178,0,15700,0,36926,393737,78197,0,0,0,29868,0,29868,251,261,0,0,0,18990,0,18990,131323,0,131323,41244,0,65725,0,6283,2332,0,0,0,0,0,0,2254,1820,0,15189,0,15189,-626
1977:Q3,402738,292492,71440,6294,0,48566,180,0,16400,0,38806,403364,78828,0,0,0,29808,0,29808,293,260,0,0,0,19822,0,19822,134777,0,134777,41567,0,68643,0,6832,2154,0,0,0,0,0,0,2152,2100,0,16128,0,16128,-626
1977:Q4,415783,300146,76308,7010,0,52059,174,0,17065,0,39329,414959,81251,0,0,0,27851,0,27851,419,257,0,0,0,19788,0,19788,140903,0,140903,44552,0,71286,0,7037,2064,0,0,0,0,0,0,2150,2344,0,15057,0,15057,824
1978:Q1,423391,304506,78218,7065,0,53701,152,0,17300,0,40667,422567,79486,0,0,0,30150,0,30150,464,277,0,0,0,20473,0,20473,145310,0,145310,45355,0,72486,0,6882,2132,0,0,0,0,0,0,2178,2100,0,15274,0,15274,824
1978:Q2,433814,310908,81062,7589,0,55054,147,0,18272,0,41844,432990,78653,0,0,0,29484,0,29484,480,298,0,0,0,20642,0,20642,150486,0,150486,49464,0,74772,0,6752,2203,0,0,0,0,0,0,1879,1890,0,15987,0,15987,824
1978:Q3,440141,316084,81731,7757,0,55155,149,0,18670,0,42326,439317,75067,0,0,0,30079,0,30079,533,368,0,0,0,21098,0,21098,154147,0,154147,51758,0,77273,0,6633,2291,0,0,0,0,0,0,1896,1680,0,16494,0,16494,824
1978:Q4,450170,321107,84399,7853,0,57153,133,0,19260,0,44664,448156,77355,0,0,0,29624,0,29624,561,439,0,0,0,21563,0,21563,158139,0,158139,52987,0,80039,0,6358,2331,0,0,0,0,0,0,1488,1446,0,15826,0,15826,2014
1979:Q1,457088,325455,86090,8040,0,57857,128,0,20065,0,45543,455074,76458,0,0,0,30678,0,30678,681,443,0,0,0,21858,0,21858,162415,0,162415,54034,0,80189,0,6602,2417,0,0,0,0,0,0,1576,1750,0,15973,0,15973,2014
1979:Q2,464007,330765,87162,8309,0,57872,133,0,20848,0,46080,461993,76245,0,0,0,26997,0,26997,700,449,0,0,0,22384,0,22384,165451,0,165451,57281,0,82063,0,7188,2396,0,0,0,0,0,0,2069,2100,0,16670,0,16670,2014
1979:Q3,469368,334545,87020,8974,0,56771,109,0,21166,0,47803,467354,70313,0,0,0,28819,0,28819,1153,500,0,0,0,23103,0,23103,167923,0,167923,60511,0,83493,0,7212,2369,0,0,0,0,0,0,1927,2450,0,17581,0,17581,2014
1979:Q4,479456,338389,90554,9495,0,59574,126,0,21359,0,50513,475819,77705,0,0,0,27223,0,27223,692,548,0,0,0,23559,0,23559,169637,0,169637,63691,0,82979,0,7162,2357,0,0,0,0,0,0,1616,2605,0,16045,0,16045,3637
1980:Q1,487756,344347,92791,9470,0,61073,129,0,22119,0,50618,483089,69810,0,0,0,29276,0,29276,688,646,0,0,0,23158,0,23158,174324,0,174324,67555,0,86156,207,6942,2360,0,0,0,0,0,0,1103,2660,0,18204,0,18204,4667
1980:Q2,503834,355576,96731,10042,0,63555,145,0,22989,0,51527,500656,70516,0,0,0,31517,0,31517,579,801,0,0,0,23980,0,23980,175405,0,175405,70981,0,90482,353,8035,2379,0,0,0,0,0,0,2649,2660,0,20319,0,20319,3178
1980:Q3,513272,362862,98798,10072,0,64937,130,0,23659,0,51612,509290,71042,0,0,0,30254,0,30254,600,941,0,0,0,23913,0,23913,177199,0,177199,74938,0,91669,382,8601,2391,0,0,0,0,0,0,1851,2730,0,22779,0,22779,3982
1980:Q4,518156,366069,99944,10015,0,65471,133,0,24325,0,52143,510596,67919,0,0,0,33678,0,33678,736,996,0,0,0,23571,0,23571,178279,0,178279,77724,0,92215,292,8478,2376,0,0,0,0,0,0,2041,2733,0,19558,0,19558,7560
1981:Q1,520804,372152,96194,9685,0,64945,145,0,21419,0,52458,513010,62516,0,0,0,32805,0,32805,873,960,0,0,0,24123,0,24123,180329,0,180329,79680,0,92924,258,8685,2561,0,0,0,0,0,0,2238,2590,0,22468,0,22468,7794
1981:Q2,531858,379754,98307,9447,0,65436,137,0,23287,0,53797,523717,63350,0,0,0,30662,0,30662,1082,839,0,0,0,24616,0,24616,183077,0,183077,80797,0,96785,543,9484,2466,0,0,0,0,0,0,2824,2551,0,24641,0,24641,8141
1981:Q3,538869,384265,99826,9074,0,65610,147,0,24995,0,54778,529796,62070,0,0,0,30364,0,30364,884,697,0,0,0,24943,0,24943,184528,0,184528,82197,0,98751,605,9475,2376,0,0,0,0,0,0,2284,2590,0,28032,0,28032,9073
1981:Q4,557340,390873,105269,9406,0,68906,144,0,26813,0,61198,546688,71574,0,0,0,30733,0,30733,1518,600,0,0,0,26261,0,26261,185503,0,185503,83328,0,100779,806,10074,2333,0,0,0,0,0,0,3415,2702,0,27062,0,27062,10652
1982:Q1,568950,398779,108148,9078,0,72196,143,0,26731,0,62023,558369,70663,0,0,0,32346,0,32346,1248,532,0,0,0,26449,0,26449,189292,0,189292,86550,0,102002,1051,9578,2620,0,0,0,0,0,0,3498,2030,0,30510,0,30510,10581
