1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q4,2673672,453824,1315918,63634,20619,94914,735451,-10688,2886070,1860269,733557,0,291659,585,-212398,291254,-71647,150503,169613,415226,16934,-262547,-116443,-4783,12765,1176,-12124,-183160,-5748,-101388,-68280,-1560,-6184,-69580,-18776,-50804,-3400,1200,9904,21739,109820,146104,-86120,-1352,-84768,1464,48516,182244,-19110
2019:Q1,2720303,473051,1333721,73254,20829,96370,737430,-14352,2918090,1871662,744186,0,301651,591,-197787,293934,-72468,168615,250857,431795,16925,-197863,45582,-3832,28065,3528,-1348,82348,-640,133168,-2660,-1564,-45956,-15670,-1904,-13766,-3400,1200,1564,7171,-54044,243445,-66930,5725,-72655,992,49560,259823,-82242
2019:Q2,2817090,533068,1348802,74735,20758,96537,758752,-15562,2976954,1906802,762086,0,307469,597,-159864,298156,-72747,211039,101154,449303,16945,-365094,-110601,2830,26133,5948,-8436,-63216,-4000,-17032,-21872,-1932,-18380,-53180,-13044,-40136,-3400,1200,18588,8960,-46028,254493,-57741,7810,-65551,1056,51360,259818,109885
2019:Q3,2806210,497637,1374176,74232,20596,96420,757031,-13882,3022428,1940508,772205,0,309113,602,-216218,300821,-76521,161124,152320,447406,16994,-312080,24407,10318,13518,9268,812,-4612,384,-12372,12732,-556,-4800,35683,1440,34243,-3400,1200,22584,9832,-70796,336487,25231,1134,24098,1040,51876,258340,8804
2019:Q4,2811624,488024,1376108,71656,20445,96593,768233,-9435,3061360,1981823,772429,0,306500,608,-249736,302568,-77580,130412,192472,441566,17073,-266167,140289,15320,11380,8292,3612,82040,1712,55592,21412,468,2856,71683,5804,65879,-3400,1200,5740,8198,-63776,406456,94400,12487,81912,1100,52612,258344,-62060
2020:Q1,2829385,488167,1379424,65829,20255,95608,784981,-4879,3085849,2024002,761679,0,299554,614,-256464,304678,-81014,129228,189176,454920,17180,-282924,57681,15588,54636,28780,-8720,50856,-4132,11716,12304,96,30872,16438,-13576,30014,-3400,1200,-45692,4230,-56236,340605,28413,-5956,34369,436,53464,258292,-59948
2020:Q2,3481221,480474,1290531,63728,19273,95244,1537778,-5807,3109752,2002602,812079,0,294451,620,371469,305552,-86064,763085,821121,448671,17321,355129,778506,112568,18230,18256,51512,519660,-5568,697100,-199824,3924,24028,52578,12852,39726,-3400,1200,-63212,6815,64300,423378,112261,8755,103506,652,52164,258301,-58036
2020:Q3,2971646,515468,1385749,79602,19883,94077,887921,-11054,3163728,2021384,850231,0,291486,627,-192082,310021,-86004,203943,207766,446873,17495,-256602,240213,56174,12272,1380,10000,-31648,4000,61960,-48704,1360,-50264,89736,13032,76704,-3400,1200,40840,12799,50860,496814,176650,4792,171859,1764,53480,264920,-3823
2020:Q4,3029908,527877,1404955,82321,20650,94215,906554,-6664,3160274,2030701,838773,0,290167,633,-130366,313363,-81994,264991,414500,456207,17701,-59408,315292,178858,-123307,6268,10000,188056,4000,242392,-49396,536,-9476,13352,7660,5692,-3400,1200,16860,13884,13520,374700,54156,-690,54846,1144,54480,264920,-149509
2021:Q1,3116315,564212,1420813,86541,21315,93788,944901,-15255,3238471,2078990,866089,0,290852,2540,-122156,319779,-79833,277456,337252,454918,17940,-135606,291908,79151,41,16280,10000,5548,4000,149664,-84600,4136,-67652,35325,7660,27665,-3400,1200,21608,30099,96056,427514,107354,-12320,119674,656,55952,263552,-59796
2021:Q2,4083701,585571,1494639,95303,22036,93466,1810077,-17391,3325365,2121589,908023,0,287139,8614,758336,328678,-82118,1169132,1216444,450142,18168,748134,1171811,204526,-37826,12188,10000,780004,4000,809736,-10440,2108,-25400,36108,7660,28448,-3400,1200,72512,16499,80000,423677,103337,-10768,114105,4,56828,263508,-47312
2021:Q3,3560051,589816,1503263,111709,22561,93550,1252599,-13447,3377199,2181938,915609,0,279000,652,182852,336906,-90224,609982,609384,443170,18385,147829,535111,100921,-35695,11308,10000,318598,4002,330644,-34032,4752,13232,28866,7660,21206,-3400,1200,30916,35241,37157,387283,96934,-30642,127576,-252,57700,232901,598
2021:Q4,3551636,636329,1554469,150132,22880,94433,1100601,-7208,3397230,2217110,912905,0,266558,657,154406,346512,-79589,580507,561462,447080,18591,95791,355821,78838,-49523,21444,10000,249636,4000,269848,-30240,4252,1776,-93992,7660,-101652,-3400,1200,58776,35670,47172,260030,-33693,-918,-32775,1452,59392,232879,19045
2022:Q1,3655118,655909,1583120,184173,22931,96032,1112938,15,3477697,2266921,960472,0,249643,661,177421,356827,-82440,616688,617532,452797,18786,145949,363462,25189,5425,2556,10001,231422,4002,206020,41836,5536,-25972,46336,7660,38676,-3400,1200,38328,7888,-1483,217513,-77966,-21709,-56258,488,61780,233211,-844
2022:Q2,3679760,655127,1609592,143468,22648,96780,1152121,24,3585819,2347702,995252,0,242199,666,93941,368739,-539369,1002049,938359,455709,18974,463676,815337,53326,-69507,7060,10001,746103,4003,693524,48692,5992,-6108,-4370,7660,-12030,-3400,1200,55320,10560,9045,351661,53178,-2664,55842,360,64936,233187,63690
2022:Q3,3643917,615157,1631790,146198,22355,98040,1133322,-2945,3623514,2363156,1015493,0,244195,670,20403,377414,-154068,551885,499163,478374,19155,1634,287762,-16234,-12383,10336,10002,236252,4004,185416,47316,6712,-7196,12581,7648,4933,-3400,1200,14764,12651,21994,286128,-13508,2960,-16468,560,65920,233156,52722
2022:Q4,3670942,605561,1639636,160536,21958,99536,1153572,-9857,3721293,2386539,1078174,0,255905,675,-50351,383084,-143191,475924,542109,494103,19330,28676,162626,-3501,27026,19092,10003,170666,4005,154623,7159,7446,-2567,-63079,7721,-70799,-3400,1201,15868,14725,-25974,133950,-167464,-8447,-159017,1476,66784,233154,-66185
2023:Q1,3670347,582718,1654076,172503,21456,99796,1154736,-14938,3733728,2399081,1055736,0,278231,680,-63381,389748,-89039,415406,393134,514160,19499,-140525,199559,451,4252,17152,10004,212484,4007,183205,13718,8066,3488,5926,7773,-1847,-3399,1201,-32484,2291,-18318,340083,38743,-1666,40410,1080,67132,233128,22272
2023:Q2,3584308,528751,1646152,150744,21375,100580,1154754,-18048,3769041,2388284,1087536,0,292536,685,-184733,391664,-95660,302591,334261,537195,19670,-222604,169279,-10278,45758,3448,10005,137873,4009,112996,6264,8808,5796,9131,7892,1240,-3400,1200,5808,7128,-37395,391883,90687,6798,83889,784,67284,233128,-31670
2023:Q3,3587621,576640,1659157,148703,21858,100054,1100250,-19041,3800832,2443878,1057629,0,298634,691,-213211,394407,-99666,280862,372436,559014,19844,-206422,86511,7015,-28750,4176,10007,48470,4011,64162,-2943,-8544,-8215,20450,8086,12364,-3399,1201,34692,8405,-15756,292934,-9969,10925,-20895,532,69248,233123,-91574
2023:Q4,3666174,592646,1677625,165679,22826,100584,1124696,-17882,3805229,2462574,1045242,0,296716,697,-139055,397101,-97685,355731,359227,589251,20020,-250044,18288,63373,-6020,2264,10008,-2879,4013,16828,-4923,-9836,-8961,-36922,8283,-45205,-3399,1201,-17004,6061,1604,268332,-36757,-10262,-26495,1544,70452,233093,-3496
2024:Q1,3680057,564840,1683787,164925,24275,100158,1160059,-17987,3888726,2501135,1100246,0,286642,703,-208669,400833,-99090,291254,327380,599095,20200,-291915,111741,15549,38867,3336,10010,26512,4015,19792,-2376,7591,-2510,13633,8531,5102,-3398,1202,-14712,1733,19010,403656,97805,5749,92056,1236,71544,233071,-36126
