1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,48095,55678,1640,404,15924,-26820,1944,-280,304,208,1844,228,-10184,4,-9676,4716,12161,-48520,22940,1788,-76,-1736,-65892,-916,16,0,0,1264,-3552,0,-356,0,0,76,6916,580,-8172,-1400,0,96615
1978:Q1,123078,71170,6124,-620,-19860,46968,1752,-8,768,88,1424,-1020,7932,-40,4940,-40,3500,200883,104117,1548,-12,-718,61520,2060,1116,252,0,816,19480,0,760,0,0,1864,-3104,116,9676,1392,0,-77805
1978:Q2,90831,19939,2388,-2656,12936,30476,3700,-8,552,232,1404,1712,-8984,-348,11984,-5124,22628,-9413,-35627,1336,196,314,17056,1108,1592,2680,0,880,-5932,0,-248,0,0,2068,5920,160,-376,-540,0,100244
1978:Q3,117441,76010,708,32,-9888,23712,5460,-64,-312,232,1540,2364,18188,-128,2020,-1912,-521,87603,35205,1316,300,-154,36328,2224,848,1660,0,908,11192,0,-24,0,0,1488,-4736,172,2236,-1360,0,29838
1978:Q4,228728,110278,3740,2140,20996,46812,-884,-68,-204,332,1904,1984,7128,264,1636,-2388,35058,14288,45852,1488,92,-420,-64248,-852,660,2588,0,1112,15872,0,3772,0,0,-3636,11352,144,344,168,0,214440
1979:Q1,176333,119828,7956,-1188,-19184,43520,5020,-28,1072,604,2044,-120,7580,-112,-9648,-132,19121,136759,67341,1672,240,2650,55760,80,1560,552,0,1300,10228,0,-2916,0,0,992,-3148,72,-68,444,0,39574
1979:Q2,105023,40907,1640,8444,11384,38560,-7832,-28,632,604,2368,1572,17048,-388,-2988,-12484,5584,68434,14366,1876,152,-1788,26540,-192,1448,2008,0,1480,7740,0,516,0,0,996,11116,64,2904,-792,0,36589
1979:Q3,164752,128220,3224,-4312,-10064,60,368,-32,-712,600,2368,-1784,23172,456,8464,-1036,15760,66618,95544,1824,172,3978,-41176,420,1020,1852,0,1512,192,0,632,0,0,1056,-1244,64,1172,-400,0,98134
1979:Q4,108810,132530,14928,-8184,21824,-49428,-1824,-32,-412,792,1700,4676,-20152,-492,7640,6656,-1412,-43736,16334,1516,-336,-186,-77576,-80,1132,2776,0,1408,8084,0,-12,0,0,-1388,3824,52,3204,-2488,0,152546
1980:Q1,215647,156401,6244,3816,-6748,31520,4192,1172,7800,604,1132,280,16768,412,-7976,-11004,11034,87982,30194,-1604,84,-6600,73544,-52,1576,4276,0,1324,7444,72,-308,0,0,-132,-14572,68,-2796,-4536,0,127665
1980:Q2,95520,84398,9812,-5408,6108,-13676,-700,2660,1284,308,84,2704,10072,216,792,3912,-7046,41708,5224,-7536,-220,3150,-9980,1600,1556,4316,0,1252,5452,68,3452,2,0,4692,23928,72,3716,964,0,53812
1980:Q3,186898,198047,5052,436,-4608,1696,336,2772,-5456,276,348,3952,-7936,260,712,2248,-11237,169139,166136,-1964,-104,-1072,-6084,1824,1708,2108,0,1272,8740,72,-1340,-1,0,2760,-7836,76,2952,-108,0,17759
1980:Q4,49408,25630,6004,-6396,1316,-9124,1172,1964,2980,2168,1484,1304,-7064,-108,-16,-3148,31242,-43431,-53310,15096,-24,3988,-13068,3060,2200,3056,0,1380,-5132,68,-1028,-1,0,-2320,-1496,72,1712,2316,0,92839
1981:Q1,456241,405786,-5524,12276,-2868,11200,1772,1364,28,248,3140,1664,50068,-108,-15176,15528,-23157,483866,376264,14060,396,1182,58452,1800,3208,-3156,0,1252,-5588,72,-8960,-4,0,4768,11456,32,-2664,31296,0,-27625
1981:Q2,-48585,-45539,-5460,-26520,5376,25216,-1796,1012,-1028,292,4812,-384,12256,40,-11820,884,-5926,40220,-1521,13560,196,1648,17680,1328,3880,-1780,0,824,4020,68,7880,1,0,-2912,2756,40,1692,-9140,0,-88806
1981:Q3,153647,119676,2300,15360,2092,-10868,3412,656,1584,504,5236,1208,15868,-56,-21752,11748,6679,78033,65845,11060,248,-3944,-10488,5744,3188,4456,0,1416,6724,72,-336,4,0,3116,-8920,28,-2772,2592,0,75614
1981:Q4,-62496,37111,3456,3080,-2064,-60475,2912,324,80,-384,3996,3288,-7400,-8,2416,-8612,-40216,-15758,29216,9560,-508,1204,-57065,2148,1136,-2912,0,3016,-11032,72,2712,-1,0,-2408,2008,24,6900,172,0,-46738
1982:Q1,258785,156804,28452,13672,-8652,35400,2756,-396,-700,920,3728,-436,25528,160,-22252,4912,18889,258337,178501,-12528,-68,-1120,105181,6364,-1680,-7028,240,4652,-20140,120,-2752,-1,0,-1052,10108,-56,-1692,1288,0,448
1982:Q2,127301,-24870,27640,6964,1816,69755,6836,-1476,412,13192,16132,3124,14904,112,-25760,-4764,23284,77786,9363,-12028,-64,-1050,41702,1100,-4728,1832,15940,9220,2760,124,4184,-0,0,4480,6964,-92,-84,-1836,0,49515
1982:Q3,86567,69394,27956,628,4428,-9630,-3508,-1080,-112,-108,2816,-13444,-12820,140,34048,17760,-29901,153507,102514,-9528,292,3606,43071,1228,-4688,2732,256,7024,25572,124,2672,0,0,-8532,-16936,-64,3828,336,0,-66940
1982:Q4,-127014,2875,30256,-20664,2232,-107855,-2732,800,-2368,1460,3228,19480,-26720,120,-26192,-11116,10182,-130767,-79267,-8028,-196,-1004,-76673,8728,-1560,1260,-2628,6600,208,124,-3252,1,0,8788,9328,-88,4748,2144,0,3753
1983:Q1,308137,123995,11064,7012,-9292,86240,468,1376,1476,-56,4736,4112,17216,60,20860,-4208,43077,264002,131201,3860,-204,48,120317,-15036,64,-8184,4,4508,17664,140,2220,-5531,0,896,11332,52,7824,-7172,0,44135
1983:Q2,113718,30860,13668,-2780,5760,57273,-2944,3828,1740,-16,5128,2848,5084,64,7232,-3004,-11023,33656,30368,4360,1136,-2022,-12714,-3040,3364,-6672,388,8148,35280,208,-26356,-4212,0,5112,-1976,44,-2760,5000,0,80062
1983:Q3,86978,19544,12040,2068,12084,29917,3708,3656,-500,844,5312,3052,-4128,20,-10460,9896,-75,82898,21547,6860,404,1340,23719,4696,3220,8308,200,10920,-932,284,7780,4784,0,1044,-15708,0,-284,4716,0,4080
1983:Q4,45979,8642,13716,1752,-9280,-25144,496,1272,-1468,1324,5300,-240,3648,68,12736,2272,30885,-149957,-116163,8364,-944,2592,-86410,-952,68,7848,-6244,4956,7500,348,13356,6068,0,-2732,8484,56,4600,-752,0,195936
1984:Q1,271674,184452,12628,29636,-5744,10699,1820,940,1072,164,9148,1796,10904,-352,-20600,26424,8686,172621,99156,-7400,596,918,94342,4512,-960,-10028,-112,1000,-13928,-140,240,-12175,0,2348,8872,-2916,1272,7024,0,99052
1984:Q2,211011,92849,1672,4768,1708,55730,-1788,-1292,2912,-204,11740,4748,4528,-328,-9064,-26408,69440,181054,204617,-7896,3508,1968,-1720,1876,-3788,-2704,32,7732,-8320,-140,-13088,-3735,0,5884,1408,-2864,2980,-4696,0,29957
1984:Q3,283780,127085,13324,3996,16292,105843,7584,-1636,-1504,-516,11868,-2392,-6132,-324,29872,7844,-27424,387151,252130,-10400,3384,10086,88421,9100,-4284,4056,68,5532,21428,-68,4048,5266,0,5008,-10880,-2848,4000,3104,0,-103371
1984:Q4,-187622,-135912,10692,-18896,-10716,-4877,-1060,320,956,-1608,7844,5208,-9088,-388,3080,-10852,-22325,-100446,-47355,-11896,-1872,-996,-76203,-3720,-2020,6924,-232,16324,8488,-212,8328,11408,0,-648,-6264,-2028,1356,172,0,-87176
1985:Q1,366961,213521,23912,24344,-9104,-28484,4820,536,1640,-216,11052,9296,11680,-252,-1116,400,104932,318430,216940,-2528,-1684,-8,90067,-700,-1792,-6864,-408,1981,23228,68,11164,-19142,0,-2772,8932,-152,2332,-232,0,48531
1985:Q2,160275,80668,17104,7000,1824,92090,-5468,2236,-372,-292,11412,-4300,-7556,-284,-4752,2116,-31151,40098,-2502,-2024,1660,-708,11001,-6880,-320,-1584,108,7898,24968,72,296,-3039,0,2688,7336,-284,2128,-716,0,120177
1985:Q3,437379,142337,57480,-176,11404,25034,17548,2144,-4608,852,4832,35836,-72,-280,39524,3808,101716,188610,155699,472,4620,4290,21386,6984,-44,9768,212,3749,-13884,144,-2496,5938,0,-5492,-3072,-280,1884,-1268,0,248769
1985:Q4,131191,146619,18100,-28836,-4124,35580,-26512,272,3640,1228,10708,-26640,-8600,112,-6660,-5084,21389,155805,108411,1976,19368,412,-53441,-15608,-928,4272,-9332,8072,72292,200,-2016,20263,0,-6848,-4308,-3612,14864,1768,0,-24614
1986:Q1,-62873,-94007,13412,24712,-11488,-80095,5184,-1564,-64,-364,15724,-5020,-9552,-84,30184,57868,-7719,40546,38236,2936,1028,946,-21021,8240,-1728,-10244,-20,-1397,-8408,396,5750,-22637,0,-888,9900,-4648,18204,25900,0,-103419
1986:Q2,-66408,-88342,3688,2576,-2488,59889,-4312,-3256,580,32,-4968,9320,-28052,420,18480,-11156,-18820,8027,-42463,3440,4920,152,14500,-2656,-2444,4084,-32,13011,2644,364,17508,1611,0,-13360,1644,-5008,-1060,11172,0,-74436
1986:Q3,228277,100501,5808,-856,9004,34543,7412,-3560,-312,136,-7128,3164,31760,-420,-3312,584,50953,277602,225154,5936,3256,4098,39017,9940,-2412,9872,-52,12344,11396,-36,-7430,7692,0,4732,9416,-4612,-50688,-20,0,-49324
1986:Q4,-130144,-106608,11020,-13772,492,15604,-2760,-2512,1656,4508,1240,8904,-22308,-2768,-10516,972,-13296,145424,6651,7440,-2432,1552,14505,-2224,-1668,8980,-11956,8474,60852,124,-10184,24730,0,17128,-11988,-2908,42228,-3880,0,-275568
1987:Q1,231932,148583,-17852,-3208,-4472,43090,6924,-1660,864,-544,25412,13632,13108,-652,-27476,1820,34363,287899,102392,5644,-547,-852,122702,5128,-1160,-7736,-692,12229,43368,272,13146,-27191,0,4320,17240,-6836,1956,4516,0,-55967
1987:Q2,-2643,7324,-2176,3028,548,-29575,-2348,-1280,852,1592,916,5296,-15688,-968,10092,644,19100,163589,100025,6148,1641,2754,-23068,-2132,-812,1728,-244,13026,2928,-20,15346,-3027,0,7556,-11520,-6768,-2008,62036,0,-166232
1987:Q3,-135036,-110161,-8612,-936,752,-18585,8328,-888,712,204,21780,-1776,36144,-732,-28032,40,-33274,172715,16664,8644,3531,5246,18437,10896,-408,8928,-20,16289,70712,-584,-14914,11241,0,-284,14544,-7656,6088,5360,0,-307751
1987:Q4,199577,96177,2872,-36368,6468,-25127,496,-480,2684,12244,-10560,-5712,138876,-1232,-3104,1200,21143,89858,237006,10148,10892,1526,-65413,-1340,120,-4848,784,7236,-93936,-192,-11554,24689,0,15896,4224,-5116,-37172,-3092,0,109719
1988:Q1,209643,83845,17380,41268,-1820,-8717,11416,112,-44,1108,8100,-588,109412,92,-79128,336,26872,228495,143107,16644,-5560,-1410,13413,13680,824,-4796,0,20821,8724,-176,30248,-33849,0,-1948,22744,-1776,7788,16,0,-18851
1988:Q2,149158,-7459,17380,22088,10968,78456,-880,804,-708,508,4744,1784,-30784,-152,-1660,2984,51086,268679,124935,16144,2837,-1472,89665,-1536,1636,-1052,0,7009,27192,-176,5297,5779,0,4616,-5892,-3100,-2076,-1128,0,-119521
1988:Q3,95768,-5701,17384,-2772,-392,-14461,5748,1000,3532,404,3420,10252,22856,508,-12656,-12,66658,243600,191196,13644,-1593,-1242,-15643,4164,1812,12740,0,-1056,46120,116,-14712,2406,0,8436,2184,-3444,-696,-832,0,-147832
1988:Q4,573197,463866,17380,-22016,-4424,71344,1584,696,264,2184,608,-9580,11700,648,9888,872,28184,705592,625297,12144,2380,5782,17292,2792,1176,-4956,-11420,5626,28348,6420,-15498,24484,0,18976,-8068,-3832,-1540,188,0,-132395
1989:Q1,485577,370602,20872,-6948,7201,-1477,8576,1132,-3588,-376,9624,656,13809,-1016,-16168,672,82006,426784,406386,6408,-1396,-7360,44578,11112,856,-7577,0,8130,3264,2464,21624,-35346,0,-10320,-21995,-1576,5504,2028,0,58793
1989:Q2,4920,-38170,20872,43992,-7182,15618,1332,364,50,964,8600,-9224,-16795,464,-6712,1424,-10677,70163,-15803,5908,2305,16744,13239,-2104,1132,-2757,0,15172,-29772,4744,28892,12816,0,20808,-5549,2864,424,1100,0,-65244
1989:Q3,179727,136315,20872,11892,3428,24486,15404,404,211,2596,9684,12044,-1914,12,-79228,-1096,24617,79084,17073,3412,3711,9544,37439,14976,972,10402,0,9792,-44180,5124,-20172,10692,0,22444,-4037,-1160,4268,-1216,0,100643
1989:Q4,-12993,56944,20876,15704,-6311,-29447,-6936,608,2835,3272,10512,-3516,-5216,456,21184,1604,-95562,-303540,-210973,1908,848,10610,-100398,-7884,596,6837,-18648,-22323,13796,4276,-20443,24706,0,7240,-2499,-296,3352,5756,0,290547
1990:Q1,103343,-94897,-3284,-664,18663,100233,-56,964,907,1028,-6464,-940,-24710,1280,84600,920,25763,213646,161353,-1224,1440,-5048,139834,1984,-2812,-11678,0,-16565,-31612,1360,21532,-35372,0,-13196,6839,-716,-2813,340,0,-110302
1990:Q2,-65413,-113660,-3284,15184,-12938,-28588,444,1408,1447,700,-2716,7888,40618,-260,31516,616,-3788,-55609,-146235,-720,4601,1496,-2458,-4436,3408,8821,0,1336,-36292,4880,40207,14488,0,11900,7837,1852,33418,288,0,-9804
1990:Q3,18346,173085,-3284,-31648,4311,-91515,13708,1220,-1791,1144,-10340,-20348,28015,672,53240,12340,-110463,206152,222655,1780,-5732,6620,24578,14108,32,9581,0,-7439,-3076,-816,-55662,8999,0,-3856,-16453,580,50934,-40680,0,-187806
1990:Q4,-141171,114747,-3280,-51228,-14173,-48640,-2860,24,1361,6816,-11116,22664,-899,-1096,-87944,-3756,-61792,-160416,-15572,3276,5724,-7862,-81474,-1200,-124,2193,25660,3007,-63844,824,24883,17118,0,15880,-5783,4144,-85883,-1384,0,19245
1991:Q1,416286,222883,-608,53080,2484,-1555,15752,-260,2204,8276,25652,3436,29628,-20,65826,-3536,-6956,184277,137614,5920,3220,-13146,5961,19468,-368,-6874,0,54223,-11484,-15684,-41458,-38138,0,-13048,19143,952,80003,-2028,0,232009
1991:Q2,-92104,13126,1392,-27720,-17469,6554,-9816,-1028,743,-292,23088,7880,12594,308,-2446,480,-99499,96464,-8230,6424,1076,-4488,-19974,-13680,-652,17422,0,-8426,31104,3412,55552,14326,0,-2732,14236,-356,8990,2460,0,-188568
1991:Q3,84512,237275,9392,-57708,15239,-99978,9160,-1268,1407,2720,712,14948,26864,220,61682,-84,-136069,28067,9842,-1080,-5727,-2632,-38644,17468,-700,17941,0,24976,-6740,1076,-45536,10832,0,8868,3994,2284,33661,-1816,0,56445
1991:Q4,51645,72233,4392,89516,-2030,-4863,3112,-940,-894,14156,-7032,1516,-9978,644,-106183,248,-2252,-446504,-351418,5424,15923,10956,-5309,-3272,-372,-8845,-8432,-6658,-21104,-1644,-482,14280,0,31980,7067,2620,-128706,1488,0,498148
1992:Q1,1102769,865310,13836,3108,-8094,73349,-4024,1956,979,736,11332,33652,-621,-2268,111942,-1008,2585,614457,573615,4008,-15156,-10172,-26410,2304,-80,1033,0,-5840,-48892,468,-18836,159023,0,-60060,-13850,-2048,75905,-556,0,488312
1992:Q2,-5783,-64740,13836,-11428,-6464,52303,3612,756,882,288,860,-14472,-2785,-808,-37410,-1640,61428,-139512,-206649,4512,6188,-2786,30180,1544,-1132,4745,0,3124,13980,12,34224,20421,0,13056,-20385,-372,-45685,5512,0,133728
1992:Q3,-69931,-17699,8836,3880,9301,-77048,19444,444,671,208,1388,13964,36956,-1764,66764,11620,-146895,181418,-23288,9008,-11960,11838,3063,23248,-956,14036,0,3278,-6272,-2816,-12261,45190,0,9956,7742,1872,110529,-788,0,-251349
1992:Q4,5990,83360,18840,3948,2330,18476,-15416,1156,-1604,1800,2448,21048,6970,-1628,-78836,692,-57593,-342449,-96779,6508,7804,-7660,-17749,-14320,-540,-3754,7392,-12402,-11200,2028,7109,-45366,0,-12176,-1492,-3268,-146549,-36,0,348440
1993:Q1,206448,217085,5056,12360,-13675,32872,3660,1140,1964,288,10468,-43112,9134,-1848,94893,2576,-126413,202813,185386,11232,-29468,3382,-22534,6720,-572,-9618,0,4502,-356,372,-2744,-31289,0,-24928,11829,644,97446,2808,0,3635
1993:Q2,194034,24291,5056,-17384,5489,105423,1344,1368,730,-892,9160,38740,36521,-632,-26700,1592,9928,14962,27732,11728,-12016,7430,31810,6772,-180,3307,0,16968,-18500,352,28105,-58515,0,6036,10659,-108,-50251,3632,0,179071
1993:Q3,-41463,-33041,5060,-4700,5610,-93807,3792,1472,-300,-248,6104,-4496,27691,-1180,79591,2436,-35447,288186,71870,14232,6932,-428,9871,3572,-408,17693,0,-26782,-24288,-1692,5050,77579,0,29260,24322,4224,79451,-2272,0,-329649
1993:Q4,-8381,87226,5056,12492,5192,68513,-13596,1572,787,912,10284,10728,2289,-724,-113073,-6100,-79939,17041,207040,15732,8020,176,4627,-20084,-600,-2211,-34640,-10608,-5724,-772,19833,-58899,0,12184,-11207,-4036,-102330,540,0,-25423
1994:Q1,308061,-102397,4800,3044,-8687,362245,18896,-120,1077,2028,3772,-43440,26069,-2968,116898,-608,-72547,535852,52477,19976,8036,-50,273847,23108,964,-18795,0,45086,-12028,-1148,27688,63421,0,-45668,-14634,972,111683,916,0,-227791
1994:Q2,59002,-62483,19804,-9872,10676,213462,24272,796,1194,1164,-228,-16816,13239,-2464,-38281,-508,-94952,148433,40654,15476,8064,4404,92598,29848,504,4960,0,-37868,15096,1008,6162,56860,0,1832,-15569,528,-73500,-2624,0,-89431
1994:Q3,-214263,-90026,19804,-4424,-4223,-187203,9776,1228,1995,1604,916,244,45142,-3152,54326,-892,-59378,156737,104305,17976,14768,1986,-22157,4204,-24,-5284,0,27547,8376,2228,-34908,-29249,0,400,2603,3188,59494,1284,0,-371001
1994:Q4,68858,84258,19804,26712,5038,-20644,5524,5436,2902,1760,4976,-15988,26394,332,-119207,4584,36975,292380,311679,14476,53516,4086,-26379,-4548,-1924,6982,116,-7634,-11796,-176,13298,34480,0,22456,-37284,4816,-85873,2088,0,-223522
1995:Q1,160586,-28884,13604,-24020,-11764,96235,5120,-584,-4911,1312,28136,-11940,45512,-348,85188,-168,-31902,136498,195247,32676,-11824,334,-74133,-9052,-1624,-25882,0,24981,6012,-1440,-36011,-36001,0,-45664,16302,760,101468,348,0,24089
1995:Q2,68676,8639,13604,5384,16316,-121858,39372,4160,-1625,4532,19820,8784,26206,-588,-29629,-696,76255,159664,-28163,33176,166040,-5648,-5341,-13732,1456,6840,0,-23286,6008,1416,28128,34052,0,19692,-4116,2100,-59822,864,0,-90989
1995:Q3,206309,154443,13604,22340,-11374,-67580,-15172,-108,111,1320,6288,11176,39170,-352,14547,2876,35020,427336,256205,35672,57332,-12272,-7452,7964,528,13823,0,10954,6008,1012,-7271,-54123,0,46868,27131,-652,47086,-1476,0,-221027
1995:Q4,320399,296683,13604,14304,11410,79625,-6616,8212,501,23456,5552,-4968,-7912,-180,-67850,2248,-47670,128200,157780,37176,9708,4800,-90551,-22300,6008,4935,-27868,33547,6012,-132,58354,46232,0,-24328,-17992,-1932,-57020,5772,0,192198
1996:Q1,235337,195360,29432,-14532,-12636,-33474,-29340,-548,1487,2552,1036,10108,-7675,-184,89331,-196,4615,422012,435032,33240,-99452,-6026,-152,-20672,-772,-19545,0,-23940,17404,1420,11013,-40640,0,-36204,-14234,-5112,191091,-440,0,-186675
1996:Q2,173726,-33154,29432,11796,13716,159629,-12140,-1144,398,2464,-1108,-13004,3997,-252,28100,1252,-16255,46102,66830,33736,-88796,-500,203471,-14008,464,2472,0,8058,17412,1128,-33603,-60363,0,1644,3284,-2664,-94516,2052,0,127624
1996:Q3,361481,261236,29432,-29636,-3247,38531,-1808,3328,273,1912,6192,-3704,27412,-308,28696,2664,509,423153,141891,36244,99712,13176,52645,-1132,1708,11858,0,-10303,17412,-680,-13426,-25405,0,2964,70255,-3504,30831,-1092,0,-61672
1996:Q4,-83283,112520,29432,19260,-53,-69450,34960,608,159,-1864,16996,7988,8622,-4740,-117019,9556,-130258,-50086,-96833,37736,95164,3022,-116865,-1028,1696,7983,-2520,46062,27012,1004,63732,32120,0,59292,15994,-2488,-227401,6232,0,-33197
1997:Q1,409146,19139,60996,-18048,-17205,109301,40716,8832,-21258,-308,-50704,36128,26571,-2860,136783,-3900,84963,318490,-6428,48916,104220,-1122,104463,6244,588,-62738,228,26046,2940,-2332,9264,-1433,0,-82052,-4978,-3516,179892,288,0,90656
1997:Q2,-228627,-188504,55996,22440,18492,85669,-6812,4328,125,2628,-10164,-17320,-32986,-6244,-2612,1608,-155271,-220620,-359948,54416,52748,8666,45011,-7708,1464,19116,264,-4628,12192,948,-54755,45406,0,30540,35212,-9356,-93857,3648,0,-8007
1997:Q3,79517,-94410,55996,-40764,-12400,-12084,-6580,4064,-2853,11484,-35764,10476,98121,-10372,-24470,2744,136327,423177,70317,56916,110132,-3636,20996,-5464,-52,14395,288,31972,6360,632,26064,5791,0,12152,14951,-8392,71634,-1880,0,-343660
1997:Q4,-58564,-204185,51000,37408,16216,88600,22892,1540,-887,10024,53456,-688,-20994,-14332,-78557,4368,-24426,28301,-248681,63420,26680,1114,1734,11644,5364,20554,-45504,24441,18460,988,88080,96228,0,69736,29971,-23348,-119861,7280,0,-86866
1998:Q1,310981,93704,102120,-23716,-24444,-194783,-7980,2964,7896,-704,62944,37648,-144023,-17664,377033,504,39481,3359,-217771,111556,151044,-858,-237675,-7940,236,-22983,-188,57167,7428,748,62301,-48666,0,-59700,-111246,-11764,326575,5096,0,307622
1998:Q2,225299,167305,87120,14476,3809,102456,21992,3224,-460,-1728,4904,-8912,14358,8088,-142523,-572,-48238,325013,274256,129356,-39272,5460,95812,17828,1328,-2662,-148,8145,7448,604,-129371,16846,0,23348,42351,4180,-136712,6216,0,-99715
1998:Q3,56419,21216,82120,-19864,2527,20012,-17508,1840,-6027,-1864,30860,1496,33401,16776,-42545,2820,-68842,996258,383783,131856,44544,7092,-1365,17820,2264,13840,-132,37882,6492,-452,23456,178308,0,2736,10996,24480,107099,5560,0,-939839
1998:Q4,997929,1084753,97120,692,18399,-6624,-8656,17104,779,-2900,-22036,10120,79707,37724,-154917,8952,-162288,695150,896203,114656,-141740,7844,-26920,-2752,8536,39978,-40340,-28970,-316,36,62754,-48508,0,33228,-13293,39500,-214102,9356,0,302779
1999:Q1,795732,385042,63668,-9200,-17656,85713,-27088,2776,5173,-388,114508,-18400,37131,-3880,-24455,-6264,209053,342768,75750,101400,7000,-13390,133320,-7716,-28,-31665,348,45040,18492,1784,-27104,-39172,0,-38240,27642,1720,93942,-6356,0,452964
1999:Q2,711941,357358,83668,5336,20297,8718,-4380,5116,-2678,13796,22856,828,43770,-2008,59160,8072,92032,166472,-60572,67404,-29728,1464,207422,-10052,1644,884,392,-1409,22032,1064,5779,-74357,0,10352,42533,-2860,-38944,23424,0,545468
1999:Q3,443151,275695,73664,-14520,-7037,3255,58152,6948,-5018,19280,69724,-14692,2495,4020,47793,844,-77451,449172,304533,81400,-9928,4814,-107660,6576,724,-5919,424,10046,20200,184,-5203,19165,0,28768,36757,3000,63179,-1888,0,-6021
1999:Q4,329062,451325,73668,6644,-931,52978,1820,-6064,5968,-26120,-98548,17332,-5971,-6316,-254437,33496,84220,-836124,-479331,75400,-20752,1746,-51413,20592,-6428,-21091,-19060,-70546,18108,2176,116372,-4828,0,18920,24996,3872,-451922,7064,0,1165186
2000:Q1,856326,326347,89240,-7640,3962,185912,11984,2776,658,-8960,27672,22020,47357,-1252,142366,-37816,51700,998293,656590,87372,-7564,-2838,7623,-16544,-1352,16401,-9196,13540,-5828,-548,-66002,-59588,0,-32832,179512,-2728,230591,11544,140,-141967
2000:Q2,903777,586667,75240,5388,45988,-150088,-11184,2256,632,-6952,33632,-6164,45200,144,103002,6496,173520,1448300,1043848,100272,-23788,-988,139342,-9932,1628,4286,-9152,54802,-400,1020,58716,111170,0,28216,28095,-536,-82603,4304,0,-544523
2000:Q3,665138,639867,90644,7864,-15413,14689,29760,6544,-3011,-10860,21436,-40704,45229,548,-41453,4108,-84110,1463308,1077263,84968,2304,4496,-56831,9068,1744,3743,-9072,54853,-2332,948,88756,60141,0,22876,22829,1524,91286,4744,0,-798171
2000:Q4,575440,460051,88640,2308,-32416,169899,11500,-8768,13,6972,-9696,15412,63280,1460,-169783,256,-23688,1749262,1444723,87272,-60912,3614,71482,2760,-10460,17122,37796,27972,-388,2988,-48583,227022,0,-34244,-8781,4916,-17885,2428,420,-1173822
2001:Q1,1111655,397746,55160,644,22270,70916,37688,-1000,-7224,-18108,4320,77832,205246,-800,-29916,-4372,301252,1348767,1545082,111868,3284,-4946,-241330,-2028,1892,30987,-2431,210446,-130420,4536,-103741,-84687,0,-1804,85610,-1464,-93819,21732,0,-237112
2001:Q2,168272,87919,55160,4080,24250,-158370,-31740,-4252,7594,-20360,32228,-92,-8226,1048,495518,5252,-321736,577263,217889,127264,8000,2808,-19494,-5692,2864,4837,-7304,3621,-18624,176,83677,-59359,0,3060,-17244,-648,256457,-5024,0,-408991
2001:Q3,-178746,-43026,55160,-21360,-20215,188960,18320,4192,-4125,-12644,75184,64780,-43707,400,-169085,2152,-273733,1324421,839111,112668,-29548,4512,197032,32416,1580,40529,-6598,5025,-13540,3268,-2253,133298,0,31288,18457,4632,-60072,12616,0,-1503167
2001:Q4,286173,29476,55160,-14668,-36696,-247623,-70896,18020,-3602,-7980,1504,11508,-21985,2036,325179,6928,239813,-191310,-465525,157264,-44672,-4068,144551,-30472,17180,-43853,19808,-28673,-14856,-844,-1971,-61984,0,-10400,55833,1960,123086,-3436,-240,477483
2002:Q1,246531,148186,18720,8660,26745,169675,-72960,2980,5955,11536,64120,-27672,126600,604,-148429,-524,-87666,239686,173766,35660,-22088,2446,104166,-816,3996,54648,-23628,-51282,4460,-4428,-71915,-25742,0,-864,38959,-1808,10856,13300,0,6845
2002:Q2,607631,168899,18720,7924,21042,177660,116856,-3968,-2662,-3280,53644,36328,-27345,220,219791,7284,-183483,637845,541667,36724,-43188,6202,19451,8864,2296,-43293,3040,31563,18296,-10236,79545,46768,0,21788,40307,4704,-136533,9880,0,-30214
2002:Q3,509704,-24719,18724,-24952,-26628,116736,42432,6224,1071,-18860,129412,70828,52418,1168,56741,4508,104602,1112659,597836,36720,-21492,-4068,167442,864,-1064,8512,-5952,16096,4348,-8348,-26219,164900,0,44600,25964,6020,96732,9768,0,-602955
2002:Q4,-24213,123750,18720,6640,-21259,325013,-6528,-8076,3339,35904,-163968,62124,-44087,-1320,-282703,23292,-95055,-329162,-163342,36724,-22604,932,235990,8008,-29380,573,5552,-6268,-15332,23940,-17635,-36330,0,22304,35190,876,-419488,10976,152,304949
2003:Q1,650772,232241,23388,-9660,15956,-180770,-13528,6172,8676,37688,199084,-40024,100536,2884,95959,-7712,179882,257444,133173,12208,-14628,312,-131797,-3292,5840,-13075,36768,82028,15700,2324,-54158,-41795,0,5428,86889,-220,121787,13952,0,393328
