date,FL214090005.Q,FL213020005.Q,FL213030000.Q,FL213034003.Q,FL212051003.Q,LM214022005.Q,FL213069103.Q,LM213061103.Q,LM213061703.Q,LM213062003.Q,LM213063003.Q,FL214023005.Q,FL213065005.Q,FL213069200.Q,LM213064103.Q,LM213064203.Q,FL213070003.Q,FL213078005.Q,FL213093003.Q,FL214190005.Q,FL213162005.Q,FL213162400.Q,FL213162200.Q,FL213169203.Q,FL213170003.Q,FL223073045.Q
1945:Q4,13379,3784,529,0,0,7524,0,5531,234,1759,0,0,0,0,0,0,1042,500,0,23648,12130,312,11818,505,632,10381
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,13824,4659,708,0,0,6767,0,5179,134,1454,0,25,25,0,0,0,1165,500,0,25739,12199,313,11886,484,778,12278
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,15635,5400,867,0,0,7442,0,5890,137,1415,0,50,50,0,0,0,1376,500,0,29528,13810,512,13298,503,646,14569
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,17149,5899,1138,0,0,8046,0,6277,334,1435,0,104,104,0,0,0,1462,500,0,33226,15144,677,14467,573,789,16720
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,17972,6145,1290,0,0,8425,0,6343,334,1748,0,185,185,0,0,0,1427,500,0,36434,16130,881,15249,488,950,18866
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,19747,6614,1391,0,0,9118,0,6852,234,2032,0,237,237,0,0,0,1887,500,0,43300,20655,1274,19381,555,1064,21026
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,21329,7028,1543,0,0,9827,0,7332,434,2061,0,306,306,0,0,0,2125,500,0,47327,22770,1586,21184,816,1150,22591
1952:Q1,22107,7343,1637,0,80,10127,0,7680,354,2093,0,334,334,0,0,0,2057,498,31,49888,25016,1787,23229,771,1271,22830
1952:Q2,22879,7322,1631,0,167,10804,0,8140,559,2105,0,359,359,0,0,0,1964,504,128,53190,27480,1700,25780,844,1397,23469
1952:Q3,23350,6871,1624,0,679,10955,0,8218,624,2113,0,385,385,0,0,0,2092,500,244,55138,28695,1863,26832,980,1517,23946
1952:Q4,23954,7351,1628,0,247,11249,0,8538,600,2111,0,409,409,0,0,0,2199,510,361,56994,29657,1779,27878,1138,1640,24559
1953:Q1,24131,7390,1658,0,256,11478,0,8826,538,2114,0,430,430,0,0,0,2169,505,245,58952,31221,1906,29315,913,1768,25050
1953:Q2,24336,7695,1742,0,0,11627,0,8988,495,2144,0,451,451,0,0,0,2181,504,136,60551,32379,1778,30601,839,1893,25440
1953:Q3,24916,7121,1696,0,815,11810,0,9114,493,2203,0,471,471,0,0,0,2234,496,273,62502,33795,1992,31803,842,2024,25841
1953:Q4,25598,7766,1957,0,175,12151,0,9342,516,2293,0,492,492,0,0,0,2203,457,397,64321,35012,1948,33064,774,2158,26377
1954:Q1,25886,8106,2283,0,-216,12333,0,9402,547,2384,0,514,514,0,0,0,2155,444,267,66428,36516,2137,34379,670,2298,26944
1954:Q2,26147,8059,2335,0,0,12475,0,9466,568,2441,0,538,538,0,0,0,2161,458,121,68277,37866,2033,35833,477,2441,27493
1954:Q3,26790,7131,2438,0,1006,12706,0,9638,600,2468,0,561,561,0,0,0,2259,477,212,70564,39376,2192,37184,453,2589,28146
1954:Q4,27421,8137,2419,0,172,12915,0,9789,659,2467,0,582,582,0,0,0,2378,503,315,72630,40663,2058,38605,439,2738,28790
1955:Q1,27746,8085,2377,0,402,13166,0,9978,732,2456,0,599,599,0,0,0,2386,518,213,75071,42155,2163,39992,447,2896,29573
1955:Q2,28216,8539,2452,0,0,13467,0,10248,764,2455,0,613,613,0,0,0,2478,526,141,77103,43267,1975,41292,438,3057,30341
1955:Q3,29019,7665,2313,0,1136,13760,0,10550,747,2463,0,626,626,0,0,0,2686,520,313,79382,44668,2177,42491,441,3220,31053
1955:Q4,29841,8156,2356,0,721,14091,0,10936,676,2479,0,641,641,0,0,0,2863,544,469,81287,45697,2086,43611,451,3384,31755
1956:Q1,30012,8259,2508,0,563,14308,0,11198,615,2495,0,657,657,0,0,0,2832,494,391,83479,46932,2242,44690,458,3553,32536
1956:Q2,30417,8878,2509,0,0,14662,0,11531,628,2503,0,671,671,0,0,0,2928,478,291,85597,47853,2093,45760,460,3726,33558
1956:Q3,30994,7163,2347,0,1878,14963,0,11779,685,2499,0,690,690,0,0,0,3035,452,466,88017,49038,2285,46753,495,3900,34584
1956:Q4,31483,7628,2400,0,1292,15226,0,11988,758,2480,0,721,721,0,0,0,3127,556,533,90056,49862,2180,47682,519,4076,35599
1957:Q1,31347,7558,2584,0,1118,15297,0,12017,815,2465,0,762,762,0,0,0,3095,554,379,92221,50925,2330,48595,576,4262,36458
1957:Q2,31268,8561,2723,0,0,15309,0,12006,829,2474,0,814,814,0,0,0,3083,556,222,94130,51836,2164,49672,578,4451,37265
1957:Q3,31508,6419,2742,0,2242,15169,0,11867,788,2514,0,871,871,0,0,0,3138,551,376,96527,53192,2411,50781,644,4642,38049
1957:Q4,31835,7018,2783,0,1820,14989,0,11660,739,2590,0,923,923,0,0,0,3238,524,540,98792,54369,2355,52014,670,4839,38914
1958:Q1,31477,6644,3433,0,1758,14687,0,11326,695,2666,0,975,975,0,0,0,3108,552,320,101521,55829,2566,53263,721,5042,39929
1958:Q2,31612,7830,4114,0,0,14770,0,11395,670,2705,0,1026,1026,0,0,0,3178,569,125,104158,56972,2450,54522,758,5249,41179
1958:Q3,32050,6112,3735,0,2093,14835,0,11471,641,2723,0,1079,1079,0,0,0,3345,605,246,107081,58513,2748,55765,817,5464,42287
1958:Q4,32458,6808,3589,0,1417,14961,0,11627,597,2737,0,1135,1135,0,0,0,3499,588,461,109705,59819,2770,57049,850,5685,43351
1959:Q1,32668,7908,3589,0,204,15155,0,11848,562,2745,0,1196,1196,0,0,0,3569,558,489,111502,61397,3033,58364,875,5912,43318
1959:Q2,33194,8083,3647,0,0,15485,0,12165,573,2747,0,1263,1263,0,0,0,3686,578,452,113087,62655,2983,59672,938,6139,43355
1959:Q3,33699,7734,3177,0,998,15691,0,12375,578,2738,0,1329,1329,0,0,0,3748,561,461,115163,64594,3544,61050,981,6363,43225
1959:Q4,34609,8479,3179,0,576,16102,0,12842,546,2714,0,1390,1390,0,0,0,3875,536,472,116442,65661,3173,62488,1035,6581,43165
1960:Q1,35434,9070,3348,0,154,16424,0,13200,536,2688,0,1442,1442,0,0,0,3961,572,463,119584,67248,3323,63925,1073,6803,44460
1960:Q2,36145,9042,3748,0,0,16807,0,13511,622,2674,0,1485,1485,0,0,0,4022,572,469,122354,68353,3154,65199,1171,7033,45797
1960:Q3,36838,8692,4036,0,155,17256,0,13775,793,2688,0,1529,1529,0,0,0,4112,557,501,125717,69924,3548,66376,1250,7266,47277
1960:Q4,37237,8466,4557,0,-176,17536,0,13739,1050,2747,0,1582,1582,0,0,0,4214,535,523,128227,70971,3457,67514,1240,7501,48515
1961:Q1,37441,7873,4883,0,79,17674,0,13581,1287,2806,0,1643,1643,0,0,0,4211,519,559,131168,72420,3820,68600,1290,7749,49709
1961:Q2,37951,7732,5266,0,0,17886,0,13946,1116,2824,0,1712,1712,0,0,0,4293,525,537,133729,73250,3483,69767,1403,7992,51084
1961:Q3,38662,7540,5242,0,556,18071,0,13790,1474,2807,0,1783,1783,0,0,0,4413,555,502,137157,75018,3875,71143,1441,8237,52461
1961:Q4,39636,8438,5465,0,-55,18285,0,14002,1520,2763,0,1849,1849,0,0,0,4521,625,508,140193,76349,3693,72656,1466,8496,53882
1962:Q1,40189,8262,6087,0,41,18222,0,13976,1534,2712,0,1914,1914,0,0,0,4529,619,515,141382,78037,3901,74136,1551,8754,53040
1962:Q2,40991,8483,6341,0,0,18516,0,14220,1617,2679,0,1979,1979,0,0,0,4587,624,461,142569,79203,3735,75468,1712,9012,52642
1962:Q3,41971,8143,6115,0,912,18931,0,14581,1708,2642,0,2042,2042,0,0,0,4766,642,420,143566,80552,3680,76872,1764,9276,51974
1962:Q4,43020,8530,6450,0,466,19597,0,15157,1867,2573,0,2100,2100,0,0,0,4844,652,381,144678,81800,3682,78118,1970,9543,51365
1963:Q1,43974,8408,7309,0,-1,20170,0,16107,1570,2493,0,2154,2154,0,0,0,4879,650,405,147298,82976,3508,79468,2031,9820,52471
1963:Q2,44698,8576,7466,0,0,20457,0,16398,1625,2434,0,2202,2202,0,0,0,4950,667,380,150234,84724,3946,80778,2052,10099,53359
1963:Q3,45631,7950,7458,0,1004,20802,0,16966,1450,2386,0,2249,2249,0,0,0,5100,691,377,152844,85899,4005,81894,2154,10389,54402
1963:Q4,46527,9466,8093,0,-745,21050,0,16314,2402,2334,0,2297,2297,0,0,0,5308,730,328,155390,87040,4128,82912,2203,10685,55462
1964:Q1,46969,9816,8361,0,-943,21067,0,16504,2282,2281,0,2353,2353,0,0,0,5241,788,286,157871,88177,4162,84015,2199,10986,56509
1964:Q2,47811,8979,8680,0,0,21265,0,16446,2576,2243,0,2413,2413,0,0,0,5350,845,279,161094,89948,4695,85253,2274,11298,57574
1964:Q3,49089,8962,8887,0,344,21766,0,16793,2748,2225,0,2471,2471,0,0,0,5554,812,293,164611,91760,5092,86668,2372,11614,58865
1964:Q4,50717,10728,9812,0,-1758,22488,0,17333,2932,2223,0,2524,2524,0,0,0,5840,774,309,167846,93160,4889,88271,2464,11933,60289
1965:Q1,51726,9817,10450,0,-848,22816,0,17597,2998,2221,0,2574,2574,0,0,0,5903,744,270,171066,94661,4689,89972,2523,12258,61624
1965:Q2,53178,9525,10573,0,0,23272,0,17987,3078,2207,0,2622,2622,0,0,0,6070,834,282,175329,96858,5309,91549,2655,12596,63220
1965:Q3,54926,9243,11049,0,539,23988,0,18760,3039,2189,0,2667,2667,0,0,0,6291,830,319,179334,98905,5712,93193,2719,12951,64759
1965:Q4,56894,10151,12186,0,-708,24791,0,19524,3100,2167,0,2713,2713,0,0,0,6603,851,307,182848,100397,5507,94890,2777,13314,66360
1966:Q1,58101,10473,12244,0,-265,25074,0,19835,3098,2141,0,2758,2758,0,0,0,6616,892,309,186523,101842,5275,96567,2823,13684,68174
1966:Q2,59433,10625,12634,0,0,25328,0,20346,2863,2119,0,2805,2805,0,0,0,6750,917,374,191367,104141,6051,98090,2910,14062,70254
1966:Q3,60086,9614,12761,0,1708,24967,0,20248,2607,2112,0,2848,2848,0,0,0,6975,836,377,195359,105524,6236,99288,3207,14447,72181
1966:Q4,60981,10691,13462,0,805,24583,0,20097,2361,2125,0,2888,2888,0,0,0,7244,856,452,198941,106633,6168,100465,3404,14849,74055
