1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q4,4528785,3446997,275296,734769,71723,4528785,3418482,1110297,240371,869926,6,4528785,109201,62174,21747,53464,2,41791,9296,2375,115207,1741963,1646148,35123,9706,50986,2816,219857,8581,15938,250443,178262,43753,28428,0,0,1570731,472283,515051,582968,427,2,241314,105491,9858
1996:Q1,4599965,3509533,276167,741871,72394,4599965,3477664,1122295,244633,877662,6,4599965,107275,60864,21349,50035,2,41594,8091,348,115777,1771129,1662470,33204,10071,65384,2571,219440,8776,16126,245489,171390,45208,28891,0,0,1600095,475787,524327,599555,425,1,251050,120257,9732
1996:Q2,4672846,3569098,279414,751269,73065,4672846,3531845,1140996,250892,890104,5,4672846,105248,59696,20789,49601,2,41547,7754,298,116313,1795098,1683992,32310,10146,68650,2567,219288,8971,16324,245397,170743,45292,29362,0,0,1643705,485316,536671,621294,423,1,260725,119661,9463
1996:Q3,4741067,3633992,281819,751512,73744,4741067,3589831,1151232,251306,899926,4,4741067,103176,58569,20600,48205,2,41576,6357,270,117404,1825384,1712571,32228,10275,70310,2539,214687,9169,16526,244274,169177,45513,29579,0,5,1679364,496966,545608,636369,421,0,268010,123847,9313
1996:Q4,4808938,3683264,287628,763624,74422,4808938,3639662,1169274,259162,910112,2,4808938,101110,57864,20386,47843,2,41597,5707,537,119198,1849220,1733661,32223,10272,73064,2431,214586,9297,16734,244083,167964,46504,29602,0,13,1711708,506246,554260,650782,420,0,277431,126724,10323
1997:Q1,4862978,3728933,287872,770742,75431,4862978,3682854,1180124,263272,916852,0,4862978,99098,64554,19688,45817,2,41485,3946,384,119976,1863246,1747688,30765,10282,74511,2509,212957,9560,16946,240344,165999,44668,29668,0,9,1740359,513368,562894,663671,426,0,288158,128558,11208
1997:Q2,4939205,3783521,291915,787318,76451,4939205,3735177,1204028,273066,930962,0,4939205,97264,71488,19416,45607,7,41401,3832,367,121090,1904922,1788784,28277,10276,77585,2392,213614,9835,17160,238410,163224,45194,29963,0,29,1762521,520968,567187,673933,433,0,297138,125282,13066
1997:Q3,5051531,3876180,294127,803742,77482,5051531,3821129,1230402,287009,943393,0,5051531,95532,78328,19037,44792,7,41333,2667,785,122120,1941436,1821950,27611,10491,81384,2384,211520,10140,17382,237933,161234,46329,30346,0,24,1791088,529908,569920,690821,439,0,316343,149090,14406
1997:Q4,5121515,3918025,299568,825408,78514,5121515,3859244,1262271,301213,961058,0,5121515,93432,85590,18743,45014,8,41195,2774,1037,123230,1960836,1840940,26097,10822,82977,2246,212604,10094,17607,239416,160221,48454,30657,37,47,1826294,536879,579385,709584,446,0,340220,128629,17560
1998:Q1,5210810,3986575,306182,838408,79645,5210810,3917026,1293784,295874,997910,0,5210810,91189,83154,20632,44664,8,40972,2772,912,124300,1993335,1873614,23957,11189,84575,2219,212180,10125,18673,240297,158767,50364,31005,100,61,1847555,533108,583144,730832,471,0,369703,133161,19623
1998:Q2,5329044,4077342,313510,857404,80788,5329044,3998231,1330813,296023,1034790,0,5329044,88880,80331,22521,44550,8,40922,2726,894,125569,2003306,1880008,23026,11616,88656,2176,213668,10170,20681,240847,158333,50869,31352,195,98,1909389,537743,609791,761359,496,0,407373,137098,22485
1998:Q3,5452132,4168997,322042,879149,81944,5452132,4077476,1374656,302916,1071740,0,5452132,86703,77618,24411,44318,7,40906,2554,851,125500,2021353,1895293,22840,12023,91197,1919,213385,10312,21499,241288,157516,51211,32009,434,118,1976247,541540,635726,798460,521,0,435064,149901,22614
1998:Q4,5609664,4276380,335436,914748,83100,5609664,4172662,1437002,328214,1108788,0,5609664,88291,74229,26299,44533,7,40852,2493,1181,132823,2074658,1948614,20396,12303,93345,1970,220243,9887,22410,246992,155779,57085,32983,977,168,2018969,537446,646459,834518,546,0,468160,160890,19310
1999:Q1,5735044,4366339,345166,939426,84113,5735044,4252719,1482325,341166,1141159,0,5735044,90110,68168,25863,44234,6,40690,2494,1044,133978,2079057,1953416,18362,12164,95115,1922,225460,10340,22793,242665,154973,53313,33128,1234,17,2113010,543281,687179,881815,735,0,492813,166579,18052
1999:Q2,5874094,4474911,351634,962413,85136,5874094,4350101,1523993,352350,1171643,0,5874094,91580,61601,25271,44264,8,40766,2504,986,134430,2118074,1987764,17147,13124,100039,1949,231303,10794,23968,242425,152897,54282,33666,1481,99,2183642,553196,718085,911436,925,0,511503,175630,17660
1999:Q3,6075245,4606935,362255,1019884,86171,6075245,4468968,1606277,398117,1208160,0,6075245,93361,54927,24679,77601,8,73704,2525,1364,134794,2199764,2064560,16871,13652,104681,2001,233013,11247,23855,242639,150984,55695,34218,1723,19,2247217,569038,738581,938484,1114,0,524695,187786,17666
1999:Q4,6216556,4701746,376148,1051456,87206,6216556,4553049,1663507,416594,1246913,0,6216556,94932,48586,24087,77589,7,73870,2499,1213,137513,2270748,2133644,15940,14052,107112,1969,237961,11700,25687,242035,149106,56676,34187,2027,39,2293531,582263,749081,960883,1304,0,538733,195304,16181
2000:Q1,6320389,4772940,382921,1077939,86589,6320389,4618087,1702302,423773,1278529,0,6320389,95184,49102,23924,76700,7,72899,2561,1233,137914,2337658,2196631,16652,14517,109858,2601,236284,11913,24300,243696,147882,57009,34142,4634,29,2323499,589192,757106,975815,1386,0,545152,200092,12370
2000:Q2,6482467,4897127,391340,1108028,85972,6482467,4733265,1749202,434336,1314866,0,6482467,95403,49369,23760,76749,7,72897,2618,1227,137143,2430504,2283247,17204,15393,114660,1905,239524,12002,24741,252740,150480,56972,34830,10439,19,2356632,590708,768641,995815,1468,0,554376,215452,12167
2000:Q3,6633004,5021227,396659,1129770,85348,6633004,4848777,1784227,438481,1345746,0,6633004,95570,49061,23597,75184,6,73010,2168,0,137286,2487720,2336519,17004,16062,118135,1737,241624,12046,21781,257009,149718,57046,35550,14673,22,2415895,602627,790891,1020828,1549,0,574100,228449,11945
2000:Q4,6773256,5125483,405432,1157617,84724,6773256,4946551,1826705,445230,1381475,0,6773256,95751,49464,23434,75609,6,73323,2280,0,136242,2503009,2350034,17128,15910,119937,1699,242776,11934,22122,264253,152505,59240,36326,16152,30,2493245,611554,822310,1057750,1631,0,604214,237899,11605
2001:Q1,6857075,5222334,410213,1138863,85665,6857075,5033719,1823356,416060,1407296,0,6857075,97306,49979,24276,75014,6,73362,1646,0,135609,2549983,2394607,17111,16524,121741,1709,241828,10245,21862,267937,154233,60110,37072,16510,12,2535824,601522,833616,1099049,1637,0,585297,248467,11739
2001:Q2,7063663,5394405,421540,1161101,86617,7063663,5197143,1866520,429169,1437351,0,7063663,98725,50216,25115,74904,6,73207,1691,0,136778,2600187,2439706,16739,17597,126145,1742,243931,10082,20503,277238,157317,61542,38686,19614,79,2637390,598019,873750,1163978,1643,0,610370,265087,11395
2001:Q3,7270739,5554045,430888,1198227,87579,7270739,5348013,1922726,452206,1470520,0,7270739,100200,50835,25956,74053,6,72119,1928,0,134562,2628579,2459160,17889,17949,133581,1786,245684,9949,20944,283950,161824,59638,39722,22625,141,2760457,603187,927490,1228131,1649,0,646216,275416,12152
2001:Q4,7456561,5678531,447040,1242449,88541,7456561,5465043,1991518,486482,1505036,0,7456561,101423,51995,26797,74526,9,72453,2064,0,135391,2683526,2510823,17867,19179,135657,1954,249562,9750,20984,297476,165957,62792,40885,27640,202,2831784,591368,948409,1290351,1656,0,700627,258189,12577
2002:Q1,7626280,5826000,453267,1256775,90238,7626280,5604917,2021363,485986,1535377,0,7626280,103221,52296,26639,74503,8,72361,2134,0,133836,2686491,2508549,18252,19382,140308,1956,250176,10346,20925,305120,171581,59624,41981,31624,310,2956420,587204,1012478,1355404,1334,0,732844,258857,12650
2002:Q2,7853966,6013893,463602,1284517,91954,7853966,5784016,2069950,502817,1567133,0,7853966,104542,52986,26482,74224,8,71970,2246,0,132192,2760708,2577235,18593,19728,145152,1979,251846,10320,20785,316662,175756,58872,42951,38246,837,3042612,583745,1053261,1404594,1012,0,768552,275051,15025
2002:Q3,8099399,6222906,470695,1312110,93688,8099399,5980876,2118523,519655,1598868,0,8099399,106366,53829,26326,73784,8,72030,1746,0,129861,2884090,2695680,19016,20676,148718,1982,252514,10386,21458,333009,179467,60934,44782,46947,879,3085197,567386,1058176,1458945,690,0,801163,301005,18429
2002:Q4,8365420,6434852,487328,1347817,95423,8365420,6180736,2184684,554097,1630587,0,8365420,108140,54196,26167,75013,8,72378,2627,0,129862,2991303,2799504,18989,20847,151963,2066,256818,10337,21863,357278,185797,63886,46257,60372,966,3158603,537887,1082062,1538287,367,0,819816,330480,23478
2003:Q1,8566737,6605708,497980,1370643,92406,8566737,6356413,2210324,563656,1646668,0,8566737,109149,54481,26196,72591,5,69989,2597,0,129794,3069507,2873823,19000,21876,154808,2072,257995,10267,20230,382396,195633,64341,46974,74437,1011,3230475,515815,1076848,1637474,338,0,851744,327715,22125
2003:Q2,8856258,6847633,515571,1403699,89355,8856258,6616047,2240211,577527,1662684,0,8856258,110770,55021,26226,72717,6,69931,2780,0,131089,3185681,2983768,19543,22697,159673,2015,261369,10097,22796,416408,211146,65700,48490,90067,1005,3292961,487753,1054973,1749896,339,0,880755,359118,29235
2003:Q3,9137408,7077085,534339,1439713,86271,9137408,6861894,2275514,596808,1678706,0,9137408,110963,55855,26256,72315,7,69474,2834,0,134202,3282959,3067162,24189,23900,167708,2008,264449,10132,24904,451559,232415,61570,48852,107742,980,3375161,472899,1099705,1801528,1029,0,923464,367209,35972
2003:Q4,9372193,7260855,560795,1467356,83187,9372193,7070447,2301746,607023,1694723,0,9372193,111963,56897,26284,72562,52,69545,2965,0,140885,3299289,3083918,17502,24958,172911,2179,268544,10249,17662,621521,397633,60270,49307,113321,990,3343251,473738,1162068,1706442,1003,0,987053,370157,43697
2004:Q1,9637405,7466661,571978,1512480,86286,9637405,7246450,2390955,647913,1743042,0,9637405,114077,60461,27422,74554,50,71271,3233,0,145820,3432204,3212306,17782,25919,176197,2239,269669,10182,14643,625062,398264,60724,50007,115087,980,3346388,464307,1163171,1717944,966,0,1081393,382525,50766
2004:Q2,9985417,7758075,587039,1550917,89386,9985417,7518181,2467236,666800,1800436,0,9985417,116296,64275,28561,73052,48,69681,3323,0,142402,3587748,3358654,15063,27703,186328,2315,271543,10137,17755,626560,398896,59817,51070,115833,944,3366532,458524,1177594,1729447,967,0,1189893,426711,61637
2004:Q3,10318708,8025045,602479,1598665,92519,10318708,7764537,2554171,696285,1857886,0,10318708,118286,68136,29698,73252,45,69936,3271,0,154972,3719225,3480427,15606,29555,193637,2430,275350,10204,14779,627631,399526,60808,51849,114548,900,3380765,452554,1186298,1740949,964,0,1325380,443319,75281
2004:Q4,10654266,8292590,610466,1655557,95653,10654266,8019475,2634791,719459,1915332,0,10654266,120963,72307,30836,74176,45,70625,3506,0,144295,3851657,3604702,16866,31443,198646,2511,281053,10030,14238,629026,400157,61320,52793,113869,887,3384018,441236,1189393,1752451,938,0,1450506,475953,112697
2005:Q1,10947900,8537513,620258,1692228,97901,10947900,8251301,2696599,736995,1959604,0,10947900,123765,72457,32172,74441,44,70689,3708,0,145198,3962311,3707508,17811,33622,203370,2560,282357,9943,11888,621773,391788,62150,53341,113629,865,3407181,431193,1202425,1772681,882,0,1599467,481756,120631
2005:Q2,11344661,8849066,639259,1756163,100173,11344661,8543958,2800703,796783,2003920,0,11344661,126021,73660,33509,74595,42,70995,3558,0,154240,4116888,3852410,18466,34257,211755,2627,285632,9922,11653,611723,383419,61396,54769,111301,838,3442350,420915,1227650,1792910,875,0,1778908,491055,131878
2005:Q3,11739775,9167151,655929,1814224,102471,11739775,8844226,2895549,847184,2048365,0,11739775,127233,74008,34846,75558,39,72043,3476,0,169755,4257820,3980319,21624,36186,219691,2759,287989,9894,9579,599805,375050,61618,55489,106816,832,3484951,411338,1259638,1813140,835,0,1958194,505792,141592
2005:Q4,12119771,9448965,675357,1890681,104768,12119771,9108596,3011175,918307,2092868,0,12119771,127030,74759,36182,76565,36,72937,3592,0,171450,4336880,4054859,20848,35081,226092,2837,292592,9813,11322,588803,366680,61428,54640,105251,804,3548483,405246,1309024,1833369,844,0,2161481,541364,140210
2006:Q1,12520808,9773256,684357,1957618,105577,12520808,9412169,3108639,945005,2163634,0,12520808,124170,72490,35797,77008,34,73574,3400,0,164101,4460938,4172582,21519,35727,231110,2850,295820,15345,12105,593579,370772,63158,55233,103629,787,3627218,403170,1353425,1869325,1298,0,2328622,560591,150174
2006:Q2,12923642,10103985,693266,2019996,106395,12923642,9723708,3199934,965465,2234469,0,12923642,119128,70555,35411,78732,32,75097,3603,0,171203,4603813,4300967,23165,38895,240786,2958,303389,20877,13254,598052,374863,63929,56674,101799,787,3691812,405435,1379282,1905282,1813,0,2490069,572036,152353
2006:Q3,13267208,10364214,703323,2092450,107221,13267208,9968162,3299046,993762,2305284,0,13267208,112328,68674,35024,79635,31,75918,3686,0,179965,4681880,4371810,23306,38017,248747,3013,308541,26409,15435,601509,378954,64304,57774,99707,770,3768725,409478,1414902,1941238,3107,0,2641969,591633,152468
2006:Q4,13533839,10531341,718768,2175682,108048,13533839,10126218,3407621,1031488,2376133,0,13533839,107679,66877,34638,80275,29,76449,3797,0,189383,4732324,4415668,24925,39225,252506,3554,312440,31940,14428,607177,383045,65536,59897,97921,778,3841119,410021,1450721,1977194,3183,0,2788355,594372,129278
2007:Q1,13815683,10749431,737711,2219350,109191,13815683,10331621,3484062,1031110,2452952,0,13815683,103623,63762,36499,81078,27,77264,3787,0,200829,4758048,4436003,27669,39050,255326,3668,314956,32495,15841,611523,386372,66702,61451,96250,748,3956458,412959,1511409,2028688,3402,0,2916883,579815,140205
2007:Q2,14112175,10955209,750869,2295751,110346,14112175,10529708,3582467,1052727,2529740,0,14112175,99017,58394,38359,81893,26,77979,3888,0,194348,4847884,4513780,29990,40149,263965,4174,321133,33049,17517,619103,392690,68350,62902,94407,754,4077824,417019,1568608,2087518,4679,0,3024540,563172,131768
2007:Q3,14413762,11144494,776112,2381642,111514,14413762,10715096,3698666,1092126,2606540,0,14413762,95579,54113,40220,81877,25,78192,3660,0,205558,4943022,4594466,35219,41227,272110,4429,326297,33603,19311,629608,399420,71680,64859,92907,742,4252616,427254,1642072,2178672,4618,0,3043103,560390,124036
2007:Q4,14618034,11252848,811967,2440537,112682,14618034,10823874,3794160,1110878,2683282,0,14618034,92718,50631,42081,82135,24,78411,3700,0,206726,5018851,4658868,38993,40777,280213,4908,335451,34157,27118,643096,403577,79776,67423,91552,768,4464418,443461,1717342,2299072,4543,0,2970010,531857,113877
2008:Q1,14751535,11323482,825498,2484407,118148,14751535,10897686,3853849,1123605,2730244,0,14751535,90459,49442,41337,82654,22,78942,3690,0,204872,5084951,4715781,39853,41471,287846,5008,340552,32154,25599,660885,411838,88334,68964,90559,1190,4602238,461481,1761589,2374715,4453,0,2906595,525830,98959
2008:Q2,14781708,11295679,838671,2523744,123614,14781708,10886144,3895564,1118480,2777084,0,14781708,97402,48443,40596,84176,24,80358,3794,0,202697,5077162,4695909,41047,41562,298644,5166,346213,30153,17114,673576,420992,91023,71742,89035,784,4760244,510217,1800317,2445403,4307,0,2814622,491585,92559
2008:Q3,14765956,11252409,848876,2535530,129141,14765956,10859330,3906626,1082811,2823815,0,14765956,105667,47023,39853,83337,38,79963,3336,0,197590,5049981,4659359,41721,41866,307035,4828,350828,28151,15501,671148,407671,100312,74659,87812,694,4892653,576761,1809914,2501255,4723,0,2724048,468617,86731
2008:Q4,14698342,11151470,854198,2557974,134700,14698342,10784885,3913457,1043097,2870360,0,14698342,108311,45120,39109,86018,38,82517,3463,0,188498,5023982,4625045,44163,42581,312193,5135,352121,26148,13181,705323,429493,111476,76503,87065,786,4961428,636612,1801735,2518408,4673,0,2631292,447886,64790
2009:Q1,14687692,11141003,855235,2553968,137486,14687692,10782225,3905467,1034044,2871423,0,14687692,113172,47850,38808,87737,41,83926,3770,0,180864,5025567,4625207,44235,42652,313473,5166,348481,25536,12716,725942,436369,126946,77203,84753,671,5041969,679471,1808838,2549043,4617,0,2554112,440237,39535
2009:Q2,14641791,11097179,865073,2539235,140304,14641791,10749580,3892211,1021648,2870563,0,14641791,117782,46278,38506,88865,43,85025,3797,0,195682,4978642,4577351,43106,42716,315469,5197,345118,24924,11964,713150,426710,130275,77978,77536,651,5170747,740255,1824658,2601265,4569,0,2440036,426841,38059
2009:Q3,14545985,11019336,868240,2515257,143152,14545985,10689778,3856207,986487,2869720,0,14545985,122145,45794,38204,90146,44,86238,3864,0,202867,4858153,4457628,40510,42836,317179,4949,342647,24312,11988,710460,424538,131879,79362,73949,732,5297548,826017,1835065,2631962,4504,0,2348312,415611,32849
2009:Q4,14454181,10961631,864106,2482444,146000,14454181,10639180,3815001,945864,2869137,0,14454181,126639,45067,37902,92774,152,88364,4258,0,206177,4784550,4387536,37808,42263,316943,4600,336167,23701,11273,707684,416543,138816,80329,71236,760,5376709,880270,1838919,2653034,4486,0,2273112,397357,30469
2010:Q1,14300204,10830912,860548,2460747,147997,14300204,10508733,3791471,926399,2865072,0,14300204,129872,44456,38945,93915,295,89507,4113,0,211375,4719896,4324305,37876,41555,316160,4417,331352,24394,11584,5104412,3001836,1953048,80105,68574,849,987799,932966,21380,30106,3347,0,2174733,386863,36191
2010:Q2,14183208,10763471,855516,2414204,150017,14183208,10441430,3741778,880752,2861026,0,14183208,131568,44067,39986,95313,493,90585,4235,0,205837,4656495,4266481,36209,36488,317317,4408,327786,25088,11787,5084409,2991734,1944224,80866,66580,1005,1054075,996802,23276,30170,3827,0,2100611,371051,30727
2010:Q3,14078927,10691284,860042,2375543,152058,14078927,10363302,3715625,858627,2856998,0,14078927,133572,43673,41027,99194,4499,90733,3962,0,215095,4617266,4228189,35311,36082,317684,4370,328338,25782,12079,5035802,2977037,1911897,81706,64092,1070,1103513,1046179,23992,29540,3802,0,2028487,361226,29503
2010:Q4,13901651,10524022,864202,2359327,154100,13901651,10191170,3710481,857544,2852937,0,13901651,132037,43864,42070,100886,5277,91533,4076,0,222460,4588731,4200603,35354,35813,316961,4272,327850,26476,11416,5020979,2989997,1885139,83496,61044,1303,1146814,1089761,24422,28872,3759,0,1961566,243542,28688
2011:Q1,13811715,10459955,860277,2334153,157330,13811715,10152099,3659616,818504,2841112,0,13811715,133584,43484,40618,101489,5277,92030,4182,0,219930,4473753,4088276,33835,34834,316808,4230,328712,25323,11106,5054566,3023731,1887589,83422,58322,1502,1194287,1135597,27111,28349,3230,0,1902862,236833,40938
2011:Q2,13711887,10391499,857245,2302547,160596,13711887,10090490,3621397,789756,2831641,0,13711887,134557,47406,39167,103722,5793,93678,4251,0,214615,4435854,4051123,33027,33914,317790,4496,333431,24170,11247,5018422,3001252,1875571,84221,55762,1616,1243237,1180598,30604,28831,3204,0,1834797,227786,38980
2011:Q3,13629919,10333739,857801,2274481,163898,13629919,10037794,3592125,769998,2822127,0,13629919,137135,46430,37715,105630,6205,95120,4305,0,211250,4427475,4041508,33667,33364,318936,4766,339256,23017,13470,4964630,2969447,1853308,85134,55072,1669,1284499,1221685,32467,28652,1695,0,1779180,217715,37751
2011:Q4,13576518,10281878,864549,2262891,167200,13576518,9990177,3586341,773852,2812489,0,13576518,138133,46182,36264,107657,6585,96691,4381,0,219923,4438426,4051761,32761,33402,320502,5101,343415,21864,12678,4924039,2966927,1815526,86490,53313,1783,1311884,1246918,35100,28216,1650,0,1722408,211223,37321
2012:Q1,13496256,10216719,866644,2244151,168742,13496256,9924168,3572088,735667,2836421,0,13496256,135073,45201,35661,108755,7328,96935,4492,0,216755,4402068,4016097,31677,32673,321621,5358,347991,22162,11143,4922776,2984506,1796671,87210,52556,1833,1336809,1269948,37824,27435,1602,0,1662868,206346,37290
2012:Q2,13420292,10153472,872010,2224527,170283,13420292,9858841,3561451,701198,2860253,0,13420292,131465,44586,35057,109877,7624,97751,4502,0,214140,4406213,4018725,31378,32157,323953,5582,352257,22461,10542,4870169,2971942,1755284,89325,51664,1954,1383839,1313057,42441,26307,2034,0,1601599,192277,40228
2012:Q3,13374040,10105853,882435,2213910,171842,13374040,9808992,3565048,681123,2883925,0,13374040,128374,44685,34453,110481,7755,98261,4465,0,220274,4404990,4015894,31131,31576,326389,5721,355567,22761,10314,4844531,2983112,1717710,91093,50626,1990,1414356,1341405,45244,25712,1995,0,1548101,188058,41374
2012:Q4,13341126,10048370,892593,2226763,173400,13341126,9750560,3590566,683084,2907482,0,13341126,125199,45944,33851,110233,7182,98337,4714,0,214842,4420369,4027366,30815,34340,327848,5849,356760,23060,10414,4823510,2978693,1698791,94473,49375,2178,1442727,1366193,50061,24549,1924,0,1504833,179481,44054
2013:Q1,13301983,10000524,901914,2223235,176310,13301983,9703649,3598334,671734,2926600,0,13301983,124853,44547,34101,112324,7955,99346,5023,0,222385,4383028,3991650,29618,33782,327978,6073,357112,22885,9375,4825033,2983099,1696822,94989,47911,2212,1468060,1388448,54251,23496,1865,0,1473336,174432,44439
2013:Q2,13302238,9965798,911736,2245452,179252,13302238,9667582,3634656,688896,2945760,0,13302238,124213,48820,34350,112147,7082,99768,5297,0,220064,4378610,3983726,29839,32930,332115,6800,362076,22711,8967,4836071,2992912,1696979,97184,46599,2397,1502437,1418428,60321,21855,1833,0,1288768,171164,185040
2013:Q3,13346316,9975832,926715,2261543,182226,13346316,9676043,3670273,705407,2964866,0,13346316,123529,48172,34599,112732,6220,100947,5565,0,220424,4379105,3976895,30637,31198,340375,7265,370871,22536,7470,4872002,3029090,1696352,98976,45148,2436,1544992,1457108,65024,21055,1805,0,1250296,165875,186448
2013:Q4,13355713,9960344,942820,2267349,185200,13355713,9658912,3696801,712822,2983979,0,13355713,121661,49908,34848,114516,6533,101437,6546,0,227225,4392917,3984398,30553,32074,345892,8206,377456,22362,6416,4877767,3039559,1690474,100751,44413,2570,1573512,1480095,71268,20382,1767,0,1199981,157014,191924
2014:Q1,13346341,9924577,955384,2278320,188060,13346341,9618083,3728258,698100,3030158,0,13346341,119593,51403,34753,115071,5997,101618,7456,0,228833,4407304,3992242,33051,31626,350385,8538,379611,22777,7359,4861049,3028727,1685307,100754,43619,2642,1589754,1494054,74107,19854,1739,0,1152735,154100,213461
2014:Q2,13373835,9914793,968926,2299164,190952,13373835,9602845,3770990,694741,3076249,0,13373835,117645,52066,34659,115885,5846,102639,7400,0,224758,4462422,4039341,34499,31421,357161,9078,384692,23192,9479,4840100,3011280,1680901,101986,43262,2671,1603922,1505539,77401,19273,1709,0,1133247,149646,213044
2014:Q3,13423660,9925209,983628,2320947,193876,13423660,9608395,3815265,692692,3122573,0,13423660,115462,52084,34564,116677,5335,103023,8319,0,216595,4491102,4058393,35647,30588,366474,9659,390982,23607,7662,4854832,3013485,1691969,103403,43285,2690,1627514,1526470,80660,18703,1681,0,1117126,148183,217611
2014:Q4,13498257,9937429,1011265,2352763,196800,13498257,9616388,3881869,712530,3169339,0,13498257,113488,54461,34470,116498,5372,102053,9073,0,222565,4531689,4091427,37588,30206,372468,10275,399591,24022,8152,4870459,3019300,1699352,105480,43494,2833,1648504,1541633,87096,18138,1637,0,1094149,148083,221851
2015:Q1,13523012,9910394,1035546,2377313,199759,13523012,9583366,3939646,726308,3213338,0,13523012,109846,60455,36234,117622,5265,102292,10065,0,228721,4566487,4124549,37429,27415,377094,10772,404894,23510,8720,4868036,3008127,1706788,105927,44112,3082,1646186,1536330,90603,17655,1598,0,1081488,144863,215178
2015:Q2,13635905,9955464,1062034,2415656,202751,13635905,9622402,4013503,755695,3257808,0,13635905,106435,66686,38000,117640,5123,101695,10822,0,226506,4634895,4180938,40162,26701,387094,11302,415296,22998,9180,4886183,3007232,1722738,108371,44689,3153,1677244,1560866,97834,16971,1573,0,1073680,134030,215830
2015:Q3,13739965,10005143,1080923,2448124,205775,13739965,9666437,4073528,770838,3302690,0,13739965,102254,73106,39764,116678,4864,100335,11479,0,222442,4700016,4230012,45847,26469,397688,11890,424663,22486,9413,4914841,3012689,1743727,110527,44749,3149,1729458,1608790,102162,16137,2369,0,1041119,127861,203974
2015:Q4,13896093,10077475,1121669,2488149,208800,13896093,9732699,4163394,815770,3347624,0,13896093,98694,78086,41528,116307,4655,99998,11654,0,231297,4778596,4296849,50626,26256,404865,12760,443473,21974,8017,4920096,3010753,1746667,114930,44488,3258,1775452,1643043,114193,15884,2332,0,1018130,159465,192218
2016:Q1,13944180,10077281,1147923,2505899,213077,13944180,9726367,4217813,803439,3414374,0,13944180,96799,71180,41030,117225,4401,100342,12482,0,232637,4825657,4340744,55669,26262,402982,13490,449053,22041,8421,4929023,3012569,1752605,115961,44684,3204,1803851,1663244,122474,15449,2684,0,974539,155829,203405
2016:Q2,14060134,10138295,1173604,2530882,217353,14060134,9781792,4278342,797028,3481314,0,14060134,95524,66598,40533,117177,4153,100335,12689,0,234140,4935498,4432379,60497,25890,416732,14263,458128,22108,9181,4930746,3013878,1749740,118266,45584,3278,1843974,1692493,134062,14704,2715,0,943408,149073,199783
2016:Q3,14224506,10222132,1206376,2574321,221677,14224506,9858944,4365562,817355,3548207,0,14224506,93428,60254,40036,117399,3883,100389,13127,0,240472,5017773,4495940,65686,25768,430379,15318,466304,22176,18179,4968413,3029642,1768182,120346,46943,3300,1885329,1728091,140520,14056,2662,0,917215,143743,218467
2016:Q4,14347983,10280296,1239940,2601747,226000,14347983,9912485,4435498,820466,3615032,0,14347983,93482,50663,39538,119582,4655,101570,13357,0,242829,5070697,4537687,68067,25530,439413,15454,479872,22242,14533,5027216,3063646,1790188,121594,48408,3380,1932958,1766760,150227,13290,2681,0,893673,138319,206925
2017:Q1,14449507,10339895,1266202,2614895,228515,14449507,9961886,4487621,790081,3697540,0,14449507,92536,55043,41645,118580,3546,101500,13534,0,247155,5097843,4556043,69307,25176,447317,14757,491238,23345,10390,5082370,3093430,1814742,121849,48917,3432,1977111,1805549,156215,12672,2675,0,863992,134138,199364
2017:Q2,14596183,10418837,1292253,2654035,231058,14596183,10031440,4564743,784790,3779953,0,14596183,93350,55550,43750,117346,3305,100335,13706,0,247250,5180848,4623415,73697,24897,458839,16252,505314,24448,8268,5100470,3105954,1816842,123534,50474,3666,2022780,1842845,165979,12229,1727,0,852192,129548,198817
2017:Q3,14739107,10512509,1319284,2673685,233629,14739107,10114575,4624532,762164,3862368,0,14739107,91182,56429,45854,119414,3276,102225,13913,0,249264,5232796,4662314,73921,24979,471582,17156,513224,25550,4154,5141124,3131487,1828870,124818,52144,3805,2076398,1884164,178738,11781,1715,0,840632,127799,198131
2017:Q4,14927720,10597961,1368124,2725435,236200,14927720,10190079,4737641,792818,3944823,0,14927720,90171,65268,47959,119703,3166,102469,14068,0,256804,5282853,4698621,77059,25800,481373,17823,522761,26652,6901,5193710,3155703,1853654,126711,53768,3874,2126459,1913406,200169,11178,1706,0,845086,123796,201774
2018:Q1,15023390,10642017,1392486,2750320,238567,15023390,10226375,4797015,800965,3996050,0,15023390,88944,63531,48220,120125,3066,102903,14156,0,252265,5316188,4721509,78180,25261,491238,18699,537565,25940,7440,5215784,3176703,1853733,126626,54855,3867,2161480,1940140,211398,8345,1597,0,839608,125538,202063
2018:Q2,15194353,10730483,1422274,2800635,240961,15194353,10307394,4886959,839469,4047490,0,15194353,87383,62775,48481,121125,2962,103864,14299,0,258861,5371931,4767400,75956,24865,503710,18959,553470,25227,9425,5246687,3186600,1870433,128566,57172,3916,2200202,1970832,219612,8145,1613,0,865526,122569,201732
