1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q3,48810933,38710590,6654764,3445579,572186,2431772,441621,48810933,15040198,14192025,5583704,3122605,9354130,1518271,10356,380311,296112,41166,1431,41602,131917,109463,2232,5836,19495,0,338097,155739,364823,4700607,2372159
2012:Q4,49070496,38895067,6718880,3456549,582208,2431766,442575,49070496,15194474,14229170,5612151,3126659,9389660,1518382,10278,378419,293423,41700,1438,41858,131701,109137,2260,5911,18702,0,343158,154672,364149,4727440,2370153
2013:Q1,49521308,39263718,6778147,3479443,594406,2441934,443103,49521308,15455686,14283019,5657618,3140270,9462896,1521819,10199,377132,293321,39701,1446,42664,132079,109463,2189,5902,18945,0,348252,154473,363188,4753090,2405142
2013:Q2,50087235,39732581,6827857,3526797,603990,2479500,443307,50087235,15707996,14424267,5719304,3158653,9544201,1532814,10192,378281,295090,37981,1462,43748,133137,110445,2132,5942,19302,0,353528,155181,364676,4756820,2418383
2013:Q3,50666138,40206855,6885839,3573444,612655,2513046,447743,50666138,15963954,14567951,5782755,3178281,9629771,1543426,10180,379310,296768,36247,1477,44818,134144,111377,2073,5976,19661,0,358941,155826,365938,4766462,2446760
2013:Q4,51481571,40905869,6938128,3637574,621812,2566447,449315,51481571,16315278,14783467,5876039,3209295,9736864,1560628,10227,382318,299969,34733,1502,46114,135820,112917,2026,6051,20131,0,364545,157277,369318,4777334,2482735
2014:Q1,52212354,41534463,6993907,3683984,632033,2598781,453170,52212354,16650047,14972793,5977880,3227427,9812207,1572000,10248,383738,299545,35678,1502,47013,136679,113725,2005,6075,19255,0,371964,158122,370190,4779068,2552117
2014:Q2,52583284,41810151,7062968,3710165,639987,2612612,457566,52583284,16717793,15152388,6016315,3233945,9880017,1582826,10256,384856,298885,36593,1501,47877,137398,114372,1979,6087,18374,0,380185,158797,370523,4797544,2582398
2014:Q3,53264592,42386889,7130719,3746984,650346,2635801,460837,53264592,17014034,15350159,6104577,3248089,9952679,1595054,10274,386299,298484,37538,1500,48777,138301,115196,1957,6107,17518,0,388451,159669,371281,4833528,2586543
2014:Q4,53583348,42600653,7202300,3780395,660054,2659473,460868,53583348,17075410,15515241,6141055,3253273,9994042,1604327,10265,386832,297374,38397,1496,49565,138904,115779,1930,6107,16614,0,396675,160184,371038,4851760,2551676
2015:Q1,53929636,42834332,7263164,3832140,666435,2698895,466810,53929636,17212756,15623074,6198855,3260242,10016951,1617758,10269,389804,299849,37224,1505,51226,140204,116913,1968,6087,15276,0,405173,161195,370868,4872340,2537850
2015:Q2,54220192,43046952,7307093,3866147,672043,2721305,472799,54220192,17319977,15669680,6246021,3256247,10102193,1626074,10235,391384,301257,35910,1510,52707,141042,117618,2001,6044,13878,0,412885,161637,369352,4935086,2574077
2015:Q3,54650571,43422401,7347207,3880963,683650,2722504,474809,54650571,17504439,15759045,6321608,3259444,10164649,1641386,10262,395167,304350,34820,1523,54474,142696,118905,2045,6046,12575,0,420406,162969,370314,4963696,2553125
2015:Q4,54904898,43636925,7389895,3878078,694015,2704569,479494,54904898,17640634,15792585,6377636,3255708,10186741,1651594,10247,397486,306325,33584,1529,56048,143818,119697,2084,6020,11206,0,427636,163668,369735,4990625,2532214
2016:Q1,55142062,43813455,7435809,3892798,704559,2703024,485215,55142062,17806794,15816168,6398761,3258455,10204202,1657682,10198,399080,307301,32946,1548,57285,144305,120110,2171,5936,10360,0,432837,164529,368154,5037243,2537899
2016:Q2,55885126,44445942,7480057,3959127,714509,2750780,493838,55885126,18129761,15975101,6474871,3282978,10348692,1673723,10239,403766,310642,32575,1581,58968,145750,121475,2276,5912,9603,0,438507,166642,369553,5091724,2578735
2016:Q3,56473360,44944020,7527535,4001805,725676,2783453,492676,56473360,18476254,16063563,6543330,3301278,10405128,1683807,10226,406645,312608,32047,1604,60386,146633,122330,2371,5852,8793,0,443798,168061,369101,5111191,2563514
2016:Q4,57232242,45572307,7576968,4082967,741107,2846151,495709,57232242,18813149,16251521,6627647,3325197,10512097,1702631,10283,412045,316516,31730,1638,62161,148405,123998,2482,5838,8054,0,449872,170563,371095,5136728,2609034
2017:Q1,57843467,46055856,7653079,4134532,754241,2878726,501565,57843467,19008566,16438118,6704168,3344669,10628851,1719095,10354,417932,317307,36184,1623,62818,150082,125526,2607,5809,7642,0,452328,173273,373538,5185202,2646804
2017:Q2,58545914,46624494,7714356,4207064,772931,2926212,507921,58545914,19294566,16625746,6799085,3366641,10724595,1735281,10427,423841,318127,40638,1607,63469,151872,127177,2736,5785,7229,0,454039,176111,376063,5206069,2652216
2017:Q3,59165877,47119716,7769791,4276370,784759,2977708,513903,59165877,19505150,16781910,6859756,3393923,10875970,1749168,10485,429162,318483,45051,1591,64037,153335,128602,2860,5750,6806,0,455639,178626,377902,5216153,2654871
2017:Q4,59662646,47468929,7842334,4351383,801189,3034315,515879,59662646,19694807,16888542,6915355,3422677,10984583,1756682,10479,432386,317258,49298,1565,64265,154229,129558,2974,5677,6338,0,457013,180409,377618,5267636,2711026
2018:Q1,60524069,48164838,7922830,4436401,815383,3099219,521799,60524069,20124208,17027215,7014333,3455097,11131774,1771442,10494,437858,321107,49154,1588,66009,155580,130920,3001,5550,6050,0,460654,182719,378617,5328880,2763817
2018:Q2,61423792,48906186,8009177,4508429,834704,3146108,527617,61423792,20482993,17219511,7108112,3490389,11329815,1792972,10561,445426,326492,49250,1617,68067,157666,132808,3042,5453,5793,0,464715,185894,381615,5380900,2782531
2018:Q3,62054824,49363696,8126295,4564833,853199,3179104,532530,62054824,20691198,17418281,7166918,3517592,11444399,1816436,10629,453292,332092,49381,1648,70171,159812,134688,3083,5355,5538,0,470265,189108,384664,5417717,2811665
2018:Q4,62780152,49966039,8202312,4611801,869362,3210017,532422,62780152,20864375,17670680,7241062,3547247,11611268,1845520,10770,463521,339378,49803,1690,72650,162638,137145,3141,5302,5321,0,474177,193247,390259,5471605,2840634
2019:Q1,63440478,50433844,8307659,4698975,884372,3277018,537585,63440478,21067651,17921594,7302953,3582196,11692851,1873233,10837,474718,350538,51994,1711,70475,164837,139307,2876,5555,5255,0,479637,196880,393331,5540112,2881520
2019:Q2,64172440,51026213,8374283,4771944,903503,3322844,545597,64172440,21261901,18160581,7368095,3593585,11887859,1900419,10909,486226,361934,54218,1734,68340,167137,141519,2615,5812,5189,0,483617,200704,396689,5588616,2875843
2019:Q3,64789991,51537656,8422649,4829686,920214,3360834,548638,64789991,21506947,18330194,7436223,3611196,11984942,1920489,10938,496004,372062,56257,1752,65933,168803,143170,2339,6045,5105,0,485783,203813,398487,5630791,2867672
2019:Q4,65327725,51989467,8466515,4871743,928250,3390566,552927,65327725,21721146,18486088,7495351,3631642,12055913,1937585,10958,505077,381635,58231,1768,63443,170108,144528,2061,6277,5013,0,487250,206526,399791,5669898,2900410
2020:Q1,66047969,52556517,8540589,4950863,939840,3451547,559476,66047969,22012660,18672452,7571495,3658629,12172099,1960634,11081,513537,386445,60226,1756,65110,173404,147609,2070,6297,4658,0,488032,211445,402503,5702306,2828206
2020:Q2,66365910,52711467,8573790,5080653,955227,3555731,569695,66365910,22194733,18736506,7599755,3687482,12179053,1968381,11107,517422,387871,61656,1726,66169,175331,149775,2063,6257,4260,0,485788,214687,401691,5702388,2728556
2020:Q3,67396443,53632081,8605430,5158932,967392,3629557,561983,67396443,22783868,18793360,7712949,3731528,12397404,1977334,11149,521921,389733,63170,1702,67316,177422,151980,2058,6229,3867,0,483147,218115,401449,5877615,2817319
2020:Q4,68258554,54321178,8640777,5296599,988464,3742244,565891,68258554,23269478,18875339,7800695,3779212,12546643,1987187,11189,526539,391732,64677,1675,68455,179733,154534,2055,6193,3471,0,480604,221854,401017,6026241,2913248
2021:Q1,69995021,55824295,8813248,5357478,993257,3790499,573722,69995021,24136396,19150677,7974851,3838571,12870004,2024522,11385,536566,397874,66690,1692,70310,183465,158235,2357,6789,3505,0,488226,226942,407053,6152813,3060183
2021:Q2,72170611,57846175,8871952,5452484,1023013,3848032,581439,72170611,25194048,19501813,8206120,3922829,13274991,2070810,11696,550705,407106,69192,1723,72684,188854,163310,2697,7479,3564,0,490867,234367,417269,6497170,3172020
2021:Q3,74507196,59858753,9073917,5574526,1049838,3933809,590879,74507196,26259625,20023652,8469358,4002759,13615378,2136424,12092,569278,419608,72252,1767,75651,195577,169565,3055,8218,3652,0,501228,243349,430409,6744071,3269340
2021:Q4,77441150,62437608,9303858,5699684,1078109,4023539,598036,77441150,27299327,20919403,8822621,4098189,14063220,2238390,12776,599281,440480,76780,1851,80170,205814,178678,3475,9166,3817,0,514797,256959,453629,6998079,3445919
2022:Q1,80121029,64773447,9509108,5838474,1109969,4119461,609044,80121029,28503273,21487166,9149202,4196340,14472475,2312573,13270,621880,454989,80740,1893,84258,213711,185944,3759,9921,3956,0,523194,267164,469775,7271052,3659094
2022:Q2,82843346,67147252,9712120,5983974,1152228,4206972,624774,82843346,29608182,22129080,9463369,4300853,14945820,2396042,13829,647461,471703,85076,1944,88738,222705,194027,4076,10747,4112,0,531990,278769,488329,7410688,3826824
2022:Q3,84767962,68814632,9840530,6112800,1196458,4282884,633458,84767962,30282530,22726263,9675103,4356421,15250616,2477029,14394,672939,488336,89401,1995,93207,231674,202040,4401,11595,4266,0,538224,290428,507066,7576325,3809138
2022:Q4,85943179,69726718,9984263,6232198,1214606,4376770,640822,85943179,30694527,23086166,9796318,4412640,15427105,2526423,14725,688461,497661,92445,2016,96339,237163,207462,4653,12247,4356,0,542519,297650,517188,7645632,3800579
2023:Q1,86754677,70194014,10158296,6402367,1271644,4477769,652954,86754677,30673171,23585760,9780718,4476274,15662282,2576472,15004,703436,508681,94362,2058,98335,242928,213043,5016,12822,4401,0,548461,305665,525695,7735319,3789027
2023:Q2,87008892,70321678,10137488,6549726,1301736,4582875,665115,87008892,30719532,23748566,9720227,4513966,15723591,2583010,15065,706791,511274,94731,2067,98719,244608,215553,5292,13200,4371,0,543531,308822,525780,7838996,3752819
2023:Q3,87643851,70758968,10190949,6693934,1339076,4690408,664450,87643851,31123820,23854555,9717157,4556650,15806297,2585372,15042,707996,512398,94771,2067,98760,245786,217619,5578,13525,4327,0,541085,311197,523218,7850116,3792627
2023:Q4,88472749,71388571,10228303,6855875,1382589,4796700,676586,88472749,31516601,24106293,9739060,4611259,15896297,2603239,15154,714383,517224,95527,2083,99549,248639,221036,5894,13973,4313,0,538766,315787,525294,7878183,3789680
2024:Q1,88937423,71622663,10318459,6996301,1421377,4882498,692426,88937423,31623042,24294206,9694617,4656845,16053978,2614735,15188,718337,520304,95951,2093,99989,250660,223614,6193,14351,4286,0,538119,319133,524853,7959257,3828073
