1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,215091,71960,65818,-9812,301148,23991,-12,392652,270748,404084,373807,30504,-227,-133336,134813,4868,42328,13508,-4424,-2396,51440,6992,24156,4184,16108,0,4484,1760,2724,-3251,8376,28623,16,2272,99876,-110907,268149,245645,33528,9264,8084,16180,85074,46380,17738,20956,-2508,49276,-5624,85899,572,76685,8642,22504,11744,10760,121904,35423
1984:Q1,238708,82220,66764,-6592,309401,22309,-20,414862,359641,451915,384632,64818,2465,-92274,359872,4592,66472,-10056,1424,3516,49016,2528,31828,-6556,21216,0,2520,11772,-9252,-6700,12852,22072,4,3276,106184,104700,452146,504926,58092,15572,8000,34520,119756,76236,48648,-5128,1276,65848,13188,246766,-1528,63842,184452,-52780,-62972,10192,55221,59362
1984:Q2,237067,81080,67189,-9808,318891,22349,-4,420234,409652,470880,403764,61260,5856,-61228,342101,3848,-17384,-6600,7236,7160,-8296,-5808,-3276,2972,-2184,0,19292,11776,7516,-7112,12368,23400,8,2840,94320,211021,403329,493081,74152,29848,8876,35428,159931,91032,39835,29064,15880,68448,-4476,179146,-1480,87777,92849,-89752,-104928,15176,10582,72995
1984:Q3,216396,70544,68006,288,329617,24334,-4,432089,565454,482581,416571,62086,3924,82873,308722,-16340,2616,-18712,7816,-7956,-20560,1360,-14168,1696,-9448,0,28812,11900,16912,-4664,13412,19404,8,1972,44176,258738,225849,288829,96708,30412,9456,56840,95951,27212,50839,17900,3156,23720,-1464,70758,3720,-60047,127085,-62980,-71572,8592,-133365,74826
1984:Q4,215717,69916,66857,196,341580,21021,-4,441745,598932,469637,426211,41380,2046,129295,90805,3464,796,31968,3160,-36,16736,-7864,10908,6416,7276,0,8660,11784,-3124,8848,13504,15652,-12,3300,25728,-40963,-38490,21794,139160,11028,55836,72296,93416,42560,45592,5264,4096,-19288,6836,-202426,2896,-69410,-135912,-60284,-75940,15656,-157187,48913
1985:Q1,206675,71352,68187,552,354779,19691,0,442158,345131,437557,429716,8511,-670,-92426,256776,-2864,-33380,15704,-968,16648,-48140,-1524,-25244,-4544,-16828,0,-4066,5688,-9754,-3664,-5948,15552,16,4244,80602,223040,349202,421762,96960,15452,6800,74708,63719,60080,5850,-2210,5316,43196,-4544,217115,3392,202,213521,-72560,-86808,14248,97027,15090
1985:Q2,199336,67928,76025,344,364138,30879,-16,450760,383800,452997,436417,16893,-313,-69197,127062,-2692,26476,-24968,-4580,-15424,80580,-520,50296,-2724,33528,0,11886,5824,6062,-12224,-6316,25176,-28,4708,33070,11398,196259,256931,120680,13412,18000,89268,38920,17140,11247,10533,6772,48892,-10960,52627,3828,-31869,80668,-60672,-69968,9296,66960,33116
1985:Q3,210977,73844,70696,7168,369657,19968,0,463230,364554,445020,431273,9751,3996,-80466,210311,2476,37836,7520,-1048,2276,-45052,272,-27268,124,-18180,0,26334,5904,20430,2456,-5996,9132,-32,6016,9290,159103,290777,357253,107448,8796,21600,77052,55983,49712,17970,-11699,3896,-824,9512,181238,-692,39593,142337,-66476,-76972,10496,98676,1758
1985:Q4,203194,71208,73116,-7980,371334,26566,0,448790,454226,463883,436465,27692,-274,-9657,316119,14036,61132,2452,412,-5680,41244,4716,20756,1936,13836,0,10082,10312,-230,-124,-6956,20952,-28,-300,57918,120979,325776,409232,159180,20732,44000,94448,98505,38108,37513,22884,1048,80644,-6640,76495,16648,-86772,146619,-83456,-102528,19072,-5436,41659
1986:Q1,166407,73200,70746,19736,369171,22455,0,433823,452611,462025,436062,26662,-699,-9414,-40579,6844,-25792,21824,3361,-100,-46092,3728,-30252,600,-20168,0,-8505,-6280,-2225,13652,19816,13952,-64,3632,-92063,48956,-31165,28907,118412,-13816,-12000,144228,60731,44824,3173,12733,6716,-84712,-1880,-70360,0,23647,-94007,-60072,-59664,-408,-18788,50657
1986:Q2,163917,71864,75956,13924,368898,22220,0,421139,446447,452304,427690,17950,6664,-5857,95476,4480,-15064,22680,5679,-1796,39748,-9496,28704,1404,19136,0,215,-6200,6415,-2472,20808,17532,12,4680,7621,-8647,101333,176049,130296,-15404,-13088,158788,91662,33416,42119,16127,6356,4956,3040,-60261,0,28081,-88342,-74716,-87068,12352,-25308,53385
1986:Q3,166461,74456,70911,5436,370514,16418,0,413462,409487,419027,423758,-3939,-792,-9540,356172,-3000,-30408,47164,5258,3368,-6536,228,-7016,4928,-4676,0,4887,-6708,11595,112,19188,16228,-52,4236,54921,240806,365712,424940,135256,24936,-4944,115264,107267,26304,59081,21882,4592,41028,5072,131725,20,31204,100501,-59228,-84672,25444,3975,21983
1986:Q4,184673,85432,73805,-10852,374022,18457,0,407063,352657,421952,428732,-10571,3791,-69295,149976,4388,64400,-26752,105,5324,-144,4320,5456,-13560,3640,0,-5985,-8248,2263,1652,20088,15932,-56,2480,38097,30447,219271,273999,62600,-33084,-9572,105256,216848,159568,43494,13786,19940,32000,8868,-66257,120,40231,-106608,-54728,-107220,52492,54406,33346
1987:Q1,196056,85636,74886,-13876,379419,24209,0,425286,458127,446396,414020,33267,-891,11731,248156,-9500,30320,-17648,-280,1932,-6108,11704,-10480,-344,-6988,0,5852,1860,3992,4716,5760,20708,-68,-1268,91232,122508,236425,254601,100020,-4124,2448,101696,-13479,-39636,864,25293,23104,49092,-4204,100068,1200,-49715,148583,-18176,-42876,24700,-32841,45319
1987:Q2,221673,96356,73657,-19172,384934,28504,0,445926,379075,445332,421002,25059,-729,-66257,133503,-3720,11924,2696,826,-96,-33716,-3504,-19884,2928,-13256,0,11392,1312,10080,140,6004,22476,-28,-5552,11396,109761,199760,251304,78400,4920,-5000,78480,92760,2604,46126,44030,7388,5928,19688,47140,1800,38016,7324,-51544,-76164,24620,66851,27910
1987:Q3,237525,99482,74778,-15724,390566,25947,0,464054,398915,435297,430968,4437,-108,-36382,161306,-3260,11672,-5236,758,276,12376,19344,-4252,120,-2836,0,14512,2120,12392,732,6356,27196,-40,-2148,56256,41856,197688,232404,97320,8032,372,88916,115897,36396,38866,40634,43452,55728,1260,-81253,2600,26308,-110161,-34716,-70172,35456,65139,-2810
1987:Q4,234658,95445,81682,-16184,396316,36258,0,473921,421738,495427,432783,62851,-207,-73689,392651,4724,-15304,21840,1989,-8956,-9132,-8372,476,-1552,316,0,3984,2404,1580,4256,4880,38464,12,-1752,96556,251090,466340,545752,63572,-2432,-1476,67480,160631,20124,60404,80103,18076,66792,3584,233097,432,136488,96177,-79412,-112712,33300,52183,57764
1988:Q1,250669,97980,71908,-18304,402184,15267,0,479928,393613,456663,437745,20003,-1085,-63050,309810,8288,21392,-15884,-1325,1184,-5524,-6604,-1884,4216,-1252,0,26352,17240,9112,6916,-74268,1604,-36,-4412,134872,210651,372860,421848,82476,-21596,548,103524,140723,41640,70667,28417,-12156,84240,-13044,139609,-2000,57764,83845,-48988,-100492,51504,86315,-7998
1988:Q2,260800,102652,78285,-25480,407602,22496,0,484481,432755,475664,449659,29349,-3344,-42909,163221,28256,24764,-29168,-5846,-2332,-16364,3612,-17756,9620,-11840,0,21940,16704,5236,-2780,-78460,4492,4,-3356,59152,162919,206130,281590,134364,7540,876,125948,87531,57284,24822,5425,12064,42376,8552,-3297,-2800,6962,-7459,-75460,-139152,63692,51726,13679
1988:Q3,265230,104602,93946,-26148,412570,33163,0,486267,477914,483094,454547,27099,1448,-5180,176234,3500,-2844,17076,-4406,2480,-500,1048,-476,-756,-316,0,25040,17744,7296,-592,-78004,26108,40,-1724,2488,187572,181414,217694,117052,17188,-200,100064,104485,19188,46635,38662,16168,-9552,-13104,2645,-5000,13346,-5701,-36280,-83060,46780,8353,29990
1988:Q4,281178,110577,84522,-18764,417088,20320,0,504723,517787,500381,465150,35333,-102,17406,756047,-18876,3704,13296,-1586,5144,4904,-3328,4688,416,3128,0,23624,18352,5272,11248,-79672,332,20,-1444,165768,629585,738641,856385,132604,44500,-484,88588,121130,33612,43694,43824,24520,97896,3616,476619,4848,7905,463866,-117744,-194500,76756,-13064,15978
1989:Q1,270909,112683,105165,-33740,421155,38062,0,478538,513315,513824,475646,39318,-1140,-508,596925,-11728,19931,-31576,-1762,-4948,76460,8404,36828,6680,24548,0,-26061,-14116,-11945,17389,-4536,27700,-116,-1440,117657,419954,597433,759081,74661,15704,-1639,60596,116590,22127,71715,22748,49870,106315,2407,409239,6736,31901,370602,-161648,-172376,10728,-34777,73348
1989:Q2,249493,101884,105349,-18892,424943,31115,0,479426,398458,515136,483006,31636,494,-116677,50676,-6036,4909,25368,3696,-880,20743,5979,10304,-2408,6868,0,-18157,-13844,-4313,-421,-4892,4720,-132,-1440,17201,5997,167353,242945,125132,42244,-3548,86436,112776,43986,61043,7746,14569,2330,-3361,-8501,7436,22233,-38170,-75592,-98116,22524,80968,66825
1989:Q3,229645,94440,109028,-432,428451,32426,-2825,489447,374683,514114,500269,14216,-371,-139431,17501,-12484,4185,-30072,1609,-4300,24125,-7259,20092,-2104,13396,0,-11791,-14172,2381,1710,-5372,11120,-16,-1440,-15009,55237,156932,246896,85854,23056,-1182,63980,29696,24311,-1189,6574,1245,-29218,-16164,175483,7596,31572,136315,-89964,-145884,55920,114764,57093
1989:Q4,225882,95825,101904,-12328,431678,25372,-1910,474785,313619,525065,505682,19737,-354,-211446,-1275,2852,5055,29628,-1242,1336,50060,-4552,26772,10424,17416,0,12649,-13516,26165,26026,-5436,16024,4,-1440,48455,-185245,210171,208367,94825,4740,2693,87392,30808,-360,64516,-33348,13264,7793,-7210,68887,7304,4639,56944,1804,-79540,81344,161166,75652
1990:Q1,228110,94538,119708,-3572,434625,43002,0,487919,459395,530365,519719,11593,-947,-70971,150554,3856,19389,-43052,7688,-2988,-74614,-6034,-29228,-8496,-30856,0,-1660,-1768,108,3278,6048,44756,-16,-988,5424,183433,221525,261053,67846,41884,-786,26748,125847,-20949,78973,67824,10550,82013,273,-25476,6896,62525,-94897,-39528,-68968,29440,28524,85448
1990:Q2,238672,99308,115947,2020,437812,40763,0,504012,440742,556397,523289,33174,-66,-115655,-60946,-472,-8102,4312,9557,-944,-3729,-77,6268,-7016,-2904,0,-5974,-1688,-4286,-4604,6372,23016,-12,-988,38914,-118291,54709,80549,63301,-3956,-55,67312,89483,8961,68460,12063,10852,4015,-463,-86639,5056,21965,-113660,-25840,-48228,22388,63270,93148
1990:Q3,249782,102020,117565,-30196,441238,38712,0,479951,456464,552055,534891,17186,-22,-95591,347084,-4168,-30523,5776,12824,3968,-36370,1994,-36304,-9624,7564,0,4549,-1684,6233,18322,5448,39108,-8,-988,76403,252743,442675,436899,52725,26388,-759,27096,52949,-15971,51227,17693,3644,79601,1512,246468,5496,67887,173085,5776,-74912,80688,23487,110816
1990:Q4,236825,97946,119976,-19820,444904,57252,0,501239,344970,513212,530031,-15238,-1581,-168242,68929,832,40204,8780,10351,-2620,3501,2297,4132,1596,-4524,0,8389,-2804,11193,-30592,5876,49292,4,-984,-3997,-20108,237171,228291,42276,-25356,252,67380,40301,-12937,49040,4197,9123,-51993,-1270,189854,6756,68351,114747,8880,-60824,69704,156269,69225
1991:Q1,225549,95428,120257,11436,448810,51434,0,521544,401365,511260,527679,-14679,-1740,-109895,49321,2528,-77440,13600,8268,-3252,-4061,6939,-12588,-1648,3236,0,-7375,5644,-13019,16770,6256,24608,-8,2408,-110749,177766,159216,117344,53725,-25188,753,78160,-108024,-38349,-95293,25619,-21162,-30965,-32825,256595,10736,22976,222883,41872,-4664,46536,120179,41150
1991:Q2,231166,87416,126333,8600,452555,45758,0,524330,528364,508107,526250,-16405,-1738,20258,94597,-11000,22290,13320,4281,424,13380,4256,896,8328,-100,0,-3191,6056,-9247,-18904,6192,40768,20,2408,15659,8950,74339,82179,87066,-10220,1718,95568,-87137,-59058,-27566,-513,25046,30095,-10615,37725,13856,10743,13126,-7840,12444,-20284,-4034,29535
1991:Q3,237625,85423,125889,1376,456142,38512,0,522343,453715,531271,522837,10158,-1724,-77556,188436,3916,35999,10996,4681,820,65425,-2883,29980,-6420,44748,0,9173,5908,3265,-4223,6468,35432,20,2408,26207,-8886,265992,252776,45024,-34320,-820,80164,-102756,-37205,-38074,-27477,-17004,61299,6394,259819,12936,9608,237275,13216,19232,-6016,68628,47440
1991:Q4,235311,86125,129491,-1704,459570,48198,0,525759,313068,544431,522342,23835,-1746,-231362,-124813,11428,40462,-25848,6778,-60,39696,-4876,4820,7048,32704,0,8057,5668,2389,-487,6956,58360,32,2412,45687,-318286,106549,56977,50661,-3772,-6327,60760,-150097,-52572,-67846,-29679,-13307,31991,-593,138322,10760,55329,72233,49572,48716,856,212691,66870
