date,FA106060005.Q,FA106231005.Q,FA106121075.Q,FA105020601.Q,FA106300015.Q,FA106006065.Q,FA105440005.Q,FA106000105.Q,FA105090005.Q,FA105050005.Q,FA105019005.Q,FA105020005.Q,FA105420005.Q,FA105000005.Q,FA104090005.Q,FA103091003.Q,FA103020005.Q,FA103030003.Q,FA103034000.Q,FA102051003.Q,FA104022005.Q,FA103069100.Q,FA103061103.Q,FA103061703.Q,FA103062003.Q,FA123063003.Q,FA104023005.Q,FA103065005.Q,FA103066005.Q,FA103092305.Q,FA103064103.Q,FA103092105.Q,FA103092405.Q,FA103064203.Q,FA103070005.Q,FA103090005.Q,FA104194005.Q,FA104190005.Q,FA104122005.Q,FA103169100.Q,FA103162000.Q,FA103163005.Q,FA104123005.Q,FA103168005.Q,FA103169005.Q,FA103165005.Q,FA103192305.Q,FA103170005.Q,FA103178005.Q,FA103190005.Q,FA573074005.Q,FA573073005.Q,FA103193005.Q,FA103181105.Q,FA103164105.Q,FA103192105.Q,FA107005005.Q,FA105005305.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,22603,8573,4781,-5263,5843,256,0,10085,4262,19182,13361,5891,-70,-14920,-1605,35,543,0,0,0,-5636,32,-5729,0,61,0,532,5,527,16,0,195,-1,0,2758,-47,13315,12305,995,42,0,953,4306,3656,-145,795,-5,6344,-1958,2623,0,1179,1444,1010,1018,-8,5823,9353
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,29709,10777,5359,-5899,7107,289,0,15070,10870,18347,17296,1141,-90,-7477,8725,-17,1932,0,0,0,-354,97,-488,0,37,0,804,6,798,16,0,711,-0,0,4975,658,16202,15079,2848,35,0,2813,4066,3073,-184,1177,-30,3351,2186,2658,0,1017,1641,1123,1093,30,4200,3566
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,32493,11681,5877,-2152,8393,412,0,21588,15343,21885,19102,2899,-116,-6542,5477,-41,427,0,0,0,715,51,562,0,102,0,800,14,786,10,0,685,-0,0,2046,835,12019,10954,4294,-6,0,4300,1799,684,89,1025,-40,1588,775,2538,0,865,1673,1065,1000,65,6245,709
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,25616,9262,6040,1856,9376,284,0,21830,16184,15074,17269,-1996,-199,1110,3902,0,1042,0,0,0,1962,85,1844,0,33,0,566,-6,572,14,0,617,0,0,-960,661,2792,1516,2899,-4,0,2903,-1316,-1894,-68,646,-19,-262,-2302,2516,0,771,1745,1276,1212,64,5646,-6472
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,39202,16764,7375,-4965,10346,275,0,20719,14943,24252,18961,5560,-269,-9309,16784,47,1319,0,0,0,3218,-122,3173,0,167,0,1113,-1,1114,6,0,579,0,0,9943,559,26093,24658,1669,45,0,1624,4379,3688,238,453,-77,7973,7255,3459,0,844,2615,1435,1288,147,5776,3808
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,39909,21104,7042,-1199,11937,563,0,23064,1478,30993,22779,8486,-272,-29515,8027,34,1637,0,0,0,922,-53,783,0,192,0,627,3,624,-2,0,467,0,0,3381,961,37542,35332,3356,62,0,3294,5073,4209,269,595,-26,-378,4476,22831,0,3695,19136,2210,2107,103,21586,8492
1952:Q1,35655,18228,6660,1272,12712,731,0,25482,-5096,27563,24216,3592,-245,-32659,-5960,-28,3264,0,0,0,-3232,8,-3164,0,-76,0,-2646,4,-2650,60,0,1452,0,0,4274,-9104,26699,24411,4404,80,0,4324,52,203,-774,624,48,2736,384,16787,556,1139,15092,2288,2292,-4,30578,2812
1952:Q2,33481,16976,7236,1156,13038,781,0,24244,-1572,21547,24983,-3192,-244,-23119,-1412,72,1992,0,0,0,-4748,1508,-4908,0,-1348,0,802,4,798,92,0,2244,0,0,-2222,356,21707,19099,6036,156,0,5880,-325,-260,439,-504,56,-9572,-2552,25456,24,2991,22441,2608,2656,-48,25816,-1916
1952:Q3,33435,16836,7056,700,13439,768,0,24450,38812,26192,23206,3238,-252,12620,21308,-16,348,0,0,0,1804,-88,1532,0,360,0,1282,4,1278,44,0,1148,0,0,6890,9808,8688,7288,4536,28,0,4508,2585,1532,1093,-40,36,6908,-5772,-1005,24,2816,-3845,1400,1560,-160,-14362,2510
1952:Q4,37341,18668,7260,796,13911,775,0,26895,69308,29432,25112,4587,-267,39876,7736,-92,-2476,0,0,0,2448,-1008,2516,0,940,0,-78,4,-82,-72,0,-1728,0,0,6670,3064,-32140,-35420,4092,-16,0,4108,3530,1708,970,852,-44,2972,-4684,-41286,36,2560,-43882,3280,2772,508,-42413,3312
1953:Q1,39342,19764,6848,-432,14456,719,0,27473,23621,29051,26381,2979,-309,-5430,-4956,108,-3648,0,0,0,2204,-72,2068,0,208,0,2125,4,2121,60,0,1436,0,0,1423,-8664,474,-1566,3052,12,0,3040,3402,1636,598,1168,68,2516,1924,-12528,28,2986,-15542,2040,2072,-32,3852,2297
1953:Q2,39383,19836,7440,-1596,14957,658,0,26126,56778,30460,26753,4033,-326,26318,1088,-112,5192,0,0,0,-6384,184,-6840,0,272,0,-747,4,-751,64,0,1628,0,0,391,1056,-25230,-27150,4012,-40,0,4052,-218,-144,166,-240,24,360,3220,-34548,32,3154,-37734,1920,2180,-260,-30652,4992
1953:Q3,38385,19268,7416,-2004,15410,618,0,25725,54296,28663,27420,1580,-337,25633,16084,44,-1068,0,0,0,7556,92,7112,0,352,0,741,0,741,56,0,1408,0,0,-2569,9916,-9549,-10729,2160,40,0,2120,2065,984,821,260,68,124,472,-15618,28,3403,-19049,1180,1260,-80,-28571,3556
1953:Q4,28908,14608,7268,44,15817,567,0,23460,-34319,22860,27080,-3876,-344,-57179,-68,116,-840,0,0,0,3800,-168,4032,0,-64,0,-1079,0,-1079,-76,0,-1864,0,0,-2625,2500,57111,54887,5120,272,0,4848,-4183,-4724,-979,1520,-36,-4108,-3196,61290,36,3683,57571,2224,1552,672,57779,-33
1954:Q1,31143,14320,7572,-12,16179,496,0,25914,-40540,23751,26721,-2654,-316,-64291,-15056,4,-2784,200,0,0,-5228,352,-5412,0,-168,0,1521,0,1521,48,0,1136,0,0,-1505,-8448,49235,46331,3480,372,0,3108,920,-72,-116,1108,56,-568,-6844,49287,32,2751,46504,2904,2948,-44,66454,-1667
1954:Q2,32177,14800,7048,-36,16652,506,0,27451,-45237,23170,26520,-3013,-337,-68407,-4132,52,3392,200,0,0,-12020,196,-12052,0,-164,0,-719,0,-719,64,0,1572,0,0,3059,268,64275,62119,3828,88,0,3740,-2329,-1380,-417,-532,80,-332,-5412,66284,24,2443,63817,2156,2088,68,72688,-3775
1954:Q3,34464,15844,7424,-684,17238,525,0,28275,-40203,23804,26816,-2635,-377,-64007,22624,88,4132,200,0,0,6172,-96,5968,0,300,0,805,0,805,36,0,800,0,0,935,9456,86631,85663,5328,228,0,5100,-737,-716,255,-276,64,2056,-1016,79968,32,2011,77925,968,912,56,68478,-3946
1954:Q4,37083,17148,7384,-540,17935,569,0,30515,20291,26326,26564,196,-434,-6035,18556,32,2376,200,0,0,4424,-104,4628,0,-100,0,-223,4,-227,-52,0,-1208,0,0,11051,1956,24591,24035,2020,-172,0,2192,1864,-452,636,1680,-164,6972,396,12947,44,1543,11360,556,384,172,10224,-3620
1955:Q1,42191,19460,7984,-1108,18744,648,-8,33039,-7979,30028,26840,3728,-540,-38007,5584,-44,2764,-100,0,0,888,-164,80,600,372,0,2053,12,2041,48,0,1132,0,0,6723,-7880,43591,41535,1840,-192,0,2032,2380,2720,-1536,1196,72,6132,692,30419,52,1795,28572,2056,2124,-68,41018,-2363
1955:Q2,42857,19692,8216,-884,19424,744,-8,34241,-71734,33057,28234,5424,-601,-104791,9468,-80,476,-100,0,0,-2552,292,-3020,200,-24,0,-295,16,-311,72,0,1952,0,0,9107,888,114259,113763,2628,-268,0,2896,5439,4000,667,772,96,6644,3088,95868,88,1723,94057,496,640,-144,105975,-440
1955:Q3,43988,20216,8704,-2192,19974,787,-8,33645,-23608,34828,30172,5303,-647,-58436,29928,-16,1020,-100,0,0,7812,-312,7324,200,600,0,1517,16,1501,56,0,1396,0,0,9679,8564,88364,87428,1672,-224,0,1896,5197,3992,297,908,68,12752,4560,63179,84,1836,61259,936,1112,-176,57253,1970
1955:Q4,45976,21092,8756,-2760,20394,816,-8,34586,15685,38269,32359,6586,-676,-22584,24548,24,-448,-100,0,0,10776,-112,10648,200,40,0,-483,12,-495,-60,0,-1624,8,0,12903,3552,47132,43316,5252,8,0,5244,9495,4892,1243,3360,-120,10640,6312,11737,60,2028,9649,3816,3000,816,18901,4499
1956:Q1,44166,20084,8880,-2912,20685,853,-18,33846,-54735,38926,33502,6095,-671,-93661,-12828,-136,-3420,0,0,0,-8804,-392,-9612,100,1100,0,2845,8,2837,88,0,2176,8,0,771,-6356,80833,78525,1648,-40,0,1688,8654,7228,490,936,88,564,-5284,72855,64,2325,70466,2308,2088,220,88581,5933
1956:Q2,45166,20440,8944,-3644,21072,919,-18,34147,57977,39190,35119,4752,-681,18787,-3588,184,-116,0,0,0,-12808,580,-12844,100,-644,0,-1503,4,-1507,100,0,2600,8,0,7475,472,-22375,-23631,3724,-116,0,3840,6994,6832,-250,412,80,7880,-5192,-37117,24,2269,-39410,1256,936,320,-23830,5962
1956:Q3,42232,19024,8868,-1192,21554,1004,-18,35724,67620,40141,36744,4083,-686,27479,19092,-88,368,0,0,0,-52,368,-368,100,-152,0,1101,4,1097,132,0,3220,16,0,7091,7304,-8387,-11015,4508,240,0,4268,3906,3284,290,332,60,3604,304,-23397,28,2065,-25490,2628,2292,336,-31896,5421
1956:Q4,44936,20128,9336,-3024,22133,1118,-18,35717,-46742,40323,37376,3637,-690,-87065,17448,76,2000,0,0,0,4656,-204,4572,100,188,0,-707,12,-719,-32,0,-844,12,0,7391,4896,104513,101169,4088,-20,0,4108,5461,2992,421,2048,-32,4424,3468,83760,60,1865,81835,3344,3684,-340,82459,5724
1957:Q1,45544,20436,9288,-2424,22807,1208,-24,37435,80178,39312,38184,1817,-689,40866,-3468,240,-824,0,0,0,-1624,-124,-2208,400,308,0,2271,16,2255,96,0,2352,20,0,865,-6864,-44334,-47514,5744,-136,0,5880,5431,2156,1267,2008,28,644,-2796,-56565,36,3018,-59619,3180,3040,140,-42743,3085
1957:Q2,43089,19496,9148,-1508,23369,1208,-24,37538,-51741,39673,38453,1917,-697,-91414,-724,-88,-924,0,0,0,-7440,-20,-7756,400,-64,0,-1129,20,-1149,188,0,4792,20,0,3189,668,90690,86894,5856,-4,0,5860,6221,5648,297,276,44,1340,-2860,76293,88,3694,72511,3796,3612,184,89279,3343
1957:Q3,41859,18948,9232,-1280,23821,1171,-24,37415,154255,40841,39342,2208,-709,113414,15944,-92,2212,0,0,0,3260,248,2184,400,428,0,523,20,503,72,0,1708,16,0,1881,6364,-97470,-98698,5976,-76,0,6052,1851,-512,1931,432,8,1520,-1036,-107017,12,4442,-111471,1228,1196,32,-116840,4597
1957:Q4,37912,17044,9236,-944,24159,1082,-24,35953,26056,34258,38313,-3330,-725,-8202,6492,-88,-328,0,0,0,3956,416,3264,400,-124,0,-1501,16,-1517,8,0,132,20,0,573,3720,14694,12758,6728,392,0,6336,865,-2404,745,2524,76,2840,-1840,4089,20,5086,-1017,1936,1916,20,9897,-613
1958:Q1,31654,14032,9232,-220,24386,924,-29,33509,-40176,28076,34717,-5885,-756,-68252,-9104,116,-2200,2200,0,0,-5328,900,-4780,-400,-1048,0,1417,16,1401,40,0,1236,16,0,1031,-7632,59148,57992,8520,1060,0,7460,-571,-2652,981,1100,68,-9256,-5996,65227,60,2952,62215,1156,884,272,73685,-4509
1958:Q2,32346,14348,9224,312,24688,780,-29,34583,-49625,27023,33291,-5497,-771,-76648,1312,-112,996,2200,0,0,-8392,-1236,-8216,-800,1860,0,-1211,16,-1227,100,0,2404,0,0,2675,2652,77960,74228,4772,452,0,4320,-399,32,-1327,896,80,6792,-4640,67623,84,2396,65143,3732,3432,300,84208,-6780
1958:Q3,37108,16552,9132,-244,25063,680,-29,36952,-86476,31460,32822,-578,-784,-117936,29496,160,4100,-400,0,0,4028,-700,3340,200,1188,0,1049,16,1033,60,0,1412,4,0,13679,5404,147432,145208,5512,-272,0,5784,843,156,-417,1104,72,10268,-784,129297,104,1744,127449,2224,1940,284,123428,-4812
1958:Q4,43114,19324,8872,-868,25514,663,-29,40256,-16740,36560,34048,3305,-793,-53300,24416,-92,1340,-400,0,0,11920,136,11668,200,-84,0,-595,12,-607,-40,0,-872,4,0,8231,4920,77716,76648,4712,-296,0,5008,5961,1184,881,3896,-184,9124,1040,55995,116,1024,54855,1068,1616,-548,56996,-3033
1959:Q1,46009,20800,9480,-628,26040,690,-44,41875,-3623,38885,35738,3940,-793,-42508,7818,-24,-976,-400,0,0,5840,688,4752,400,0,0,2955,-52,3007,84,0,2060,4,0,3817,-5542,50326,47882,2156,-212,0,2368,2710,1460,1106,144,108,6464,4280,32164,60,2766,29338,2444,2044,400,45498,-2300
1959:Q2,50557,22876,9856,-996,26571,793,-40,44233,-25863,44754,36863,8691,-800,-70617,19193,-24,-580,-400,0,0,4692,392,3296,800,204,0,-477,-48,-429,124,0,2960,12,0,9925,2961,89810,86370,2852,-596,0,3448,9680,7944,1572,164,124,8660,7936,57118,104,2366,54648,3440,2952,488,70096,1314
1959:Q3,43832,19904,9944,-332,27105,864,-60,41681,74225,39128,38076,2432,-1380,35097,17771,32,-1792,-400,0,0,9732,-1280,8828,400,1784,0,203,-164,367,76,0,1920,16,0,2773,5211,-17326,-18734,2184,-88,0,2272,4379,3500,827,52,92,-388,-2100,-22901,40,3102,-26043,1408,1040,368,-32544,-1689
1959:Q4,42115,19148,9984,848,27645,958,-52,42486,-47518,42594,38418,5559,-1383,-90112,15614,-52,-200,-400,0,0,5724,2328,5240,800,-2644,0,2247,0,2247,-88,0,-2084,20,0,5669,4778,105726,104102,3752,-476,0,4228,6614,1588,1818,3208,-132,6424,-1620,89064,108,2714,86242,1624,2276,-652,90004,1066
1960:Q1,47264,21432,10324,-868,28189,1132,-84,44045,119749,47696,40130,8050,-484,72053,159,-44,-992,-928,0,0,-4440,-520,-6540,0,2620,0,-736,4,-740,88,0,2092,24,0,7836,-2741,-71894,-73598,1852,164,0,1688,8643,5344,3447,-148,72,5776,-468,-89473,8,1766,-91247,1704,1404,300,-75704,4783
1960:Q2,42763,19368,10340,-604,28644,1168,-100,42363,-10549,42223,41126,1813,-716,-52772,-3858,76,-208,-724,0,0,-7608,-144,-6956,572,-1080,0,32,4,28,52,0,952,28,0,3704,-162,48914,47266,4332,768,0,3564,6221,3344,2445,432,40,4532,-380,32521,92,1406,31023,1648,1476,172,52912,1028
1960:Q3,40714,18412,10696,516,29013,1162,-96,42393,151573,42409,40578,2569,-738,109164,9790,204,960,1036,0,0,-6436,-96,-7204,-612,1476,0,-556,4,-560,48,0,1516,20,0,6428,6570,-99374,-101182,3620,492,0,3128,1393,164,329,900,76,2916,-4128,-105059,4,926,-105989,1808,1600,208,-109180,1178
1960:Q4,38393,17356,10460,264,29294,1091,-92,41318,-140049,35340,40237,-4227,-670,-175389,5269,-224,-3520,6616,0,0,-2792,944,-2776,-296,-664,0,-708,0,-708,248,0,6284,12,0,1732,-2379,180658,179590,5700,392,0,5308,4028,-4,1948,2084,4,-1884,-1384,173126,160,-258,173224,1068,980,88,181367,-4887
1961:Q1,37241,17096,10256,-76,29487,979,-108,40387,-152986,36451,39424,-2374,-599,-189437,-2135,164,1856,1088,0,0,-2660,-1424,-2108,-720,1592,0,-271,8,-279,116,0,2740,12,0,1955,-7135,187302,184382,560,-884,0,1444,1836,3672,-1512,-324,60,2812,-2264,181378,176,330,180872,2920,2680,240,193373,-2957
1961:Q2,40661,18660,10464,1016,29976,920,-116,43565,41435,40393,40245,934,-786,1042,20216,96,1240,2364,0,0,-1168,-8,-2356,1188,8,0,-351,8,-359,104,0,2324,4,0,11967,3636,19174,14186,8580,768,0,7812,-584,-1912,180,1148,88,6284,1108,-1290,68,-922,-436,4988,4672,316,2130,-2252
1961:Q3,43463,19964,10536,324,30762,838,-128,45015,-2283,44192,40615,4424,-847,-46475,15623,100,832,2972,0,0,-4648,-952,-5392,60,1636,0,633,8,625,120,0,3128,4,0,8691,3791,62098,60434,3436,608,0,2828,2512,904,668,940,44,6120,1124,47198,92,-1082,48188,1664,1532,132,47298,15
1961:Q4,47677,21956,11048,-180,31843,809,-140,47285,-4224,44810,41898,3572,-660,-49034,19704,-8,8404,-2024,0,0,3636,3588,3232,0,-3184,0,1,12,-11,56,0,1488,12,0,8955,-816,68738,68866,6304,808,0,5496,6932,1072,1956,3904,-104,5740,2516,47478,172,-2154,49460,-128,-400,272,51509,-1666
1962:Q1,46562,20488,11392,444,33220,976,-120,49442,34241,47930,42578,6170,-818,-13689,2861,-8,-5380,5180,0,0,1892,-2476,484,-40,3924,0,1691,20,1671,68,0,1812,12,124,3481,-6011,16550,16166,3148,-156,0,3304,3027,2144,-453,1336,32,5580,2452,1927,36,-1622,3513,384,244,140,15201,-536
1962:Q2,45729,20128,11680,-124,34391,1009,-120,49317,42289,46891,43776,4065,-950,-4602,9752,128,1584,636,0,0,-4960,1108,-4624,-216,-1228,0,1103,24,1079,108,0,2240,16,296,6005,2596,14354,13518,6452,276,0,6176,6167,4260,243,1664,76,2844,2412,-4433,-252,-3394,-787,836,576,260,7028,-1417
1962:Q3,47292,20796,11880,-752,35356,1121,-108,50449,45813,48106,44283,4621,-798,-2293,18349,-76,5872,-2604,0,0,-3988,1232,-5664,496,-52,0,739,24,715,96,0,2592,4,196,9281,6237,20642,20242,2772,464,0,2308,6912,4372,556,1984,44,9596,1780,-862,120,-2306,1324,400,256,144,4636,-1222
1962:Q4,47764,20952,11408,536,36117,1127,-156,53340,61877,45689,44139,2345,-795,16188,16914,-544,12204,388,0,0,2076,996,2648,-132,-1436,0,-357,16,-373,148,0,3728,8,80,-691,-126,726,6,4172,-168,0,4340,9267,3788,1183,4296,196,-6280,-2320,-5029,208,-3818,-1419,720,400,320,-8537,-6524
1963:Q1,47875,20924,12056,984,36670,1335,-92,53976,22571,47783,44495,3952,-664,-25212,-3376,152,-18368,1376,0,0,16272,-1264,16240,-1380,2676,0,2211,8,2203,140,-604,3508,0,44,6337,-14444,21836,21672,3584,-160,0,3744,4891,2480,863,1548,52,9712,424,3009,140,-1348,4217,164,-20,184,31405,-4858
1963:Q2,51843,22672,12424,216,37240,1360,-84,55647,47972,48576,45814,3725,-963,-604,15180,484,2268,-736,0,0,-1712,-388,-4460,1536,1600,0,91,0,91,132,-628,3200,-4,-8,7977,4116,15784,15428,3952,-512,0,4464,5446,2216,922,2308,116,6400,2980,-3466,124,-1976,-1614,356,-44,400,7675,-5711
1963:Q3,53512,23404,12544,-232,37824,1366,-92,56614,47794,51157,47169,4957,-969,-3363,17218,-260,3516,-172,0,0,-596,-1556,-2600,340,3220,0,1559,0,1559,100,-648,2636,0,-4,5341,5746,20581,19841,1904,-216,0,2120,6925,3580,809,2536,92,8536,1644,740,120,-1579,2199,740,384,356,8820,-4091
1963:Q4,54927,24016,12752,-752,38424,1344,-84,57259,53973,51600,48661,3515,-576,2373,19038,-1212,8636,2280,0,0,1672,1868,2104,836,-3136,0,-17,16,-33,140,-680,3388,4,32,5577,-782,16665,18497,4724,-32,0,4756,11553,5420,1833,4300,-144,4812,508,-2956,124,-1579,-1501,-1832,-1684,-148,3286,-4315
1964:Q1,57599,23732,13080,-236,39039,1259,-84,60933,33902,53168,49668,4516,-1016,-19266,-2941,544,-9140,4148,0,272,4220,1124,4080,-1132,148,0,3431,20,3411,116,-436,2972,4,-4,2929,-11997,16325,13505,2364,-344,0,2708,7191,2344,2487,2360,68,376,632,2874,180,-1579,4273,2820,2548,272,27031,-6506
1964:Q2,57655,23712,13808,-144,39705,1215,-72,60983,48643,54246,51059,4417,-1230,-5603,15406,368,3940,-1088,0,404,-2396,-976,-3632,156,2056,0,-1149,28,-1177,152,-448,3528,4,44,8109,3938,21009,17565,5224,140,0,5084,8339,3996,2263,2080,92,6448,1476,-4014,152,-1471,-2695,3444,3128,316,12340,-5522
1964:Q3,59218,24284,14244,-900,40424,1198,-84,61496,52616,56569,52802,5033,-1266,-3953,23101,224,3172,-572,0,-136,-3028,3360,-3352,-848,-2188,0,1731,28,1703,136,-464,3732,0,20,13853,4433,27054,26174,2772,-12,0,2784,11100,5956,1852,3292,44,10648,420,1190,144,-466,1512,880,748,132,8880,-3729
1964:Q4,58417,23824,14852,-696,41193,1183,-84,61505,49952,58921,54320,4765,-164,-8969,15925,-724,324,1448,0,696,-1344,-608,316,-608,-444,0,-173,20,-193,152,-464,3472,0,88,9277,3173,24894,26454,6244,844,0,5400,12394,6976,326,5092,-44,10364,-660,-1844,140,-1442,-542,-1560,-1844,284,11553,-1401
1965:Q1,65591,25888,14960,-400,42014,1179,-84,67620,34550,66011,58016,8886,-891,-31461,8873,-256,-3176,4132,0,-116,444,-3148,-1556,312,4836,0,3807,8,3799,244,44,6148,8,48,9233,-11687,40334,40018,2220,-1516,0,3736,18808,13840,2020,2948,144,13200,2236,3410,128,182,3100,316,-224,540,33070,-430
