1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q1,102508673,49812,3952243,12108927,2910905,3322187,770933,392925,1906616,251713,1431920,1272680,135403,23837,28167223,11493762,289726,1928514,30170378,6683076,27337639,11768542,4251453,4167219,1141994,6008431
2021:Q2,106611495,48534,4279290,11914581,2898565,3380526,584733,504726,1898798,392269,1454071,1294636,136249,23186,30509330,12130075,292670,1965588,30893120,6845145,28305763,12254375,4319047,4385185,1209648,6137508
2021:Q3,107482437,47734,4371100,12072221,2836200,3464105,710447,435217,1843926,474515,1499594,1339611,137269,22714,30839080,12132142,295614,1983294,30943108,6998245,28862448,12503870,4385659,4460187,1245216,6267517
2021:Q4,110200011,48228,4617028,12445356,2933634,3125413,506934,452449,1815767,350263,1518845,1358583,138225,22037,31684692,12829618,298558,2000338,31560021,7138281,29564154,12768446,4473501,4548530,1260506,6513170
2022:Q1,108208219,50310,4861092,12540429,2908430,3175269,738930,505217,1661672,269450,1626019,1467413,137288,21318,30981104,11872203,301855,1990075,30731655,7169778,29909404,12920271,4544225,4576982,1284233,6583693
2022:Q2,99977411,51466,5191272,12108655,2964482,3320809,737718,693399,1619106,270586,1588656,1432306,135886,20464,26006598,10048823,305152,1961562,29177651,7252285,30391313,13194268,4626203,4694138,1241438,6635265
2022:Q3,98236988,53015,5341293,11766738,3052721,3822328,1123388,879912,1546219,272809,1528968,1374924,134589,19455,25122685,9353403,308449,1961249,28577688,7348452,30805846,13417599,4684820,4789401,1238981,6675045
2022:Q4,100916827,51651,5062469,11716757,3216952,4512805,1535089,1071643,1625132,280941,1472409,1320391,133143,18875,26474632,9739410,311746,1987089,28920234,7450674,31169474,13577933,4752931,4894223,1178279,6766108
2023:Q1,104557563,51037,5084020,11323771,3559641,5177742,1996053,1201917,1690441,289331,1448471,1296450,133086,18935,28300909,10170184,315312,2028341,29586648,7511488,31309306,13641017,4814272,4886711,1172732,6794575
2023:Q2,107403654,47802,5005045,11213124,3746403,5309803,2182761,1132388,1699598,295056,1449712,1298330,132160,19222,29900108,10599879,318878,2055150,30195297,7562454,31554600,13740318,4864461,4941704,1172625,6835492
2023:Q3,105813073,49827,4748145,11282004,3938555,5409084,2310117,1170004,1630103,298861,1382886,1231621,131763,19502,28939066,10141452,322444,2042491,29963894,7593225,31776763,13866299,4910727,4962993,1201197,6835547
2023:Q4,111048234,49852,4798030,11326626,4122086,5807415,2458538,1259374,1778955,310547,1406940,1257242,130753,18945,31583801,10949981,326010,2060476,30979251,7637767,32030472,13961338,4946436,5023700,1202946,6896052
2024:Q1,115361808,53089,5034145,11241078,4164987,5755398,2489799,1165224,1784246,316128,1409248,1260584,130196,18468,34086614,11708347,329382,2100106,31788664,7690749,32167269,14006981,4997786,4990045,1242108,6930349
