1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,8003,8003,8003,12536,11112,1424,-4533,707,506,0,0,0,0,0,109,0,109,5,-117,204,204,0,0,5239,3621,3293,814,454,2025,4,325,0,0,1618,2,1616
1952:Q1,2079,2079,2079,2963,2679,285,-885,1649,13,0,0,0,0,0,842,0,842,1,728,65,65,0,0,2533,1177,527,40,127,360,0,649,0,0,1357,1,1356
1952:Q2,2096,2096,2096,3076,2659,417,-981,-61,-159,0,0,0,0,0,186,0,186,2,-163,73,73,0,0,920,1225,1139,333,118,688,1,85,0,0,-305,0,-305
1952:Q3,2113,2113,2113,2993,2409,584,-880,345,-202,0,0,0,0,0,65,0,65,1,406,75,75,0,0,1225,755,562,27,16,519,0,193,0,0,471,1,470
1952:Q4,2131,2131,2131,2833,2661,172,-702,164,-121,0,0,0,0,0,321,0,321,1,-107,70,70,0,0,866,-71,276,-21,31,266,-1,-346,0,0,937,2,935
1953:Q1,2152,2152,2152,3020,2793,228,-869,815,-84,0,0,0,0,0,-221,0,-221,2,1053,65,65,0,0,1684,1327,163,-119,122,160,1,1163,0,0,357,0,357
1953:Q2,2171,2171,2171,2740,2854,-114,-569,-46,-73,0,0,0,0,0,111,0,111,0,-148,64,64,0,0,523,951,853,169,49,635,0,98,0,0,-427,1,-428
1953:Q3,2189,2189,2189,3118,2930,188,-929,125,-41,0,0,0,0,0,-8,0,-8,3,107,64,64,0,0,1054,836,534,136,5,393,0,302,0,0,218,2,216
1953:Q4,2205,2205,2205,3369,2902,468,-1164,-303,2,0,0,0,0,0,246,0,246,2,-617,64,64,0,0,861,-1827,-630,-696,-81,147,0,-1197,0,0,2688,2,2686
1954:Q1,2219,2219,2219,2872,2701,172,-653,680,59,0,0,0,0,0,-309,0,-309,1,864,65,65,0,0,1333,1805,445,87,179,179,0,1360,0,0,-472,1,-473
1954:Q2,2234,2234,2234,2665,2757,-91,-431,-56,124,0,0,0,0,0,73,0,73,1,-320,66,66,0,0,375,1459,1104,243,44,817,0,355,0,0,-1083,2,-1085
1954:Q3,2249,2249,2249,3043,2907,136,-793,294,139,0,0,0,0,0,-50,0,-50,2,139,64,64,0,0,1087,1827,976,265,48,663,1,850,0,0,-740,1,-741
1954:Q4,2265,2265,2265,2891,3019,-128,-626,-287,103,0,0,0,0,0,287,0,287,2,-742,63,63,0,0,339,-798,30,-369,31,368,-1,-827,0,0,1137,3,1134
1955:Q1,2280,2280,2280,3113,3094,19,-832,626,80,0,0,0,0,0,-298,0,-298,2,781,61,61,0,0,1458,1626,686,-12,231,467,1,939,0,0,-168,1,-169
1955:Q2,2305,2305,2305,3167,3368,-201,-861,-229,69,0,0,0,0,0,118,0,118,2,-479,61,61,0,0,632,2133,1704,644,167,893,0,429,0,0,-1501,2,-1503
1955:Q3,2339,2339,2339,3252,3504,-252,-913,169,66,0,0,0,0,0,-6,0,-6,4,45,60,60,0,0,1082,1729,1188,373,104,711,1,540,0,0,-647,1,-648
1955:Q4,2382,2382,2382,3604,3442,162,-1222,-190,68,0,0,0,0,0,292,0,292,4,-614,60,60,0,0,1032,-140,342,71,-8,279,-1,-481,0,0,1171,4,1167
1956:Q1,2436,2436,2436,3422,3346,76,-986,820,37,0,0,0,0,0,-274,0,-274,3,1005,49,49,0,0,1806,1663,615,27,78,510,1,1047,0,0,143,1,142
1956:Q2,2483,2483,2483,2948,3239,-292,-465,250,19,0,0,0,0,0,101,0,101,4,81,45,45,0,0,715,1704,1456,454,140,862,0,248,0,0,-989,2,-991
1956:Q3,2524,2524,2524,3078,3206,-128,-554,605,35,0,0,0,0,0,40,0,40,3,481,46,46,0,0,1159,1502,1000,348,21,631,1,501,0,0,-343,1,-344
1956:Q4,2559,2559,2559,2826,3175,-348,-267,1,80,0,0,0,0,0,289,0,289,3,-423,52,52,0,0,268,-853,21,-286,121,186,-1,-873,0,0,1121,3,1118
1957:Q1,2590,2590,2590,3353,3267,86,-763,742,120,0,0,0,0,0,-313,0,-313,4,876,55,55,0,0,1505,1276,317,-61,160,218,1,958,0,0,230,0,230
1957:Q2,2620,2620,2620,3401,3216,185,-781,-442,139,0,0,0,0,0,121,0,121,7,-768,59,59,0,0,339,764,1092,365,73,654,0,-328,0,0,-424,1,-425
1957:Q3,2652,2652,2652,3475,3325,150,-823,49,177,0,0,0,0,0,-26,0,-26,2,-162,58,58,0,0,872,831,750,76,32,642,0,81,0,0,41,1,40
1957:Q4,2686,2686,2686,3085,3382,-297,-399,-79,230,0,0,0,0,0,259,0,259,3,-619,48,48,0,0,320,-131,294,75,-31,250,0,-425,0,0,452,1,451
1958:Q1,2721,2721,2721,3857,3388,469,-1137,1273,384,0,0,0,0,0,-400,0,-400,2,1239,48,48,0,0,2410,1725,461,-123,213,371,1,1263,0,0,684,1,683
1958:Q2,2750,2750,2750,3741,3426,316,-992,567,558,0,0,0,0,0,72,0,72,0,-101,38,38,0,0,1559,1521,1396,489,129,778,0,125,0,0,38,2,36
1958:Q3,2775,2775,2775,4075,3544,531,-1300,920,480,0,0,0,0,0,34,0,34,10,358,38,38,0,0,2220,1365,1075,60,42,973,1,289,0,0,855,1,854
1958:Q4,2795,2795,2795,4278,3795,483,-1483,-3,150,0,0,0,0,0,295,0,295,4,-497,45,45,0,0,1480,264,868,129,33,706,-1,-603,0,0,1216,3,1213
1959:Q1,2795,2795,2795,3810,3826,-16,-1016,333,-165,0,0,0,0,0,-267,0,-267,5,702,58,58,0,0,1349,2139,1465,87,339,1039,0,674,0,0,-790,2,-792
1959:Q2,2807,2807,2807,3639,3990,-351,-832,-812,-492,0,0,0,0,0,133,0,133,2,-523,68,68,0,0,20,2388,2381,611,286,1484,1,6,0,0,-2368,2,-2370
1959:Q3,2818,2818,2818,3512,4024,-512,-694,-415,-562,0,0,0,0,0,-25,0,-25,12,92,68,68,0,0,279,1907,1589,293,10,1286,1,317,0,0,-1628,2,-1630
1959:Q4,2827,2827,2827,3537,3897,-360,-710,-1247,-380,0,0,0,0,0,481,0,481,5,-1414,61,61,0,0,-537,-775,633,64,-116,685,-1,-1407,0,0,238,4,234
1960:Q1,2833,2833,2833,4671,3884,787,-1838,755,-259,0,0,0,0,0,-561,0,-561,6,1521,48,48,0,0,2593,2729,1175,121,216,838,1,1553,0,0,-136,0,-136
1960:Q2,2851,2851,2851,4105,3753,353,-1254,-737,-193,0,0,0,0,0,161,0,161,-1,-745,41,41,0,0,517,1423,1782,386,179,1217,0,-359,0,0,-905,1,-906
1960:Q3,2866,2866,2866,4101,3663,438,-1235,51,-139,0,0,0,0,0,-98,0,-98,12,236,40,40,0,0,1286,1424,1171,32,11,1128,0,253,0,0,-138,1,-139
1960:Q4,2877,2877,2877,3332,3728,-396,-455,-468,-102,0,0,0,0,0,275,0,275,4,-692,47,47,0,0,-13,-216,648,-24,-87,759,1,-865,0,0,203,1,202
1961:Q1,2886,2886,2886,3755,3798,-43,-869,601,-27,0,0,0,0,0,-608,0,-608,5,1177,54,54,0,0,1470,2874,1881,113,285,1483,0,993,0,0,-1404,2,-1406
1961:Q2,2899,2899,2899,4139,3925,215,-1241,-31,48,0,0,0,0,0,169,0,169,1,-310,61,61,0,0,1210,1442,1802,243,80,1479,1,-361,0,0,-232,2,-234
1961:Q3,2916,2916,2916,4629,4071,558,-1713,410,68,0,0,0,0,0,35,0,35,15,234,58,58,0,0,2123,1865,1905,181,103,1621,0,-40,0,0,259,3,256
1961:Q4,2938,2938,2938,4837,4231,606,-1899,-339,29,0,0,0,0,0,332,0,332,4,-751,47,47,0,0,1560,39,1106,64,-112,1154,1,-1068,0,0,1521,2,1519
1962:Q1,2963,2963,2963,5189,4379,810,-2226,525,15,0,0,0,0,0,-353,0,-353,5,820,38,38,0,0,2751,2498,1798,158,323,1317,0,700,0,0,252,1,251
1962:Q2,2987,2987,2987,4898,4553,345,-1911,-380,9,0,0,0,0,0,243,0,243,1,-656,23,23,0,0,1531,2166,2438,530,190,1718,0,-272,0,0,-635,1,-636
1962:Q3,3010,3010,3010,5030,4639,392,-2021,124,-2,0,0,0,0,0,-1,0,-1,16,85,26,26,0,0,2145,1921,1745,185,14,1546,1,175,0,0,223,0,223
1962:Q4,3030,3030,3030,4916,4661,255,-1886,-367,-21,0,0,0,0,0,296,0,296,4,-691,45,45,0,0,1519,887,1603,241,-70,1432,0,-716,0,0,631,1,630
1963:Q1,3048,3048,3048,5464,4735,729,-2417,393,-24,0,0,0,0,0,-349,0,-349,5,687,74,74,0,0,2810,2396,1901,66,490,1345,0,495,0,0,413,1,412
1963:Q2,3070,3070,3070,5287,5010,278,-2217,-186,-51,0,0,0,0,0,212,0,212,0,-447,100,100,0,0,2031,2360,2820,582,195,2043,0,-460,0,0,-329,1,-330
1963:Q3,3095,3095,3095,5317,5127,190,-2222,110,-49,0,0,0,0,0,46,0,46,19,-5,99,99,0,0,2332,1617,1959,129,37,1793,1,-343,0,0,715,1,714
1963:Q4,3125,3125,3125,5670,5283,387,-2546,-357,-21,0,0,0,0,0,329,0,329,4,-736,67,67,0,0,2189,908,1990,380,103,1507,0,-1082,0,0,1281,2,1279
1964:Q1,3157,3157,3157,5618,5466,152,-2461,426,1,0,0,0,0,0,-287,0,-287,5,613,94,94,0,0,2887,2360,1837,180,439,1218,1,522,0,0,527,1,526
1964:Q2,3195,3195,3195,5460,5450,10,-2265,148,29,0,0,0,0,0,138,0,138,1,-120,100,100,0,0,2413,2848,2868,482,322,2064,0,-20,0,0,-436,2,-438
1964:Q3,3235,3235,3235,5382,5467,-85,-2147,404,39,0,0,0,0,0,33,0,33,21,207,104,104,0,0,2551,2065,2073,136,67,1870,1,-9,0,0,486,1,485
1964:Q4,3279,3279,3279,5533,5470,63,-2254,-70,33,0,0,0,0,0,342,0,342,8,-555,102,102,0,0,2184,469,1518,-51,13,1556,0,-1049,0,0,1715,2,1713
1965:Q1,3328,3328,3328,6263,5598,665,-2935,369,26,0,0,0,0,0,-284,0,-284,8,521,98,98,0,0,3304,2692,2109,491,416,1202,1,582,0,0,612,1,611
1965:Q2,3381,3381,3381,6385,5725,660,-3004,-48,30,0,0,0,0,0,167,0,167,20,-361,96,96,0,0,2956,3019,3152,631,321,2200,0,-133,0,0,-63,2,-65
1965:Q3,3438,3438,3438,6449,5818,630,-3011,371,27,0,0,0,0,0,8,0,8,16,221,99,99,0,0,3382,2281,2179,202,1,1976,1,101,0,0,1101,2,1099
1965:Q4,3501,3501,3501,6579,5997,582,-3079,-50,21,0,0,0,0,0,370,0,370,7,-557,109,109,0,0,3029,1008,1886,245,51,1590,0,-878,0,0,2021,3,2018
1966:Q1,3568,3568,3568,6707,6058,649,-3139,489,3,0,0,0,0,0,-339,0,-339,12,697,116,116,0,0,3628,3558,3396,622,684,2090,1,161,0,0,70,0,70
1966:Q2,3634,3634,3634,6140,6012,128,-2507,-107,-7,0,0,0,0,0,129,0,129,14,-367,124,124,0,0,2400,2531,3199,954,250,1995,0,-668,0,0,-131,1,-132
1966:Q3,3697,3697,3697,6298,5965,333,-2601,690,-8,0,0,0,0,0,-105,0,-105,18,655,130,130,0,0,3291,1664,1526,28,23,1475,0,138,0,0,1627,1,1626
1966:Q4,3759,3759,3759,6322,5789,533,-2562,-21,2,0,0,0,0,0,263,0,263,8,-424,130,130,0,0,2541,730,1564,646,-30,948,0,-834,0,0,1812,1,1811
1967:Q1,3821,3821,3821,6507,5617,891,-2687,501,23,0,0,0,0,0,-334,0,-334,12,659,141,141,0,0,3188,1779,1833,199,555,1079,1,-55,0,0,1409,3,1406
1967:Q2,3883,3883,3883,6407,5749,658,-2524,108,30,0,0,0,0,0,76,0,76,24,-168,146,146,0,0,2632,3404,3422,745,349,2328,1,-19,0,0,-772,4,-776
1967:Q3,3947,3947,3947,6280,5851,429,-2332,586,37,0,0,50,50,0,-103,0,-103,9,440,153,153,0,0,2918,2707,2310,-41,-20,2371,1,396,0,0,211,4,207
1967:Q4,4016,4016,4016,6235,6123,112,-2219,101,42,0,0,50,50,0,245,0,245,12,-400,152,152,0,0,2320,2355,2767,457,275,2035,1,-413,0,0,-34,4,-38
1968:Q1,4086,4086,4086,7261,6355,906,-3176,-1152,31,0,0,50,50,0,-280,0,-280,11,-1129,165,165,0,0,2024,-367,1902,238,410,1254,1,-2270,0,0,2390,3,2387
1968:Q2,4164,4164,4164,7816,6469,1347,-3651,224,43,0,0,50,50,0,85,0,85,32,-157,171,171,0,0,3875,4037,3875,864,311,2700,1,161,0,0,-162,3,-165
1968:Q3,4251,4251,4251,6977,6669,307,-2726,671,44,0,0,50,50,0,-145,0,-145,8,527,187,187,0,0,3397,2893,2300,-50,-38,2388,1,592,0,0,504,4,500
1968:Q4,4344,4344,4344,6882,7092,-210,-2538,63,37,0,0,50,50,0,320,0,320,56,-608,208,208,0,0,2601,2307,2894,411,112,2371,1,-588,0,0,294,4,290
1969:Q1,4447,4447,4447,8231,7494,737,-3784,603,27,0,0,50,50,0,-322,0,-322,14,602,232,232,0,0,4387,3297,3071,869,575,1627,1,225,0,0,1090,4,1086
1969:Q2,4545,4545,4545,8274,7689,585,-3729,582,20,0,0,50,50,0,137,100,37,29,88,258,258,0,0,4311,5555,5126,1030,567,3529,1,428,0,0,-1244,4,-1248
1969:Q3,4636,4636,4636,8072,7976,96,-3436,720,16,0,0,50,50,0,18,100,-82,9,360,267,267,0,0,4156,4353,3825,591,162,3072,2,526,0,0,-197,4,-201
1969:Q4,4725,4725,4725,7756,7953,-197,-3030,70,16,0,0,50,50,0,327,100,227,12,-595,260,260,0,0,3100,2760,3296,257,248,2791,1,-537,0,0,340,5,335
1970:Q1,4812,4812,4812,8302,7913,389,-3490,585,28,200,0,50,50,0,-198,100,-298,14,221,270,270,0,0,4075,832,-6813,-39,731,-7505,1,21,0,7623,3243,7,3236
1970:Q2,4904,4904,4904,8200,7957,243,-3296,465,27,400,0,50,50,0,164,100,64,18,-471,277,277,0,0,3761,5283,4946,616,595,3735,2,195,0,140,-1522,6,-1528
1970:Q3,5004,5004,5004,7937,8149,-212,-2933,516,26,400,0,50,50,0,202,100,102,6,-442,274,274,0,0,3449,4974,4670,71,15,4584,2,-40,0,342,-1526,6,-1532
1970:Q4,5112,5112,5112,7590,8434,-844,-2478,316,28,400,0,50,50,0,349,100,249,24,-795,260,260,0,0,2794,3487,3864,-235,167,3932,1,-854,0,476,-693,7,-700
1971:Q1,5232,5232,5232,9686,8749,937,-4455,3400,28,400,0,50,50,0,-98,275,-373,17,1710,1293,293,0,1000,7855,6544,4137,549,789,2799,1,1652,0,754,1311,2,1309
1971:Q2,5347,5347,5347,10578,9359,1219,-5231,2002,27,400,0,50,50,0,385,300,85,20,-181,1301,301,0,1000,7233,7835,7630,945,602,6083,1,-511,311,404,-603,3,-606
1971:Q3,5463,5463,5463,10468,9656,813,-5005,2460,34,400,0,60,60,0,266,300,-34,6,378,1316,316,0,1000,7465,6231,5347,107,-232,5472,1,-165,363,685,1235,3,1232
1971:Q4,5578,5578,5578,9420,9898,-478,-3842,1962,48,400,0,40,40,0,505,300,205,36,-407,1340,340,0,1000,5804,6097,5455,574,17,4864,0,-773,363,1052,-293,4,-297
1972:Q1,5696,5696,5696,10543,10521,23,-4848,2355,60,400,0,50,50,0,-41,300,-341,10,513,1363,363,0,1000,7203,6274,4765,425,545,3795,1,225,363,920,928,4,924
1972:Q2,5817,5817,5817,11474,10636,838,-5657,2654,78,400,0,50,50,0,311,275,36,35,188,1592,392,0,1200,8311,11402,10219,1363,449,8407,1,534,363,285,-3091,4,-3095
1972:Q3,5946,5946,5946,11488,10801,687,-5542,2931,76,400,0,50,50,0,239,275,-36,7,562,1597,397,0,1200,8473,8582,7014,-85,48,7051,1,701,363,503,-109,4,-113
1972:Q4,6082,6082,6082,11470,11489,-19,-5388,2046,54,400,0,50,50,0,534,275,259,45,-616,1579,379,0,1200,7434,10410,9386,1053,156,8177,1,-316,363,976,-2977,5,-2982
1973:Q1,6226,6226,6226,11591,12086,-495,-5365,3020,129,406,0,33,33,0,-169,170,-339,28,470,2123,367,0,1756,8385,10703,8908,1572,2418,4918,5,458,364,968,-2318,21,-2339
1973:Q2,6393,6393,6393,13928,12297,1631,-7535,2164,136,405,0,28,28,0,212,129,83,62,513,808,347,0,461,9699,9983,8575,2122,772,5681,8,898,369,133,-284,31,-315
1973:Q3,6589,6589,6589,13210,12356,854,-6621,1919,149,402,0,15,15,0,-75,31,-106,52,623,753,344,0,409,8540,3771,1825,1957,270,-402,6,936,377,627,4769,25,4744
1973:Q4,6811,6811,6811,13449,12031,1418,-6638,1974,147,400,0,7,7,0,124,-45,169,28,710,558,357,0,201,8612,1653,-1360,2015,238,-3613,2,1066,386,1559,6959,34,6925
1974:Q1,7063,7063,7063,11340,11662,-322,-4277,2588,441,522,0,16,16,0,-247,69,-316,23,1454,379,373,0,6,6865,11911,8128,2241,969,4918,8,2264,434,1077,-5046,30,-5076
1974:Q2,7330,7330,7330,12126,11403,724,-4797,2233,241,470,0,15,15,0,97,52,45,105,1092,213,388,0,-175,7030,14923,12002,2844,1006,8152,8,1638,417,858,-7894,30,-7924
1974:Q3,7611,7611,7611,11435,11292,143,-3825,450,-154,341,0,12,12,0,-114,12,-126,49,189,127,380,0,-253,4275,12590,10453,2076,949,7428,8,154,372,1603,-8315,31,-8346
1974:Q4,7906,7906,7906,9635,10837,-1202,-1729,-534,-436,238,0,12,12,0,18,-25,43,49,-533,118,347,0,-229,1195,7956,6523,1141,654,4728,7,-951,337,2040,-6761,32,-6793
1975:Q1,8212,8212,8212,11526,10333,1193,-3315,115,-30,93,0,-10,-10,0,-553,-115,-438,40,405,170,436,0,-266,3430,6950,5501,910,626,3965,-1,367,302,781,-3520,-4,-3516
1975:Q2,8473,8473,8473,10601,10341,260,-2128,552,55,87,0,-2,-2,0,-68,-82,14,31,369,80,453,0,-373,2680,7838,7109,993,1651,4465,-1,442,287,1,-5158,-4,-5154
1975:Q3,8688,8688,8688,10719,10598,121,-2031,637,220,69,0,17,17,0,-133,-6,-127,31,279,154,471,0,-317,2668,5355,4331,891,863,2577,-1,381,249,395,-2687,-4,-2683
1975:Q4,8860,8860,8860,11342,10822,519,-2481,1387,336,55,0,31,31,0,198,62,136,157,210,400,501,0,-101,3868,5606,3413,676,919,1818,-1,122,219,1853,-1737,-5,-1732
1976:Q1,8982,8982,8982,11472,11178,294,-2490,958,276,118,0,-25,-25,0,-255,74,-329,57,-9,796,692,0,104,3448,8626,8007,973,1157,5877,1,617,292,-291,-5179,3,-5182
1976:Q2,9142,9142,9142,11782,11554,228,-2640,2046,357,211,0,9,9,0,175,136,39,58,124,1112,823,0,289,4686,9057,7695,1914,1486,4295,1,944,293,124,-4371,3,-4374
1976:Q3,9334,9334,9334,12769,11785,984,-3435,3006,568,442,0,94,94,0,157,279,-122,36,457,1252,871,0,381,6441,8804,7304,1311,1565,4428,0,745,297,458,-2363,4,-2367
1976:Q4,9558,9558,9558,12140,12483,-343,-2583,4247,746,631,0,163,163,0,635,410,225,127,726,1219,839,0,380,6830,8418,6479,1260,760,4459,-13,696,301,955,-1588,16,-1604
1977:Q1,9806,9806,9806,13042,12917,125,-3236,2452,537,461,0,171,171,0,-150,169,-319,76,29,1328,905,0,423,5688,12664,10540,1544,2798,6198,-1,1556,280,289,-6975,-3,-6972
1977:Q2,10077,10077,10077,15466,13847,1620,-5390,3915,596,540,0,192,192,0,133,237,-104,50,948,1456,950,0,506,9305,13264,12722,3019,1507,8196,0,1225,276,-959,-3959,-4,-3955
1977:Q3,10364,10364,10364,16110,14380,1730,-5746,4819,725,738,0,245,245,0,190,402,-212,18,1395,1508,993,0,515,10565,11164,10017,2160,1113,6744,-1,673,268,207,-599,-3,-596
1977:Q4,10667,10667,10667,17775,15111,2664,-7108,6072,824,898,0,289,289,0,701,550,151,127,1755,1478,1031,0,447,13180,10268,9450,1599,1014,6837,1,145,262,410,2912,-6,2918
1978:Q1,10986,10986,10986,16043,15490,553,-5056,4754,798,538,0,320,320,0,-17,497,-514,79,1583,1453,1066,0,387,9810,12918,10753,2421,2085,6247,6,534,94,1531,-3107,27,-3134
1978:Q2,11335,11335,11335,18087,17365,722,-6752,5294,808,662,0,269,269,0,421,557,-136,116,1554,1464,1130,0,334,12046,18322,16649,4933,3465,8251,9,902,165,597,-6276,31,-6307
1978:Q3,11711,11711,11711,20844,18694,2150,-9133,5554,825,972,0,142,142,0,566,710,-144,95,1481,1473,1144,0,329,14687,18048,16411,4645,2855,8911,10,1110,340,177,-3361,38,-3399
1978:Q4,12116,12116,12116,20508,20058,450,-8392,6191,842,1223,0,41,41,0,1096,841,255,86,1424,1479,1107,0,372,14583,17045,14583,3524,2104,8955,7,1039,481,935,-2462,48,-2510
1979:Q1,12541,12541,12541,22679,21207,1472,-10138,5545,754,1479,0,8,8,0,350,856,-506,62,1403,1489,1071,0,418,15683,17130,12633,3287,2363,6983,22,1920,566,1989,-1446,85,-1531
1979:Q2,12986,12986,12986,23414,22083,1330,-10427,5759,743,1462,0,-33,-33,0,700,801,-101,122,1255,1510,1041,0,469,16186,28355,25132,5131,4902,15099,22,2167,624,410,-12168,85,-12253
1979:Q3,13444,13444,13444,24832,23154,1678,-11388,5013,706,1419,0,-135,-135,0,536,666,-130,89,887,1511,1055,0,456,16401,24204,20447,4334,2044,14069,22,2160,769,806,-7802,85,-7887
1979:Q4,13913,13913,13913,23388,23117,271,-9475,4869,681,1387,0,-219,-219,0,726,564,162,216,591,1487,1108,0,379,14344,22284,15601,2980,3021,9600,51,2015,885,3732,-7940,56,-7996
1980:Q1,14388,14388,14388,22385,22287,98,-7998,1337,758,268,0,-170,-170,0,-696,-222,-474,140,488,549,950,0,-401,9335,21867,17455,460,3724,13271,58,1718,1075,1561,-12532,227,-12759
1980:Q2,14872,14872,14872,19331,20252,-921,-4459,575,737,457,0,-126,-126,0,-196,-12,-184,125,526,-948,936,0,-1884,5034,21211,16290,642,2444,13204,55,1515,898,2453,-16177,211,-16388
1980:Q3,15360,15360,15360,17681,21067,-3386,-2321,3164,683,929,0,-16,-16,0,436,511,-75,91,623,418,909,0,-491,5485,18600,15395,692,1933,12770,66,1419,457,1263,-13115,253,-13368
1980:Q4,15853,15853,15853,21598,23089,-1491,-5745,8591,652,1308,0,71,71,0,939,939,0,271,701,4649,875,0,3774,14336,16855,14048,1105,2023,10920,159,1044,103,1501,-2519,172,-2691
1981:Q1,16343,16343,16343,26575,24308,2267,-10232,7660,488,439,0,164,164,0,1614,1689,-75,100,539,4316,801,0,3515,17892,17993,18094,1899,4342,11853,66,1506,-292,-1381,-101,256,-357
1981:Q2,16827,16827,16827,27870,25543,2327,-11043,7873,530,311,0,172,172,0,1800,1825,-25,154,777,4129,739,0,3390,18916,19221,18596,4868,4627,9101,67,2256,-333,-1365,-305,258,-563
1981:Q3,17299,17299,17299,29400,25969,3431,-12101,8293,615,295,0,191,191,0,2167,2167,0,154,1372,3499,734,0,2765,20394,15351,13707,3440,2040,8227,74,1432,-437,575,5043,282,4761
1981:Q4,17762,17762,17762,28167,26261,1906,-10405,9013,688,424,0,207,207,0,2416,2441,-25,255,1848,3175,785,0,2390,19418,15483,14321,1196,107,13018,-32,852,-522,864,3935,567,3368
1982:Q1,18216,18216,18216,25466,24601,865,-7251,1770,320,511,0,-218,-218,0,1529,1529,0,189,1693,-2254,878,0,-3132,9021,19288,11621,-1276,665,12232,-140,664,30,7113,-10267,366,-10633
