1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q4,63412,63412,63412,86392,92357,-5965,-22980,34364,2608,5232,0,284,284,0,3756,3756,0,1084,2804,18596,3500,0,15096,57344,76238,65010,9056,12274,43680,636,4176,412,6004,-18894,688,-19582
1981:Q1,65372,65372,65372,106300,97231,9069,-40928,30640,1952,1756,0,656,656,0,6456,6756,-300,400,2156,17264,3204,0,14060,71568,74606,75010,9324,18274,47412,264,6024,-1168,-5524,-3038,1024,-4062
1981:Q2,67308,67308,67308,111481,102173,9308,-44173,31492,2120,1244,0,688,688,0,7200,7300,-100,616,3108,16516,2956,0,13560,75665,66397,63897,13812,13681,36404,268,9024,-1332,-5460,9268,1032,8236
1981:Q3,69194,69194,69194,117600,103876,13724,-48406,33172,2460,1180,0,764,764,0,8668,8668,0,616,5488,13996,2936,0,11060,81578,60500,53924,12992,8024,32908,296,5728,-1748,2300,21078,1128,19950
1981:Q4,71046,71046,71046,112667,105045,7622,-41621,36052,2752,1696,0,828,828,0,9664,9764,-100,1020,7392,12700,3140,0,9560,77673,70691,66043,9484,4487,52072,-128,3408,-2088,3456,6982,2268,4714
1982:Q1,72862,72862,72862,101865,98405,3460,-29003,7080,1280,2044,0,-872,-872,0,6116,6116,0,756,6772,-9016,3512,0,-12528,36083,80277,49609,-3396,4077,48928,-560,2656,120,28452,-44194,1464,-45658
1982:Q2,74250,74250,74250,97570,93949,3621,-23320,9112,2284,2232,0,-540,-540,0,5416,5516,-100,-172,7480,-7588,4440,0,-12028,32432,102142,63714,-8800,5734,66780,376,9744,668,27640,-69710,648,-70358
1982:Q3,75211,75211,75211,97780,89574,8206,-22569,14472,4732,2492,0,276,276,0,4020,4020,0,356,8448,-5852,3676,0,-9528,37041,103658,67770,-8492,4466,71796,424,5472,2036,27956,-66617,1012,-67629
1982:Q4,75730,75730,75730,90729,88500,2229,-14999,16284,6692,2832,0,920,920,0,2836,2836,0,600,9224,-6820,1208,0,-8028,31283,84211,50423,-5544,-1213,57180,552,-160,3140,30256,-52928,1028,-53956
1983:Q1,75816,75816,75816,81136,89227,-8091,-5320,26092,7968,3236,0,2972,2972,0,2192,2192,0,96,7824,1804,-2056,0,3860,31412,82387,75631,260,3771,71600,500,-6820,2012,11064,-50975,1960,-52935
1983:Q2,76056,76056,76056,79742,91487,-11745,-3686,23960,8192,3712,0,2896,2896,0,3060,3060,0,-92,7652,-1460,-5820,0,4360,27646,78444,58732,-1408,3340,56800,440,3660,1944,13668,-50798,676,-51474
1983:Q3,76443,76443,76443,68101,96755,-28654,8342,29164,8700,3836,0,2700,2700,0,5200,5200,0,140,7220,1368,-5492,0,6860,20822,84044,67892,984,4112,62796,536,1800,1776,12040,-63222,820,-64042
1983:Q4,76975,76975,76975,94991,101563,-6572,-18016,36428,9080,3616,0,2548,2548,0,6924,6924,0,132,6884,7244,-1120,0,8364,54444,98766,83050,8648,3106,71296,-720,1068,1652,13716,-44322,956,-45278
1984:Q1,77629,77629,77629,114801,106637,8164,-37172,52280,3724,3332,0,464,464,0,9868,9868,0,24,7960,26908,34308,0,-7400,89452,122320,109184,19412,8424,81348,356,-276,428,12628,-32868,1444,-34312
1984:Q2,78394,78394,78394,119700,111639,8061,-41306,19480,4180,2992,0,64,64,0,9920,9920,0,32,7532,-5240,2656,0,-7896,60786,129009,118625,16708,1089,100828,604,7424,684,1672,-68223,524,-68747
1984:Q3,79241,79241,79241,123907,114655,9252,-44666,17092,5532,3232,0,-940,-940,0,10052,10052,0,152,6460,-7396,3004,0,-10400,61758,137389,115701,18048,5925,91728,88,6952,1324,13324,-75631,244,-75875
1984:Q4,80183,80183,80183,124350,117751,6599,-44167,17296,6744,4044,0,-1756,-1756,0,10184,10184,0,112,5604,-7636,4260,0,-11896,61463,128660,111148,16916,-856,95088,-304,5280,1844,10692,-67197,1312,-68509
1985:Q1,81156,81156,81156,129594,121875,7719,-48438,32068,9248,5080,0,-52,-52,0,6792,6792,0,64,5456,5480,8008,0,-2528,80506,130410,103286,6088,854,96344,368,348,2496,23912,-49905,1056,-50961
1985:Q2,82186,82186,82186,128068,123315,4753,-45882,32812,10432,6344,0,80,80,0,5936,5936,0,-484,5076,5428,7452,0,-2024,78694,133497,105229,2900,-39,102368,4,8284,2876,17104,-54804,-364,-54440
1985:Q3,83217,83217,83217,130913,124361,6552,-47696,35496,13192,6132,0,400,400,0,3816,3816,0,-420,4124,8252,7780,0,472,83192,118746,53658,-180,3414,50424,52,3732,3824,57480,-35553,108,-35661
1985:Q4,84239,84239,84239,135799,130372,5427,-51560,35212,24056,4444,0,664,664,0,2144,2144,0,-336,3364,876,-1100,0,1976,86772,24971,19427,-600,-12061,32088,308,-17448,4584,18100,61801,1016,60785
1986:Q1,85171,85171,85171,130481,126746,3735,-45310,29252,5580,3120,0,2684,2684,0,-660,-660,0,-800,8992,10336,7400,0,2936,74562,96431,79163,3356,2203,73604,336,2560,960,13412,-21868,528,-22396
1986:Q2,86500,86500,86500,126356,128643,-2287,-39856,32756,2300,2152,240,2332,2332,0,5092,5092,0,84,9028,11528,8088,0,3440,72612,67553,76461,-3484,1321,78624,232,-14076,1248,3688,5059,524,4535
1986:Q3,88181,88181,88181,125967,129047,-3080,-37786,30032,936,1224,104,2088,2088,0,4672,4672,0,-784,8244,13548,7612,0,5936,67818,67011,63359,-196,-4121,67676,96,-4208,1956,5808,807,428,379
1986:Q4,90239,90239,90239,127447,129635,-2188,-37208,12296,1500,336,76,964,964,0,-6332,-6332,0,-904,5832,10824,3384,0,7440,49504,70350,49602,2700,-2718,49620,-76,7276,2528,11020,-20847,2380,-23227
1987:Q1,92643,92643,92643,125688,130982,-5294,-33045,-1308,976,-1176,-28,-204,-204,0,-6904,-6904,0,-820,2764,4084,-1560,0,5644,31737,74608,74616,6376,1412,66828,544,16540,760,-17852,-42871,-64,-42807
1987:Q2,93540,93540,93540,123156,131691,-8535,-29616,-16424,776,-3324,-216,-1420,-1420,0,-10048,-10048,0,-368,-956,-868,-7016,0,6148,13192,37794,47474,9012,1526,36936,200,-7788,84,-2176,-24603,456,-25059
1987:Q3,92769,92769,92769,129442,132862,-3420,-36673,-12188,768,-2988,-196,-1576,-1576,0,-8344,-8344,0,-584,-428,1160,-7484,0,8644,24485,49154,54178,10896,2066,41216,848,2492,248,-8612,-24669,-412,-24257
1987:Q4,90204,90204,90204,132328,132097,231,-42124,8228,936,-184,4,-688,-688,0,-1772,-1772,0,-112,4340,5704,-4444,0,10148,50352,64304,55880,8484,2232,45164,-4680,8996,1236,2872,-13952,5508,-19460
1988:Q1,100987,100987,100987,133575,136622,-3047,-32588,51604,6292,9072,3028,-12,-12,0,9104,9104,0,-296,9056,15360,-1284,0,16644,84192,121217,84013,12044,2565,69404,8,17744,2072,17380,-37025,820,-37845
1988:Q2,96493,96493,96493,129259,138960,-9701,-32766,60988,5656,8184,2732,404,404,0,14124,14124,0,44,13692,16152,8,0,16144,93754,100538,92662,7760,6078,78824,136,-12368,2728,17380,-6784,560,-7344
1988:Q3,94835,94835,94835,129675,138593,-8918,-34840,52996,3304,4684,1560,728,728,0,13448,13448,0,400,14360,14512,868,0,13644,87836,116973,98905,7524,13817,77564,196,-2748,3236,17384,-29136,400,-29536
1988:Q4,96222,96222,96222,124317,140506,-16189,-28095,38176,3056,4328,1448,956,956,0,3072,3072,0,96,11060,14160,2016,0,12144,66271,112510,63474,9840,-22198,75832,2484,25568,3604,17380,-46239,-1224,-45015
1989:Q1,99529,99529,99529,150967,142148,8819,-51438,22064,2324,3084,1028,1348,1348,0,-4860,-4860,0,-1364,8680,11824,5416,0,6408,73502,88735,54433,12636,12713,29084,1208,7858,4364,20872,-15233,904,-16137
1989:Q2,102488,102488,102488,145920,141299,4621,-43432,5160,-604,-1332,-448,1896,1896,0,-14268,-14268,0,-1584,7216,14284,8376,0,5908,48592,72670,50193,12866,4311,33016,592,-4516,5528,20872,-24078,1476,-25554
1989:Q3,104576,105663,105663,138956,143346,-4390,-33293,-796,-628,-1336,-444,1904,1904,0,-15896,-15896,0,-276,6052,9828,6416,0,3412,32497,75998,45742,12919,-4317,37140,-172,4320,5236,20872,-43501,500,-44001
1989:Q4,106051,106413,106413,136291,139475,-3184,-29878,5720,3648,5160,1724,1364,1364,0,-15776,-15776,0,272,5196,4132,2224,0,1908,35598,72663,44689,12630,5487,26572,1092,2509,3496,20876,-37065,-128,-36937
1990:Q1,106596,106596,106596,138975,136614,2361,-32379,6088,3724,4920,1640,948,948,0,-6504,-6504,0,-284,4240,-2596,-1372,0,-1224,38467,29839,23367,7059,8504,7804,136,8164,1456,-3284,8627,708,7919
1990:Q2,107093,107093,107093,127571,127045,526,-20478,-1420,1984,2312,772,656,656,0,-3464,-3464,0,-288,3204,-6596,-5876,0,-720,19058,-16264,-7722,2532,-5725,-4528,268,-5854,328,-3284,35322,972,34350
1990:Q3,107832,107832,107832,125774,121094,4680,-17942,6320,3856,5160,1720,420,420,0,-2600,-2600,0,-292,2216,-4160,-5940,0,1780,24262,-13335,-1048,2040,1428,-4516,-48,-9179,224,-3284,37597,388,37209
1990:Q4,108757,108757,108757,122040,118137,3903,-13283,-3852,-680,-1720,-572,240,240,0,-3808,-3808,0,-104,1288,1504,-1772,0,3276,9431,-15688,-14293,4201,-914,-17580,-5100,6661,324,-3280,25119,5584,19535
1991:Q1,109818,109818,109818,112484,113325,-841,-2666,428,3164,-3736,-1248,-60,-60,0,-5884,-5884,0,-292,-404,8888,2968,0,5920,3094,-788,-7274,3436,6474,-17184,-336,6858,572,-608,3882,-352,4234
1991:Q2,110269,110269,110269,110798,112426,-1628,-529,18596,5064,5160,1724,-496,-496,0,-5300,-5300,0,232,-864,13076,6652,0,6424,19125,-13295,32,-2896,1760,1168,180,-15231,332,1392,32421,-148,32569
1991:Q3,110754,110754,110754,99268,108583,-9315,11486,-2284,-3004,3500,1168,-476,-476,0,-5288,-5288,0,232,-4320,5904,6984,0,-1080,-13770,-63361,-66553,-2083,226,-64696,-128,-6656,584,9392,49590,256,49334
1991:Q4,110572,111128,111128,114997,107699,7298,-3869,15436,3292,3912,1304,-20,-20,0,-3640,-3640,0,560,1216,8812,3388,0,5424,19305,-13817,-29635,1767,-3086,-28316,52,10945,428,4392,33122,360,32762
1992:Q1,110796,110796,110796,110281,103393,6888,515,33160,9104,12632,4216,428,428,0,-2660,-2660,0,-280,4736,4984,976,0,4008,32645,10884,-18189,3424,3700,-25312,-52,14641,648,13836,21761,128,21633
1992:Q2,111231,111231,111231,114617,105125,9492,-3386,21740,4672,5868,1960,816,816,0,-2360,-2360,0,-364,8212,2936,-1576,0,4512,25126,-23607,-30063,1546,-2217,-29392,100,-8092,612,13836,48732,184,48548
1992:Q3,111866,119166,119166,113858,108208,5650,5308,35820,7520,7608,868,1920,1920,0,356,356,0,372,10828,6348,-2660,0,9008,30512,-23416,-33884,1634,66,-35584,-48,1032,648,8836,53928,176,53752
1992:Q4,112659,112659,112659,114812,111389,3423,-2153,15872,208,1760,2256,-256,-256,0,1244,1244,0,-8,4576,6092,-416,0,6508,18025,14337,-23158,4344,2226,-29728,324,17671,660,18840,3688,-344,4032
1993:Q1,113376,114575,114575,118388,121134,-2746,-3813,28900,5544,6820,-1112,1248,1248,0,-6640,-6640,0,416,9840,12784,1552,0,11232,32713,-19091,-37864,-9514,-2550,-25800,104,15257,-1644,5056,51804,-48,51852
1993:Q2,114409,114409,114409,116226,119014,-2788,-1817,22900,2400,2136,2280,392,392,0,-2076,-2076,0,228,3076,14464,2736,0,11728,24717,-24569,-15370,9271,-2233,-22408,132,-12651,-1736,5056,49286,-396,49682
1993:Q3,115284,115538,115538,113617,123970,-10353,1921,22832,1932,-652,2832,268,268,0,-1444,-1444,0,260,2140,17496,3264,0,14232,20911,-23330,-21188,-3110,3226,-21304,168,-5667,-1704,5060,44242,48,44194
1993:Q4,116106,116106,116106,129509,130029,-520,-13403,29960,3052,5336,552,724,588,136,-3116,-3116,0,224,4620,18568,2836,0,15732,43363,7702,-5403,20897,-7392,-18908,916,8984,-1852,5056,35662,-800,36462
1994:Q1,117301,133893,133893,144150,127433,16717,-10257,45300,15172,4520,1152,-9776,-9904,128,-4084,-4084,0,304,15916,22096,2120,0,19976,55557,27965,5525,16254,4667,-15396,-24,17227,436,4800,27592,256,27336
1994:Q2,118369,118369,118369,152350,133103,19247,-33981,78736,9852,3240,7776,17664,17532,132,7224,7224,0,240,15356,17384,1908,0,15476,112717,25297,13870,14222,-196,-156,-20,-10373,2016,19804,87421,-32,87453
1994:Q3,119692,119692,119692,148185,135982,12203,-28493,63564,16612,3868,916,2604,2476,128,1024,1024,0,240,18532,19768,1792,0,17976,92057,47166,23825,16088,3965,3772,-28,2285,1280,19804,44891,-136,45027
1994:Q4,121090,121090,121090,146275,138884,7391,-25185,62180,7708,2656,7128,8948,8816,132,3636,3636,0,-108,15368,16844,2368,0,14476,87365,60104,18139,14704,9955,-6520,-316,20529,1948,19804,27261,460,26801
1995:Q1,122831,122831,122831,149516,150533,-1017,-26685,92480,20344,6496,60,8628,8032,596,-3112,-3112,0,-108,23200,36972,4296,0,32676,119165,87268,46544,19306,8455,18784,-176,26932,364,13604,31897,20,31877
1995:Q2,124365,124365,124365,140542,149874,-9332,-16177,66896,9360,2928,4104,4224,3624,600,-1412,-1412,0,-120,10464,37348,4172,0,33176,83073,44432,36299,9257,-954,27996,-16,-5886,432,13604,38641,-116,38757
1995:Q3,125716,125716,125716,134076,150474,-16398,-8360,76976,14864,4716,900,6424,5828,596,-2260,-2260,0,-100,16828,35604,-68,0,35672,85336,75897,53854,10246,7880,35728,-32,7871,600,13604,9439,-4,9443
1995:Q4,126864,128281,128281,150128,152676,-2548,-21847,68624,9568,2992,2644,4300,3700,600,-1428,-1428,0,80,10692,39776,2600,0,37176,90471,87554,48730,7015,8307,33408,-1724,26136,808,13604,2917,1808,1109
1996:Q1,127806,127806,127806,156601,155224,1377,-28795,81296,17332,2124,-1084,6136,5724,412,-1592,-1592,0,-112,24324,34168,928,0,33240,110091,138630,64623,24239,9444,30940,192,42479,1904,29432,-28539,620,-29159
1996:Q2,128829,128829,128829,167510,155552,11958,-38681,114088,26812,3860,4208,8556,8140,416,-2240,-2240,0,56,38808,34028,292,0,33736,152769,126717,71816,20443,1601,49772,-12,23169,2312,29432,26052,-204,26256
1996:Q3,130407,130407,130407,175353,157710,17643,-44946,87420,15584,3968,1116,3148,2732,416,-756,-756,0,-44,26372,38032,1788,0,36244,132366,134715,82699,50656,-7246,39288,-16,19253,3348,29432,-2349,96,-2445
1996:Q4,131508,131508,131508,170162,164025,6137,-38654,96144,16984,4232,4568,3516,3100,416,-856,-856,0,484,28580,38636,900,0,37736,134798,147353,73110,21442,10923,40744,820,42287,1704,29432,-12555,-340,-12215
1997:Q1,132855,132855,132855,166136,162313,3823,-33281,119220,17892,13188,4388,6804,6256,548,-2792,-2792,0,12,29576,50152,1236,0,48916,152501,197264,94357,59225,8176,26956,228,37207,4476,60996,-44763,216,-44979
1997:Q2,134317,134317,134317,175977,167725,8252,-41660,139340,24792,12072,2468,2984,2436,548,-1088,-1088,0,-20,43168,54964,548,0,54416,181000,197219,97012,43466,-2895,56440,120,38971,5120,55996,-16218,-44,-16174
1997:Q3,136079,136079,136079,187513,174940,12573,-51434,118776,20648,9900,4252,3956,3404,552,-1516,-1516,0,52,22436,59048,2132,0,56916,170210,195841,106443,30708,26012,49724,84,29717,3600,55996,-25630,856,-26486
1997:Q4,137598,137598,137598,186046,175610,10436,-48448,146728,26072,7680,3568,3192,2644,548,-1176,-1176,0,-80,45156,62316,-1104,0,63420,195176,196733,120373,53561,-3849,70660,-276,21769,3868,51000,-1557,856,-2413
1998:Q1,139463,139463,139463,188396,174732,13664,-48933,206904,1040,38744,7064,7388,7740,-352,7556,7556,0,104,29616,115392,3836,0,111556,255837,306852,172346,12621,12317,147408,40,27139,5208,102120,-51015,-20,-50995
1998:Q2,141278,141278,141278,178407,179074,-667,-37129,216136,3060,36744,11436,6388,6736,-348,7556,7556,0,1108,17820,132024,2668,0,129356,253265,300167,192757,36745,8492,147520,68,22274,-2052,87120,-46902,-60,-46842
1998:Q3,143216,143216,143216,193646,188650,4996,-50430,252468,9132,42740,8500,4388,4740,-352,7560,7560,0,-44,44536,135656,3800,0,131856,302898,318466,181036,29459,3777,147800,28,44978,10304,82120,-15569,-352,-15217
1998:Q4,145370,145370,145370,195130,186840,8290,-49760,214988,11212,44744,11668,3388,3740,-352,7552,7552,0,-1012,20896,116540,1884,0,114656,264748,311176,184624,23296,13136,148192,-436,26849,3020,97120,-46428,1336,-47764
1999:Q1,147764,147764,147764,204221,193085,11136,-56457,183340,-4976,51052,7760,-2924,-2796,-128,-1744,-1744,0,-68,31796,102444,1044,0,101400,239797,284152,192679,53267,9924,129488,344,27910,-448,63668,-44355,800,-45155
1999:Q2,150095,150095,150095,204986,201811,3175,-54891,159168,124,52048,856,-1920,-1796,-124,-2368,-2368,0,20,41312,69096,1692,0,67404,214059,291130,147347,18461,6950,121936,-16,37547,22584,83668,-77071,376,-77447
1999:Q3,152365,154015,154015,204991,208299,-3308,-50976,199528,10164,55052,5240,80,208,-128,-2368,-2368,0,-24,47632,83752,2352,0,81400,250504,328215,214294,58432,9795,146068,248,37345,2664,73664,-77711,476,-78187
1999:Q4,155044,155044,155044,217186,213703,3483,-62142,198152,15116,54052,18684,1076,1204,-128,-2368,-2368,0,20,36916,74656,-744,0,75400,260294,354238,234755,68225,11519,155012,-172,35075,10912,73668,-93944,520,-94464
2000:Q1,158248,158248,158248,201533,213698,-12165,-43285,256468,28496,72072,1916,1732,1984,-252,-652,-652,0,60,64680,88164,792,0,87372,299753,338164,189380,45028,17892,126460,-88,35980,23652,89240,-38411,-1020,-37391
2000:Q2,161215,161215,161215,237395,223986,13409,-76180,280600,18440,74072,1100,732,984,-252,-656,-656,0,-112,85604,101420,1148,0,100272,356780,379492,239474,87278,6848,145348,128,53410,11240,75240,-22712,988,-23700
2000:Q3,163967,163967,163967,231525,226826,4699,-67558,233388,-1604,64072,14128,3732,3984,-252,-652,-652,0,36,68200,85476,508,0,84968,300946,282462,154078,21166,9392,123520,432,42105,-4796,90644,18484,-344,18828
2000:Q4,166599,166599,166599,239223,228254,10969,-72624,216576,-11632,62068,17596,4728,4980,-252,-652,-652,0,156,59884,84428,-2844,0,87272,289200,339438,200693,48224,9556,142912,-956,34553,16508,88640,-50238,768,-51006
2001:Q1,169352,169352,169352,220972,219967,1005,-51620,165208,20872,10140,11892,5728,4668,1060,3368,3368,0,-192,-148,113548,1680,0,111868,216828,203677,160725,59292,-1851,103284,140,-12840,492,55160,13151,-592,13743
2001:Q2,171922,174722,174722,213694,217176,-3482,-38972,172932,15836,9136,6480,4728,3668,1060,3356,3356,0,1912,2168,129316,2052,0,127264,211904,229446,172001,43754,8027,120220,16,1009,1260,55160,-17542,-84,-17458
2001:Q3,173960,176425,176425,222814,224630,-1816,-46389,131172,-9212,5136,6712,1720,664,1056,3364,3364,0,56,3892,119504,6836,0,112668,177561,208628,149949,33207,-15939,132680,140,-4621,8000,55160,-31067,432,-31499
2001:Q4,175777,175777,175777,214578,226343,-11765,-38801,158228,-24316,4140,13268,2728,1668,1060,3364,3364,0,28,1172,157844,580,0,157264,197029,231518,172426,37811,-3450,138064,48,-2560,6444,55160,-34488,-248,-34240
2002:Q1,175205,175205,175205,231194,228158,3036,-55989,71212,2784,14452,-3000,-128,8,-136,-632,-632,0,-8,18636,39108,3448,0,35660,127201,187654,160068,27978,10722,121368,48,5822,2996,18720,-60453,152,-60605
2002:Q2,177271,177271,177271,225812,231200,-5388,-48541,81454,2712,14456,4038,-128,8,-136,-628,-628,0,56,18996,41952,5228,0,36724,129995,213490,158456,23492,7940,127024,-176,35526,964,18720,-83495,396,-83891
2002:Q3,179444,179444,179444,233138,232544,594,-53694,71696,2692,14452,-6584,-128,8,-136,-624,-624,0,96,19000,42792,6072,0,36720,125390,205704,154247,20708,6603,126936,-128,31902,960,18724,-80314,256,-80570
2002:Q4,181985,181985,181985,235393,232484,2909,-53408,90230,2688,14456,14922,-128,8,-136,-636,-636,0,68,18996,39864,3140,0,36724,143638,205325,156647,22547,7224,126876,672,28322,964,18720,-61687,268,-61955
2003:Q1,184257,184257,184257,239709,234844,4865,-55452,48432,6124,44672,2292,1376,2056,-680,116,116,0,164,-25128,18816,6608,0,12208,103884,74299,83394,14968,4103,64324,-180,-31796,-508,23388,29585,84,29501
2003:Q2,185648,185648,185648,239509,241207,-1698,-53861,48300,6080,44668,2292,1376,2056,-680,120,120,0,80,-25132,18816,4416,0,14400,102161,65991,66639,6639,-4065,64064,-16,-23508,-512,23388,36170,176,35994
2003:Q3,187619,187619,187619,244019,243339,680,-56400,48340,6088,44672,2296,1376,2056,-680,120,120,0,240,-25128,18676,7204,0,11472,104740,68296,68414,7610,-3287,64092,-212,-22787,-508,23388,36444,20,36424
2003:Q4,190355,190355,190355,248990,246598,2392,-58635,48248,6064,44668,2292,1376,2056,-680,112,112,0,1888,-25132,16980,620,0,16360,106883,76278,80764,12263,4433,64068,-736,-26626,-512,23388,30604,540,30064
2004:Q1,193816,193816,193816,255608,247478,8130,-61792,328688,42156,51992,2472,6960,5300,1660,4552,4552,0,372,26640,193544,5568,0,187976,390480,378081,279440,64515,21648,193276,40,21477,8356,68768,12399,-36,12435
2004:Q2,197466,197466,197466,275036,253867,21169,-77570,328568,41804,51708,3072,6960,5300,1660,4556,4556,0,24,26640,193804,5464,0,188340,406138,338845,238316,21580,-12841,229576,-192,23602,8352,68768,67292,-532,67824
2004:Q3,201284,221397,221397,273468,261037,12431,-52071,328696,1852,91704,3072,6960,5300,1660,4548,4548,0,-32,26636,193956,6136,0,187820,380767,347181,247490,22515,-4825,229800,-68,22639,8352,68768,33586,-172,33758
2004:Q4,205770,205770,205770,278282,267167,11115,-72512,328728,21860,71708,3076,6960,5300,1660,4552,4552,0,-188,26640,194120,1120,0,193000,401240,354580,250609,23201,-2376,229784,-164,27011,8356,68768,46660,296,46364
2005:Q1,210384,210384,210384,284798,278418,6380,-74414,391732,-3436,103496,2444,6080,5980,100,5344,5344,0,176,66604,211024,3548,0,207476,466146,521270,314719,156471,-18832,177080,104,55075,8676,142696,-55125,928,-56053
2005:Q2,214893,214893,214893,288216,284435,3781,-73323,391848,-3404,103500,2444,6080,5980,100,5348,5348,0,-808,66608,212080,4164,0,207916,465171,537558,338798,155350,6179,177268,-200,47585,8676,142700,-72387,-36,-72351
2005:Q3,220113,266614,266614,296569,292167,4402,-29955,392172,-3288,103496,2444,6084,5980,104,5348,5348,0,288,66604,211196,10308,0,200888,422127,541796,346780,160049,8955,177776,44,43600,8676,142696,-119669,-560,-119109
2005:Q4,225367,231136,231136,311312,300321,10991,-80176,392324,36764,63496,2444,6076,5980,96,5344,5344,0,4,66608,211588,4084,0,207504,472500,557672,353892,159685,16198,178008,56,52352,8676,142696,-85172,-100,-85072
2006:Q1,229976,229976,229976,321104,310029,11075,-91128,454572,34612,60288,3176,1472,156,1316,-1540,-1540,0,24,39952,316588,3968,0,312620,545700,575417,408274,117971,7239,283064,84,13443,9008,144608,-29717,-276,-29441
2006:Q2,234171,234171,234171,315477,312993,2484,-81306,454768,34684,60288,3176,1472,156,1316,-1544,-1544,0,80,39952,316660,5804,0,310856,536074,585526,421283,113116,24827,283340,-248,10876,9008,144608,-49452,-2676,-46776
2006:Q3,238074,238074,238074,317792,313708,4084,-79718,454736,34668,60288,3176,1472,156,1316,-1548,-1548,0,384,39952,316344,5468,0,310876,534454,578963,412927,116251,13415,283260,116,12300,9012,144608,-44509,-828,-43681
2006:Q4,242276,242276,242276,317153,314959,2194,-74877,454816,34704,60288,3172,1472,156,1316,-1544,-1544,0,200,39952,316572,2532,0,314040,529693,589425,414744,113834,17510,283400,328,20737,9008,144608,-59732,-100,-59632
2007:Q1,245979,245979,245979,326904,319083,7821,-80925,431052,26908,54916,2172,2516,3008,-492,7444,7444,0,1096,54744,281256,4424,0,276832,511977,589987,469391,148608,12672,308112,-44,22972,3780,93888,-78011,36,-78047
2007:Q2,248542,248542,248542,333210,331456,1754,-84668,430984,26888,54920,2168,2516,3008,-492,7440,7440,0,1224,54740,281088,4348,0,276740,515652,585279,462256,137362,16582,308312,48,25302,3784,93888,-69627,-40,-69587
2007:Q3,251001,251001,251001,333039,329288,3751,-82038,431028,26900,54916,2172,2520,3008,-488,7444,7444,0,292,54744,282040,4916,0,277124,513066,585999,464643,137361,18358,308924,-112,23803,3780,93884,-72933,-876,-72057
2007:Q4,253747,253747,253747,322097,318825,3272,-68350,430836,26840,54916,2168,2512,3008,-496,7444,7444,0,224,54740,281992,1032,0,280960,499186,597613,467766,140069,18197,309500,100,32075,3784,93888,-98427,72,-98499
2008:Q1,256318,256318,256318,313692,321311,-7619,-57374,29944,-36044,38768,1044,-7884,-7532,-352,-2976,-2976,0,2356,-2968,37648,5236,0,32412,87318,499229,349076,124539,32654,191884,-92,29273,6684,114288,-411911,-896,-411015
2008:Q2,258703,258703,258703,316539,316274,265,-57836,29656,-36144,38764,1048,-7884,-7532,-352,-2964,-2964,0,416,-2972,39392,4160,0,35232,87492,448687,354521,120299,40514,193708,156,-26957,6680,114288,-361195,-120,-361075
2008:Q3,261287,274423,274423,315763,314596,1167,-41340,29316,-36260,38764,1044,-7884,-7532,-352,-2972,-2972,0,764,-2968,38828,7028,0,31800,70656,431175,292305,116413,-18632,194524,132,17766,6684,114288,-360519,708,-361227
2008:Q4,262557,262557,262557,305735,313301,-7566,-43178,28936,-36388,38764,1044,-7884,-7532,-352,-2976,-2976,0,1084,-2968,38260,-2616,0,40876,72114,428854,304948,117149,-7137,194936,-216,3154,6684,114284,-356740,-476,-356264
2009:Q1,261611,265175,265175,261773,281166,-19393,3402,-85260,-25036,35228,-1660,-5492,-5660,168,-1204,-1204,0,-2364,-26328,-58404,-11124,0,-47280,-88662,1715,-41030,-39805,-14813,13588,-112,16469,-6260,32648,-90377,-1484,-88893
2009:Q2,258712,265984,265984,234814,259981,-25167,31170,-85780,-25204,35228,-1660,-5500,-5660,160,-1208,-1208,0,408,-26328,-61516,-10032,0,-51484,-116950,-71673,-108283,-124699,8300,8116,196,10026,-6260,32648,-45278,-348,-44930
2009:Q3,256533,263489,263489,221621,250740,-29119,41868,-85764,-25200,35228,-1660,-5496,-5660,164,-1208,-1208,0,772,-26328,-61872,-9304,0,-52568,-127632,-73606,-120572,-120279,-9737,9444,716,19862,-6260,32648,-54026,1708,-55734
2009:Q4,256868,263052,263052,225452,234136,-8684,37600,-85160,-24996,35228,-1664,-5496,-5660,164,-1208,-1208,0,1100,-26328,-61796,-8692,0,-53104,-122760,-72639,-120333,-123100,-7533,10300,108,21202,-6264,32648,-50122,-236,-49886
2010:Q1,256440,260848,260848,236510,240861,-4351,24338,146512,-42780,42932,3112,2460,1916,544,4172,4172,0,64,37032,99520,29028,0,70492,122174,-69040,-40167,-3997,-29429,-6740,-12,42059,-732,-70188,191214,-160,191374
2010:Q2,255980,272068,272068,244610,247148,-2538,27458,146800,-42672,42932,3108,2460,1916,544,4164,4164,0,312,37032,99464,32724,0,66740,119342,-35692,-20382,-22465,8615,-6532,32,34434,-732,-49044,155034,264,154770
2010:Q3,256396,264389,264389,247922,243291,4631,16467,147120,-42568,42932,3112,2460,1916,544,4164,4164,0,1216,37032,98772,30632,0,68140,130653,-32058,-6852,-20214,20306,-6944,-36,24606,-732,-49044,162712,96,162616
