date,FU756330005.Q,FU755013005.Q,FU754090005.Q,FU753025003.Q,FU753013003.Q,FU752050005.Q,FU754022005.Q,FU753069603.Q,FU753061103.Q,FU753061703.Q,FU753062003.Q,FU753063005.Q,FU754023005.Q,FU753068005.Q,FU753069703.Q,FU753065005.Q,FU753064103.Q,FU753093005.Q,FU754194005.Q,FU754190005.Q,FU754110005.Q,FU754116005.Q,FU754112005.Q,FU753127005.Q,FU753130005.Q,FU752150005.Q,FU753169175.Q,FU753192305.Q,FU753193005.Q,FU753181115.Q,FU753192103.Q,FU753194503.Q,FU757005005.Q,FU753139105.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,1,67,0,0,1,-17,12,-44,0,6,9,83,69,14,0,0,0,3,2,37,57,-20,-63,16,-4,15,1,0,1,1,0,-65,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,1,1,54,0,0,0,-1,7,-24,0,6,10,55,48,7,0,0,0,95,97,118,119,-1,-14,-20,1,7,5,0,-2,-2,0,41,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,3,3,100,0,0,0,48,10,23,0,6,9,52,52,0,0,0,0,108,115,141,154,-13,-27,-7,0,-1,9,0,-7,-7,0,8,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,3,4,254,0,0,1,116,14,74,0,11,17,137,135,2,0,0,0,264,268,182,197,-15,53,23,2,3,5,0,-4,-4,0,9,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,4,5,227,0,0,0,92,10,62,0,8,12,135,110,25,0,0,0,251,265,134,143,-9,69,20,1,25,16,0,-14,-14,0,23,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,4,6,315,0,0,1,131,18,75,0,15,23,183,164,19,0,0,0,341,347,230,248,-18,75,15,0,19,8,0,-6,-6,0,25,ND
1952:Q1,1,1,168,0,0,1,55,14,31,0,4,6,79,85,-6,0,1,32,167,167,121,133,-12,40,10,0,-6,0,2,0,0,0,-1,ND
1952:Q2,1,1,149,0,0,1,61,5,38,0,7,11,71,80,-9,0,0,16,151,148,99,111,-12,34,14,0,-9,0,10,3,3,0,2,ND
1952:Q3,1,1,-147,0,0,-1,-82,-26,-46,0,-4,-6,-55,-63,8,0,0,-9,-147,-149,-134,-140,6,-38,14,-1,8,1,1,2,2,0,0,ND
1952:Q4,1,1,73,0,0,1,50,20,20,0,4,6,33,26,7,0,0,-11,78,69,43,47,-4,16,14,0,7,-1,-10,9,9,0,5,ND
1953:Q1,1,2,129,0,0,-1,-40,-10,-30,0,0,0,-20,-13,-7,0,0,190,202,200,-83,-83,0,294,13,0,-7,1,-18,2,2,0,72,ND
1953:Q2,1,2,-184,0,0,0,27,-3,8,0,9,13,27,32,-5,0,0,-238,-183,-186,58,62,-4,-277,14,0,-6,1,24,3,3,0,0,ND
1953:Q3,1,2,3,0,0,1,-9,-15,-7,0,5,8,26,9,17,0,1,-16,4,0,-13,-14,1,-16,12,0,18,0,-1,4,4,0,0,ND
1953:Q4,1,2,72,0,0,0,58,21,19,0,7,11,40,28,12,0,0,-26,73,68,38,44,-6,20,11,0,12,-1,-12,5,5,0,0,ND
1954:Q1,2,2,17,0,0,0,-29,-7,-12,0,-4,-6,12,11,1,0,0,34,19,16,-4,-4,0,7,14,0,1,1,-3,3,3,0,2,ND
1954:Q2,2,2,59,0,0,0,-1,-2,17,0,-6,-10,37,35,2,0,1,22,60,57,27,31,-4,17,13,0,2,0,-2,3,3,0,1,ND
1954:Q3,2,2,47,0,0,1,-12,-11,9,0,-4,-6,37,33,4,0,1,20,50,48,24,25,-1,11,13,1,4,1,-6,2,2,0,2,ND
1954:Q4,2,2,152,0,0,0,82,25,41,0,6,10,102,49,53,0,0,-32,155,152,106,114,-8,41,9,0,53,0,-57,3,3,0,2,ND
1955:Q1,2,3,-45,0,0,0,-17,-13,-34,0,12,18,-45,-31,-14,0,0,17,-43,-45,-34,-37,3,-10,0,0,-13,1,11,2,2,0,1,ND
1955:Q2,2,3,103,0,0,1,95,-2,19,0,31,47,14,44,-30,0,1,-8,106,103,89,95,-6,27,-5,0,-31,1,22,3,3,0,2,ND
1955:Q3,2,3,-45,0,0,0,27,-20,-14,0,24,37,-22,-25,3,0,0,-50,-43,-47,-26,-29,3,-9,-5,0,4,0,-11,4,4,0,1,ND
1955:Q4,2,3,36,0,0,0,60,15,4,0,16,25,-14,-8,-6,0,0,-10,39,35,30,32,-2,11,-2,0,-6,0,2,4,4,0,2,ND
1956:Q1,2,3,55,0,0,0,-69,-6,-12,0,-20,-31,19,15,4,0,0,105,58,54,24,27,-3,11,11,0,3,0,5,4,4,0,3,ND
1956:Q2,2,3,148,0,0,1,-6,2,28,0,-14,-22,64,59,5,0,0,89,151,149,91,97,-6,29,19,1,5,1,3,2,2,0,2,ND
1956:Q3,2,3,143,0,0,0,-22,-6,27,0,-17,-26,88,64,24,0,0,77,147,145,88,96,-8,28,17,0,25,1,-14,2,2,0,3,ND
1956:Q4,2,3,54,0,0,1,-11,16,10,0,-15,-22,32,0,32,0,0,32,55,50,24,27,-3,15,9,0,32,-2,-28,5,5,0,0,ND
1957:Q1,2,4,-32,0,0,0,-24,-12,-34,0,9,13,-10,-21,11,0,1,1,-29,-32,-23,-25,2,-12,-12,1,11,0,3,3,3,0,2,ND
1957:Q2,2,4,96,0,0,0,16,-1,17,0,0,0,37,45,-8,0,0,43,100,100,93,93,0,18,-19,1,-8,1,14,0,0,0,3,ND
1957:Q3,2,4,-27,0,0,0,-36,-19,-12,0,-2,-3,28,-15,43,0,1,-20,-25,-26,-8,-11,3,32,-21,1,44,0,-74,1,1,0,1,ND
1957:Q4,2,4,11,0,0,1,-26,14,-2,0,-15,-23,5,-17,22,0,1,30,13,8,19,15,4,41,-12,1,22,-4,-59,5,5,0,1,ND
1958:Q1,3,4,63,0,0,0,-32,-11,-14,0,-3,-4,72,27,45,0,0,23,65,65,60,63,-3,-53,-11,0,45,1,23,0,0,0,1,ND
1958:Q2,3,3,149,0,0,0,35,7,28,0,0,0,32,68,-36,0,0,82,152,151,129,135,-6,-33,-2,1,-36,0,92,1,1,0,2,ND
1958:Q3,3,3,49,0,0,0,-38,-16,-19,0,-1,-2,14,28,-14,0,1,72,52,51,44,44,0,37,-2,0,-14,0,-14,1,1,0,2,ND
1958:Q4,3,4,-18,0,0,0,47,29,28,0,-4,-6,-48,-31,-17,0,0,-17,-16,-15,-14,-15,1,29,-3,1,-18,2,-12,-1,-1,0,1,ND
1959:Q1,3,4,138,0,0,0,-4,-5,3,0,-1,-1,-1,27,-28,0,0,143,140,139,-44,-41,-3,201,5,-1,-28,0,6,1,1,0,1,ND
1959:Q2,3,4,218,0,0,1,5,0,5,0,0,0,11,25,-14,0,1,200,220,218,-60,-57,-3,280,7,0,-14,1,4,2,2,0,1,ND
1959:Q3,3,4,195,0,0,0,-8,-13,5,0,0,0,41,47,-6,0,0,162,197,195,-37,-33,-4,273,7,0,-6,1,-43,2,2,0,1,ND
1959:Q4,3,4,-441,0,0,0,33,28,3,0,1,1,39,0,39,0,0,-513,-438,-444,-100,-94,-6,-344,7,0,40,-1,-46,6,6,0,2,ND
1960:Q1,2,4,134,0,0,0,-34,-29,-3,0,-1,-1,27,-16,43,0,1,140,136,133,102,123,-21,27,9,-2,43,0,-46,3,3,0,1,ND
1960:Q2,2,4,188,0,0,0,1,8,-4,0,-1,-2,70,67,3,0,1,116,191,187,66,88,-22,30,9,-2,3,1,80,4,4,0,2,ND
1960:Q3,2,4,62,0,0,1,-18,-6,-4,0,-3,-5,145,87,58,0,1,-67,65,61,105,126,-21,24,11,-1,58,1,-137,4,4,0,2,ND
1960:Q4,3,4,92,0,0,0,31,44,-8,0,-2,-3,107,36,71,0,1,-47,96,92,65,88,-23,39,11,-2,72,1,-94,4,4,0,3,ND
1961:Q1,3,4,183,0,0,1,141,83,48,0,4,6,431,390,41,0,0,-390,188,184,154,143,11,20,11,3,42,1,-47,4,4,0,4,ND
1961:Q2,3,4,270,0,0,2,41,-15,48,0,3,5,160,152,8,0,1,66,275,272,210,198,12,79,12,3,8,0,-40,3,3,0,4,ND
1961:Q3,3,4,-49,0,0,-1,93,-7,77,0,9,14,-112,-142,30,0,0,-29,-48,-50,12,21,-9,-55,13,-1,30,1,-50,2,2,0,-0,ND
1961:Q4,3,4,-261,0,0,0,-186,-9,-144,0,-13,-20,-23,-76,53,0,0,-52,-259,-257,-264,-242,-22,37,7,-2,53,5,-93,-2,-2,0,1,ND
1962:Q1,3,4,50,0,0,-1,214,-23,146,0,36,55,-160,-123,-37,0,0,-3,50,48,53,41,12,51,4,-2,-37,1,-22,2,2,0,-2,ND
1962:Q2,3,5,74,0,0,-1,283,17,145,0,48,73,-198,-166,-32,0,1,-11,75,72,22,9,13,43,0,-2,-32,0,41,3,3,0,-1,ND
1962:Q3,3,5,-32,0,0,0,-124,-6,-134,0,6,10,95,107,-12,0,0,-3,-27,-29,1,22,-21,-81,-1,-1,-12,1,64,2,2,0,3,ND
1962:Q4,3,5,40,0,0,0,-211,9,-187,0,-13,-20,87,13,74,0,-1,165,43,35,46,-6,52,-48,2,1,74,-5,-35,8,8,0,1,ND
1963:Q1,2,4,39,0,0,2,17,15,15,0,-5,-8,144,156,-12,0,1,-125,48,46,65,84,-19,-81,13,3,-12,1,57,2,2,0,8,ND
1963:Q2,2,4,108,0,0,1,-34,2,17,0,-21,-32,167,146,21,0,0,-26,114,114,60,82,-22,14,17,3,22,0,-2,0,0,0,4,ND
1963:Q3,3,4,-7,0,0,2,-233,-8,-116,0,-43,-66,204,201,3,0,0,20,-1,-1,41,58,-17,-72,17,-4,2,0,15,0,0,0,4,ND
1963:Q4,3,4,52,0,0,0,-69,2,-23,0,-19,-29,-20,-56,36,0,0,141,52,58,-8,-30,22,42,15,5,37,3,-36,-6,-6,0,-2,ND
1964:Q1,3,5,89,0,0,0,10,21,-1,0,-4,-6,70,28,42,0,0,9,93,93,48,33,15,36,8,4,43,0,-46,0,0,0,2,ND
1964:Q2,3,5,151,0,0,0,-3,-4,-2,0,1,2,63,53,10,0,1,90,155,153,54,38,16,201,6,4,9,0,-121,2,2,0,1,ND
1964:Q3,3,5,215,0,0,-4,141,12,89,0,16,24,70,65,5,0,1,7,207,206,83,143,-60,270,7,-1,5,1,-159,1,1,0,-11,ND
1964:Q4,3,5,38,0,0,60,-72,-21,-43,0,-3,-5,-91,-133,42,0,1,140,176,178,106,148,-42,228,5,5,43,4,-213,-2,-2,0,135,ND
1965:Q1,3,5,364,0,0,-42,43,54,-9,0,-1,-1,56,68,-12,0,4,303,278,276,233,192,41,155,19,-4,-12,0,-115,2,2,0,-89,ND
1965:Q2,3,5,224,0,0,15,-31,-25,-8,0,1,1,-71,-77,6,0,3,308,260,262,245,244,1,-135,18,-5,6,-1,134,-2,-2,0,34,ND
1965:Q3,3,6,-335,0,0,2,83,3,57,0,9,14,127,135,-8,0,1,-548,-325,-322,-425,-319,-106,-220,17,0,-9,0,315,-3,-3,0,8,ND
1965:Q4,3,6,-275,0,0,9,24,-16,27,0,5,8,-280,-295,15,0,2,-30,-257,-249,-309,-338,29,29,21,7,16,0,-13,-8,-8,0,15,ND
1966:Q1,3,6,32,0,0,-10,-45,21,-51,0,-6,-9,62,62,0,0,3,22,7,10,-145,-149,4,-12,18,-4,-1,0,154,-3,-3,0,-28,ND
1966:Q2,3,6,325,0,0,18,-71,-3,-50,0,-7,-11,-18,-24,6,0,3,393,368,364,5,25,-20,307,20,-4,7,0,29,4,4,0,41,ND
1966:Q3,3,6,208,0,0,-20,141,28,75,0,15,23,140,150,-10,0,2,-55,168,165,187,154,33,-8,-1,12,-10,1,-16,3,3,0,-42,ND
1966:Q4,3,6,64,0,0,-8,22,11,-24,0,14,21,264,217,47,0,3,-217,57,42,177,142,35,-104,1,10,47,-4,-85,15,15,0,-10,ND
1967:Q1,3,6,-339,0,0,-27,40,38,-24,0,10,16,103,83,20,0,3,-458,-393,-397,-210,-61,-149,-64,26,-1,20,0,-168,4,4,0,-57,ND
1967:Q2,4,6,378,0,0,13,33,-12,-28,0,29,44,62,-23,85,0,2,268,410,409,-103,-123,20,408,25,0,86,1,-8,1,1,0,30,ND
1967:Q3,4,6,32,0,0,7,202,9,84,0,43,66,82,79,3,0,3,-262,54,52,48,305,-257,-88,28,-3,3,0,64,2,2,0,20,ND
1967:Q4,4,6,74,0,0,32,137,-14,85,0,26,40,20,-14,34,0,3,-118,149,149,106,276,-170,-126,32,-3,35,2,103,0,0,0,72,ND
1968:Q1,4,8,347,0,0,-14,31,25,14,0,-3,-5,156,152,4,0,3,171,322,320,-92,77,-169,359,40,4,4,0,5,2,2,0,-29,ND
1968:Q2,4,8,383,0,0,2,-8,17,18,0,-17,-26,91,101,-10,0,4,294,391,388,-123,55,-178,674,43,4,-10,1,-201,3,3,0,4,ND
1968:Q3,4,8,-783,0,0,-3,-4,20,22,0,-18,-28,132,124,8,0,3,-911,-785,-788,76,187,-111,-913,33,6,8,1,1,3,3,0,-6,ND
1968:Q4,4,8,948,0,0,8,-47,-5,-10,0,-13,-19,-10,-31,21,0,2,995,970,968,141,2,139,1011,38,7,20,2,-251,2,2,0,18,ND
1969:Q1,4,8,552,0,0,10,40,41,2,0,-1,-2,254,247,7,0,0,248,581,578,3,172,-169,1835,55,12,8,1,-1336,3,3,0,25,ND
1969:Q2,4,8,71,0,0,26,23,32,1,0,-4,-6,275,192,83,0,0,-253,131,126,12,203,-191,108,21,11,84,1,-111,5,5,0,56,ND
1969:Q3,4,8,435,0,0,-9,58,60,8,0,-4,-6,434,364,70,0,4,-52,422,417,133,181,-48,278,78,6,71,1,-150,5,5,0,-17,ND
1969:Q4,4,9,-261,0,0,9,90,52,10,0,11,17,356,312,44,0,4,-720,-237,-250,376,306,70,-2233,77,10,44,-7,1483,13,13,0,20,ND
1970:Q1,4,7,1249,0,0,26,-250,140,-291,0,-39,-60,821,841,-20,0,4,648,1315,1310,-531,-293,-238,3952,174,-9,-20,1,-2257,5,5,0,63,ND
1970:Q2,4,8,-390,0,0,42,97,-5,44,0,23,35,94,-31,125,0,5,-628,-286,-290,-445,8,-453,-382,90,2,126,1,318,4,4,0,101,ND
1970:Q3,4,8,683,0,0,-37,255,169,94,0,-3,-5,1000,1025,-25,0,4,-539,607,603,-276,-185,-91,1277,69,-1,-26,1,-441,4,4,0,-79,ND
1970:Q4,5,7,398,0,0,-7,607,66,9,0,210,322,641,399,242,0,4,-847,378,372,178,-54,232,-667,43,28,245,-1,546,6,6,0,-23,ND
1971:Q1,5,9,-65,0,0,36,-532,-32,-39,0,-182,-279,-166,-189,23,0,2,595,-7,-11,-692,-30,-662,1580,56,-4,23,1,-975,4,4,0,54,ND
1971:Q2,5,9,-417,0,0,112,-244,-20,-181,0,-17,-26,-15,-109,94,0,3,-273,-210,-215,-946,16,-962,1597,38,11,95,1,-1011,5,5,0,203,ND
1971:Q3,5,9,736,0,0,-49,77,56,0,0,8,13,449,348,101,0,-5,264,587,583,365,142,223,-645,114,97,102,2,548,4,4,0,-153,ND
1971:Q4,5,10,385,0,0,-63,48,67,-14,0,-2,-3,363,415,-52,0,-4,41,221,222,1955,274,1681,-2379,52,307,-52,7,332,-1,-1,0,-169,ND
1972:Q1,5,9,1486,0,0,149,320,70,203,70,-9,-14,459,440,19,0,16,542,1806,1801,3167,-397,3564,-4274,97,348,19,1,2443,5,5,0,316,ND
1972:Q2,5,9,-99,0,0,92,-81,-3,-97,70,-20,-31,-177,6,-183,0,7,60,118,114,648,240,408,-1291,76,-201,-185,1,1066,4,4,0,213,ND
1972:Q3,5,9,867,0,0,-49,256,115,109,70,-15,-23,626,720,-94,0,0,34,765,761,1068,150,918,-155,-274,428,-94,1,-213,4,4,0,-106,ND
1972:Q4,5,10,428,0,0,99,-141,-68,-96,-7,12,18,-343,-403,60,0,0,813,-381,-378,-2874,-36,-2838,2402,-271,-265,59,8,563,-3,-3,0,-814,ND
1973:Q1,6,12,466,0,0,37,81,207,-128,84,-1,-81,342,330,-8,20,15,-9,85,81,392,-1915,2307,-1142,387,547,-7,1,-97,4,4,0,-388,ND
1973:Q2,6,13,1061,0,0,291,321,205,44,48,-1,25,439,370,75,-6,-20,30,1645,1631,-70,594,-664,1008,45,356,76,4,212,14,14,0,577,ND
1973:Q3,6,13,1137,0,0,-87,-170,-278,33,74,26,-25,1170,967,187,16,18,206,1267,1253,1648,-62,1710,-1122,356,182,188,4,-3,14,14,0,123,ND
1973:Q4,6,14,1324,0,0,66,149,104,20,-15,2,38,1210,1044,144,22,36,-137,1176,1152,-1407,-1126,-281,1520,173,347,146,7,366,24,24,0,-155,ND
1974:Q1,6,16,1025,0,0,434,290,165,-7,109,24,-1,356,93,255,8,11,-66,1919,1905,2373,2653,-280,-298,82,-111,258,4,-403,14,14,0,885,ND
1974:Q2,7,16,2536,0,0,-158,311,235,23,31,32,-10,2403,1795,602,6,1,-21,1480,1423,-3700,-2870,-830,3676,189,516,607,14,121,57,57,0,-1065,ND
1974:Q3,7,17,1806,0,0,248,-32,26,-49,-45,24,12,1737,1149,572,16,-1,-146,3292,3236,4995,2487,2508,-2756,529,195,578,15,-320,56,56,0,1476,ND
1974:Q4,8,17,1886,0,0,-434,341,227,87,45,-30,12,2362,1854,490,18,1,-384,2061,1959,342,-1557,1899,532,324,276,495,22,-32,102,102,0,166,ND
1975:Q1,10,23,-62,0,0,276,-679,-410,-64,-223,18,0,201,37,49,115,14,126,643,587,330,397,-67,-1235,179,-70,49,15,1319,56,56,0,692,ND
1975:Q2,11,23,312,0,0,-204,364,359,-13,-48,32,34,-373,-308,-198,133,-17,542,-98,-103,-2662,-761,-1901,1960,500,136,-200,1,162,5,5,0,-422,ND
1975:Q3,11,23,149,0,0,413,-84,-36,10,-54,13,-17,289,541,-190,-62,-1,-468,1097,1092,1581,1394,187,-1291,964,-339,-191,1,367,5,5,0,936,ND
1975:Q4,12,24,1195,0,0,-175,291,77,174,54,-30,16,996,710,387,-101,14,69,791,838,-2728,-2636,-92,1142,1741,449,391,-12,-145,-47,-47,0,-416,ND
1976:Q1,16,32,-476,0,0,249,7,26,95,-15,-28,-71,-620,-635,35,-20,63,-175,94,89,524,490,34,117,-614,-151,35,1,177,5,5,0,554,ND
1976:Q2,16,33,408,0,0,-40,135,-95,156,55,10,9,634,460,177,-3,-8,-313,372,347,40,-665,705,445,360,-26,178,7,-657,25,25,0,-53,ND
1976:Q3,17,34,318,0,0,-125,218,371,-78,-69,6,-12,41,112,-37,-34,-12,196,100,74,-551,2345,-2896,193,372,66,-37,6,25,26,26,0,-236,ND
1976:Q4,17,36,1252,0,0,211,572,156,379,23,14,0,653,107,585,-39,-8,-176,1806,1737,-1254,-2981,1727,1612,264,586,591,-11,-51,69,69,0,536,ND
1977:Q1,24,46,-104,0,0,29,-164,178,-185,-67,-80,-10,238,202,34,2,26,-233,29,4,213,2169,-1956,-819,276,-78,34,7,371,25,25,0,111,ND
1977:Q2,25,48,564,0,0,215,-435,-327,-101,-18,12,-1,835,675,149,11,-1,-50,1110,1083,123,17,106,919,330,231,151,7,-678,27,27,0,523,ND
1977:Q3,26,49,1925,0,0,687,633,284,178,-8,137,42,690,736,-25,-21,-3,-82,3516,3489,465,-2573,3038,2425,134,57,-25,7,426,27,27,0,1567,ND
1977:Q4,27,52,1892,0,0,-147,161,-58,135,-21,-21,126,2098,1656,468,-26,9,-229,1657,1618,-2019,-673,-1346,494,1476,714,472,-5,486,39,39,0,-260,ND
1978:Q1,37,78,2621,0,200,-81,269,284,-57,31,-34,45,1689,1972,-295,12,29,515,2530,2503,2081,-1859,3940,-526,902,-102,-297,7,438,27,27,0,-132,ND
1978:Q2,38,86,3402,0,289,309,583,384,151,89,-57,16,1947,1906,22,19,-3,277,4186,4152,1464,838,626,734,511,487,21,10,925,34,34,0,736,ND
1978:Q3,40,90,3705,0,-15,359,236,180,11,11,-19,53,2561,3019,-468,10,8,556,4607,4572,876,1911,-1035,543,1979,272,-472,9,1365,35,35,0,852,ND
1978:Q4,41,94,5664,0,104,250,349,121,156,67,-23,28,5168,4721,440,7,6,-213,6486,6425,-576,-4160,3584,1708,3029,1996,496,-7,-221,61,61,0,770,ND
1979:Q1,59,137,3684,0,39,372,52,142,-160,-40,-10,120,3199,3123,60,16,2,20,4743,4624,3877,5984,-2107,-17,238,-819,60,30,1255,119,119,0,981,ND
1979:Q2,62,139,3664,0,183,105,98,-171,236,-10,24,19,3327,2920,390,17,-1,-48,3621,3503,704,-2753,3457,1980,1718,468,560,31,-1958,118,118,0,-120,ND
1979:Q3,64,146,9029,0,93,367,1014,375,132,35,19,453,7449,6380,740,329,1,105,9636,9518,5873,2170,3703,-1293,2317,1608,890,31,92,118,118,0,526,ND
1979:Q4,68,147,3531,0,-327,492,180,277,295,36,33,-461,3197,2486,320,391,9,-20,4364,4212,3606,2153,1453,87,-640,1308,310,-3,-456,152,152,0,754,ND
1980:Q1,87,216,3977,0,200,481,11,-20,57,-53,31,-4,3296,2214,690,392,2,-13,4389,4060,5859,2851,3008,-4449,-329,1145,700,86,1048,329,329,0,284,ND
1980:Q2,92,208,-309,19,22,651,-194,-252,115,-23,75,-109,-1197,-2175,587,391,-10,400,-1374,-2037,-1737,-6698,4961,-1288,-127,595,653,42,-175,663,163,500,-1182,ND
1980:Q3,96,214,5541,1,-276,235,1044,654,322,-1,48,21,4077,3266,521,290,4,456,6854,6098,3253,3203,50,1115,3356,-2558,791,57,84,756,217,539,1195,ND
1980:Q4,100,222,9044,1,207,921,658,401,83,36,2,136,6500,6562,-311,249,-8,765,9737,10458,4951,-2386,7337,-967,4993,1202,-245,231,293,-721,-50,-671,571,ND
1981:Q1,101,230,2105,0,188,-1173,196,187,-187,58,1,137,2469,1454,635,380,-25,450,6401,5547,2258,1861,397,-799,1313,1643,642,47,443,854,180,674,4167,ND
1981:Q2,106,239,2614,2,237,1857,676,463,28,13,-37,209,-478,-1466,492,496,-12,332,2765,4112,5018,302,4716,-463,666,-1732,957,115,-449,-1347,444,-1791,18,ND
1981:Q3,111,249,8044,-1,273,97,139,86,60,194,-3,-198,6098,5489,236,373,2,1436,11671,11183,6103,2561,3542,-1031,3092,1700,385,81,853,488,311,177,3489,ND
1981:Q4,115,256,7722,0,-101,2879,1357,308,511,-64,-32,634,3066,892,1685,489,-16,537,6116,5752,-12602,-17071,4469,-3851,13643,6550,1232,52,728,364,706,-342,-1747,ND
1982:Q1,114,253,5379,2,77,-2567,-203,-523,166,-10,-28,192,6472,5762,371,339,7,1591,5215,3928,-10171,-8615,-1556,-1489,14480,-86,558,-53,689,1287,451,836,-303,ND
1982:Q2,119,247,5991,2,-81,804,-58,-20,-267,2,-18,245,5052,4409,247,396,-3,275,13120,11270,-3191,-3803,612,227,11755,-308,933,145,1709,1850,253,1597,7001,ND
1982:Q3,123,241,3195,0,235,-3058,135,-36,-43,15,-4,203,5574,5481,-132,225,2,307,11371,9406,-1073,-6366,5293,-837,9172,3618,-695,98,-877,1965,242,1723,8058,ND
1982:Q4,127,236,6964,-2,116,2490,942,-120,959,-8,0,111,1232,835,279,118,4,2182,-3175,-1129,-5215,-4884,-331,414,5994,-2551,754,158,-683,-2046,216,-2262,-10248,ND
