1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q4,34370258,8718211,13220392,33876,2120080,504428,235919,258937,41772,146600,633586,80869,112500,8263088,34370258,13193489,6764557,12973,183306,379496,3887,246593,101617,353893,22,0,2775599,91954,10262872
2021:Q1,35793582,9242939,13551275,33969,2141065,560326,242897,269211,41209,158494,658331,89550,50278,8754038,35793582,13522500,7158777,13004,122253,392771,3835,268117,102440,395860,22,0,2815559,134247,10864197
2021:Q2,38123324,10057008,14314297,32819,2194463,549169,262893,294698,40875,176494,692552,90279,40278,9377499,38123324,14276495,7665797,13557,110753,422646,3980,288286,103007,424020,23,0,2893619,116796,11804345
2021:Q3,38929889,10128347,15086383,33089,2220256,553155,258514,286291,40012,177286,704595,92924,26859,9322178,38929889,15053315,7606661,13765,97371,420492,4129,292607,97386,426446,21,0,2920470,125787,11871439
2021:Q4,41169148,11258172,15599868,33877,2243503,571934,283274,309471,40869,198150,724495,86966,21258,9797311,41169148,15561369,7981528,14240,91770,439710,4300,307739,95762,454804,22,0,2946306,108531,13163067
2022:Q1,40299713,10712507,16028803,34324,2178210,557858,263760,259267,42331,186821,701527,84885,21257,9228163,40299713,15986736,7531633,14270,92069,418993,4328,283904,77901,435403,21,0,2867913,132196,12454346
2022:Q2,37404906,8974745,16639702,34919,2114502,451688,217678,179387,48476,152922,694573,84028,17940,7794346,37404906,16620593,6375167,14333,90322,363335,5114,232769,53744,371050,18,0,2805000,105553,10367908
2022:Q3,36211072,8502090,16622488,35062,2063385,437701,206948,144852,54298,143292,721321,91903,17940,7169792,36211072,16614162,5869915,15219,90657,352566,5648,210738,39795,348427,14,0,2767180,116588,9780163
2022:Q4,37522076,9129776,16243045,35014,2103649,454060,218352,134882,60826,148505,733174,95514,15400,8149879,37522076,16239531,6695461,15139,88282,397901,6266,236398,33158,408784,13,0,2814409,109409,10477325
2023:Q1,38721915,9820120,15913553,35417,2165368,492917,230727,139782,72386,153648,737722,98723,15400,8846152,38721915,15912520,7261582,16974,88548,434612,6170,252167,42550,445828,12,0,2885138,117123,11258691
2023:Q2,40142335,10620037,16159615,35630,2174470,534541,252589,144668,67131,163267,764627,92799,13400,9119561,40142335,16153648,7476563,17638,88130,444962,6040,261157,45597,461272,11,0,2886202,114174,12186941
2023:Q3,39203297,10215069,16103267,35945,2170463,544517,244732,131212,65004,157053,765247,87585,14136,8669067,39203297,16103432,7108452,17913,88866,422591,6339,243158,49205,436459,7,0,2872460,137478,11716937
2023:Q4,40878803,11322488,15635876,36065,2212436,575937,273648,138216,64898,170525,788990,81684,7400,9570640,40878803,15599529,7865261,18304,82130,458928,6146,271031,49618,470779,7,0,2914029,115618,13027423
2024:Q1,42746834,12521272,15529367,36357,2236391,631924,304485,152902,63271,187889,830043,80195,7400,10165338,42746834,15498627,8385307,18122,81437,469996,6087,286112,50409,490592,6,0,2945688,126473,14387978
