date,LM263192101.Q,LM103092105.Q,LM763092100.Q,LM513092103.Q,LM543092173.Q,LM613092103.Q,LM663092103.Q,LM733092103.Q,LM103192105.Q,LM115114103.Q,LM753192103.Q,LM513192103.Q,LM543192173.Q,LM613192103.Q,LM663192103.Q,LM733192103.Q,LM503192103.Q,LM263092101.Q,LM263192005.Q,LM263092001.Q
1945:Q4,6946,6718,22,60,93,23,30,0,1184,44,140,251,218,17,136,0,0,1990,7227,2507
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,6946,6700,25,63,97,27,34,0,1176,44,141,252,219,17,138,0,0,1987,7227,2503
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,8041,7774,28,67,101,32,39,0,1247,44,144,254,220,17,140,0,0,2066,8366,2603
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,9251,8959,31,71,105,38,47,0,1386,48,145,256,221,17,139,0,0,2212,9625,2787
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,10284,9963,35,75,109,47,55,0,1499,49,146,258,223,17,142,0,0,2334,10700,2941
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,11330,10976,40,79,114,57,64,0,1848,57,148,260,225,17,136,0,0,2691,11788,3391
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,12474,12078,48,83,121,68,76,0,2050,62,149,263,228,17,134,0,0,2903,12979,3658
1952:Q1,12838,12442,48,83,121,68,76,0,2093,63,149,263,228,17,136,0,0,2949,13357,3716
1952:Q2,13410,13002,50,85,123,71,79,0,2148,63,152,264,229,18,137,0,0,3011,13953,3794
1952:Q3,13709,13289,52,86,125,74,83,0,2185,64,154,265,229,19,139,0,0,3055,14264,3849
1952:Q4,14148,13706,57,86,130,80,89,0,2227,67,158,279,241,18,141,0,0,3131,14721,3945
1953:Q1,14520,14065,59,88,132,83,93,0,2295,67,160,279,242,19,144,0,0,3206,15108,4040
1953:Q2,14940,14472,61,90,134,86,97,0,2314,68,163,280,244,20,148,0,0,3237,15545,4079
1953:Q3,15307,14825,63,92,136,90,101,0,2377,70,167,281,245,21,151,0,0,3312,15926,4173
1953:Q4,15621,15124,66,92,139,94,106,0,2434,72,164,290,252,19,143,0,0,3374,16253,4251
1954:Q1,15920,15408,68,94,141,98,111,0,2489,73,167,291,253,20,147,0,0,3440,16564,4334
1954:Q2,16329,15801,71,96,144,102,115,0,2559,75,170,292,255,21,150,0,0,3522,16990,4438
1954:Q3,16546,16001,74,98,147,106,120,0,2631,76,172,293,256,21,153,0,0,3602,17216,4538
1954:Q4,16945,16373,78,109,149,111,125,0,2619,79,185,326,283,21,164,0,0,3677,17631,4633
1955:Q1,17246,16656,81,111,152,115,131,0,2696,80,187,327,284,22,167,0,0,3763,17944,4741
1955:Q2,17751,17144,84,112,155,120,136,0,2780,82,190,329,286,23,171,0,0,3861,18469,4865
1955:Q3,18119,17493,87,114,158,125,142,0,2848,83,194,330,287,24,175,0,0,3941,18852,4966
1955:Q4,18641,17992,91,118,161,131,148,0,2870,87,202,357,310,24,179,0,0,4029,19395,5076
1956:Q1,19204,18536,94,120,163,136,155,0,2954,88,206,359,311,25,183,0,0,4126,19981,5199
1956:Q2,19875,19186,98,123,166,141,161,0,3030,90,208,360,312,25,186,0,0,4211,20679,5306
1956:Q3,20702,19990,102,126,169,147,168,0,3098,91,210,360,313,26,188,0,0,4286,21540,5400
1956:Q4,21630,20894,108,128,172,154,174,0,3148,94,207,365,317,25,177,0,0,4333,22505,5459
1957:Q1,22240,21482,111,130,175,160,182,0,3182,94,210,366,317,25,181,0,0,4375,23140,5513
1957:Q2,23462,22680,116,133,178,166,189,0,3228,95,210,367,318,25,184,0,0,4427,24411,5578
1957:Q3,23914,23106,121,136,181,173,197,0,3236,96,211,367,319,25,187,0,0,4441,24882,5596
1957:Q4,24406,23569,126,138,185,182,206,0,3355,98,202,356,309,24,188,0,0,4532,25394,5710
1958:Q1,24735,23878,129,141,187,188,212,0,3423,99,202,357,310,24,188,0,0,4603,25736,5800
1958:Q2,25359,24479,132,143,191,194,220,0,3498,101,203,357,310,24,188,0,0,4681,26385,5898
1958:Q3,25736,24832,135,146,194,201,228,0,3569,102,204,357,310,24,188,0,0,4754,26777,5990
1958:Q4,26343,25415,138,148,198,209,235,0,3574,104,224,395,343,26,187,0,0,4853,27409,6115
1959:Q1,26883,25930,141,151,202,215,244,0,3675,106,225,395,343,26,186,0,0,4956,27971,6244
1959:Q2,27650,26670,145,154,205,223,253,0,3797,108,227,396,344,27,187,0,0,5086,28769,6408
1959:Q3,28156,27150,148,157,209,231,261,0,3889,110,229,397,344,28,189,0,0,5186,29295,6534
1959:Q4,28667,27634,152,160,212,239,270,0,3906,113,233,413,358,28,190,0,0,5241,29827,6604
1960:Q1,29233,28172,156,162,216,247,280,0,3980,113,236,413,359,29,193,0,0,5323,30416,6707
1960:Q2,29576,28488,159,164,220,256,289,0,4025,114,240,415,360,30,199,0,0,5383,30773,6782
1960:Q3,29927,28811,162,167,224,264,299,0,4087,115,244,417,362,32,206,0,0,5463,31138,6883
1960:Q4,30626,29478,166,171,228,274,309,0,4102,118,244,431,374,29,198,0,0,5496,31865,6925
1961:Q1,31351,30171,170,174,232,284,320,0,4162,120,248,433,375,30,203,0,0,5571,32620,7020
1961:Q2,32043,30831,175,177,235,293,332,0,4244,122,251,433,376,31,205,0,0,5662,33340,7134
1961:Q3,32813,31568,179,180,239,304,343,0,4286,125,253,434,377,32,206,0,0,5713,34141,7198
1961:Q4,33367,32088,183,183,244,314,355,0,4194,127,273,483,418,33,228,0,0,5756,34717,7253
1962:Q1,33851,32538,187,186,248,325,367,0,4231,128,275,483,419,33,232,0,0,5801,35221,7309
1962:Q2,34532,33183,191,189,253,336,380,0,4299,129,278,484,420,34,235,0,0,5879,35929,7407
1962:Q3,35154,33766,196,193,258,348,393,0,4344,129,280,485,421,35,237,0,0,5931,36577,7473
1962:Q4,35826,34401,201,196,261,360,407,0,4502,130,262,463,401,31,207,0,0,5996,37276,7555
1963:Q1,36724,35258,206,200,266,373,421,0,4550,131,264,463,402,32,210,0,0,6052,38210,7626
1963:Q2,37621,36117,210,203,271,385,435,0,4657,132,264,464,402,32,209,0,0,6160,39143,7761
1963:Q3,38245,36697,215,207,276,399,451,0,4755,133,264,463,402,32,207,0,0,6256,39793,7883
1963:Q4,39152,37562,220,210,281,413,466,0,4644,137,276,487,422,33,219,0,0,6218,40736,7835
1964:Q1,39908,38273,226,214,285,428,482,0,4714,138,276,487,422,33,217,0,0,6287,41523,7921
1964:Q2,40868,39188,231,218,290,442,499,0,4798,140,278,488,423,33,219,0,0,6379,42522,8037
1964:Q3,41791,40064,236,222,296,457,516,0,4840,141,279,489,424,34,221,0,0,6428,43482,8099
1964:Q4,42750,40974,241,226,301,474,534,0,4788,143,294,519,450,35,237,0,0,6466,44480,8147
1965:Q1,44273,42446,247,230,307,490,553,0,4925,144,296,520,451,36,238,0,0,6610,46064,8329
1965:Q2,45682,43805,253,234,311,507,572,0,4927,146,294,519,450,35,231,0,0,6602,47531,8319
1965:Q3,46648,44718,259,237,317,525,592,0,5058,148,291,518,449,34,223,0,0,6721,48536,8468
1965:Q4,53255,51270,265,242,323,543,612,0,5104,152,293,517,448,34,223,0,0,6771,55410,8532
1966:Q1,54239,52197,272,246,329,562,633,0,5216,152,290,516,447,33,217,0,0,6871,56434,8657
1966:Q2,55724,53625,278,251,334,581,655,0,5294,153,294,517,448,34,223,0,0,6963,57979,8773
1966:Q3,56875,54715,284,255,340,602,679,0,5264,154,297,519,450,35,229,0,0,6948,59176,8754
1966:Q4,56746,54524,291,260,346,623,702,0,5513,156,279,494,428,33,198,0,0,7101,59042,8947
1967:Q1,58075,55795,309,278,354,630,709,0,5667,159,283,495,429,33,201,0,0,7267,60425,9157
1967:Q2,58932,56591,328,297,362,636,718,0,5837,163,284,496,430,34,198,0,0,7442,61317,9377
1967:Q3,60123,57717,348,317,371,644,726,0,5946,167,286,497,431,35,194,0,0,7556,62556,9520
1967:Q4,63058,60585,370,339,379,651,734,0,6028,171,296,522,452,35,201,0,0,7705,65610,9708
1968:Q1,64197,61653,392,363,388,658,743,0,6306,174,298,523,453,36,198,0,0,7988,66795,10065
1968:Q2,65505,62888,416,388,397,665,751,0,6411,177,301,524,455,37,200,0,0,8105,68156,10212
1968:Q3,67121,64425,442,415,407,673,759,0,6505,181,304,525,456,37,208,0,0,8216,69837,10352
1968:Q4,70804,68028,469,444,415,680,768,0,6548,186,311,549,475,37,202,0,0,8308,73669,10468
