1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q4,166791,2491,3259,15076,10580,0,0,73178,4086,54460,3196,0,11436,0,ND,3041,39059,11696,0,0,0,8411,0,0,0,211377,77764,2664,2172,0,16042,0,16042,ND,41527,6861,34666,4881,0,0,6979,3499,3499,0,0,0,133613,10537,120629,2447,0,0
1973:Q1,173222,2767,630,14805,11538,0,200,81314,4096,62150,3188,0,11880,189,ND,3238,37594,12456,0,0,0,8491,0,0,0,199426,79060,2661,2722,0,16175,0,16175,ND,42610,7128,35482,4271,0,0,7092,3529,3529,0,0,0,120366,12272,105557,2537,0,0
1973:Q2,172403,2767,1318,15950,12522,0,300,78994,4286,59215,3252,0,12241,166,ND,3486,34552,13409,0,0,0,8939,0,0,0,204094,81233,2644,3005,0,16325,0,16325,ND,44164,7798,36366,4385,0,0,7156,3554,3554,0,0,0,122861,11887,108361,2613,0,0
1973:Q3,176485,2767,954,16226,12640,0,400,78641,5264,57446,3387,0,12544,24,ND,3596,37905,13832,0,0,0,9500,0,0,0,206235,81452,2657,2729,0,16546,0,16546,ND,43825,7264,36561,4465,0,0,7707,3523,3523,0,0,0,124783,11711,110356,2716,0,0
1973:Q4,170671,2767,-1031,18910,13392,0,500,74666,4387,54303,3248,0,12728,32,ND,3682,33516,14163,0,0,0,10074,0,0,0,220171,85989,2726,3329,0,17000,0,17000,ND,45240,7976,37264,4910,0,0,8682,4102,4102,0,0,0,134182,10026,121336,2820,0,0
1974:Q1,177536,2767,3123,19398,12930,0,600,74308,4500,53536,3435,0,12837,51,ND,4050,34242,15579,0,0,0,10488,0,0,0,222780,88719,2936,3729,0,17692,15,17677,ND,44922,8154,36768,4877,0,0,10280,4283,4283,0,0,0,134061,10625,120519,2917,0,0
1974:Q2,175035,2767,-3447,20763,15006,0,575,77746,4600,56242,3574,0,13330,118,ND,4162,30543,16006,0,0,0,10796,0,0,0,228750,93357,3294,3529,0,18151,1,18150,ND,48851,9407,39444,4959,0,0,10881,3692,3692,0,0,0,135393,9769,122565,3059,0,0
1974:Q3,175152,2723,-2663,20790,18887,0,550,77577,4700,55537,3524,0,13816,144,ND,4494,24012,17284,0,0,0,11354,0,0,0,235388,97008,4241,3129,0,18655,90,18565,ND,51107,9412,41695,5133,0,0,11195,3548,3548,0,0,0,138380,8388,126851,3141,0,0
1974:Q4,181260,2809,-4382,22722,21123,0,525,79545,4800,58270,2781,0,13694,253,ND,4665,23921,17941,0,0,0,12138,0,0,0,245185,102781,4231,4946,0,19553,181,19372,ND,53498,9516,43982,5262,0,0,11730,3561,3561,0,0,0,142404,9011,130036,3357,0,0
1975:Q1,189802,2862,-8291,21020,21217,0,500,86117,4950,64320,2923,0,13924,290,ND,4722,30308,18162,0,0,0,12895,0,0,0,255527,106742,4636,5022,0,21735,255,21480,ND,54853,9802,45051,5422,0,0,11542,3532,3532,0,0,0,148785,11291,133985,3509,0,0
1975:Q2,192881,2836,-13717,22297,22045,0,475,86490,5100,64710,2801,0,13879,238,ND,4902,35096,18852,0,0,0,13367,0,0,0,261567,109041,4622,4822,0,23089,388,22701,ND,55616,10508,45108,5588,0,0,11765,3539,3539,0,0,0,152526,10805,138093,3628,0,0
1975:Q3,192159,2671,-10588,22187,22329,0,462,85385,5200,63987,2368,0,13830,249,ND,4919,32046,18921,0,0,0,13578,0,0,0,264730,112264,4692,5272,0,24374,407,23967,ND,56527,11518,45009,5646,0,0,12259,3494,3494,0,0,0,152466,9108,139530,3828,0,0
1975:Q4,195783,2685,-15332,23606,22579,0,450,87992,5300,65518,2691,0,14483,325,ND,5202,33399,20007,0,0,0,14170,700,0,700,275714,118392,4627,5772,0,27099,559,26540,ND,58987,12284,46703,5816,0,0,12521,3570,3570,0,0,0,157322,9585,143726,4011,0,0
1976:Q1,204400,2653,-16740,23104,21185,0,425,90809,5375,67953,2767,0,14714,290,ND,5506,39514,21175,0,0,0,15779,700,0,700,284940,123287,5342,6428,0,29602,707,28895,ND,59929,12482,47447,5973,0,0,12391,3622,3622,0,0,0,161653,9885,147602,4166,0,0
1976:Q2,203727,2629,-21723,24218,20750,0,412,93189,5450,69527,3078,0,15134,377,ND,5730,39559,22037,0,0,0,15849,700,0,700,292725,128714,6879,6941,0,31162,920,30242,ND,61623,13056,48567,6063,0,0,12574,3472,3472,0,0,0,164011,9642,149839,4530,0,0
1976:Q3,214465,2654,-19191,25197,20015,0,400,97933,5525,73813,3150,0,15445,493,ND,5936,40120,22830,0,0,0,17278,800,0,800,299398,132230,7348,6763,0,33961,1140,32821,ND,62344,13148,49196,6192,0,0,12167,3455,3455,0,0,0,167168,9283,153011,4874,0,0
1976:Q4,247243,2665,-25381,28120,27852,0,375,98420,5600,77583,2017,0,13220,495,ND,9807,47475,37721,0,0,0,18894,800,0,800,367029,138826,7150,7441,0,35986,1282,34704,ND,66231,14861,51370,8645,0,0,12519,854,854,0,0,0,228203,9453,213638,5112,0,0
1977:Q1,251890,2659,-24595,26587,28026,0,350,105453,5700,83869,2130,0,13754,642,ND,10010,44313,38498,0,0,0,19147,800,0,800,372050,141547,7462,8287,0,36867,1608,35259,ND,67050,14241,52809,8725,0,0,12370,786,786,0,0,0,230503,9591,215615,5297,0,0
1977:Q2,262064,2674,-25851,27619,29483,0,337,111488,5800,87623,2847,29,15189,594,ND,10209,46038,39264,0,0,0,19309,900,0,900,380502,145690,7498,9731,0,38742,1816,36926,ND,67792,14112,53680,8880,0,0,12163,884,884,0,0,0,234812,9823,219465,5524,0,0
1977:Q3,275913,2669,-21394,27984,28114,0,325,121466,5900,95798,3583,57,16128,548,ND,10420,44502,40076,0,0,0,20303,900,0,900,386270,148214,7330,8990,0,40768,1962,38806,ND,69693,14687,55006,8985,0,0,11607,841,841,0,0,0,238056,10252,222037,5767,0,0
1977:Q4,292462,2787,-28851,31971,28909,0,300,134492,6000,108654,4695,86,15057,645,ND,11434,45129,43979,0,0,0,20767,900,0,900,405535,152935,7600,8756,0,41176,1847,39329,ND,71244,15265,55979,11791,0,0,11550,818,818,0,0,0,252600,10110,236508,5982,0,0
1978:Q1,303541,2837,-33883,30636,30592,0,1000,148846,6100,122439,4919,114,15274,793,ND,11714,43234,45054,0,0,0,21818,900,0,900,416626,158601,7474,10041,0,42601,1934,40667,ND,74158,15775,58383,11966,0,0,11500,861,861,0,0,0,258025,10544,241207,6274,0,0
1978:Q2,312499,2843,-29616,31233,31355,0,1634,145075,6200,117423,5322,143,15987,1043,ND,12191,47584,46890,0,0,0,22039,228,0,228,423833,161687,7158,10192,0,44032,2188,41844,ND,75886,16662,59224,12120,0,0,11450,849,849,0,0,0,262146,10730,245000,6416,0,0
1978:Q3,331817,2939,-21946,30920,31585,0,1663,148620,6300,119448,6207,171,16494,1412,ND,12732,51327,48969,0,0,0,23366,230,0,230,428986,163174,7182,9613,0,44906,2580,42326,ND,77351,19435,57916,11895,0,0,11400,827,827,0,0,0,265812,11832,247372,6608,0,0
1978:Q4,339444,2989,-32951,33962,33158,0,2426,160557,6465,132901,5165,200,15826,901,ND,14233,47859,54743,0,0,0,21333,234,0,234,474208,182202,6979,17131,0,47544,2880,44664,ND,84666,24233,60433,13590,0,0,11357,935,935,0,0,0,292006,11236,273921,6849,0,0
1979:Q1,359667,4077,-12770,31661,34885,0,2196,154998,7000,126633,5159,233,15973,1341,ND,14554,51322,55975,0,0,0,21193,235,0,235,491815,193459,10179,22361,0,48649,3106,45543,ND,86147,24525,61622,14052,0,0,11089,982,982,0,0,0,298356,11735,279609,7012,0,0
1979:Q2,361639,4090,-8914,34805,33932,0,3199,143422,7500,113716,5270,266,16670,1878,ND,15245,52534,58637,0,0,0,22559,252,0,252,503492,197575,9945,21989,0,49321,3241,46080,ND,89180,25052,64128,14596,0,0,11579,965,965,0,0,0,305917,12022,286737,7158,0,0
1979:Q3,385908,4175,-4118,36127,35352,0,3256,151786,8000,120244,5662,299,17581,2459,ND,15943,55881,61321,0,0,0,22992,734,0,734,527286,212755,7329,27282,0,51779,3976,47803,ND,97530,29808,67722,15361,0,0,12550,924,924,0,0,0,314531,14087,293153,7291,0,0
1979:Q4,390932,4173,-10253,40087,35591,0,4113,146615,8412,115958,5868,332,16045,2888,ND,18278,55434,70301,0,0,0,22660,1045,0,1045,566891,221465,7784,26913,0,55066,4553,50513,ND,100503,31372,69131,17356,0,0,12901,942,942,0,0,0,345426,14803,323222,7401,0,0
1980:Q1,404246,5058,-719,39903,35332,0,3749,148137,8650,113901,7017,365,18204,3452,ND,18963,53575,72937,0,0,0,22678,1181,0,1181,582529,231724,10319,30071,0,55835,5217,50618,ND,102897,30767,72130,18343,0,0,13481,778,778,0,0,0,350805,14344,328844,7617,0,0
1980:Q2,413660,5353,-25895,44313,36327,0,4246,153670,8900,116990,7063,398,20319,5568,ND,20151,60991,77505,0,0,0,30120,1311,0,1311,598890,242029,10771,31804,0,57058,5531,51527,ND,107952,32581,75371,19348,0,0,14367,729,729,0,0,0,356861,17548,331525,7788,0,0
1980:Q3,421572,5305,-32615,40989,35563,0,4528,160558,9150,120506,7690,433,22779,5263,ND,21124,67590,81245,0,0,0,30381,1641,0,1641,610829,248746,11826,29447,0,57440,5828,51612,ND,112261,34717,77544,20481,0,0,16571,720,720,0,0,0,362083,19083,334925,8075,0,0
1980:Q4,454375,5155,-39403,42877,36566,0,4395,165281,9334,127449,8473,467,19558,4502,ND,26228,74586,100877,0,0,0,31471,1840,0,1840,662561,262455,15596,31392,0,59098,6955,52143,ND,116723,38474,78249,23084,0,0,14720,1842,1842,0,0,0,400106,18930,372980,8196,0,0
1981:Q1,469831,6019,-41617,41101,35699,0,4076,177099,9000,136077,9054,500,22468,7712,ND,26877,76834,103374,0,0,0,30576,2081,0,2081,684619,282038,19256,37927,0,60941,8483,52458,ND,121465,39875,81590,24094,0,0,16681,1674,1674,0,0,0,402581,18883,375307,8391,0,0
1981:Q2,481751,5637,-40318,43523,36749,0,3529,178323,8700,134740,9709,533,24641,8077,ND,27969,78076,107576,0,0,0,30302,2308,0,2308,697112,289279,18429,39125,0,63361,9564,53797,ND,126348,40932,85416,25033,0,0,15132,1851,1851,0,0,0,407833,18417,380702,8714,0,0
1981:Q3,482639,5608,-36537,43818,36248,0,3401,177016,8400,129677,10340,567,28032,10776,ND,29105,69484,111945,0,0,0,29270,2505,0,2505,701385,295758,18564,39943,0,64866,10088,54778,ND,128922,42347,86575,26877,0,0,14766,1820,1820,0,0,0,405627,15333,381264,9030,0,0
1981:Q4,496291,5703,-61933,40651,38838,0,4404,181556,8041,135509,10344,600,27062,15400,ND,33970,74683,130653,0,0,0,29490,2876,0,2876,747422,329673,18924,41811,0,72027,10829,61198,ND,150486,60868,89618,29809,0,0,15043,1573,1573,0,0,0,417749,16467,391944,9338,0,0
1982:Q1,425731,5454,-79396,36708,40612,0,4870,184496,7600,135479,10274,633,30510,16653,ND,35603,68554,81156,0,0,0,28152,2869,0,2869,579329,343271,18794,47174,0,73404,11381,62023,ND,159413,68006,91407,31076,0,0,11774,1636,1636,0,0,0,236058,14044,212463,9551,0,0
1982:Q2,419147,5351,-102659,39639,44891,0,5596,190601,7200,135478,10802,667,36454,17267,ND,37200,67704,82835,0,0,0,28846,1876,0,1876,598076,356380,19522,48286,0,75480,13100,62380,ND,169838,74712,95126,30087,0,0,11306,1861,1861,0,0,0,241696,13513,218347,9836,0,0
1982:Q3,421536,5254,-121037,38088,45987,0,5870,198965,6800,141723,10413,700,39329,20098,ND,37916,74449,85032,0,0,0,27741,3173,0,3173,602142,355357,19845,41159,0,78569,12936,65633,ND,175228,75641,99587,27888,0,0,10755,1913,1913,0,0,0,246785,13693,222999,10093,0,0
1982:Q4,457305,5405,-134700,39458,49211,0,5986,219806,6329,150687,10914,733,51143,20144,ND,31236,88324,99192,0,0,0,30085,3158,0,3158,639413,384257,22810,49522,0,87367,15054,72313,ND,179876,76963,102913,31843,0,0,11041,1798,1798,0,0,0,255156,17442,227369,10345,0,0
1983:Q1,454939,5285,-139162,40345,33251,0,6048,227522,7445,156612,10481,767,52217,21499,ND,30896,98625,100741,0,0,0,27001,2888,0,2888,652031,388218,23123,51747,0,89687,16787,72900,ND,182544,81775,100769,28360,0,0,10882,1875,1875,0,0,0,263813,19401,233652,10760,0,0
1983:Q2,474648,5234,-145243,42378,33987,0,6020,234091,7132,161723,10488,800,53948,23439,ND,32960,110389,102255,0,0,0,26202,2936,0,2936,664153,391087,22745,50818,0,92509,18557,73952,ND,186252,84762,101490,27108,0,0,9742,1913,1913,0,0,0,273066,22898,239183,10985,0,0
1983:Q3,487937,5178,-140737,42508,33661,0,6174,235321,6959,162120,10281,833,55128,23985,ND,35346,110130,103973,0,0,0,29143,3255,0,3255,685378,404341,21938,53082,0,93891,19386,74505,ND,196883,93782,103101,26939,0,0,9733,1875,1875,0,0,0,281037,24289,245414,11334,0,0
