1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q1,41587735,50050,38667,1168099,688811,144456,965065,13107348,101427,7295920,1253526,118761,4337714,896793,577102,501106,11409010,10864197,1068421,1238,1959,450138,232377,60625,171752,27367900,7515622,127875,871414,1149595,3885332,365657,3519675,449325,772949,716619,56330,49049,89021,138396,85834,346157,5137,148684,24991,167345,19852278,11098240,8683563,70475,2125811,2158913
2021:Q2,44033218,50375,32588,1181812,698795,151952,1008449,13462573,97450,7518880,1268119,119726,4458398,914820,595779,468207,12336038,11804345,1223802,883,1553,468503,228523,62118,166405,28747863,7559843,129054,866584,1107091,4044462,436381,3608081,488450,696756,640098,56658,37538,94202,148994,83169,351993,3195,151846,25550,171402,21188020,11810521,9307024,70475,2061385,2100803
2021:Q3,44575137,161826,180654,1186919,681300,158226,1041851,13480083,150720,7570896,1242181,118301,4397985,993080,617499,479599,12375131,11871439,1242281,527,1146,486104,234971,63611,171360,28969101,7857517,239394,840750,1110135,4212731,451764,3760967,527575,739241,690905,48336,12583,99386,159587,82925,360785,2954,156266,26108,175457,21111584,11789406,9251666,70512,2006118,2041185
2021:Q4,47737481,160760,223416,1209515,693670,164500,1110012,13651587,138300,7740370,1252643,118665,4401609,1037209,644503,484623,13898265,13163067,1187850,171,739,511051,241046,65104,175942,29814113,7955508,240103,836955,1173110,4218357,421698,3796659,566700,802600,748432,54168,-36245,104567,170180,84802,361079,5966,148935,26665,179513,21858605,12061294,9726799,70512,1960913,1982966
2022:Q1,45925581,158785,298886,1238942,745650,170773,1099730,13230939,173921,7604400,1172853,113316,4166449,1083111,662138,487027,12993317,12454346,1183241,198,869,519829,259938,65490,194448,28466228,7772800,237117,877381,1141785,4008686,343624,3665062,577515,829360,769596,59764,-77706,102546,191759,79523,382349,2992,170334,26307,182716,20693428,11465265,9157351,70812,2189923,2254847
2022:Q2,41080508,152511,298679,1221796,713833,177047,1111251,12664063,133583,7416943,1204666,108545,3800326,1089660,670245,483949,10908121,10367908,1100786,226,999,533649,256030,65875,190155,25447267,7655180,227479,896508,1140159,3786004,323886,3462118,594809,878477,814309,64168,-48294,100524,213336,80824,380163,2973,165321,25949,185920,17792087,9997741,7721964,72382,2334242,2405663
2022:Q3,39621370,147009,386446,1225292,717751,175375,1129604,12293464,176170,7251508,1178409,104757,3582620,1082550,680636,507194,10313030,9780163,1044479,252,1129,544407,273225,66260,206965,23939634,7577435,219041,939407,1120812,3655542,314314,3341228,611365,923304,849388,73916,-78644,98502,234915,82979,381577,2926,163940,25589,189122,16362199,9192407,7097075,72717,2708540,2826939
2022:Q4,41161719,152863,416402,1224253,683658,173703,1101455,12603098,191306,7318511,1260579,108419,3724283,1130490,684322,513163,10799061,10477325,1081427,279,1259,555066,248217,66645,181572,26107529,7651688,232619,914526,1161235,3713203,331845,3381358,617000,888681,860635,28046,-72241,96480,256498,82419,378268,3038,157674,25231,192325,18455841,10305962,8076997,72882,2473846,2543343
2023:Q1,43250468,154516,546752,1231032,673196,172030,1183182,12951328,176540,7558147,1294793,111484,3810364,1127909,686062,504228,11491272,11258691,1109488,315,1268,581144,264117,67190,196927,27575695,7932749,235825,931074,1272004,3751320,290971,3460349,633465,924720,895999,28721,-25386,109105,272458,80730,380899,3213,158836,25151,193699,19642946,10796794,8773004,73148,2150727,2193123
2023:Q2,45188209,152775,478633,1243960,677750,170358,1137078,13115069,204798,7607846,1285731,112324,3904370,1126592,685068,499612,12384386,12186941,1142455,351,1279,607356,263614,67735,195879,28121320,7985706,232872,858360,1417903,3725832,288359,3437473,640560,939502,910023,29479,-76918,121731,288417,79773,398234,2844,175247,25071,195072,20135614,11016053,9044831,74730,2455186,2482845
2023:Q3,44480709,151041,465254,1231995,676382,176853,1298540,12982550,122255,7604045,1324663,108813,3822774,1125667,679332,510351,12051133,11716937,1146292,386,1288,636422,309618,68279,241339,27413246,8049739,229882,886944,1474840,3654128,303688,3350440,652856,959138,928869,30269,-54146,134354,304371,82561,377667,2854,153379,24989,196445,19363507,10694440,8594337,74730,2520225,2583540
2023:Q4,48120184,154107,570698,1243546,687179,183031,1295417,13876579,124443,8056082,1429566,117468,4149020,1093275,667816,498862,13276236,13027423,1227419,422,1297,667527,317166,68824,248342,29465659,8419663,233949,876991,1619216,3797818,313519,3484299,656343,988725,959103,29622,-37413,146979,320332,87956,385110,3983,158400,24909,197818,21045996,11475356,9495910,74730,2208255,2202801
2024:Q1,50897210,152083,487591,1259775,724147,185425,1342031,14005520,127527,8135979,1417013,116528,4208473,1102452,645645,505970,14468562,14387978,1274958,428,1316,683160,315814,70277,245537,30806652,8526712,232649,912597,1622262,3868820,342739,3526081,674663,961012,931754,29258,-13154,148753,325195,83668,384910,2813,154777,25326,201994,22279940,12114602,10091301,74037,ND,ND
