date,FA716000105.Q,FA715013005.Q,FA714090005.Q,FA713011005.Q,FA713014003.Q,FA713012003.Q,FA713022003.Q,FA713068705.Q,FA713068703.Q,FA763069143.Q,FA713068725.Q,FA713068763.Q,FA713068753.Q,FA712051000.Q,FA714022005.Q,FA713069603.Q,FA713061103.Q,FA713061113.Q,FA713061125.Q,FA713061705.Q,FA713061903.Q,FA713061703.Q,FA713068005.Q,FA713068813.Q,FA713068665.Q,FA713068863.Q,FA713068505.Q,FA713064103.Q,FA713090005.Q,FA713091103.Q,FA713093005.Q,FA714194005.Q,FA714190005.Q,FA713113003.Q,FA703025005.Q,FA713120005.Q,FA713123005.Q,FA713123023.Q,FA713123030.Q,FA713123043.Q,FA713124005.Q,FA713129005.Q,FA713122605.Q,FA713125005.Q,FA712151003.Q,FA712151103.Q,FA712151115.Q,FA713193005.Q,FA713164005.Q,FA313094213.Q,FA713164003.Q,FA717005005.Q
1969:Q2,35,23,-648,-496,0,-360,-2248,208,208,0,0,0,0,-152,3152,-132,3304,7532,-4228,-20,0,-20,0,0,0,0,0,0,-752,0,-752,-740,-812,-7440,3112,2580,2152,-328,2480,0,0,0,60,368,0,0,0,936,72,0,72,-80
1969:Q3,35,23,10536,896,0,100,3364,1908,1908,0,0,0,0,-64,2648,76,2428,-1268,3696,144,0,144,0,0,0,0,0,0,1684,0,1684,10484,10456,5928,-36,1668,-1132,196,-1328,0,0,0,-36,2836,0,0,0,2896,28,0,28,-40
1969:Q4,28,23,8352,-2192,0,348,4508,-5372,-5372,0,0,0,0,340,10584,16,10712,12464,-1752,-144,0,-144,0,0,0,0,0,0,136,0,136,9360,9348,-1564,2676,3136,664,-100,764,0,0,0,-132,2604,0,0,0,5100,12,0,12,1013
1970:Q1,6,26,4740,2342,1600,208,-4812,5484,5484,0,0,0,0,-356,1180,48,960,-5472,6432,172,0,172,0,0,0,0,0,0,-906,0,-906,3540,3492,-660,-1644,11460,4268,-304,4572,0,0,0,316,6876,0,0,0,-5664,48,0,48,-1220
1970:Q2,11,26,1004,-1678,0,344,1300,-4896,-4896,0,0,0,0,-196,6668,-176,7016,6040,976,-172,0,-172,0,0,0,0,0,0,-538,0,-538,964,948,2640,3400,-2092,-2648,-568,-2080,0,0,0,-184,740,0,0,0,-3000,16,0,16,-55
1970:Q3,-1,26,6988,-1012,0,352,-996,2092,2092,0,0,0,0,-332,6332,220,5792,6812,-1020,320,0,320,0,0,0,0,0,0,552,0,552,6988,6964,4100,-2636,4948,-3332,32,-3364,0,0,0,-180,8460,0,0,0,552,24,0,24,-27
1970:Q4,8,26,8812,-2558,0,300,7792,-2072,-2072,0,0,0,0,884,5744,-120,6184,7420,-1236,-320,0,-320,0,0,0,0,0,0,-1278,0,-1278,9964,9920,2180,-212,-2044,184,-64,248,0,0,0,-76,-2152,0,0,0,9996,44,0,44,1134
1971:Q1,-71,49,9772,-838,0,484,-6844,224,224,0,0,0,0,1068,15424,124,14560,-1308,15868,740,0,740,0,0,0,0,0,0,254,0,254,8636,8576,4032,780,10084,3128,208,2920,0,0,0,232,6724,0,0,0,-6320,60,0,60,-1256
1971:Q2,-70,51,1432,-1380,0,600,-4,220,220,0,0,0,0,1028,744,-304,1788,9164,-7376,-740,0,-740,0,0,0,0,0,0,224,0,224,1504,1456,-196,4796,1584,1292,-116,1408,0,0,0,-128,420,0,0,0,-4728,48,0,48,-49
1971:Q3,-74,51,4248,-968,0,508,-88,-256,-256,0,0,0,0,936,4332,116,3820,6620,-2800,396,0,396,0,0,0,0,0,0,-216,0,-216,4148,4128,1504,-1700,5632,-1876,84,-1960,0,0,0,4,7504,0,0,0,-1308,20,0,20,-225
1971:Q4,-69,53,18444,20,0,320,7264,-1372,-1372,0,0,0,0,2984,8948,156,7248,2288,4960,1544,0,1544,0,0,0,0,0,0,280,0,280,19544,19512,9212,-1900,664,1044,-44,1088,0,0,0,368,-748,0,0,0,11536,32,0,32,978
1972:Q1,85,40,-6900,-2334,0,1072,-6680,3964,3964,0,0,0,0,-1740,-652,-244,-1500,-1920,420,1092,0,1092,0,0,0,0,0,0,-530,0,-530,-7996,-8072,-1532,4296,-2232,-5580,-204,-5376,0,0,0,-760,4108,0,0,0,-8604,76,0,76,-1051
1972:Q2,82,41,2348,500,0,684,2504,-3600,-3600,0,0,0,0,-1844,4236,16,2988,6328,-3340,1232,0,1232,0,0,0,0,0,0,-132,0,-132,2428,2384,-268,716,360,-2200,-248,-1952,0,0,0,92,2468,0,0,0,1576,44,0,44,121
1972:Q3,90,42,-1680,-236,0,536,1772,2848,2848,0,0,0,0,-1216,-5904,-52,-5672,-6392,720,-180,0,-180,0,0,0,0,0,0,520,0,520,-1356,-1380,-16160,2108,3408,44,-16,60,0,0,0,-276,3640,0,0,0,9264,24,0,24,372
1972:Q4,99,45,14936,-112,0,452,928,4556,4556,0,0,0,0,-628,8832,240,7432,16,7416,1160,0,1160,0,0,0,0,0,0,908,0,908,15592,15532,9396,-2620,10984,3312,-8,3320,0,0,0,560,7112,0,0,0,-2228,60,0,60,710
1973:Q1,97,51,6756,-460,0,428,-7412,188,188,0,0,0,0,-392,15196,296,14868,12388,2480,32,0,32,0,0,0,0,0,0,-792,0,-792,5412,5356,32,3600,8876,6196,204,5992,0,0,0,292,2388,0,0,0,-7152,56,0,56,-1298
1973:Q2,114,54,288,-40,0,444,-292,-1032,-1032,0,0,0,0,-208,684,-312,596,5944,-5348,400,0,400,0,0,0,0,0,0,732,0,732,188,136,-4180,240,3436,-2524,-108,-2416,0,0,0,-20,5980,0,0,0,640,52,0,52,-40
1973:Q3,118,55,18204,72,0,332,3952,11008,11008,0,0,0,0,-8,3428,-36,2600,-588,3188,864,0,864,0,0,0,0,0,0,-580,0,-580,18000,17964,11668,2536,-6288,-10080,12,-10092,0,0,0,252,3540,0,0,0,10048,36,0,36,-141
1973:Q4,119,56,7296,56,0,408,252,-13056,-13056,0,0,0,0,420,17788,44,16536,11188,5348,1208,0,1208,0,0,0,0,0,0,1428,0,1428,8852,8792,-1868,1784,7404,4416,-220,4636,0,0,0,-800,3788,0,0,0,1472,60,0,60,1619
1974:Q1,107,59,-3540,50,0,388,-3508,3100,3100,0,0,0,0,748,-2896,-152,-2784,-1988,-796,40,0,40,0,0,0,0,0,0,-1422,0,-1422,-5232,-5344,-544,-588,7868,-12,84,-96,0,0,0,476,7404,0,0,0,-12080,112,0,112,-1644
1974:Q2,88,61,17496,186,0,444,300,4708,4708,0,0,0,0,1248,9840,296,6020,3496,2524,3524,0,3524,0,0,0,0,0,0,770,0,770,17272,17248,11760,-1344,3548,-3960,-256,-3704,0,0,0,104,7404,0,0,0,3284,24,0,24,-197
1974:Q3,101,62,19544,332,0,580,5696,7928,7928,0,0,0,0,888,3868,344,-500,-12696,12196,4024,0,4024,0,0,0,0,0,0,252,0,252,19372,19340,324,4480,7484,2272,176,2096,0,0,0,1036,4176,0,0,0,7052,32,0,32,-133
1974:Q4,132,63,-7340,-174,0,732,-6880,-19572,-19572,0,0,0,0,2212,8692,1556,3664,10660,-6996,3472,0,3472,0,0,0,0,0,0,7650,0,7650,-5304,-5348,-16408,1260,8872,3456,-532,3988,0,0,0,-724,6140,0,0,0,928,44,0,44,2105
1975:Q1,182,78,13232,100,0,804,648,2056,2056,0,0,0,0,-460,10348,196,8784,-2712,11496,1368,0,1368,0,0,0,0,0,0,-264,0,-264,12060,12040,11992,168,13016,6308,484,5824,0,0,0,316,6392,0,0,0,-13136,20,0,20,-1068
1975:Q2,228,78,144,32,400,936,-1488,-1008,-1008,0,0,0,0,496,1372,-1384,3548,4340,-792,-792,0,-792,0,0,0,0,0,0,-596,0,-596,-440,-468,-12776,820,5844,-204,232,-436,0,0,0,-592,6640,0,0,0,5644,28,0,28,-434
1975:Q3,228,79,16416,370,0,988,2460,3364,3364,0,0,0,0,-304,10492,768,6648,-7000,13648,3076,0,3076,0,0,0,0,0,0,-954,0,-954,16404,16384,4000,1916,9644,5100,-32,5132,0,0,0,-592,5136,0,0,0,824,20,0,20,137
1975:Q4,182,81,15456,154,0,1136,5128,-4692,-4692,0,0,0,0,1652,10552,1068,7656,7140,516,1828,0,1828,0,0,0,0,0,0,1526,0,1526,17380,17320,-2380,-456,14332,6676,508,6168,0,0,0,712,6944,0,0,0,5824,60,0,60,2025
1976:Q1,75,80,5660,966,0,740,-6312,-700,-700,0,0,0,0,4988,5328,-804,3992,-1904,5896,2140,0,2140,0,0,0,0,0,0,650,0,650,3656,3592,1940,2096,13864,6624,164,6460,0,0,0,-352,7592,0,0,0,-14308,64,0,64,-2009
1976:Q2,-27,81,26160,1524,0,620,5868,1040,1040,0,0,0,0,6620,9988,-716,9912,7992,1920,792,0,792,0,0,0,0,0,0,500,0,500,26228,26172,2488,4168,12524,7788,-176,7964,0,0,0,660,4076,0,0,0,6992,56,0,56,-40
1976:Q3,-71,84,7204,-640,1200,508,-3064,48,48,0,0,0,0,3152,7296,-1092,8692,-1936,10628,-304,0,-304,0,0,0,0,0,0,-1296,0,-1296,7212,7188,3092,696,5108,-2008,96,-2104,0,0,0,-104,7220,0,0,0,-1708,24,0,24,-147
1976:Q4,-49,86,-168,-1326,1600,540,-840,-1204,-1204,0,0,0,0,-2336,4300,432,3608,1304,2304,260,0,260,0,0,0,0,0,0,-902,0,-902,1764,1692,-11096,-7484,11016,-64,-176,112,0,0,0,448,10632,0,0,0,9256,72,0,72,1797
1977:Q1,9,80,-3660,94,0,476,1248,496,496,0,0,0,0,-16816,11636,-668,12720,2396,10324,-416,0,-416,0,0,0,0,0,0,-794,0,-794,-5472,-5500,1484,7936,3400,-1252,44,-1296,0,0,0,-784,5436,0,0,0,-18320,28,0,28,-1883
1977:Q2,87,84,31276,-322,0,568,2764,444,444,0,0,0,0,17772,9988,56,7000,6628,372,2932,0,2932,0,0,0,0,0,0,62,0,62,31292,31252,-5264,2356,23552,17440,-124,17564,0,0,0,640,5472,0,0,0,10608,40,0,40,19
1977:Q3,207,87,-3720,-76,0,500,-6592,4128,4128,0,0,0,0,-8928,7488,-156,7856,12884,-5028,-212,0,-212,0,0,0,0,0,0,-240,0,-240,-3776,-3840,-3288,-4972,11944,-2592,-24,-2568,0,0,0,-184,14720,0,0,0,-7524,64,0,64,64
1977:Q4,317,91,10188,480,200,500,7416,-4108,-4108,0,0,0,0,1892,5544,-16,3024,-9948,12972,2536,0,2536,0,0,0,0,0,0,-1736,0,-1736,11996,11944,13916,1884,-19780,-26984,-168,-26816,0,0,0,212,6992,0,0,0,15924,52,0,52,2034
1978:Q1,491,75,-6048,246,0,440,-4312,268,268,0,0,0,0,-1396,-576,0,-276,-12812,12536,-300,0,-300,0,0,0,0,0,0,-718,0,-718,-8192,-8268,-248,332,11508,824,4,820,0,0,0,-184,10868,0,0,0,-19860,76,0,76,-1728
1978:Q2,653,83,42284,142,0,496,2344,4384,4384,0,0,0,0,2832,31772,0,30816,22888,7928,956,0,956,0,0,0,0,0,0,314,0,314,42320,42288,3896,20,25436,15900,-224,16124,0,0,0,-140,9676,0,0,0,12936,32,0,32,606
1978:Q3,711,86,11476,82,200,472,1604,-252,-252,0,0,0,0,104,9420,0,10292,13884,-3592,-872,0,-872,0,0,0,0,0,0,-154,0,-154,11388,11364,-2252,2384,21120,13272,-140,13412,0,0,0,-368,8216,0,0,0,-9888,24,0,24,537
1978:Q4,649,92,5360,9128,0,592,11188,-772,-772,0,0,0,0,-7548,-6808,0,-6592,-21572,14980,-216,0,-216,0,0,0,0,0,0,-420,0,-420,7504,7440,16016,3456,-33028,-42276,-248,-42028,0,0,0,916,8332,0,0,0,20996,64,0,64,2701
1979:Q1,423,78,7036,4746,0,1308,-8716,-836,-836,0,0,0,0,4348,3536,0,5264,-3668,8932,-1728,0,-1728,0,0,0,0,0,0,2650,0,2650,4012,3872,-1384,-1548,25988,16788,580,16208,0,0,0,-488,9688,0,0,0,-19184,140,0,140,-2679
1979:Q2,197,80,3252,-836,2000,1468,-1652,2380,2380,0,0,0,0,12976,-11296,0,-12484,-11484,-1000,1188,0,1188,0,0,0,0,0,0,-1788,0,-1788,3188,3136,-912,1544,-8880,-18836,-56,-18780,0,0,0,76,9880,0,0,0,11384,52,0,52,53
1979:Q3,23,84,6312,-6042,0,1200,-5080,-1608,-1608,0,0,0,0,-10804,24668,0,22816,23448,-632,1852,0,1852,0,0,0,0,0,0,3978,0,3978,6304,6268,-1428,2900,14860,4068,-136,4204,0,0,0,-392,11184,0,0,0,-10064,36,0,36,-69
1979:Q4,-61,86,26888,1022,0,1064,16452,1192,1192,0,0,0,0,-4280,11624,0,11656,4048,7608,-32,0,-32,0,0,0,0,0,0,-186,0,-186,29856,29816,-2000,9176,816,-1488,628,-2116,0,0,0,1248,1056,0,0,0,21824,40,0,40,2821
1980:Q1,-16,111,12972,4160,4672,1044,-12340,4192,4192,0,0,0,0,7068,10776,0,10796,-5572,16368,-20,0,-20,0,0,0,0,0,0,-6600,0,-6600,11444,11388,8416,-2888,12608,-552,368,-920,0,0,0,-852,14012,0,0,0,-6748,56,0,56,-1655
1980:Q2,36,109,30032,-990,200,684,1940,-9148,-9148,0,0,0,0,1840,32356,0,29700,23720,5980,2656,0,2656,0,0,0,0,0,0,3150,0,3150,29980,29940,15464,-4844,13212,-676,-228,-448,0,0,0,968,12920,0,0,0,6108,40,0,40,-125
1980:Q3,122,112,-26300,1060,1000,520,-3900,3068,3068,0,0,0,0,-2764,-24212,0,-23840,-23496,-344,-372,0,-372,0,0,0,0,0,0,-1072,0,-1072,-26296,-26356,-27852,6444,-340,-10076,-252,-9824,0,0,0,-1076,10812,0,0,0,-4608,60,0,60,14
1980:Q4,206,116,11576,8540,-3000,716,5100,3308,3308,0,0,0,0,-2280,-4796,0,-4624,-876,-3748,-172,0,-172,0,0,0,0,0,0,3988,0,3988,13200,13124,-5372,6648,10532,7024,-116,7140,0,0,0,-8,3516,0,0,0,1316,76,0,76,1714
1981:Q1,295,145,6896,4794,1200,688,-4824,-4612,-4612,0,0,0,0,1796,6672,0,6740,-6440,13180,-68,0,-68,0,0,0,0,0,0,1182,0,1182,5084,4988,-7016,-184,15056,6224,228,5996,0,0,0,-60,8892,0,0,0,-2868,96,0,96,-1662
1981:Q2,391,150,8216,208,1000,616,-3020,1416,1416,0,0,0,0,152,6196,0,6308,6060,248,-112,0,-112,0,0,0,0,0,0,1648,0,1648,8208,8132,-144,-2096,4996,-4592,-64,-4528,0,0,0,-240,9828,0,0,0,5376,76,0,76,233
1981:Q3,429,157,7592,-1732,1000,620,1220,5904,5904,0,0,0,0,-7144,11668,0,11800,13348,-1548,-132,0,-132,0,0,0,0,0,0,-3944,0,-3944,7740,7696,8604,4396,-7396,-11600,-84,-11516,0,0,0,132,4072,0,0,0,2092,44,0,44,420
1981:Q4,365,164,9996,-1508,0,676,-4196,-3540,-3540,0,0,0,0,6596,10764,0,8908,9716,-808,1856,0,1856,0,0,0,0,0,0,1204,0,1204,11692,11608,-10356,-6848,30876,14952,-52,15004,0,0,0,732,15192,0,0,0,-2064,84,0,84,1897
1982:Q1,166,178,8540,276,1000,620,480,4180,4180,0,0,0,0,6812,-3708,0,-3260,-15264,12004,-448,0,-448,0,0,0,0,0,0,-1120,0,-1120,7724,7644,2212,8728,5356,1296,160,1136,0,0,0,-528,4588,0,0,0,-8652,80,0,80,-828
1982:Q2,18,174,1276,154,1000,560,2652,-4032,-4032,0,0,0,0,-7040,9032,0,9076,9512,-436,-44,0,-44,0,0,0,0,0,0,-1050,0,-1050,1636,1520,-11580,9320,1964,-52,-96,44,0,0,0,716,1300,0,0,0,1816,116,0,116,204
1982:Q3,-8,169,19444,-170,1600,540,-7980,-2060,-2060,0,0,0,0,13672,10236,0,10448,9552,896,-212,0,-212,0,0,0,0,0,0,3606,0,3606,18564,18508,-7956,1032,21004,8376,-148,8524,0,0,0,-876,13504,0,0,0,4428,56,0,56,-1057
1982:Q4,33,167,20172,1844,1600,524,8740,-1624,-1624,0,0,0,0,-5072,15164,0,15212,16464,-1252,-48,0,-48,0,0,0,0,0,0,-1004,0,-1004,21516,21444,22368,-15436,12280,-6752,24,-6776,0,0,0,-308,19340,0,0,0,2232,72,0,72,1210
1983:Q1,239,138,8248,-2868,0,680,-8996,8364,8364,0,0,0,0,-7400,18420,0,18508,4176,14332,-88,0,-88,0,0,0,0,0,0,48,0,48,6980,6844,-14584,12948,17772,4444,276,4168,0,0,0,608,12720,0,0,0,-9292,136,0,136,-1167
1983:Q2,347,141,23756,-1186,0,716,2136,3208,3208,0,0,0,0,9644,11260,0,11360,10976,384,-100,0,-100,0,0,0,0,0,0,-2022,0,-2022,23880,23768,-12136,6548,23596,17368,140,17228,0,0,0,-832,7060,0,0,0,5760,112,0,112,330
1983:Q3,488,149,47112,-1672,0,704,-4320,-7940,-7940,0,0,0,0,29764,29236,0,29848,18740,11108,-612,0,-612,0,0,0,0,0,0,1340,0,1340,46268,46168,3784,-11436,41736,17320,-260,17580,0,0,0,432,23984,0,0,0,12084,100,0,100,-505
1983:Q4,426,159,-41492,-1064,0,656,6492,-2828,-2828,0,0,0,0,-47060,-280,0,88,-33892,33980,-368,0,-368,0,0,0,0,0,0,2592,0,2592,-39768,-39844,2764,-2192,-31136,-44484,-20,-44464,0,0,0,-104,13452,0,0,0,-9280,76,0,76,1991
1984:Q1,217,133,25684,474,0,628,-3104,-88,-88,0,0,0,0,8160,18696,0,19044,47764,-28720,-348,0,-348,0,0,0,0,0,0,918,0,918,23604,23468,-712,5552,24372,12676,160,12516,0,0,0,192,11504,0,0,0,-5744,136,0,136,-1996
1984:Q2,269,139,15760,-192,0,896,-5768,15456,15456,0,0,0,0,4784,-1384,0,-1156,2248,-3404,-228,0,-228,0,0,0,0,0,0,1968,0,1968,16136,15968,2152,336,11772,-1192,80,-1272,0,0,0,-388,13352,0,0,0,1708,168,0,168,506
1984:Q3,572,144,40720,394,0,496,3776,7492,7492,0,0,0,0,-4832,23308,0,23340,6236,17104,-32,0,-32,0,0,0,0,0,0,10086,0,10086,40836,40612,8948,-1092,16464,5292,-232,5524,0,0,0,-104,11276,0,0,0,16292,224,0,224,544
1984:Q4,514,148,-23844,1464,0,724,2264,-12224,-12224,0,0,0,0,-8092,-6984,0,-6568,10192,-16760,-416,0,-416,0,0,0,0,0,0,-996,0,-996,-22792,-22908,-8896,8204,-11500,-9956,192,-10148,0,0,0,144,-1688,0,0,0,-10716,116,0,116,1418
1985:Q1,-1610,195,38664,592,0,680,-2228,-3980,-3980,0,0,0,0,11376,32232,0,32300,1736,30564,-68,0,-68,0,0,0,0,0,0,-8,0,-8,35336,35092,24884,-7992,27304,6188,164,6024,0,0,0,-112,21228,0,0,0,-9104,244,0,244,-5133
1985:Q2,-1565,199,16008,448,0,780,-144,-4976,-4976,0,0,0,0,232,20376,0,20652,27328,-6676,-276,0,-276,0,0,0,0,0,0,-708,0,-708,16936,16800,12360,-800,3416,-12292,136,-12428,0,0,0,180,15528,0,0,0,1824,136,0,136,-836
1985:Q3,-1232,196,17692,494,0,564,-772,4728,4728,0,0,0,0,-4864,13252,0,13556,3720,9836,-304,0,-304,0,0,0,0,0,0,4290,0,4290,16752,16624,-8348,8816,4752,-4552,-168,-4384,0,0,0,1140,8164,0,0,0,11404,128,0,128,-2368
1985:Q4,-1337,201,27308,6268,400,512,3676,2160,2160,0,0,0,0,6088,7792,0,7792,24776,-16984,0,0,0,0,0,0,0,0,0,412,0,412,30280,30168,-1648,5032,30908,26944,16,26928,0,0,0,-736,4700,0,0,0,-4124,112,0,112,1434
1986:Q1,-2732,214,18512,386,0,620,-1712,-8968,-8968,0,0,0,0,2744,24496,0,24656,-4712,29368,-160,0,-160,0,0,0,0,0,0,946,0,946,17068,16908,24348,-2012,6060,-12052,268,-12320,0,2044,0,-808,16876,0,0,0,-11488,160,0,160,-4390
1986:Q2,-2491,209,2800,412,400,492,-1108,536,536,0,0,0,0,-13128,15044,0,15244,28916,-13672,-200,0,-200,0,0,0,0,0,0,152,0,152,1560,1616,12280,192,-8368,-19640,-64,-19576,0,-244,0,128,11388,0,0,0,-2488,-56,0,-56,-3940
1986:Q3,-2023,207,51828,794,800,432,2264,-292,-292,0,0,0,0,29640,14092,0,14452,2352,12100,-360,0,-360,0,0,0,0,0,0,4098,0,4098,52156,51988,9420,5616,27948,13144,-436,13580,0,852,0,48,13904,0,0,0,9004,168,0,168,-1902
1986:Q4,-1834,211,54540,124,0,516,1648,2744,2744,0,0,0,0,23872,24084,0,24956,46844,-21888,-872,0,-872,0,0,0,0,0,0,1552,0,1552,56800,56700,31856,-3336,27688,11004,-260,11264,0,1016,0,168,15500,0,0,0,492,100,0,100,215
1987:Q1,-1679,217,-6580,-2488,0,672,15920,88,88,0,0,0,0,-44892,24972,0,25412,-3852,29264,-440,0,-440,0,0,0,0,0,0,-852,0,-852,-9244,-9412,-16040,4684,6416,-3232,364,-3596,0,-1360,0,168,10840,0,0,0,-4472,168,0,168,-4560
1987:Q2,-1370,222,12760,-6582,0,616,-14648,-2460,-2460,0,0,0,0,-2892,35972,0,36116,19560,16556,-144,0,-144,0,0,0,0,0,0,2754,0,2754,12860,12680,-20604,2896,29840,17036,-104,17140,0,-476,0,-480,13760,0,0,0,548,180,0,180,-1492
1987:Q3,-1439,229,12932,370,0,468,-5324,3876,3876,0,0,0,0,-6556,14852,0,15092,-7668,22760,-240,0,-240,0,0,0,0,0,0,5246,0,5246,13988,13796,7668,6712,-1336,-16512,-128,-16384,0,-156,0,644,14688,0,0,0,752,192,0,192,-612
1987:Q4,-1394,233,23900,-6446,0,684,2252,7496,7496,0,0,0,0,10164,8224,0,8504,7624,880,-280,0,-280,0,0,0,0,0,0,1526,0,1526,24840,24688,3684,-17468,32004,-6316,-56,-6260,0,2432,0,-776,36664,0,0,0,6468,152,0,152,-687
1988:Q1,651,203,11332,-1846,0,648,-2052,-6016,-6016,0,0,0,0,192,21816,0,21816,-1740,23556,0,0,0,0,0,0,0,0,0,-1410,0,-1410,9456,9264,-8424,15588,3920,368,132,236,0,-2364,0,1344,4572,0,0,0,-1820,192,0,192,-1428
1988:Q2,892,209,29632,428,0,648,-156,612,612,0,0,0,0,31396,-1824,0,-1824,-7132,5308,0,0,0,0,0,0,0,0,0,-1472,0,-1472,31148,31088,-10436,7556,23000,8688,-188,8876,0,-340,0,-824,15476,0,0,0,10968,60,0,60,2199
1988:Q3,617,211,43948,15066,0,544,3760,-1240,-1240,0,0,0,0,13396,13664,0,13664,4492,9172,0,0,0,0,0,0,0,0,0,-1242,0,-1242,42580,42632,13076,-12272,42220,16088,-172,16260,0,28,0,-204,26308,0,0,0,-392,-52,0,-52,-962
1988:Q4,774,216,-8732,-3558,0,648,348,64,64,0,0,0,0,-37384,25368,0,25368,24744,624,0,0,0,0,0,0,0,0,0,5782,0,5782,-7008,-7072,-3964,-60,1376,-11976,24,-12000,0,760,0,-72,12664,0,0,0,-4424,64,0,64,2282
1989:Q1,-1042,232,11703,8208,1400,948,-2916,1136,1136,0,0,0,0,11368,-1081,0,2015,-19084,21099,-3096,0,-3096,0,0,0,0,0,0,-7360,0,-7360,11043,10971,-3281,835,6216,-7400,248,-7648,0,-1208,0,164,14661,0,0,0,7201,72,0,72,-1934
1989:Q2,-784,236,36457,24060,12600,868,-3040,-6452,-6452,0,0,0,0,4676,-12999,0,-12499,4080,-16579,-500,0,-500,0,0,0,0,0,0,16744,0,16744,34581,34525,5609,-489,36586,18484,68,18416,0,-360,0,-508,18970,0,0,0,-7182,56,0,56,-2896
1989:Q3,-1111,244,-3512,12220,0,688,2816,-972,-972,0,0,0,0,4644,-32452,0,-32056,-42176,10120,-396,0,-396,0,0,0,0,0,0,9544,0,9544,-6432,-6644,-22198,-2482,14608,9746,-136,9882,0,212,0,312,4337,0,0,0,3428,212,0,212,-4275
1989:Q4,-939,243,-5356,5966,0,808,2520,-468,-468,0,0,0,0,-39664,14872,0,14992,24376,-9384,-120,0,-120,0,0,0,0,0,0,10610,0,10610,-280,-460,15790,6576,-16515,-30347,60,-30407,0,4052,0,964,8816,0,0,0,-6311,180,0,180,3894
1990:Q1,-1525,252,43210,6320,0,856,-3020,6728,6728,0,0,0,0,43792,-6418,0,-6414,-36308,29894,-4,0,-4,0,0,0,0,0,0,-5048,0,-5048,43558,43278,-5702,-911,31228,10472,340,10132,0,-3924,0,-1220,25901,0,0,0,18663,280,0,280,-1429
1990:Q2,-1452,250,13558,-160,0,900,1120,-6308,-6308,0,0,0,0,-9712,26222,0,26534,53336,-26802,-312,0,-312,0,0,0,0,0,0,1496,0,1496,11014,10890,15479,-108,8457,-23648,160,-23808,0,-232,0,320,32017,0,0,0,-12938,124,0,124,-4246
1990:Q3,-1963,252,36513,-2752,0,620,4884,-324,-324,0,0,0,0,9900,17565,0,17841,11960,5881,-276,0,-276,0,0,0,0,0,0,6620,0,6620,35333,35113,-19306,-2292,52399,23740,-212,23952,0,208,0,220,28230,0,0,0,4311,220,0,220,-3395
1990:Q4,-2074,250,17091,1978,6000,724,1380,-1260,-1260,0,0,0,0,20972,-4841,0,-4701,2768,-7469,-140,0,-140,0,0,0,0,0,0,-7862,0,-7862,20323,20227,10853,18987,4559,832,136,696,0,-292,0,-188,4208,0,0,0,-14173,96,0,96,908
1991:Q1,-25,282,-630,98,0,688,1440,216,216,0,0,0,0,-33228,43302,0,43302,6900,36402,0,0,0,0,0,0,0,0,0,-13146,0,-13146,6682,6370,-58433,-17597,79916,27147,248,26899,0,-152,0,-616,53537,0,0,0,2484,312,0,312,7005
1991:Q2,-69,281,-18044,-2272,0,700,-8560,4940,4940,0,0,0,0,-17800,9436,0,9952,20276,-10324,-516,0,-516,0,0,0,0,0,0,-4488,0,-4488,-23988,-24164,12915,-747,-18863,-34192,-40,-34152,0,68,0,-8,15269,0,0,0,-17469,176,0,176,-6294
1991:Q3,150,279,57239,-7976,0,548,-840,-4656,-4656,0,0,0,0,13672,59123,0,59359,37020,22339,-236,0,-236,0,0,0,0,0,0,-2632,0,-2632,49695,49615,11550,13033,9795,9611,-24,9635,0,288,0,632,-737,0,0,0,15239,80,0,80,-7673
1991:Q4,-91,278,50667,-2476,0,512,1996,-388,-388,0,0,0,0,27536,12531,0,12971,16264,-3293,-440,0,-440,0,0,0,0,0,0,10956,0,10956,56427,56079,-3011,9363,51756,32682,116,32566,0,5652,0,2372,11050,0,0,0,-2030,348,0,348,5391
1992:Q1,1507,315,-26589,1968,0,484,-876,-664,-664,0,0,0,0,-35176,17847,0,18183,-12572,30755,-336,0,-336,0,0,0,0,0,0,-10172,0,-10172,-28365,-28737,-3418,-1675,-15550,-29139,300,-29439,0,-5804,0,-2404,21797,0,0,0,-8094,372,0,372,-584
1992:Q2,1551,325,-9066,-3262,0,472,-2712,5228,5228,0,0,0,0,-31672,25666,0,26666,29428,-2762,-1000,0,-1000,0,0,0,0,0,0,-2786,0,-2786,-15134,-15482,-7069,-1418,-531,-22429,-396,-22033,0,-40,0,-604,22543,0,0,0,-6464,348,0,348,-4842
1992:Q3,1616,331,133162,-4502,0,340,-244,-3000,-3000,0,0,0,0,100508,28222,0,28926,-12388,41314,-704,0,-704,0,0,0,0,0,0,11838,0,11838,139062,138482,18398,10093,100690,72816,-340,73156,0,204,0,1284,26386,0,0,0,9301,580,0,580,7185
1992:Q4,1551,341,-28964,-2892,-8000,436,13920,264,264,0,0,0,0,-64872,39840,0,40324,32168,8156,-484,0,-484,0,0,0,0,0,0,-7660,0,-7660,-28280,-28588,2752,-13932,-19738,-62580,-76,-62504,0,124,0,-1268,43986,0,0,0,2330,308,0,308,1894
