date,FL703130005.Q,FL763130005.Q,FL753130005.Q,FL743130003.Q,FL473130005.Q,FL703130005.Q,FL153030005.Q,FL143030005.Q,FL103030003.Q,FL113030003.Q,FL313030003.Q,FL213030000.Q,FL793030005.Q,FL573030005.Q,FL223030043.Q,FL633030000.Q,FL403030005.Q,FL613030003.Q,FL733030005.Q,FL263030005.Q
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,76849,75666,108,0,1075,76849,72177,900,900,0,278,1543,285,0,0,0,0,285,0,1666
1952:Q1,78610,77397,118,0,1095,78610,73469,900,900,0,290,1637,654,367,0,0,0,287,0,1660
1952:Q2,80959,79634,132,0,1193,80959,75744,900,900,0,317,1631,670,381,0,0,0,289,0,1697
1952:Q3,82465,81061,146,0,1258,82465,77273,900,900,0,325,1624,687,396,0,0,0,291,0,1656
1952:Q4,85041,83530,160,0,1351,85041,79651,900,900,0,351,1628,704,411,0,0,0,293,0,1807
1953:Q1,87021,85461,173,0,1387,87021,81545,900,900,0,345,1658,721,427,0,0,0,294,0,1852
1953:Q2,89868,88158,187,0,1523,89868,84177,900,900,0,340,1742,740,444,0,0,0,296,0,1969
1953:Q3,91503,89709,199,0,1595,91503,85755,900,900,0,344,1696,758,461,0,0,0,297,0,2050
1953:Q4,94270,92372,210,0,1688,94270,87886,900,900,0,342,1957,777,478,0,0,0,299,0,2408
1954:Q1,96947,94999,224,0,1724,96947,89888,950,950,0,344,2283,799,497,0,0,0,302,0,2683
1954:Q2,100284,98217,237,0,1830,100284,92829,1000,1000,0,335,2335,821,516,0,0,0,305,0,2964
1954:Q3,102332,100156,250,0,1926,102332,94440,1050,1050,0,344,2438,837,536,0,0,0,301,0,3223
1954:Q4,104819,102523,259,0,2037,104819,97182,1100,1100,0,370,2419,848,556,0,0,0,292,0,2900
1955:Q1,106910,104585,259,0,2066,106910,99274,1075,1075,0,374,2377,873,577,0,0,0,296,0,2937
1955:Q2,109566,107114,254,0,2198,109566,101868,1050,1050,0,370,2452,904,600,0,0,0,304,0,2922
1955:Q3,110976,108409,249,0,2318,110976,103362,1025,1025,0,352,2313,939,623,0,0,0,316,0,2985
1955:Q4,113274,110581,247,0,2446,113274,105783,1000,1000,0,357,2356,979,647,0,0,0,332,0,2799
1956:Q1,115386,112584,258,0,2544,115386,107946,1000,1000,0,351,2508,1004,671,0,0,0,333,0,2577
1956:Q2,118567,115633,277,0,2657,118567,110925,1000,1000,0,331,2509,1030,697,0,0,0,333,0,2772
1956:Q3,120060,117024,294,0,2742,120060,112516,1000,1000,0,330,2347,1056,724,0,0,0,332,0,2811
1956:Q4,122702,119485,303,0,2914,122702,115230,1000,1000,0,330,2400,1085,752,0,0,0,333,0,2657
1957:Q1,126232,122932,291,0,3009,126232,118462,1000,1000,0,340,2584,1117,781,0,0,0,336,0,2729
1957:Q2,129781,126390,272,0,3119,129781,121985,1000,1000,0,326,2723,1149,811,0,0,0,338,0,2598
1957:Q3,131736,128281,251,0,3204,131736,123872,1000,1000,0,340,2742,1183,842,0,0,0,341,0,2599
1957:Q4,135000,131380,239,0,3381,135000,127167,1000,1000,0,301,2783,1216,874,0,0,0,342,0,2533
1958:Q1,140684,136976,228,0,3480,140684,130705,1550,1550,0,270,3433,1253,908,0,0,0,345,0,3473
1958:Q2,146137,142319,226,0,3592,146137,134835,2100,2100,0,274,4114,1290,943,0,0,0,347,0,3524
1958:Q3,148605,144702,224,0,3679,148605,137708,2000,2000,0,300,3735,1328,979,0,0,0,349,0,3534
1958:Q4,151862,147772,221,0,3869,151862,141266,1900,1900,0,327,3589,1366,1017,0,0,0,349,0,3414
1959:Q1,154402,150200,226,0,3976,154402,143832,1800,1800,0,320,3589,1417,1056,0,0,0,361,0,3444
1959:Q2,157912,153573,233,0,4106,157912,147681,1700,1700,0,331,3647,1469,1096,0,0,0,373,0,3084
1959:Q3,159429,154979,240,0,4210,159429,149934,1600,1600,0,320,3177,1525,1138,0,0,0,387,0,2873
1959:Q4,161648,156970,247,0,4431,161648,152525,1500,1500,0,285,3179,1584,1182,0,0,0,402,0,2575
1960:Q1,163526,158733,256,0,4537,163526,154522,1268,1268,0,280,3348,1633,1227,0,0,0,406,0,2475
1960:Q2,167569,162643,265,0,4661,167569,158156,1087,1087,0,290,3748,1685,1275,0,0,0,410,0,2603
1960:Q3,171505,166487,276,0,4742,171505,161281,1346,1346,0,280,4036,1740,1324,0,0,0,416,0,2822
1960:Q4,176937,171681,287,0,4969,176937,164461,3000,3000,0,262,4557,1798,1374,0,0,0,424,0,2859
1961:Q1,182482,177090,298,0,5094,182482,169701,3272,3272,0,300,4883,1863,1427,0,0,0,436,0,2463
1961:Q2,189071,183522,310,0,5239,189071,175096,3863,3863,0,288,5266,1930,1482,0,0,0,448,0,2628
1961:Q3,192783,187108,323,0,5352,192783,177733,4606,4606,0,300,5242,1999,1539,0,0,0,460,0,2903
1961:Q4,197676,191720,330,0,5626,197676,182845,4100,4100,0,284,5465,2071,1598,0,0,0,473,0,2911
1962:Q1,206020,199897,334,0,5789,206020,189204,5395,5395,0,290,6087,2140,1660,0,0,0,480,0,2904
1962:Q2,213477,207218,334,0,5925,213477,196080,5554,5554,0,300,6341,2211,1723,0,0,0,488,0,2991
1962:Q3,218126,211759,333,0,6034,218126,201423,4903,4903,0,270,6115,2286,1790,0,0,0,496,0,3129
1962:Q4,226318,219667,335,0,6316,226318,208828,5000,5000,0,269,6450,2362,1858,0,0,0,504,0,3409
1963:Q1,234903,228052,348,0,6503,234903,215765,5344,5344,0,260,7309,2423,1930,0,0,0,493,0,3802
1963:Q2,242334,235294,365,0,6675,242334,223030,5160,5160,0,254,7466,2485,2004,0,0,0,481,0,3939
1963:Q3,247248,240051,382,0,6815,247248,227746,5117,5117,0,250,7458,2549,2081,0,0,0,468,0,4128
1963:Q4,255852,248307,397,0,7148,255852,234936,5687,5687,0,260,8093,2616,2161,0,0,0,455,0,4260
1964:Q1,263318,255573,405,0,7340,263318,240745,6724,6724,0,260,8361,2698,2244,0,0,0,454,0,4530
1964:Q2,271028,263000,411,0,7617,271028,247988,6452,6452,0,257,8680,2781,2330,0,0,0,451,0,4870
1964:Q3,277057,268829,418,0,7810,277057,253567,6309,6309,0,240,8887,2869,2419,0,0,0,450,0,5185
1964:Q4,286271,277642,423,0,8206,286271,261041,6671,6671,0,272,9812,2960,2512,0,0,0,448,0,5515
1965:Q1,295943,287122,442,0,8379,295943,268791,7704,7704,0,260,10450,3069,2609,0,0,0,460,0,5669
1965:Q2,303524,294440,460,0,8624,303524,275058,8601,8601,0,260,10573,3179,2709,0,0,0,470,0,5853
1965:Q3,310388,301135,477,0,8776,310388,280622,9212,9212,0,250,11049,3296,2813,0,0,0,483,0,5959
1965:Q4,319441,309744,498,0,9199,319441,288514,8993,8993,0,250,12186,3417,2921,0,0,0,496,0,6081
1966:Q1,326323,316438,516,0,9369,326323,294109,9886,9886,0,250,12244,3543,3034,0,0,0,509,0,6291
1966:Q2,332311,322171,536,0,9604,332311,299561,9708,9708,0,240,12634,3671,3151,0,0,0,520,0,6497
1966:Q3,334584,324352,535,0,9697,334584,301554,9774,9774,0,230,12761,3799,3271,0,0,0,528,0,6466
1966:Q4,339785,329201,536,0,10048,339785,307135,8603,8603,0,220,13462,3952,3418,0,0,0,534,0,6413
1967:Q1,353136,342349,562,0,10225,353136,317399,9556,9556,0,250,15000,4079,3539,0,0,0,540,0,6852
1967:Q2,364444,353308,587,0,10549,364444,328252,8777,8777,0,270,15668,4244,3682,17,0,0,545,0,7233
1967:Q3,372564,361247,615,0,10702,372564,335860,9099,9099,0,260,15458,4450,3829,69,0,0,552,0,7437
1967:Q4,380398,368674,647,0,11077,380398,342144,9682,9682,0,267,15892,4734,4014,161,0,0,559,0,7679
1968:Q1,389189,377180,687,0,11322,389189,350920,9375,9375,0,330,16380,4810,4136,108,0,0,566,0,7374
1968:Q2,393619,381174,730,0,11715,393619,356638,8129,8129,0,321,16522,4948,4303,75,0,0,570,0,7061
1968:Q3,403163,390575,763,0,11825,403163,364408,8539,8539,0,350,17432,5204,4485,146,0,0,573,0,7230
1968:Q4,413743,400659,801,0,12283,413743,372312,9056,9056,0,368,19110,5488,4680,230,0,0,578,0,7409
1969:Q1,416259,402550,856,211,12642,416259,377319,7692,7692,0,350,18276,5434,4799,52,0,0,583,0,7188
1969:Q2,416556,402124,877,539,13016,416556,382216,4593,4593,0,352,16690,5772,5040,143,0,0,589,0,6933
1969:Q3,411224,396218,955,844,13207,411224,380750,3525,3525,0,300,13572,6029,5220,211,0,0,598,0,7048
1969:Q4,413205,397481,1032,984,13708,413205,381127,3652,3652,0,211,13220,6206,5429,170,0,0,607,0,8789
1970:Q1,417227,400903,1206,1037,14081,417227,382156,4548,4348,200,180,14934,6402,5646,138,0,0,618,0,9007
1970:Q2,429357,412415,1296,1073,14573,429357,390277,5911,5311,600,202,17148,6706,5866,209,0,0,631,0,9113
1970:Q3,449677,432405,1365,1103,14804,449677,408150,6325,5325,1000,360,19896,6913,6099,167,0,0,647,0,8033
1970:Q4,468066,450075,1408,1133,15450,468066,423312,6747,5347,1400,463,23225,7194,6315,213,0,0,666,0,7125
1971:Q1,497652,478845,1464,1120,16223,497652,446974,9344,7544,1800,480,26179,7485,6567,233,0,0,685,0,7190
1971:Q2,515222,495552,1502,1109,17059,515222,462553,11024,8824,2200,517,26221,7648,6765,180,0,0,703,0,7259
1971:Q3,530321,509940,1616,1220,17545,530321,475713,11865,9265,2600,530,26926,7927,7033,174,0,0,720,0,7360
1971:Q4,549909,528641,1668,1285,18315,549909,490887,12509,9509,3000,520,30384,8155,7270,148,0,0,737,0,7454
1972:Q1,574870,552565,1765,1252,19288,574870,511155,15140,11740,3400,500,31820,8305,7513,39,0,0,753,0,7950
1972:Q2,595775,572541,1841,1220,20173,595775,529177,16124,12324,3800,492,33110,8624,7821,33,0,0,770,0,8248
1972:Q3,616463,592926,1567,1322,20648,616463,548894,15141,10941,4200,610,33400,9006,8155,65,0,0,786,0,9412
1972:Q4,638377,612961,2415,1425,21576,638377,564036,16490,11890,4600,606,37161,9504,8511,191,0,0,802,0,10580
1973:Q1,670281,643325,2802,1438,22716,670281,588222,20589,15583,5006,770,40149,9013,8891,304,0,0,818,-1000,11538
1973:Q2,689939,661790,2847,1400,23902,689939,603169,23290,17879,5411,730,40734,9494,9232,429,0,0,833,-1000,12522
1973:Q3,704776,676143,3203,1493,23937,704776,617036,23084,17271,5813,590,42737,8689,9680,660,0,0,849,-2500,12640
1973:Q4,716793,687395,3376,1567,24455,716793,626550,22836,16623,6213,439,44385,9191,10027,800,0,0,864,-2500,13392
1974:Q1,742706,712183,3458,1555,25510,742706,648423,25526,18791,6735,590,45961,9276,10444,887,67,0,878,-3000,12930
1974:Q2,765395,733608,3647,1541,26599,765395,665689,26384,19179,7205,446,47711,10159,10873,1183,210,0,893,-3000,15006
1974:Q3,776619,744243,4176,1566,26634,776619,672283,26591,19045,7546,490,47471,10897,11331,1373,786,0,907,-3500,18887
1974:Q4,795472,761931,4500,1587,27454,795472,682996,28248,20464,7784,477,50087,12541,11957,1543,1620,0,921,-3500,21123
1975:Q1,822810,787232,4679,1662,29237,822810,711073,27638,19761,7877,650,48665,13567,12495,1811,2326,0,935,-4000,21217
1975:Q2,844694,806750,5179,1738,31027,844694,729697,29922,21958,7964,492,48219,14319,13151,1688,2532,0,948,-4000,22045
1975:Q3,861883,822215,6143,1821,31704,861883,744917,32325,24292,8033,650,47218,14444,13832,1342,2308,0,962,-4000,22329
1975:Q4,884715,841989,7884,1905,32937,884715,765194,32218,24130,8088,572,48113,16039,14454,1171,2139,0,975,-2700,22579
1976:Q1,914589,870590,7270,1898,34831,914589,793835,33151,24945,8206,620,49446,16352,15095,1065,1705,0,987,-2500,21185
1976:Q2,936971,890940,7630,1888,36513,936971,817141,34764,26347,8417,724,46544,17048,15646,1133,1669,0,1000,-2400,20750
1976:Q3,957201,910013,8002,1953,37233,957201,837266,34321,25462,8859,570,47536,17493,16096,1055,1530,0,1012,-2200,20015
1976:Q4,992370,943363,8266,2019,38722,992370,856844,38273,28783,9490,731,50212,18458,16639,1148,1487,0,1024,-1840,27852
1977:Q1,1030758,978958,8542,2266,40992,1030758,892047,37906,27955,9951,590,52900,19289,17300,1098,1455,0,1036,-1600,28026
1977:Q2,1055163,1000769,8872,2566,42956,1055163,912466,39781,29290,10491,810,51872,20751,18034,1401,1569,0,1047,-1300,29483
1977:Q3,1084311,1028143,9006,2811,44351,1084311,938050,41126,29897,11229,760,54242,22019,18821,1483,1556,0,1059,-900,28114
1977:Q4,1116191,1056626,10482,3025,46058,1116191,958246,47583,35456,12127,878,57182,23393,19644,1416,1793,0,1070,-530,28909
1978:Q1,1154015,1090446,11384,3414,48771,1154015,987664,47745,35080,12665,690,61336,25988,20592,1758,2658,0,1080,-100,30592
1978:Q2,1178943,1112365,11895,3927,50756,1178943,1006749,48713,35386,13327,1051,60774,30301,21590,2043,3115,0,1091,2462,31355
1978:Q3,1208808,1139201,13874,4319,51414,1208808,1030747,48565,34266,14299,946,63600,33365,22509,2436,4095,0,1101,3224,31585
1978:Q4,1237393,1163929,16903,4592,51969,1237393,1048950,53704,38182,15522,942,65266,35373,23660,2354,4458,0,1111,3790,33158
1979:Q1,1265973,1190277,17141,4706,53849,1265973,1070963,53027,36026,17001,935,68221,37942,24727,2747,6067,0,1121,3280,34885
1979:Q2,1274919,1195640,18859,4696,55724,1274919,1082553,52444,33981,18463,973,64937,40080,25677,2844,7743,0,1130,2686,33932
1979:Q3,1307219,1224193,21176,5099,56751,1307219,1103342,57541,37659,19882,997,65287,44700,26714,3055,10538,0,1140,3253,35352
1979:Q4,1327119,1244917,20536,5663,56003,1327119,1115447,61683,40414,21269,1007,64251,49140,27894,3458,11987,0,1149,4652,35591
1980:Q1,1354540,1274402,20207,5845,54086,1354540,1140176,60285,38748,21537,909,66165,51673,28830,3569,14140,0,1157,3977,35332
1980:Q2,1373045,1291143,20080,5943,55879,1373045,1159218,58764,36770,21994,758,62481,55497,29699,3556,16381,0,1166,4695,36327
1980:Q3,1407456,1319252,23436,6084,58684,1407456,1190354,60322,37399,22923,988,61154,59075,30520,3559,19364,0,1174,4458,35563
1980:Q4,1470070,1376829,28429,6400,58412,1470070,1239537,69253,45022,24231,797,62510,61407,31827,3684,21201,0,1182,3513,36566
1981:Q1,1489864,1393623,29742,6923,59576,1489864,1242638,75704,51034,24670,823,64463,70537,32923,4107,29918,0,1190,2399,35699
1981:Q2,1510561,1412124,30408,7682,60347,1510561,1263473,75574,50593,24981,757,61615,72393,33727,3761,31980,0,1197,1728,36749
1981:Q3,1543013,1441107,33500,8422,59984,1543013,1288576,74591,49315,25276,667,62279,80652,34960,4296,40438,0,1205,-247,36248
1981:Q4,1608628,1491882,47143,8884,60719,1608628,1336755,80671,54971,25700,655,64878,86831,36476,3813,44363,0,1212,967,38838
1982:Q1,1663808,1536435,54861,9077,63435,1663808,1385026,80616,54405,26211,784,69492,87278,39585,3972,41765,0,1218,738,40612
1982:Q2,1710562,1569627,66616,8998,65321,1710562,1425819,77346,50577,26769,958,68118,93430,43034,4610,45464,0,1224,-902,44891
1982:Q3,1756466,1605095,75788,8898,66685,1756466,1448867,85392,58000,27392,986,70277,104957,46147,5083,50960,0,1230,1537,45987
1982:Q4,1821274,1661389,81782,9022,69081,1821274,1510402,91673,63573,28100,1127,70885,97976,49416,5992,41101,0,1237,230,49211
1983:Q1,1876188,1718629,74613,9371,73575,1876188,1584354,92246,63337,28909,950,71915,93472,53491,7350,30600,0,1244,787,33251
1983:Q2,1926122,1755023,83556,9933,77610,1926122,1629330,97666,67829,29837,749,68292,96098,59049,7757,26372,0,1251,1669,33987
1983:Q3,1979418,1800940,88414,10491,79573,1979418,1685427,97393,66597,30796,784,66910,95243,59222,7305,24823,0,1259,2634,33661
1983:Q4,2031996,1836906,102558,10828,81704,2031996,1728457,101674,69974,31700,676,67418,98289,60873,8785,24289,0,1267,3075,35482
1984:Q1,2088534,1891113,98703,10961,87757,2088534,1792411,99993,67460,32533,816,66193,93884,60168,10104,20900,0,1175,1537,35237
1984:Q2,2163116,1949614,110182,10904,92416,2163116,1861428,99091,65810,33281,841,66176,96450,60020,11093,24668,0,1176,-507,39130
1984:Q3,2219206,2003947,111227,10813,93219,2219206,1913406,95221,61132,34089,939,69751,100039,64875,12727,19975,0,1210,1252,39850
1984:Q4,2295945,2071964,120036,10840,93105,2295945,1975034,104224,69124,35100,1208,70822,104532,68025,11960,24126,0,1162,-741,40125
1985:Q1,2354690,2118298,126071,10956,99365,2354690,2018349,109420,73050,36370,1139,76954,108139,73195,14085,21849,0,1183,-2173,40689
1985:Q2,2381245,2143028,121172,11127,105918,2381245,2044858,104764,66808,37956,1112,75177,114849,79595,14614,20301,0,1276,-937,40485
1985:Q3,2418005,2168628,127141,11327,110909,2418005,2073824,108177,68688,39489,1195,76708,116299,78824,14149,19186,0,1489,2651,41802
1985:Q4,2444041,2201750,117903,11529,112859,2444041,2101333,109901,69301,40600,1248,79215,108995,76601,13327,17435,0,1481,151,43349
1986:Q1,2477592,2229759,115365,11768,120700,2477592,2124231,116137,74757,41380,1621,81490,115218,78044,14072,17754,0,1606,3742,38895
1986:Q2,2498863,2241206,116105,12071,129481,2498863,2140134,122345,80427,41918,1646,79609,115517,78969,14183,17526,0,1610,3229,39612
1986:Q3,2545899,2269897,128555,12347,135100,2545899,2174439,134442,92218,42224,1456,78209,117228,81702,11595,19916,0,1978,2037,40125
1986:Q4,2591103,2293234,145700,12505,139664,2591103,2223118,127838,85530,42308,1433,78130,119765,86920,9891,20191,0,2298,465,40819
1987:Q1,2595007,2290843,143731,12533,147900,2595007,2235686,123132,81118,42014,1321,80922,113116,83688,7403,19892,0,2390,-257,40830
1987:Q2,2631468,2310284,155756,12422,153006,2631468,2268596,122975,81792,41183,1573,79244,118935,83821,5753,24768,0,2345,2248,40145
1987:Q3,2667024,2336261,166360,12303,152100,2667024,2308891,120919,80483,40436,1520,77980,117252,81144,5019,27532,0,2604,953,40462
1987:Q4,2735458,2398101,173772,12306,151279,2735458,2364522,126333,85943,40390,1651,80555,120147,76103,5216,34845,0,2883,1100,42250
1988:Q1,2805416,2472394,163642,12380,157000,2805416,2430023,124630,81972,42658,1572,84063,122992,76495,5761,37513,0,3024,199,42136
1988:Q2,2838031,2497618,166264,12510,161639,2838031,2467228,119384,74680,44704,1644,79685,126244,82766,5865,35091,0,3312,-790,43846
1988:Q3,2891690,2542562,174027,12681,162420,2891690,2511476,124824,78949,45875,1419,81069,129113,82649,6488,37994,0,3251,-1269,43789
1988:Q4,2936044,2569973,190280,12877,162914,2936044,2551343,129230,82273,46957,1404,80481,130214,86942,7116,34295,0,3379,-1518,43372
1989:Q1,2973141,2595087,199292,13062,165700,2973141,2578331,122107,74379,47728,1332,83400,143157,94517,8123,37133,0,4070,-686,44814
1989:Q2,2993795,2620091,195525,13200,164979,2993795,2577496,128116,80721,47395,1285,81193,158767,101600,8418,44231,0,4324,194,46938
1989:Q3,3023562,2645935,196647,13450,167530,3023562,2604839,120264,73203,47061,1155,79602,169904,108691,8850,45653,0,4460,2250,47798
1989:Q4,3065052,2667961,212932,13971,170188,3065052,2631287,128961,80610,48351,1261,79645,174352,114406,9060,43652,0,4668,2566,49546
1990:Q1,3067142,2679169,196079,14869,177025,3067142,2647604,119428,69847,49581,1409,79991,167659,116002,8479,36842,0,4648,1688,51051
1990:Q2,3052552,2661633,194216,16248,180455,3052552,2642633,121084,70925,50159,1335,77093,160311,113279,7953,31163,0,4907,3009,50096
1990:Q3,3049415,2656479,193836,17530,181570,3049415,2656928,123818,72369,51449,1459,75882,142169,111111,7802,25226,0,5093,-7063,49159
1990:Q4,3067603,2652892,214095,18137,182479,3067603,2682304,125583,74564,51019,1403,75246,134048,110223,7701,22361,0,5320,-11557,49019
1991:Q1,3087162,2653445,227691,18076,187950,3087162,2683771,128049,77964,50085,1300,77435,146310,107637,14658,29283,0,5570,-10838,50297
1991:Q2,3043851,2609785,223579,17349,193138,3043851,2636427,132669,81294,51375,1544,72890,149111,109796,12230,32538,0,6680,-12133,51210
1991:Q3,3027888,2572668,242454,16516,196250,3027888,2616478,136293,84043,52250,1527,70566,154614,114389,9902,35086,0,7404,-12167,48410
1991:Q4,2999890,2527975,255028,16134,200753,2999890,2600463,130809,77581,53228,1551,65295,152892,115719,8828,35692,0,8110,-15457,48880
1992:Q1,2969379,2494624,247922,16133,210700,2969379,2448803,130553,74167,56386,1901,66261,166644,110670,8406,36068,0,8024,3476,155217
1992:Q2,2926829,2445645,251796,16432,212956,2926829,2414399,131103,73250,57853,2201,60538,160070,106119,8358,34402,0,7654,3537,158518
1992:Q3,2894294,2407214,256101,16779,214200,2894294,2385646,134367,74612,59755,2175,61117,160469,102989,7910,37719,0,8086,3765,150520
1992:Q4,2872193,2366882,270553,16923,217835,2872193,2355243,136186,75991,60195,874,57261,153172,98608,6942,35168,0,8371,4083,169457
1993:Q1,2829974,2333783,256343,16898,222950,2829974,2310884,144020,82120,61900,936,60865,158786,99701,7591,37485,0,8890,5119,154483
1993:Q2,2812865,2301725,267978,16735,226427,2812865,2287502,147846,85412,62434,835,56964,156136,99409,8601,33743,0,9215,5168,163582
1993:Q3,2786360,2281417,261287,16556,227100,2786360,2271959,143401,81130,62271,826,57556,146928,95060,8554,26333,0,10999,5982,165690
1993:Q4,2786062,2264987,275853,16481,228741,2786062,2231713,155587,91982,63605,811,55020,150353,95254,6230,32275,0,11513,5081,192578
1994:Q1,2787822,2267205,267119,16748,236750,2787822,2232675,152045,87310,64735,723,58031,149045,96975,5869,28818,0,11639,5744,195303
1994:Q2,2772986,2246869,270272,17176,238669,2772986,2200127,155832,90287,65545,689,55235,150738,97401,5520,30073,0,11947,5797,210365
1994:Q3,2781932,2242325,284903,17504,237200,2781932,2217720,157040,90528,66512,722,56556,152940,96231,2636,35564,0,12205,6304,196954
1994:Q4,2785028,2243186,289205,18032,234605,2785028,2203410,163545,96369,67176,688,57802,155382,101717,2483,32101,0,12681,6400,204201
1995:Q1,2835673,2283999,293400,18474,239800,2835673,2249580,151005,82205,68800,1126,62781,169681,104456,2536,42345,0,13446,6898,201500
1995:Q2,2886768,2319636,304170,18922,244040,2886768,2286024,161359,91827,69532,1054,60595,171176,105521,2594,43563,0,13755,5743,206560
1995:Q3,2934336,2361265,307777,19394,245900,2934336,2318196,163948,93237,70711,1053,62701,190908,107911,4209,58270,0,13864,6654,197530
1995:Q4,2964629,2398728,297532,20459,247910,2964629,2334521,171147,99688,71459,940,66423,190281,109819,4464,53333,0,16309,6356,201317
1996:Q1,3046771,2468932,296740,20899,260200,3046771,2405964,167839,95849,71990,1035,71561,198023,111933,4969,57619,0,16574,6928,202349
1996:Q2,3070824,2485865,301740,21520,261699,3070824,2421026,176787,103832,72955,4336,71282,199286,115084,3871,55659,0,16813,7859,198107
1996:Q3,3136646,2533115,323196,21074,259261,3136646,2456169,186931,112984,73947,3313,73074,215153,117470,2274,69158,0,17517,8734,202006
1996:Q4,3190775,2563890,343485,20776,262624,3190775,2471577,204675,129670,75005,2376,74851,236239,118497,2293,84412,0,18953,12084,201057
1997:Q1,3262019,2613247,356733,20238,271801,3262019,2513146,211214,132912,78302,2426,78079,254726,120706,5021,101866,0,18976,8157,202428
1997:Q2,3311603,2642154,374018,19752,275679,3311603,2539029,227641,146321,81320,3270,76792,261966,123716,2302,108625,0,20144,7179,202905
1997:Q3,3380561,2697625,388440,20340,274156,3380561,2600604,225587,141792,83795,2757,79708,268614,123443,2823,117151,0,19050,6147,203291
1997:Q4,3442236,2752527,390135,20774,278800,3442236,2616144,250089,164374,85715,3395,80781,277403,129471,2420,113384,6409,22677,3042,214424
1998:Q1,3537647,2827705,400822,21320,287800,3537647,2643038,300429,205028,95401,2985,86409,285202,137042,1653,111507,3984,23968,7048,219584
1998:Q2,3541336,2832603,392054,21817,294862,3541336,2631727,307586,202999,104587,3230,87441,295357,145409,1621,109061,5255,24586,9425,215995
1998:Q3,3578013,2871758,385713,22430,298112,3578013,2641329,316869,201597,115272,3550,89550,309560,152485,1717,122740,1975,22798,7845,217155
1998:Q4,3659227,2971401,359149,22714,305963,3659227,2693640,319046,192588,126458,4714,95158,325668,159171,1983,126521,4718,24010,9265,221001
