1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q4,1760476,1128625,926063,202562,139212,36329,206741,193707,191930,125721,38540,27669,54194,39426,14768,137736,84847,52453,22442,9953,52889,33843,1330,17716,1777,13035,13812,-777,89597,148171,8702,16665,5487,11384,-206,3839,1760476,237261,61792,25196,7848,2067953
1997:Q1,1788757,1148101,944089,204012,143891,36038,214163,200275,195646,126101,43710,25835,54551,38472,16079,141095,86745,51988,23200,11558,54350,35642,4431,14277,4629,13889,13800,88,91214,148408,8594,11725,4930,6948,-153,3812,1788757,241108,62218,1470,5780,2083522
1997:Q2,1817422,1164994,958911,206083,143784,36142,220222,205673,201749,128561,44941,28247,55619,39441,16179,146130,88887,52546,23516,12825,57243,36574,5246,15422,3924,14549,13842,707,92753,152423,8412,11839,4682,7131,26,3677,1817422,244979,62827,5132,7670,2136285
1997:Q3,1859010,1184715,975740,208975,147135,36846,229400,214383,210606,137160,46068,27377,58551,42560,15990,152055,91059,54245,24342,12472,60997,40355,5736,14905,3777,15018,13937,1081,94294,154588,8358,13375,4738,8346,290,7016,1859010,248874,63078,-3113,5770,2161138
1997:Q4,1886085,1211009,998103,212906,149148,38036,226081,210788,209028,135282,47651,26096,56042,40887,15155,152986,93246,57168,25724,10355,59740,37227,6772,15741,1760,15293,14085,1208,97367,156195,8447,13123,5096,7405,621,3574,1886085,252794,63449,6763,4081,2196608
1998:Q1,1907980,1235497,1018723,216774,154346,39205,209315,193939,190334,120751,42423,27160,55536,40337,15199,134798,96444,59430,25347,11667,38355,20985,1877,15493,3605,15376,14286,1089,103476,156693,8453,14735,5711,7786,1238,3167,1907980,256738,63599,-11511,6339,2206875
1998:Q2,1941253,1257079,1036373,220706,157549,40648,208900,193178,189336,121792,41042,26503,54734,39654,15080,134602,97392,60860,26049,10483,37210,21277,-87,16020,3842,15721,14634,1087,108525,158887,8752,15104,6272,7601,1231,3315,1941253,260837,64172,-27453,5624,2248020
1998:Q3,1978195,1278715,1054354,224361,161354,42008,211286,194956,190183,125237,40925,24021,56364,40459,15905,133818,97163,59817,25856,11491,36655,24961,-836,12530,4773,16331,15128,1203,110509,161058,9196,15654,6779,7950,925,6808,1978195,265091,64602,-29342,2393,2275590
1998:Q4,1999455,1299849,1072166,227683,167027,43345,205667,188464,184941,118624,41238,25078,55171,38218,16953,129770,95632,60927,26076,8629,34138,19479,-1791,16449,3523,17203,15769,1434,108530,162834,9968,18587,7234,10963,390,3585,1999455,269500,65199,11915,3056,2332332
1999:Q1,2036718,1321738,1091156,230583,170610,44029,219119,200780,194733,120683,45399,28652,56618,41344,15274,138116,92761,56233,27024,9503,45355,23106,3101,19149,6047,18338,16556,1782,108248,163769,10612,16355,7796,8912,-352,3463,2036718,274065,65607,-24171,6483,2340415
1999:Q2,2052956,1335976,1102331,233646,172556,44895,217733,198976,198032,124711,44108,29214,55888,41192,14696,142144,92087,56625,27189,8274,50057,26894,2223,20940,944,18757,16760,1997,106124,166629,11257,16771,8208,9050,-487,3529,2052956,279486,66316,-16142,7730,2391049
1999:Q3,2081652,1355995,1118419,237576,174872,44853,214055,195595,199221,121506,48091,29624,56903,41183,15720,142319,93423,53270,26118,14034,48896,27054,6253,15590,-3626,18460,16381,2078,109369,170306,11612,16971,8702,9044,-775,6845,2081652,285763,66900,-8159,7155,2418441
1999:Q4,2121128,1388973,1146021,242953,178314,44721,215852,198407,205726,122655,48842,34230,57978,42745,15233,147748,97098,58539,28671,9888,50651,21370,4938,24342,-7319,17445,15419,2026,111537,172880,11728,17586,9268,9445,-1127,2994,2121128,292897,67902,19156,9535,2481268
2000:Q1,2175982,1437297,1187874,249423,180140,44958,211492,195778,202088,120773,48527,32788,60828,44029,16799,141261,100738,60830,31962,7946,40523,15915,-234,24842,-6310,15714,13874,1840,116324,174081,11267,20251,9955,10239,57,2706,2175982,300887,68855,-38325,8271,2491975
2000:Q2,2203087,1447936,1194764,253172,187670,45051,209412,194996,200258,119680,45948,34631,60428,43887,16541,139831,103702,64152,33516,6034,36129,11641,-4109,28597,-5262,14416,12716,1700,124216,176680,11368,21076,10366,10461,249,2416,2203087,306880,69654,-18062,8918,2569773
2000:Q3,2240674,1475987,1217820,258167,190073,45713,205520,191970,194241,110666,47452,36123,55699,38448,17250,138543,104764,65888,34475,4401,33779,6330,-4274,31722,-2271,13550,11943,1607,129207,178356,11455,21585,10825,10511,249,5689,2240674,310875,70366,-40230,7620,2576631
2000:Q4,2254225,1485927,1224489,261438,195677,47754,199987,186869,189835,100080,47633,42122,56495,38722,17773,133341,103866,60457,32371,11037,29475,901,-2511,31085,-2966,13117,11557,1561,134290,179439,11751,22260,11288,10708,265,643,2254225,312873,70838,854,13672,2612572
2001:Q1,2286010,1512531,1244865,267667,202494,49282,195511,183282,187870,95470,52548,39853,47149,29380,17769,140721,102111,60400,30325,11386,38610,5689,4455,28467,-4588,12229,10418,1811,135002,180346,14004,24644,11969,10707,1968,206,2286010,320305,71306,-47935,10017,2609789
2001:Q2,2295111,1510230,1240348,269882,206940,50651,202017,190846,191117,93271,55330,42516,45673,28485,17188,145445,100587,56560,29787,14240,44858,8226,8355,28277,-271,11171,9367,1805,135073,180902,15704,25050,12077,10811,2162,-47,2295111,326773,71732,-38449,12107,2659424
2001:Q3,2287150,1506142,1233983,272159,211388,51199,193301,177929,173734,81146,56211,36377,40707,25419,15288,133027,99872,64369,28779,6725,33155,-8642,12144,29653,4195,15372,12979,2392,130050,181869,16841,25117,11746,11058,2313,4927,2287150,330710,72186,-41681,6255,2642515
2001:Q4,2281241,1509446,1234440,275006,210235,51270,196361,173505,164797,55156,59580,50061,36619,22926,13693,128178,100351,64090,27752,8510,27827,-31860,18136,41551,8708,22856,19766,3090,116527,184573,12160,24417,10978,11306,2133,573,2281241,333919,72579,11338,21986,2670202
2002:Q1,2310513,1516281,1236468,279813,214936,51829,217522,187817,176458,69453,67398,39607,36841,20884,15957,139617,104705,62940,30958,10807,34912,-14371,20482,28800,11359,29705,25470,4234,111786,185698,10644,21960,9771,11631,558,1146,2310513,336241,73142,-74428,12411,2631120
2002:Q2,2334848,1530236,1249580,280656,216108,52214,225380,195584,192058,85472,70197,36389,38418,21783,16636,153640,107179,64995,31574,10611,46461,-1305,21988,25778,3526,29797,25781,4016,111631,187495,9956,20388,8799,11464,125,1352,2334848,338589,73724,-34608,7731,2721840
2002:Q3,2355283,1536227,1253030,283197,218251,51919,233491,205003,207822,98641,70313,38868,40452,22933,17519,167370,107355,60174,30711,16470,60016,15535,22084,22397,-2819,28489,25029,3460,111054,192680,10333,19366,8063,11443,-140,2627,2355283,341757,74343,-4278,10869,2751464
2002:Q4,2397947,1552371,1256766,295605,220838,52486,253973,227338,230538,116137,72488,41914,44963,25477,19486,185575,108284,66612,31481,10191,77291,24048,21520,31723,-3200,26635,23856,2779,113095,194158,10463,19042,7561,11691,-210,2447,2397947,345233,74952,31642,14783,2824684
2003:Q1,2399558,1554603,1256752,297852,219074,54675,251804,229523,234851,121765,76983,36102,49986,29602,20384,184865,110349,60039,32986,17324,74516,32125,23613,18778,-5328,22281,20419,1863,113131,196839,11780,19456,7402,11781,273,1757,2399558,348074,75682,-65751,10890,2743734
2003:Q2,2428765,1574787,1275340,299447,223099,55799,261012,234041,234770,119289,77321,38160,49114,29074,20040,185656,108395,82312,29531,-3447,77261,7903,27751,41607,-729,26971,25052,1919,108387,199668,14285,18896,7003,11915,-22,1402,2428765,350856,76343,-23068,14091,2831412
2003:Q3,2470990,1595288,1292182,303106,226315,56878,274404,247885,250671,130984,80736,38951,54413,32178,22235,196259,113202,73993,30733,8477,83057,24814,27769,30474,-2786,26519,25105,1414,105773,203803,11480,18935,6366,12149,420,1075,2470990,354297,77132,7135,13626,2886906
2003:Q4,2520729,1628927,1313995,314932,229021,59745,289849,264665,270293,141730,82852,45711,60252,35639,24613,210042,123103,78537,34824,9742,86939,27555,23416,35968,-5628,25184,24421,763,99745,205307,11512,18760,5490,12461,810,887,2520729,358739,77975,57491,19890,2994398
2004:Q1,2560638,1636310,1318615,317695,236641,60750,317148,295554,301546,162120,88422,51004,62852,40459,22394,238694,133438,83926,38293,11220,105256,37736,27736,39785,-5992,21594,21976,-382,88803,211507,11061,20069,4375,12823,2870,473,2560638,364525,78972,-51160,24502,2924602
2004:Q2,2600882,1663915,1345182,318734,240759,60855,325307,305853,317188,180343,89909,46936,67896,43708,24188,249292,140631,81319,40066,19247,108662,55316,25656,27690,-11335,19454,20697,-1243,86123,214638,10915,19918,3856,13090,2972,283,2600882,370608,80295,-19405,18199,3032383
2004:Q3,2652197,1696916,1373193,323723,241050,60450,341029,323587,333809,189954,92562,51294,73184,47078,26107,260625,141203,82671,37697,20836,119422,60205,28759,30458,-10222,17441,19488,-2047,86197,218381,11345,19625,3934,13174,2517,-104,2652197,376928,81859,-4991,20403,3069689
2004:Q4,2686455,1722347,1384024,338323,244445,60728,337061,323348,336010,192684,97428,45898,74580,47991,26590,261430,164564,119140,34408,11016,96865,25554,36430,34882,-12662,13714,16691,-2978,89311,223573,13066,22352,4607,13007,4738,-296,2686455,385062,83592,47454,13610,3190521
2005:Q1,2730304,1730875,1393656,337219,239278,58422,370040,400333,410541,243892,111092,55557,93937,64943,28994,316604,138556,79741,33925,24890,178048,99208,48174,30666,-10208,-30293,-22025,-8267,96978,228423,14182,21038,5928,12792,2318,-568,2730304,393104,84796,-69667,21770,3111330
2005:Q2,2769365,1748564,1409460,339104,240984,57789,374254,407882,414172,257426,101709,55037,90991,62905,28086,323182,142032,64293,36449,41290,181150,130228,37175,13747,-6290,-33629,-24791,-8838,105568,233984,15174,24124,6668,13030,4426,-727,2769365,400968,86275,-24193,18586,3232050
2005:Q3,2818037,1779643,1434567,345076,247010,53388,381455,417608,427363,253542,114162,59660,92562,63989,28574,334801,143063,28043,33289,81732,191738,161511,52299,-22072,-9755,-36153,-27202,-8951,111538,238565,15496,23009,6827,13062,3121,-1075,2818037,409478,87941,19146,20757,3306450
2005:Q4,2882240,1807025,1453696,353329,251870,51507,404296,444367,454144,289532,109150,55462,102259,70705,31554,351885,155604,3919,38734,112951,196281,214908,38861,-57488,-9777,-40071,-31126,-8946,120744,241466,16057,22469,6403,13423,2643,-1079,2882240,419081,89410,17713,13689,3389366
2006:Q1,2947681,1847715,1492846,354869,262376,48627,418956,456375,463691,292657,113430,57604,105345,72489,32857,358345,169545,100751,42772,26021,188801,119418,37801,31583,-7316,-37419,-29332,-8087,120302,245105,13933,19177,5398,13704,75,-644,2947681,427025,90582,-111797,13948,3333265
2006:Q2,2975402,1853897,1503157,350740,263011,45859,422807,462811,476360,300082,116735,59542,108159,74439,33720,368201,177532,103907,42283,31343,190669,121737,40733,28200,-13549,-40004,-31977,-8027,137258,247556,12887,19076,4918,14004,154,-1175,2975402,434449,92325,-41189,12363,3460990
2006:Q3,3001351,1867501,1515472,352029,262188,44448,434842,477440,486656,319976,108286,58395,112822,77643,35180,373834,181233,122305,39310,19618,192602,120029,33796,38777,-9216,-42598,-34298,-8300,134352,251557,12472,20675,4964,14237,1474,-1740,3001351,441480,93798,-51773,9115,3463696
2006:Q4,3023238,1910564,1545264,365300,263296,42185,419500,465048,466908,297835,104895,64178,103821,71512,32309,363087,187532,145827,40785,920,175555,80496,31801,63258,-1860,-45548,-36762,-8786,128503,252822,12177,20890,5535,14454,902,-2345,3023238,448888,95620,-5032,11034,3557632
2007:Q1,3045082,1954465,1585938,368527,254306,40619,396847,439413,450755,292869,90109,67777,104655,74153,30502,346100,195386,118644,46859,29883,150714,100073,12748,37894,-11342,-42566,-33510,-9056,133720,256089,12375,24455,6632,14517,3306,-3044,3045082,455929,97740,-102597,10736,3482004
2007:Q2,3079012,1957765,1592583,365182,249626,45063,413807,457556,468949,297628,94448,76873,103327,73269,30058,365622,205970,119220,47785,38965,159652,105139,16606,37908,-11393,-43748,-34154,-9594,148695,257878,14545,23770,7494,14657,1620,-3047,3079012,460958,99274,-29672,15299,3613880
2007:Q3,3075328,1966736,1599391,367345,246775,48408,397433,441635,446544,264563,91838,90144,94127,66706,27421,352417,208792,125129,49189,34473,143626,72727,15227,55671,-4909,-44202,-34309,-9893,148845,259487,13979,24620,8121,14867,1633,-2996,3075328,465570,100831,30793,29409,3637993
2007:Q4,3105423,1999509,1618480,381029,244691,52169,387717,431926,447912,275561,69368,102983,89674,63493,26181,358238,208144,120324,50711,37110,150094,91744,-7523,65873,-15986,-44209,-34199,-10010,151030,263376,13686,24402,8513,15566,324,-3785,3105423,469986,102462,113773,40222,3740350
2008:Q1,3104092,2017009,1634849,382160,241240,62312,363558,375742,405905,242624,63174,100107,74496,60349,14147,331409,223868,119640,47576,56651,107541,62635,1451,43456,-30163,-12184,-5512,-6672,148029,261042,12985,27991,8670,15947,3374,-4103,3104092,475706,104242,15706,37701,3657486
2008:Q2,3103089,2010156,1633164,376992,241885,70241,357018,370402,408311,249698,58336,100278,71308,57699,13608,337003,217283,124862,46447,45973,119721,67136,-1720,54305,-37909,-13384,-6588,-6796,151325,263251,12915,26385,8841,16168,1376,-4256,3103089,480947,105852,44705,39377,3715834
2008:Q3,3124035,2014078,1636789,377289,239304,76312,357813,373668,388761,258604,24391,105766,67663,54724,12939,321098,206458,124348,39274,42836,114640,79532,-27822,62930,-15093,-15854,-8715,-7140,162140,265179,13000,26407,9027,15957,1423,-4198,3124035,486424,107586,32021,44183,3698181
2008:Q4,3033699,2015583,1629295,386288,237876,81410,267232,284105,235770,159320,-7593,84043,42453,34434,8019,193318,193757,122318,36386,35053,-439,2568,-51998,48990,48335,-16873,-9320,-7553,157159,260268,13657,31998,9228,19912,2859,-4169,3033699,488866,109338,98768,23954,3698361
2009:Q1,2975345,1934470,1556395,378076,228451,81632,324378,347462,324473,168386,70088,86000,42994,33951,9043,281479,178408,117653,33153,27602,103072,16783,27891,58398,22989,-23085,-14055,-9030,140436,253555,13839,30222,9443,20175,604,-3960,2975345,486702,110159,-17380,30171,3522116
2009:Q2,2981094,1936477,1563622,372856,225509,83977,330474,350510,348674,172473,96562,79639,48833,38606,10227,299841,159796,98151,37866,23779,140045,35715,48469,55860,1836,-20036,-10812,-9224,132982,253890,13866,35184,9653,24380,1151,-3533,2981094,481875,110389,35258,30692,3598010
2009:Q3,3017602,1931816,1559304,372512,233754,88972,373137,392072,397202,191191,113673,92338,51604,40883,10720,345598,149749,72456,40214,37080,195849,77852,62739,55259,-5130,-18935,-9752,-9183,122690,257772,16767,29556,9859,19937,-240,-3327,3017602,479089,110656,69092,45607,3623203
2009:Q4,3091272,1956255,1569790,386466,250413,93012,397663,418238,435316,235304,109225,90787,60503,47996,12507,374813,146766,79533,37556,29677,228047,107775,59162,61111,-17078,-20575,-11390,-9184,119783,261600,13874,30156,10061,20094,1,-3736,3091272,480844,111563,104750,43774,3734738
2010:Q1,3119695,1941509,1558312,383198,264281,101220,421159,445059,456826,255736,103805,97286,64085,47990,16095,392741,146919,91105,30083,25731,245822,116641,57626,71555,-11767,-23900,-14859,-9041,117096,260717,13699,31506,10258,20242,1005,-4094,3119695,481062,112577,-59276,51071,3602418
2010:Q2,3168372,1973989,1590174,383815,275866,107219,421309,446659,455757,261062,98378,96317,65562,49073,16489,390195,152501,87839,31690,32973,237694,124151,50199,63345,-9098,-25350,-16447,-8904,112676,265084,13873,30681,10604,19987,91,-4579,3168372,481869,113812,23558,51708,3755370
2010:Q3,3232165,1991452,1605633,385820,282248,110651,462579,476914,481427,275409,112303,93715,69795,52216,17579,411632,162752,99900,34531,28321,248880,123293,60194,65394,-4513,-14335,-6428,-7907,103872,267871,14000,32340,11022,21135,184,-4848,3232165,483175,114769,22179,49527,3793867
2010:Q4,3274539,2018420,1618393,400027,286109,114581,469429,462486,484701,263203,123025,98473,72826,54505,18321,411875,173792,103324,36076,34392,238083,105375,68629,64080,-22215,6943,13016,-6073,104062,269402,14237,31801,11858,21206,-1263,-5027,3274539,487134,115996,82981,53328,3897316
2011:Q1,3286100,2042916,1644320,398597,295302,122281,430038,414336,449740,248032,102532,99176,71280,53075,18206,378459,186098,107176,43222,35701,192361,87782,41104,63475,-35404,15702,21720,-6018,106344,272408,14720,36378,12189,21825,2365,-4848,3286100,491884,117424,-77678,55722,3764835
2011:Q2,3328793,2047831,1652058,395774,302967,125338,460710,445574,466315,267579,99004,99733,71278,53100,18179,395037,191544,112822,42414,36308,203493,101657,38411,63425,-20741,15136,21588,-6452,102918,275911,14976,32629,12372,21427,-1170,-4536,3328793,497152,118745,-10188,55618,3893027
2011:Q3,3363537,2070093,1670404,399690,313027,127515,468063,453214,462134,262077,93780,106277,64095,47787,16308,398039,201788,117554,43952,40282,196251,96736,33521,65995,-8920,14849,21743,-6893,95654,276591,15042,32010,12231,21585,-1806,-4374,3363537,501852,120043,13979,61455,3927581
2011:Q4,3409163,2065333,1659401,405933,317041,131407,503617,489063,492006,265705,118937,107364,74110,55257,18853,417896,208566,123279,42664,42623,209331,87169,57421,64741,-2943,14554,21907,-7353,103198,278815,15271,29106,11755,20425,-3074,-4084,3409163,506321,120943,49597,65138,4014289
2012:Q1,3498809,2117646,1709071,408575,324421,131694,519646,556280,564094,325102,134334,104658,79972,58752,21220,484122,220334,121974,56157,42204,263788,144377,56958,62454,-7814,-36634,-24512,-12122,114277,282231,14599,27090,10882,18890,-2683,-3597,3498809,512418,122150,-111438,61547,3960257
2012:Q2,3506344,2121738,1718996,402741,327165,133116,515913,553159,548589,321395,126929,100265,83560,61377,22183,465030,225013,121980,54250,48783,240017,138039,50496,51482,4570,-37246,-24917,-12330,119086,283013,14515,24275,10241,17109,-3075,-3446,3506344,517828,123145,-67195,57024,4047166
2012:Q3,3487879,2131702,1726513,405188,321698,134020,511756,548849,555068,320423,134044,100602,85430,62744,22686,469638,225944,126337,51254,48353,243695,131342,60104,52249,-6219,-37093,-24674,-12419,100998,283456,14076,21626,9787,15290,-3450,-3301,3487879,523576,123962,22583,57303,4086346
2012:Q4,3571721,2196277,1773544,422733,326639,135639,510418,545631,547617,324092,123686,99839,85627,62931,22696,461990,274027,169601,63842,40585,187963,91560,37149,59255,-1986,-35213,-23034,-12180,110942,287413,14848,22542,9521,15908,-2887,-3301,3571721,528116,124362,2403,56817,4160200
2013:Q1,3576236,2186243,1760963,425280,334910,140570,515045,553618,547953,337577,113529,96847,90136,66137,23999,457817,215083,133863,44763,36457,242734,137577,44767,60390,5665,-38574,-26383,-12191,99785,293357,14847,24241,9451,18821,-4031,-3066,3576236,533489,124814,-105882,53974,4074333
2013:Q2,3598516,2200464,1775739,424726,341035,144074,515122,552928,545253,332459,114061,98733,89291,65618,23673,455962,279654,129918,105122,44614,176308,136924,-14734,54119,7675,-37806,-25927,-11879,96509,294379,15026,25413,9484,19356,-3427,-3453,3598516,540346,125743,-44594,57254,4184242
2013:Q3,3619250,2206889,1778216,428673,340781,147153,521190,558765,556735,333252,121316,102167,91080,65468,25612,465655,236919,157523,59177,20219,228736,110261,36527,81948,2030,-37575,-25895,-11680,98075,298176,14991,25568,9627,18840,-2898,-3589,3619250,547060,126634,38243,60105,4259403
2013:Q4,3665102,2241443,1799077,442366,335014,146890,529784,568749,570225,337356,131774,101094,91911,66734,25178,478314,265659,128791,99735,37134,212654,141832,6862,63961,-1476,-38965,-27329,-11636,98373,299911,14855,32078,9877,25467,-3266,-3534,3665102,555699,127820,82443,58905,4362704
2014:Q1,3697617,2282648,1839656,442992,337362,148739,514055,549572,562934,329561,131894,101480,100894,70042,30853,462040,255871,156932,63819,35121,206169,102587,37223,66359,-13362,-35518,-24210,-11308,100151,303442,14675,28427,10214,20936,-2723,-2531,3697617,564925,128757,-110501,59367,4220259
2014:Q2,3764700,2288401,1852345,436056,344186,149771,556702,592780,594404,349657,146080,98667,106259,73873,32386,488145,265179,156627,68331,40221,222967,119158,45362,58446,-1624,-36078,-24578,-11500,104627,308266,14619,29585,10556,21360,-2330,-2218,3764700,571190,129258,-56087,57099,4376828
2014:Q3,3831147,2314951,1875754,439197,345483,150073,571634,607988,602136,369404,127327,105406,99379,73574,25805,502758,265351,150188,70944,44220,237406,145643,30578,61186,5852,-36354,-24547,-11807,109149,312048,14546,44318,10903,35292,-1877,-1963,3831147,579536,129971,-1540,63001,4465485
2014:Q4,3871087,2364208,1908577,455631,342936,149920,570443,605743,594779,364626,130828,99325,100358,73142,27217,494421,273497,162624,68808,42066,220924,128861,34803,57260,10964,-35300,-23205,-12096,112494,313956,14250,33144,11254,23215,-1325,-1763,3871087,585698,130349,27188,55692,4545567
2015:Q1,3888541,2393843,1936546,457297,339032,147203,560093,592528,572694,337275,137304,98115,103435,74002,29434,469259,278929,167732,74748,36448,190330,95541,33122,61667,19834,-32435,-20168,-12267,118088,314263,13999,31079,11599,21580,-2100,-1060,3888541,592036,130765,-142539,55685,4411434
2015:Q2,3913779,2410871,1957697,453174,334980,150768,554755,585650,579587,341740,141030,96817,104855,73969,30886,474733,274131,165641,65341,43149,200602,102131,44803,53668,6063,-30896,-18520,-12376,126868,317096,14111,33422,12124,23037,-1738,-870,3913779,597074,131142,-33471,52996,4580500
2015:Q3,3928748,2431703,1975745,455959,338081,151592,542918,573100,558592,343372,117054,98166,97845,71806,26040,460747,280572,176265,65240,39066,180175,95301,25774,59100,14508,-30182,-17769,-12413,126007,319668,14419,33757,12828,21600,-670,-558,3928748,602649,131557,29975,53290,4625897
2015:Q4,3954132,2463002,1989495,473507,335630,151788,515364,544178,526672,307559,117012,102102,89990,64172,25818,436682,295069,174018,76939,44112,141614,69368,14255,57990,17506,-28815,-16701,-12114,125292,322427,14663,55651,13711,42634,-695,-358,3954132,606106,131609,53040,58158,4677188
2016:Q1,3961870,2463906,1998178,465729,333972,152996,538011,562280,545116,329404,117160,98552,93642,67567,26075,451475,283060,186722,64147,32191,168415,75115,26939,66361,17164,-24270,-13158,-11112,125231,322600,15173,40354,14806,25375,173,-27,3961870,608698,131660,-119930,53657,4523239
2016:Q2,3958174,2472214,2009803,462411,333491,154781,527888,553695,560960,331088,129164,100708,94606,66839,27767,466354,281017,186989,55735,38293,185337,77260,45663,62415,-7265,-25807,-15135,-10672,120650,323801,15595,41541,15296,26480,-235,-597,3958174,615890,132840,10666,53937,4691696
2016:Q3,3999850,2498734,2029829,468905,338967,154969,535322,560441,561013,326002,132437,102574,96626,64862,31765,464387,286279,172775,52481,61024,178107,88365,48192,41550,-572,-25119,-14885,-10234,120677,330684,15749,36937,15180,21901,-144,-690,3999850,621582,133479,58687,54956,4748077
2016:Q4,4055366,2531253,2053430,477824,342784,155977,543091,568771,572871,321764,133030,118077,91161,62792,28369,481710,289061,183041,51843,54177,192649,75931,52819,63900,-4100,-25680,-15739,-9941,122611,332041,15231,43679,14459,27123,2098,-840,4055366,629411,134549,103481,68816,4841901
2017:Q1,4111424,2562892,2077746,485146,352343,158464,547557,569085,581133,340856,122992,117286,69717,50781,18936,511417,304209,190608,69628,43974,207208,99468,34428,73312,-12048,-21529,-12370,-9159,133208,333772,14839,38977,13096,27509,-1627,-951,4111424,636762,135591,-155108,68068,4674705
2017:Q2,4130216,2579493,2100529,478965,354933,158568,547006,568739,577741,337610,124021,116110,72778,52390,20388,504963,316145,199157,71042,45947,188818,86063,32591,70164,-9002,-21732,-12726,-9007,131497,337755,14510,36571,12128,21790,2653,-1097,4130216,645496,136748,15813,66041,4889677
2017:Q3,4178955,2613019,2129565,483455,355983,160938,559168,581534,592794,334024,129106,129664,77418,55035,22384,515376,316788,177731,67479,71578,198588,101258,39243,58086,-11260,-22366,-13611,-8754,130450,343641,15478,32374,11579,22060,-1265,-1141,4178955,654516,138099,80794,77114,4958225
2017:Q4,4267602,2668968,2166571,502397,365375,164058,571509,528173,543451,292100,115514,135837,77243,55610,21633,466208,316710,202084,65766,48861,149498,34406,28116,86976,-15278,43337,45376,-2039,129998,348803,15048,35003,11451,22572,981,-1064,4267602,662292,139451,126402,81728,5089495
2018:Q1,4323555,2702289,2190635,511654,368057,165874,577710,552759,567356,315513,117222,134622,70610,50778,19832,496747,316269,-33619,37151,312738,180477,298354,60240,-178116,-14597,24951,27848,-2897,133172,355271,14676,36649,11800,25569,-720,-792,4323555,671143,141225,-101073,78706,4962409
2018:Q2,4363816,2717794,2210851,506943,369892,167259,593232,569468,591314,341525,118066,131723,75493,54407,21086,515821,322258,63397,33843,225018,193563,223721,63138,-93295,-21846,23764,26676,-2912,135116,359393,14559,36431,12210,24101,120,-742,4363816,680571,143226,24905,75868,5161540
2018:Q3,4417383,2753641,2242255,511386,374966,169946,592850,568793,578437,334659,118130,125648,74851,53930,20921,503587,334075,167099,33329,133647,169512,113631,63880,-8000,-9644,24057,27437,-3381,132053,366487,14458,43010,12780,28934,1297,-1113,4417383,688947,144663,54808,67061,5221627
2018:Q4,4466027,2783681,2256083,527598,382416,168408,601376,575535,580460,326414,125449,128598,76470,53829,22641,503990,347329,85529,32227,229573,156661,187056,70581,-100975,-4925,25841,30037,-4196,136056,375942,19627,39720,13514,22850,3357,-1945,4466027,696640,146188,84798,68673,5310941
2019:Q1,4523180,2838328,2305489,532840,382948,166943,602928,578801,581502,305774,140549,135179,71812,47321,24491,509690,345464,162025,58925,124514,164226,96428,57133,10664,-2701,24127,31082,-6955,133933,375955,17264,42644,14411,22048,6185,-3235,4523180,707164,147707,-165942,72993,5140051
2019:Q2,4539126,2842631,2318315,524316,383386,168664,611450,587886,587654,306382,143972,137299,74640,49999,24642,513013,355802,154629,69947,131226,157211,101755,49383,6074,232,23564,32118,-8554,131610,378701,14718,41077,14587,22725,3766,-3676,4539126,717310,149080,14106,72969,5376189
2019:Q3,4579520,2857640,2332234,525407,392533,171416,626513,603185,596309,318774,144765,132770,71438,46440,24999,524870,356263,171772,64544,119948,168608,100563,55223,12823,6876,23328,33278,-9950,124234,389013,20300,41693,14043,26776,874,-3222,4579520,725580,150214,69806,69988,5441020
2019:Q4,4639178,2909314,2368923,540392,395282,177459,629418,606819,609560,335908,145875,127777,79524,53178,26346,530036,359293,179366,76551,103376,170743,103363,42978,24402,-2741,22599,33579,-10980,125384,389447,20675,35429,12778,22085,567,-1881,4639178,731745,151042,124478,65946,5564136
2020:Q1,4623461,2951631,2406745,544886,394422,185236,565612,586022,569569,309536,132275,127759,67160,44210,22950,502409,365020,182997,68400,113624,137389,82329,40925,14135,16453,-20411,-4398,-16013,124156,389711,20161,33193,10793,22624,-224,-339,4623461,740317,152212,-156358,68059,5292718
2020:Q2,4086366,2755803,2249504,506299,352879,184541,515283,539543,528419,292814,131551,104054,69039,45120,23919,459380,363354,206251,92445,64658,96027,41443,15188,39396,11124,-24260,-7354,-16906,134240,354458,244105,33535,11493,23320,-1279,-268,4086366,747457,153330,41435,45019,5009930
2020:Q3,4456721,2882796,2358434,524362,422898,191288,681456,706358,718485,468823,139208,110454,84747,59335,25412,633737,369888,227295,94365,48228,263849,182193,19431,62226,-12127,-24902,-7705,-17196,133802,384901,277249,38127,11249,24869,2010,-1298,4456721,754921,155165,116666,53964,5411026
