1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q2,-126684,-42508,-170177,23492,56160,45624,1256,9280,0,6349,848,5501,0,-126684,0,-93215,-36483,560,2454
2002:Q3,-91052,-5020,-86218,20708,-15468,4180,392,-20040,0,-5053,2315,-7369,0,-91052,0,-45090,-44581,184,-1565
2002:Q4,-89622,-26200,-97517,22547,10124,23436,2260,-15572,0,1425,-377,1802,0,-89622,0,-36866,-38311,-17044,2599
2003:Q1,-82267,4240,-96085,14968,3648,-17424,800,20272,0,-9038,-2529,-6509,0,-82267,0,-48182,-37252,-748,3915
2003:Q2,-51888,11932,-130324,6639,80228,57604,-4580,27204,0,-20364,428,-20792,0,-51888,0,-24831,-30325,824,2444
2003:Q3,-81691,-27596,-48824,7610,-13760,1464,3884,-19108,0,880,-2360,3240,0,-81691,0,-4380,-74283,-160,-2868
2003:Q4,38932,135908,-91727,12263,-21984,-18396,-232,-3356,0,4472,436,4036,0,38932,0,-15100,47079,1432,5521
2004:Q1,-48708,-5968,-128659,64515,33904,14724,68,19112,0,-12500,3316,-15816,0,-48708,0,-35794,-16559,1960,1685
2004:Q2,64261,-336,14841,21580,27412,34276,4604,-11468,0,764,964,-200,0,64261,0,57296,8889,2216,-4139
2004:Q3,52217,-83724,58290,22515,57952,48000,-1468,11420,0,-2816,-1240,-1576,0,52217,0,58241,-19576,112,13441
2004:Q4,129694,-5360,80193,23201,27164,23100,16572,-12508,0,4496,900,3596,0,129694,0,71610,46751,2876,8457
2005:Q1,95141,-48828,13266,156471,-32160,-30704,-5372,3916,0,6392,-808,7200,0,95141,0,19783,72644,940,1774
2005:Q2,252166,30900,56708,155350,11692,2468,4368,4856,0,-2484,-2800,316,0,252166,0,169288,72013,6792,4073
2005:Q3,60132,3340,-139257,160049,34252,19736,10508,4008,0,1748,-10040,11788,0,60132,0,14677,41154,-1440,5740
2005:Q4,256853,23352,-17653,159685,47892,29120,2664,16108,0,43576,-700,44276,0,256853,0,138295,94424,16216,7917
2006:Q1,281784,50244,100281,117971,8880,-18728,-368,27976,0,4408,-1828,6236,0,281784,0,167589,111563,1928,704
2006:Q2,229484,43096,29256,113116,12224,-1928,10852,3300,0,31792,1328,30464,0,229484,0,154478,84369,-13460,4098
2006:Q3,121226,29788,-14929,116251,-14268,-21808,5244,2296,0,4384,-420,4804,0,121226,0,31305,78882,5792,5247
2006:Q4,148125,81596,-42224,113834,-20468,-8988,-22232,10752,0,15388,-1964,17352,0,148125,0,106460,35018,4564,2083
2007:Q1,213244,-37476,23993,148608,64276,35568,22996,5712,0,13844,-16,13860,0,213244,0,111732,98059,-3700,7153
2007:Q2,263765,1796,52215,137362,58920,61284,-5264,2900,0,13472,428,13044,0,263765,0,182080,81992,-4308,4001
2007:Q3,523845,61304,207268,137361,98872,93132,-16164,21904,0,19040,-252,19292,0,523845,0,333200,182507,2232,5905
2007:Q4,324558,27500,124989,140069,-1924,21080,-8460,-14544,0,33924,760,33164,0,324558,0,265260,68249,-11104,2153
2008:Q1,518664,21984,194433,124539,168968,5528,-2780,166220,0,8740,132,8608,0,518664,158972,311430,43072,84,5106
2008:Q2,48917,-71660,37302,120299,-34676,56788,-4660,-202116,115312,-2348,5060,-7408,0,48917,-37840,83504,-2305,-1464,7022
2008:Q3,1388000,130488,105899,116413,1035564,-66848,2532,854908,244972,-364,-996,632,0,1388000,1038088,272819,70433,-676,7336
2008:Q4,770015,-6076,-75390,117149,701656,-23796,-6312,-687660,1419424,32676,2660,30016,0,770015,802424,-118446,91013,-4660,-316
2009:Q1,-792109,-55956,-226979,-39805,-471868,-30924,-8544,-107340,-325060,2500,500,2000,0,-792109,-406592,-263539,-125968,20,3970
2009:Q2,-922449,59204,-249362,-124699,-596984,41084,-972,-77456,-559640,-10608,528,-11136,0,-922449,-539316,-264435,-126485,-4416,12204
2009:Q3,-775489,71084,-278610,-120279,-430628,-63116,-308,-36932,-330272,-17056,-1196,-15860,0,-775489,-280056,-340211,-144031,4412,-15604
2009:Q4,-536893,44592,-197949,-123100,-245240,-68736,-1536,8568,-183536,-15196,16,-15212,0,-536893,-164352,-274831,-101028,-1256,4574
2010:Q1,-201479,115368,-245778,-3997,-95648,-74420,-204,-644,-20380,28576,-1624,-9564,39764,-201479,-21624,-191426,1443,-3960,14088
2010:Q2,-158505,34004,-141191,-22465,-49380,-23548,-412,-4496,-20924,20528,3436,1016,16076,-158505,-39900,-45486,-72613,-10744,10238
2010:Q3,-70975,-54220,-15622,-20214,-129256,-100060,36,5468,-34700,148336,620,21472,126244,-70975,-85812,17630,-7773,524,4455
2010:Q4,45403,9676,55735,-20363,-48056,-61488,556,24656,-11780,48412,5872,10772,31768,45403,-31764,68358,22686,784,-14661
2011:Q1,-3836,-32760,78843,-3438,-88476,9040,-4940,1192,-93768,41996,572,30624,10800,-3836,-115748,51970,47936,-80,12087
2011:Q2,76166,-63068,90652,-26130,12332,4112,-1328,39160,-29612,62380,-4716,15712,51384,76166,-55424,86815,42091,-332,3016
2011:Q3,284487,34080,229611,-19972,60500,35576,160,70672,-45908,-19732,1340,39076,-60148,284487,-51716,247184,89874,2708,-3562
2011:Q4,236514,45380,177742,-19284,-10144,14968,184,12924,-38220,42820,-2116,28292,16644,236514,-47380,254948,12343,1904,14699
2012:Q1,105267,-37808,106013,67587,-68980,-18128,-636,-11932,-38284,38456,2652,24504,11300,105267,-46112,156119,-6739,156,1844
2012:Q2,199789,560,121489,62616,-32700,23708,588,-9372,-47624,47824,-3832,28232,23424,199789,-57744,258239,-644,284,-346
2012:Q3,172053,2008,59169,58148,47844,49484,-276,-1364,0,4884,108,42056,-37280,172053,-12236,189310,-13222,2060,6141
2012:Q4,270867,8584,129090,59634,3088,10704,10500,-18116,0,70472,4920,18468,47084,270867,-3644,279029,205,2336,-7059
2013:Q1,41215,-1164,-76981,23120,37748,672,-3056,40132,0,58492,216,10564,47712,41215,-696,13046,24497,196,4172
2013:Q2,163441,19016,66065,19644,-5744,35256,-4124,-36876,0,64460,-160,18684,45936,163441,-496,177142,-20157,1256,5696
2013:Q3,172990,-36404,98855,21903,31432,-3264,516,34180,0,57204,812,-1392,57784,172990,-628,120189,54979,432,-1983
2013:Q4,277054,59512,125309,22249,8140,7836,2924,-2620,0,61844,2292,40280,19272,277054,-16,220716,44028,-188,12515
2014:Q1,274289,10616,68126,88283,17172,-13876,-3008,34056,0,90092,-2832,52452,40472,274289,-60,178068,92531,-624,4374
2014:Q2,314762,33348,117340,77638,-3516,-8852,4328,1008,0,89952,7648,30592,51712,314762,-132,275055,42373,-4340,1805
2014:Q3,264854,2180,101178,83328,37468,29048,732,7688,0,40700,-1004,3512,38192,264854,-140,220635,36201,-2832,10990
2014:Q4,459283,33080,142648,91683,48204,35668,1836,10700,0,143668,4032,32488,107148,459283,-56,337618,112187,-816,10350
2015:Q1,334992,33460,148585,65583,17408,12148,-1300,6560,0,69956,360,34716,34880,334992,0,218588,109868,-6244,12780
2015:Q2,313738,40596,137071,58179,43468,29812,2968,10688,0,34424,-2772,43868,-6672,313738,0,258455,47943,-540,7879
2015:Q3,180902,27388,54269,61925,-18260,2948,-356,-20852,0,55580,1360,-7004,61224,180902,0,119618,59902,-1632,3013
2015:Q4,307648,24728,104747,66581,20108,9976,-544,10676,0,91484,2692,11572,77220,307648,0,256390,53015,-112,-1645
2016:Q1,342975,31548,113310,129245,36,6008,-3144,-2828,0,68836,-5160,45856,28140,342975,0,282483,55631,-3076,7937
2016:Q2,222525,7896,-34274,109855,32012,-9980,5364,36628,0,107036,3464,12516,91056,222525,0,177007,66895,-1208,-20170
2016:Q3,156970,10260,24675,117571,32256,11308,3412,17536,0,-27792,-316,-19204,-8272,156970,0,121674,-2066,-928,38291
2016:Q4,-74318,-7128,-156839,116233,-14820,-6412,-5424,-2984,0,-11764,-6872,-31284,26392,-74318,0,4248,-75796,-536,-2234
2017:Q1,17509,-18216,-69763,133332,3300,-5156,-2004,10460,0,-31144,-5436,-38004,12296,17509,0,9162,-6044,-960,15351
2017:Q2,182470,47600,-49360,124307,21548,-4480,6684,19344,0,38376,-7160,-28136,73672,182470,0,180702,-7137,736,8170
2017:Q3,133859,-13236,-40450,125361,22456,1536,-7900,28820,0,39728,-784,-904,41416,133859,0,108930,28652,-2168,-1554
2017:Q4,87497,15412,-29487,126324,-28740,-36928,10284,-2096,0,3988,892,-52508,55604,87497,0,119366,-28043,668,-4494
2018:Q1,134711,15884,10281,79934,10552,7104,-6676,10124,0,18060,1304,27760,-11004,134711,0,160300,-26617,-252,1279
2018:Q2,285084,64244,92091,73665,1940,-6412,-2216,10568,0,53144,-1116,-32324,86584,285084,0,214050,58049,812,12174
2018:Q3,109418,-11924,4134,79028,-46412,-6816,-2012,-37584,0,84592,-144,14480,70256,109418,0,105606,538,412,2863
2018:Q4,627511,91328,321293,77398,60520,15436,11572,33512,0,76972,392,-7352,83932,627511,0,533576,96418,928,-3411
2019:Q1,71618,-56812,98144,26834,-948,12144,-2988,-10104,0,4400,-1788,3436,2752,71618,0,9876,46602,4528,10612
2019:Q2,288749,56980,54721,12788,-4524,-4660,-6212,6348,0,168784,-580,-2756,172120,288749,0,219513,54894,6708,7633
2019:Q3,130961,-8488,-17175,11512,18496,12824,-3812,9484,0,126616,-2668,-18712,147996,130961,0,118828,-4876,-1848,18857
2019:Q4,65960,52848,-37794,15458,-13284,2040,-532,-14792,0,48732,1496,-1316,48552,65960,0,46679,5464,10716,3102
2020:Q1,2606218,135048,1860755,-6385,283740,27920,5536,250284,0,333060,-1328,135728,198660,2606218,234864,1734932,626000,8020,2402
2020:Q2,122108,-32604,95550,335034,-155164,27328,-2396,-240656,60560,-120708,-1688,-25036,-93984,122108,-111072,454296,-250104,6584,22405
2020:Q3,-796793,-44204,-833253,56479,26940,32068,-1592,-22808,19272,-2756,-1280,-80760,79284,-796793,3016,-562738,-236122,-6164,5215
2020:Q4,-276757,23888,-529653,21372,151924,13776,1328,54024,82796,55712,796,-65332,120248,-276757,82068,-281914,-71438,-6184,711
2021:Q1,114324,-1428,18162,17106,9900,-10344,-1372,28632,-7016,70584,3348,10200,57036,114324,26016,138091,-65175,-2796,18188
2021:Q2,-182693,1784,-254099,-246958,204392,162944,-684,50324,-8192,112188,-1480,-8320,121988,-182693,109752,-294345,5239,-1408,-1930
2021:Q3,-177033,52732,-224879,-168506,-34708,-28244,512,53424,-60400,198328,-72,21612,176788,-177033,-84404,-214507,119153,-5360,8084
2021:Q4,757602,156280,126636,277174,-32596,-56972,3556,23784,-2964,230108,2044,25700,202364,757602,-91624,605718,238115,-1912,7306
2022:Q1,263188,58364,247322,81758,-208912,-186884,-1160,-11936,-8932,84656,-828,24852,60632,263188,-32284,138790,92921,436,63325
2022:Q2,847239,80624,526149,85154,-23540,-57328,2656,35656,-4524,178852,-1836,14080,166608,847239,-22648,632900,169060,1500,66427
2022:Q3,348320,55196,119114,38674,-4980,-5392,2280,2152,-4020,140316,964,7472,131880,348320,-9324,204096,107556,2172,43819
2022:Q4,432097,91316,170288,105633,19872,16832,-2744,11280,-5496,44988,2056,16920,26012,432097,-12628,150026,262815,1412,30473
2023:Q1,112135,-86140,68801,51974,-63956,-50460,4500,-14428,-3568,141456,-3044,-8824,153324,112135,-8240,102971,-8602,504,25502
2023:Q2,-7926,-21492,21828,-39621,-24736,36092,144,-56720,-4252,56096,60,-26848,82884,-7926,-12644,40080,-73366,3056,34948
2023:Q3,-6318,-716,-35180,-76878,31072,-2880,648,38412,-5108,75384,940,8084,66360,-6318,-9724,-112173,89455,4868,21256
2023:Q4,149680,25036,-23781,22921,4568,-6260,704,28544,-18420,120936,912,-5936,125960,149680,-23168,23091,129125,6488,14145
2024:Q1,-17353,9536,42407,-22836,62936,72140,-1572,-2176,-5456,-109396,-1608,-2408,-105380,-17353,-6144,-2510,-9079,-1108,1487
