1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019:Q2,1123174,623594,226967,213869,73634,129508,10727,58861,-117,1123174,320441,468008,100396,22620,151147,60561,-91,32471,24701,3665,112,3993,4563,4731,-123,-207,84,0,9493,9966,-326,231642
2019:Q3,1147728,658013,205251,225719,78492,136263,10964,58861,-115,1147728,325243,473131,108365,33924,146585,60478,-91,34694,26899,3678,112,4005,4507,4710,-125,-209,81,0,7243,10146,-478,244543
2019:Q4,1110232,647332,161518,242637,86744,144065,11828,58861,-117,1110232,324489,444962,103493,39895,138998,58396,-97,35512,27857,3610,110,3935,4480,4707,-126,-211,73,0,4590,10141,-673,245836
2020:Q1,1075040,688434,98867,227935,82754,133349,11832,59876,-71,1075040,351080,391709,93231,45359,150242,43419,78,25219,20771,2134,55,2259,9141,8481,-68,-123,-82,0,-11359,13904,-1772,169594
2020:Q2,760146,525258,-31371,206456,75877,123323,7256,59876,-72,760146,270381,242532,44600,57622,143119,1893,21,-932,-3967,1456,38,1541,7127,6913,-75,-138,-119,0,-18455,11497,-3946,149857
2020:Q3,972336,616021,70394,226116,77132,146641,2343,59876,-71,972336,370397,299835,77390,58795,136852,29066,38,18769,15232,1697,44,1796,7966,7687,-76,-140,-109,0,-14195,12385,-3259,424678
2020:Q4,1099845,684642,95601,259799,91153,166855,1791,59876,-73,1099845,437004,335708,89036,59668,142844,35586,55,21275,17416,1852,48,1959,8743,8413,-72,-138,-104,0,-13238,13363,-2711,420603
2021:Q1,1162890,715634,128675,273845,101043,170662,2140,45328,-592,1162890,475730,365830,96212,50243,135139,39735,117,18167,15855,1118,26,1168,7359,8421,1387,1652,-75,0,-9394,12897,-796,470839
2021:Q2,1178587,717270,121896,294685,111770,180781,2134,45328,-593,1178587,460191,408564,96098,49385,121464,42883,126,20160,17750,1165,28,1217,7743,8836,1437,1706,-77,0,-9902,13517,-663,568974
2021:Q3,1136634,713476,81470,296952,109874,183402,3676,45328,-593,1136634,458420,407457,86700,52365,106264,25427,111,7209,5129,1006,24,1050,7254,8530,1448,1717,-89,0,-12388,13039,-1404,418662
2021:Q4,1153983,730032,73642,305574,109482,190507,5585,45328,-592,1153983,487430,405414,87355,55706,100568,17513,109,475,-1539,975,23,1016,7185,8572,1476,1755,-94,0,-13341,13074,-1698,457489
2022:Q1,1225114,714885,117084,332618,122761,202599,7258,60618,-92,1225114,511566,436450,97486,54279,95970,29360,123,12083,9447,1278,26,1332,7405,8900,1112,1359,-108,0,-13301,12436,-649,456555
2022:Q2,1217181,694494,120221,341939,123015,207986,10938,60618,-90,1217181,464580,484905,96205,54122,86970,30402,126,12873,10169,1310,29,1365,7532,9071,1138,1396,-111,0,-13574,12669,-718,401682
2022:Q3,1156455,630383,117508,348039,130352,205223,12464,60618,-93,1156455,392605,497662,85649,49574,100960,30008,126,12271,9486,1349,29,1407,7769,9200,1175,1443,-114,0,-14159,13008,-711,391612
2022:Q4,1106100,580723,111391,353461,130523,211810,11128,60618,-93,1106100,330348,495176,72310,64860,111019,32388,128,15687,12944,1328,29,1386,7714,9212,1184,1463,-118,0,-15055,13013,-840,344462
2023:Q1,1136542,612087,96443,367489,139148,216745,11596,60618,-94,1136542,329023,511635,74975,63310,124412,33186,133,17045,14217,1370,29,1429,7878,9337,1212,1529,-120,0,-16379,13315,-764,399962
2023:Q2,1179066,638151,109441,370951,133647,224369,12935,60618,-95,1179066,322475,520794,79927,69130,145531,41210,139,24718,21803,1411,32,1472,7889,9411,1215,1551,-120,0,-16226,13369,-736,379805
2023:Q3,1206212,683883,89305,372499,134817,226541,11141,60618,-94,1206212,329161,522594,79692,73131,164607,37025,139,22070,19248,1367,30,1425,7796,9348,1222,1567,-124,0,-17393,13309,-909,367880
2023:Q4,1266204,740603,77246,387833,144486,232859,10488,60618,-96,1266204,335563,540642,78732,82803,192150,36316,147,20844,17925,1414,29,1476,8103,9614,1255,1614,-127,0,-18205,13779,-708,363395
2024:Q1,1317983,774067,72258,411135,150015,248846,12274,60618,-95,1317983,378574,534964,88376,79547,198262,38260,151,22302,19355,1428,31,1488,8258,9865,1273,1629,-127,0,-18434,14056,-713,333955
