1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,2301923,1625313,1790953,1641924,1563263,120751,1442512,78214,447,149029,1057571,-86300,-8299,40172,56249,-17828,6671,7159,-8272,-2808,10784,-192,3551,-10616,14167,-46715,-218148,232992,60,23640,67917,1003610,908542,1178371,75011,-22765,49048,48728,774254,218252,119138,436864,-18928,109087,22576,216372,-269829,-402448,162060,-29441,-165640
2006:Q2,2329508,1609153,1850531,1671466,1595412,116329,1479083,75513,541,179065,1428854,44196,-142806,-19284,75451,8204,-20315,20709,-20364,-6840,-13732,-88,-18875,-9284,-9591,-29063,-214000,144820,120,23640,104063,1472702,1249789,1503505,171910,22939,36463,112508,686610,142372,181328,362910,59552,159774,3364,422295,-253716,-362692,155752,-46776,-241378
2006:Q3,2403415,1667036,1853104,1705427,1625282,112082,1513200,78755,1390,147677,979504,-37392,-29376,63904,83579,2056,3534,16266,-188,-116,-12304,-124,-40743,-9072,-31671,3412,-225060,250992,456,23640,38547,841956,831827,1172448,87978,-21481,47867,61592,509005,101322,16146,391537,52328,107192,-401,416346,-340621,-431696,134756,-43681,-186068
2006:Q4,2315480,1633598,1698876,1741222,1647101,110527,1536574,43476,50645,-42346,847268,22556,24869,182888,73353,11460,11386,2646,2832,892,4588,428,-3758,-8732,4974,-2502,-238948,273712,256,23640,-109778,578134,889613,1265265,282353,111091,82618,88644,707695,71609,222332,413754,80580,122694,7293,64649,-375652,-471148,155128,-59632,-65278
2007:Q1,2257090,1621972,1762859,1698026,1677063,110231,1566832,21372,-409,64833,1487875,-16120,25814,-51368,100875,-6476,-58223,-29863,-22176,-8392,664,1544,11450,-5016,16466,-68735,33996,354620,1276,-4904,162714,1002956,1423042,1660040,227805,18942,72959,135904,761864,172600,267366,321898,440,142525,-85080,612488,-236999,-373352,214400,-78047,-140887
2007:Q2,2264887,1653851,1895324,1759472,1716821,109469,1607352,42224,427,135852,1467420,42072,162677,-60792,93500,-20876,-34634,-8638,-21184,-8064,3648,-396,-22159,-14032,-8127,-49875,35972,226572,1428,-4904,232043,866396,1331568,1832527,332931,40938,88497,203496,897999,189577,311648,396774,45716,118021,-27333,465193,-500959,-595956,164584,-69587,-241473
2007:Q3,2126854,1621928,1865750,1778675,1735774,106533,1629241,44923,-2022,87075,1429034,4564,70940,-114872,226399,-4208,-86116,-123288,26404,7796,3548,-576,-39920,-9680,-30240,-9052,36532,239616,368,-4904,277172,832514,1341959,1733432,123118,-30646,63824,89940,1180472,344629,379622,456222,65568,66423,-49113,346964,-391473,-533540,214124,-72057,-243822
2007:Q4,2168843,1701799,2378950,1784110,1754166,101629,1652537,27282,2662,594840,1543542,-26860,44109,-55928,138458,1628,-56535,-51039,412,-864,-5600,556,19944,-6484,26428,58542,35132,440272,292,-4904,198896,750496,948702,1584873,190227,15954,59785,114488,899825,265058,257253,377515,48028,120796,-21718,347715,-636171,-661028,123356,-98499,-677151
2008:Q1,2022534,1590276,1249027,1761094,1769691,96705,1672986,-16673,8076,-512067,-213317,19148,-54922,-212872,391822,-3800,-157028,-55528,-51852,-14772,-33848,-1028,2596,-7732,10328,6663,228468,286424,2056,-16512,-111418,-593942,298750,970761,168859,42873,48330,77656,667870,318972,107046,241852,71460,-100766,44478,118859,-672011,-421964,160968,-411015,341249
2008:Q2,2064488,1628009,1079763,1777263,1780197,94296,1685901,-22252,19318,-697500,-278701,-72800,-97607,156820,57842,3824,3230,3526,-1300,2076,-1756,684,-38893,-6960,-31933,14764,221092,319696,344,-16512,-63247,-767253,418799,991346,324157,-77271,97600,303828,499241,157601,161283,180357,94664,-230394,-39479,343158,-572547,-312524,101052,-361075,548246
2008:Q3,2098275,1838047,1455434,1754323,1762795,90666,1672129,-15825,7353,-298889,-385263,-21028,-172967,-89352,110684,-11024,-6745,1723,-20700,-4388,14080,2540,-20835,-8652,-12183,-87436,201464,287776,636,-16512,-182147,-377776,-86374,526645,180054,62833,69585,47636,398214,222312,103752,72150,-24660,-236186,53350,155874,-613019,-409904,158112,-361227,382613
2008:Q4,1702551,1719326,1038687,1661394,1686753,81733,1605020,-62215,36856,-622707,-329616,-27504,-348323,-137324,377260,7512,28187,1575,12268,6600,8020,-276,13278,-10588,23866,-43243,156016,233356,1232,-16512,-328029,-245521,293091,941403,108373,2217,43972,62184,18424,41759,-52788,29453,-44736,-329101,-19113,1207557,-648312,-568568,276520,-356264,680639
2009:Q1,1679166,1683506,2425357,1414594,1540115,74688,1465427,-150996,25475,1010763,129532,4128,202649,43396,75363,1164,-5872,-31896,36940,-1800,-15216,6100,43888,9716,34172,69439,-81644,190480,-2212,35268,-266826,-179689,-881231,-701162,280521,-138777,32146,387152,-608283,-266785,-314699,-26799,-42596,-322801,-54964,46961,-180069,-148068,56892,-88893,-741851
2009:Q2,1686379,1667061,1319856,1264762,1458185,69624,1388561,-196001,2578,55094,-148016,2020,-14794,16440,-71523,1740,26616,13112,-2520,17044,-1012,-8,-47149,-7496,-39653,39275,-94072,203244,344,35268,-39727,-205697,-203110,-306565,157706,-132785,31071,259420,-516069,-374061,-112675,-29333,-12196,-108070,25556,146508,103454,70080,78304,-44930,347205
2009:Q3,1799850,1702583,1481541,1227023,1431650,71206,1360444,-204006,-621,254518,98102,76,247748,288008,-177550,4372,-20592,-15452,-9880,-1404,8388,-2244,6671,-3144,9815,27801,-108168,238344,636,35268,40426,-484939,-156416,-235166,140896,2027,44877,93992,-671082,-398889,-140487,-131705,41932,23666,8777,220644,78750,2976,131508,-55734,221042
2009:Q4,2047486,1832297,2134015,1377858,1430931,69376,1361555,-52084,-989,756157,528042,21072,202545,100720,-128650,-4580,48624,29040,2856,2836,12244,1648,-23335,-4116,-19219,10450,-114104,295304,1232,35268,42752,40744,-228115,-126650,139309,-22733,41606,120436,-580587,-321049,-99899,-159639,-32900,127053,-17429,237903,-101466,-281316,229736,-49886,-301718
2010:Q1,2187193,1905372,1871617,1428044,1430573,64654,1365919,-1238,-1291,443573,739559,26332,396935,-30076,-288020,4576,-10115,-10403,-436,12552,-11824,-4,19516,1728,17788,-59526,-52332,434423,128,7460,154771,135487,295986,158684,282883,50254,38845,193784,-558633,-249775,-210071,-98787,11452,187181,-7810,243612,137302,-163340,109268,191374,33755
2010:Q2,2261189,1982271,2058817,1524621,1488239,65976,1422263,36707,-325,534196,891802,2184,-90777,61540,-172861,900,36896,31888,12456,3512,-9068,-1892,-19840,2608,-22448,-52843,-46124,293038,184,7460,183128,688917,357606,230256,194613,62710,28543,103360,-469625,-163657,-132497,-173471,-6004,209887,36744,264640,127350,-137532,110112,154770,-76546
2010:Q3,2347735,2050739,1588756,1637090,1525081,59478,1465603,112897,-888,-48334,673322,-11464,125474,4284,-90843,9304,42340,20760,9428,2504,8900,748,-1068,2588,-3656,-20075,-51068,302077,1516,7460,184112,171274,721656,567041,350407,43766,22741,283900,-163422,-35835,-23975,-103612,10256,80410,5250,284139,154616,-269440,261440,162616,461983
2010:Q4,2318515,1964957,1841313,1627304,1561818,60745,1501073,67302,-1816,214009,500892,35760,-99636,161736,-115551,-15152,-80336,-92148,13684,-10672,6704,2096,3040,4936,-1896,-2245,-56276,299533,176,7460,193462,168922,286884,62764,160413,-58658,42859,176212,-88256,35371,-50417,-73210,-47068,274650,133680,-370655,224119,-145720,201192,168647,123644
2011:Q1,2299904,1919636,1586799,1590735,1560373,61582,1498791,32078,-1716,-3936,772682,43096,88457,-59356,-15645,4680,-24203,9321,-21928,-8708,-2624,-264,11685,-7328,19013,37571,24644,349641,188,-13836,249299,76461,776618,653246,167246,25799,11975,129472,-130582,75404,-6933,-199053,-36,166336,36248,414035,123372,-168732,120312,171792,332837
2011:Q2,2411917,2052822,2099547,1671127,1611308,63617,1547691,61047,-1228,428420,729642,19372,218196,5252,-19096,-44,21929,-5823,25160,9292,-5116,-1584,-7566,9884,-17450,25610,24548,449575,240,-13836,171729,-166268,301221,346755,284780,49535,5037,230208,56030,64522,121705,-130197,5716,150286,-4264,-145793,-45533,-381436,188876,147027,-46725
2011:Q3,2432400,2104235,2266059,1677599,1689934,65545,1624389,-12032,-303,588460,872298,-85636,-84272,-20840,-83113,-3880,-154449,-84593,-51788,-11904,-4504,-1660,-10697,-9712,-985,-27797,21028,312191,380,-13836,69040,954178,283838,464062,208920,29663,9433,169824,107980,209639,18833,-120492,57216,-63378,45644,107679,-180223,-507240,180560,146457,-161824
2011:Q4,2466999,2100375,358664,1841980,1738833,67944,1670889,103957,-810,-1483316,-308886,-22684,88767,99348,-36002,2732,92295,81467,9384,2676,-2132,900,-4871,-6796,1925,37060,23376,416628,196,-13836,122309,-1114202,1174430,1157469,200902,28519,8331,164052,214404,158458,73731,-17786,79072,62744,-21904,622250,16961,-323800,165836,174925,1741711
2012:Q1,2739177,2135923,1105983,1872280,1792249,71723,1720526,80278,-247,-766297,450832,-16148,-1134,-21872,-29947,13572,-64411,-55879,-3708,-5148,-108,432,15528,-6336,21864,73021,-26316,295642,748,-5824,28027,189947,1217130,1203815,337621,-7933,4810,340744,36547,173599,-85581,-51471,17864,148319,22076,641388,13314,-181884,175292,19906,1029940
2012:Q2,2736848,2141640,2575292,1929464,1838594,72193,1766401,91406,-536,645828,1464982,-21424,162769,-2624,-29529,-388,-11618,-5602,-4888,-1168,36,4,-30206,-4876,-25330,-27358,-25452,303130,-668,-5824,-85805,1239979,819154,1012380,315609,29035,30422,256152,148741,184105,-11640,-23724,22400,-37222,21505,541347,-193226,-383248,194168,-4146,-433652
2012:Q3,2712060,2095567,1410656,1924531,1840521,74156,1766365,84429,-419,-513875,539458,26284,80417,71752,-3518,-22164,7745,-715,8736,848,-920,-204,-7829,-2020,-5809,7846,-26920,301691,420,-5824,210268,-100712,1053333,1221575,416976,-35469,8405,444040,307585,117317,178967,11302,29244,146091,-861,322539,-168242,-295584,123932,3410,684911
2012:Q4,2748235,2054357,703056,1889905,1858981,77822,1781159,28734,2190,-1186849,-192565,15660,11028,207980,31378,-9552,22913,16309,7992,132,248,-1768,8739,2628,6111,7779,-26648,309832,208,-5824,95070,-861127,994284,1011306,568473,70455,10314,487704,339495,188723,41774,108998,-58756,70300,-6860,98653,-17022,-261248,258408,-14182,1351301
2013:Q1,2833919,2207449,1787402,1962035,1875981,82801,1793180,85223,831,-174633,900683,118268,238867,44188,17533,1152,-40258,-4666,-21452,-8708,-1652,-3780,2008,-4588,6596,1286,9988,238528,112,2460,319254,-52702,1075316,930305,215918,20061,11169,184688,78781,-53861,93595,39047,7796,94271,-5613,539152,145011,-86012,86352,144671,420047
2013:Q2,2841538,2212485,1552816,1982814,1898249,86488,1811761,82692,1873,-429998,541676,62032,-311869,-10736,55953,-8908,11968,-34216,31628,7388,-488,7656,-6816,18088,-24904,61031,10224,321264,856,2460,358198,-3981,971673,893402,242013,-20119,3176,258956,417521,85709,174033,157779,8848,128865,-30846,127001,78271,-297864,217340,158795,659669
2013:Q3,2846845,2194924,1994526,2078553,1939367,89385,1849982,136649,2537,-84027,1453414,3056,77096,83428,74381,39416,38182,35302,5280,96,-2072,-424,-8943,-1596,-7347,-57788,10704,303581,976,2460,328248,558617,1537441,1494441,566872,92001,-3241,478112,232390,120758,-25986,137618,21004,189723,-14070,498523,43000,-333376,207096,169280,200398
2013:Q4,2839926,2264292,2203650,2111896,1994290,90324,1903966,117343,263,91754,1081563,90844,140986,165836,-17455,-14180,-6384,-18932,14084,2332,-2072,-1796,9151,7940,1211,-16330,11764,335856,592,2460,270665,107758,989810,943274,212622,-35215,-2191,250028,388168,147558,130822,109788,10492,126493,23580,181919,46536,-302964,193672,155828,60642
2014:Q1,2825961,2107288,2222081,2094426,2041995,92805,1949190,51995,436,127655,718342,-53208,162738,-210652,5832,2172,29870,35062,-1224,-468,-2724,-776,40864,5600,35264,4933,35560,212629,1716,24016,158668,303205,590687,1233248,360975,74548,-3137,289564,416932,156409,123316,137207,6880,261011,6104,181346,-642560,-379400,-333944,70784,-114793
2014:Q2,2934741,2210025,1777362,2204474,2105960,97130,2008830,97754,760,-427112,989011,76648,237553,-82640,-6935,18068,-34679,-40103,5652,1920,-2100,-48,-10082,2276,-12358,-18138,37228,315367,140,24016,178492,253972,1416123,1272090,407046,57376,-14902,364572,325076,194978,-44959,175057,51120,165466,9868,313513,144033,-165804,252340,57497,432663
2014:Q3,3019237,2374464,2081007,2269930,2160700,101146,2059554,103935,5295,-188923,1434690,-37556,71352,-49616,24610,55368,-9959,-13639,5944,1148,-3048,-364,767,-308,1075,24363,37460,327353,684,24016,98633,867215,1623613,1622582,230504,21728,2300,206476,542845,184506,185254,173085,161000,148833,80541,458858,1032,-305016,235916,70132,293457
2014:Q4,2989776,2342592,847707,2271289,2185946,105209,2080737,85485,-142,-1423582,1092235,-23120,284777,55408,75646,35548,117299,119019,-3060,-48,-1328,2716,-16576,9132,-25708,-40450,39104,443235,980,24016,66238,30130,2515817,2415080,402803,-3648,15751,390700,611147,234331,110429,266387,3460,54853,-20253,1363070,100737,-332468,372404,60801,1494885
2015:Q1,2848752,2286690,1668953,2359148,2184475,108584,2075891,175242,-569,-690195,1261011,-107868,125186,-71400,3629,-2116,-45348,-11868,-27968,-9708,1544,2652,53849,31032,22817,26058,-43024,241156,680,12248,-77112,1145073,1951206,1517880,430551,-58802,23053,466300,531547,214168,67423,249956,136392,-53248,4886,467752,433326,-483112,762128,154310,617737
2015:Q2,2853881,2253898,2334710,2459655,2188253,112785,2075468,151248,120154,-124945,2160678,46200,-98241,44520,20447,16784,4913,5025,3940,-2760,2224,-3516,27732,31988,-4256,-15225,-42924,257119,368,12248,80747,1805990,2285622,2263419,644853,-50826,19823,675856,474325,195250,-13010,292085,50456,114746,25847,953193,22203,-408948,279844,151307,-80812
2015:Q3,2873614,2294890,2954006,2321376,2195238,117777,2077461,126851,-713,632630,2363167,-14316,122888,35100,15787,27764,20810,22386,-2396,-1144,684,1280,33122,32736,386,-134951,-39948,300764,616,12248,101143,1882139,1730537,1954048,467848,72694,15506,379648,278018,116194,-78875,240699,-30308,-7051,-32078,1277620,-223511,-623104,258184,141409,-659116
2015:Q4,2720751,2208947,1493292,2279676,2173511,120908,2052603,107150,-985,-786384,30754,-36,68099,80400,46042,14204,58021,15685,34036,8400,796,-896,5668,26976,-21308,81446,-42524,280173,716,12248,14666,-588368,817138,981768,234132,24954,-4494,213672,524350,171328,23538,329484,5084,-21262,-62819,302282,-164630,-509552,208340,136582,715655
2016:Q1,2792396,2276155,2074711,2215749,2154531,125896,2028635,62320,-1102,-141038,769833,-69932,46435,59124,-36429,-32276,33002,-1034,26428,10612,-1776,-1228,-21465,-29616,8151,-14000,64388,324730,712,-5440,189943,231041,910871,1344558,590739,24868,15879,549992,552908,242555,70791,239562,117564,156281,-29361,-43573,-433687,-498320,278556,-213923,201444
2016:Q2,2798833,2182622,2426351,2238775,2176975,128291,2048684,30486,31314,187576,2040362,52052,247955,-66648,-122595,-9824,-20549,46315,-49820,-14748,-2392,96,-25491,-20316,-5175,-39099,65612,299679,1672,-5440,342156,1320882,1852786,2125574,370378,5580,33078,331720,187512,75581,-121776,233707,92444,286908,-2863,1191195,-272788,-502192,479200,-249796,-243729
2016:Q3,2800560,2194928,2054171,2209594,2204076,130030,2074046,5326,192,-155422,1580181,27088,323157,120936,-144789,184908,69387,44407,20040,5384,-2040,1596,-23784,-27364,3580,-15716,67780,217876,916,-5440,183434,574429,1735603,1696909,210392,-142476,27256,325612,539316,142246,42063,355008,-261120,256851,12048,939421,38695,-432876,702644,-231073,140757
2016:Q4,2799794,2206915,1728685,2287728,2230930,132751,2098179,58149,-1351,-559042,985925,5712,109549,149256,-135884,-40052,-85524,-117152,27876,3932,-1128,948,-24154,-22020,-2134,-3393,69988,251163,56,-5440,386797,307849,1544967,1907096,93275,119092,9847,-35664,168828,-40606,-76450,285884,45744,299936,27849,1271464,-362129,-333456,199456,-228129,478230
2017:Q1,2906258,2353832,2457641,2271042,2265988,136105,2129883,6310,-1256,186598,853562,-39696,115305,57940,66470,-35320,13343,19655,-4172,-3436,-1960,3256,26553,25948,605,16764,-85108,355041,1288,7864,87408,265710,666964,494777,515247,11404,4251,499592,342477,63569,45924,232984,5328,-23489,44092,-388878,172187,-320108,389360,102935,-103809
2017:Q2,2903718,2322475,2388180,2341470,2317482,137343,2180139,25528,-1540,46710,1088076,61092,94931,54000,61979,-107000,65410,44510,17756,4400,-1864,608,-2421,10448,-12869,-92171,-87292,325806,532,7864,116947,588400,1041366,897383,370653,32540,26597,311516,613175,74946,238153,300075,-21024,19917,-3841,-81497,143983,-247132,271324,119791,-65705
2017:Q3,2895573,2449033,3019024,2402691,2342572,138049,2204523,54859,5260,616333,2370432,501024,-159669,108904,108868,-59516,-74874,-80942,6592,-112,-2192,1780,12963,11932,1031,27814,-90748,310031,8860,7864,333856,1335054,1754099,1842488,365773,68816,-10095,307052,450895,84911,118528,247455,-11424,119599,-21311,938957,-88389,-457868,277364,92115,-569991
2017:Q4,2768073,1558705,2458608,2439007,2396807,141679,2255128,43998,-1798,19601,456110,-46568,-121247,112804,73839,-1080,146810,-18434,124652,39096,-764,2260,47181,43776,3405,-82663,-96304,382754,636,7864,335272,-303188,436509,344104,220612,-9212,50608,179216,621221,96837,89774,434610,-8588,240389,881240,-1610770,92405,-286840,266472,112773,-899903
2018:Q1,2879622,2530581,2846712,2490750,2457977,141409,2316568,35046,-2273,355962,1667701,-22768,322923,42660,-61057,-34272,19906,24778,-5200,-4552,1888,2992,-4872,-5904,1032,332850,-39856,-596435,-296,-8948,452302,1265564,1311739,1583938,350823,84702,-8419,274540,308505,90215,-44525,262815,-58376,265715,-5658,722929,-272199,-451612,178272,1141,-316131
2018:Q2,2992222,2511799,2823188,2481148,2486453,144645,2341808,-3403,-1903,342040,1013481,45564,90392,45480,-29934,-57944,5787,29575,-22496,-8248,1412,5544,-23932,-1980,-21952,13313,-41024,-268002,776,-8948,530825,711127,671441,1556575,52313,21530,3007,27776,445313,165756,-103475,383032,-172676,392964,-39848,878509,-885135,-919748,86548,-51935,-311389
2018:Q3,2987411,2444502,1555441,2602325,2505926,144715,2361211,98665,-2266,-1046883,1080853,-357024,374164,83028,-75402,-13516,-6536,22876,-24548,-10520,1500,4156,7082,3412,3670,-15387,-43980,177412,312,-8948,684424,275225,2127736,2102639,267818,-3754,-9344,280916,502841,83162,192567,227112,3592,459884,46243,822262,25097,-268228,386828,-93503,889061
2018:Q4,2982879,2488484,2433583,2614815,2517137,143249,2373888,95325,2353,-181231,895684,-106812,259356,43352,-21644,5844,77707,76367,-1332,1500,1080,92,11942,-6284,18226,-3964,-37832,-178062,180,-8948,116194,738371,1076915,1659541,6154,-143290,4176,145268,720197,398691,33940,287565,-45468,187169,27875,763614,-582626,-871552,311880,-22954,54901
2019:Q1,2898584,2524993,1726019,2645246,2526970,143922,2383048,115734,2542,-919227,1768387,17712,-59942,104268,96657,-6796,72783,38639,25656,9596,1988,-3096,6082,3052,3030,-298320,9644,98029,236,5300,568291,1154443,2687615,2938976,490274,87811,15655,386808,541297,124978,174852,241467,-60848,206605,59350,1702297,-251362,-583444,297840,34242,798974
2019:Q2,2904249,2575257,3022092,2659960,2585654,147527,2438127,76223,-1917,362133,2710396,72644,379578,65956,122206,-2992,-1630,38938,-35164,-9380,2188,1788,-27176,9688,-36864,6415,10008,108721,424,5300,548347,1422595,2348263,2094905,295766,-61641,6723,350684,353225,67509,115107,170609,-21688,185780,-107020,1388842,253358,-54620,256728,51250,-446835
2019:Q3,2992774,2644554,3497469,2687352,2619141,151567,2467574,69800,-1589,810117,3082890,-56960,718626,-43880,138688,-4480,104224,110908,-8212,-1056,2680,-96,15256,9496,5760,-171153,10128,29931,456,5300,327739,2009015,2272773,2450947,444738,-10389,17587,437540,501405,-5663,146235,360833,23992,171498,39029,1270284,-178174,-386864,152776,55914,-852915
2019:Q4,3077505,2716766,2797588,2625676,2601196,153271,2447925,26911,-2431,171913,2551777,65376,-420686,72988,89938,9488,89307,33283,40116,10360,4016,1532,33717,8276,25441,61034,10992,192763,228,5300,360328,1981005,2379865,2431076,36165,-23529,24034,35660,333524,-22336,113254,242606,29988,128641,5705,1897053,-51212,-347756,231288,65256,-80822
2020:Q1,2974821,2501244,3232551,2525742,2561005,159181,2401824,-32948,-2315,706809,3125705,-84604,1581142,551632,539947,54116,129341,34157,67564,34276,-7448,792,15231,13732,1499,-121927,-109816,81693,-244,9892,-362163,841464,2418897,2586031,770241,-21428,17293,774376,2553342,1854370,336350,362623,-61236,-348723,51540,-379133,-167134,-276152,158068,-49050,-731307
2020:Q2,2741165,2348809,1001140,2083801,2381686,148050,2233636,-294959,-2926,-1082661,408686,126220,1208388,434448,247620,17332,55218,-52134,85384,27968,-7904,1904,-31939,11432,-43371,83915,-131728,488818,372,9892,-887138,-1212731,1491347,1356318,1643277,-271256,-75,1914608,1047599,430584,318088,298926,-54920,-691619,166613,-754632,135029,-42524,142692,34861,1347669
2020:Q3,3731069,2963597,3757762,2586618,2484880,170469,2314411,94859,6879,1171144,1831314,47500,-357206,35888,-148264,-10256,-46686,42102,-61180,-20628,-7564,584,40262,29572,10690,-86330,-142892,289707,708,9892,804004,1394986,660169,342803,204302,-70608,17942,256968,-181355,-776773,302317,293102,-25656,515489,-191073,21095,317366,85060,144548,87758,-794165
2020:Q4,3579839,2649320,2008794,2635303,2555532,179964,2375568,82783,-3012,-626509,501616,-73000,-415259,95716,-69900,33236,4167,109015,-71156,-27068,-8220,1596,44427,13244,31183,-10498,-159592,143949,380,9892,603588,294510,1128124,1006834,164056,113980,-12928,63004,46606,-508281,181721,373165,-124768,426925,33848,460168,121291,-93984,216496,-1221,640526
2021:Q1,3856450,2801707,2285863,2581101,2609960,185297,2424663,-44364,15505,-295238,1793636,111376,345640,44088,194071,-58424,-58726,-38698,-24864,-13732,11432,7136,17880,19180,-1300,27170,-92868,243702,664,21972,675845,321246,2088874,1822288,323937,-212435,10612,525760,570294,35268,233997,301030,17040,414717,-12105,508406,266586,176648,228328,-138390,515844
2021:Q2,4333377,2922633,2130412,2525959,2690412,186523,2503889,-161226,-3227,-395547,1587998,140772,24488,102620,79762,56488,121417,136925,-27500,-7764,11104,8652,-37813,5120,-42933,-37542,-100456,317747,2116,21972,788715,107713,1983546,1733915,349544,124213,15307,210024,138786,-501057,285397,354446,-73268,404153,-12180,926881,249630,-87812,405860,-68418,792221
2021:Q3,4276524,2915570,4259189,2742696,2731469,188787,2542682,-3276,14503,1516493,3025186,-128500,620016,211964,5430,-36608,42707,-77689,72248,24068,11696,12384,18343,6388,11955,-47526,-100692,218685,516,21972,276363,1922517,1508693,1381275,390992,51845,21775,317372,504642,-393385,473511,424516,79484,287108,19099,99950,127418,-214916,413712,-71378,-1343619
2021:Q4,4224533,2861426,1990121,3040558,2788533,193604,2594929,255544,-3519,-1050437,1743634,1484,381820,45128,131293,-2488,55282,1058,31536,8972,11124,2592,52138,19932,32206,-152850,-111412,392083,2424,21972,571633,355128,2794071,2945538,-53908,60541,-1385,-113064,1409554,403810,427335,578408,-28600,886487,32225,699780,-151466,-410264,498732,-239934,871305
2022:Q1,4357920,2765865,3082856,3462553,2892519,202616,2689903,248977,321057,-379697,3216069,85936,309709,144332,-132666,14372,-81041,-109309,2632,-1680,6648,20668,8302,15004,-6702,-132526,-156768,445220,1612,-4380,581236,2132732,3595766,3907657,187931,-19907,22306,185532,1346598,329080,515907,501610,43020,726191,196414,1407504,-311891,-490512,266836,-88215,-316991
2022:Q2,4599707,2999472,3379733,3140262,3006122,203041,2803081,120177,13963,239471,2939127,-93812,-608530,-68484,-74796,-20556,147882,87154,54856,9688,5828,-9644,-42958,-7636,-35322,109562,-130988,295360,-372,-4380,826181,2605018,2699656,3114442,-2920,140245,10183,-153348,1424271,611303,275367,537601,48512,721268,-41163,964474,-414785,-546496,292404,-160693,-380261
2022:Q3,4478971,3370073,3225474,3240805,3071307,194053,2877254,82328,87170,-15331,3341189,18716,-420711,142292,-76770,1468,-110343,-151955,33344,2340,5136,792,-5203,-17172,11969,-102477,-124076,324624,3348,-4380,281598,3413103,3356520,3652913,172850,168989,-11043,14904,653333,157788,85292,410253,121128,54492,21516,2629594,-296393,-544256,293876,-46013,144599
2022:Q4,4376974,3310182,3054125,3270226,3095563,182559,2913004,177743,-3080,-216101,2670807,128004,671600,136384,15636,18156,73079,16591,41596,12652,3064,-824,17910,-12064,29974,18977,-132860,365688,-524,-4380,364150,998987,2886908,3409822,-45117,-52087,-18510,25480,714536,275921,66078,372536,66320,273469,-67939,2468554,-522915,-644064,207400,-86251,256057
2023:Q1,4428535,3299428,2422196,3191101,3171131,172034,2999097,23695,-3725,-768905,488597,-14100,112750,33900,321055,9936,5709,23769,-12976,-740,-308,-4036,15288,26648,-11360,123667,52364,195052,8816,-4380,-132386,-239075,1257502,1284298,567304,-71787,7215,631876,367150,120775,-69105,315481,-28096,-288956,90331,576565,-26796,-413920,447020,-59896,877232
2023:Q2,4477007,3396068,3178919,3235575,3220812,170478,3050334,18556,-3793,-56656,1100999,107408,-318581,511976,141820,-640,52048,-36436,69188,19280,936,-920,-22685,3636,-26321,-83341,56708,237314,2148,-4380,147133,274070,1157655,1272432,151299,21177,10170,119952,169866,-17794,-7109,194768,8848,18611,-147593,1071401,-114777,-413652,262724,36151,217149
2023:Q3,4625210,3532838,4255454,3353920,3252039,182757,3069282,102032,-151,901535,1904743,34824,428312,109692,103294,-1228,196552,134084,49496,8240,1088,3644,11407,184,11223,51449,54640,410403,896,-4380,333512,175369,1003208,1141275,102717,59449,-664,43932,171153,-112058,77071,206139,6636,337742,7551,515476,-138067,-439004,266908,34029,-722616
2023:Q4,4760766,3640507,3419457,3372785,3306251,196553,3109698,70140,-3606,46672,-247112,13820,-28258,-39364,70306,-11856,-267429,-177893,-65156,-13080,-1712,-9588,32262,5860,26402,-55827,60780,456003,1708,-4380,-212411,-262466,-293784,777322,95373,72785,-22336,44924,40822,-860,-97989,139670,27028,-195765,-46126,855990,-1071106,-1216624,254936,-109418,221050
2024:Q1,4801826,3498944,3057511,3370657,3339713,194108,3145605,34886,-3942,-313146,1197224,70976,627067,35156,91209,-1772,45282,50,36640,9304,368,-1080,-15985,-1536,-14449,79185,56124,497827,-440,-4380,-221232,-61793,1510370,1994253,542744,69172,26720,446852,291603,19571,30784,241248,12511,-37176,64013,1120557,-483883,-632000,214621,-66504,441433
