date,FU406000105.Q,FU405013005.Q,FU404090005.Q,FU403020005.Q,FU403030005.Q,FU402050005.Q,FU404022005.Q,FU403069105.Q,FU403061105.Q,FU403061705.Q,FU403062005.Q,FU403063005.Q,FU404023005.Q,FU403069305.Q,FU403069385.Q,FU403069345.Q,FU403069330.Q,FU403065005.Q,FU403065105.Q,FU403065195.Q,FU403065185.Q,FU403065405.Q,FU403065495.Q,FU403065485.Q,FU403065605.Q,FU403066005.Q,FU403093005.Q,FU404194005.Q,FU404190005.Q,FU402150005.Q,FU403161705.Q,FU403161795.Q,FU403161785.Q,FU403169283.Q,FU403190005.Q,FU403181105.Q,FU403164105.Q,FU403192405.Q,FU407005005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,7,2,332,-13,0,0,128,0,128,0,0,0,229,244,0,167,77,-15,0,0,0,0,0,0,-15,0,-12,324,303,0,275,0,275,0,28,21,0,21,-2
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,6,2,-35,-6,0,0,-3,0,-3,0,0,0,-29,-62,0,20,-82,33,0,0,0,0,0,0,33,0,3,-48,-43,0,-112,0,-112,0,69,-5,0,-5,-8
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,12,2,481,20,0,0,-77,0,-77,0,0,0,537,490,0,107,383,47,0,0,0,0,0,0,47,0,1,456,449,0,381,0,381,0,68,7,0,7,-15
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,11,2,412,-2,0,0,55,0,55,0,0,0,362,304,0,203,101,58,0,0,0,0,0,0,58,0,-3,391,348,0,227,0,227,0,121,43,0,43,-12
1952:Q1,4,0,-30,-10,0,0,137,0,137,0,0,0,-269,-287,0,35,-322,18,0,0,0,0,0,0,18,0,112,-41,-61,0,-114,0,-114,0,53,20,0,20,-7
1952:Q2,7,0,60,10,0,0,-69,0,-69,0,0,0,117,99,0,35,64,18,0,0,0,0,0,0,18,0,2,55,43,0,97,0,97,0,-54,12,0,12,2
1952:Q3,8,0,42,-8,0,0,-13,0,-13,0,0,0,59,37,0,-25,62,22,0,0,0,0,0,0,22,0,4,32,25,0,90,0,90,0,-65,7,0,7,-2
1952:Q4,12,0,35,15,0,0,12,0,12,0,0,0,149,126,0,-23,149,23,0,0,0,0,0,0,23,0,-141,30,20,0,-26,0,-26,0,46,10,0,10,7
1953:Q1,5,0,35,4,0,0,200,0,200,0,0,0,-317,-340,0,-87,-253,23,0,0,0,0,0,0,23,0,148,24,-1,0,-106,0,-106,0,105,25,0,25,-6
1953:Q2,5,0,44,-2,0,0,-121,0,-121,0,0,0,168,146,0,39,107,22,0,0,0,0,0,0,22,0,-1,43,27,0,14,0,14,0,13,16,0,16,4
1953:Q3,4,0,116,13,0,0,18,0,18,0,0,0,80,58,0,-25,83,22,0,0,0,0,0,0,22,0,5,111,102,0,117,0,117,0,-15,9,0,9,-1
1953:Q4,4,0,56,28,0,0,-3,0,-3,0,0,0,36,14,0,-137,151,22,0,0,0,0,0,0,22,0,-5,56,46,0,-28,0,-28,0,74,10,0,10,4
1954:Q1,4,0,11,-53,0,0,312,0,312,0,0,0,-254,-285,0,37,-322,31,0,0,0,0,0,0,31,0,6,7,-21,0,-228,0,-228,0,207,28,0,28,0
1954:Q2,4,0,141,5,0,0,-29,0,-29,0,0,0,147,116,0,71,45,31,0,0,0,0,0,0,31,0,18,140,143,0,96,0,96,0,47,-3,0,-3,3
1954:Q3,5,0,87,24,0,0,24,0,24,0,0,0,58,38,0,24,14,20,0,0,0,0,0,0,20,0,-19,80,71,0,125,0,125,0,-54,9,0,9,-2
1954:Q4,5,0,143,-3,0,0,-47,0,-47,0,0,0,105,86,0,-92,178,19,0,0,0,0,0,0,19,0,88,141,35,0,-28,0,-28,0,63,106,0,106,3
1955:Q1,5,0,76,-10,0,0,133,0,133,0,0,0,-32,-95,0,70,-165,63,0,0,0,0,0,0,63,0,-15,72,37,0,-19,0,-19,0,56,35,0,35,1
1955:Q2,5,0,365,2,0,0,-113,0,-113,0,0,0,463,390,0,75,315,73,9,0,9,0,0,0,64,0,13,362,335,0,316,0,316,0,19,27,0,27,2
1955:Q3,5,0,130,-5,0,26,-232,0,-232,0,0,0,343,277,0,19,258,66,21,0,21,0,0,0,45,0,-2,121,109,0,241,0,241,16,-148,12,0,12,-4
1955:Q4,5,0,457,33,0,14,299,0,299,0,0,0,115,15,0,-127,142,100,56,0,56,0,0,0,44,0,-4,455,437,0,403,0,403,50,-16,18,0,18,3
1956:Q1,4,0,194,-40,0,0,320,0,320,0,0,0,-84,-225,0,54,-279,141,70,0,70,1,0,1,70,0,-2,188,130,0,106,0,106,-40,64,58,0,58,-2
1956:Q2,5,0,321,-16,0,-3,11,0,11,0,0,0,312,164,0,129,35,148,77,0,77,0,0,0,71,0,17,322,298,0,205,0,205,68,25,24,0,24,6
1956:Q3,6,0,146,12,0,-15,-10,0,-10,0,0,0,171,2,0,33,-31,169,119,0,119,-1,0,-1,51,0,-12,137,124,0,243,0,243,4,-123,13,0,13,-3
1956:Q4,6,0,348,44,0,-4,-31,0,-31,0,0,0,359,10,0,-76,86,349,297,0,297,0,0,0,52,0,-20,349,332,0,-111,0,-111,263,180,17,0,17,7
1957:Q1,6,0,315,-47,0,0,116,0,116,0,0,0,242,-203,0,64,-267,445,382,0,382,0,0,0,63,0,4,289,161,0,397,0,397,-150,-86,128,0,128,-20
1957:Q2,7,0,447,7,0,-3,-73,0,-73,0,0,0,515,233,0,115,118,282,218,0,218,0,0,0,64,0,1,449,427,0,601,0,601,-208,34,22,0,22,9
1957:Q3,7,0,169,-11,0,1,-132,0,-132,0,0,0,304,83,0,43,40,221,196,0,196,0,0,0,25,0,7,159,147,0,189,0,189,115,-157,12,0,12,-3
1957:Q4,6,0,353,32,0,2,6,0,6,0,0,0,321,106,0,-40,146,215,191,0,191,0,0,0,24,0,-8,350,331,0,213,0,213,-37,155,19,0,19,3
1958:Q1,7,0,191,-29,0,-6,599,0,599,0,0,0,-371,-488,0,81,-569,117,82,0,82,0,0,0,35,0,-2,184,129,0,-120,0,-120,-74,323,55,0,55,0
1958:Q2,7,0,40,25,0,-2,-111,0,-111,0,0,0,112,401,0,168,233,-289,-324,0,-324,0,0,0,35,0,16,40,30,0,-103,0,-103,-7,140,10,0,10,7
1958:Q3,8,0,-22,-30,0,-3,-134,0,-134,0,0,0,141,152,0,71,81,-11,-61,0,-61,0,0,0,50,0,4,-38,-51,0,215,0,215,19,-285,13,0,13,-8
1958:Q4,7,0,142,46,0,-7,-245,0,-245,0,0,0,346,248,0,-40,288,98,48,0,48,0,0,0,50,0,2,133,115,0,85,0,85,41,-11,18,0,18,-2
1959:Q1,8,1,274,-42,0,0,205,0,205,0,0,0,123,-46,0,165,-211,169,83,0,83,0,0,0,86,0,-12,260,193,0,116,0,116,25,52,67,0,67,-6
1959:Q2,8,1,805,37,0,0,-129,0,-129,0,0,0,889,692,0,242,450,197,110,0,110,0,0,0,87,0,8,810,785,0,869,0,869,-43,-41,25,0,25,13
1959:Q3,7,1,581,-8,0,0,-11,0,-11,0,0,0,574,321,0,63,258,253,203,0,203,0,0,0,50,0,26,566,549,0,812,0,812,-7,-256,17,0,17,-8
1959:Q4,8,1,629,45,0,0,35,0,35,0,0,0,528,215,0,-124,339,313,263,0,263,0,0,0,50,0,21,625,599,0,398,0,398,104,97,26,0,26,4
1960:Q1,8,1,2,-55,0,0,204,0,204,0,0,0,-127,-521,0,93,-614,394,330,0,330,0,0,0,64,0,-20,-11,-110,0,-164,0,-164,93,-39,99,0,99,-5
1960:Q2,8,1,629,44,0,0,-119,0,-119,0,0,0,687,394,0,144,250,293,230,0,230,0,0,0,63,0,17,633,612,0,654,0,654,-232,190,21,0,21,12
1960:Q3,7,1,246,-42,0,0,13,0,13,0,0,0,243,-2,0,32,-34,245,206,0,206,1,0,1,38,0,32,230,201,0,116,0,116,56,29,29,0,29,-9
1960:Q4,7,1,318,48,0,3,44,0,44,0,0,0,249,114,0,-131,245,135,95,0,95,1,0,1,39,0,-26,317,290,0,134,0,134,-19,175,27,0,27,6
1961:Q1,10,1,-221,-71,0,-3,263,0,263,0,0,0,-414,-363,0,141,-504,-51,-133,0,-133,0,0,0,82,0,4,-234,-332,0,-482,0,-482,-24,174,98,0,98,-5
1961:Q2,10,1,356,34,0,0,-49,0,-49,0,0,0,361,527,0,135,392,-166,-248,0,-248,0,0,0,82,0,10,365,346,0,337,0,337,-13,22,19,0,19,17
1961:Q3,10,1,382,0,0,0,-73,0,-73,0,0,0,451,317,0,62,255,134,84,0,84,0,0,0,50,0,4,372,359,0,498,0,498,9,-148,13,0,13,-2
1961:Q4,10,1,592,92,0,0,-216,0,-216,0,0,0,713,397,0,-141,538,316,266,0,266,0,0,0,50,0,3,591,576,0,261,0,261,95,220,15,0,15,7
1962:Q1,9,2,284,-104,0,0,533,0,533,0,0,0,-144,-365,0,146,-511,221,150,0,150,1,0,1,70,0,-1,263,249,0,377,0,377,-60,-68,14,0,14,-14
1962:Q2,10,2,416,45,0,0,-358,0,-358,0,0,0,731,813,0,197,616,-82,-157,0,-157,5,0,5,70,0,-2,439,428,0,337,0,337,-44,135,11,0,11,32
1962:Q3,10,2,339,-14,0,0,28,0,28,0,0,0,305,286,0,7,279,19,-23,0,-23,0,0,0,42,0,20,292,284,0,552,0,552,34,-302,8,0,8,-39
1962:Q4,9,2,611,93,0,0,170,0,170,0,0,0,352,311,0,-122,433,41,-5,0,-5,4,0,4,42,0,-4,602,586,0,248,0,248,55,283,16,0,16,-2
1963:Q1,9,1,-717,-120,0,0,440,0,440,0,0,0,-1019,-774,0,191,-965,-245,-318,0,-318,0,0,0,73,0,-18,-736,-747,0,-865,0,-865,-26,144,11,0,11,-11
1963:Q2,8,1,891,86,0,0,126,0,94,32,0,0,667,984,0,228,756,-317,-390,0,-390,0,0,0,73,0,12,872,857,0,905,0,905,-63,15,15,0,15,-12
1963:Q3,6,1,321,-46,0,0,-488,0,-494,6,0,0,810,813,0,59,754,-3,-57,0,-57,-1,0,-1,55,0,45,306,284,0,672,0,672,0,-388,22,0,22,-10
1963:Q4,8,1,997,54,0,0,334,0,327,7,0,0,673,646,0,-114,760,27,-30,0,-30,1,0,1,56,0,-64,983,1013,0,824,0,824,0,189,-30,0,-30,-7
1964:Q1,7,1,-679,-75,0,9,-198,0,-207,9,0,0,-416,-502,0,114,-616,86,-17,0,-17,-1,0,-1,104,0,1,-706,-716,0,-571,0,-571,0,-145,10,0,10,-22
1964:Q2,8,1,997,62,0,7,46,0,36,10,0,0,899,809,0,208,601,90,-13,0,-13,0,0,0,103,0,-17,1000,985,0,732,0,732,4,249,15,0,15,10
1964:Q3,9,1,-8,-37,0,4,-205,0,-215,10,0,0,195,132,0,64,68,63,-38,0,-38,0,0,0,101,0,35,-28,-16,0,110,0,110,130,-256,-12,0,-12,-13
1964:Q4,8,1,434,36,0,7,-85,0,-96,11,0,0,483,368,0,-120,488,115,14,0,14,0,0,0,101,0,-7,421,406,0,142,0,142,-3,267,15,0,15,-7
1965:Q1,8,1,-16,-64,0,-4,251,0,248,3,0,0,-193,-396,0,182,-578,203,33,0,33,0,0,0,170,0,-6,-42,-72,0,119,0,119,-104,-87,30,0,30,-19
1965:Q2,10,1,1250,27,0,-4,-81,0,-90,9,0,0,1269,1069,0,230,839,200,30,0,30,0,0,0,170,0,39,1269,1238,0,1178,0,1178,-27,87,31,0,31,29
1965:Q3,10,1,374,-10,0,-11,-100,0,-101,1,0,0,481,264,0,48,216,217,105,0,105,0,0,0,112,0,14,336,315,0,491,0,491,129,-305,21,0,21,-29
1965:Q4,10,1,663,32,0,-8,64,0,64,0,0,0,567,101,0,-94,195,466,356,0,356,-1,0,-1,111,0,8,645,628,0,121,0,121,207,300,17,0,17,-9
1966:Q1,10,1,899,-29,0,12,-20,0,-43,23,0,0,937,-36,0,274,-310,973,751,0,751,0,0,0,222,0,-1,871,773,0,964,0,964,-98,-93,98,0,98,-19
1966:Q2,12,1,2412,58,0,10,311,0,281,30,0,0,2081,1421,0,325,1096,660,438,0,438,0,0,0,222,0,-48,2432,2336,0,2570,0,2570,-238,4,96,0,96,32
1966:Q3,11,1,920,-58,0,15,-112,0,-113,1,0,0,982,497,0,105,392,485,369,0,369,0,0,0,116,0,93,888,841,0,731,0,731,401,-291,47,0,47,-22
1966:Q4,9,1,798,32,0,12,756,0,761,-5,0,0,133,-302,0,-62,-240,435,318,0,318,0,0,0,117,0,-135,798,775,0,793,0,793,-298,280,23,0,23,9
1967:Q1,8,1,-185,-35,0,-18,987,0,974,13,0,0,-1064,-1442,0,318,-1760,378,206,0,206,-1,0,-1,173,0,-55,-206,-238,0,-646,0,-646,-47,455,32,0,32,-14
1967:Q2,7,1,-265,-10,0,-11,157,0,142,15,0,0,-398,-561,0,312,-873,163,-10,0,-10,0,0,0,173,0,-3,-241,-247,0,-645,0,-645,-56,454,6,0,6,30
1967:Q3,4,1,-269,-10,0,0,-822,0,-826,4,0,0,437,-116,0,64,-180,553,401,0,401,0,0,0,152,0,126,-301,-322,0,-203,0,-203,497,-616,21,0,21,-29
1967:Q4,3,1,670,58,0,-20,-298,0,-284,-14,0,0,957,274,0,10,264,683,530,0,530,0,0,0,153,0,-27,661,642,0,940,0,940,-461,163,19,0,19,-7
1968:Q1,19,2,1111,-53,0,2,164,0,160,4,0,0,1005,178,0,295,-117,827,641,0,641,2,0,2,184,0,-7,1077,1034,0,1112,0,1112,26,-104,43,0,43,-17
1968:Q2,21,2,1623,23,0,8,161,0,148,13,0,0,1440,802,0,182,620,638,458,0,458,0,0,0,180,0,-9,1651,1592,0,1394,0,1394,-6,204,59,0,59,48
1968:Q3,20,2,-74,3,0,-2,-413,0,-413,0,0,0,375,63,0,-74,137,312,218,0,218,3,0,3,91,0,-37,-48,124,0,155,0,155,238,-269,-172,0,-172,45
1968:Q4,24,2,597,30,0,4,-32,0,-35,3,0,0,529,144,0,-89,233,385,321,0,321,2,0,2,62,0,66,562,645,0,568,0,568,-11,88,-83,0,-83,-13
1969:Q1,35,1,930,13,0,34,-268,0,-275,7,0,0,1138,425,0,353,72,713,520,0,520,2,0,2,191,0,13,909,830,0,1149,0,1149,-283,-36,79,16,63,13
1969:Q2,25,1,2407,22,0,44,60,0,59,1,0,0,2173,1447,0,365,1082,726,484,0,484,2,0,2,240,0,108,2451,2384,0,2331,0,2331,0,53,67,16,51,68
1969:Q3,21,1,2440,178,0,32,-619,0,-609,-10,0,0,2762,1492,0,-35,1527,1270,1143,0,1143,8,0,8,119,0,87,2552,2511,0,2697,0,2697,0,-186,41,16,25,132
1969:Q4,14,1,3398,-164,0,71,239,0,239,0,0,0,3104,1442,0,93,1349,1662,1621,0,1621,3,0,3,38,0,148,3298,3213,0,2889,0,2889,0,324,85,16,69,-87
1970:Q1,21,3,3901,-70,0,7,1254,-37,1292,-1,0,0,2601,933,0,477,456,1668,1527,0,1527,22,0,22,119,0,109,3673,3776,0,3633,0,3633,0,143,-103,28,-131,-211
1970:Q2,17,3,2004,13,0,287,-649,-92,-555,-2,0,0,2174,853,0,362,491,1321,1062,0,1062,97,0,97,162,0,179,2048,1973,0,1544,0,1544,0,429,75,28,47,58
1970:Q3,20,3,1725,7,0,415,-234,248,-489,7,0,0,1875,298,0,9,289,1577,1375,0,1375,96,0,96,106,0,-338,1732,1684,0,1593,0,1593,0,91,48,28,20,24
1970:Q4,31,3,2678,13,0,64,729,-119,847,1,0,0,1055,239,0,149,90,816,655,0,655,75,0,75,86,0,817,2673,2611,0,1464,0,1464,0,1147,62,28,34,23
1971:Q1,-9,4,36,13,0,-727,1107,-41,1138,10,0,0,-355,-396,0,529,-925,41,-233,0,-233,114,0,114,160,0,-2,10,-36,0,-1031,0,-1031,0,995,46,6,40,-38
1971:Q2,7,4,-2268,-18,0,54,-839,-76,-773,10,0,0,-1692,-2032,0,417,-2449,340,-42,0,-42,150,0,150,232,0,227,-2279,-2279,0,-924,0,-924,0,-1355,0,6,-6,-8
1971:Q3,14,4,1487,193,0,311,-1032,248,-1279,-1,0,0,2038,166,0,-230,396,1872,1461,0,1461,223,0,223,188,0,-23,1448,1438,0,1711,0,1711,0,-273,10,6,4,-29
1971:Q4,22,4,1417,-134,0,-252,218,-131,348,1,0,0,1634,261,0,-38,299,1373,891,0,891,332,0,332,150,0,-49,1438,1376,0,1386,0,1386,0,-10,62,6,56,39
1972:Q1,14,6,956,-80,0,-5,1595,-77,1667,5,0,0,-669,-1466,0,478,-1944,797,315,0,315,260,0,260,222,0,115,920,815,0,430,0,430,0,385,105,4,101,-28
1972:Q2,7,6,1251,25,0,773,-906,18,-932,8,0,0,1368,364,0,281,83,1004,520,0,520,193,0,193,291,0,-9,1258,1206,0,1434,0,1434,0,-228,52,4,48,8
1972:Q3,2,6,750,5,0,-153,-773,490,-1271,8,0,0,1707,591,0,-70,661,1116,525,0,525,276,0,276,315,0,-36,719,700,0,668,0,668,0,32,19,4,15,-35
1972:Q4,14,7,1035,2,0,-215,-717,-17,-712,12,0,0,2354,1266,0,23,1243,1088,489,0,489,250,0,250,349,0,-389,1044,964,0,989,0,989,0,-25,80,4,76,16
1973:Q1,15,7,2780,35,0,462,-564,-255,-310,1,0,0,2545,1342,0,901,441,1203,475,0,475,255,0,255,473,0,302,2684,2464,0,2004,0,2004,0,460,220,4,216,-88
1973:Q2,21,7,5045,-24,0,729,-499,31,-598,68,0,0,4792,3113,0,388,2725,1679,595,0,595,574,0,574,510,0,47,4972,4838,0,5038,0,5038,0,-200,134,4,130,-59
1973:Q3,31,7,6734,4,0,450,18,-96,111,3,0,0,5664,3377,0,224,3153,2287,1306,0,1306,533,0,533,448,0,598,6635,6494,0,6087,0,6087,0,407,141,4,137,-75
1973:Q4,29,7,4217,83,0,640,833,127,697,9,0,0,2621,717,0,-132,849,1904,999,0,999,482,0,482,423,0,40,4174,4107,0,3166,0,3166,0,941,67,4,63,-21
1974:Q1,42,9,282,-26,0,-1408,92,122,-21,-9,0,0,1865,736,0,888,-152,1129,217,0,217,561,0,561,351,0,-241,193,-26,0,40,0,40,0,-66,219,11,208,-56
1974:Q2,45,9,5693,-54,0,329,-451,-82,-368,-1,0,0,6542,3271,0,624,2647,3271,1809,0,1809,584,0,584,878,0,-673,5590,5362,0,5514,0,5514,0,-152,228,11,217,-67
1974:Q3,60,9,7955,22,0,301,67,6,63,-2,0,0,7255,3866,0,736,3130,3389,2115,0,2115,574,0,574,700,0,310,7797,7604,0,7657,0,7657,110,-163,193,11,182,-107
1974:Q4,45,9,4220,45,0,-191,1591,830,622,139,0,0,3987,1432,0,400,1032,2555,1461,0,1461,487,0,487,607,0,-1212,4140,3994,0,3391,0,3391,585,18,146,11,135,-44
1975:Q1,28,8,643,-50,0,-606,3444,702,2807,-65,0,0,-2074,-3511,0,129,-3640,1437,3,0,3,219,0,219,1215,0,-71,592,494,0,-367,0,-367,258,603,98,3,95,-31
1975:Q2,8,8,1216,-4,0,678,-792,-82,-725,15,0,0,910,-521,0,840,-1361,1431,583,0,583,40,0,40,808,0,424,996,983,0,-50,0,-50,294,739,13,3,10,-221
1975:Q3,14,8,643,-26,0,-923,-1349,-850,-499,0,0,0,2036,787,0,108,679,1249,1170,0,1170,-21,0,-21,100,0,905,448,384,0,934,0,934,161,-711,64,3,61,-189
1975:Q4,26,9,2687,77,0,564,255,319,-89,25,0,0,2086,837,0,474,363,1249,737,0,737,3,0,3,509,0,-295,2896,2701,0,1825,0,1825,151,725,195,3,192,226
1976:Q1,13,4,813,4,0,306,1513,409,1158,-54,0,0,-801,-1462,0,626,-2088,661,130,0,130,-135,0,-135,666,0,-209,766,572,0,248,0,248,-25,349,194,9,185,-39
1976:Q2,9,5,243,-20,0,-381,27,265,-246,8,0,0,1020,521,0,1004,-483,499,-208,0,-208,4,0,4,703,0,-403,38,-45,0,527,0,527,0,-572,83,9,74,-201
1976:Q3,19,5,2086,-48,0,-392,-194,-530,358,-22,0,0,2520,1234,0,446,788,1286,684,0,684,5,0,5,597,0,200,1965,1893,0,1315,0,1315,-44,622,72,9,63,-107
1976:Q4,25,5,1328,18,0,752,109,-177,187,99,0,0,510,-7,0,193,-200,517,-110,0,-110,66,0,66,561,0,-61,1310,1142,0,370,0,370,-318,1090,168,9,159,2
1977:Q1,21,5,346,-1,0,534,-857,239,-1190,94,0,0,737,432,0,1832,-1400,36,-774,0,-774,1,0,1,809,269,-67,29,-357,0,877,0,877,-1172,-62,386,19,367,-301
1977:Q2,9,5,3385,-10,0,808,-1042,941,-1801,-182,0,0,3241,1427,0,172,1255,1794,811,0,811,121,0,121,862,20,388,3169,3072,0,2553,0,2553,20,499,97,19,78,-212
1977:Q3,6,5,1197,48,0,-282,-1190,-594,-571,-25,0,0,2595,1574,0,237,1337,941,185,0,185,56,0,56,700,80,26,1065,998,0,1351,0,1351,80,-433,67,19,48,-131
1977:Q4,29,5,2983,32,0,-904,-480,-353,131,-258,0,0,3709,2954,0,-165,3119,750,266,0,266,-125,0,-125,609,5,626,3034,2811,0,2175,0,2175,5,631,223,19,204,75
1978:Q1,37,5,5251,-40,0,1462,-230,-237,-119,126,0,0,3537,1086,0,-19,1105,2376,1648,0,1648,-33,0,-33,761,75,522,5077,4537,0,4424,0,4424,75,38,540,11,529,-142
1978:Q2,59,5,8184,34,0,-169,544,-361,478,427,0,0,7872,5078,0,1082,3996,2694,1998,0,1998,-194,0,-194,890,100,-97,7968,7757,0,6658,0,6658,100,999,211,11,200,-163
1978:Q3,56,5,7678,-50,0,248,-1057,-552,-223,-282,0,0,8334,4661,0,777,3884,3618,2718,0,2718,70,0,70,830,55,203,7467,7249,0,5989,0,5989,55,1205,218,11,207,-160
1978:Q4,76,6,7471,86,0,-118,135,-48,345,-162,0,0,7550,3820,0,308,3512,3560,2660,0,2660,149,0,149,751,170,-182,7544,7246,0,5998,0,5998,170,1078,298,11,287,144
1979:Q1,64,4,7271,-33,0,2222,-566,-18,-580,32,0,0,5331,558,0,1347,-789,4658,3425,0,3425,65,0,65,1168,115,317,7086,6656,0,6088,0,6088,115,453,430,12,418,-125
