1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,154127,152776,143044,170992,162584,11658,150926,8425,-17,-27948,-4772,-118,432,1656,1604,-236,232,981,1731,-1754,-726,0,-215,-1288,1073,-1151,1593,7799,-75,-247,36137,-52183,23176,19959,19788,2625,335,16828,22739,5631,14475,2633,2780,4631,-5044,-24935,3217,-12057,10574,4699,9732
1990:Q3,160099,146946,140921,169457,163996,11027,152970,5467,-6,-28536,86278,-1042,-4418,2734,3539,992,-10025,-539,-8971,-2406,1891,0,-581,-1071,490,4581,1362,11257,-75,-247,34457,43744,114814,106885,9674,3152,-252,6774,10349,-7271,14765,2855,899,20832,3860,61271,7930,-18728,18349,8309,6025
1990:Q4,156281,152499,134023,158813,162042,10247,151795,-2834,-395,-24790,29150,208,20207,1765,1885,-655,2181,1820,1093,399,-1131,0,5413,-1653,7066,-7648,1469,7946,-25,-246,-45445,42095,53940,51425,2013,-14959,127,16845,8277,1586,9716,-3025,1006,11128,-2551,31551,2515,-15206,11111,6610,18476
1991:Q1,150246,157841,109496,155936,160251,9531,150720,-3880,-435,-46440,-6681,632,-31988,2466,3551,-813,-2756,9,-3162,-412,809,0,-8015,-60,-7955,4193,1564,7089,-75,602,-16374,33244,39760,25861,22246,2999,-293,19540,-28672,-9277,-21207,1812,-5375,-37490,-3550,78702,13898,-1166,10728,4336,48345
1991:Q2,153586,158650,169762,154726,159669,9520,150150,-4508,-435,15036,38307,-2750,8071,4620,320,106,4178,2021,100,2082,-25,0,-1612,189,-1801,-4726,1548,11937,63,602,29489,-13539,23271,21272,24155,-414,677,23892,-17726,-14313,-4824,1411,6306,10054,-7124,5607,1999,3111,-5203,4091,-11112
1991:Q3,156184,158274,135691,157635,157855,9475,148380,211,-431,-21943,42942,979,11432,3624,1252,205,15410,-1548,7376,-1605,11187,0,13,155,-142,-1056,1617,10391,63,602,14187,-15777,64885,48379,7360,-12421,-260,20041,-45025,-12052,-9758,-23215,-4283,14162,4123,72042,16506,4808,390,11308,22583
1991:Q4,159334,159222,119670,164857,157510,9273,148238,7783,-437,-45187,-14639,2857,19942,-5484,1616,-15,11515,377,1200,1762,8176,0,6252,507,5745,-122,1739,10377,148,603,-34193,-29874,30548,8991,5358,-8539,-1293,15190,-46438,-11098,-20062,-15278,-3314,35358,-2380,20407,21557,12179,-612,9990,39551
1992:Q1,163192,160338,3125,156616,156993,9481,147512,62,-439,-153491,137228,-1457,-7621,-256,6623,1591,-10865,-842,-1308,2760,-11496,21,-7435,-479,-6956,6307,-7906,7939,-74,1259,17377,131746,290718,266264,32316,11957,350,20009,-20908,-9431,160,-11637,-1874,-18708,5813,269625,24454,11819,3907,8728,157213
1992:Q2,174021,160837,149679,167008,161647,9608,152039,5802,-441,-17329,8730,9,155,550,3187,661,23512,269,15804,-145,7556,28,778,-63,841,418,-7994,10723,-100,1259,43974,-68402,26059,4507,20849,1562,763,18524,-22664,-8222,-1804,-12638,2258,18139,-2971,-11103,21552,8992,4659,7901,11158
1992:Q3,175528,168412,125893,169430,164737,9623,155114,5128,-435,-43537,11519,652,75,3264,3873,-678,-4321,635,-4839,735,-894,42,1147,177,970,-1186,-8183,10366,100,1259,14625,-9474,55056,38071,12642,-3780,1007,15415,-24146,-6444,444,-18146,-1449,9155,4161,37708,16985,3338,858,12789,42519
1992:Q4,185229,164992,146425,174378,169472,10166,159307,5336,-430,-27953,17117,152,6943,1819,3657,1863,16524,2287,8233,123,5829,52,8673,775,7898,499,-8534,4892,0,1259,-41326,20696,45070,41015,14916,-1110,2181,13845,-24594,-5863,8458,-27189,1853,31129,91,17620,4055,4845,-3363,2573,18567
1993:Q1,184151,170357,166986,180637,172092,10487,161605,8985,-440,-13651,82893,-2302,-5091,7834,-114,-1152,-13250,-1184,-17334,6582,-1319,5,-10638,-3674,-6964,3256,11555,13760,108,1701,44087,33139,96543,74950,65062,6083,1042,57937,-33092,-10458,-7272,-15362,3675,-13061,5931,46435,21593,3658,1970,15965,3371
1993:Q2,195539,173008,182891,180521,174917,10831,164086,6026,-422,2371,87417,178,6496,3826,-1044,-834,6252,2216,4985,-3547,2587,11,-1318,-2520,1202,6786,11525,7805,62,1701,32162,13820,85047,68919,57071,10125,1378,45568,-15999,4813,-7129,-13683,5379,279,-3787,25976,16128,7828,280,8020,-9883
1993:Q3,194229,179098,181287,178549,177312,11187,166125,1650,-412,2738,72877,1611,-3573,-4445,-489,-1108,18599,-1378,5315,5604,9069,-11,-286,-2341,2055,-2544,11740,17455,68,1701,25696,8452,70138,54778,44902,-793,1992,43703,-21715,-6612,-7851,-7252,4681,8045,2623,16242,15360,11942,-6943,10362,-2189
1993:Q4,210642,182154,191088,187947,184220,11363,172857,4153,-426,3141,107669,-776,24747,12186,251,543,-940,2713,-4092,1835,-1408,12,7832,-2789,10621,10484,11933,911,59,1700,-46348,85087,104528,76388,31821,-5403,2167,35057,-12712,9171,-7278,-14605,5471,42659,-1120,10270,28140,11077,5862,11201,-8933
1994:Q1,215143,194850,162931,196987,186026,11192,174834,11341,-380,-34056,58808,1228,856,-3542,2671,73,4103,-2900,6222,3355,-2616,42,-4961,563,-5524,12819,-7675,15520,80,521,33473,3642,92864,73469,50115,12056,2083,35976,21120,9172,18961,-7013,-820,-14337,4852,12539,19395,942,8502,9951,31919
1994:Q2,222589,192689,212016,209991,189809,11429,178380,20353,-171,2025,81913,350,2507,3787,2425,-65,1836,1369,-2,2487,-2058,40,4809,3258,1551,566,-7649,15009,64,521,50813,6940,79888,57266,29982,5795,2520,21667,24544,17851,2945,3748,664,25466,-3708,-19683,22622,3321,2282,17019,-19327
1994:Q3,229330,195649,200076,206741,194201,11730,182472,13306,-766,-6665,55813,-3442,6282,1208,1883,182,-1667,-62,8261,-10001,98,37,3040,1555,1485,2132,-7966,16100,67,521,18139,19334,62478,42792,17995,3003,978,14014,22699,16964,977,4758,2330,15681,1740,-17652,19686,-9468,18257,10897,-4427
1994:Q4,238949,202382,271901,221179,202788,12545,190243,18786,-395,50723,143865,3026,10188,6505,4661,-518,4954,1008,-7770,4975,6704,37,13704,1824,11880,-460,-7907,16819,-30,521,-14199,106601,93142,102821,19491,555,1244,17692,31081,21149,12837,-2905,4784,57879,-1874,-8541,-9678,-28573,10108,8787,-69520
1995:Q1,240536,205918,155743,228167,213265,13658,199608,15295,-393,-72424,43446,-1814,-16577,-12540,5309,1529,-16182,-615,-7542,1167,-9185,-7,-7368,-493,-6875,1069,-660,18656,-28,1162,30684,40206,115869,98787,22733,10561,59,12113,58056,32296,18391,7369,-2766,-4111,9230,15645,17083,-10801,16452,11432,50174
1995:Q2,242759,212277,204940,225332,216764,14052,202713,8440,128,-20392,99825,604,-2089,10354,7911,5312,26164,-825,7598,3264,16138,-11,810,52,758,656,-718,14150,-29,1162,26953,8585,120217,113449,39137,13088,1013,25036,41991,25897,7418,8676,2031,12478,-8448,26260,6768,-11265,13159,4874,7338
1995:Q3,250822,218881,191377,228875,219400,14827,204573,2832,6643,-37498,113422,1402,9652,2589,5497,-5248,-28685,618,-2858,-3523,-22925,3,-2479,-253,-2226,1060,-770,20148,-24,1162,53819,55299,150920,150565,10774,381,749,9644,23566,13205,655,9706,1374,35740,1611,77501,355,-17548,15707,2196,27504
1995:Q4,255438,224609,214347,227308,223142,14939,208204,4608,-442,-12961,166953,1547,25112,7199,7970,-1331,15887,2138,14376,2638,-3349,84,6515,-266,6781,1478,-811,33105,26,1162,-18196,87290,179914,179172,13503,-5917,1248,18172,32080,16438,8361,7281,-2260,50624,-1848,87072,742,-12162,11109,1795,10262
1996:Q1,264339,230181,197544,228753,227097,14578,212519,1720,-65,-31208,128721,2984,-24747,-3308,7618,-12,-12139,-2706,1689,-2568,-8668,114,-10090,-1708,-8382,-1753,6657,26365,-28,2182,43441,91551,159929,164477,39504,16823,179,22502,35457,14633,8826,11998,7648,-4118,9498,76488,-4548,-17156,16027,-3419,32636
1996:Q2,273993,230165,207206,238954,231496,14735,216761,7630,-172,-31748,127039,-543,12428,8948,958,1894,16930,3492,7785,2027,3525,101,-6389,-1728,-4661,264,6916,14021,18,2182,56579,12834,158788,141414,36131,7552,2173,26406,45375,17587,9087,18701,3113,32584,-3151,27362,17374,-5940,21755,1559,22959
1996:Q3,274014,232753,229064,250933,238092,14710,223382,12768,74,-21869,118072,1078,16396,10144,4399,352,-2313,2560,-10279,3046,2270,90,-4814,-1316,-3498,3701,7088,17374,-9,2182,33027,29468,139941,149689,7523,-8727,-26,16276,44802,30603,3963,10236,837,-7648,4303,99872,-9748,-18731,9861,-878,3689
1996:Q4,280175,239858,214450,256283,244022,14839,229183,8681,3580,-41832,113800,7286,16323,17744,6885,-770,3757,8046,-4274,2554,-2482,-87,8306,-919,9225,6015,7639,10809,62,2541,-15404,42608,155632,148599,8530,-16594,767,24357,29335,12745,-852,17442,891,60492,1230,48121,7033,-2999,11686,-1654,25407
1997:Q1,285222,244545,203989,261764,249236,15411,233825,12436,91,-57775,81705,760,6534,6539,9510,-172,-5568,-4813,8874,-9208,-519,98,-1795,5992,-7787,1013,19824,27286,4,432,45479,-28141,139480,144954,41804,12342,801,28661,51320,32514,7956,10850,9569,-12796,13388,41669,-5474,-16680,19613,-8407,40556
1997:Q2,287553,248813,188108,283587,254807,15856,238951,22094,6686,-95479,19750,4494,-598,16427,2185,-483,-15873,-988,-13618,-7449,6038,144,4677,6662,-1985,1018,23176,21376,3,432,65117,-102201,115228,130555,48720,10539,1148,37033,53829,29382,543,23904,6386,22306,-3688,3002,-15327,-21216,13139,-7249,60705
1997:Q3,299830,255104,220161,282454,264680,16013,248667,16984,791,-62293,104941,-211,9232,-2054,8512,755,-6068,2618,-2479,-3429,-2753,-25,7145,6461,684,382,24803,20760,21,432,28765,12468,167234,170721,56386,-1104,1882,55608,57013,16042,14597,26374,465,27384,8095,21378,-3487,-19387,22289,-6388,34942
1997:Q4,300564,253690,212340,283333,263627,15831,247796,19413,293,-70993,82540,-10112,-3340,24502,7669,558,-7770,7794,-9341,-423,-5854,54,22720,6968,15752,2712,25409,9728,-28,432,-16234,26294,153532,149659,11425,-8051,320,19156,98970,33063,34038,31869,6208,60100,-4187,-22857,3873,-17506,21849,-469,41350
1998:Q1,290265,242216,137022,294782,268147,15437,252710,26275,359,-157759,124714,3976,13252,50340,13204,-845,-5735,-3941,-3061,-688,1735,220,-6659,-547,-6112,5948,31906,41233,39,3644,41668,-67257,282473,282673,105478,24507,1840,79131,64081,14684,17884,31513,3999,18374,11133,79608,-200,-11145,20660,-9715,105194
1998:Q2,295067,246414,223145,285310,273603,15592,258011,9335,2372,-62165,193147,-6538,1640,7157,7989,-1226,-7491,-3334,-1142,-247,-2811,43,-2181,-934,-1247,12991,32835,25858,295,3644,41915,76260,255312,285075,100509,9386,1650,89473,86551,42937,6585,37029,5025,2270,-9643,100363,-29763,-23622,9312,-15453,23269
1998:Q3,302843,251391,359060,292531,277743,16024,261719,13105,1683,66529,240196,-2192,-1260,9283,15903,761,5253,2431,2453,1252,-764,-119,-2182,-823,-1359,-2433,29452,23521,0,3644,58774,101673,173667,233586,43017,14381,1517,27119,86310,37379,5088,43843,5357,33730,11220,53952,-59919,-59547,3005,-3378,-107670
1998:Q4,302421,251618,254280,298217,283310,16734,266576,15004,-97,-43937,408043,12133,-23079,2177,15456,956,14353,8132,4258,2321,-143,-215,2157,-1501,3658,5918,35597,16149,-269,3644,-26814,349665,451980,492360,14391,-23914,754,37551,128460,26054,40060,62346,10382,33543,-3746,309330,-40381,-116021,87298,-11658,-2662
1999:Q1,306909,263968,243223,310834,290424,17429,272995,20849,-439,-67610,263039,5717,-10213,15810,13159,567,-639,1060,-1322,715,-1046,-46,-10575,-6497,-4078,24988,113253,38115,-20,2462,61444,8971,330649,354912,86238,30928,1380,53930,95850,16910,35076,43864,15681,9434,5150,142559,-24263,-12569,-3403,-8291,20745
1999:Q2,313190,268033,292267,306760,298294,18271,280023,8778,-312,-14492,276331,-3892,18867,28374,-1057,-1341,914,6862,-2338,39,-3669,20,-7563,-7159,-404,13915,120854,31288,16,2462,91179,-17686,290823,317345,70893,8479,1154,61260,43332,11356,-9692,41668,8727,51105,7262,136026,-26522,-80384,76948,-23086,-24235
1999:Q3,312287,264057,359545,316451,305989,18790,287198,10129,334,43094,370918,1147,8154,17471,8929,2655,9749,263,140,1082,8295,-31,-8267,-7266,-1001,11713,112930,47493,-1,2462,88618,67865,327824,357239,76267,6915,1680,67672,81696,30867,1470,49359,14337,78781,3317,102841,-29415,-21434,11042,-19023,-95489
1999:Q4,316830,265242,165226,329901,309271,19071,290200,21060,-430,-164675,233211,-2030,17873,35685,22168,-296,-5659,-14,-1470,-29,-4453,307,-4678,-6933,2255,5515,129354,26891,-3,2462,7333,-1405,397886,358148,16191,-8954,849,24296,97641,29675,10774,57192,14045,73623,173,156475,39737,17115,46034,-23412,100016
2000:Q1,316258,265224,196763,325082,321399,19394,302005,4039,-357,-128318,302913,4290,-5195,15550,8028,2202,7500,-1558,2957,2789,3164,148,-3938,353,-4291,-8646,-41737,40363,7,83,98825,185581,431231,359976,75203,30471,436,44296,102678,24128,39755,38795,6200,58413,17637,99845,71255,49192,29141,-7078,68461
2000:Q2,322725,268462,287047,355261,332969,19480,313489,22611,-319,-68214,458181,-6008,20497,33906,-6797,-2052,12268,3238,2343,2884,3770,33,2567,103,2464,-838,-40512,49379,-17,83,132172,263533,526395,484539,68835,36047,118,32670,115456,44832,23724,46900,9915,96241,298,193794,41855,-26850,78144,-9438,-18585
2000:Q3,316341,271151,293101,351524,337377,19244,318133,14308,-161,-58424,423765,-15744,24011,31532,9131,-180,4716,8961,159,844,-5207,-41,539,-471,1010,6299,-40008,26873,18,83,98450,278046,482189,434505,51069,10195,557,40317,33887,10988,-12126,35025,36382,98374,-1087,215880,47684,11731,30146,5807,-21950
2000:Q4,312056,265951,541032,351564,338315,19151,319164,13586,-337,189469,545955,10031,4018,22549,15454,-1559,-2573,-480,-3791,-3510,4957,251,6426,240,6186,-8006,-36771,30935,44,83,21786,483538,356486,384118,-2760,-28637,250,25627,101233,21430,37325,42478,3652,101736,1763,178494,-27633,-69963,54940,-12609,-275082
2001:Q1,314428,270565,321682,325926,332963,19032,313932,-7658,620,-4244,244569,-7101,-58274,-15351,35509,-855,-10062,-3094,-830,-1139,-5032,33,-4704,1357,-6061,4199,-52254,32841,-49,1076,7758,311836,248812,209994,77435,-25227,482,102180,-2315,-1901,2935,-3349,24370,-35606,4991,141119,38819,14314,20272,4233,-51117
2001:Q2,317134,282287,193046,322935,326223,19259,306964,-2890,-398,-129889,67463,165,9665,-1589,14573,-153,-173,1756,872,544,-2950,-395,-1140,1076,-2216,-2743,-55141,32385,528,1076,5175,64835,197352,163941,91362,-29363,1147,119578,45569,-22662,25067,43164,9452,-28163,-4977,50699,33411,-5192,44538,-5935,89241
2001:Q3,309639,286673,464987,314261,322281,19523,302758,-7529,-491,150726,215913,-2724,-3953,2514,27299,300,5635,111,967,1375,3175,7,-1928,1460,-3388,4774,-46878,28649,26,1076,-41620,242744,65187,81007,19853,-16685,590,35948,35554,-17413,-3239,56206,9196,-30460,27557,19307,-15820,-20034,10709,-6496,-178314
2001:Q4,282520,275599,183676,290881,311706,19509,292197,-20208,-618,-107205,-2491,1148,219,30341,32357,484,8483,3631,405,1336,3259,-148,5228,2001,3227,3786,-51703,19133,19,1076,-90858,37797,104714,91885,32963,-11845,1281,43527,20022,-22810,-25960,68792,9242,-14255,-20469,64382,12829,7433,14562,-9166,91923
2002:Q1,299898,291648,230797,280440,271586,1497,270089,9579,-725,-49643,52636,1155,6682,-697,-3842,-1307,-453,-5502,3814,786,470,-21,-4606,143,-4749,7267,-567,33547,0,-44,42117,-26616,102279,132210,27326,-14743,-187,42256,16152,-10498,-3195,29845,5351,9005,4771,69605,-29931,-1188,18329,-47072,60851
2002:Q2,317204,295645,382231,302815,311036,29711,281325,-7475,-746,79416,194876,1828,369,6368,-4858,2994,3483,551,4477,639,-2051,-133,1096,533,563,8261,-489,24871,33,-44,24899,126064,115460,85812,12441,-21529,817,33153,30639,-38473,20525,48587,-20219,6320,3754,52877,29648,11525,26524,-8401,-86587
2002:Q3,332427,304076,435028,327476,309423,33650,275773,18667,-614,107552,152490,1500,-4779,-12034,-4160,-385,12758,5038,3214,-838,5371,-27,1380,687,693,-66,-403,33039,34,-44,-38277,163927,44938,44780,-15478,-5031,848,-11295,45635,-13845,10907,48573,-12556,7624,12715,6840,158,-20100,25816,-5558,-130952
