1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q4,123151534,33060,5200,50455,21655,3138138,660536,735239,1059826,3540145,33857364,511176,12370699,8424817,2322773,10227899,27804798,4216776,4642891,16201154,2743977,7112,25986901,3953061,7053468,516580,291277,376326,14060393,124476704,109302171,3258213,9129002,13679403,4765920,2949861,14572050,575577,10066466,3930007,1865852,353447,1512405,170993,19562556,2303718,29954395,397218,149776,6543214,15174533,11005966,4168567
2021:Q1,126158910,31920,5200,50530,28629,3810624,750549,701521,1134412,3270531,34177137,693451,12470968,8523225,2344553,10144940,28059863,4241391,4738750,16381180,2698542,8621,27365401,4112851,7199658,525211,313432,387639,14225182,128776455,112280724,3829274,9036684,14194668,4979998,2909543,14711115,600104,10206533,3904478,1915409,355922,1559487,171737,20271300,2313287,30347373,419820,137143,7043373,16495731,12250401,4245330
2021:Q2,130836783,31991,5200,50586,20993,3644889,696685,693294,1157684,3778612,35032380,641500,12819247,8636168,2413833,10521632,29025638,4192194,4972225,16948101,2913118,6625,29249244,4252377,7561987,536448,335658,400919,14355573,133553716,115895476,3654658,9129363,13990098,5015397,3728540,15260884,521629,10387647,4351608,2069839,511588,1558251,168017,21459746,2356910,31081337,437546,136744,7406397,17658240,13283720,4374520
2021:Q3,132269389,31737,5200,50674,19263,3964707,745208,673885,1206712,4373074,35115813,591109,12620849,8833337,2433686,10636832,29326605,4141421,4937207,17282010,2965967,2239,28932649,4287338,7454460,545333,357778,412582,14764132,135066860,117187091,4129359,8847649,14135833,5019225,4408050,15412088,501772,10516398,4393918,2103572,502911,1600661,159148,21374931,2377026,31142445,460635,142698,7474432,17879769,13486788,4392981
2021:Q4,135791571,31249,5200,50827,19417,3747456,726473,629933,1240329,4662389,35967316,576055,13277624,8894263,2476827,10742547,30210777,4344827,5134346,17677277,3054327,-6509,30971441,4357174,7618902,556123,379954,412082,14211039,139004556,120066719,3955528,9360256,14437630,5205455,4682754,15605607,491814,10679376,4434417,2115381,494762,1620619,167440,22208761,2399416,31770534,486980,146029,7524948,18937837,14424040,4513797
2022:Q1,133059793,30517,5200,50821,23276,3694629,706140,604243,1190328,4582681,34645363,659765,12868989,8601277,2327912,10187420,30788671,4492967,5298332,17931389,3065983,-13813,29182985,4220659,7107340,557857,405989,422443,14854464,137224294,118817886,3981143,9841066,14544409,5090707,4578884,15987002,607249,10907424,4472329,2247231,442534,1804697,161184,20698125,2392715,30946754,494291,88630,7765745,18406408,14076168,4330240
2022:Q2,126510049,29043,5200,51003,9186,3053287,688300,659575,1094367,4890801,32860567,700021,12201345,8270775,2212981,9475445,31626635,4699303,5417648,18328094,3181590,-8435,24611807,3936583,6144220,559362,431963,432589,15433995,130312718,114179993,3309864,10150996,14097120,5032439,5024071,16291411,651874,11175743,4463794,2309434,436649,1872785,147540,17759596,2367831,29397277,499389,71893,7721132,16132725,12136612,3996113
2022:Q3,123896837,27867,5200,51185,13322,2965390,664275,696361,1070599,5110387,31315745,695111,11488802,7877626,2107111,9147095,32291128,4781311,5608897,18645200,3255720,-13618,23065145,3840956,5779993,561165,458029,432117,15561590,128354530,112771474,3319139,10078883,13831293,5084242,5226330,16459365,652753,11423095,4383517,2373608,435404,1938204,139276,16617102,2371123,28801931,507534,56526,7905122,15583056,11666354,3916702
2022:Q4,126157123,29512,5200,51367,11748,2780049,679919,747232,1029101,5397612,31419127,734319,11242679,7928826,2101905,9411398,32807584,4903725,5670023,18881592,3352244,-12370,24791221,4006338,6048456,561025,484200,438261,14881542,130892802,114129213,3148083,9776413,13820254,5223061,5403151,16880306,698251,11658758,4523297,2463657,440372,2023285,125954,17333353,2398894,29149195,515874,69925,7821093,16763589,12764213,3999376
2023:Q1,130640746,29690,5200,51549,14502,3584325,664905,796770,1086010,6091632,32076619,703337,11295537,8271997,2104150,9701598,33107696,4927935,5837432,19008931,3333398,-4380,26104026,4183600,6400060,574758,506923,455211,14911650,134404987,117530195,4104440,9481282,13439604,5692567,5819192,17242511,685764,12021570,4535177,2639373,424383,2214990,125427,18166217,2440779,29822381,543842,72100,7940480,16874792,12732702,4142090
2023:Q2,131879861,29230,5200,51731,16298,3405307,655127,821171,1095400,5970073,31751941,689021,11196971,8126225,2080909,9658815,33186945,4918606,5714535,19156434,3397370,-13353,27670075,4219415,6602282,583435,529628,468496,14831460,136127500,118541147,3858014,9581573,13482016,5917350,5499723,17210190,710019,11954397,4545774,2432381,418199,2014182,126437,18850539,2463725,30437787,576407,67462,8037543,17586353,13343231,4243122
2023:Q3,130090675,28614,5200,52434,26921,3336536,602596,817670,1088736,5580787,31239428,775472,11367400,7752926,1981301,9362329,33417806,4913324,5727028,19332118,3445336,-9373,26535666,4167697,6331334,595685,552264,478708,15241965,134958741,117606889,3774217,9669143,13565118,6142962,5007422,17185533,723766,11919223,4542544,2303188,425967,1877221,132791,18106592,2450011,30213075,603854,70956,8382027,17351852,13135958,4215894
2023:Q4,135145380,29458,5200,52616,19253,3352014,627851,868445,1085586,5340700,33007515,827141,12218434,8074589,2062338,9825013,33897633,4965618,5956403,19468826,3506786,21799,29319708,4286156,6892282,608610,575004,494784,14660766,139992149,120829585,3894812,9862033,13669186,6357551,4554714,17378075,712021,11955799,4710255,2315957,427109,1888848,126693,19599666,2468195,31235220,629773,99442,8638268,19162564,14812765,4349799
2024:Q1,138561479,28754,5200,52798,16792,3557701,598448,913189,1112250,5126862,33475822,880940,12455050,8049255,2043572,10047005,33917471,4957544,5948012,19563689,3448226,25981,31741350,4375363,7285273,614123,583757,513295,14617050,144187269,123543391,4030048,10182469,13667691,6440699,4335274,17460270,719763,11953713,4786794,2286957,442843,1844114,130674,20830731,2510656,32048542,648140,87958,8883282,20643878,16113021,4530857
