1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q1,3570117,1254687,1160086,1155273,473763,599321,82189,71,3570117,632406,1708946,367119,304170,304678,252798,882,61739,47743,6715,174,7107,27090,22196,236,338,526,0,72759,31266,35766,1202412
2020:Q2,3603149,1264853,1170984,1167240,478841,605417,82982,72,3603149,638579,1724952,369602,307769,305552,256694,895,63092,48911,6803,176,7202,27451,22491,238,342,532,0,73727,31683,36243,1210849
2020:Q3,3640341,1278555,1182520,1179195,484075,611310,83810,71,3640341,652583,1734258,373397,310638,310021,259445,903,63913,49591,6872,177,7273,27725,22716,242,346,538,0,74461,31998,36603,1212661
2020:Q4,3688585,1295946,1197883,1194683,490638,619114,84931,73,3688585,666428,1752568,378220,315184,313363,262821,916,64607,50089,6965,180,7373,28105,23027,244,350,545,0,75484,32438,37105,1250370
2021:Q1,3736357,1327179,1188401,1220185,501768,634607,83810,592,3736357,685461,1764849,383069,318656,319779,264544,927,65286,50150,7318,177,7641,29348,24340,516,638,531,0,71644,35412,35902,1298467
2021:Q2,3819004,1358548,1213954,1245909,512871,647365,85673,593,3819004,709877,1793631,392119,323555,328678,271146,949,67129,51633,7492,181,7823,30049,24922,528,653,545,0,73355,36256,36760,1323620
2021:Q3,3916635,1395100,1244698,1276244,525991,662277,87976,593,3916635,735044,1834258,403054,327850,336906,279524,978,69396,53437,7716,186,8057,30949,25667,544,673,560,0,75553,37343,37861,1395155
2021:Q4,4021370,1434249,1277542,1308987,539936,678670,90381,592,4021370,757517,1880387,415377,334063,346512,287511,1007,71200,54772,7943,191,8294,31860,26423,559,692,576,0,77777,38442,38975,1445934
2022:Q1,4140864,1516964,1290551,1333257,554653,688439,90165,92,4140864,790205,1929242,429341,341125,356827,294127,1047,72874,55271,8528,187,8888,33207,27900,1038,1207,606,0,75439,41501,39308,1493825
2022:Q2,4260218,1562887,1327067,1370174,570467,706927,92780,90,4260218,815122,1983122,441890,348696,368739,302646,1077,74923,56807,8778,191,9147,34179,28716,1068,1242,624,0,77645,42715,40457,1550717
2022:Q3,4368183,1604135,1360437,1403518,584858,723429,95231,93,4368183,835664,2036016,451980,354396,377414,312710,1108,78289,59640,9036,197,9416,35184,29561,1099,1278,642,0,79929,43973,41647,1579381
2022:Q4,4430282,1628290,1379262,1422637,593073,732976,96588,93,4430282,843065,2070299,457778,359001,383084,317054,1124,79244,60325,9167,200,9552,35694,29988,1115,1298,651,0,81084,44607,42249,1613549
2023:Q1,4507407,1656925,1403224,1447164,603392,745478,98294,94,4507407,843144,2121568,462953,364347,389748,325648,1155,81621,62206,9408,205,9802,36626,30772,1144,1331,668,0,83204,45774,43353,1618607
2023:Q2,4557017,1674415,1419100,1463407,610151,753810,99446,95,4557017,848311,2153059,467032,368025,391664,328925,1167,82409,62798,9502,207,9902,36999,31085,1156,1345,675,0,84053,46240,43796,1637594
2023:Q3,4611463,1693684,1436434,1481251,617540,763029,100682,94,4611463,862013,2177455,472298,372530,394407,332762,1179,83337,63493,9615,209,10020,37436,31452,1170,1361,683,0,85045,46786,44313,1659542
2023:Q4,4667259,1713425,1454189,1499549,625116,772480,101953,96,4667259,869099,2209842,477035,377124,397101,337056,1195,84387,64285,9740,213,10149,37923,31862,1185,1378,693,0,86151,47394,44888,1661897
2024:Q1,4711838,1729563,1468051,1514129,631097,780128,102904,95,4711838,871917,2235794,480579,381646,400833,341069,1209,85370,65028,9856,215,10271,38378,32244,1200,1396,700,0,87183,47962,45427,1667839
