1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q2,124293,56879,54342,-34355,-21638,5366,-19624,1541,47427,124293,75404,14060,-6206,46809,20609,132,35736,18805,836,68,3547,0,6348,147,16968,-10983,13153,124293,48944,13429,-549,-604,29475,7193,66689,-14436,101415,-2957,-445,11066,224,5424,299,12020,-601,5025,-21272,47030,-44857,-13569,2982,-10739,-23,-9897,8660
2012:Q3,153195,35248,66360,-8398,-9765,10425,-10617,1559,59985,153195,138608,51210,26172,44291,16970,-35,10985,-6655,660,-73,-71,0,12369,31,7715,-2991,3602,153195,41216,-3397,141,-604,41710,3366,138159,-3059,59680,-4629,-66,10346,139,4614,300,23130,-228,1400,-22357,30517,-40098,-772,1197,19978,54856,3211,-26180
2012:Q4,171286,80224,29187,-577,-25146,10158,12853,1558,62452,171286,131924,7507,54032,46958,39446,-16019,19095,15334,694,-21,-1298,0,3103,2787,2681,-4185,20267,171286,-18019,14404,1858,-602,-32831,-848,243969,-911,129019,2534,3348,7549,128,2883,299,35406,100,5069,3315,28371,-18549,4277,2721,38982,-3447,2875,-54664
2013:Q1,14192,-88,24735,-11323,-20026,9321,-3528,2910,868,14192,9824,-1162,-11468,19163,2892,399,-10068,-4576,-2857,138,949,0,164,-603,-6473,3190,14436,14192,22968,-20430,-7714,250,47653,3209,-17439,-174,-62719,4977,-509,1573,224,-2754,-175,9605,-1039,20656,99,25333,-1611,-9445,421,7304,654,-9859,8663
2013:Q2,193770,49741,71319,26290,-8691,9822,22217,2942,46420,193770,73347,49027,81873,29430,-87017,34,103079,40407,1236,104,1237,0,9045,-956,47753,4253,17344,193770,72879,55647,4222,249,17605,-4844,92400,-124,75791,-6591,-538,13864,727,6761,-174,-82679,-408,18669,57834,34377,-176193,4091,140637,8576,4747,-6967,28491
2013:Q3,113326,31695,-54701,66227,32183,14979,16091,2974,70105,113326,89322,84109,19065,27643,-41648,153,8798,4574,3116,54,-923,0,-780,239,635,1883,15206,113326,61,-10680,-711,249,41336,-30133,147716,-157,36151,12831,-1624,17042,465,8364,-175,-9586,-1497,27908,46969,42555,-36099,779,1437,11049,-10220,1524,-34451
2013:Q4,616970,82327,448051,26422,1537,16105,5806,2974,60170,616970,529569,194736,80445,33064,177221,44103,72143,32957,421,523,678,0,1890,1112,26347,8215,15258,616970,213763,42341,2056,249,165526,3591,423002,-4,115498,14358,829,13161,941,9755,-174,187182,-1054,14613,49463,28520,-38996,-3636,5502,30423,-13417,10038,-19795
2014:Q1,156495,60191,84510,5447,-20948,12564,10971,2860,6347,156495,94454,3811,30147,63832,-14409,11074,39388,-15332,417,171,379,0,-3531,-344,55810,1818,22653,156495,115552,44829,590,-95,80465,-10237,6370,-15,23977,25085,-604,7391,332,5393,415,-8743,943,10874,-24318,16242,-36100,-15416,21560,-7913,-2663,-10070,34573
2014:Q2,238534,88073,43125,40148,2870,13542,20844,2892,67188,238534,163993,76665,19649,70757,7411,-10489,50399,47436,2551,-173,607,0,-2248,2718,1641,-2133,24142,238534,-35886,-19319,1059,-94,-16993,-539,288486,-33,166561,10592,-1290,22202,540,7005,415,6100,2120,-5622,33328,14168,-12915,763,-393,56092,-8913,-2234,-14066
2014:Q3,165332,52077,-27647,61960,22551,14702,21783,2924,78942,165332,97925,358,47889,71194,22181,-43697,57070,4497,3185,68,335,0,7193,1395,27726,12671,10337,165332,-83059,34584,371,-95,-103748,-14171,232595,-35,86328,7935,-1541,22191,581,10492,415,24584,-1817,-12886,28518,23592,4977,3878,4592,27355,-280,3716,15796
2014:Q4,386831,127956,105239,87041,24664,27637,31816,2924,66595,386831,323572,78723,91647,78886,74190,126,26466,21530,2254,37,539,0,8827,2071,-20250,11458,36793,386831,23075,-10015,2101,-94,14104,16979,371136,-14,165573,34246,-586,17400,616,11948,415,66827,490,-18252,50998,20990,-1794,17281,4267,-1581,979,1333,-7380
2015:Q1,74497,77316,-50538,42737,-9053,24281,24550,2959,4982,74497,77025,-638,70836,53455,-46751,123,-20146,-32270,-494,57,2226,0,3052,1066,2387,3830,17618,74497,54299,-2648,4912,1764,42290,7981,-599,0,55718,26136,-4352,10558,497,10764,-512,-47521,568,-4416,-24273,-2318,15031,-8932,-6621,-15633,-2486,-2807,20797
2015:Q2,229762,86787,-52818,125107,57284,26488,38343,2992,70686,229762,188754,139236,62918,65246,-78763,117,32935,42017,5020,-106,2216,0,7427,3176,-25385,-1430,8073,229762,-20034,-25450,7669,1766,16179,-20198,252778,0,169521,13459,-849,24163,530,7626,-512,-59760,460,-1456,74250,31058,-4155,-2261,679,16456,-7228,-9203,-2982
2015:Q3,149506,30121,-80004,114037,59656,18889,32468,3024,85352,149506,130350,127805,-16055,65181,-46519,-62,4755,-17910,4949,12,1028,0,1526,9124,-4042,10068,14401,149506,-14197,-29284,6643,1764,32279,-25599,85771,0,97746,18407,-640,24063,588,7475,-512,-19688,233,-11693,31998,52214,-31507,7619,-11839,-76018,-17426,14751,77932
2015:Q4,500441,90096,211469,126410,48892,33558,40935,3025,72466,500441,466844,108123,82951,67529,208283,-41,10156,38393,-222,213,913,0,3316,4745,-22135,-15067,23441,500441,10426,-17016,3811,1764,15834,6033,506855,0,197044,22718,-241,17477,870,18736,-512,216941,-1396,-13089,57085,45994,-16623,-13580,-11735,-17713,-1709,6588,-16840
2016:Q1,191903,80440,41808,57655,9374,26254,17750,4277,12000,191903,146478,17102,40748,90634,-1862,-143,27654,-14228,-1732,-566,3102,0,1507,-4841,39151,5261,17771,191903,78989,39919,-8294,-498,38743,9119,80939,0,91820,17716,-763,4347,730,11167,67,-8834,404,-5782,-5051,28399,-21581,-32934,11207,-11518,-541,2086,31975
2016:Q2,331665,62338,80635,124093,69153,25681,24983,4276,64599,331665,218742,140782,-44191,99170,23290,-308,86850,64368,1545,1237,4695,0,-2513,714,13024,3780,26073,331665,27306,3167,-3915,-497,7972,20579,316058,0,185023,19910,-674,22652,773,6480,67,5446,760,1111,77277,40123,-33442,-12944,-3607,-294,-1154,8551,-11699
2016:Q3,291587,24795,9664,172330,91795,32772,43439,4324,84798,291587,324359,184240,16358,95300,28465,-4,-25540,-2867,1891,266,2355,0,2782,-840,-22427,-6700,-7232,291587,9218,-32003,-5742,-497,33618,13842,288117,0,113954,2277,-354,35944,1055,8722,68,22359,8998,5995,35187,41355,-27498,915,18700,20625,2475,-2660,-5748
2016:Q4,253065,-5535,49535,134250,64353,33564,32010,4323,74815,253065,256701,110229,-39086,103210,81641,707,403,20152,312,-403,307,0,-1756,-2128,-21829,5748,-4039,253065,-11262,-27614,-3783,-498,17644,2989,268858,0,106545,-11296,-372,21852,136,6990,66,82154,-3646,13210,83915,47629,-31082,-5705,-11530,-34908,-1864,6764,-4531
2017:Q1,72919,19,-29685,108602,66677,26262,13148,2515,-6017,72919,98733,63559,-30668,111013,-45218,47,-17457,-40793,-1495,16,3008,0,-1476,-4844,21044,7083,-8357,72919,53848,12246,2923,2107,35699,873,-9515,0,-24377,-1528,-594,16035,-697,9354,1103,-40258,-4143,14971,14325,44153,-30436,-9358,-7542,6394,-1204,4287,28586
2017:Q2,298554,49822,41745,154674,86940,26051,39140,2543,52313,298554,233247,159501,41100,116960,-84449,135,56710,43872,1454,1068,40,0,-1285,1263,2913,7385,8597,298554,-7610,-4504,443,2105,8890,-14544,251027,0,146507,705,-95,29032,1495,14213,1103,-68561,-2122,7450,65240,45669,-6579,-4263,-521,8547,-291,13498,55137
2017:Q3,362935,21244,125813,149407,100155,27031,19650,2571,66471,362935,360113,157106,-24554,114744,112777,40,-8389,9950,3887,-900,850,0,534,-3152,-17931,-1627,11211,362935,12528,-17598,780,2104,36245,-9003,344661,0,86243,5058,-460,24027,904,11164,1102,125838,-4114,-482,54388,53618,-11231,-9154,-668,3343,10547,-5462,5746
2017:Q4,408490,34249,98253,194439,91278,48840,51750,2571,81549,408490,439727,199899,57189,121158,61235,246,-35312,6821,4320,-203,2808,0,-9122,1693,-45605,3976,4075,408490,-4795,-50007,8502,2105,14893,19712,401538,0,140545,1614,988,19930,667,9154,1102,51148,2747,-3246,72999,50061,-924,536,3660,34683,8802,7072,11747
2018:Q1,104351,29689,-13955,99486,47872,24362,24885,2367,-10869,104351,126405,49530,5662,67677,3310,226,-28434,-29473,-8319,980,4134,0,1691,-2041,3933,661,6380,104351,-571,-22967,-2785,261,37256,-12336,72533,0,27869,-6333,-602,14027,876,13526,-712,12661,539,5842,-7413,35021,-14020,-9558,300,5213,-1981,-2722,32389
2018:Q2,289734,73340,-9639,183725,93728,29788,57815,2394,42308,289734,255413,137034,39217,73245,5702,215,27614,31527,5861,-520,989,0,-1660,-632,-4156,-3795,6707,289734,7606,-5190,-524,261,11870,1189,327587,0,129352,17231,-193,31436,260,15601,-713,12025,1985,14376,67027,38722,11481,1765,-317,-11155,-6041,4745,-45459
2018:Q3,292617,16759,51685,155388,109046,36982,6941,2419,68785,292617,305819,168693,29632,73989,33209,296,-32698,-31554,5892,105,-185,0,-4014,-561,-4207,1826,19496,292617,32353,-40,822,261,34091,-2781,221400,0,75321,-3210,-311,24122,723,15456,-711,41847,3116,7009,19261,45043,-2019,-2194,6084,3973,-9330,-2780,38864
2018:Q4,481042,169393,96862,142324,71114,34543,34247,2420,72463,481042,425093,134241,126711,78082,85694,366,36106,20245,-520,-104,1509,0,3565,2967,6085,2359,19843,481042,-24146,-29092,-1003,262,15937,-10250,461108,0,211294,32459,-138,17331,812,17100,-713,92652,-212,-26615,70408,47029,6847,3942,19869,-11345,-1459,-18153,44080
2019:Q1,32602,13771,-66698,98090,35505,25327,31809,5449,-12561,32602,101003,11707,105961,26087,-43000,248,-77644,-53250,-7020,482,1144,0,3029,-741,-10417,-10871,9243,32602,33174,-305,-953,429,38701,-4698,-39652,0,-18979,11286,723,4518,350,14122,-155,-38299,325,-7838,-33532,22705,5850,4450,10045,-29613,2972,11418,39080
2019:Q2,249194,72506,-27107,146155,91710,26777,22158,5510,57640,249194,186067,185296,56118,30521,-86132,264,22561,16334,680,-477,40,0,-1167,-2468,8927,692,40566,249194,4480,12394,2011,428,7018,-17371,242461,0,163870,11188,1404,21223,120,8078,-155,-70744,-710,-9819,50272,25254,4182,2586,9818,14318,5625,5951,2253
2019:Q3,476679,23393,186321,194928,96857,46052,46448,5571,72037,476679,428993,180276,80097,24010,144350,260,15978,-38635,2779,32,4044,0,3475,-1068,33578,11773,31708,476679,78307,33990,1966,428,35619,6304,386132,0,94190,-1219,-1022,22028,-58,17273,-155,139802,148,-9906,37925,28857,26821,-4160,8164,14727,12984,-267,12240
2019:Q4,371920,29652,121889,152346,75607,37438,33731,5570,68033,371920,382649,174113,76606,32963,98692,275,-23380,-17138,-1927,178,2668,0,605,24,-8604,814,12651,371920,32225,-8030,2231,429,12201,25394,315345,0,122335,7053,2411,20747,1949,12680,-155,80005,-1133,-7582,42079,36953,7687,-7404,-12806,10114,-8192,8604,24350
2020:Q1,1272671,647619,537622,136482,69125,21304,40906,5147,-49052,1272671,703225,54080,554137,82084,12815,109,480866,129839,10602,2438,19301,0,6934,-2507,207999,106260,88580,1272671,174761,139768,1671,657,29409,3256,1031444,58716,405283,158475,1907,10022,736,9757,287,6401,450,-31227,219145,23776,49884,2164,-23840,137758,11065,-9315,66466
2020:Q2,-13467,28839,-144062,152205,88284,33521,25254,5146,-50449,-13467,361849,3776,50485,206392,101033,163,-337706,-234813,-12312,306,586,0,6471,-3519,-80312,-14113,-37610,-13467,120343,-11816,2404,658,121044,8053,-123087,-27768,66799,-66583,2129,24516,100,1363,288,1548,-985,-58,-110602,-12247,-11341,-22529,-3071,-75883,-9686,120923,-10723
2020:Q3,142382,-207046,71755,232358,170897,31663,24594,5204,45315,142382,245015,253960,-180869,114864,56619,441,-97523,-73409,-2799,4940,-4700,0,8154,-1782,-38082,10155,-5110,142382,72626,-44206,6895,659,88655,20623,74643,754,-123717,-62173,-1435,18536,-114,1894,287,45396,289,-719,109478,10804,-991,7746,7413,67254,-14435,8376,-4887
2020:Q4,426538,-55718,201143,238967,151120,46631,36013,5203,42146,426538,400861,266672,-83367,122822,94448,286,6993,-54446,-4496,-1251,309,0,3218,294,41418,21947,18684,426538,58424,28312,3392,658,14968,11094,385091,20517,-58117,-12068,-1697,7325,692,11588,287,92184,-635,1818,199695,-50,-1283,2714,4968,104000,2003,11150,-16977
2021:Q1,313438,24615,115501,190955,133165,31333,17630,8827,-17633,313438,245764,163491,48172,93015,-59078,164,49557,-23973,-2967,-629,8585,0,-2982,-343,27090,44776,18117,313438,51059,2130,4137,-439,37418,7813,256283,6504,-57723,-16865,-1177,4110,72,3969,282,-6681,367,15917,194223,3062,-1916,10959,4089,115205,14565,-32679,6096
2021:Q2,458531,-49197,98053,317568,242162,30414,36066,8926,92107,458531,380294,346732,-19480,46168,6873,1,49862,-22508,-1126,-987,-3680,0,40747,-172,33146,4442,28375,458531,41589,22590,1945,-439,14507,2986,398915,27438,22383,-1528,-920,25109,1195,11104,281,15751,-320,17071,176203,28198,12609,18364,16156,41870,8420,-20469,18027
2021:Q3,510819,-50774,144709,341882,251448,31459,49952,9023,75002,510819,435826,347797,54659,51591,-18158,-63,33733,-16283,269,-888,-1431,0,-7058,103,63368,-4347,41260,510819,130638,45962,2175,-439,76733,6207,301921,-21101,61289,29467,-1393,28712,909,17994,281,-9634,-306,9668,157686,15065,42576,-19253,21346,-2684,-4528,-24173,78260
2021:Q4,988769,203406,290590,406430,266021,52798,78587,9024,88343,988769,913601,388715,205434,176260,142829,363,11809,-13060,1282,-495,3427,0,-14248,889,21481,12533,63359,988769,59223,19690,6137,-439,49264,-15429,885417,-22906,321322,73349,-876,34418,1229,18552,281,161690,-26,12868,191387,27161,65474,-38382,17806,21365,5162,-4457,44129
2022:Q1,811461,61953,374565,346491,239777,42077,62073,2564,28452,811461,652851,273244,216421,119859,43205,122,131850,25292,1622,-677,11425,0,-46712,-290,129651,11539,26760,811461,186844,106014,1507,1160,67701,10462,578715,-8071,97737,27426,0,42106,1913,21792,158,31607,-46,20607,237455,32971,22835,-2808,3252,15434,20295,14052,45902
2022:Q2,835263,206336,113428,398343,275893,44171,75686,2593,117156,835263,723943,352100,220122,124705,26926,90,62203,122823,17593,-548,7379,0,-14341,664,-47156,-24211,49117,835263,-10182,-38514,-2801,1151,38109,-8127,838896,-5662,422663,42707,368,83105,769,20255,221,28267,396,-10613,237422,49088,24345,9214,7817,-34240,-5033,-32193,6549
2022:Q3,628553,82008,132820,318462,225318,39266,51256,2622,95263,628553,519552,320612,65060,79000,54740,140,64174,120444,17638,-650,3112,0,-1361,520,-61801,-13728,44827,628553,-29710,-60423,-4922,736,31959,2940,665373,-2331,247964,27507,938,71105,505,16180,206,47259,710,-14023,209766,53516,17179,4478,-5439,-14417,4892,-622,-7110
2022:Q4,636439,122414,171816,237387,140222,40336,54208,2621,104822,636439,535313,190860,100009,109508,134567,369,90049,140167,19112,97,169,0,4232,-686,-64090,-8952,11077,636439,-49839,-57329,-3088,770,17216,-7408,638338,-3157,233186,76143,380,48707,-457,13118,212,138457,-1285,-14757,219072,50551,-8796,25570,3054,-145348,1250,2438,47940
2023:Q1,294018,24210,139176,138144,64072,30988,38103,4981,-7512,294018,82263,29907,21851,70392,-40156,270,175716,227858,-8982,-454,3293,0,-12625,1125,-36084,1585,36039,294018,-4354,-24231,5304,293,14065,215,300953,-2060,64494,-1514,138,24007,77,12591,209,-43086,135,-10243,225565,29937,14768,621,-1929,-17806,-774,5823,-2581
2023:Q2,29269,-9329,-167265,150871,99494,26172,20168,5036,54993,29269,221480,163924,-1966,30124,29202,196,-206992,-180528,-2658,-358,-3484,0,9038,-2,-14541,-14459,14782,29269,-49488,763,707,479,-45720,-5716,80074,-3161,88924,-21123,711,32405,1240,13242,264,38117,-897,-7470,-151948,47129,1508,46034,-9346,-5211,1442,8214,-1317
2023:Q3,136089,-5282,-61570,181652,126945,26337,23280,5091,21289,136089,245646,178009,-2342,26574,43273,133,-129193,-56430,4287,-233,2745,0,-700,102,-51312,-27652,19636,136089,-95362,-66969,-12,142,-34233,5710,232376,-2431,45976,17035,1505,28306,106,13830,176,41769,-228,2039,885,55877,7688,26311,-4745,-3029,-1951,3257,-925
2023:Q4,456700,52294,201128,142571,95590,21267,20622,5092,60707,456700,414344,165196,2624,39992,206146,386,12769,-18029,-4051,1016,-157,0,-1558,176,25436,9936,29587,456700,6179,24007,2107,48,-19421,-562,482913,-5792,92583,38953,2266,15611,1108,5007,163,217329,-651,-35,16509,49800,6475,32229,2064,16023,1773,-8502,-32392
2024:Q1,57802,-8074,470,99059,46280,25316,21968,5495,-33654,57802,114514,54314,31492,42816,-14417,309,-29000,-40345,-6531,-606,5165,0,18021,-418,2732,-7018,-27713,57802,27786,2093,-1652,216,25104,2025,20839,-1536,-35138,4007,-1068,-2194,261,15681,247,-8787,-410,2081,-37052,35519,13009,8772,-2244,36148,-674,-5783,9177
