1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q1,1943859,219268,187272,121044,4461,548,63608,-2389,347236,315240,1362304,10276,19385,-590,547,-9067,1352028,-35608,945435,115861,0,153921,7575,164527,317,362287,65470894,9783857
2006:Q2,281874,70733,173378,111351,4429,584,59463,-2449,274846,377491,143152,347157,358973,-696,-76,-11044,-204006,-35462,-247602,217799,0,-60688,-3766,-73995,-291,67989,65752768,9906545
2006:Q3,1170960,87175,163690,101775,4393,699,59392,-2570,251774,328289,1095118,227802,237506,587,54,-10344,867316,64519,335603,206128,0,129273,6641,125241,-89,-11333,66923728,9992331
2006:Q4,1418162,135578,153249,92082,4363,823,58732,-2751,260304,277975,1257541,26893,44916,395,333,-18751,1230648,-22535,681800,130756,0,199997,12498,228065,66,25044,68341890,10097401
2007:Q1,1004519,263004,147040,84341,4587,702,60079,-2669,306479,190515,573846,-280242,-267854,529,790,-13706,854087,-4999,644543,82820,0,71770,2495,57874,-416,167669,69346409,10267698
2007:Q2,706497,-187382,136702,75297,4539,678,58997,-2808,-22643,301441,816194,-101891,-91106,463,759,-12008,918085,-48535,403023,137095,0,208306,10366,207577,253,77685,70052906,10406081
2007:Q3,858431,675704,126542,66362,4554,730,57767,-2871,796331,247169,145959,-220060,-198182,-1077,645,-21446,366019,13680,120278,44879,0,88725,5960,91969,528,36768,70911337,10482565
2007:Q4,-847806,519196,112158,52902,4678,949,56488,-2859,616105,209068,-1368720,-414361,-403172,-1657,109,-9641,-954359,-105208,-441189,-137554,0,-133339,-6802,-129832,-434,1718,70063531,10602170
2008:Q1,-2146160,393396,91919,40250,5681,1373,47404,-2788,442142,140665,-2617903,-898156,-898584,-1796,1038,1186,-1719747,-37720,-610504,-355749,0,-335673,-19437,-361391,727,78347,67917371,10733994
2008:Q2,-1129477,54344,80279,34537,5771,1661,41026,-2716,-38086,-12151,-1157741,-573393,-556316,-2014,599,-15662,-584347,-34496,-418340,-24757,0,-40289,-3595,-62318,-552,-26081,66787894,11061837
2008:Q3,-2442117,376096,64084,29382,5888,1848,29628,-2662,460678,148665,-2843438,-626850,-627112,630,269,-637,-2216588,-165988,-906267,-191469,0,-491935,-23700,-437097,-131,25224,64345776,10964447
2008:Q4,-3139133,538657,33936,22168,5062,2108,7223,-2626,291878,-212843,-3645901,-649825,-634377,4233,-972,-18709,-2996076,38671,-1270610,-342275,0,-685997,-36590,-699177,-98,-31889,61206643,10912439
2009:Q1,-1886195,316506,21183,11850,3690,1482,6795,-2634,246148,-49175,-2516282,-688475,-668211,1182,-460,-20986,-1827808,16333,-1057400,-370604,0,-186192,-9630,-220217,-98,313582,59320449,10830420
2009:Q2,387191,6850,14339,6221,3817,2080,4832,-2610,22398,29887,422905,-770362,-761149,-333,-508,-8373,1193267,118715,828994,-541142,0,385217,18901,382716,-134,-42564,59707640,10946227
2009:Q3,1808577,163082,25909,7455,4451,2382,14204,-2582,196463,59290,1624314,-393310,-359899,-1633,-327,-31452,2017624,215508,1042255,-136457,0,434941,22175,439878,-676,21181,61516218,10888261
2009:Q4,108718,300118,20792,6417,4646,2516,9763,-2550,333890,54564,-194572,-312094,-329785,-2371,960,19103,117522,-66952,129296,-198820,-302,117715,6652,130572,-639,3173,61624936,10988307
2010:Q1,1255713,387376,20057,7484,3816,2190,9107,-2539,241195,-126124,725464,-80470,-58026,-3841,-167,-18437,805935,10216,434124,74230,-455,135811,6459,146211,-661,142872,62880649,11096944
2010:Q2,-535319,244552,17797,-141,4182,1806,14455,-2505,206621,-20134,-1054988,11523,45208,-1,663,-34347,-1066511,63594,-768313,283372,-307,-305488,-14753,-324045,-570,275117,62345329,11298797
2010:Q3,2087458,246519,26935,5898,4742,1784,16984,-2473,190012,-29572,1543524,-177405,-150768,1230,-337,-27530,1720929,117064,762716,106435,-144,365053,15749,353938,119,297415,64432787,11381992
2010:Q4,1633385,441025,32821,5239,4949,1940,23139,-2445,432426,24222,864867,-256432,-250828,1140,1257,-8002,1121299,-174763,754418,19698,-104,228989,13012,280807,-758,327493,66066172,11498297
2011:Q1,1098460,321287,29988,1216,5122,2120,23961,-2431,302767,11468,755121,-266534,-275840,-670,1176,8800,1021655,-24995,622917,47442,1019,173955,8708,192630,-21,22052,67164632,11711592
2011:Q2,414678,381936,31576,5334,5362,2322,20961,-2403,340366,-9994,-14189,-118168,-139188,542,629,19850,103979,96027,-8079,1968,-73,9040,211,4851,34,46931,67579310,11803351
2011:Q3,-1878969,506139,35014,8400,6047,2373,20567,-2373,495361,24235,-2385870,-106913,-107878,-484,461,989,-2278957,109527,-1281343,47490,-62,-570441,-23792,-560243,-94,762,65700341,11921126
2011:Q4,1394180,364344,38065,7437,6190,2426,24353,-2340,356043,29763,1004895,-79555,-69691,445,19,-10328,1084450,25211,447891,91323,-7,236088,10955,273013,-23,24941,67094521,11987448
