1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q2,1227627,-594573,1769931,-169636,213701,8205,1227627,2109170,14172,157706,1768835,168458,-1121575,-10072,0,-688299,519759,-625713,-213186,-5956,60392,4564,-163064,240031,1227627,-809489,-1381949,32116,-5500,176124,369720,1719268,1744660,486236,-252524,5180,43208,11780,96553,55528,-6288,-18736,-479942,526794,-2136,45904,57256,-167022,20176,38556,31491,18752,-536158,317848
2009:Q3,1022381,-319174,1546804,-89552,150387,-266085,1022381,1796922,7092,140896,1550516,98418,-969839,-28260,0,-625275,532012,-676487,-33563,-15356,27552,27536,-177998,195298,1022381,364132,196383,-15096,-5496,92524,95816,864972,1508736,59206,13940,884,43146,35428,100761,55528,5944,-21588,-927814,618283,-1640,44012,-119040,-260353,-19396,20828,-206412,2884,-88366,-206722
2009:Q4,779176,-181718,944413,-45081,205259,-143697,779176,1248547,4484,139309,945585,159169,-866254,-17500,0,-470592,424338,-564566,-77261,-4648,-44696,-111808,479,396882,779176,241807,56243,54120,-5496,92376,44564,403453,1008548,225368,-183996,-7524,36454,39368,167528,55528,7256,37304,-782411,579270,2400,45816,-274796,-277884,-5100,4480,-131491,5976,-148641,133916
2010:Q1,2171890,-304041,1651388,319370,134576,370597,2171890,2030346,3732,282883,1651732,92000,-40810,383640,297120,163135,155891,-532509,-271741,32248,-2396,-40040,-226159,182354,2171890,591788,439636,-12575,2460,-39960,202228,1034233,678208,90059,-31040,-10608,31827,19720,154240,91884,2444,51804,-678575,573044,1244,41224,19788,-144572,-51916,23232,101784,3124,67318,545868
2010:Q2,1241891,-140869,1804540,-32538,44448,-433691,1241891,2016134,-8840,194613,1805616,24746,-680073,131948,15600,-280576,246962,-435329,-84859,-25768,34620,-192884,-89787,-94170,1241891,438592,700476,34436,2460,-43980,-254800,219727,181952,-57462,53044,-15196,44021,-12288,121470,91884,-7564,-57592,-307247,421639,2160,45492,-127388,-162684,-5276,17336,-14393,-70124,77943,583572
2010:Q3,1581703,143202,1631372,-293014,61604,38540,1581703,2021126,-10516,350407,1631856,49378,-551317,-172116,5556,-479316,185818,-357201,-71316,-748,-19168,298340,58834,111895,1581703,-683909,-813557,39880,2460,-43296,130604,1205065,-62260,319302,494508,-10640,-28544,13240,214043,91884,5068,-28680,-422910,432640,6028,35268,-104084,-106268,-6376,53532,78934,180352,50028,1060548
2010:Q4,1334724,-19952,1272596,-149290,233424,-2053,1334724,1624334,5936,160413,1273356,184629,-588288,-240680,34412,-338306,188256,-316742,-15788,-5928,134428,-95364,67424,298678,1334724,596045,451317,-82796,2460,-60224,285288,371139,467124,188725,-559384,-1408,-28156,-28448,80470,91884,2848,93808,-204036,342249,4076,13112,-86884,-24116,-1156,76548,-19033,-41752,4667,367540
2011:Q1,1061949,118499,775208,261813,-82766,-10806,1061949,848905,-624,167246,776400,-94116,-80599,-6780,31128,55006,205615,-262975,-51669,352,-5936,25564,-70904,293643,1061949,-672851,-566161,-27447,3244,-43112,-39376,1272233,996008,70112,-14780,-1140,51090,31492,145480,58552,-176,55200,26913,-177263,1200,28956,-105256,-1252,3608,202836,12919,-1328,-110938,462568
2011:Q2,1319742,-89711,1296920,-258026,-99821,470380,1319742,1476998,-2632,284780,1297076,-102226,-479792,-40352,-39484,-438781,180599,-154333,-31316,-9384,-72692,183292,-57342,322536,1319742,-290747,22028,24653,-2724,-139080,-195624,1139201,939996,-72874,19608,-5560,17904,-15504,45824,58560,-4324,23884,-22026,-42807,4640,42728,-70392,-15465,4396,103432,17033,9080,101068,471288
2011:Q3,581430,-290993,1196404,-3981,-12783,-307217,581430,1385044,-19420,208920,1198340,-2796,-698121,-149436,-99112,-156534,150616,-243759,7034,-5112,-43416,-87228,-71174,-105493,581430,837592,1349365,-144281,-10168,-132612,-224712,-491770,-5136,199053,88680,-6592,36454,5420,89061,58556,-172,-297556,-16737,-642155,-724,52472,39324,-32385,7168,74324,-151846,18404,-7384,235608
2011:Q4,931248,-90928,1065160,-83894,43922,-3013,931248,1302797,-5856,200902,1066304,41447,-373715,110220,-7212,-208487,123450,-139368,-43052,-8536,-29528,-79760,-91441,2165,931248,256274,136128,91355,940,-158068,185920,1030089,-154752,237097,-84888,-768,18384,-14856,21987,58552,7776,-38228,127017,1010117,1080,58260,-39632,-4622,-16108,27212,62806,-30016,-216330,-355116
2012:Q1,1398703,-29688,1306876,-78158,-10999,210673,1398703,1625348,-6880,337621,1303536,-8929,-119836,-32912,27916,-191975,117157,-170096,-18580,1336,24756,144884,-22322,-106809,1398703,-1363986,-1140995,-72923,8512,-118620,-39960,1992853,25328,234280,-31596,68,53115,17952,134817,121084,7288,280320,-150519,729753,1144,64496,-57756,-9063,-3472,235104,308279,-7176,39406,769836
2012:Q2,933659,-124661,1268212,28905,94440,-333238,933659,1647979,-19324,315609,1268352,83342,-809101,-231288,-21996,-150050,178815,-171807,-81294,14740,16488,-319728,-42982,94780,933659,548117,707039,-11422,-196,-5884,-141420,282170,121228,108097,-7148,-3436,-29,5720,-171348,121084,-764,21056,59495,268863,6144,73060,-223824,-5556,4384,61800,-11950,-149056,4350,103372
2012:Q3,2130199,13009,947128,-23255,3591,1189727,2130199,1358994,-14484,416976,946832,9669,445519,-12040,20212,-124905,101945,-177795,-16043,-6464,-65232,857516,-131675,325686,2130199,479570,363645,3309,4436,-388,108568,910077,-106716,195789,83652,-3376,8168,8652,123972,121084,2456,-58256,207,484036,12868,30032,-138456,-8013,-14540,229796,-6676,24516,-79117,740552
2012:Q4,1397841,73528,965220,-24216,-42712,426020,1397841,1482607,-16916,568473,967160,-36110,-392173,-34416,10636,-151610,125454,-91369,-180399,-14436,17328,-59776,-13585,307406,1397841,31751,114487,16385,6528,-108,-105540,996177,490660,128242,-25856,-4060,-174,-5696,89679,121080,4728,58960,-72146,438916,13568,38968,-126668,-2971,-24736,-69640,100679,-1608,-155747,369912
2013:Q1,1811452,63518,1099148,292582,12531,343673,1811452,1315416,-5916,215918,1098136,7279,192989,-59216,22640,171256,122339,-16995,-38346,6516,-4236,-23772,12804,303047,1811452,-828535,-995633,-42858,2600,-176,207532,1981535,1158092,134805,-62516,1428,28448,32668,123106,56340,-4848,70956,88855,420858,24048,28780,-37156,-8292,-10232,-18140,-115920,13648,56608,658452
2013:Q2,460923,-78258,584184,236365,-78383,-202986,460923,745982,-12560,242013,585528,-68999,-360114,-245952,-44896,102050,132970,-737937,-17544,508848,55848,-140900,27399,75055,460923,-1252543,-1352839,3888,8080,-80,88408,1436614,1146632,67588,-35016,-120,42820,19820,112221,56340,-9964,87308,356826,-74681,19436,15704,-68608,98,-5096,-36616,-222481,49980,-85576,276852
2013:Q3,1189536,22112,779748,182088,-83479,289068,1189536,1266926,-17260,566872,780292,-62977,-265828,-174284,-17440,36390,145153,-168563,35791,5792,-27784,-34588,-66295,188438,1189536,-72095,-129413,35646,2536,-52,19188,748024,1027388,-29171,27832,2200,3233,16684,86159,56344,-4608,32412,-80821,-227560,760,19448,-80304,-3169,452,-81096,-23164,9876,-4871,513608
2013:Q4,1648342,-10236,761892,240686,-88722,744722,1648342,885539,-17492,212622,759448,-69039,599350,115944,32516,120452,122678,-151571,-4377,47276,65108,161228,90097,163453,1648342,-70942,-263594,-10612,4228,-20,199056,953924,1121600,223518,-27280,2896,-13581,-6508,194838,56344,40316,102232,-236216,36787,-600,-9912,-170752,5773,-7276,-157216,-214703,13640,24,765360
2014:Q1,911723,38305,814732,-101650,-59224,219561,911723,1117684,-4528,360975,812796,-51560,-275851,-52784,-2948,-188440,88726,-160735,-81773,85652,41308,4904,-9761,69890,911723,-312112,-313107,30806,-936,-8,-28868,698339,841164,194492,-27800,1148,-14096,16380,75111,95484,-9032,25912,-334760,-118675,1500,43580,-21768,328,11048,-53064,-98524,-21072,90984,525496
2014:Q2,1286077,70458,442348,138627,-35804,670448,1286077,828620,-2760,407046,442476,-18142,43094,-38588,5204,81431,57068,-32719,21154,-20860,-37384,4616,3172,414364,1286077,-441579,-256428,-34063,-616,-76,-150396,1239024,545216,201367,-28572,-5904,-12896,1412,113781,95492,-3164,150892,-165385,287381,-220,49228,-38320,800,-1892,29384,-68966,24036,65355,488632
2014:Q3,1407188,-67652,806248,210403,-74835,533024,1407188,958905,-11168,230504,805536,-65967,339972,-6180,-6988,146866,64250,25111,16514,4652,42084,-38832,92495,108311,1407188,-98203,87628,-11843,1884,0,-175872,880295,318500,273100,-31528,-756,8224,38700,80450,95492,-932,51188,63885,44549,624,25504,-11724,11568,-6456,-15680,-152150,21960,65777,625096
2014:Q4,1326308,-126095,523340,353252,37096,538715,1326308,949556,-7752,402803,525408,29097,321989,8228,-30536,261259,89925,19383,52032,4836,-88,-11512,-71538,54763,1326308,264974,69159,119319,-2020,0,78516,589481,186712,245089,-33580,-1212,-41208,-5268,33419,95484,4928,-8384,8860,247777,584,87876,-11564,8628,15520,40192,-93436,-35556,-155381,471852
2015:Q1,748718,-59041,279608,32393,88898,406859,748718,775032,-2108,430551,278636,67954,-71380,-15848,10980,17509,15856,82592,12282,-28100,-65864,-31812,-68975,45065,748718,60567,15994,-47756,2408,0,89920,413843,-49152,285351,-29320,-536,-3876,34072,61678,-11952,1184,-75404,-109220,254956,1976,76432,-28056,2424,-23852,-24688,54873,-26144,23097,274308
2015:Q2,2026404,49770,958288,119382,20145,878819,2026404,1605539,-13656,644853,960364,13979,374310,116804,28472,-10000,127306,-17465,-82484,-41488,113528,22576,117061,46555,2026404,-235419,-289256,-6167,11080,-80,49004,965195,-13884,220130,-376,2720,-5031,31428,95113,-11960,-3348,115136,218685,402462,916,7796,-61660,3852,22948,-59596,-53651,11432,42084,1296628
2015:Q3,864313,67166,498972,329938,28340,-60103,864313,977434,-9920,467848,496752,22753,188062,78892,-42884,154211,177947,-149540,16347,-51056,-1628,-113620,119393,-301183,864313,1317912,1419406,18946,1864,-68,-122236,13341,21516,32409,27076,-84,-25763,16000,140209,-11960,-1012,-80736,-106237,-152463,656,85372,-27264,-1188,-3296,-36952,-18225,16352,138930,-466940
2015:Q4,1290333,-13470,1015700,400763,-51908,-60751,1290333,1204254,-6076,234132,1017536,-41338,214727,-3436,35356,212244,186683,-37680,-10285,-32508,-16360,-62444,-56843,-128648,1290333,49012,-264569,49445,8576,0,255560,719313,-244,244470,26680,2348,35695,7960,108992,-11956,15760,58020,222296,51934,-1172,49948,21684,-536,12864,-37112,-94693,-18732,25108,522008
2016:Q1,1560761,213104,747912,236478,61999,301268,1560761,1384311,3872,590739,747452,42248,375731,17460,34588,98451,138487,-74569,-55201,49380,-47336,138132,76339,-199281,1560761,208702,264436,36826,-3824,0,-88736,1195078,-7988,122285,53896,-1780,-40909,42788,199354,50004,-40,-16044,417939,41303,1376,125980,-20124,-4024,-2988,-23016,-19966,-15924,292956,156980
2016:Q2,1339497,-80607,663088,467946,108773,180296,1339497,1109629,-492,370378,663556,76187,290583,27452,-1792,301904,165574,-147163,-91836,-9864,-33816,91668,-11545,-60715,1339497,-51821,18964,-17021,-3528,0,-50236,1069766,-68376,236960,71868,2016,-14172,21440,177695,50008,-5816,-41252,109195,346166,344,36640,43348,-9176,44996,-65116,80053,4616,48330,321552
2016:Q3,1556045,-447508,800740,358282,47478,797053,1556045,1030582,-8924,210392,799968,29146,501788,-175888,-30416,223265,135788,-125134,-73183,-8884,58520,545060,-47341,23675,1556045,218302,-28476,64995,4392,0,177392,953523,-53756,441227,-51768,-1024,6628,102968,154499,50004,4956,11828,-422397,504975,3704,89556,-9276,-15128,13424,-3128,32520,-3660,97371,384220
2016:Q4,934562,88519,633164,343623,-14410,-116334,934562,702566,-7144,93275,633548,-17113,-32225,-103280,10848,153063,190175,-114990,-48316,-43644,14008,-80844,-9245,264221,934562,-606027,-766252,-99836,14312,0,245748,1036993,-13080,354269,-53556,6436,42161,14304,66683,50004,-12,66724,341323,129400,-2336,52088,-23504,-5288,-15644,-16220,-34623,26120,51743,503596
2017:Q1,960967,33905,-70928,384085,-64449,678353,960967,374695,-1232,515247,-71852,-67467,247660,-3844,-16980,183883,201126,-114043,-100409,-33852,2308,122464,7007,338611,960967,-264036,-368115,6603,6740,0,90736,896535,88812,273717,-42604,3356,6879,-15888,127033,145716,940,49676,-345023,351670,2492,134528,-23940,-18236,-12952,31604,136171,8152,-5567,328468
2017:Q2,1977287,-52824,964168,264099,21805,780038,1977287,1330681,12260,370653,964820,-17052,440424,-948,2340,76092,187355,-40346,-49952,-18504,144404,194912,-54929,206181,1977287,302815,276493,60378,5032,0,-39088,655140,-26368,-39173,6248,228,-13376,26712,52079,145716,-5148,25088,-47665,420773,1468,132184,-40624,-15352,-12268,12720,83960,67132,-119196,1019332
2017:Q3,1771939,312663,576408,379388,-37745,541224,1771939,914439,-14272,365773,576316,-13377,634886,149732,35408,189522,189958,-14051,29802,-21036,38812,56736,-19997,222613,1771939,-405630,-378591,-82214,7340,0,47836,1255452,-25408,149007,-30364,-2940,-13661,33492,108396,145712,2264,46172,142286,566956,-180,127888,-66012,-2364,-14972,106852,-116384,-52964,151678,922116
2017:Q4,1767284,30507,747820,358572,154676,475709,1767284,1072608,7808,220612,747928,96260,39841,-279924,-47316,162899,195564,-18915,-84241,9744,40584,-30396,91842,654835,1767284,397883,56737,138490,8320,0,194336,1029421,-80588,58474,175960,5708,-2490,87788,57052,145716,2656,89188,88694,357157,1120,77688,-25592,3264,-2308,61904,-65515,33892,-40347,339980
2018:Q1,2354025,160961,1553596,183309,-86742,542901,2354025,1827164,6068,350823,1554664,-84391,158520,73084,18816,18378,163863,-23767,-466,7848,-40296,-54236,-4704,368341,2354025,139111,125253,13594,6312,0,-6048,1707477,-176100,9419,-11320,5956,-2726,2788,128685,82344,-1172,175528,627294,609113,-152,68696,28484,5364,3896,-4488,-48926,50124,154670,507436
2018:Q2,1412158,27491,1005728,235334,5598,138006,1412158,1056028,-1056,52313,1001124,3647,159137,-94712,-27984,80585,159354,46095,79133,-21924,-32968,-51112,22671,196992,1412158,714042,520271,3811,1976,0,187984,577360,-345864,77797,43904,2756,2390,22788,85854,82344,-4000,-67468,-10815,399204,9168,142368,26256,4152,-5804,-6124,127217,20792,-29555,120756
2018:Q3,1761152,67383,928288,270952,-11736,506266,1761152,1190958,-10860,267818,925532,8468,389301,-516,-30356,113720,159987,14145,103085,9780,34184,-3540,-11189,180893,1761152,1057451,922132,-11044,4508,0,141856,255177,-436608,12028,-14120,10928,-10764,72156,101690,82348,600,1716,-106038,211975,-1112,83404,-7312,15876,5592,83264,21837,45160,82556,448524
2018:Q4,1291510,-135682,1038896,292177,-84324,180443,1291510,957022,-2380,6154,1039368,-86120,313074,-117928,-11096,111649,180056,23335,-5531,59652,32420,9916,30602,21414,1291510,1492291,1597745,82767,-5060,0,-183160,308195,-559228,280848,86948,660,-25324,76960,46611,82344,-2088,117776,281207,-593644,1212,111796,-31424,7140,-21724,37652,495332,8508,-93367,-508976
2019:Q1,1558042,123356,936548,291413,-56171,262895,1558042,1352040,-4896,490274,933592,-66930,432910,-21472,-5764,180560,113809,68325,-73281,27140,-10060,144856,8797,-226909,1558042,82401,-72730,77719,-4936,0,82348,793268,-382292,184590,-55732,3968,20116,48052,152585,47472,3912,-35600,639782,-3276,5108,133424,30268,15512,-13864,101672,-22354,5736,-85811,682372
2019:Q2,1935762,5245,907480,353319,-51322,721041,1935762,1144385,-304,295766,906664,-57741,591065,25172,16252,248468,105666,14220,-64116,25956,97764,121520,163,200312,1935762,1354462,1419309,5646,-7276,0,-63216,212212,-518900,225886,15864,30144,-8069,11856,160248,47476,-2200,-181048,-856,329334,1544,148484,49080,8916,-11036,61492,-327,28620,-184294,369088
2019:Q3,2371841,59945,1382008,348720,41306,539861,2371841,1848297,-1512,444738,1379840,25231,577329,104164,58456,252057,98831,123610,29341,19500,-88576,10196,-30251,-53786,2371841,-97537,-197149,109440,-5216,0,-4612,1674782,-264536,421936,12880,7464,3900,28196,182954,47476,3988,-217384,814126,501870,6440,138072,83932,10256,10440,10116,38569,64740,-230654,794596
2019:Q4,1387263,8562,1024728,274172,116070,-36269,1387263,1151953,-2364,36165,1023752,94400,248836,51172,15024,138378,136770,49104,-67096,60524,-39476,-93888,-1676,-13526,1387263,-380166,-551513,84603,4704,0,82040,1433505,615788,64280,-93500,11144,28461,30664,10381,47472,5328,-127052,196360,580824,-96,150448,48064,15760,12504,14172,-224492,17472,29523,333924
2020:Q1,4136657,-132463,1542228,1505533,34335,1187024,4136657,2329403,-11372,770241,1542120,28413,2548382,91988,67736,1388302,117339,250481,100775,-60592,331964,331644,-71255,-741128,4136657,-351473,-531670,151129,-21788,0,50856,5596134,4281536,644674,104456,-3484,11538,61780,218493,77672,-11796,26028,1819280,-1169931,3552,44232,-8124,-4036,7428,-597236,200698,-39900,-70726,-1108004
2020:Q2,13722185,-367081,11992912,-222479,103098,2215736,13722185,13738702,-9088,1643277,11992252,112261,-353195,72196,-51624,-177401,-44418,-46172,-46914,32552,-308724,248644,-31335,336679,13722185,-685758,-1260636,51218,4000,0,519660,13206360,6046332,1224746,-74584,16092,133881,78852,74853,77672,3524,-16084,4628712,579578,-684,312056,251224,-5828,16364,-21232,-47674,8912,-80353,1201584
2020:Q3,2321613,-13578,1539108,532828,189313,73942,2321613,1911309,-5280,204302,1535636,176650,361443,151752,-32920,505599,30701,16652,-119274,21648,-57152,-135276,-20287,48862,2321613,-1167791,-1089458,-50962,4276,0,-31648,3321933,1304276,1129668,-55052,2996,115219,119648,309906,77672,7584,140016,-1277505,1197670,-216,216896,57908,-4148,5884,-16296,-187776,-32204,209787,167472
2020:Q4,3995668,279722,2194752,812933,28235,680026,3995668,2400195,-12992,164056,2194976,54156,1084598,119912,-6468,827199,-14490,8202,-15275,4520,73788,74524,12685,510875,3995668,675479,483256,-2897,7064,0,188056,2602169,1235736,1041664,-25372,8960,94678,-47020,88344,77676,9644,192028,-815711,686727,692,207104,-114292,3136,9204,11828,-261384,28464,170063,718020
2021:Q1,3144366,104139,1137616,698124,120242,1084245,3144366,1569663,2276,323937,1136096,107354,662980,-72524,3052,665939,33705,47090,-77523,-3248,49832,-150840,167497,911723,3144366,-3245536,-3192359,-65662,6936,0,5548,5314102,1610372,1903676,-12312,16932,277549,90992,133971,189716,-168,179200,294603,1164649,10424,180108,-113048,-6976,1336,-36112,-678964,115096,-6943,1075800
2021:Q2,3997631,18050,2466144,600926,118648,793863,3997631,2919025,4,349544,2466140,103337,813201,-199336,-29392,483472,117458,110337,11947,50904,32676,330368,-95233,265405,3997631,1028992,127572,124633,-3216,0,780004,2470050,1486584,984497,-42360,-7928,-6745,122120,26338,189716,-6016,234532,-1111303,316048,8036,248436,-102596,-4576,24708,-46244,93171,-13672,77305,498588
2021:Q3,2148968,183031,183420,564990,114797,1102731,2148968,666134,-3912,390992,182120,96934,712005,-130580,-25004,514793,51497,217532,-15216,12964,40504,-28428,73943,770830,2148968,615748,254444,43671,-964,0,318598,1257119,1707088,940014,10112,20516,55148,36788,309732,189716,-6940,-11612,-2822541,629716,10372,176756,-33788,5236,1232,-85468,28180,-16244,113107,276101
2021:Q4,3242691,-196124,2658332,585920,-37718,232281,3242691,2569235,-2640,-53908,2659476,-33693,691391,-97984,5328,493492,91284,280192,-164111,34596,12300,109004,-72710,-17935,3242691,-898850,-1203768,48662,6620,0,249636,3302659,1344292,1132176,-5472,2016,79893,34204,236836,189720,5000,201844,-186431,269695,7924,205412,-35348,12480,45440,16232,-139823,32412,-145843,838881
2022:Q1,4346195,48899,2231800,1039325,-47377,1073548,4346195,2348488,8284,187931,2230240,-77966,1621565,146312,94264,888306,152579,174404,-67121,22692,172492,-55440,93077,376142,4346195,462192,311811,-86201,5160,0,231422,2605161,782256,892822,59052,13124,120354,32248,241701,73264,-1228,142588,-248631,333226,300,112396,93540,10508,-14284,-8696,-126923,46604,50940,1278843
2022:Q2,2498048,182472,1154200,949763,53306,158308,2498048,1195699,-10056,-2920,1155496,53178,1090718,169764,75448,747470,200996,110563,-40891,17336,-46368,-57784,-85816,211632,2498048,2426215,1532230,126722,21160,0,746103,-211604,-150036,-195413,122200,22100,49390,82264,154539,136844,-12680,31916,-565049,-636407,580,214232,-59468,4848,-14396,-23476,152849,97588,375972,283437
2022:Q3,2257741,235285,992684,1049364,-27579,7988,2257741,1147522,-3028,172850,991208,-13508,794101,23728,5884,841566,209274,76897,-72157,-12844,-102596,-176092,441,316118,2257741,1558345,1432435,-132199,21856,0,236252,-369282,-523040,-649190,97872,22916,-4144,105360,246976,185532,-2356,17808,-670242,-25500,-2096,210240,37024,2468,244,58604,385864,73620,62758,1068678
2022:Q4,1918172,141072,771084,879125,-184890,311781,1918172,561375,1084,-45117,772872,-167464,1596632,275464,57492,695682,181655,-33001,88406,24728,50020,276624,-20437,-239836,1918172,2995620,2751875,70047,3032,0,170666,-1816118,-812740,-487422,-45512,-16316,-47204,100436,124336,194076,3932,-61452,-703378,-438159,-1276,289084,-15376,396,11440,-31588,131350,16488,-27233,738670
2023:Q1,3267697,-322599,1166175,1571073,46250,806799,3267697,1772290,292,567304,1165951,38743,1537171,-166588,3288,1431626,139671,82161,24609,-2092,-27156,24756,26898,-41764,3267697,2376966,2158773,13021,-7312,0,212484,114170,-1101944,-472132,-100064,-8420,-53953,74916,190300,228972,1464,119692,704091,71901,1136,200052,25124,-216,-50204,77940,476397,-71500,-199382,776561
2023:Q2,3319589,63767,3155956,-402633,109853,392646,3319589,3399930,8996,151299,3148948,90687,-258122,121920,43952,-588842,193217,11956,136649,-18792,-72468,-26888,-58827,177781,3319589,1121254,931333,43156,8892,0,137873,914412,-953044,-465248,52912,1084,-20895,45864,84083,247664,6596,-23504,1360508,411662,28,199164,68064,-7620,-8484,10020,-48438,1480,-47484,1283923
2023:Q3,3108407,271669,2917599,-64049,-10470,-6342,3108407,3016814,164,102717,2923903,-9969,49751,32052,12172,-292896,222543,48563,54836,-11380,39356,-207672,152177,41842,3108407,605600,360578,181432,15120,0,48470,1461184,-880820,-530022,-18420,83216,-25248,213824,84557,90492,-2312,23264,1723426,255556,-1352,155268,55764,-5040,-6540,47380,249200,55432,-106441,1041623
2023:Q4,3067530,50563,2286637,85285,-60197,705241,3067530,2346589,-1104,95373,2289077,-36757,687184,21972,114648,-92696,175541,13276,156682,25888,60856,288172,-77155,33757,3067530,1091744,1362051,-249789,-17640,0,-2879,846535,-892968,-108582,-81156,1752,-62548,16844,-8600,50004,1396,89484,1783408,-201315,-3468,258912,75136,-7040,-38028,-40340,-164088,-5024,182756,1129251
2024:Q1,3169838,40222,1689360,100777,134077,1205402,3169838,2338537,9552,542744,1688436,97805,408475,-35832,19708,-59532,161233,124330,75682,-6164,87848,7792,33410,422826,3169838,-926596,-998389,39562,5720,0,26512,3054963,-883640,710933,60200,6264,-30952,225176,310589,126800,1676,72212,1269296,570364,456,201748,-23928,-8976,-2276,9796,466882,-37460,9804,1041472
