1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q4,61882,0,0,0,-543,967,-259,-871,258,-336,0,0,-302,-227,63,-290,29272,6101,8130,0,15041,0,9609,9609,0,0,0,0,0,-210,13,-33,-430,240,1908,1908,0,9487,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12932,11639,1293,1023,-477,1500,0,0,0,0,0,1131,1131
1987:Q1,1605,0,0,0,-2442,-1052,98,-356,-191,-720,0,0,-221,-268,76,-344,8004,3113,7990,0,-3099,0,-1885,-1885,0,0,0,0,0,-775,-34,-91,-824,174,-3862,-3862,0,-4813,-4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8311,7480,831,605,653,-48,0,0,0,0,0,-2020,-2020
1987:Q2,42216,0,0,0,686,2901,-236,-27,-1891,-30,0,0,-31,-88,88,-176,16033,3072,6910,390,5661,0,7575,7575,0,0,0,0,0,1199,190,14,215,780,3322,3322,0,-1696,-1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6788,6109,679,105,-149,254,0,0,0,0,0,4120,4120
1987:Q3,28783,0,0,0,-710,-612,477,-48,173,0,0,0,-700,244,102,142,18890,1326,3630,337,13597,0,5755,5755,0,0,0,0,0,460,29,-6,241,196,2506,2506,0,667,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-157,-141,-16,-475,-51,-424,0,0,0,0,0,2710,2710
1987:Q4,25813,0,0,0,-483,2054,-222,-487,-450,0,0,0,-1378,1013,114,899,26772,1839,10310,359,14264,0,12968,12968,0,0,0,0,0,-252,-114,-29,-332,223,-18306,-18306,0,-12989,-12989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19328,17395,1933,506,363,143,0,0,0,0,0,-4355,-4355
1988:Q1,22800,386,216,170,-884,769,-622,-1827,-708,0,0,0,1504,-1121,-695,-426,4970,5073,3540,348,-3991,0,-3552,-3552,0,0,0,0,0,82,-230,-89,452,-51,-1172,-1172,0,1850,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11524,10372,1152,1728,424,1304,0,0,0,0,0,14035,14035
1988:Q2,29242,386,216,170,-391,43,-629,540,-890,0,0,0,545,608,20,588,12576,1291,4060,410,6815,0,5329,5329,0,0,0,0,0,759,-36,49,780,-34,606,606,0,2431,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4227,3804,423,-343,-194,-149,0,0,0,0,0,2068,2068
1988:Q3,35740,386,216,170,2720,2557,187,2929,-700,0,0,0,-2253,397,13,384,16983,2639,660,420,13264,0,6727,6727,0,0,0,0,0,377,332,26,177,-158,900,900,0,-287,-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,86,10,-45,98,-143,0,0,0,0,0,7786,7786
1988:Q4,36353,386,216,170,-9210,500,-276,-4634,-1000,0,0,0,-3800,347,5,342,23142,2079,3910,461,16692,0,11219,11219,0,0,0,0,0,-2163,-75,-157,-1895,-36,1375,1375,0,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12785,11507,1279,-1567,-83,-1484,0,0,0,0,0,-1982,-1982
1989:Q1,30280,714,620,94,510,2,-144,1425,376,0,0,0,-1149,783,-2,785,1726,2884,2910,486,-4554,0,11002,11002,0,0,0,0,0,229,-43,-20,225,67,-4168,-4168,0,1374,1374,0,0,0,0,0,0,0,0,0,0,0,0,216,216,7764,6988,776,1440,672,768,0,0,0,0,0,13796,13796
1989:Q2,38561,714,620,94,355,314,-10,-59,27,0,0,0,83,944,-6,950,11106,1144,1570,533,7859,0,-1909,-1909,0,0,0,0,0,460,-129,-24,878,-265,5303,5303,0,5917,5917,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7346,6611,735,-694,-47,-647,0,0,0,0,0,7426,7426
1989:Q3,-5414,714,620,94,-2791,132,-240,-1143,-602,0,0,0,-938,647,-8,655,18248,2156,2590,513,12989,0,-10764,-10764,0,0,0,0,0,479,115,56,91,217,-347,-347,0,-8153,-8153,0,0,0,0,0,0,0,0,0,0,0,0,109,109,-3712,-3341,-371,2067,2103,-36,0,0,0,0,0,-2595,-2595
1989:Q4,48046,714,620,94,-338,52,66,-138,-31,0,0,0,-287,816,-9,825,30128,6746,4690,584,18108,0,-9313,-9313,0,0,0,0,0,1207,10,139,544,514,-1754,-1754,0,11055,11055,0,0,0,0,0,0,0,0,0,0,0,0,294,294,12098,10888,1210,-1295,-846,-449,0,0,0,0,0,3741,3741
1990:Q1,47254,313,375,-62,2639,694,128,1249,250,0,0,0,318,3770,-7,3777,33634,38075,240,568,-5249,0,-8945,-8945,0,0,0,0,0,366,300,-1,-82,149,-563,-563,0,-4545,-4545,0,0,0,0,0,0,0,0,0,0,0,0,178,178,2990,2691,299,504,-175,679,0,0,0,0,0,22511,22511
1990:Q2,24541,313,375,-62,-578,806,-51,-2026,150,0,0,0,543,2098,-6,2104,12944,4473,770,664,7037,0,-6557,-6557,0,0,0,0,0,986,186,13,287,500,-1955,-1955,0,1668,1668,0,0,0,0,0,0,0,0,0,0,0,0,54,54,11240,10116,1124,-283,-75,-208,0,0,0,0,0,7102,7102
1990:Q3,22317,313,375,-62,1532,822,204,263,400,0,0,0,-157,-2537,-4,-2533,18294,7014,-3030,637,13673,0,-8409,-8409,0,0,0,0,0,538,20,15,185,318,-3300,-3300,0,2972,2972,0,0,0,0,0,0,0,0,0,0,0,0,833,833,-1232,-1109,-123,-1372,-882,-490,0,0,0,0,0,16574,16574
1990:Q4,50663,313,375,-62,-5507,658,-1039,-628,78,-120,0,0,-4456,982,-7,989,32546,14356,-430,727,17893,0,-783,-783,0,0,0,0,0,-341,-239,14,86,-202,2087,2087,0,9491,9491,0,0,0,0,0,0,0,0,0,0,0,0,2540,2540,4371,3934,437,946,1098,-152,0,0,0,0,0,3874,3874
1991:Q1,-32792,256,171,85,175,141,-157,1224,-68,0,0,0,-965,3344,-5,3349,2581,9473,-1440,558,-6010,0,-10099,-10099,0,0,0,0,0,-730,-137,17,-217,-393,-1942,-1942,0,-1489,-1489,0,0,0,0,0,0,0,0,0,0,0,0,-46,-46,-2689,-2420,-269,-904,-511,-393,0,0,0,0,0,-14076,-14076
1991:Q2,-5972,256,171,85,-1283,-52,-331,-604,-177,0,0,0,-119,603,-2,605,14337,2619,1640,708,9370,0,-12262,-12262,0,0,0,0,0,1840,49,78,1551,162,695,695,0,-2241,-2241,0,0,0,0,0,0,0,0,0,0,0,0,457,457,1486,1337,149,-1071,-1074,3,0,0,0,0,0,-7315,-7315
1991:Q3,11957,256,171,85,-3409,1170,-216,-702,398,0,0,0,-4059,1344,1,1343,13843,1565,-2900,545,14633,0,-10797,-10797,0,0,0,0,0,829,164,54,624,-13,7497,7497,0,11513,11513,0,0,0,0,0,0,0,0,0,0,0,0,772,772,-1340,-1206,-134,-268,-336,68,0,0,0,0,0,-8511,-8511
1991:Q4,36060,256,171,85,-416,990,-192,-1136,210,-30,0,0,-258,-256,-7,-249,26141,3415,1620,741,20365,0,-4880,-4880,0,0,0,0,0,1998,300,-15,698,1015,10007,10007,0,22827,22827,0,0,0,0,0,0,0,0,0,0,0,0,1296,1296,-1805,-1625,-181,121,123,-2,0,0,0,0,0,-17441,-17441
1992:Q1,-26373,407,375,32,32,271,-42,-183,39,0,0,0,-53,573,-4,577,-3281,4522,-1950,461,-6314,0,-2790,-2791,0,0,1,0,0,241,-323,-41,672,-67,-3839,-3839,0,-17007,-17007,0,0,0,0,0,0,0,0,0,0,0,0,-459,-459,-3211,-2890,-321,-227,-225,-2,0,0,0,0,0,6799,6799
1992:Q2,28720,407,375,32,-160,300,-63,-274,-50,0,0,0,-73,1119,-12,1131,14469,-36,4070,746,9689,0,584,581,0,0,3,0,0,207,1,58,88,60,5105,5105,0,8446,8446,0,0,0,0,0,0,0,0,0,0,0,0,1337,1337,2434,2191,243,-374,-406,32,0,0,0,0,0,-4560,-4560
1992:Q3,18942,407,375,32,120,200,-9,-191,-50,0,0,0,170,1509,-10,1519,15241,3362,-4290,641,15528,0,3299,3242,11,0,46,0,0,-409,121,8,77,-615,-492,-492,0,-51,-51,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-6299,-5669,-630,1470,1399,71,0,0,0,0,0,4844,4844
1992:Q4,32223,407,375,32,48,-34,33,30,-80,-30,0,0,129,2712,-15,2727,24782,7121,-4040,817,20884,0,-277,-269,35,0,-43,0,0,-262,13,2,486,-763,-2366,-2366,0,-1301,-1301,0,0,0,0,0,0,0,0,0,0,0,0,2055,2055,8185,7367,819,-522,-306,-216,0,0,0,0,0,-2209,-2209
1993:Q1,14739,704,530,174,-1322,-68,6,-99,-120,0,0,0,-1041,830,-10,840,-3295,5990,-1900,581,-7966,0,5089,5057,-1,0,33,0,0,-244,13,-87,-146,-23,6301,6301,0,15512,15512,0,0,0,0,0,0,0,0,0,0,0,0,4242,4242,-9880,-8892,-988,-392,-415,23,0,0,0,0,0,6,6
1993:Q2,31268,704,530,174,-747,-276,53,11,-137,0,0,0,-398,1005,-11,1016,20319,8835,1190,731,9563,0,7104,6877,79,0,148,0,0,72,11,60,252,-251,-727,-727,0,11465,11465,0,0,0,0,0,0,0,0,0,0,0,0,1863,1863,-4135,-3722,-414,470,429,41,0,0,0,0,0,-4773,-4773
1993:Q3,18559,704,530,174,-1114,-362,57,-19,-175,0,0,0,-615,1916,-8,1924,14205,2073,-3370,655,14847,0,6849,6800,84,0,-35,0,0,-99,-28,41,300,-412,8328,8328,0,-2867,-2867,0,0,0,0,0,0,0,0,0,0,0,0,-1129,-1129,-2888,-2599,-289,-462,-567,105,0,0,0,0,0,-3681,-3681
1993:Q4,33152,704,530,174,-7317,-3691,-1694,-2604,-280,0,0,0,952,2101,-9,2110,25275,3951,0,690,20634,0,4208,4083,26,0,99,0,0,851,68,31,958,-206,8747,8747,0,2653,2653,0,0,0,0,0,0,0,0,0,0,0,0,4744,4744,1041,937,104,-1481,-1543,62,0,0,0,0,0,-7324,-7324
1994:Q1,7417,1194,966,228,-6504,-1971,1584,-738,-4,-4790,0,0,-585,1531,-3,1534,-9079,2343,-3950,444,-7916,0,-2708,-2741,24,0,9,0,0,989,11,-9,844,143,910,910,0,4482,4482,0,0,0,0,0,0,0,0,0,0,0,0,3367,3367,4518,4066,452,-193,4,-197,0,0,0,0,0,9912,9912
1994:Q2,18573,1194,966,228,-1133,-567,165,187,86,0,0,0,-1004,2577,-2,2579,8860,812,-2120,743,9425,0,8078,8031,41,0,6,0,0,-924,14,90,-409,-618,-930,-930,0,-1761,-1761,0,0,0,0,0,0,0,0,0,0,0,0,-729,-729,5609,5048,561,474,492,-18,0,0,0,0,0,-2380,-2380
1994:Q3,20360,1194,966,228,617,491,27,63,443,0,0,0,-407,1959,1,1958,10903,1292,-5990,1091,14510,0,7685,7559,117,0,9,0,0,671,76,18,52,525,-3535,-3535,0,388,388,0,0,0,0,0,0,0,0,0,0,0,0,150,150,-614,-553,-61,-155,-134,-21,0,0,0,0,0,274,274
1994:Q4,54701,1194,966,228,8894,5265,2017,880,-129,0,0,0,861,1926,0,1926,20482,2702,-4770,927,21623,0,9703,9330,41,0,332,0,0,117,43,24,220,-170,2483,2483,0,325,325,0,0,0,0,0,0,0,0,0,0,0,0,1472,1472,16356,14720,1636,-196,-197,1,0,0,0,0,0,-6222,-6222
1995:Q1,-1345,1163,911,252,-115,-249,107,-320,109,0,0,0,238,1604,13,1591,-16243,780,-9710,1301,-8614,0,-5894,-5808,-78,0,-8,0,0,577,-21,-15,855,-242,-5201,-5201,0,5213,5213,0,0,0,0,0,0,0,0,0,0,0,0,1019,1019,10206,9185,1021,647,647,0,0,0,0,0,0,4592,4592
1995:Q2,21905,1163,911,252,-647,445,39,-1030,-37,0,0,0,-64,1827,13,1814,10124,1044,-1760,814,10026,0,538,532,-33,0,39,0,0,390,23,118,458,-209,-1108,-1108,0,2269,2269,0,0,0,0,0,0,0,0,0,0,0,0,1966,1966,6311,5680,631,-277,-277,0,0,0,0,0,0,-1012,-1012
1995:Q3,23720,1163,911,252,-205,-108,5,206,589,0,0,0,-897,2506,13,2493,7573,77,-7780,577,14699,0,1577,1567,23,0,-13,0,0,760,-49,76,1087,-355,8610,8610,0,2286,2286,0,0,0,0,0,0,0,0,0,0,0,0,1257,1257,-2466,-2219,-247,-307,-307,0,0,0,0,0,0,1617,1617
1995:Q4,30807,1163,911,252,-12548,-9756,-1931,-277,-523,0,0,0,-61,5273,13,5260,-2515,1194,-8910,486,4715,0,10153,10247,5,0,-99,0,0,-912,-67,32,1266,-2143,1241,1241,0,19877,19877,0,0,0,0,0,952,133,8,199,52,342,218,1675,1675,12637,11373,1264,351,345,6,0,0,0,0,0,-5187,-5187
1996:Q1,37747,1307,652,655,8092,8505,10,-181,133,0,0,0,-375,1801,5,1796,-2333,648,-7980,481,4518,0,-890,-1516,-22,0,648,0,0,839,-46,7,1350,-473,10517,10517,0,10608,10608,0,0,0,0,0,952,-14,8,199,51,342,366,582,582,1938,1744,194,-376,-507,131,0,0,0,0,0,4442,4442
1996:Q2,34302,1307,652,655,327,-777,157,-64,559,0,0,0,452,1254,4,1250,11840,-1976,1350,666,11800,0,13573,13557,-56,0,72,0,0,-110,-6,133,170,-407,741,741,0,-2779,-2779,0,0,0,0,0,952,-15,8,199,52,342,366,5377,5377,2179,1961,218,89,104,-15,0,0,0,0,0,77,77
1996:Q3,24728,1307,652,655,-1109,674,248,-1829,253,0,0,0,-455,3018,5,3013,11236,-118,-2160,376,13138,0,8345,8375,74,0,-104,0,0,-392,113,51,-538,-18,-2914,-2914,0,-807,-807,0,0,0,0,0,952,-15,8,199,51,341,368,-2627,-2627,-6700,-6030,-670,152,26,126,0,0,0,0,0,13267,13267
1996:Q4,78802,1307,652,655,-4682,921,-1074,1620,-5788,0,0,0,-361,-1616,5,-1621,32671,694,5600,773,25604,0,8078,7505,72,0,501,0,0,-54,-34,23,224,-267,7474,7474,0,37525,37525,0,0,0,0,0,952,1163,8,199,52,342,-812,4742,4742,5671,5104,567,343,356,-13,0,0,0,0,0,-13897,-13897
1997:Q1,-786,1358,703,655,4241,-1910,576,560,5391,0,0,0,-376,1369,0,1369,-7450,-1317,3500,222,-9855,0,-4725,-4873,-43,0,191,0,0,-206,-32,12,112,-298,6943,6943,0,-8675,-8675,0,0,0,0,0,2784,20,279,858,491,870,266,-4478,-4478,3331,2998,333,-403,-376,-27,0,0,0,0,0,4675,4675
1997:Q2,56882,1358,703,655,-1382,-75,-11,-948,-224,0,0,0,-124,1723,0,1723,11353,-2101,3150,801,9503,0,15723,15641,49,0,33,0,0,698,-84,113,633,35,9036,9036,0,17807,17807,0,0,0,0,0,2784,20,279,858,491,870,266,950,950,-5919,-5327,-592,-9,1,-10,0,0,0,0,0,1668,1668
1997:Q3,62991,1358,703,655,4562,-404,393,4873,521,0,0,0,-821,729,1,728,18863,-558,3940,-81,15562,0,9442,9354,42,0,46,0,0,198,48,78,131,-59,17057,17057,0,2885,2885,0,0,0,0,0,2784,20,279,859,491,870,265,-2319,-2319,5399,4859,540,-266,-184,-82,0,0,0,0,0,3436,3436
1997:Q4,109319,1358,703,655,-1524,-6,-574,-107,-548,0,0,0,-289,-745,0,-745,39832,1749,12220,772,25091,0,15979,15981,84,0,-86,0,0,-1722,-97,-126,-953,-546,3725,3725,0,17868,17868,0,0,0,0,0,2784,21,279,858,491,870,265,30222,30222,-3409,-3068,-341,652,718,-66,0,0,0,0,0,7482,7482
1998:Q1,63090,916,-2,918,396,657,-89,170,-15,0,0,0,-327,192,-3,195,3969,-69,15060,202,-11224,0,8102,7979,122,0,1,0,0,1195,-15,171,967,71,8887,8887,0,25464,25464,0,0,0,0,0,1399,12,395,566,392,-145,179,5571,5571,4995,4496,500,178,243,-65,0,0,0,0,0,5563,5563
1998:Q2,77384,916,-2,918,724,-939,-12,1554,108,0,0,0,13,1105,-4,1109,26604,-783,15830,494,11063,0,19196,19290,61,0,-155,0,0,-449,-35,3,-217,-200,11454,11454,0,14634,14634,0,0,0,0,0,2246,12,634,909,630,-232,293,-117,-117,6581,5923,658,-255,-255,0,0,0,0,0,0,-2628,-2628
1998:Q3,85668,916,-2,918,-1471,114,533,-1919,264,0,0,0,-463,586,-3,589,23314,-958,9460,68,14744,0,20572,19892,262,0,418,0,0,1482,-16,194,1306,-2,-2460,-2460,0,39221,39221,0,0,0,0,0,1444,12,407,585,405,-149,184,4003,4003,-2171,-1954,-217,12,12,0,0,0,0,0,0,288,288
1998:Q4,104478,916,-2,918,-2084,-224,-732,-663,-229,0,0,0,-236,-1356,-4,-1352,28701,-209,860,1415,26635,0,42531,41970,108,0,453,0,0,840,-33,44,877,-48,3708,3708,0,-6802,-6802,0,0,0,0,0,1496,12,423,605,420,-155,191,14363,14363,27420,24678,2742,1795,1780,15,0,0,0,0,0,-4218,-4218
1999:Q1,36262,2141,1277,864,-634,0,13,-13,0,0,0,0,-634,-4437,-4,-4433,-8958,-709,2160,-52,-10357,0,10561,9348,382,0,831,0,0,-365,96,-33,-261,-167,7885,7885,0,-4678,-4678,0,0,0,0,0,1262,97,39,389,428,13,296,746,746,13364,12028,1336,-526,-827,301,0,0,0,0,0,20981,20981
1999:Q2,57027,2141,1277,864,131,-325,-59,609,82,0,0,0,-176,-677,-4,-673,13485,-2829,5140,992,10182,0,29769,28665,339,0,765,0,0,-6,-38,133,184,-285,23179,23179,0,882,882,0,0,0,0,0,3365,98,105,1036,1144,34,948,-807,-807,8860,7974,886,616,510,106,0,0,0,0,0,-22626,-22626
1999:Q3,70245,2141,1277,864,771,390,629,-452,-36,0,0,0,240,340,-4,344,10466,-320,-4500,554,14732,0,36775,35798,694,0,283,0,0,517,3,80,415,19,2012,2012,0,18721,18721,0,0,0,0,0,2684,100,84,826,912,26,736,-2194,-2194,7442,6698,744,-2699,-2291,-408,0,0,0,0,0,-5696,-5696
1999:Q4,147631,2141,1277,864,-7298,-216,-898,-244,-1675,0,0,0,-4265,-115,-4,-111,26092,702,-2360,1185,26565,0,30451,30766,824,0,-1139,0,0,441,62,-59,435,3,42089,42089,0,42397,42397,0,0,0,0,0,2009,99,63,619,683,20,525,-1060,-1060,24503,22053,2450,1041,1042,-1,0,0,0,0,0,-15383,-15383
2000:Q1,147550,1941,1069,872,44,491,-241,-321,37,0,0,0,78,-420,-4,-416,-18958,-3908,-3860,-107,-11083,0,8554,9480,-734,0,-192,0,0,279,-128,-73,450,30,58545,58545,0,58512,58512,0,51,0,-160,211,5294,28,309,1248,1982,607,1120,5050,5050,27649,24884,2765,-716,-717,1,0,0,0,0,0,1255,1255
2000:Q2,29787,1941,1069,872,-895,-731,109,-433,59,0,0,0,101,892,-4,896,7817,-1698,-1520,656,10379,0,32310,32360,227,0,-277,0,0,736,-103,176,477,186,-16237,-20005,3768,-19644,-16901,-2743,0,0,-1389,1389,5279,28,308,1244,1976,605,1118,-7939,-7939,19139,17225,1914,2136,2137,-1,0,0,0,0,0,3960,3960
2000:Q3,13563,1941,1069,872,-864,-846,385,-87,234,0,0,0,-550,1469,-3,1472,5153,-2487,-7060,666,14034,0,-6774,-6962,277,0,-89,0,0,600,-40,131,432,76,3639,6403,-2764,22513,16559,5954,0,0,2200,-2200,4118,28,240,971,1542,472,865,-3092,-3092,22,20,2,-2248,-2330,82,0,0,0,0,0,-12346,-12346
2000:Q4,60540,1941,1069,872,-1034,-124,-184,-563,49,0,0,0,-212,783,-4,787,8284,2224,-2260,748,7572,0,8026,7952,257,0,-183,0,0,1526,-16,119,1370,53,-38739,-44922,6183,42509,54956,-12447,2216,0,-284,2500,3653,41,213,861,1367,419,752,13227,13227,14280,12852,1428,-118,-84,-34,0,0,0,0,0,4928,4928
2001:Q1,-21234,1692,1618,74,-2224,-348,-59,-1393,74,0,0,0,-498,1065,-10,1075,12978,1204,1860,1575,8339,0,6988,7750,-152,0,-610,0,0,66,-7,26,36,11,-39349,-32024,-7325,-5152,-24388,19236,753,0,312,441,920,213,198,-2194,2336,402,-35,3016,3016,-435,-392,-44,1076,1057,19,0,0,0,0,0,-2589,-2589
2001:Q2,53485,1692,1618,74,-1467,-564,-1170,-22,30,0,0,0,259,78,-9,87,13555,142,430,1342,11641,0,1192,957,212,0,23,0,0,1121,-31,246,934,-29,192,6040,-5848,11673,3694,7979,497,0,1554,-1057,1110,256,238,-2648,2819,486,-41,-952,-952,21634,19471,2163,-73,-49,-24,0,0,0,0,0,4123,4123
2001:Q3,162254,1692,1618,74,-245,-211,2859,-2348,-79,0,0,0,-466,1243,-9,1252,2868,-4826,-6960,1336,13318,0,9354,8089,379,0,886,0,0,242,-8,128,107,15,62087,60551,1536,89987,95198,-5211,-796,0,4575,-5371,597,138,128,-1424,1515,261,-21,10453,10453,-31851,-28666,-3185,-21,-118,97,0,0,0,0,0,18353,18353
2001:Q4,-86867,1692,1618,74,-3853,-104,-2891,-491,75,0,0,0,-442,-271,-10,-261,30350,1041,-110,1882,27537,0,7902,6448,1100,0,354,0,0,1394,-14,210,1175,23,-61705,-59142,-2563,-40900,-45156,4256,2657,0,-2829,5486,435,100,94,-1039,1106,190,-16,3203,3203,-5307,-4776,-531,-691,-632,-59,0,0,0,0,0,-21519,-21519
2002:Q1,-41504,4375,3004,1371,-283,-319,-99,452,270,0,0,0,-587,381,-13,394,-14321,1168,-5200,1744,-12033,0,-7789,-9003,598,0,616,0,0,211,-17,36,214,-22,-4370,-4353,-17,-14701,-14118,-583,150,0,-9351,9501,1785,32,231,105,1930,-275,-238,4374,4374,-5118,-4606,-512,138,148,-10,0,0,0,0,0,-6238,-6238
2002:Q2,-19461,4375,3004,1371,654,41,971,-74,85,0,0,0,-369,-109,-14,-95,11449,-284,1700,1199,8834,0,3937,3120,500,0,317,0,0,913,-89,271,924,-193,-21434,-22924,1490,-37084,-32529,-4555,891,0,3450,-2559,2155,39,279,127,2330,-333,-287,-1324,-1324,5326,4793,533,3,18,-15,0,0,0,0,0,10453,10453
2002:Q3,19075,4375,3004,1371,-150,-173,223,68,173,0,0,0,-441,392,-14,406,15712,-287,1540,3345,11114,0,11524,10234,785,0,505,0,0,-56,-6,79,-148,19,-20931,-16257,-4674,-1096,-4696,3600,-34,0,3543,-3577,1473,27,190,87,1593,-227,-197,-881,-881,-4997,-4497,-500,38,33,5,0,0,0,0,0,13779,13779
2002:Q4,36161,4375,3004,1371,-689,-454,-114,315,103,0,0,0,-539,399,-13,412,27829,204,9110,1901,16614,0,-487,-1220,91,0,642,0,0,603,194,143,505,-239,-1423,-3652,2229,-6443,-12481,6038,2776,0,-949,3725,3275,59,424,193,3541,-506,-436,4659,4659,8613,7752,861,745,738,7,0,0,0,0,0,-7867,-7867
2003:Q1,8910,1995,1770,225,15,-176,113,432,52,0,0,0,-406,-527,-15,-512,-21305,3090,-4570,2671,-22496,0,5853,4023,693,0,1137,0,0,-687,-34,-86,-567,0,11325,12656,-1331,13595,9852,3743,-13,0,239,-252,1181,76,128,-250,1403,30,-206,10856,10856,-2489,-2240,-249,-262,-367,105,0,0,0,0,0,-10875,-10875
2003:Q2,207144,1995,1770,225,-481,20,391,-175,-27,0,0,0,-690,326,-14,340,4738,1633,-8330,594,10841,0,9691,8914,398,0,379,0,0,-376,-37,217,-556,0,88930,84787,4143,95319,95001,318,154,0,-7681,7835,1151,74,124,-243,1367,30,-201,-10018,-10018,793,714,79,4053,30,4023,0,0,0,0,0,11121,11121
2003:Q3,-14821,1995,1770,225,-1031,-124,0,-226,86,0,0,0,-767,-510,-15,-495,35136,16745,7870,1019,9502,0,4249,2609,831,0,809,0,0,-348,-7,139,-480,0,-20846,-25236,4390,-18280,-17777,-503,59,0,9926,-9867,1116,72,121,-235,1326,28,-196,-3983,-3983,-11351,-10216,-1135,183,141,42,0,0,0,0,0,-929,-929
2003:Q4,1718,1995,1770,225,-111,-358,318,-90,-33,0,0,0,52,156,-14,170,32431,4764,820,27,26820,0,11407,10516,245,0,646,0,0,1346,-26,83,1289,0,-45110,-41421,-3689,-14922,-11578,-3344,-1141,0,-696,-445,1812,117,196,-382,2153,47,-319,2165,2165,10746,9671,1075,1010,746,264,0,0,0,0,0,-164,-164
2004:Q1,46844,2107,2302,-195,1324,-175,274,2187,69,0,0,0,-1031,-165,-13,-152,-27203,-20561,6520,621,-13783,0,14946,15714,-668,0,-100,0,0,453,3,-109,559,0,18282,8219,10063,27602,38902,-11300,-23,0,2372,-2395,5878,437,292,1485,2913,801,-50,-1713,-1713,17046,15341,1705,242,267,-25,0,0,0,0,0,-11431,-11431
2004:Q2,103978,2107,2302,-195,-1860,-237,-359,-848,59,0,0,0,-475,475,-13,488,15715,-249,5760,2155,8049,0,41438,39523,1219,0,696,0,0,-1194,-141,227,-1280,0,15727,14036,1691,22333,28649,-6316,-781,0,-2559,1778,11266,839,558,2848,5584,1536,-99,-1499,-1499,-5439,-4895,-544,-711,-695,-16,0,0,0,0,0,5856,5856
2004:Q3,-4263,2107,2302,-195,-1168,-210,260,24,55,0,0,0,-1297,824,-13,837,12988,-1298,-3260,2431,15115,0,-3801,-4058,231,0,26,0,0,-309,-140,282,-451,0,-6657,-3714,-2943,-9071,-8231,-840,-433,0,2144,-2577,9833,732,487,2485,4873,1341,-85,5245,5245,-16114,-14503,-1611,411,131,280,0,0,0,0,0,2305,2305
2004:Q4,190504,2107,2302,-195,-1137,-294,152,-380,135,0,0,0,-750,466,-13,479,35859,532,2470,304,32553,0,21551,17539,1519,0,2493,0,0,457,-68,134,390,0,54167,36561,17606,46844,57050,-10206,-316,0,-2264,1948,11087,826,549,2802,5495,1511,-96,-2013,-2013,14313,12882,1431,-2429,2156,-4585,0,0,0,0,0,9523,9523
2005:Q1,17462,-516,294,-810,-7683,-150,325,-5020,79,0,0,0,-2917,-566,-10,-556,10541,1546,18330,2220,-11555,0,2751,2855,384,1,-489,0,0,1066,0,-29,1095,0,2059,-1564,3623,-16137,-14339,-1798,301,0,1750,-1449,14205,581,900,2248,8055,1645,776,-619,-619,-3676,-3308,-368,-1214,-1055,-159,0,0,0,0,0,16938,16938
2005:Q2,110954,-516,294,-810,-648,-125,299,369,114,0,0,0,-1305,670,-10,680,36916,-2275,27730,2708,8753,0,33311,31954,786,2,569,0,0,1239,0,382,857,0,-2560,125,-2685,12647,6114,6533,-118,0,-10026,9908,17088,699,1082,2705,9689,1978,935,-8070,-8070,7742,6968,774,-667,-666,-1,0,0,0,0,0,13844,13844
