1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,4479991,725911,959605,2234883,1428061,189290,505953,111579,559592,4479991,4109159,2069895,815047,915931,283919,24367,174555,83264,0,0,0,5000,29795,33,56463,0,196277,4479991,742549,242922,93112,42493,241551,122471,3688343,0,2113090,131581,10086,79800,3047,216542,11804,144839,15345,0,272763,321090,21054,305573,1936,36878,2915,0,49099
1985:Q3,4621030,737262,994855,2303008,1477181,194964,522126,108737,585905,4621030,4241830,2158904,821712,929119,306560,25535,185819,89627,0,0,0,5300,35495,40,55357,0,193381,4621030,760696,236561,95597,43447,251120,133971,3808726,0,2165010,135356,10710,82900,3197,219111,11361,158741,15321,0,279785,343332,21644,318776,2014,38968,2500,0,51608
1985:Q4,4812899,765292,1068491,2368542,1526876,205915,541661,94090,610574,4812899,4405828,2248394,864685,933047,332882,26820,211359,92944,0,0,0,6085,33052,48,79230,0,195712,4812899,812257,253306,102580,43983,250671,161717,3944621,0,2215930,149941,11129,85100,3339,226166,14016,157936,15309,0,281721,367864,24580,335899,2865,50699,2127,0,56021
1986:Q1,4868045,766567,1078184,2416495,1557666,212974,554231,91624,606799,4868045,4463564,2274646,878671,951071,332234,26942,210583,91539,0,0,0,6200,31560,54,81230,0,193898,4868045,818220,255697,98623,43818,252813,167269,3992809,0,2228786,149321,11362,85700,3623,229364,13862,155533,15400,0,276912,394587,26020,344514,2977,52848,2000,0,57016
1986:Q2,5017920,777475,1120411,2492143,1616328,220862,565823,89130,627891,5017920,4605415,2340502,902550,972756,362557,27050,222750,99315,0,0,0,6489,41545,60,75341,0,189755,5017920,828626,250757,98555,45091,254307,179916,4124173,0,2266925,151399,11424,88500,3843,234865,12992,175169,15197,0,282496,429072,28721,365358,3123,52842,2247,0,65121
1986:Q3,5145666,776452,1141228,2578098,1683521,228838,579130,86609,649888,5145666,4725145,2426231,917434,988495,365986,26999,229671,103691,0,0,0,6056,46767,67,73090,0,190850,5145666,841180,254381,97793,46259,256635,186112,4228000,0,2289225,161692,11418,92800,4075,240325,12609,171641,15364,0,283494,475896,31176,376789,3173,55521,2802,0,76486
1986:Q4,5358198,833079,1203183,2655581,1730129,239394,601970,84088,666355,5358198,4919499,2513855,982938,1000195,395254,27257,248289,113540,0,0,0,5720,45700,71,83258,0,190410,5358198,868499,269635,100233,44676,257450,196505,4412082,0,2371149,177485,11443,96400,4348,247897,11255,186682,15550,0,288715,531591,17898,387551,2864,57429,3825,0,77617
1987:Q1,5390968,807617,1201399,2737635,1770490,245492,639606,82047,644317,5390968,4965466,2516583,1002056,1016512,403249,27066,232988,111829,0,0,0,5000,40011,80,76068,0,192514,5390968,874002,273617,98104,42950,251405,207926,4441369,0,2363007,180019,11472,96700,4444,249454,10096,183583,15333,0,282422,575435,20275,388153,2979,53567,4430,0,75597
1987:Q2,5543685,813921,1239606,2829845,1843953,250241,655668,79983,660313,5543685,5112795,2609062,1028256,1031022,419280,25175,240729,120184,0,0,0,4970,40238,89,75248,0,190161,5543685,881919,275079,100580,40438,248123,217699,4582049,0,2413860,189443,11464,101300,4750,253917,9308,189634,15228,0,288253,615142,24032,401325,2969,56889,4535,0,79717
1987:Q3,5670132,822633,1268389,2899473,1898660,254693,668224,77896,679637,5670132,5240952,2686665,1046045,1044727,438167,25348,244868,126135,0,0,0,4970,35257,98,78408,0,184312,5670132,882486,276956,102614,38352,242261,222303,4705219,0,2462354,194886,11460,107400,4868,257940,8725,203568,15408,0,294947,647084,30073,399930,3121,59395,4060,0,82427
1987:Q4,5808187,833548,1318035,2957964,1928861,258744,694549,75810,698640,5808187,5380722,2740684,1085339,1064863,464938,24898,237603,139326,0,0,0,4970,32997,106,60204,0,189862,5808187,911814,288410,109168,37909,242290,234037,4818301,0,2494648,205779,11495,110900,4994,270646,8205,218191,15331,0,307313,669394,31454,420232,3356,41797,4566,0,78072
1988:Q1,5896054,833998,1340835,3027489,1975292,268754,708871,74572,693732,5896054,5477935,2784996,1115255,1083586,469908,24190,232435,135723,0,0,0,4970,27940,120,63682,0,185684,5896054,926144,295867,110363,40185,240813,238916,4877803,0,2529591,205478,11668,112600,5139,274258,9614,214548,15448,0,307317,677841,33194,430686,3502,40625,6294,0,92107
1988:Q2,6052629,856082,1370077,3116342,2045358,266426,731225,73333,710128,6052629,5623626,2869983,1138667,1109191,482485,23300,243553,141018,0,0,0,4970,33100,141,64324,0,185450,6052629,944040,300460,116456,43716,239754,243654,5014414,0,2587899,217140,11930,117200,5269,279520,11269,221773,15637,0,316628,695315,34999,449132,3521,41231,5951,0,94175
1988:Q3,6167280,856220,1394867,3190355,2106338,269771,742165,72081,725838,6167280,5741447,2949512,1143547,1133922,499466,15000,247051,147587,0,0,0,4970,31072,147,63275,0,178782,6167280,948070,303954,121849,47078,230621,244568,5117249,0,2628606,218175,12218,122900,5406,284908,13983,235457,15586,0,323781,721137,37509,445765,3781,42131,5906,0,101961
1988:Q4,6326610,878153,1426173,3277078,2163251,275085,767913,70829,745206,6326610,5890352,3022530,1186962,1149256,522604,9000,260903,158770,0,0,0,4970,32790,217,64156,0,175355,6326610,955739,307509,133407,47846,216820,250157,5270892,0,2685561,230121,12467,126400,5574,293500,16666,252610,15603,0,334248,745287,40454,460374,4182,43506,4339,0,99979
1989:Q1,6415988,879053,1451453,3332288,2197391,280374,784203,70320,753193,6415988,5980331,3063500,1222755,1160370,524329,9376,265586,169839,0,0,0,4970,24436,269,66072,0,170070,6415988,948327,312964,121774,46631,212314,254644,5353885,0,2702806,230442,12641,127500,5779,298252,17630,248542,15132,0,345213,770459,77051,453266,4055,39338,5779,0,113775
1989:Q2,6555519,893804,1490014,3402085,2255839,285545,790897,69804,769617,6555519,6118351,3147540,1250365,1175608,535434,9403,273718,167665,0,0,0,4970,26391,277,74415,0,163451,6555519,956056,323035,120052,43064,211819,258086,5478262,0,2755189,231989,12701,131200,6027,304234,19272,256934,15118,0,345959,794482,79824,471586,4022,44641,5085,0,121201
1989:Q3,6647121,900086,1484600,3478228,2322095,286378,800472,69283,784207,6647121,6228892,3226784,1252171,1187455,553681,8801,257840,157118,0,0,0,4970,28259,281,67212,0,160389,6647121,948078,320107,117893,39090,209025,261963,5580437,0,2781835,239402,12862,135300,6270,310251,21079,270436,15295,0,338967,827012,79207,487127,3948,44294,7152,0,118606
1989:Q4,6797784,926864,1532658,3528976,2370023,287571,802621,68761,809285,6797784,6377884,3303304,1284119,1197882,583809,8770,263461,148319,0,0,0,4970,33610,286,76276,0,156438,6797784,976240,341485,122567,35146,208811,268231,5699197,0,2789346,250726,13336,136500,6460,318315,23294,289128,15299,0,334500,869549,102003,498315,4028,42540,5857,0,122347
1990:Q1,6904987,909468,1579912,3623288,2450635,291160,813010,68483,792320,6904987,6512727,3368918,1316096,1201249,617444,9020,242008,139523,0,0,0,4970,26391,291,70833,0,150253,6904987,1017406,378576,116808,33520,218803,269699,5742724,0,2800539,243854,14223,135300,6615,328413,23310,284447,15181,0,328954,905165,104619,499774,3992,41977,6361,0,144858
1990:Q2,7006373,916530,1603140,3687991,2517657,285197,816936,68202,798712,7006373,6616706,3438381,1336469,1202302,630385,9170,240429,133466,0,0,0,4970,30129,296,71568,0,149238,7006373,1038365,387586,117459,32654,228962,271703,5816049,0,2790706,250501,15623,136900,6752,335300,24179,292148,15243,0,321586,944198,116974,515862,3977,40022,6078,0,151960
1990:Q3,7087989,906298,1625457,3743932,2567754,287536,820726,67917,812302,7087989,6705973,3498606,1346388,1202731,648678,9570,236125,125375,0,0,0,4970,31624,301,73855,0,145891,7087989,1064134,400623,117528,32004,244130,269849,5855321,0,2773979,249054,16924,140000,6849,334110,24614,306458,15311,0,316029,978533,126610,521458,3965,36722,4706,0,168534
1990:Q4,7195088,908755,1676227,3785715,2607360,288098,822624,67633,824391,7195088,6808801,3560532,1359440,1197957,681224,9648,245490,124390,0,0,0,4850,35208,306,80736,0,140797,7195088,1095695,427160,123893,31052,242554,271035,5926986,0,2737407,265006,17515,141300,6885,337140,24901,325078,16061,0,320221,1019861,147022,520401,3727,38809,5652,0,172408
1991:Q1,7165283,892617,1640874,3829585,2642100,289653,830244,67588,802207,7165283,6799718,3584527,1330702,1191103,683806,9580,228534,113898,0,0,0,4850,29471,311,80004,0,137031,7165283,1104234,436526,117349,29581,249824,270955,5902717,0,2688552,267210,17398,137900,6859,341745,23391,319626,16562,0,313296,1050307,158566,516147,3543,36867,4748,0,158332
1991:Q2,7210040,879689,1634902,3894144,2701075,290916,834611,67542,801306,7210040,6858040,3646416,1309833,1194246,698142,9403,220221,101798,0,0,0,4850,33098,316,80159,0,131780,7210040,1114670,439011,117062,28256,257209,273133,5944353,0,2657595,273566,16576,139400,6766,345135,21380,329704,16322,0,306195,1085984,178356,522590,3546,37562,3677,0,151017
1991:Q3,7215400,869066,1646859,3896975,2723333,283382,822764,67496,802500,7215400,6865317,3684477,1280716,1178338,711985,9801,221707,90988,0,0,0,4850,33957,324,91588,0,128376,7215400,1125714,452991,118397,26934,256317,271075,5947181,0,2595821,284065,15648,142000,6640,344985,19993,344882,16675,0,296709,1123313,201294,503208,3480,45059,3409,0,142506
1991:Q4,7300301,864590,1682876,3937253,2775228,284847,809729,67450,815581,7300301,6926471,3765718,1242872,1169744,738126,10011,244734,87123,0,0,0,4820,34844,350,117597,0,129095,7300301,1153241,477762,125559,26024,250433,273463,6021995,0,2570426,297387,15209,143100,6511,334144,18226,365988,16886,0,299511,1156489,222847,513283,3391,55066,3530,0,125065
1992:Q1,7272156,854624,1656503,3967676,2814898,284670,800552,67557,793353,7272156,6923636,3783864,1232427,1162451,734845,10050,219988,84265,0,0,1,4820,30709,382,99811,0,128532,7272156,1134537,464225,118789,25359,254660,271504,6005755,0,2530789,289949,15414,140500,6388,333728,17243,360135,16173,0,305812,1179728,238385,513678,3304,51227,3303,0,131864
1992:Q2,7318437,851213,1685223,3989669,2846334,280821,794851,67663,792332,7318437,6957109,3825583,1214014,1158199,749312,10000,231213,84906,0,0,4,4820,32545,393,108545,0,130115,7318437,1141917,471484,120157,24769,249752,275755,6049216,0,2501082,295528,15658,142000,6267,330827,16074,370570,17066,0,311807,1218988,255733,504665,3690,56332,2929,0,127304
1992:Q3,7379140,845221,1704165,4027821,2899641,277326,783083,67771,801933,7379140,7015197,3892626,1198019,1150049,764553,9950,236850,87533,11,0,50,4820,34446,416,109574,0,127093,7379140,1133682,473610,121215,24858,242672,271327,6113310,0,2492972,292755,15924,143500,6113,326971,15422,386739,16306,0,322300,1243647,278703,507927,3791,55840,4399,0,132148
1992:Q4,7452143,843691,1736364,4047320,2942617,271664,765161,67879,824769,7452143,7086864,3964185,1180053,1143421,789335,9870,241672,86501,46,0,7,4790,39138,262,110928,0,123608,7452143,1138074,477652,129577,25169,238467,267209,6184130,0,2477061,296913,16175,145500,5889,322524,14546,408440,16453,0,335241,1272047,297932,513802,4256,53474,3877,0,129939
1993:Q1,7430862,824221,1751102,4048277,2952698,269563,758000,68016,807262,7430862,7055694,3969522,1158934,1131448,786040,9750,257584,91535,45,0,40,4790,36731,252,124191,0,117584,7430862,1144588,497853,125173,23509,232705,265348,6156329,0,2451386,283095,16380,146000,5588,320994,14654,401055,15645,0,345734,1299796,307615,480719,4408,59775,3485,0,129945
1993:Q2,7527045,835263,1782370,4090750,3006984,266732,748880,68154,818662,7527045,7124965,4034610,1143392,1130991,806359,9613,286578,98161,124,0,188,4790,42592,251,140472,0,115502,7527045,1154128,516792,124374,22990,226439,263533,6247745,0,2485177,281766,16552,150500,5192,319834,14330,411349,14506,0,371051,1301300,319535,488975,4675,59048,3955,0,125172
1993:Q3,7610948,831153,1800929,4136198,3059398,265452,743056,68293,842668,7610948,7202311,4119643,1126564,1126103,820563,9438,296546,104549,208,0,153,4790,47704,247,138895,0,112091,7610948,1142827,514599,124449,22629,222099,259051,6346630,0,2508775,273842,16714,154300,4792,317087,14824,426851,15055,0,388852,1330555,333955,485212,4947,67376,3493,0,121491
1993:Q4,7740572,842563,1834123,4177717,3101618,268532,739135,68433,886169,7740572,7319281,4212587,1128234,1123465,845837,9158,308936,108426,234,0,252,4790,50201,249,144784,0,112355,7740572,1145585,519813,133060,21850,212905,257958,6480820,0,2557430,273239,16901,157600,4472,309994,12984,448175,14529,0,402982,1356766,354241,488311,5062,76123,2012,0,114167
1994:Q1,7778827,846281,1847890,4200781,3133136,268405,730442,68797,883876,7778827,7368594,4243513,1156913,1122256,836758,9154,301205,105828,258,0,261,0,43690,294,150874,0,109028,7778827,1131668,525830,129120,20829,202282,253607,6516730,0,2546456,270273,17216,159100,4303,308253,12547,440703,14637,0,407861,1399296,366792,484311,6130,77033,1819,0,130429
1994:Q2,7890842,856309,1866462,4249490,3180691,269592,730041,69166,918580,7890842,7485824,4327253,1174281,1129433,845618,9240,296166,113241,299,0,267,0,37894,343,144122,0,108851,7890842,1131193,523942,132123,22635,200803,251690,6631600,0,2595033,266382,17643,166900,4134,308863,12563,450871,14941,0,416559,1432417,373561,485995,7341,76103,2293,0,128049
1994:Q3,8015715,868464,1886822,4300476,3231431,269472,730034,69539,959953,8015715,7607884,4415268,1190882,1135530,856521,9683,300251,121325,416,0,276,0,37098,399,140737,0,107580,8015715,1132278,524657,134907,22891,202692,247131,6755113,0,2649483,269821,18399,174700,3964,308712,12561,466472,15024,0,425019,1454933,382756,490130,8434,72568,2138,0,128323
1994:Q4,8201428,896316,1941676,4342268,3279108,269282,723966,69912,1021168,8201428,7778163,4534113,1218687,1138806,877003,9554,313920,130485,457,0,608,0,38902,422,143046,0,109345,8201428,1155426,526345,147702,23800,213698,243881,6923900,0,2718740,279211,20134,181700,3795,309689,7795,489022,15199,0,433717,1472405,394229,512680,8592,75051,1942,0,122101
1995:Q1,8266048,926023,1940331,4375149,3307245,268253,729293,70358,1024546,8266048,7847373,4561849,1267356,1147745,860760,9663,308278,124435,379,0,600,0,37095,399,145370,0,110398,8266048,1143642,531445,141113,23022,212505,235557,6995713,0,2769464,284505,20543,184400,3550,311210,7991,481709,15397,0,428117,1480246,405147,521855,9140,69850,2589,0,126693
1995:Q2,8423281,967727,1962236,4430192,3357165,270503,731714,70810,1063126,8423281,7989149,4651547,1296470,1160622,870884,9626,320685,124758,346,0,639,0,42302,345,152295,0,113447,8423281,1141592,533829,142276,22669,207609,235209,7156008,0,2836724,296922,21356,189800,3306,313397,8188,492549,15558,0,430996,1499398,423657,543529,9573,68742,2312,0,125681
1995:Q3,8571726,984805,1985955,4491366,3413969,271678,734454,71266,1109599,8571726,8133263,4763934,1306643,1174014,878457,10215,326018,125970,369,0,626,0,43235,314,155504,0,112444,8571726,1131514,535264,140363,22104,206176,227608,7312913,0,2888294,300348,21864,194700,3050,318080,8384,507825,15746,0,438675,1527030,450002,549456,10102,77352,2005,0,127298
1995:Q4,8736212,1006065,2033202,4528785,3446997,275296,734769,71723,1168160,8736212,8271652,4857024,1343829,1185165,875942,9692,350143,134074,374,0,527,0,41643,352,173173,0,114417,8736212,1137493,555829,147235,21747,193015,219667,7476608,0,2918874,304602,22851,198400,2816,321984,8581,513026,15938,10170,450734,1570731,484396,559218,9858,81146,2356,927,122111
1996:Q1,8844949,1011828,2070949,4599965,3509533,276167,741871,72394,1162207,8844949,8359586,4924718,1352927,1198507,873609,9825,369605,132085,352,0,1175,0,50491,390,185112,0,115757,8844949,1137637,566452,137542,21349,200037,212257,7580759,0,2938127,307181,23732,199501,2571,323371,8776,518025,16126,10369,445273,1600095,506287,576314,9732,92005,1980,1293,126553
1996:Q2,9010962,1036287,2105250,4672846,3569098,279414,751269,73065,1196579,9010962,8514329,5021688,1376514,1220295,885448,10384,377482,145235,296,0,1247,0,49991,443,180270,0,119151,9010962,1129044,560962,131713,20789,201437,214143,7755288,0,2988689,314950,24323,207401,2567,324477,8971,530491,16324,10568,458416,1643705,538880,579247,9463,93088,2069,1659,126630
1996:Q3,9167522,1066630,2129978,4741067,3633992,281819,751512,73744,1229847,9167522,8666044,5117113,1400680,1240931,896683,10637,382021,153592,370,0,1143,0,48332,507,178077,0,119457,9167522,1121447,559257,127089,20600,201427,213074,7906178,0,3050506,325546,24781,214024,2539,322897,9169,544005,16526,10767,464461,1679364,558810,578707,9313,90515,2221,2027,139897
1996:Q4,9380179,1087214,2210149,4808938,3683264,287628,763624,74422,1273878,9380179,8819855,5214108,1413320,1258226,929352,4849,438254,160830,442,0,1644,0,54118,543,220677,0,122069,9380179,1174227,599132,135609,20386,198632,220468,8079952,0,3097394,333791,24853,220073,2431,321198,9297,570382,16734,10966,473180,1711708,589198,586313,10323,98331,2564,1215,126000
1997:Q1,9452691,1126176,2209363,4862978,3728933,287872,770742,75431,1254175,9452691,8907496,5253010,1443277,1279069,921900,10240,422443,155659,399,0,1835,0,50732,590,213228,0,122752,9452691,1171139,588506,134511,19688,203688,224746,8150877,0,3122974,338948,24948,221324,2509,321217,9560,560749,16946,11824,463604,1740359,600744,594177,11208,106144,2161,1481,130675
1997:Q2,9649411,1165924,2266244,4939205,3783521,291915,787318,76451,1278038,9649411,9063967,5344523,1469281,1306894,933253,10016,458184,171335,448,0,1868,0,52354,769,231410,0,127260,9649411,1196112,603756,139461,19416,204469,229010,8320956,0,3200074,348288,25329,228192,2392,323876,9835,571053,17160,12682,476732,1762521,620750,589057,13066,116050,2152,1747,132343
1997:Q3,9860649,1174078,2329235,5051531,3876180,294127,803742,77482,1305805,9860649,9258756,5462915,1499607,1333581,952116,10537,475746,180630,490,0,1914,0,56494,817,235401,0,126147,9860649,1216677,605729,146985,19037,210946,233980,8508193,0,3247545,339607,25851,234437,2384,322789,10140,586534,17382,13541,484808,1791088,658519,621287,14406,133977,1886,2012,135779
1997:Q4,10125540,1221155,2438706,5121515,3918025,299568,825408,78514,1344165,10125540,9489231,5555136,1569382,1362776,991948,9989,505960,196065,574,0,1828,0,52555,1233,253705,0,130349,10125540,1272494,624625,169999,18743,211817,247310,8709785,0,3304916,347524,26287,238438,2246,323407,10094,612397,17607,14399,499668,1826294,725296,600265,17560,138572,2538,2277,143261
1998:Q1,10280375,1243727,2501795,5210810,3986575,306182,838408,79645,1324043,10280375,9608186,5606102,1593061,1403132,995917,9974,541432,204115,696,0,1829,0,51089,1605,282098,0,130757,10280375,1309850,648705,161451,20632,215622,263440,8821701,0,3339322,341524,26606,238426,2219,323573,10125,601375,18673,14965,508050,1847555,769676,607503,19623,147314,2716,2456,148824
1998:Q2,10568604,1292637,2579179,5329044,4077342,313510,857404,80788,1367744,10568604,9855809,5740462,1627755,1454989,1022521,10082,582256,223205,757,0,1674,0,56968,1837,297815,0,130539,10568604,1340033,661175,157381,22521,218417,280539,9082375,0,3390894,341832,27573,244230,2176,326804,10170,612932,20681,15874,525215,1909389,845243,623131,22485,158536,2461,2749,146196
1998:Q3,10840911,1323214,2664847,5452132,4168997,322042,879149,81944,1400718,10840911,10080017,5854782,1669506,1499548,1045835,10346,630279,243095,1019,0,2092,0,50745,2344,330984,0,130615,10840911,1385956,698189,153309,24411,220117,289930,9308471,0,3441939,344239,28224,248774,1919,327517,10312,627744,21499,16459,548867,1976247,891210,639574,22614,155927,2473,2933,146484
1998:Q4,11176544,1356130,2769478,5609664,4276380,335436,914748,83100,1441272,11176544,10381016,5998849,1752049,1545465,1074536,10117,664022,285017,1127,0,2545,0,49534,2353,323446,0,131506,11176544,1389605,693694,153578,26299,217921,298113,9644673,0,3546750,334214,28631,252283,1970,333446,9887,655794,22410,17064,599562,2018969,952357,685154,19310,159480,4268,3124,142266
1999:Q1,11346868,1363685,2805740,5735044,4366339,345166,939426,84113,1442398,11346868,10553026,6082508,1803974,1590849,1065578,10117,663149,294198,1509,0,3376,0,45292,2011,316763,0,130692,11346868,1384197,692364,143438,25863,221104,301428,9799424,0,3564071,315326,27984,254478,1922,334269,10340,645385,22793,17453,607296,2113010,987798,704706,18052,167378,3742,3420,163247
1999:Q2,11588999,1380557,2862767,5874094,4474911,351634,962413,85136,1471581,11588999,10762036,6234619,1806802,1631353,1079063,10199,698666,322578,1848,0,4141,0,47289,1988,320822,0,128297,11588999,1386296,694126,136467,25271,223412,307020,10062082,0,3617762,298539,29355,261883,1949,339544,10794,656559,23968,18489,638404,2183642,1034457,729760,17660,190591,4358,4368,140621
1999:Q3,11928212,1408060,2933012,6075245,4606935,362255,1019884,86171,1511895,11928212,11044700,6392232,1868596,1684180,1089529,10163,753380,358395,2542,0,4424,0,50156,1909,335954,0,130132,11928212,1434090,716549,128792,24679,261186,302884,10359197,0,3716616,301310,29970,271383,2001,341682,11247,671845,23855,19315,679872,2247217,1075997,749829,17666,192629,1659,5104,134925
1999:Q4,12305493,1454482,3080833,6216556,4701746,376148,1051456,87206,1553622,12305493,11334533,6559969,1907721,1742734,1115621,8488,841333,389164,3366,0,3285,0,60115,2332,383071,0,129627,12305493,1471089,763459,124706,24087,255594,303243,10714862,0,3855036,305981,30915,278938,1969,346582,11700,699595,25687,19934,708186,2293531,1085526,792034,16181,234738,2700,5629,119542
2000:Q1,12564362,1474740,3215468,6320389,4772940,382921,1077939,86589,1553765,12564362,11523590,6665269,1966397,1786736,1096663,8525,913699,398674,2632,0,3093,0,54342,1453,444454,9051,127073,12564362,1475335,771675,120931,23924,259021,299784,10941536,0,3937112,302412,32327,283316,2601,344798,11913,688405,24300,21182,716575,2323499,1101233,827819,12370,299730,1984,9960,147491
2000:Q2,12851313,1521820,3245255,6482467,4897127,391340,1108028,85972,1601771,12851313,11788467,6806814,2018334,1850255,1104480,8584,934494,431220,2859,0,2816,0,61700,645,426203,9051,128352,12851313,1460191,755264,123662,23760,260012,297493,11242414,0,4080159,304880,33391,295105,1905,349242,12002,699440,24741,22426,758133,2356632,1122604,870291,12167,282709,4120,12467,148708
2000:Q3,13092661,1533766,3258818,6633004,5021227,396659,1129770,85348,1667073,13092661,12011298,6990371,2014537,1887939,1109633,8818,951930,424334,3136,0,2727,0,64745,734,447203,9051,129433,13092661,1472027,771472,124365,23597,262017,290576,11478318,0,4160568,305957,34451,304018,1737,353054,12046,714140,21781,23397,760526,2415895,1157377,899402,11945,289020,1872,11132,142316
2000:Q4,13398106,1564226,3319358,6773256,5125483,405432,1157617,84724,1741267,13398106,12255335,7124842,2065067,1938642,1117917,8867,1008973,432339,3393,0,2544,0,63764,1814,493852,11267,133799,13398106,1534999,830815,130954,23434,262524,287272,11728310,0,4208387,323423,33883,309297,1699,355206,11934,722460,22122,24258,778844,2493245,1236868,928526,11605,250416,1754,14384,134797
2001:Q1,13459478,1554556,3298124,6857075,5222334,410213,1138863,85665,1749724,13459478,12320993,7179763,2026186,1975208,1130895,8941,1008953,440100,3241,0,1934,0,70262,1016,480380,12020,129533,13459478,1513693,811091,125408,24276,264419,288499,11794341,0,4235754,322897,34624,309450,1709,355531,10245,732374,21862,22064,790170,2535824,1241794,938904,11739,211781,2830,14790,151444
2001:Q2,13732391,1532871,3351608,7063663,5394405,421540,1161101,86617,1784249,13732391,12580179,7379207,2025778,2021773,1144450,8971,1024203,441028,3453,0,1957,0,76713,1137,487398,12517,128009,13732391,1522065,818294,123428,25115,265130,290098,12046780,0,4278129,309327,36015,317906,1742,357959,10082,745357,20503,19416,802941,2637390,1282426,985730,11395,214013,2757,13692,163546
2001:Q3,14123375,1524423,3513862,7270739,5554045,430888,1198227,87579,1814351,14123375,12870328,7631013,2024692,2058413,1147318,8892,1126165,449132,3832,0,2843,0,76020,1272,581345,11721,126882,14123375,1607615,911971,120659,25956,268107,280922,12339072,0,4289482,307980,36524,326486,1786,361092,9949,760011,20944,17992,819802,2760457,1344337,978106,12152,280936,2736,8300,176688
2001:Q4,14264381,1488998,3426995,7456561,5678531,447040,1242449,88541,1891827,14264381,13044049,7754287,2000710,2102417,1177668,8967,1094840,455603,4932,0,3197,0,84305,1998,530427,14378,125492,14264381,1570779,870871,125048,26797,266422,281641,12534177,0,4329699,304009,41681,330837,1954,364803,9750,789430,20984,16953,842760,2831784,1426171,978378,12577,216592,2045,13770,159425
2002:Q1,14372193,1476906,3385491,7626280,5826000,453267,1256775,90238,1883516,14372193,13174359,7882496,1981173,2138106,1163347,9237,1071592,446578,5530,0,3813,0,82801,2066,516276,14528,126242,14372193,1555975,864126,120599,26639,269725,274886,12663614,0,4299071,314065,41613,333719,1956,366042,10346,779141,20925,17058,842375,2956420,1463386,977035,12650,202596,2183,23033,152604
2002:Q2,14581074,1443434,3366030,7853966,6013893,463602,1284517,91954,1917644,14581074,13399055,8065019,1968970,2180948,1174796,9322,1054673,449505,6030,0,4130,0,94207,2380,483002,15419,127346,14581074,1530715,837048,121853,26482,270390,274942,12891857,0,4347767,302887,42099,343279,1979,367896,10320,789174,20785,17185,860516,3042612,1514148,1009533,15025,184279,2186,20187,158502
2002:Q3,14859315,1423203,3385105,8099399,6222906,470695,1312110,93688,1951608,14859315,13677104,8281548,1976004,2219549,1190508,9495,1056545,459758,6815,0,4635,0,95252,2478,472222,15385,125666,14859315,1535996,838291,123389,26326,273839,274151,13147438,0,4477675,290519,43093,351298,1982,369160,10386,803633,21458,17272,888462,3085197,1534700,1048873,18429,166664,2224,16413,175881
2002:Q4,15187068,1403374,3421266,8365420,6434852,487328,1347817,95423,1997008,15187068,14004984,8519749,1997530,2259770,1218337,9598,1056912,458299,6906,0,5277,0,101111,3043,464115,18161,125172,15187068,1545052,832222,128994,26167,274407,283262,13467964,0,4586512,285548,39003,355187,2066,374300,10337,822148,21863,17465,908809,3158603,1594147,1082041,23478,163786,2969,19702,174052
2003:Q1,15365506,1379469,3430177,8566737,6605708,497980,1370643,92406,1989123,15365506,14167007,8702292,1981829,2276204,1197032,9650,1075928,462322,7599,0,6414,0,96755,3243,481447,18148,122571,15365506,1554612,848244,126924,26196,274624,278624,13643974,0,4637747,275734,39845,356314,2072,375094,10267,802323,20230,17215,937518,3230475,1640494,1079190,22125,175380,2707,19244,166920
2003:Q2,15884859,1369351,3637320,8856258,6847633,515571,1403699,89355,2021930,15884859,14558737,9084582,1966937,2295825,1201770,9623,1205292,471236,7997,0,6793,0,111156,2098,587710,18302,120830,15884859,1647101,948568,127428,26226,273290,271589,14059399,0,4760765,267303,40872,367006,2015,378932,10097,813758,22796,16972,976853,3292961,1660146,1129391,29235,256659,6760,26878,178359
2003:Q3,16166187,1346604,3622500,9137408,7077085,534339,1439713,86271,2059675,16166187,14853619,9337169,1956542,2313293,1236906,9709,1192270,473845,8828,0,7602,0,111522,3069,569043,18361,120298,16166187,1660524,949796,128911,26256,272989,282572,14328736,0,4850532,251632,42035,379881,2008,381638,10132,824279,24904,16737,1011836,3375161,1679616,1172848,35972,245767,6943,16815,176927
