1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q1,32860773,4241391,7456986,16995177,11785447,1792950,3119353,297427,4167219,32860773,30172415,16688981,4268576,6596980,2595617,22261,1915409,225563,40286,9347,115327,0,175440,2553,1064100,282793,772949,32860773,3904117,1379009,121775,52911,1965425,384997,28059863,58723,10033713,768572,40388,1198000,24341,833963,24614,2266843,7463,104573,6899872,2431388,1043320,1042653,232379,779482,121170,148406,896793
2021:Q2,33886147,4192194,7740975,17567793,12272039,1833517,3155883,306353,4385185,33886147,31119552,17406073,4427057,6661670,2602490,22262,2069839,203055,39160,8360,111647,0,320755,2381,1097246,287235,696756,33886147,3945689,1401599,123719,52472,1979933,387966,29025638,86161,10055868,767044,39468,1223100,25536,845067,24895,2282594,7143,121644,7075723,2459586,1055480,1628918,248532,821352,129590,127937,914820
2021:Q3,34395996,4141421,7885684,17908704,12522516,1864976,3205835,315376,4460187,34395996,31553183,17752963,4480493,6713196,2584332,22199,2103572,186772,39429,7472,110216,0,313697,2484,1160614,282888,739241,34395996,4076311,1447561,125895,52033,2056666,394156,29326605,65060,10116950,796511,38075,1251800,26445,863061,25176,2272960,6837,131312,7233063,2474651,1097687,1609649,269874,818668,125062,103764,993080
2021:Q4,35400493,4344827,8176274,18330862,12787265,1917774,3301422,324400,4548530,35400493,32482512,18140490,4702927,6889372,2727161,22562,2115381,173712,40711,6977,113643,0,299449,3373,1182095,295421,802600,35400493,4152507,1467251,149032,51594,2105930,378700,30210777,42154,10437918,869860,37199,1286200,27674,881613,25457,2434650,6811,144180,7423932,2501812,1162836,1571243,287674,840033,130224,99307,1037209
2022:Q1,36211117,4492967,8550839,18590329,12940018,1959851,3363495,326964,4576982,36211117,33134526,18326766,5005534,7009175,2770366,22684,2247231,199004,42333,6300,125068,0,252737,3083,1311746,306960,829360,36211117,4339335,1573265,150539,52754,2173631,389146,30788671,34083,10535326,897286,37199,1328300,29587,903405,25615,2466257,6765,164787,7661187,2534783,1185403,1568421,290922,855467,150519,113359,1083111
2022:Q2,37060127,4699303,8664267,19002419,13214958,2004022,3453881,329557,4694138,37060127,33872216,18677976,5240356,7133818,2797292,22774,2309434,321827,59926,5752,132447,0,238396,3747,1264590,282749,878477,37060127,4343832,1534751,162437,53905,2211740,380999,31626635,28421,10957689,939993,37567,1411400,30356,923660,25836,2494524,7161,154174,7898254,2583871,1209497,1577618,298735,821227,145486,81166,1089660
2022:Q3,37687781,4781311,8797087,19319982,13439377,2043288,3505137,332179,4789401,37687781,34390869,18997748,5305416,7212759,2852032,22914,2373608,442271,77564,5102,135559,0,237035,4267,1202789,269021,923304,37687781,4314103,1474327,157516,54641,2243699,383920,32291128,26090,11205496,967500,38505,1482500,30861,939840,26042,2541783,7871,140151,8107584,2637387,1226413,1582081,293292,806810,150378,80544,1082550
2022:Q4,38223769,4903725,8847903,19577918,13600148,2083625,3559346,334800,4894223,38223769,34871431,19209217,5330125,7322207,2986599,23283,2463657,582438,96676,5199,135728,0,241267,3581,1138699,260069,888681,38223769,4285695,1416998,154429,55411,2282364,376493,32807584,22933,11438538,1043643,38885,1531200,30404,952958,26254,2680240,6586,125394,8326216,2687938,1217344,1607637,296342,661462,30628,82982,1130490
2023:Q1,38516929,4927935,8987079,19715204,13663361,2114613,3597449,339781,4886711,38516929,34952836,19238322,5351976,7392542,2946443,23553,2639373,810296,87694,4745,139021,0,228642,4706,1102615,261654,924720,38516929,4281324,1392767,159734,55704,2296429,376690,33107696,20873,11502867,1042129,39023,1555200,30481,965549,26463,2637154,6721,115151,8551412,2717875,1231829,1608244,294410,643656,29854,88805,1127909
2023:Q2,38545355,4918606,8819814,19865231,13762012,2140785,3617617,344817,4941704,38545355,35173472,19401459,5350009,7422610,2975645,23749,2432381,629768,85036,4387,135537,0,237680,4704,1088074,247195,939502,38545355,4231818,1393529,160441,56183,2250709,370956,33186945,17712,11591452,1021006,39734,1587600,31721,978791,26727,2675271,5824,107681,8399283,2765004,1233052,1654266,285061,638445,31296,97019,1126592
2023:Q3,38679888,4913324,8758244,20045327,13887401,2167122,3640897,349908,4962993,38679888,35417562,19578014,5347667,7449082,3018918,23882,2303188,573338,89323,4154,138282,0,236980,4806,1036762,219543,959138,38679888,4136415,1326561,160429,56325,2216476,376625,33417806,15281,11637214,1038041,41239,1615900,31827,992621,26903,2717040,5596,109720,8399196,2820881,1240453,1680549,280308,635416,29345,100276,1125667
2023:Q4,39133478,4965618,8957296,20186864,13981956,2188389,3661519,355000,5023700,39133478,35828796,19742243,5348215,7489005,3225064,24268,2315957,555309,85272,5170,138125,0,235422,4982,1062198,229479,988725,39133478,4142570,1350567,162537,56373,2197055,376038,33897633,9489,11729506,1076994,43505,1631500,32935,997628,27066,2934369,4945,109685,8415310,2870681,1246636,1712762,282367,651439,29042,91774,1093275
2024:Q1,39190254,4957544,8957766,20284898,14027211,2213705,3683487,360495,4990045,39190254,35942284,19795598,5379708,7531755,3210647,24577,2286957,514964,78741,4564,143290,0,253443,4564,1064930,222461,961012,39190254,4170331,1352659,160884,56589,2222159,378039,33917471,7953,11694067,1081001,42437,1629300,33196,1013309,27313,2925582,4535,111766,8377887,2906200,1259343,1721518,280118,687587,28368,85991,1102452
