1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,842679,0,0,0,167422,13500,11716,55504,11000,5000,0,0,70702,55480,1155,54325,237327,81840,39940,0,115547,0,65859,65859,0,0,0,0,0,31901,156,1432,27400,2913,32657,32657,0,18757,18757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120239,108215,12024,1970,1970,0,0,0,0,0,0,39326,39326
1984:Q3,873058,0,0,0,171582,13956,12771,56310,11941,5000,0,0,71604,55587,1148,54439,252902,82558,41380,0,128964,0,73005,73005,0,0,0,0,0,32105,160,1468,27472,3005,30415,30415,0,20638,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121193,109074,12119,2400,2400,0,0,0,0,0,0,43130,43130
1984:Q4,912669,0,0,0,179258,14000,12906,56994,18641,5000,0,0,71717,55640,1135,54505,260331,83679,44390,0,132262,0,74621,74621,0,0,0,0,0,30271,170,1308,25621,3172,31834,31834,0,27897,27897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131920,118728,13192,2797,2797,0,0,0,0,0,0,48668,48668
1985:Q1,920433,0,0,0,185270,14885,14640,57407,21106,5000,0,0,72232,55603,1123,54480,267135,78572,47700,0,140863,0,74691,74691,0,0,0,0,0,29423,182,1232,24618,3391,30614,30614,0,23530,23530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137050,123345,13705,2800,2800,0,0,0,0,0,0,48317,48317
1985:Q2,959605,0,0,0,188270,13200,14101,58442,24367,5000,0,0,73160,55548,1120,54428,283823,85104,53880,0,144839,0,79629,79629,0,0,0,0,0,28836,197,1234,23770,3635,36878,36878,0,32068,32068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139818,125836,13982,2915,2915,0,0,0,0,0,0,49099,49099
1985:Q3,994855,0,0,0,197269,18144,15650,59361,25535,5300,0,0,73279,55461,1110,54351,306477,84956,62780,0,158741,0,85745,85745,0,0,0,0,0,28653,211,1200,23360,3882,38968,38968,0,29522,29522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136292,122663,13629,2500,2500,0,0,0,0,0,0,51608,51608
1985:Q4,1068491,0,0,0,196237,16500,15580,57839,26820,6085,0,0,73413,55499,1130,54369,332810,87364,87510,0,157936,0,88835,88835,0,0,0,0,0,26353,221,1031,20992,4109,50699,50699,0,49768,49768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150170,135153,15017,2127,2127,0,0,0,0,0,0,56021,56021
1986:Q1,1078184,0,0,0,198358,17200,16087,58321,26942,6200,0,0,73608,55518,1150,54368,332173,88190,88450,0,155533,0,87231,87231,0,0,0,0,0,25319,232,945,19834,4308,52848,52848,0,52392,52392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157683,141915,15768,2000,2000,0,0,0,0,0,0,57016,57016
1986:Q2,1120411,0,0,0,200034,17800,16267,59013,27050,6489,0,0,73415,55559,1190,54369,362505,89116,98220,0,175169,0,94840,94840,0,0,0,0,0,25400,240,945,19740,4475,52842,52842,0,46306,46306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159839,143855,15984,2247,2218,29,0,0,0,0,0,65121,65121
1986:Q3,1141228,0,0,0,202261,18400,16360,59217,26999,6056,0,0,75229,55584,1239,54345,365946,91935,102370,0,171641,0,99036,99036,0,0,0,0,0,24331,250,900,18526,4655,55521,55521,0,49510,49510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152849,137564,15285,2802,2761,41,0,0,0,0,0,76486,76486
1986:Q4,1203183,0,0,0,201791,19367,16101,58346,27257,5720,0,0,75000,55357,1302,54055,395218,98036,110500,0,186682,0,108645,108645,0,0,0,0,0,24121,263,866,18097,4895,57429,57429,0,58997,58997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165781,149203,16578,3825,2284,1541,0,0,0,0,0,77617,77617
1987:Q1,1201399,0,0,0,195960,17138,13986,57991,27066,5000,0,0,74779,55089,1378,53711,403222,101149,118490,0,183583,0,106760,106760,0,0,0,0,0,23346,229,775,17273,5069,53567,53567,0,54184,54184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174092,156683,17409,4430,2937,1493,0,0,0,0,0,75597,75597
1987:Q2,1239606,0,0,0,192637,17239,12541,57964,25175,4970,0,0,74748,55001,1466,53535,419255,104221,125400,390,189244,0,114335,114335,0,0,0,0,0,24545,419,789,17488,5849,56889,56889,0,52488,52488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180880,162792,18088,4535,2788,1747,0,0,0,0,0,79717,79717
1987:Q3,1268389,0,0,0,191927,16627,13018,57916,25348,4970,0,0,74048,55245,1568,53677,438145,105547,129030,727,202841,0,120090,120090,0,0,0,0,0,25005,448,784,17728,6045,59395,59395,0,53155,53155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180723,162651,18072,4060,2737,1323,0,0,0,0,0,82427,82427
1987:Q4,1318035,22107,15475,6632,191540,18681,12797,57428,24898,4970,0,0,72766,56258,1682,54576,464917,107386,139340,1086,217105,0,133058,133058,0,0,0,0,0,24753,334,755,17396,6268,41797,41797,0,41088,41088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200051,180046,20005,4566,3100,1466,0,0,0,0,0,78072,78072
1988:Q1,1340835,22493,15691,6802,190656,19450,12175,55601,24190,4970,0,0,74270,55137,987,54150,469887,112459,142880,1434,213114,0,129506,129506,0,0,0,0,0,24835,104,665,17849,6217,40625,40625,0,42938,42938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211575,190418,21158,6294,3524,2770,0,0,0,0,0,92107,92107
1988:Q2,1370077,22879,15907,6972,190265,19493,11546,56141,23300,4970,0,0,74815,55745,1007,54738,482463,113750,146940,1844,219929,0,134835,134835,0,0,0,0,0,25594,68,714,18629,6183,41231,41231,0,45369,45369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215802,194222,21580,5951,3330,2621,0,0,0,0,0,94175,94175
1988:Q3,1394867,23265,16123,7142,182035,19600,11203,58700,15000,4970,0,0,72562,56142,1020,55122,499446,116389,147600,2264,233193,0,141562,141562,0,0,0,0,0,25971,400,740,18806,6025,42131,42131,0,45082,45082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215898,194308,21590,5906,3428,2478,0,0,0,0,0,101961,101961
1988:Q4,1426173,23651,16339,7312,167778,20100,10927,54066,9000,4970,0,0,68715,56489,1025,55464,522588,118468,151510,2725,249885,0,152781,152781,0,0,0,0,0,23808,325,584,16910,5989,43506,43506,0,45072,45072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228683,205815,22868,4339,3345,994,0,0,0,0,0,99979,99979
1989:Q1,1451453,24365,16959,7406,163288,15102,10783,55491,9376,4970,0,0,67566,57272,1023,56249,524314,121352,154420,3211,245331,0,163783,163783,0,0,0,0,0,24037,282,564,17135,6056,39338,39338,0,46446,46446,0,0,0,0,0,0,0,0,0,0,0,0,1616,1616,235047,211542,23505,5779,4017,1762,0,0,0,0,0,113775,113775
1989:Q2,1490014,25079,17579,7500,163643,15416,10773,55432,9403,4970,0,0,67649,58216,1017,57199,535420,122496,155990,3744,253190,0,161874,161874,0,0,0,0,0,24497,153,539,18014,5791,44641,44641,0,52363,52363,0,0,0,0,0,0,0,0,0,0,0,0,1618,1618,242393,218154,24239,5085,3970,1115,0,0,0,0,0,121201,121201
1989:Q3,1484600,25793,18199,7594,160852,15548,10533,54289,8801,4970,0,0,66711,58863,1009,57854,553668,124652,158580,4257,266179,0,151110,151110,0,0,0,0,0,24976,268,595,18105,6008,44294,44294,0,44210,44210,0,0,0,0,0,0,0,0,0,0,0,0,1727,1727,238681,214813,23868,7152,6073,1079,0,0,0,0,0,118606,118606
1989:Q4,1532658,26507,18819,7688,160526,15600,10599,54151,8770,4970,0,0,66436,59679,1000,58679,583796,131398,163270,4841,284287,0,141797,141797,0,0,0,0,0,26183,278,734,18649,6522,42540,42540,0,55265,55265,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021,250779,225701,25078,5857,5227,630,0,0,0,0,0,122347,122347
1990:Q1,1579912,26820,19194,7626,163165,16294,10728,55399,9020,4970,0,0,66754,63449,993,62456,617430,169473,163510,5409,279038,0,132852,132852,0,0,0,0,0,26549,578,734,18566,6671,41977,41977,0,50720,50720,0,0,0,0,0,0,0,0,0,0,0,0,2199,2199,253769,228392,25377,6361,5052,1309,0,0,0,0,0,144858,144858
1990:Q2,1603140,27133,19569,7564,162587,17100,10676,53374,9170,4970,0,0,67297,65547,987,64560,630374,173946,164280,6073,286075,0,126295,126295,0,0,0,0,0,27535,764,746,18854,7171,40022,40022,0,52388,52388,0,0,0,0,0,0,0,0,0,0,0,0,940,940,265009,238508,26501,6078,4977,1101,0,0,0,0,0,151960,151960
1990:Q3,1625457,27446,19944,7502,164119,17922,10880,53637,9570,4970,0,0,67140,63010,983,62027,648668,180960,161250,6710,299748,0,117886,117886,0,0,0,0,0,28073,784,761,19039,7489,36722,36722,0,55360,55360,0,0,0,0,0,0,0,0,0,0,0,0,1773,1773,263777,237399,26378,4706,4095,611,0,0,0,0,0,168534,168534
1990:Q4,1676227,27759,20319,7440,158719,18580,9841,53009,9648,4850,0,0,62791,63992,976,63016,681214,195316,160820,7437,317641,0,117103,117103,0,0,0,0,0,27732,545,775,19125,7287,38809,38809,0,64851,64851,0,0,0,0,0,0,0,0,0,0,0,0,4313,4313,268148,241333,26815,5652,5193,459,0,0,0,0,0,172408,172408
1991:Q1,1640874,28015,20490,7525,156333,18721,9480,51876,9580,4850,0,0,61826,67336,971,66365,683795,204789,159380,7995,311631,0,107004,107004,0,0,0,0,0,27002,408,792,18908,6894,36867,36867,0,63362,63362,0,0,0,0,0,0,0,0,0,0,0,0,4267,4267,265459,238913,26546,4748,4682,66,0,0,0,0,0,158332,158332
1991:Q2,1634902,28271,20661,7610,155050,18669,9149,51272,9403,4850,0,0,61707,67939,969,66970,698132,207408,161020,8703,321001,0,94742,94742,0,0,0,0,0,28842,457,870,20459,7056,37562,37562,0,61121,61121,0,0,0,0,0,0,0,0,0,0,0,0,4724,4724,266945,240251,26695,3677,3608,69,0,0,0,0,0,151017,151017
1991:Q3,1646859,28527,20832,7695,151641,19839,8933,50570,9801,4850,0,0,57648,69283,970,68313,711975,208973,158120,9248,335634,0,83945,83945,0,0,0,0,0,29671,621,923,21084,7043,45059,45059,0,72634,72634,0,0,0,0,0,0,0,0,0,0,0,0,5496,5496,265605,239045,26561,3409,3272,137,0,0,0,0,0,142506,142506
1991:Q4,1682876,28783,21003,7780,151182,20829,8741,49434,10011,4820,0,0,57347,69027,963,68064,738116,212388,159740,9989,355999,0,79065,79065,0,0,0,0,0,31669,921,909,21781,8058,55066,55066,0,95461,95461,0,0,0,0,0,0,0,0,0,0,0,0,6792,6792,263800,237420,26380,3530,3395,135,0,0,0,0,0,125065,125065
1992:Q1,1656503,29190,21378,7812,151214,21100,8698,49252,10050,4820,0,0,57294,69600,959,68641,734835,216910,157790,10450,349685,0,76275,76274,0,0,1,0,0,31910,598,867,22454,7991,51227,51227,0,78454,78454,0,0,0,0,0,0,0,0,0,0,0,0,6333,6333,260589,234530,26059,3303,3170,133,0,0,0,0,0,131864,131864
1992:Q2,1685223,29597,21753,7844,151054,21400,8635,48978,10000,4820,0,0,57221,70719,947,69772,749304,216874,161860,11196,359374,0,76859,76855,0,0,4,0,0,32117,599,926,22541,8051,56332,56332,0,86900,86900,0,0,0,0,0,0,0,0,0,0,0,0,7670,7670,263023,236721,26302,2929,2764,165,0,0,0,0,0,127304,127304
1992:Q3,1704165,30004,22128,7876,151174,21600,8626,48787,9950,4820,0,0,57391,72228,937,71291,764545,220236,157570,11837,374902,0,80158,80097,11,0,50,0,0,31708,720,934,22618,7436,55840,55840,0,86849,86849,0,0,0,0,0,0,0,0,0,0,0,0,7684,7684,256724,231052,25672,4399,4163,236,0,0,0,0,0,132148,132148
1992:Q4,1736364,30411,22503,7908,151198,21566,8659,48817,9870,4790,0,0,57496,74940,922,74018,789327,227357,153530,12654,395786,0,79881,79828,46,0,7,0,0,31446,733,936,23104,6673,53474,53474,0,85548,85548,0,0,0,0,0,0,0,0,0,0,0,0,9739,9739,264909,238418,26491,3877,3857,20,0,0,0,0,0,129939,129939
1993:Q1,1751102,31115,23033,8082,149876,21498,8665,48718,9750,4790,0,0,56455,75770,912,74858,786032,233347,151630,13235,387820,0,84970,84885,45,0,40,0,0,31202,745,849,22958,6650,59775,59775,0,101060,101060,0,0,0,0,0,0,0,0,0,0,0,0,13981,13981,255029,229526,25503,3485,3442,43,0,0,0,0,0,129945,129945
1993:Q2,1782370,31819,23563,8256,149129,21222,8718,48729,9613,4790,0,0,56057,76775,901,75874,806351,242182,152820,13966,397383,0,92074,91762,124,0,188,0,0,31274,756,909,23210,6399,59048,59048,0,112525,112525,0,0,0,0,0,0,0,0,0,0,0,0,15844,15844,250894,225805,25089,3955,3871,84,0,0,0,0,0,125172,125172
1993:Q3,1800929,32523,24093,8430,148015,20860,8775,48710,9438,4790,0,0,55442,78691,893,77798,820556,244255,149450,14621,412230,0,98923,98562,208,0,153,0,0,31175,728,950,23510,5987,67376,67376,0,109658,109658,0,0,0,0,0,0,0,0,0,0,0,0,14715,14715,248006,223205,24801,3493,3304,189,0,0,0,0,0,121491,121491
1993:Q4,1834123,33227,24623,8604,140740,17169,7081,46106,9158,4790,0,0,56436,80792,884,79908,845831,248206,149450,15311,432864,0,103131,102645,234,0,252,0,0,32026,796,981,24468,5781,76123,76123,0,112311,112311,0,0,0,0,0,0,0,0,0,0,0,0,19459,19459,249047,224142,24905,2012,1761,251,0,0,0,0,0,114167,114167
1994:Q1,1847890,34421,25589,8832,134236,15198,8664,45369,9154,0,0,0,55851,82323,881,81442,836752,250549,145500,15755,424948,0,100423,99904,258,0,261,0,0,33015,807,972,25312,5924,77033,77033,0,116793,116793,0,0,0,0,0,0,0,0,0,0,0,0,22826,22826,253565,228209,25357,1819,1765,54,0,0,0,0,0,130429,130429
1994:Q2,1866462,35615,26555,9060,133103,14631,8829,45556,9240,0,0,0,54847,84900,879,84021,845612,251361,143380,16498,434373,0,108501,107935,299,0,267,0,0,32091,820,1063,24902,5306,76103,76103,0,115032,115032,0,0,0,0,0,0,0,0,0,0,0,0,22097,22097,259174,233257,25917,2293,2257,36,0,0,0,0,0,128049,128049
1994:Q3,1886822,36809,27521,9288,133720,15122,8856,45619,9683,0,0,0,54440,86859,880,85979,856515,252653,137390,17589,448883,0,116186,115494,416,0,276,0,0,32762,896,1080,24955,5831,72568,72568,0,115420,115420,0,0,0,0,0,0,0,0,0,0,0,0,22247,22247,258560,232704,25856,2138,2123,15,0,0,0,0,0,128323,128323
1994:Q4,1941676,38003,28487,9516,142768,20387,10873,46499,9554,0,0,0,55455,88785,880,87905,876997,255355,132620,18516,470506,0,125889,124824,457,0,608,0,0,32878,938,1104,25175,5661,75051,75051,0,115745,115745,0,0,0,0,0,0,0,0,0,0,0,0,23719,23719,274916,247424,27492,1942,1926,16,0,0,0,0,0,122101,122101
1995:Q1,1940331,39166,29398,9768,142653,20138,10980,46179,9663,0,0,0,55693,90389,893,89496,860754,256135,122910,19817,461892,0,119995,119016,379,0,600,0,0,33455,917,1088,26031,5419,69850,69850,0,120958,120958,0,0,0,0,0,0,0,0,0,0,0,0,24738,24738,285122,256610,28512,2589,2573,16,0,0,0,0,0,126693,126693
1995:Q2,1962236,40329,30309,10020,142006,20583,11019,45149,9626,0,0,0,55629,92216,906,91310,870878,257179,121150,20631,471918,0,120533,119548,346,0,639,0,0,33845,940,1206,26489,5210,68742,68742,0,123227,123227,0,0,0,0,0,0,0,0,0,0,0,0,26704,26704,291433,262290,29143,2312,2296,16,0,0,0,0,0,125681,125681
1995:Q3,1985955,41492,31220,10272,141801,20475,11024,45355,10215,0,0,0,54732,94722,919,93803,878451,257256,113370,21208,486617,0,122110,121115,369,0,626,0,0,34604,891,1282,27576,4855,77352,77352,0,125513,125513,0,0,0,0,0,0,0,0,0,0,0,0,27961,27961,288967,260070,28897,2005,1989,16,0,0,0,0,0,127298,127298
1995:Q4,2033202,42655,32131,10524,129437,10719,9093,45078,9692,0,0,0,54855,99995,932,99063,875936,258450,104460,21694,491332,0,132263,131362,374,0,527,0,0,33692,824,1314,28842,2712,78593,78593,0,145390,145390,0,0,0,0,0,17208,133,3064,10170,361,2553,927,29636,29636,301604,271444,30160,2356,2334,22,0,0,0,0,0,122111,122111
1996:Q1,2070949,43962,32783,11179,137529,19224,9103,44897,9825,0,0,0,54480,101796,937,100859,873603,259098,96480,22175,495850,0,131373,129846,352,0,1175,0,0,34531,779,1320,30193,2239,89110,89110,0,155998,155998,0,0,0,0,0,18160,119,3072,10369,412,2895,1293,30218,30218,303542,273188,30354,1980,1827,153,0,0,0,0,0,126553,126553
1996:Q2,2105250,45269,33435,11834,137856,18447,9260,44833,10384,0,0,0,54932,103050,941,102109,885443,257122,97830,22841,507650,0,144946,143403,296,0,1247,0,0,34421,773,1454,30362,1832,89851,89851,0,153219,153219,0,0,0,0,0,19112,104,3080,10568,464,3237,1659,35595,35595,305721,275149,30572,2069,1931,138,0,0,0,0,0,126630,126630
1996:Q3,2129978,46576,34087,12489,136747,19121,9508,43004,10637,0,0,0,54477,106068,946,105122,896679,257004,95670,23217,520788,0,153291,151778,370,0,1143,0,0,34029,886,1505,29824,1814,86937,86937,0,152412,152412,0,0,0,0,0,20064,89,3088,10767,515,3578,2027,32968,32968,299021,269119,29902,2221,1957,264,0,0,0,0,0,139897,139897
1996:Q4,2210149,49135,35991,13144,132167,20042,8434,44624,4849,0,0,0,54218,104467,951,103516,929350,257698,101270,23990,546392,0,161369,159283,442,0,1644,0,0,33976,853,1529,30047,1547,94411,94411,0,189937,189937,0,0,0,0,0,21016,1252,3096,10966,567,3920,1215,37710,37710,304692,274223,30469,2564,2313,251,0,0,0,0,0,126000,126000
1997:Q1,2209363,50493,36694,13799,136408,18132,9010,45184,10240,0,0,0,53842,105836,951,104885,921900,256381,104770,24212,536537,0,156644,154410,399,0,1835,0,0,33770,821,1540,30160,1249,101354,101354,0,181262,181262,0,0,0,0,0,23800,1272,3375,11824,1058,4790,1481,33232,33232,308023,277221,30802,2161,1937,224,0,0,0,0,0,130675,130675
1997:Q2,2266244,51851,37397,14454,135026,18057,8999,44236,10016,0,0,0,53718,107559,951,106608,933253,254280,107920,25013,546040,0,172367,170051,448,0,1868,0,0,34467,737,1653,30793,1284,110390,110390,0,199069,199069,0,0,0,0,0,26584,1292,3654,12682,1549,5660,1747,34182,34182,302104,271894,30210,2152,1938,214,0,0,0,0,0,132343,132343
1997:Q3,2329235,53209,38100,15109,139588,17653,9392,49109,10537,0,0,0,52897,108288,952,107336,952116,253722,111860,24932,561602,0,181809,179405,490,0,1914,0,0,34665,785,1730,30925,1225,127447,127447,0,201954,201954,0,0,0,0,0,29368,1312,3933,13541,2040,6530,2012,31863,31863,307503,276753,30750,1886,1754,132,0,0,0,0,0,135779,135779
1997:Q4,2438706,54567,38803,15764,138216,17647,8817,49003,9989,0,0,0,52760,107543,952,106591,991948,255471,124080,25704,586693,0,197788,195386,574,0,1828,0,0,32944,689,1604,29972,679,131172,131172,0,219822,219822,0,0,0,0,0,32152,1333,4212,14399,2531,7400,2277,62085,62085,304094,273685,30409,2538,2472,66,0,0,0,0,0,143261,143261
1998:Q1,2501795,55483,38801,16682,138612,18304,8729,49172,9974,0,0,0,52433,107735,949,106786,995917,255402,139140,25906,575469,0,205890,203365,696,0,1829,0,0,34138,674,1775,30939,750,140059,140059,0,245286,245286,0,0,0,0,0,33551,1345,4607,14965,2923,7255,2456,67656,67656,309089,278180,30909,2716,2715,1,0,0,0,0,0,148824,148824
1998:Q2,2579179,56399,38799,17600,139336,17365,8717,50726,10082,0,0,0,52446,108840,945,107895,1022521,254619,154970,26400,586532,0,225086,222655,757,0,1674,0,0,33689,639,1777,30723,550,151513,151513,0,259920,259920,0,0,0,0,0,35797,1357,5241,15874,3553,7023,2749,67539,67539,315670,284103,31567,2461,2460,1,0,0,0,0,0,146196,146196
1998:Q3,2664847,57315,38797,18518,137865,17479,9250,48807,10346,0,0,0,51983,109426,942,108484,1045835,253661,164430,26468,601276,0,245658,242547,1019,0,2092,0,0,35171,623,1971,32029,548,149053,149053,0,299141,299141,0,0,0,0,0,37241,1369,5648,16459,3958,6874,2933,71542,71542,313499,282149,31350,2473,2472,1,0,0,0,0,0,146484,146484
1998:Q4,2769478,58231,38795,19436,135934,17255,8518,48144,10117,0,0,0,51900,108070,938,107132,1074536,253452,165290,27883,627911,0,288189,284517,1127,0,2545,0,0,36011,590,2015,32906,500,152761,152761,0,292339,292339,0,0,0,0,0,38737,1381,6071,17064,4378,6719,3124,85905,85905,340919,306827,34092,4268,4252,16,0,0,0,0,0,142266,142266
1999:Q1,2805740,60372,40072,20300,135300,17255,8531,48131,10117,0,0,0,51266,103633,934,102699,1065578,252743,167450,27831,617554,0,298750,293865,1509,0,3376,0,0,35646,686,1983,32644,333,160646,160646,0,287661,287661,0,0,0,0,0,39999,1478,6110,17453,4806,6732,3420,86651,86651,354283,318855,35428,3742,3425,317,0,0,0,0,0,163247,163247
1999:Q2,2862767,62513,41349,21164,135431,16930,8472,48740,10199,0,0,0,51090,102956,930,102026,1079063,249914,172590,28823,627736,0,328519,322530,1848,0,4141,0,0,35640,648,2116,32828,48,183825,183825,0,288543,288543,0,0,0,0,0,43364,1576,6215,18489,5950,6766,4368,85844,85844,363143,326829,36314,4358,3935,423,0,0,0,0,0,140621,140621
1999:Q3,2933012,64654,42626,22028,136202,17320,9101,48288,10163,0,0,0,51330,103296,926,102370,1089529,249594,168090,29377,642468,0,365294,358328,2542,0,4424,0,0,36157,651,2195,33244,67,185837,185837,0,307264,307264,0,0,0,0,0,46048,1676,6299,19315,6862,6792,5104,83650,83650,370585,333527,37059,1659,1644,15,0,0,0,0,0,134925,134925
1999:Q4,3080833,66795,43903,22892,129095,17104,8203,48044,8488,0,0,0,47256,103181,922,102259,1115621,250296,165730,30562,669033,0,395745,389094,3366,0,3285,0,0,36597,712,2136,33679,70,227926,227926,0,349661,349661,0,0,0,0,0,48057,1775,6362,19934,7545,6812,5629,82590,82590,395088,355579,39509,2700,2686,14,0,0,0,0,0,119542,119542
2000:Q1,3215468,68736,44972,23764,129139,17595,7962,47723,8525,0,0,0,47334,102761,918,101843,1096663,246388,161870,30455,657950,0,404299,398574,2632,0,3093,0,0,36876,584,2063,34129,100,286471,264556,21915,386258,359564,26694,9051,0,5840,3211,53351,1803,6671,21182,9527,7419,6749,87640,87640,422737,380463,42274,1984,1969,15,0,0,0,0,0,120797,120797
2000:Q2,3245255,70677,46041,24636,128244,16864,8071,47290,8584,0,0,0,47435,103653,914,102739,1104480,244690,160350,31111,668329,0,436609,430934,2859,0,2816,0,0,37612,481,2239,34606,286,270234,244551,25683,366614,342663,23951,9051,0,4451,4600,58630,1831,6979,22426,11503,8024,7867,79701,79701,441876,397688,44188,4120,4106,14,0,0,0,0,0,124757,124757
2000:Q3,3258818,72618,47110,25508,127380,16018,8456,47203,8818,0,0,0,46885,105122,911,104211,1109633,242203,153290,31777,682363,0,429835,423972,3136,0,2727,0,0,38212,442,2370,35038,362,273873,250954,22919,389127,359222,29905,9051,0,6651,2400,62748,1859,7219,23397,13045,8496,8732,76609,76609,441898,397708,44190,1872,1776,96,0,0,0,0,0,112411,112411
2000:Q4,3319358,74559,48179,26380,126346,15894,8271,46641,8867,0,0,0,46673,105905,907,104998,1117917,244427,151030,32525,689935,0,437861,431924,3393,0,2544,0,0,39738,426,2489,36408,415,235134,206032,29102,431636,414178,17458,11267,0,6367,4900,66401,1900,7432,24258,14412,8915,9484,89836,89836,456178,410560,45618,1754,1692,62,0,0,0,0,0,117339,117339
2001:Q1,3298124,76251,49797,26454,124122,15546,8212,45248,8941,0,0,0,46175,106970,897,106073,1130895,245631,152890,34100,698274,0,444849,439674,3241,0,1934,0,0,39804,419,2515,36444,426,195785,174008,21777,426484,389790,36694,12020,0,6679,5341,67321,2113,7630,22064,16748,9317,9449,92852,92852,455743,410169,45574,2830,2749,81,0,0,0,0,0,114750,114750
2001:Q2,3351608,77943,51415,26528,122655,14982,7042,45226,8971,0,0,0,46434,107048,888,106160,1144450,245773,153320,35442,709915,0,446041,440631,3453,0,1957,0,0,40924,388,2762,37377,397,195977,180048,15929,438157,393484,44673,12517,0,8233,4284,68431,2369,7868,19416,19567,9803,9408,91900,91900,477377,429639,47738,2757,2700,57,0,0,0,0,0,118873,118873
2001:Q3,3513862,79635,53033,26602,122410,14771,9901,42878,8892,0,0,0,45968,108291,879,107412,1147318,240947,146360,36778,723233,0,455395,448720,3832,0,2843,0,0,41166,380,2889,37485,412,258064,240599,17465,528144,488682,39462,11721,0,12808,-1087,69028,2507,7996,17992,21082,10064,9387,102353,102353,445526,400973,44553,2736,2582,154,0,0,0,0,0,137226,137226
2001:Q4,3426995,81327,54651,26676,118557,14667,7010,42387,8967,0,0,0,45526,108020,869,107151,1177668,241988,146250,38660,750770,0,463297,455168,4932,0,3197,0,0,42560,366,3099,38660,435,196359,181457,14902,487244,443526,43718,14378,0,9979,4399,69463,2607,8090,16953,22188,10254,9371,105556,105556,440219,396197,44022,2045,1950,95,0,0,0,0,0,115707,115707
2002:Q1,3385491,85702,57655,28047,118274,14348,6911,42839,9237,0,0,0,44939,108401,856,107545,1163347,243156,141050,40404,738737,0,455508,446165,5530,0,3813,0,0,42771,349,3136,38873,413,191989,177104,14885,472543,429408,43135,14528,0,628,13900,71248,2639,8321,17058,24118,9979,9133,109930,109930,435101,391591,43510,2183,2098,85,0,0,0,0,0,109469,109469
2002:Q2,3366030,90077,60659,29418,118928,14389,7882,42765,9322,0,0,0,44570,108292,842,107450,1174796,242872,142750,41603,747571,0,459445,449285,6030,0,4130,0,0,43684,260,3407,39797,220,170555,154180,16375,435459,396879,38580,15419,0,4078,11341,73403,2678,8600,17185,26448,9646,8846,108606,108606,440427,396384,44043,2186,2116,70,0,0,0,0,0,119922,119922
2002:Q3,3385105,94452,63663,30789,118778,14216,8106,42832,9495,0,0,0,44129,108684,828,107856,1190508,242585,144290,44948,758685,0,470969,459519,6815,0,4635,0,0,43628,254,3486,39649,239,149624,137923,11701,434363,392183,42180,15385,0,7621,7764,74876,2705,8790,17272,28041,9419,8649,107725,107725,435430,391887,43543,2224,2149,75,0,0,0,0,0,133701,133701
