1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q3,1439857,36181,15078,3616,674091,14259,86829,120201,226762,226040,2008,7698,169813,80657,0,4716,147393,298606,248559,0,50047,1562292,1072998,3112,0,12813,83472,8610,964991,0,876857,88134,489294,422380,66914,0,0,25244,21131,714438,149493,99066,12926
2003:Q4,1484429,35553,14691,3297,699615,14025,90827,121775,239499,233489,2179,7202,185024,101567,0,5443,143554,286304,250885,0,35419,1659273,1095447,2134,0,13099,83816,8188,988210,0,881685,106525,563826,475914,87912,0,0,25451,21725,718655,149530,101355,13500
2004:Q1,1511480,32101,13770,3517,727547,12400,94991,122954,253993,243209,2239,7671,190324,107183,0,5826,146066,275236,251487,0,23749,1712070,1104594,1224,0,13398,83250,9917,996805,0,893412,103393,607476,519100,88376,0,0,26380,22592,730062,149858,101629,13492
2004:Q2,1533835,32091,12489,3619,744024,10496,97249,122035,265024,249220,2315,7973,193003,109994,0,6063,148431,273833,252089,0,21744,1749347,1116883,2598,0,12705,82683,9257,1009640,0,907458,102182,632464,544657,87807,0,0,27290,22885,743788,150185,101904,13485
2004:Q3,1570980,35356,13595,4085,770282,10882,104838,121200,277293,256069,2430,8160,192982,112939,0,6281,149124,275746,252690,0,23056,1763139,1151695,1297,0,12320,82111,8987,1046980,0,933370,113610,611444,524739,86705,0,0,27480,23215,769380,150513,102177,13477
2004:Q4,1593572,26825,13837,2091,791013,12684,110862,119201,287510,260756,2511,6585,202674,108605,0,7017,141856,290558,253291,0,37267,1776847,1159877,1156,0,10692,81546,10045,1056438,0,933998,122440,616970,536484,80486,0,0,27862,22847,769689,150840,102451,13469
2005:Q1,1622008,24940,13984,2477,813783,13634,112239,121385,300438,266087,2560,6569,196692,109655,121,7077,143737,300413,261095,0,39318,1765372,1173159,1862,661,10949,82558,9384,1067745,0,950404,117341,592213,509113,83100,0,0,28394,23332,783250,152352,108743,14802
2005:Q2,1653395,24147,13361,3083,822989,13528,110515,121849,309393,267704,2627,6778,199567,116835,110,7393,146443,310062,268902,0,41160,1801431,1196645,1768,663,9811,83575,9544,1091284,0,969200,122084,604786,522993,81793,0,0,28823,23018,799200,153866,115036,16134
2005:Q3,1698496,23919,13459,2621,851057,15432,112052,124547,324622,274404,2759,7291,204749,118726,110,7873,146924,319008,276706,0,42302,1866269,1248919,1173,672,10041,84584,8754,1143695,0,1005647,138048,617350,538161,79189,0,0,29143,23529,832802,155378,121328,17467
2005:Q4,1718357,21894,13233,2763,855336,16379,110702,123791,331011,273453,2837,6890,205749,125963,110,8181,144042,331359,284510,0,46849,1910296,1260484,1305,690,10006,85600,8425,1154458,0,1023716,130742,649812,575464,74348,0,0,29871,24017,848027,156890,127620,18799
2006:Q1,1727543,29542,12640,2216,865089,15773,109233,125224,337413,277446,2850,6840,210901,134378,104,8819,145964,308200,278186,0,30014,1913437,1256766,1294,695,11506,84494,8839,1149938,0,1018851,131087,656671,569905,86766,0,0,30478,24825,847393,153279,124907,18179
2006:Q2,1733974,37561,11578,1734,869905,14480,106484,126122,342444,280375,2958,6397,207649,132134,93,8929,147871,307165,271861,0,35304,1885520,1253154,1259,688,12556,83386,8151,1147114,0,1018659,128455,632366,543528,88838,0,0,31153,25314,851431,149667,122194,17561
2006:Q3,1757939,42328,12404,2992,877029,14109,108582,126379,345866,282093,3013,6386,216196,137792,87,9491,147193,303028,265536,0,37492,1951514,1255666,1340,669,13956,82281,8647,1148773,0,1017961,130812,695848,596049,99799,0,0,31517,25032,854965,146055,119481,16941
2006:Q4,1771437,30927,13849,1977,892943,16821,112564,127152,351179,285227,3554,5913,231627,144239,81,10284,149816,286227,259210,0,27017,2032268,1254854,1198,631,17603,81176,11272,1142974,0,1009122,133852,777414,649197,128217,0,0,31528,25318,850358,142443,116767,16321
2007:Q1,1793876,32752,16826,2941,897640,16451,104479,128350,360560,287800,3668,5698,233218,149988,75,10995,147379,292696,255699,0,36997,1994673,1258652,572,625,14426,78060,9933,1155036,0,1012637,142399,736021,626922,109099,0,45179,31992,25986,856773,139593,116106,16271
2007:Q2,1814225,34069,17119,3688,895765,13568,92294,129520,370104,290279,4174,5238,246647,161538,66,12075,147762,286084,252186,0,33898,2006103,1261591,819,627,14181,74948,8931,1162085,0,1016220,145865,744512,632975,111537,0,45036,31954,26731,863258,136742,115444,16220
2007:Q3,1835486,46291,18599,4180,899179,12564,82978,130774,379956,292907,4429,5066,251412,165405,122,12877,144750,283176,248673,0,34503,1984219,1270631,627,1379,14179,71831,9272,1173343,0,1019877,153466,713588,603492,110096,0,38633,32749,26249,869817,133891,114782,16169
2007:Q4,1815026,43881,21220,3710,898327,13640,74536,130972,388721,290458,4908,5986,237325,165584,113,13047,139061,281864,245160,0,36704,1945354,1249193,515,1366,14118,68718,9878,1154598,0,1013250,141348,696161,599789,96372,0,31241,34014,26148,866092,131040,114120,16118
2008:Q1,1818038,43035,26689,1988,893761,19035,75784,127293,390945,280704,5008,5900,216969,143129,109,12064,140869,328517,246825,0,81692,1866497,1264544,2208,1395,13105,70003,9349,1168484,0,1023459,145025,601953,523883,78070,0,29949,38878,27462,875566,131661,115164,16232
2008:Q2,1804013,41670,27819,3038,881435,18145,73764,123801,394079,271646,5166,5938,214447,132714,121,11943,142172,337550,248489,0,89061,1792555,1266828,2425,1500,13285,71287,7392,1170939,0,1036739,134200,525727,453271,72456,0,27576,39744,27730,888112,132281,116208,16346
2008:Q3,1801031,44455,27282,2820,862239,17317,70855,119619,393927,260521,4828,5119,212029,104421,154,10582,143098,384004,250153,0,133851,1754158,1291234,1847,2201,11548,72575,5135,1197928,0,1054647,143281,462924,403320,59604,0,18740,41586,28611,905287,132902,117251,16458
2008:Q4,1750659,28975,33836,4554,854480,19719,71100,116227,395949,251485,5135,4551,195998,76463,168,8615,143185,394699,251817,0,142882,1623285,1269738,2369,2736,9565,73862,5816,1175390,0,1050083,125307,353547,314173,39374,0,10846,39604,28706,899989,133522,118295,16572
2009:Q1,1750170,26914,34245,4546,869254,18022,76609,117115,393617,263891,5166,5232,167347,70124,138,8108,141878,417218,249048,0,168170,1570200,1275006,774,2233,7999,71570,5525,1186905,0,1046066,140839,295194,265300,29894,0,8521,37064,28825,897245,131805,117243,17016
2009:Q2,1775558,34855,30118,5478,887830,12622,80633,119203,394797,280575,5197,5701,190465,86931,147,9299,139783,379754,246281,0,133473,1580824,1262679,717,2275,9210,69280,5909,1175288,0,1043572,131716,318145,278677,39468,0,10251,36592,28177,896022,130090,116191,17460
2009:Q3,1818141,34515,29294,6284,910012,9626,85931,121190,395981,297284,4949,6190,222946,108755,131,10606,135980,348479,243511,0,104968,1655832,1266378,683,1956,10889,66985,5992,1179873,0,1042369,137504,389454,336550,52904,0,15064,34089,28411,896094,128373,115138,17902
2009:Q4,1829218,28604,30505,4678,939851,10133,92611,123769,397803,315535,4600,6626,224503,120680,132,10992,131414,326633,240742,0,85891,1638409,1251161,632,2186,12160,64695,7406,1164082,0,1037025,127057,387248,323769,63479,0,8086,34040,28392,892023,126656,114086,18346
2010:Q1,1863752,29224,26200,8419,939978,11394,91372,123319,390493,323400,4417,5785,221343,124313,32,11205,132623,360213,237725,0,122488,1714087,1261059,472,522,12504,63625,6941,1176995,0,1032637,144358,453028,386541,66487,0,10326,35768,27739,888499,124989,112736,19149
2010:Q2,1839092,38084,25492,6200,940611,10650,92198,122913,383372,331478,4408,5172,197812,106290,77,10215,133943,370788,234707,0,136081,1673672,1244825,649,1221,12899,62560,6985,1160511,0,1035810,124701,428847,368368,60479,0,10293,32238,27735,892537,123321,111386,19952
2010:Q3,1863536,40332,28780,6006,945799,12034,95107,122430,376495,339733,4370,5035,209039,123710,82,10990,133807,355586,231690,0,123896,1711235,1255287,528,1268,12974,61486,8211,1170820,0,1036783,134037,455948,388064,67884,0,12007,32901,26895,894375,121654,110036,20754
2010:Q4,1868090,33666,26413,3920,944757,8136,96734,122114,369536,348237,4272,4263,224165,104357,49,11432,129987,380809,228671,0,152138,1742780,1247308,1455,773,12529,60421,8025,1164105,0,1029419,134686,495472,421300,74172,0,8522,32041,26599,887876,119986,108685,21557
2011:Q1,1884778,34811,28489,3223,956658,8798,98999,124426,367424,357011,4230,3942,227850,103982,49,11744,131682,378118,230297,0,147821,1797717,1259643,3293,776,12634,61657,8034,1173249,0,1031839,141410,538074,457745,80329,0,6681,31582,25272,887301,120666,109631,23872
2011:Q2,1904479,36548,26855,2821,958282,8315,98391,125766,362706,363104,4496,3917,225811,99283,51,11634,136729,398052,231923,0,166129,1785051,1278469,3349,865,12343,62892,7877,1191143,0,1047977,143166,506582,428345,78237,0,6345,31677,24612,900443,121346,110577,26188
2011:Q3,1903364,26566,24273,2629,965385,5542,98025,128248,361057,372513,4766,3690,209336,81792,54,10166,138641,436066,233546,0,202520,1727171,1289477,3236,930,12599,64131,6731,1201850,0,1058371,143479,437694,371230,66464,0,5069,31027,23772,907843,122025,111521,28503
2011:Q4,1948339,25920,20793,2520,1012314,9090,105439,134608,368520,394657,5101,3703,231062,82341,39,10785,138342,415419,235172,0,180247,1780369,1301980,3126,878,13103,65369,7202,1212302,0,1076250,136052,478389,405058,73331,0,2516,29620,22757,922727,122705,112467,30818
2012:Q1,1966981,31693,18753,2287,1000384,7670,102628,130389,362738,396959,5358,4100,256011,85391,55,12372,142159,408418,237453,361,170604,1827796,1320713,3053,1280,11135,64906,8033,1232306,1635,1073724,156947,507083,418153,72609,16321,3836,29598,22238,918492,124035,113418,31197
2012:Q2,1961060,31636,19902,1640,990246,7535,99840,126454,357233,399184,5582,4306,251621,81559,55,12523,143102,418888,239732,200,178956,1846949,1330326,1897,1348,12875,64440,8203,1241563,3601,1079413,158549,516623,419587,80743,16293,3474,28715,21867,922472,125364,114368,31577
2012:Q3,1971729,35435,23210,1729,984214,8160,97342,122966,352964,402782,5721,4321,265515,87667,52,13584,145714,404567,242011,48,162508,1891266,1349550,1806,1275,11781,63977,8644,1262067,1355,1084027,176685,541716,451795,76871,13050,3580,28355,22785,925379,126693,115318,31955
2012:Q4,1987500,38397,23300,1736,984218,7673,94817,120766,350487,410475,5849,4592,266253,95775,53,14142,143145,410040,244290,6,165744,1817533,1343287,2100,1254,9198,63515,8359,1258861,1347,1098856,158658,474246,401503,62838,9905,2568,27200,21660,938500,128022,116268,32334
2013:Q1,2002298,34193,22466,1982,988835,7680,95353,119188,349773,416841,6073,4065,281677,103654,55,15064,144297,399937,242868,33,157036,1895407,1350664,2704,1392,9034,62962,8183,1266389,622,1094388,171379,544743,472716,67529,4498,3645,27194,22467,934813,126312,116556,33263
2013:Q2,2006892,33286,19278,1825,990445,6918,94414,117620,348813,422680,6800,4539,286541,105056,58,15152,146123,397789,241443,34,156312,1915142,1350727,1476,1496,8129,62409,6335,1270882,549,1098177,172156,564415,497567,62264,4584,4022,26865,21962,939383,124600,116843,34194
2013:Q3,2025378,32850,19115,1724,996000,7264,96145,116001,347717,428873,7265,4329,294673,119471,65,15985,147324,386577,240020,0,146557,1928652,1354529,1645,1550,7122,61856,6946,1275410,537,1098229,176644,574123,512262,57106,4755,3446,28536,21522,940216,122890,117130,35123
2013:Q4,2064311,31647,21002,1741,1009678,8389,100831,115060,347017,438381,8206,4040,325409,122316,119,16970,143364,379819,238595,20,141204,1957613,1352525,1492,2073,6712,61307,7084,1273857,442,1095926,177489,605088,541265,59030,4793,2751,29042,21491,938696,121178,117417,36052
2014:Q1,2103733,35700,18590,1837,1009720,7557,99766,114358,346256,441783,8538,5419,327797,126078,129,17510,147807,404608,238633,414,165561,2004111,1384885,1137,2244,7570,61181,7217,1305536,0,1097384,208152,619226,547873,66264,5089,3760,29486,20943,941163,120257,118376,35964
2014:Q2,2112888,36761,19885,1687,1016601,8229,103453,113788,345835,445296,9078,5661,334908,138056,120,18353,151232,380546,238672,26,141848,2017582,1377151,1253,2071,8342,61051,6933,1297501,11,1105459,192031,640431,560519,74758,5154,3233,29831,20700,950248,119335,119337,35876
2014:Q3,2137087,37811,20312,1710,1030281,8523,106597,114197,348537,452427,9659,5881,335329,133458,125,18392,150769,393360,238710,221,154429,2069160,1395040,1109,2139,10097,60926,6550,1314219,0,1112191,202028,674120,585191,83629,5300,3306,29554,20010,957989,118414,120296,35788
2014:Q4,2133993,37723,19106,1807,1045153,8242,108314,115278,350635,462684,10275,5501,341932,127935,124,18846,147689,377902,238747,14,139141,2120588,1385025,1045,2176,10591,60800,6592,1303821,227,1110497,193097,735563,638085,92396,5082,2798,27956,20210,957306,117492,121255,35699
2015:Q1,2132953,37746,19534,1707,1034337,8413,106520,112163,349828,457413,10772,5449,336835,129458,127,19394,153186,384408,239546,1235,143627,2129615,1395225,1136,2233,12084,60737,7663,1311372,0,1110203,201169,734390,625947,103297,5146,3112,27642,20383,956626,117163,122383,36414
2015:Q2,2143690,32414,20511,1608,1034713,8584,105629,110461,353245,456794,11302,5211,333691,125145,130,19500,156781,402684,240345,587,161752,2123531,1404738,1136,2127,13809,60672,7746,1319248,0,1118988,200260,718793,598475,115120,5198,3302,28037,20390,965023,116834,123511,37131
2015:Q3,2140754,36509,21580,1508,1030528,8975,104944,108158,354744,453707,11890,4419,319433,112279,129,18423,158727,425329,241141,485,183703,2123576,1412876,1294,2139,15859,60612,6471,1326501,0,1130195,196306,710700,581682,123723,5295,3210,28012,20516,975846,116503,124638,37846
2015:Q4,2142538,34923,22442,1408,1028882,9178,104148,106232,357523,451801,12760,4774,333955,112354,138,19072,155149,416681,241940,637,174104,2152976,1404375,1422,2352,18945,60550,7364,1313742,0,1130485,183257,748601,587592,155905,5104,2834,27526,20597,975750,116174,125766,38561
2016:Q1,2197377,33464,19028,1294,1063847,10649,107587,109269,368073,468269,13490,4490,330612,114362,102,18672,159913,438103,246988,1240,189875,2203156,1430111,495,1786,20605,62260,8436,1336529,0,1140942,195587,773045,591364,176564,5117,3829,27988,20357,983880,118202,128786,38860
2016:Q2,2237269,37474,16993,1242,1091386,12557,110845,110701,374780,482503,14263,4288,329401,114087,165,19129,161064,447777,252037,802,194938,2220198,1444154,470,3023,19543,63969,8123,1349026,0,1154244,194782,776044,604983,165963,5098,3856,28004,20274,994856,120230,131807,39158
2016:Q3,2270621,29425,17848,1432,1113819,17640,117808,112054,376764,489553,15318,4203,329807,123558,182,19936,166631,448462,257084,1057,190321,2231882,1469139,446,3289,18690,65682,6880,1374152,0,1170195,203957,762743,600292,157501,4950,3967,27285,20694,1008481,122258,134826,39456
2016:Q4,2223576,27610,15599,1350,1064244,20269,114900,108045,350688,470342,15454,4333,354315,127850,159,20010,158858,433794,262132,0,171662,2265841,1469445,423,2886,17325,67394,8411,1373006,862,1174401,197743,796396,644466,148506,3424,3115,26651,20877,1010361,124286,137846,39754
2017:Q1,2267460,28566,16141,1332,1052712,17160,119869,108032,342203,465448,14757,4676,364000,138062,165,21242,165834,459973,271440,0,188533,2324099,1498543,411,2902,17160,67654,7977,1402439,362,1178073,224004,825556,668533,153443,3580,4793,26596,21358,1007487,128237,143203,42349
2017:Q2,2308260,28673,16677,1311,1064013,14500,127018,110501,341366,470628,16252,4282,369742,150713,222,22123,170155,464097,280747,0,183350,2435556,1534127,396,3970,16753,67914,6656,1438438,888,1202079,235471,901429,743185,154720,3524,5173,26257,21535,1024950,132186,148561,44943
2017:Q3,2363107,38614,17864,1338,1074171,12686,136316,112310,338651,474208,17156,4451,383438,160160,170,23180,170844,471721,290055,0,181666,2541032,1597057,427,3070,16228,68175,7222,1501935,998,1257641,243296,943975,783185,157212,3578,5587,26420,21885,1073967,136137,153918,47537
2017:Q4,2387955,31881,19599,1398,1097155,11351,149607,115068,338907,482222,17823,3782,410585,160350,159,24365,168222,452636,299361,0,153275,2582456,1579104,405,2867,15923,68438,10214,1481257,1425,1250189,229643,1003352,835833,164104,3415,5076,26524,22097,1059972,140086,159275,50131
2018:Q1,2381177,33196,21390,1256,1075829,9722,140209,115881,332451,477566,18699,4870,407419,152626,220,24824,179405,461443,301550,0,159893,2594540,1596120,307,3847,15183,70539,11147,1495097,876,1258974,235247,998420,833445,160559,4416,5614,25426,25287,1064743,141822,159728,52409
2018:Q2,2405791,39875,26931,1155,1074896,8557,134635,114677,325695,491332,18959,5121,409744,155239,188,25147,185438,463098,303741,0,159357,2571281,1610762,236,3327,14329,72635,9072,1511163,1141,1271295,238727,960519,788665,167243,4611,6096,24972,25477,1073050,143559,160182,54686
2018:Q3,2452493,32680,23050,1201,1093646,8521,135415,121273,313657,514780,19682,5244,434263,162730,197,25763,187780,466257,305929,0,160328,2697867,1638688,202,3432,13974,74738,9054,1537288,1332,1291700,244256,1059179,878330,176254,4595,5378,24538,25992,1089442,145295,160634,56963
2018:Q4,2412459,30191,22262,1349,1118577,9198,156818,126960,291570,534031,20494,5205,392117,137950,191,21283,186053,476787,308118,0,168669,2589844,1626126,184,3328,13254,76839,9773,1522748,1721,1294249,226778,963718,810749,148682,4287,5933,23492,25490,1087978,147031,161087,59240
2019:Q1,2492574,32344,21891,1712,1154267,10505,157367,133671,293007,559717,20844,2953,417468,164349,220,23192,190412,462922,310736,0,152186,2671561,1646391,203,3810,13080,77492,10810,1540996,1702,1300004,239290,1025170,848414,172141,4615,6321,23252,26067,1091981,148280,162456,59743
2019:Q2,2566293,40920,25405,1795,1177760,10110,156967,136808,291049,582826,20964,3091,436805,177880,192,25061,196049,460371,313354,0,147017,2769348,1672415,189,3333,13050,78147,9686,1568010,2422,1314384,251204,1096933,913256,179267,4410,5993,23346,26415,1104607,149530,163824,60247
2019:Q3,2615394,45376,25805,1715,1194426,8982,152370,142903,289426,600745,20906,1880,457118,186118,197,25790,193919,462144,315971,0,146173,2747048,1691871,162,3365,13280,78799,8796,1587469,2551,1321349,263569,1055177,864579,186468,4130,6111,22680,26723,1109821,150778,165193,60750
2019:Q4,2687769,47594,24749,1963,1192773,9665,153395,149748,285164,594801,22855,2415,493890,208253,208,25794,192669,474606,318588,0,156018,2806129,1708870,169,3543,12765,79450,9782,1603161,2909,1338228,262024,1097259,895827,197496,3936,6007,21806,27197,1124948,152027,166561,61253
2020:Q1,2523836,44127,24687,2337,1182297,11050,163303,151096,281099,575749,23591,1275,395710,164535,334,21565,202739,460639,319547,0,141092,2569213,1715383,215,5981,12320,82226,12433,1602208,2663,1345377,254168,853830,693056,156743,4031,5923,20772,27116,1130851,153804,165743,60722
2020:Q2,2677630,54522,32768,2970,1249857,13422,167722,144238,287723,636752,23691,2036,429717,198422,406,25477,210287,447477,320508,0,126969,2645776,1757448,293,6287,11663,85001,12707,1641497,1589,1364161,275747,888328,704515,183532,281,6046,21137,28728,1148386,155582,164926,60193
2020:Q3,2760215,46456,29959,3102,1275012,13329,171573,149679,292252,648179,23577,1320,462565,214256,788,27997,212954,462229,321466,0,140763,2802921,1806896,326,11227,11703,87774,9371,1686495,305,1393451,292739,996025,792491,200862,2672,6063,20956,29242,1176430,157359,164107,59662
2020:Q4,2879012,50151,34667,2192,1270151,8893,157487,145253,297868,660650,24269,1223,518606,245848,745,29686,210746,490728,322425,0,168303,2908344,1802209,243,9976,11321,90547,10516,1679606,425,1393453,285728,1106135,870216,233419,2500,5477,20911,30144,1175186,159136,163289,59131
2021:Q1,2898489,59176,36581,2281,1249662,8099,164659,140593,293108,643203,24341,1511,546084,267406,711,31692,220487,458557,329274,0,129283,3033735,1857350,221,9347,11096,95295,12154,1729237,1307,1425077,302853,1176385,933488,240552,2345,6720,21551,31005,1202523,161929,167345,60625
2021:Q2,3022254,55945,30841,2543,1308418,7751,186735,138817,294628,680487,25536,1160,584442,287619,667,33291,229154,462638,336123,0,126515,3147733,1897742,211,8360,10284,100043,9557,1769287,833,1451477,316977,1249991,987098,259289,3604,8572,21042,31718,1224638,164721,171402,62118
2021:Q3,3038116,70131,34353,2273,1311583,5802,186295,139449,289475,690562,26445,397,588407,291999,608,33075,239370,439475,342971,0,96504,3189873,1964003,157,7472,10287,104786,8756,1832545,546,1500662,331337,1225870,967356,254634,3880,8540,20224,32028,1269537,167514,175457,63611
2021:Q4,3100213,72658,31473,2176,1320128,4486,187875,135974,289357,702436,27674,-1144,642792,307168,571,36167,233387,427163,349819,409,76935,3266907,1961099,120,6977,10297,109532,10269,1823904,274,1504668,318962,1305808,1022534,279680,3594,7897,20841,32094,1269258,170306,179513,65104
2022:Q1,3071507,53505,27809,1431,1245184,2891,164906,130645,271810,674932,29587,-2405,674305,283406,498,34765,246733,476689,356505,0,120184,3438498,2016400,93,6300,10151,113310,11273,1875273,3,1523424,351846,1422098,1158338,259595,4165,8390,20991,32220,1284145,173789,182716,65490
2022:Q2,2956769,47789,29490,1648,1205895,3258,172679,128488,260686,640784,30356,-1453,595765,232365,404,28541,256786,529183,363192,212,165779,3214204,2045803,126,5752,9955,117083,8710,1904177,0,1562785,341392,1168401,950723,213273,4405,8946,19866,31940,1319638,177272,185920,65875
2022:Q3,2880322,48140,35003,1777,1183219,3430,182900,126011,244893,625985,30861,-2332,506497,210411,327,28294,255993,582132,369875,1272,210985,3220846,2101220,158,5102,10500,120857,8203,1956400,0,1609926,346474,1119626,912678,202475,4473,8474,19725,32498,1362913,180753,189122,66260
2022:Q4,2977894,50302,42894,2304,1241700,4334,212928,129153,246093,649192,30404,-2111,532945,236082,316,30844,259726,552488,376561,1247,174680,3346109,2098365,238,5199,10473,124630,10504,1947321,0,1624691,322630,1247744,1029392,213822,4530,8021,19092,32000,1373810,184236,192325,66645
2023:Q1,3122671,47547,39595,1904,1287127,4688,223298,134116,242074,682951,30481,-729,577603,251902,265,31181,276800,578995,380343,1115,197537,3403897,2163526,672,4745,10112,130143,10663,2007191,39,1658550,348602,1240371,1009644,225793,4934,8051,19030,32491,1404716,186644,193699,67190
2023:Q2,3160391,52226,42469,1401,1283432,4912,227222,138397,232125,680776,31721,-2219,606645,260886,271,32457,286383,564719,384124,642,179953,3529684,2200500,1122,4387,10157,135655,9119,2040060,0,1686873,353187,1329184,1076595,247763,4826,7605,19166,32191,1430086,189052,195072,67735
2023:Q3,3090056,44720,35510,1121,1291902,6636,255303,147986,212920,669057,31827,-1530,557731,242896,262,31000,293660,560957,387905,0,173052,3588884,2243462,2083,4154,10459,141165,9328,2076273,275,1717341,358657,1345422,1100690,240128,4604,7424,18632,32857,1457602,191460,196445,68279
2023:Q4,3260721,58188,45111,360,1363670,6404,263204,160133,221580,712349,32935,27164,596349,270700,331,34006,304320,527587,391686,0,135901,3702096,2277009,2519,5170,10303,146675,11036,2101306,144,1729420,371742,1425087,1151439,269051,4597,7371,17722,32776,1466728,193868,197818,68824
2024:Q1,3326209,58269,42415,472,1408169,8041,286106,167665,213555,732802,33196,27885,599519,285815,297,35824,318630,515718,399954,0,115764,3980785,2314840,2218,4564,10567,149771,15035,2132685,377,1765925,366383,1665945,1361460,300079,4406,8110,17730,33296,1497688,197960,201994,70277
