1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1994:Q2,6074093,3991532,3223321,768211,454123,113459,616491,581473,591649,384884,129462,77303,164124,124673,39451,427525,255469,159726,61959,33784,172056,100485,28052,43519,-10176,35018,47917,-12899,334019,544395,32376,39701,12788,27681,-768,12749,6074093,815044,231925,148720,22849,7246932
1994:Q3,6164875,4031751,3258704,773047,456767,116286,651206,614030,629706,408162,142280,79264,180226,137969,42257,449480,263247,156279,62648,44320,186233,113914,37375,34944,-15676,37176,49196,-12020,336296,550510,31945,41264,13249,28447,-432,12740,6164875,828373,233898,125228,21295,7331074
1994:Q4,6272110,4088097,3311620,776477,465457,115940,676060,637907,653543,437388,135928,80227,190414,149712,40702,463129,269530,164018,66392,39120,193599,123658,28834,41107,-15636,38153,48884,-10731,350655,554622,32204,41180,14173,26787,220,12303,6272110,843295,236612,123627,20361,7455289
1995:Q1,6332606,4134441,3358102,776339,467357,118286,677704,639757,672293,441332,142198,88763,194746,141058,53688,477547,272317,167248,69769,35300,205230,133026,18741,53463,-32536,37947,46981,-9034,353422,555321,33964,43616,16013,25875,1728,16423,6332606,859812,239339,120366,29827,7522290
1995:Q2,6397838,4172863,3395188,777675,471970,121577,702518,664139,692347,444383,151231,96733,191033,136361,54672,501314,278316,169709,70975,37632,222998,138313,25584,59101,-28208,38379,46253,-7874,348873,553593,34614,44899,17841,25110,1948,16159,6397838,874785,240968,100050,32641,7580998
1995:Q3,6498572,4219726,3438905,780821,484461,125707,736950,697501,707333,462168,158152,87013,198026,142808,55218,509307,286410,185098,74720,26592,222897,134262,28214,60421,-9832,39449,46700,-7251,345503,558946,35147,45834,19644,24566,1624,16592,6498572,888215,242547,72651,18852,7683127
1995:Q4,6583619,4265315,3479893,785422,500954,133962,749539,708383,710943,460198,151467,99278,193991,141064,52927,516952,297142,190044,75534,31564,219810,129090,23006,67714,-2560,41156,48322,-7166,343258,563750,35523,45510,21413,23877,220,16854,6583619,900101,243758,75585,30487,7772585
1996:Q1,6701953,4314538,3524438,790100,523312,139519,784502,741001,738865,475537,162668,100660,201661,145858,55803,537204,306837,186950,82643,37244,230367,142729,24222,63416,2136,43501,51120,-7619,341148,570418,35502,46812,22798,24718,-704,17206,6701953,910444,245131,48221,37266,7868468
1996:Q2,6828685,4387502,3589950,797552,547499,141611,798141,752029,753681,489061,166727,97893,213391,154159,59232,540290,319168,191379,83957,43832,221122,143523,23538,54061,-1652,46112,53207,-7095,346099,577683,35434,48199,23526,25805,-1132,17385,6828685,922049,245512,65603,29006,8032840
1996:Q3,6910697,4451230,3647237,803993,547476,143674,804679,755687,750995,488195,164149,98651,213716,153990,59726,537279,330015,202059,87280,40676,207264,132146,17143,57975,4692,48992,54582,-5590,350000,581754,35193,48927,23242,26845,-1160,18150,6910697,934914,246966,64638,25812,8131409
1996:Q4,7045294,4514499,3704252,810247,556847,145315,826965,774826,767718,502885,154158,110675,216776,157705,59071,550942,339388,209810,89766,39812,211554,135370,5321,70863,7108,52139,55247,-3108,358386,593157,34807,66659,21947,45536,-824,18273,7045294,949042,247169,49648,31392,8259771
1997:Q1,7159762,4592404,3776357,816047,575562,144151,856653,801099,782583,504405,174838,103340,218202,153886,64316,564381,346981,207951,92798,46232,217400,142568,17724,57108,18516,55554,55201,353,364854,595715,34375,46901,19720,27793,-612,17897,7159762,964430,248872,12717,23118,8362654
1997:Q2,7274266,4659976,3835645,824331,575137,144566,880888,822691,806995,514245,179762,112988,222477,157763,64714,584518,355548,210185,94063,51300,228970,146297,20985,61688,15696,58197,55368,2829,371012,610396,33647,47356,18727,28525,104,18582,7274266,979915,251309,44014,30678,8518826
1997:Q3,7424216,4738859,3902961,835898,588538,147383,917601,857531,842423,548641,184273,109509,234202,170241,63961,608221,364234,216979,97367,49888,243987,161421,22945,59621,15108,60070,55747,4323,377176,616580,33432,53498,18953,33385,1160,18013,7424216,995496,252309,13875,23080,8662823
1997:Q4,7546852,4844037,3992413,851624,596593,152142,904322,843151,836111,541126,190603,104382,224167,163547,60620,611944,372984,228670,102894,41420,238960,148909,27089,62962,7040,61171,56340,4831,389466,623766,33786,52490,20385,29621,2484,17822,7546852,1011175,253798,-29599,16324,8765907
1998:Q1,7638388,4941988,4074893,867095,617383,156820,837258,775756,761336,483005,169692,108639,222144,161347,60797,539192,385774,237718,101388,46668,153418,83940,7507,61971,14420,61502,57145,4357,413905,629053,33810,58940,22844,31144,4952,16851,7638388,1026950,254396,-27899,25354,8866480
1998:Q2,7768949,5028314,4145492,882822,630197,162590,835598,772713,757345,487166,164169,106010,218937,158616,60321,538408,389569,243441,104196,41932,148839,85109,-348,64078,15368,62885,58536,4349,434098,635519,35006,60415,25087,30404,4924,17224,7768949,1043346,256687,-76784,22496,8969699
1998:Q3,7901591,5114859,4217415,897444,645417,168033,845144,779822,760730,500946,163700,96084,225457,161837,63620,535273,388652,239266,103422,45964,146621,99843,-3342,50120,19092,65322,60512,4810,442034,643027,36784,62614,27114,31800,3700,17247,7901591,1060363,258405,-89690,9570,9121097
1998:Q4,7998606,5199394,4288664,910730,668108,173381,822666,753855,739763,474497,164953,100313,220682,152872,67810,519081,382529,243708,104305,34516,136552,77917,-7162,65797,14092,68811,63075,5736,434120,650290,39872,74347,28935,43852,1560,16172,7998606,1078001,260796,-31193,12225,9293992
1999:Q1,8153287,5286953,4364622,922331,682441,176116,876474,803121,778933,482730,181595,114608,226471,165375,61096,552462,371042,224933,108096,38013,181420,92422,12403,76595,24188,73353,66224,7129,432990,657528,42447,65421,31182,35648,-1409,17811,8153287,1096259,262428,-74362,25931,9411680
1999:Q2,8215571,5343904,4409322,934582,690223,179581,870933,795904,792128,498843,176430,116855,223551,164767,58784,568577,368348,226499,108755,33094,200229,107577,8891,83761,3776,75029,67041,7988,424496,667068,45027,67084,32830,36200,-1946,17309,8215571,1117944,265264,-41646,30921,9526212
1999:Q3,8313838,5423979,4473677,950302,699488,179410,856219,782381,796885,486025,192363,118497,227610,164730,62880,569275,373690,213080,104473,56137,195585,108215,25010,62360,-14504,73838,65525,8313,437476,679003,46449,67883,34807,36176,-3100,16829,8313838,1143053,267603,-9246,28621,9686626
1999:Q4,8487123,5555893,4584082,971811,713256,178883,863407,793627,822903,490619,195366,136918,231911,170981,60930,590992,388390,234157,114683,39550,202602,85481,19753,97368,-29276,69780,61677,8103,446146,690739,46913,70345,37071,37780,-4506,15367,8487123,1171588,271606,7991,38141,9900168
2000:Q1,8710179,5749187,4751494,997693,720561,179830,845969,783113,808353,483092,194109,131152,243310,176114,67196,565043,402951,243318,127849,31784,162092,63660,-936,99368,-25240,62856,55497,7359,465296,698550,45067,81005,39821,40956,228,14848,8710179,1203549,275421,-153883,33084,10002179
2000:Q2,8816896,5791743,4779055,1012688,750678,180202,837647,779984,801032,478718,183790,138524,241710,175547,66163,559322,414807,256607,134063,24137,144515,46564,-16436,114387,-21048,57663,50862,6801,496862,707314,45472,84303,41462,41844,997,13619,8816896,1227519,278614,-39637,35670,10247721
2000:Q3,8947870,5903946,4871279,1032667,760290,182853,822080,767880,776964,442665,189807,144492,222794,153793,69001,554170,419055,263552,137900,17603,135115,25320,-17094,126889,-9084,54200,47771,6429,516829,711259,45819,86339,43301,42044,994,10093,8947870,1243499,281464,-124189,30480,10318164
2000:Q4,9020924,5943706,4897955,1045751,782708,191016,799946,747477,759341,400321,190533,168487,225979,154887,71092,533362,415463,241829,129485,44149,117899,3605,-10044,124338,-11864,52469,46226,6243,537159,717097,47002,89041,45150,42832,1059,7253,9020924,1251490,283355,-65339,54687,10435742
2001:Q1,9153044,6050125,4979459,1070666,809975,197126,782043,733129,751481,381878,210192,159411,188597,117521,71076,562884,408443,241600,121298,45545,154441,22757,17818,113866,-18352,48914,41672,7242,540006,724180,55232,98574,47874,42828,7872,6247,9153044,1281221,285223,-209189,40066,10470233
2001:Q2,9186518,6040920,4961391,1079529,827760,202604,808069,763384,764468,373085,221318,170065,182690,113940,68750,581778,402348,226241,119148,56959,179430,32904,33420,113106,-1084,44685,37466,7219,540290,724146,62013,100199,48306,43244,8649,4543,9186518,1307093,286926,-133108,48427,10599000
2001:Q3,9132114,6024567,4935931,1088636,845551,204794,773203,711717,694937,324585,224843,145509,162829,101677,61152,532108,399487,257474,115114,26899,132621,-34566,48577,118610,16780,61486,51917,9569,520198,725338,71162,100468,46984,44232,9252,9157,9132114,1322838,288741,-120656,25018,10598021
2001:Q4,9126369,6037783,4937759,1100024,840939,205078,785445,694020,659188,220624,238321,200243,146475,91705,54770,512713,401405,256359,111006,34040,111308,-127440,72545,166203,34832,91425,79064,12361,466109,737095,46433,97667,43911,45224,8532,2686,9126369,1335676,290315,-3950,87943,10660464
2002:Q1,9238887,6060732,4945871,1114861,859744,207315,870086,751268,705832,277812,269591,158429,147364,83535,63829,558468,418821,251759,123833,43229,139647,-57482,81929,115200,45436,118818,101881,16937,447143,744026,42574,87840,39083,46525,2232,4575,9238887,1344964,292566,-43273,49643,10783500
2002:Q2,9349006,6129140,4998318,1130822,864431,208855,901521,782335,768231,341889,280788,145554,153672,87130,66542,614559,428715,259978,126295,42442,185844,-5219,87951,103112,14104,119186,103124,16062,446524,751291,39822,81553,35196,45856,501,5513,9349006,1354357,294894,-79878,30923,10887459
2002:Q3,9430809,6156901,5012121,1144780,873004,207677,933964,820010,831286,394563,281253,155470,161806,91730,70076,669480,429418,240694,122843,65881,240062,62139,88334,89589,-11276,113954,100115,13839,444217,768491,41333,77464,32252,45770,-558,10424,9430809,1367028,297374,-67698,43475,10984040
2002:Q4,9575660,6193688,5027065,1166623,883350,209946,1015892,909351,922151,464547,289950,167654,179853,101908,77945,742298,433135,266447,125925,40763,309163,96192,86080,126891,-12800,106541,95424,11117,452379,776312,41856,76169,30245,46762,-838,9780,9575660,1380933,299807,-135839,59132,11061434
2003:Q1,9594327,6213197,5027006,1186191,876295,218701,1007215,918090,939402,487061,307932,144409,199942,118408,81534,739460,441396,240154,131945,69297,298064,128499,94453,75112,-21312,89125,81675,7450,452525,788612,47120,77822,29607,47125,1090,7080,9594327,1392296,302731,-71665,43560,11174128
2003:Q2,9724589,6307295,5101360,1205935,892397,223194,1044049,936165,939081,477156,309284,152641,196456,116297,80159,742625,433581,329246,118122,-13787,309044,31613,111003,166428,-2916,107884,100208,7676,433548,799992,57141,75583,28012,47659,-88,5672,9724589,1403423,305372,-64251,56365,11312766
2003:Q3,9894193,6393691,5168728,1224963,905261,227513,1097616,991540,1002684,523937,322944,155803,217650,128710,88940,785034,452808,295972,122930,33906,332226,99255,111074,121897,-11144,106076,100419,5657,423090,812991,45922,75739,25463,48596,1680,4214,9894193,1417187,308525,1267,54503,11566669
2003:Q4,10067059,6500239,5255981,1244258,916085,238980,1159394,1058660,1081172,566921,331409,182842,241006,142554,98452,840166,492412,314148,139295,38969,347754,110219,93662,143873,-22512,100734,97682,3052,398981,820870,46047,75041,21959,49843,3239,3516,10067059,1434954,311903,37876,79558,11772234
2004:Q1,10240028,6541308,5274461,1266847,946563,243000,1268590,1182216,1206184,648479,353689,204016,251408,161834,89574,954776,533753,335702,153173,44878,421023,150943,110942,159138,-23968,86374,87902,-1528,355210,847324,44241,80273,17500,51292,11481,2001,10240028,1458098,315889,7436,98007,11923447
2004:Q2,10417679,6668454,5380726,1287728,963036,243418,1301226,1223411,1268751,721370,359637,187744,271582,174831,96751,997169,562523,325274,160263,76986,434646,221265,102623,110758,-45340,77815,82787,-4972,344490,859899,43662,79672,15425,52358,11889,1146,10417679,1482432,321177,-35681,72795,12112814
2004:Q3,10622543,6803703,5492772,1310931,964199,241800,1364114,1294349,1335237,759814,370249,205174,292736,188310,104426,1042501,564812,330683,150787,83342,477689,240821,115036,121832,-40888,69765,77953,-8188,344787,871331,45378,78498,15734,52695,10069,-511,10622543,1507710,327435,-70769,81612,12305308
2004:Q4,10720437,6864486,5536095,1328391,977781,242912,1348244,1293390,1344038,770736,389710,183592,298320,191962,106358,1045718,658257,476560,137632,44065,387461,102214,145720,139527,-50648,54854,66764,-11910,357245,893838,52264,89409,18426,52031,18952,-1214,10720437,1540247,334366,-13397,54439,12527213
2005:Q1,10925531,6926266,5574624,1351642,957110,233687,1480161,1601331,1642163,975568,444369,222226,375747,259771,115976,1266416,554224,318965,135698,99561,712192,396832,192695,122665,-40832,-121170,-88101,-33069,387913,915058,56731,84154,23713,51171,9270,-2087,10925531,1572415,339186,17232,87078,12767286
2005:Q2,11090132,7005581,5637841,1367740,963936,231156,1497014,1631528,1656688,1029704,406837,220147,363962,251619,112343,1292726,568128,257172,145796,165160,724598,520913,148698,54987,-25160,-134514,-99162,-35352,422271,937317,60695,96495,26673,52119,17703,-2943,11090132,1603872,345097,-42104,74342,12922655
2005:Q3,11273927,7122646,5738267,1384379,988041,213554,1525820,1670432,1709452,1014166,456647,238639,370249,255954,114295,1339203,572251,112170,133155,326926,766952,646042,209197,-88287,-39020,-144612,-108809,-35803,446152,952103,61985,92037,27306,52249,12482,-4441,11273927,1637912,351764,-37932,83026,13142644
2005:Q4,11510191,7209936,5814784,1395152,1007478,206026,1617182,1777467,1816575,1158128,436598,221849,409037,282820,126217,1407538,622416,15677,154937,451802,785122,859631,155444,-229953,-39108,-160285,-124503,-35782,482976,965274,64231,89876,25612,53691,10573,-4326,11510191,1676324,357637,-165197,54754,13324203
2006:Q1,11781258,7379713,5971384,1408329,1049502,194509,1675824,1825498,1854762,1170629,453718,230415,421381,289954,131427,1433381,678179,403005,171089,104085,755202,477670,151202,126330,-29264,-149674,-117327,-32347,481208,981844,55730,76710,21591,54818,301,-2322,11781258,1708101,362327,-196732,55791,13599161
2006:Q2,11915442,7428027,6012628,1415399,1052043,183436,1691227,1851242,1905438,1200329,466940,238169,432634,297754,134880,1472804,710127,415626,169130,125371,762677,486949,162930,112798,-54196,-160015,-127906,-32109,549033,991687,51546,76302,19672,56014,616,-4767,11915442,1737794,369301,-219659,49453,13753425
2006:Q3,12020389,7487328,6061887,1425441,1048750,177791,1739368,1909761,1946625,1279903,433143,233579,451289,310570,140719,1495336,724930,489218,157240,78472,770406,480115,135184,155107,-36864,-170393,-137193,-33200,537409,1004103,49886,82700,19855,56949,5896,-7174,12020389,1765919,375189,-254850,36458,13870187
2006:Q4,12073596,7623638,6181056,1442582,1053184,168742,1677999,1860190,1867630,1191339,419578,256713,415282,286048,129234,1452348,750127,583307,163139,3681,702221,321984,127205,253032,-7440,-182191,-147048,-35143,514010,1010524,48707,83562,22140,57816,3606,-9356,12073596,1795551,382479,-167927,44137,14039560
2007:Q1,12170253,7805987,6343751,1462236,1017222,162476,1587388,1757651,1803019,1171477,360435,271107,418619,296610,122009,1384400,781544,474577,187436,119531,602856,400290,50990,151576,-45368,-170263,-134038,-36225,534880,1025854,49498,97819,26527,58068,13224,-11875,12170253,1823717,390958,-126337,42942,14215651
2007:Q2,12331638,7845158,6370332,1474826,998503,180253,1655229,1830222,1875794,1190510,377792,307492,413306,293074,120232,1462488,823879,476881,191138,155860,638609,420555,66422,151632,-45572,-174993,-136616,-38377,594778,1033080,58181,95080,29975,58626,6479,-12262,12331638,1843830,397097,-109289,61194,14402082
2007:Q3,12317162,7885205,6397562,1487643,987098,193632,1589733,1766540,1786176,1058250,367350,360576,376508,266824,109684,1409668,835166,500517,196757,137892,574502,290909,60909,222684,-19636,-176807,-137234,-39573,595378,1035798,55913,98480,32482,59466,6532,-12249,12317162,1862280,403321,98990,117634,14564118
2007:Q4,12400327,7977549,6473921,1503628,978763,208675,1550867,1727702,1791646,1102242,277473,411931,358695,253972,104723,1432951,832576,481296,202842,148438,600375,366974,-30092,263493,-63944,-176835,-136797,-40038,604121,1052586,54745,97608,34050,62264,1294,-15097,12400327,1879944,409852,185819,160886,14715058
2008:Q1,12405093,8054870,6539394,1515476,964959,249248,1454232,1502967,1623619,970495,252697,400427,297984,241395,56589,1325635,895470,478561,190304,226605,430165,250539,5804,173822,-120652,-48735,-22048,-26687,592116,1045747,51940,111964,34678,63790,13496,-16103,12405093,1902823,416972,132453,150803,14706539
2008:Q2,12428208,8054881,6532655,1522226,967538,280963,1428071,1481607,1633243,998790,233343,401110,285230,230797,54433,1348013,869130,499449,185789,183892,478883,268544,-6879,217218,-151636,-53536,-26352,-27184,605299,1054692,51660,105542,35364,64673,5505,-17118,12428208,1923789,423410,247807,157509,14865702
2008:Q3,12511694,8074387,6547155,1527232,957217,305248,1431253,1494670,1555042,1034414,97565,423063,270650,218894,51756,1284392,825833,497393,157096,171344,458559,318127,-111287,251719,-60372,-63417,-34859,-28558,648558,1058492,52000,105627,36108,63827,5692,-17088,12511694,1945696,430344,187997,176731,14898999
2008:Q4,12114662,8043164,6517178,1525986,951502,325642,1068928,1136420,943080,637280,-30373,336173,169810,137736,32074,773270,775027,489271,145544,140212,-1757,10273,-207991,195961,193340,-67492,-37279,-30213,628634,1040028,54625,127991,36910,79647,11434,-16602,12114662,1955462,437353,196544,95814,14608207
2009:Q1,11895794,7730374,6225578,1504796,913805,326526,1297511,1389849,1297893,673544,280350,343999,171977,135804,36173,1125916,713630,470610,132613,110407,412286,67130,111564,233592,91956,-92338,-56220,-36118,561743,1015912,55357,120889,37771,80701,2417,-15609,11895794,1946806,440634,268349,120682,14430902
2009:Q2,11942063,7761958,6254486,1507472,902034,335906,1321896,1402038,1394694,689890,386248,318556,195331,154424,40907,1199363,639184,392605,151464,95115,560179,142861,193877,223441,7344,-80142,-43247,-36895,531927,1017311,55465,140737,38613,97519,4605,-14241,11942063,1927499,441556,192882,122766,14381237
2009:Q3,12087085,7746528,6237216,1509312,935014,355890,1492548,1568287,1588807,764762,454693,369352,206414,163533,42881,1382393,598996,289823,160855,148318,783397,311406,250957,221034,-20520,-75739,-39007,-36732,490761,1028752,67069,118223,39437,79747,-961,-13562,12087085,1916355,442626,185243,182426,14448883
2009:Q4,12336307,7797217,6279158,1518059,1001652,372046,1590653,1672951,1741263,941217,436898,363148,242010,191983,50027,1499253,587064,318133,150225,118706,912189,431101,236646,244442,-68312,-82298,-45561,-36737,479130,1045296,55499,120622,40244,80373,5,-14810,12336307,1923377,446253,120408,175096,14651248
2010:Q1,12482241,7767627,6233246,1534381,1057124,404881,1684636,1780235,1827303,1022942,415218,389143,256340,191960,64380,1570963,587676,364418,120333,102925,983287,466564,230505,286218,-47068,-95599,-59437,-36162,468383,1044644,54793,126022,41032,80969,4021,-16283,12482241,1924246,450306,112099,204285,14764608
2010:Q2,12689827,7910633,6360695,1549938,1103464,428875,1685234,1786635,1823027,1044249,393510,385268,262247,196293,65954,1560780,610003,351354,126759,131890,950777,496602,200797,253378,-36392,-101401,-65787,-35614,450703,1062139,55491,122725,42416,79946,363,-18455,12689827,1927477,455247,114471,206831,14980192
2010:Q3,12942508,7982234,6422530,1559704,1128991,442603,1850316,1907655,1925707,1101636,449213,374858,279180,208864,70316,1646527,651006,399600,138123,113283,995521,493172,240774,261575,-18052,-57339,-25713,-31626,415488,1069076,56001,129358,44087,84537,734,-19557,12942508,1932698,459075,5432,198106,15141607
2010:Q4,13064507,8040984,6473571,1567413,1144435,458324,1877714,1849942,1938802,1052812,492100,393890,291302,218019,73283,1647500,695167,413295,144303,137569,952333,421498,274514,256321,-88860,27772,52064,-24292,416247,1076436,56948,127205,47430,84826,-5051,-19890,13064507,1948534,463982,45768,213311,15309476
2011:Q1,13144603,8170086,6577279,1592807,1181207,489126,1720151,1657342,1798958,992128,410127,396703,285121,212299,72822,1513837,744393,428703,172888,142802,769444,351126,164417,253901,-141616,62809,86879,-24070,425376,1091504,58877,145512,48755,87297,9460,-19482,13144603,1967536,469697,-7500,222887,15351449
2011:Q2,13331967,8206445,6608231,1598214,1211869,501353,1842839,1782297,1865261,1070315,396014,398932,285113,212399,72714,1580148,766176,451289,169656,145231,813972,406627,153644,253701,-82964,60542,86350,-25808,411673,1105483,59902,130516,49486,85710,-4680,-18309,13331967,1988608,474978,-15544,222471,15557538
2011:Q3,13458527,8287288,6681614,1605674,1252106,510060,1872252,1812855,1848535,1048308,375121,425106,256380,191149,65231,1592155,807151,470217,175808,161126,785004,386942,134082,263980,-35680,59397,86970,-27573,382616,1103880,60169,128038,48924,86338,-7224,-17544,13458527,2007406,480169,-52601,245818,15647682
2011:Q4,13615268,8240879,6637603,1603276,1268165,525626,2014468,1956251,1968023,1062820,475747,429456,296439,221029,75410,1671584,834262,493116,170654,170492,837322,348675,229683,258964,-11772,58217,87629,-29412,412792,1114029,61083,116422,47020,81699,-12297,-16030,13615268,2025284,483773,-21514,260552,15842259
2012:Q1,13982744,8456398,6836284,1620114,1297683,526776,2078584,2225119,2256375,1300409,537336,418630,319888,235009,84879,1936487,881337,487894,224627,168816,1055150,577506,227830,249814,-31256,-146535,-98049,-48486,457109,1130877,58394,108356,43529,75559,-10732,-14645,13982744,2049672,488598,-206025,246188,16068805
2012:Q2,14043866,8503777,6875985,1627792,1308658,532464,2063652,2212637,2194357,1285581,507717,401059,334239,245506,88733,1860118,900051,487918,217001,195132,960067,552157,201983,205927,18280,-148985,-99666,-49319,476345,1133897,58058,97100,40963,68438,-12301,-13969,14043866,2071312,492581,-172552,228096,16207116
2012:Q3,13968352,8546085,6906053,1640032,1286792,536081,2047024,2195395,2220271,1281690,536175,402406,341719,250974,90745,1878552,903774,505348,205015,193411,974778,525368,240415,208995,-24876,-148371,-98696,-49675,403990,1131324,56306,86507,39148,61160,-13801,-13145,13968352,2094302,495846,-9745,229211,16319541
2012:Q4,14264051,8763190,7094176,1669014,1306556,542554,2041672,2182525,2190469,1296368,494744,399357,342509,251725,90784,1847960,1096108,678403,255366,162339,751852,366240,148594,237018,-7944,-140853,-92134,-48719,443767,1148361,59391,90166,38084,63631,-11549,-12824,14264051,2112463,497446,-226268,227267,16420418
2013:Q1,14294155,8732586,7043853,1688733,1339638,562280,2060178,2214473,2191813,1350307,454117,387389,360544,264548,95996,1831269,860333,535452,179052,145829,970936,550307,179069,241560,22660,-154295,-105533,-48762,399138,1175409,59388,96964,37803,75286,-16125,-12650,14294155,2133957,499255,-63282,215897,16648188
2013:Q2,14413433,8819553,7102954,1716599,1364140,576295,2060486,2211710,2181010,1329836,456243,394931,357162,262470,94692,1823848,1118615,519672,420488,178455,705233,547694,-58937,216476,30700,-151224,-103707,-47517,386037,1179354,60106,101651,37937,77422,-13708,-13977,14413433,2161382,502971,-120086,229015,16728685
2013:Q3,14492629,8845560,7112863,1732697,1363123,588613,2084760,2235058,2226938,1333006,485263,408669,364320,261871,102449,1862618,947676,630093,236706,80877,914942,441042,146108,327792,8120,-150298,-103578,-46720,392298,1190191,59966,102271,38507,75357,-11593,-14221,14492629,2188238,506536,6852,240418,16953837
2013:Q4,14636203,8942458,7196308,1746150,1340054,587559,2119135,2274995,2280899,1349425,527097,404377,367645,266935,100710,1913254,1062637,515162,398940,148535,850617,567328,27447,255842,-5904,-155860,-109317,-46543,393493,1198340,59420,128309,39506,101866,-13063,-13725,14636203,2222796,511279,57359,235620,17192018
2014:Q1,14776093,9114238,7358624,1755614,1349446,594956,2056218,2198288,2251736,1318242,527576,405918,403576,280166,123410,1848160,1023484,627727,255274,140483,824676,410349,148892,265435,-53448,-142070,-96839,-45231,400605,1215936,58698,113707,40854,83744,-10891,-10315,14776093,2259701,515026,-115616,237467,17197737
2014:Q2,15079345,9172447,7409380,1763067,1376742,599082,2226807,2371120,2377616,1398629,584319,394668,425035,295490,129545,1952581,1060714,626506,273325,160883,891867,476633,181449,233785,-6496,-144313,-98313,-46000,418507,1234846,58475,118342,42222,85440,-9320,-8953,15079345,2284761,517035,-134234,228397,17518509
2014:Q3,15342879,9280613,7503016,1777597,1381931,600292,2286537,2431953,2408545,1477614,509309,421622,397515,294294,103221,2011030,1061405,600750,283777,176878,949625,582570,122311,244744,23408,-145416,-98187,-47229,436596,1245624,58184,177270,43610,141169,-7509,-7800,15342879,2318145,519882,-124676,252002,17804229
2014:Q4,15459888,9433535,7634308,1799227,1371742,599679,2281770,2422971,2379115,1458505,523310,397300,401432,292566,108866,1977683,1093988,650495,275231,168262,883695,515444,139213,229038,43856,-141201,-92819,-48382,449974,1254443,57002,132578,45016,92861,-5299,-6831,15459888,2342792,521398,-189233,222768,17912077
2015:Q1,15544478,9563849,7746184,1817665,1356127,588811,2240371,2370110,2290774,1349100,549215,392459,413740,296006,117734,1877034,1115714,670929,298993,145792,761320,382165,132488,246667,79336,-129739,-80673,-49066,472350,1259102,55995,124316,46395,86319,-8398,-4453,15544478,2368143,523063,-149422,222741,18063530
2015:Q2,15680191,9666157,7830788,1835369,1339920,603074,2219018,2342601,2318349,1366960,564120,387269,419419,295876,123543,1898930,1096523,662562,261365,172596,802407,408522,179212,214673,24252,-123583,-74079,-49504,507473,1270871,56442,133689,48495,92146,-6952,-3569,15680191,2388297,524566,-101288,211983,18279784
2015:Q3,15737131,9751717,7902978,1848739,1352323,606368,2171670,2292399,2234367,1373487,468216,392664,391381,287222,104159,1842986,1122286,705061,260961,156264,720700,381204,103096,236400,58032,-120729,-71076,-49653,504026,1275845,57676,135027,51311,86396,-2680,-2169,15737131,2410595,526229,-59170,213160,18401626
2015:Q4,15778999,9815952,7957979,1857973,1342520,607153,2061454,2176713,2106689,1230235,468046,408408,359961,256689,103272,1746728,1180274,696073,307754,176447,566454,277473,57020,231961,70024,-115259,-66804,-48455,501168,1287997,58654,222604,54844,170538,-2778,-1195,15778999,2424423,526438,-62100,232630,18435137
2016:Q1,15845271,9851656,7992710,1858946,1335886,611984,2152042,2249120,2180464,1317615,468641,394208,374566,270266,104300,1805898,1132239,746888,256586,128765,673659,300461,107755,265443,68656,-97078,-52632,-44446,500924,1292489,60689,161419,59224,101503,692,-440,15845271,2434792,526640,-66147,214626,18525934
2016:Q2,15851239,9905215,8039211,1866004,1333965,619124,2111551,2214780,2243840,1324353,516656,402831,378423,267356,111067,1865417,1124068,747956,222939,153173,741349,309041,182650,249658,-29060,-103229,-60541,-42688,482600,1297521,62380,166164,61182,105922,-940,-2521,15851239,2463558,531361,81283,215747,18711703
2016:Q3,16000453,9998495,8119315,1879180,1355867,619876,2141288,2241762,2244050,1304007,529749,410294,386504,259446,127058,1857546,1145117,691100,209922,244095,712429,353461,192769,166199,-2288,-100474,-59539,-40935,482706,1320126,62998,147747,60720,87601,-574,-2654,16000453,2486328,533918,91759,219824,18892642
2016:Q4,16204073,10109063,8213718,1895345,1371137,623910,2172364,2275083,2291483,1287055,532120,472308,364643,251169,113474,1926840,1156243,732163,207372,216708,770597,303723,211274,255600,-16400,-102719,-62955,-39764,490442,1326366,60924,174717,57835,108491,8391,-3002,16204073,2517644,538195,104723,275263,19089381
2017:Q1,16419878,10224281,8310984,1913297,1409373,633854,2190227,2276341,2324533,1363423,491967,469143,278867,203122,75745,2045666,1216834,762430,278510,175894,828832,397871,137712,293249,-48192,-86114,-49480,-36634,532833,1336928,59353,155911,52382,110037,-6508,-4176,16419878,2547047,542362,43069,272273,19280083
