date,FU516000105.Q,FU515013005.Q,FU514090005.Q,FU513020005.Q,FU513034005.Q,FU512051005.Q,FU514022005.Q,FU513069105.Q,FU513061105.Q,FU513061705.Q,FU513062005.Q,FU513063005.Q,FU513065505.Q,FU513092305.Q,FU513064105.Q,FU513092103.Q,FU513092403.Q,FU513064205.Q,FU513070005.Q,FU513090005.Q,FU513076005.Q,FU513094703.Q,FU513093005.Q,FU514194005.Q,FU514190005.Q,FU512151003.Q,FU513169333.Q,FU513192305.Q,FU513170005.Q,FU513178005.Q,FU513190005.Q,FU513194703.Q,FU513176005.Q,FU513193005.Q,FU513181105.Q,FU513164105.Q,FU513192103.Q,FU513194603.Q,FU517005005.Q,FU513200003.Q,FU513176015.Q,FU513176025.Q,FU263176005.Q,FU263076005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,132,32,868,189,0,0,594,0,594,0,-12,12,5,-1,-41,5,0,0,117,0,0,0,0,709,708,0,0,1,0,-10,717,0,716,1,1,0,1,0,-59,0,716,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,48,40,1060,182,0,0,732,0,591,0,78,63,8,3,34,1,0,0,100,0,0,0,0,829,836,0,0,9,0,10,817,0,824,-7,-7,0,-7,0,-223,0,824,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,249,47,1120,42,0,0,906,0,528,0,229,149,7,4,87,0,0,0,74,0,0,0,0,802,814,0,0,14,0,73,727,0,739,-12,-12,0,-12,0,-117,0,739,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,459,54,949,63,0,0,663,0,413,0,284,-34,17,3,131,1,0,0,71,0,0,0,0,747,754,0,0,10,0,100,644,0,651,-7,-7,0,-7,0,203,0,651,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,220,71,1014,65,0,0,782,0,427,0,316,39,11,3,135,1,0,0,17,0,0,0,0,441,467,0,0,29,0,-55,493,0,519,-26,-26,0,-26,0,-424,0,519,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,132,71,875,36,0,0,572,0,164,0,304,104,14,4,139,0,0,0,110,0,0,0,0,842,852,0,0,14,0,-34,872,0,882,-10,-10,0,-10,0,28,0,882,0,0,0
1952:Q1,64,15,371,13,0,0,242,0,28,0,134,80,2,0,88,0,0,0,26,0,0,0,0,308,308,0,0,0,0,64,244,0,244,0,0,0,0,0,-14,0,244,0,0,0
1952:Q2,65,16,274,19,0,0,134,0,-97,0,146,85,1,0,93,2,0,0,25,0,0,0,0,247,246,0,0,0,0,-16,262,0,261,1,1,0,1,0,22,0,261,0,0,0
1952:Q3,63,14,293,23,0,0,295,0,345,0,11,-61,1,1,-52,1,0,0,24,0,0,0,0,275,274,0,0,0,0,13,261,0,260,1,1,0,1,0,31,0,260,0,0,0
1952:Q4,67,15,355,27,0,0,252,0,81,0,130,41,1,0,52,0,0,0,23,0,0,0,0,270,269,0,0,0,0,29,240,0,239,1,1,0,1,0,-34,0,239,0,0,0
1953:Q1,76,17,394,23,0,0,296,0,103,0,154,39,2,0,52,2,0,0,19,0,0,0,0,196,196,0,0,1,0,-29,224,0,224,0,0,0,0,0,-139,0,224,0,0,0
1953:Q2,91,17,310,18,0,0,221,0,7,0,179,35,4,0,49,2,0,0,16,0,0,0,0,223,222,0,0,0,0,6,216,0,215,1,1,0,1,0,-13,0,215,0,0,0
1953:Q3,96,18,379,11,0,0,302,0,73,0,200,29,5,0,46,2,0,0,13,0,0,0,0,257,256,0,0,0,0,53,203,0,202,1,1,0,1,0,-44,0,202,0,0,0
1953:Q4,100,18,366,3,0,0,305,0,68,0,215,22,5,0,43,0,0,0,10,0,0,0,0,293,292,0,0,0,0,107,185,0,184,1,1,0,1,0,9,0,184,0,0,0
1954:Q1,92,19,246,-4,0,0,191,0,-39,0,212,18,4,0,42,2,0,0,11,0,0,0,0,130,129,0,0,0,0,-32,161,0,160,1,1,0,1,0,-43,0,160,0,0,0
1954:Q2,94,19,271,-11,0,0,224,0,7,0,203,14,2,0,41,2,0,0,13,0,0,0,0,49,48,0,0,0,0,-84,132,0,131,1,1,0,1,0,-147,0,131,0,0,0
1954:Q3,89,19,307,-16,0,0,266,0,64,0,190,12,0,0,40,2,0,0,15,0,0,0,0,157,156,0,0,0,0,27,129,0,128,1,1,0,1,0,-80,0,128,0,0,0
1954:Q4,81,19,308,-21,0,0,270,0,80,0,180,10,-2,0,40,2,0,0,19,0,0,0,0,127,131,0,0,5,0,-20,146,0,150,-4,-4,0,-4,0,-119,0,150,0,0,0
1955:Q1,71,24,135,-7,0,0,79,0,-115,0,185,9,1,0,40,2,0,0,20,0,0,0,0,145,144,0,0,0,0,-26,170,0,169,1,1,0,1,0,57,0,169,0,0,0
1955:Q2,64,26,215,3,0,0,145,0,-58,0,194,9,2,1,41,1,0,0,22,0,0,0,0,125,123,0,0,0,0,-61,184,0,182,2,2,0,2,0,-52,0,182,0,0,0
1955:Q3,59,28,375,12,0,0,293,0,81,0,203,9,3,0,41,2,0,0,24,0,0,0,0,214,213,0,0,1,0,23,189,0,188,1,1,0,1,0,-130,0,188,0,0,0
1955:Q4,51,29,266,17,0,0,175,0,-45,0,210,10,3,0,41,4,0,0,26,0,0,0,0,169,170,0,0,3,0,-17,184,0,185,-1,-1,0,-1,0,-75,0,185,0,0,0
1956:Q1,31,31,122,6,0,0,42,0,-166,0,201,7,4,0,39,2,0,0,29,0,0,0,0,187,185,0,0,0,0,2,183,0,181,2,2,0,2,0,65,0,181,0,0,0
1956:Q2,8,32,106,-9,0,0,42,0,-151,0,188,5,3,0,35,3,0,0,32,0,0,0,0,118,117,0,0,0,0,-59,176,0,175,1,1,0,1,0,-12,0,175,0,0,0
1956:Q3,-44,33,198,-25,0,0,151,0,-28,0,173,6,2,0,32,3,0,0,35,0,0,0,0,137,137,0,0,1,0,-48,184,0,184,0,0,0,0,0,-138,0,184,0,0,0
1956:Q4,-53,33,201,-40,0,0,170,0,2,0,159,9,0,0,30,2,0,0,39,0,0,0,0,171,168,0,0,-2,0,-42,212,0,209,3,3,0,3,0,-116,0,209,0,0,0
1957:Q1,-55,31,98,-27,0,0,53,0,-127,0,157,23,0,0,31,2,0,0,39,0,0,0,0,245,244,0,0,0,0,7,237,0,236,1,1,0,1,0,61,0,236,0,0,0
1957:Q2,-45,31,157,-11,0,0,92,0,-107,0,160,39,0,0,33,3,0,0,40,0,0,0,0,301,300,0,0,0,0,33,267,0,266,1,1,0,1,0,69,0,266,0,0,0
1957:Q3,-39,32,315,7,0,0,233,0,14,0,165,54,0,0,32,3,0,0,40,0,0,0,0,294,294,0,0,1,0,24,269,0,269,0,0,0,0,0,-91,0,269,0,0,0
1957:Q4,-28,31,374,23,0,0,278,0,43,0,171,64,0,1,29,2,0,0,41,0,0,0,0,272,266,0,0,-5,0,19,252,0,246,6,6,0,6,0,-161,0,246,0,0,0
1958:Q1,21,27,93,26,0,0,-6,0,-232,0,169,57,0,0,31,3,0,0,39,0,0,0,0,138,137,0,0,0,0,-86,223,0,222,1,1,0,1,0,39,0,222,0,0,0
1958:Q2,19,26,212,23,0,0,123,0,-88,0,167,44,0,0,27,2,0,0,37,0,0,0,0,256,256,0,0,0,0,58,198,0,198,0,0,0,0,0,37,0,198,0,0,0
1958:Q3,23,26,390,16,0,0,303,0,105,0,169,29,0,0,32,3,0,0,36,0,0,0,0,234,234,0,0,0,0,32,202,0,202,0,0,0,0,0,-159,0,202,0,0,0
1958:Q4,29,27,453,8,0,0,364,0,174,0,176,14,-1,0,44,2,0,0,36,0,0,0,0,290,295,0,0,5,0,61,229,0,234,-5,-5,0,-5,0,-161,0,234,0,0,0
1959:Q1,70,36,238,3,0,0,136,0,-79,0,204,11,0,0,56,3,0,0,40,0,0,0,0,205,205,0,0,0,0,-62,267,0,267,0,0,0,0,0,1,0,267,0,0,0
1959:Q2,81,38,359,0,0,0,245,0,-4,0,237,12,-2,0,69,3,0,0,44,0,0,0,0,297,296,0,0,0,0,-6,302,0,301,1,1,0,1,0,-19,0,301,0,0,0
1959:Q3,92,39,519,-3,0,0,401,0,120,0,265,16,-3,0,73,3,0,0,48,0,0,0,0,334,333,0,0,0,0,29,304,0,303,1,1,0,1,0,-132,0,303,0,0,0
1959:Q4,100,40,562,-8,0,0,456,0,150,0,284,22,-9,0,69,3,0,0,51,0,0,0,0,293,292,0,0,0,0,18,274,0,273,1,1,0,1,0,-209,0,273,0,0,0
1960:Q1,100,35,417,-3,0,0,304,0,-94,114,261,23,-1,1,66,2,0,0,48,0,0,0,0,223,223,0,0,1,0,-27,249,0,249,0,0,0,0,0,-129,0,249,0,0,0
1960:Q2,105,37,340,-1,0,0,231,0,-95,76,227,23,0,0,66,2,0,0,42,0,0,0,0,228,226,0,0,0,0,-7,233,0,231,2,2,0,2,0,-44,0,231,0,0,0
1960:Q3,104,36,295,0,0,0,189,0,2,-27,192,22,2,0,66,3,0,0,35,0,0,0,0,238,236,0,0,0,0,13,223,0,221,2,2,0,2,0,11,0,221,0,0,0
1960:Q4,106,36,266,-1,0,0,168,0,7,-23,165,19,2,0,66,4,0,0,27,0,0,0,0,235,237,0,0,4,0,15,218,0,220,-2,-2,0,-2,0,40,0,220,0,0,0
1961:Q1,105,36,293,5,0,0,198,0,-207,200,190,15,4,0,63,3,0,0,20,0,0,0,0,213,211,0,0,0,0,-6,217,0,215,2,2,0,2,0,-11,0,215,0,0,0
1961:Q2,102,37,313,7,0,0,227,0,-121,112,227,9,3,0,58,3,0,0,15,0,0,0,0,183,183,0,0,1,0,-28,210,0,210,0,0,0,0,0,-65,0,210,0,0,0
1961:Q3,103,37,358,10,0,0,269,0,88,-88,265,4,1,0,63,3,0,0,12,0,0,0,0,209,208,0,0,0,0,4,204,0,203,1,1,0,1,0,-83,0,203,0,0,0
1961:Q4,104,39,415,11,0,0,315,0,152,-130,291,2,-2,0,76,3,0,0,12,0,0,0,0,183,194,0,0,12,0,-3,185,0,196,-11,-11,0,-11,0,-167,0,196,0,0,0
1962:Q1,129,36,473,23,0,0,343,0,-83,134,224,68,-1,1,62,3,0,0,42,0,0,0,0,205,205,0,0,1,0,24,180,0,180,0,0,0,0,0,-175,0,180,0,0,0
1962:Q2,140,37,562,34,0,0,409,0,-61,143,217,110,-4,0,62,3,0,0,58,0,0,0,0,143,142,0,0,0,0,-16,158,0,157,1,1,0,1,0,-316,0,157,0,0,0
1962:Q3,111,38,553,32,0,0,401,0,62,23,208,108,-6,0,62,4,0,0,60,0,0,0,0,175,174,0,0,0,0,8,166,0,165,1,1,0,1,0,-305,0,165,0,0,0
1962:Q4,54,38,443,17,0,0,323,0,163,-101,199,62,-10,0,62,3,0,0,48,0,0,0,0,247,195,0,0,-5,0,-8,208,0,202,6,52,46,6,0,-181,0,202,0,0,0
1963:Q1,3,34,330,2,0,0,250,0,-110,153,193,14,-3,0,39,4,0,0,38,0,0,0,0,296,233,0,0,1,0,-22,254,0,254,0,63,63,0,0,-65,0,254,0,0,0
1963:Q2,24,35,247,-11,0,0,188,0,7,23,191,-33,-3,0,39,3,0,0,31,0,0,0,0,370,288,0,0,-1,0,-29,318,0,317,1,82,81,1,0,112,0,317,0,0,0
1963:Q3,32,37,221,-16,0,0,167,0,121,-97,176,-33,-2,0,39,4,0,0,29,0,0,0,0,410,330,0,0,1,0,30,299,0,300,-1,80,81,-1,0,184,0,300,0,0,0
1963:Q4,27,39,240,-14,0,0,183,0,140,-115,147,11,-5,1,39,3,0,0,33,0,0,0,0,258,202,0,0,5,0,-1,198,0,203,-5,56,61,-5,0,6,0,203,0,0,0
1964:Q1,30,56,330,-8,0,0,192,0,-125,151,116,50,-1,0,107,4,0,0,36,0,0,0,0,324,280,0,0,0,0,-15,295,0,295,0,44,44,0,0,-32,0,295,0,0,0
1964:Q2,26,57,253,-6,0,0,187,0,-144,171,83,77,0,0,30,4,0,0,38,0,0,0,0,315,284,0,0,0,0,-16,300,0,299,1,31,30,1,0,31,0,299,0,0,0
1964:Q3,11,59,227,-7,0,0,193,0,170,-148,73,98,0,0,-2,4,0,0,39,0,0,0,0,335,310,0,0,0,0,-12,322,0,321,1,25,24,1,0,61,0,321,0,0,0
1964:Q4,-7,60,211,-15,0,0,215,0,131,-117,86,115,0,0,-32,4,0,0,39,0,0,0,0,368,350,0,0,8,0,-12,354,0,361,-7,18,25,-7,0,90,0,361,0,0,0
1965:Q1,-63,66,276,-16,0,0,218,0,-57,58,79,138,4,0,27,4,0,0,39,0,0,0,0,418,393,0,0,0,0,30,363,0,362,1,25,24,1,0,14,0,362,0,0,0
1965:Q2,-58,69,344,-22,0,0,206,0,-195,180,52,169,6,0,112,4,0,0,38,0,0,0,0,396,376,0,0,0,0,-3,379,0,380,-1,20,21,-1,0,-75,0,380,0,0,0
1965:Q3,15,73,297,-21,0,0,246,0,43,-55,81,177,7,1,20,3,0,0,41,0,0,0,0,431,412,0,0,0,0,18,394,0,395,-1,19,20,-1,0,77,0,395,0,0,0
1965:Q4,163,77,306,-16,0,0,337,0,44,-35,167,161,5,-1,-72,6,0,0,47,0,0,0,0,437,418,0,0,-1,0,11,408,0,409,-1,19,20,-1,0,217,0,409,0,0,0
1966:Q1,248,69,244,-3,0,0,272,0,-212,261,77,146,-2,0,-82,4,0,0,55,0,0,0,0,450,431,0,0,0,0,8,423,0,424,-1,19,20,-1,0,385,0,424,0,0,0
1966:Q2,183,72,600,6,0,0,396,0,-159,260,162,133,0,0,131,5,0,0,62,0,0,0,0,445,425,0,0,1,0,-17,441,0,440,1,20,19,1,0,-44,0,440,0,0,0
1966:Q3,158,74,646,7,0,0,409,0,-13,89,197,136,0,0,160,4,0,0,66,0,0,0,0,486,464,0,0,0,0,8,456,0,454,2,22,20,2,0,-76,0,454,0,0,0
1966:Q4,140,75,640,-2,0,0,386,0,-89,64,255,156,3,0,182,5,0,0,66,0,0,0,0,503,472,0,0,-7,0,3,476,0,467,9,31,22,9,0,-72,0,467,0,0,0
1967:Q1,167,83,485,-8,0,0,369,0,-368,236,328,173,5,1,47,18,0,0,66,-13,0,0,-13,602,578,0,0,1,0,79,498,0,497,1,24,23,1,0,201,0,497,0,0,0
1967:Q2,145,83,519,-16,0,0,325,0,-288,40,417,156,5,1,118,19,0,0,67,0,0,0,0,469,446,0,0,0,0,-73,519,0,518,1,23,22,1,0,11,0,518,0,0,0
1967:Q3,176,83,485,-14,0,0,337,0,-10,-248,420,175,5,1,67,20,0,0,69,0,0,0,0,565,537,0,0,0,0,-1,538,0,537,1,28,27,1,0,173,0,537,0,0,0
1967:Q4,215,85,585,-6,0,0,385,0,-39,-127,337,214,4,1,103,22,0,0,76,0,0,0,0,555,522,0,0,6,0,-3,519,0,524,-5,33,38,-5,0,99,0,524,0,0,0
1968:Q1,207,87,667,12,0,0,446,0,-116,38,262,262,3,1,110,24,0,0,71,0,0,0,0,650,603,0,0,0,0,30,573,0,572,1,47,46,1,0,104,0,572,0,0,0
1968:Q2,170,87,739,27,0,0,504,0,-163,156,194,317,2,1,110,25,0,0,70,0,0,0,0,597,546,0,0,0,0,-36,582,0,581,1,51,50,1,0,-59,0,581,0,0,0
1968:Q3,138,89,896,27,0,0,510,0,-12,20,182,320,2,1,255,27,0,0,74,0,0,0,0,710,646,0,0,0,0,24,622,0,621,1,64,63,1,0,-138,0,621,0,0,0
1968:Q4,81,94,869,11,0,0,462,0,-62,29,223,272,1,0,280,30,0,0,85,0,0,0,0,734,653,0,0,8,0,-40,685,0,692,-7,81,88,-7,0,-147,0,692,0,0,0
1969:Q1,199,94,824,-1,0,0,417,0,-152,91,248,230,2,1,278,31,0,0,96,0,0,0,0,992,875,0,0,0,0,32,843,0,842,1,117,116,1,0,274,0,842,0,0,0
1969:Q2,76,97,714,-14,0,0,291,0,158,-244,257,120,1,2,294,32,0,0,108,0,0,0,0,980,829,0,0,0,0,-6,835,0,833,2,151,149,2,0,245,0,833,0,0,0
1969:Q3,27,102,662,-16,0,0,453,0,-460,376,277,260,1,1,75,36,0,0,112,0,0,0,0,893,738,0,0,1,0,43,694,0,693,1,155,154,1,0,156,0,693,0,0,0
1969:Q4,49,105,921,-10,0,0,451,0,-31,-28,311,199,3,0,332,39,0,0,106,0,0,0,0,1100,961,0,0,-7,0,-18,986,0,977,9,139,130,9,0,124,0,977,0,0,0
1970:Q1,64,113,1291,17,0,0,772,0,-98,69,317,484,8,2,339,40,0,0,113,0,0,0,0,1004,895,0,0,0,0,46,849,0,847,2,109,107,2,0,-336,0,847,0,0,0
1970:Q2,163,116,1256,34,0,0,762,0,-108,99,297,474,12,2,287,43,0,0,116,0,0,0,0,894,806,0,0,0,0,-47,853,0,851,2,88,86,2,0,-315,0,851,0,0,0
1970:Q3,374,117,1276,36,0,0,1043,0,146,-145,371,671,13,2,17,46,0,0,119,0,0,0,0,979,890,0,0,1,0,32,857,0,856,1,89,88,1,0,-40,0,856,0,0,0
1970:Q4,488,113,1768,24,0,0,1216,0,10,-10,540,676,12,1,341,50,0,0,124,0,0,0,0,1014,902,0,0,2,0,36,864,0,864,0,112,112,0,0,-379,0,864,0,0,0
1971:Q1,499,115,1373,23,0,0,951,0,-70,76,700,245,0,2,271,53,0,0,73,0,0,0,0,1035,897,0,0,0,0,34,863,0,861,2,138,136,2,0,46,0,861,0,0,0
1971:Q2,496,119,1805,21,0,0,953,0,-108,120,854,87,-5,2,749,57,0,0,28,0,0,0,0,1032,871,0,0,1,0,33,837,0,836,1,161,160,1,0,-396,0,836,0,0,0
1971:Q3,537,121,1812,18,0,0,952,0,-40,57,942,-7,-7,3,737,59,0,0,50,0,0,0,0,1034,870,0,0,0,0,-12,882,0,880,2,164,162,2,0,-362,0,880,0,0,0
1971:Q4,587,126,1869,15,0,0,943,0,3,16,964,-40,-10,0,714,67,0,0,140,0,0,0,0,1023,897,0,0,17,0,-98,978,0,993,-15,126,141,-15,0,-385,0,993,0,0,0
1972:Q1,616,109,1851,12,0,0,953,0,-128,153,1027,-99,-8,3,588,69,0,0,234,0,0,0,0,1298,1172,0,0,0,0,66,1106,0,1104,2,126,124,2,0,-45,0,1104,0,0,0
1972:Q2,613,111,2071,10,0,0,976,0,-169,204,1131,-190,-11,3,685,74,0,0,334,0,0,0,0,1313,1204,0,0,1,0,-14,1217,0,1216,1,109,108,1,0,-257,0,1216,0,0,0
1972:Q3,661,114,2254,6,0,0,944,0,-129,161,1137,-225,-11,3,888,79,0,0,345,0,0,0,0,1417,1309,0,0,0,0,47,1262,0,1260,2,108,106,2,0,-290,0,1260,0,0,0
1972:Q4,652,119,1996,3,0,0,853,0,144,-127,1044,-208,-12,-5,796,93,0,0,268,0,0,0,0,1363,1262,0,0,19,0,21,1222,0,1239,-17,101,118,-17,0,-100,0,1239,0,0,0
1973:Q1,564,142,1749,0,0,0,870,0,-167,163,987,-113,-5,3,582,91,0,0,208,0,0,0,0,1347,1223,0,0,1,0,26,1196,0,1195,1,124,123,1,0,21,0,1195,0,0,0
1973:Q2,511,149,1673,-6,0,0,810,0,-60,28,967,-125,-3,4,604,96,0,0,168,0,0,0,0,1288,1162,0,0,1,0,-32,1193,0,1187,6,126,120,6,0,-23,0,1187,0,0,0
1973:Q3,490,155,1762,-5,0,0,837,0,64,-87,900,-40,-2,4,684,103,0,0,141,0,0,0,0,1358,1219,0,0,1,0,22,1196,0,1190,6,139,133,6,0,-69,0,1190,0,0,0
1973:Q4,412,160,1680,-2,0,0,944,0,99,-82,788,139,-5,0,502,115,0,0,126,0,0,0,0,1350,1207,0,0,26,0,-3,1184,0,1203,-19,143,162,-19,0,-78,0,1203,0,0,0
1974:Q1,348,175,1586,7,0,0,1060,0,-72,142,656,334,-2,5,244,118,0,0,154,0,0,0,0,1305,1177,0,0,-16,0,35,1158,0,1219,-61,128,189,-61,0,-108,0,1219,0,0,0
1974:Q2,197,181,1356,12,0,0,1167,0,-205,329,508,535,-2,5,-77,126,0,0,125,0,0,0,0,1286,1132,0,0,-15,0,-32,1179,0,1241,-62,154,216,-62,0,-54,0,1241,0,0,0
1974:Q3,110,189,1247,14,0,0,1201,0,-35,159,476,601,-1,5,-228,135,0,0,121,0,0,0,0,1346,1178,0,0,-16,0,21,1173,0,1234,-61,168,229,-61,0,21,0,1234,0,0,0
1974:Q4,120,197,1044,21,0,0,1175,0,335,-260,560,540,-4,6,-433,144,0,0,135,0,0,0,0,1291,1119,0,0,-20,0,-4,1143,0,1200,-57,172,229,-57,0,170,0,1200,0,0,0
1975:Q1,-59,234,1697,-169,0,0,1692,0,310,283,594,505,-6,6,-143,155,0,0,162,0,0,0,0,1726,1458,0,0,9,0,27,1422,0,1386,36,268,232,36,0,-264,0,1386,0,0,0
1975:Q2,79,233,1454,43,0,0,1486,0,339,-49,579,617,21,7,-445,165,0,0,177,0,0,0,0,1672,1394,0,0,9,0,-33,1418,0,1382,36,278,242,36,0,64,0,1382,0,0,0
1975:Q3,74,235,2038,72,0,0,1753,0,486,-85,645,707,19,7,-156,176,0,0,167,0,0,0,0,1890,1610,0,0,9,0,15,1586,0,1550,36,280,244,36,0,-309,0,1550,0,0,0
1975:Q4,131,237,2859,154,0,0,2342,0,725,473,793,351,30,8,-5,188,0,0,142,0,0,0,0,2212,1934,0,0,10,0,-4,1928,0,1891,37,278,241,37,0,-753,0,1891,0,0,0
1976:Q1,235,234,4136,-195,0,0,3782,0,740,272,1363,1407,0,8,82,202,0,0,257,0,0,0,0,2578,2319,0,0,10,0,32,2277,0,2242,35,259,224,35,0,-1557,0,2242,0,0,0
1976:Q2,345,242,3027,129,0,0,2224,0,290,313,614,1007,24,9,118,216,0,0,307,0,0,0,0,2901,2644,0,0,13,0,-24,2655,0,2603,52,257,205,52,0,-24,0,2603,0,0,0
1976:Q3,485,252,4338,124,0,0,3296,0,835,134,1209,1118,-1,9,352,231,0,0,327,0,0,0,0,3121,2851,0,0,13,0,33,2805,0,2753,52,270,218,52,0,-984,0,2753,0,0,0
1976:Q4,727,261,4307,171,0,0,3155,0,715,-162,2220,382,29,-45,376,302,0,0,319,0,0,0,0,3104,2770,0,0,-8,0,13,2765,0,2692,73,334,261,73,0,-737,0,2692,0,0,0
1977:Q1,1234,258,4998,-145,0,0,4308,0,1186,452,3112,-442,54,11,192,263,0,0,315,0,0,0,0,3397,3034,0,0,13,0,24,2997,0,2945,52,363,311,52,0,-625,0,2945,0,0,0
1977:Q2,1469,266,5195,130,0,0,4206,0,-853,15,1718,3326,41,11,207,283,0,0,317,0,0,0,0,3563,3173,0,0,6,0,30,3137,0,3115,22,390,368,22,0,-429,0,3115,0,0,0
1977:Q3,1605,272,5535,-67,0,0,4586,0,1137,-101,2718,832,27,12,349,302,0,0,326,0,0,0,0,3681,3293,0,0,6,0,32,3255,0,3233,22,388,366,22,0,-521,0,3233,0,0,0
