1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q2,545586,31300,177648,269179,201048,31552,46555,-9976,67459,545586,514962,214915,91662,76461,129492,2432,48668,31104,0,0,0,1156,39940,24,-23556,0,-18044,545586,25211,-43408,215,5092,15856,47456,490355,0,125448,2808,248,8788,880,22249,-3480,86744,-812,0,19976,137940,10746,77272,584,-24,988,0,30020
1986:Q3,506639,11211,94744,336074,257324,31904,56930,-10084,64611,506639,471117,310091,107267,63359,-9396,-204,27684,17504,0,0,0,-1732,20888,28,-9004,0,7839,506639,52479,-2948,4887,4672,11312,34556,411816,0,83207,46328,-24,9644,928,24452,-1532,-37224,668,0,2948,187296,10909,71080,200,10716,2220,0,42344
1986:Q4,739874,199905,210244,294074,182464,42224,79470,-10084,35651,739874,671457,316311,216848,49602,87664,1032,74472,39396,0,0,0,-1344,-4268,16,40672,0,-6055,739874,80347,57224,-5985,-6332,2968,32472,631487,0,300481,49356,100,15308,1092,19894,-5416,30756,744,0,21304,222780,-54096,18696,-1236,7632,4092,0,28040
1987:Q1,283514,-75539,41008,331541,259476,14036,66193,-8164,-13496,283514,328489,188308,-13479,74616,79808,-764,-61204,-6844,0,0,0,-2880,-22756,36,-28760,0,16229,283514,95260,59472,5852,-6904,-10624,47464,226454,0,-23967,32244,116,11072,384,13055,-4636,35432,-868,0,-22184,175376,9562,13436,460,-15448,2420,0,-38200
1987:Q2,553628,2262,166732,337118,261868,18996,64510,-8256,47516,553628,535462,332664,92760,47474,70128,-7564,30964,33420,0,0,0,-120,908,36,-3280,0,-12798,553628,32444,-8464,11392,-10048,2908,36656,501060,0,163114,27188,-32,14996,1224,17974,-3152,30208,-420,0,21540,158828,15168,40756,-40,13288,420,0,20124
1987:Q3,505515,52841,118160,280542,217596,17808,53486,-8348,53972,505515,509170,285856,115897,54178,52548,692,16556,23804,0,0,0,0,-19924,36,12640,0,-20211,505515,10612,2452,14512,-8344,-23448,25440,483691,0,188813,29460,-16,16484,472,18359,-2332,32736,720,0,25368,127768,25159,11968,608,10024,-1900,0,11212
1987:Q4,475398,22315,67768,344167,224120,18128,110263,-8344,41148,475398,493939,202976,160631,55880,76252,-1800,-32748,52764,0,0,0,0,-9040,32,-76504,0,14207,475398,2452,-40060,3984,-1772,-268,40568,464262,0,219459,24284,140,15448,504,41608,-2080,27660,-308,0,49668,89240,4335,64564,940,-73224,2024,0,8684
1988:Q1,522993,35452,129816,299229,191140,47932,65109,-4952,58496,522993,553865,260792,140723,84013,71168,-2832,-20672,-14412,0,0,0,0,-20228,56,13912,0,-10200,522993,116204,64856,26352,9104,-5908,21800,382693,0,181308,23204,692,16504,580,19675,5636,36716,468,0,2596,33788,7258,51460,584,-4688,6912,0,24096
1988:Q2,565205,71928,120048,322309,246940,-9312,89637,-4956,50920,565205,524169,291960,87531,92662,55576,-3560,44472,21180,0,0,0,0,20640,84,2568,0,-3436,565205,54972,8580,21940,14124,-4236,14564,491537,0,199608,37952,1048,15708,520,20979,6620,34168,756,0,36236,69896,7511,59408,76,2424,-1372,0,18696
1988:Q3,524545,14175,135172,335198,227620,13380,99206,-5008,40000,524545,533694,288776,104485,98905,44328,-2800,13992,26276,0,0,0,0,-8112,24,-4196,0,-23141,524545,50748,-5788,25040,13448,7268,10780,444873,0,207403,10136,1152,14912,548,23464,10856,31140,-204,0,27172,103288,10886,-340,1040,3600,-180,0,28924
1988:Q4,527587,37235,111500,342004,229256,21256,96500,-5008,36848,527587,493244,253052,121130,63474,59588,-4000,55408,44732,0,0,0,0,6872,280,3524,0,-21065,527587,19776,10760,23624,3072,-35016,17336,491899,0,175975,26076,996,14876,672,27298,10732,35648,68,0,41736,96600,10346,50040,1604,5500,-6268,0,15912
1989:Q1,457673,18953,176803,216529,156209,13247,49109,-2036,45388,457673,454444,216969,116590,54433,64948,1504,18732,44276,0,0,0,0,-33416,208,7664,0,-15504,457673,10824,18426,-26061,-4860,1977,21342,418110,0,106368,24290,696,15553,820,22601,3856,41776,-1884,0,45662,100687,34869,34237,-508,-16672,5760,0,28738
1989:Q2,512925,58529,147405,252772,208477,20683,25675,-2064,54220,512925,511303,299369,112776,50193,48856,108,32528,-8696,0,0,0,0,7820,32,33372,0,-30905,512925,19646,47433,-18157,-14268,-1981,6619,453941,0,175688,5247,240,11526,992,22310,6568,38004,-56,0,1913,96094,20356,56755,-132,21212,-2776,0,39338
1989:Q3,336289,32529,-28823,296818,255133,3333,40436,-2084,35764,336289,409082,284489,29696,45742,51564,-2408,-63512,-42188,0,0,0,0,7472,16,-28812,0,-9281,336289,-35066,-19416,-11791,-15896,-11175,23211,383312,0,96097,29895,644,9163,972,25689,7228,32584,708,0,-28773,130118,1634,70771,-296,-1388,8268,0,-11957
1989:Q4,509512,14718,150507,291742,285626,4774,3430,-2088,52544,509512,507052,352226,30808,44689,79453,-124,22484,-35196,0,0,0,0,21404,20,36256,0,-20024,509512,106553,89459,12649,-15776,-903,21124,369607,0,17141,22989,1896,4159,760,28660,8860,33709,16,0,-17792,170148,75337,35601,320,-7016,-5180,0,33352
1990:Q1,503439,-58628,253087,290948,231576,7746,52737,-1112,18032,503439,603774,257476,125847,23367,196084,1000,-78004,-27376,0,0,0,0,-28876,20,-21772,0,-22331,503439,186038,145731,-1660,-6504,39965,8506,253739,0,-9452,-9247,3548,7075,620,42066,64,42820,-472,0,-12598,142464,17818,29414,-144,-2252,2016,0,63662
1990:Q2,372026,17218,104549,232190,244460,-23853,12708,-1124,18068,372026,383175,246724,89483,-7722,54089,600,-2947,-20859,0,0,0,0,14952,20,2940,0,-8203,372026,75258,45552,-5974,-3464,40638,-1494,248260,0,-68050,14063,5600,1371,548,23980,3476,33129,248,0,-28052,156133,62160,52665,-60,-7820,-1132,0,48507
1990:Q3,283079,-25775,65278,211917,186784,9355,16917,-1140,31660,283079,310217,204596,52949,-1048,52120,1600,-18456,-33604,0,0,0,0,5980,20,9148,0,-8682,283079,107350,43751,4549,-2600,60670,980,122378,0,-83635,2103,5204,7204,388,-3393,1740,36188,272,0,-24240,137338,34533,27411,-48,-13200,-5488,0,53351
1990:Q4,320891,-5252,156186,177294,169873,2252,6305,-1136,-7336,320891,317146,203461,40301,-14293,87366,312,27523,-13877,0,0,0,-480,14336,20,27524,0,-23778,320891,108743,107669,8389,-3808,-6730,3224,177424,0,-161228,50200,2364,3550,144,12647,1148,31662,3000,0,7771,165313,70818,-21146,-952,8348,3784,0,34724
1991:Q1,112164,-44920,-59538,214747,177040,6217,31670,-180,1875,112164,185772,224671,-108024,-7274,76671,-272,-59904,-34048,0,0,0,0,-22948,20,-2928,0,-13704,112164,63204,32346,-7375,-5884,39321,4796,124256,0,-102345,19869,-468,-2923,-104,18394,-6040,44535,2004,0,-17239,121782,58312,598,-736,-7768,-3616,0,-75296
1991:Q2,133196,-56416,-33435,231084,213737,5053,12477,-184,-8037,133196,190661,220960,-87137,32,57515,-708,-32620,-47768,0,0,0,0,14508,20,620,0,-24845,133196,39701,22441,-3191,-5300,29541,-3789,119853,0,-156100,21280,-3288,414,-372,7839,-8044,40483,-960,0,-30329,142708,86608,21107,12,2780,-4284,0,-26358
1991:Q3,-28077,-33570,26742,-2220,74801,-30135,-46702,-184,-19029,-28077,-20218,114208,-102756,-66553,33291,1592,1733,-47451,0,0,0,0,3436,32,45716,0,-9592,-28077,48005,47243,9173,-5288,-3568,446,-35874,0,-264161,43547,-3712,5826,-504,-58,-5548,38631,1412,0,-42635,149316,84277,-70917,-264,29988,-1072,0,-40208
1991:Q4,217019,-24316,103242,148142,191493,5858,-49025,-184,-10049,217019,127744,246504,-150097,-29635,60132,840,87768,-19800,0,0,0,-120,3548,104,104036,0,1507,217019,89689,100377,8057,-3640,-23365,8259,174840,0,-127879,44828,-1756,3883,-516,-38159,-7068,39992,844,0,7365,132707,59703,20741,-356,40028,484,0,-47509
1992:Q1,85173,-50607,-27171,156201,193878,-708,-37398,428,6750,85173,160942,203444,-79819,-18189,55349,156,-74331,13221,0,0,4,0,-16540,128,-71144,0,-1438,85173,-62338,-58920,-14603,-2660,16910,-3065,142683,0,-93594,-22978,820,-513,-492,-4038,-3932,45061,-2852,0,52724,92953,82146,13990,-348,-15356,-908,0,4827
1992:Q2,144469,-24144,110756,65422,108649,-15394,-28256,424,-7566,144469,100315,146297,-71186,-30063,55467,-200,39746,-2590,0,0,12,0,7344,44,34936,0,4408,144469,28887,41151,4838,-2360,-19632,4889,125073,0,-147787,17896,976,-213,-484,-17725,-4676,39339,3572,0,16058,157039,74535,-33926,1544,20420,-1496,0,-9491
1992:Q3,200469,-8083,76412,119351,179339,-13980,-46440,432,12790,200469,193866,208673,-21159,-33884,40437,-200,15773,3733,44,0,184,0,7604,92,4116,0,-9170,200469,-25004,822,12167,356,-28321,-10027,210212,0,-68496,-6466,1064,2527,-616,-14986,-2608,44149,-3040,0,34870,98639,82396,38464,404,-1968,5880,0,15261
1992:Q4,164676,-13444,54049,99293,187688,-22650,-66177,432,24778,164676,173765,235454,-91793,-23158,53583,-320,6564,-16852,140,0,-172,-120,18768,-616,5416,0,-15654,164676,-2115,16506,13670,1244,-16722,-16813,157892,0,-76266,9652,1004,7799,-896,-9731,-3504,41259,588,0,39267,113600,61263,-16452,1860,-9464,-2088,0,8899
1993:Q1,130893,-76786,130755,44905,83379,-8404,-30619,548,32019,130893,59634,166448,-123714,-37864,55244,-480,94328,50816,-4,0,132,0,-9628,-40,53052,0,-23069,130893,13868,74291,-29803,-6640,-23050,-930,142678,0,-14681,-49172,820,13979,-1204,-10090,432,38884,-3232,0,77204,113074,60689,-108270,608,25204,-1568,0,-25653
1993:Q2,333169,29071,112753,148853,200727,-11324,-41102,552,42491,333169,236157,240826,-64717,-15370,75965,-548,106624,17152,316,0,592,0,23444,-4,65124,0,-9612,333169,44644,87331,3287,-2076,-25062,-18837,301801,0,96501,-9994,688,10857,-1584,-10183,-1296,35865,-4556,0,92375,10834,50905,31348,1068,-2908,1880,0,-13276
1993:Q3,300142,1719,76649,152743,179046,-5120,-21740,556,69031,300142,276150,282529,-24989,-21188,40497,-700,35146,20826,336,0,-140,0,20448,-16,-6308,0,-11154,300142,-36018,-15650,9486,-1444,-17362,-11048,353591,0,69108,-28190,648,10540,-1600,-10030,1976,45689,2196,0,62362,113468,47434,7439,1088,33312,-1848,0,-17431
1993:Q4,332903,41483,70712,118650,163390,6616,-51916,560,102059,332903,301291,294341,-40829,-5403,54302,-1120,32958,-1094,104,0,396,0,9988,8,23556,0,-1346,332903,-10914,22671,12665,-3116,-36944,-6189,350544,0,114102,-7340,748,13025,-1280,-19817,-7360,38502,-2104,0,39021,101498,66207,-14181,460,34988,-5924,0,-6727
1994:Q1,371896,9840,112641,143336,174598,-504,-32214,1456,106079,371896,382193,287479,55875,5525,33329,-16,3662,24194,96,0,36,-19160,-26044,180,24360,0,-13959,371896,-50640,18089,-10731,-4084,-42491,-11422,400916,0,33012,-5501,1260,19824,-676,-7320,-1748,39757,432,0,58042,191423,75798,-10525,4272,3640,-772,0,21619
1994:Q2,406945,34476,63557,174033,170883,4747,-3074,1476,134879,406945,441481,311688,83195,13870,32384,344,-33341,16467,164,0,24,0,-23184,196,-27008,0,-1196,406945,7536,4102,21449,7224,-5916,-19323,402070,0,165960,-15460,1708,22939,-676,-900,64,37616,1216,0,23420,128414,29077,5671,4844,-3720,1896,0,-2660
1994:Q3,458408,58586,90292,173543,163424,-482,9109,1492,135987,458408,448573,283017,110221,23825,29738,1772,12272,28268,468,0,36,0,-3184,224,-13540,0,-2437,458408,14432,-4695,21226,1024,7558,-10681,447959,0,185432,10857,3024,25960,-680,5685,-8,48530,332,0,25505,85163,25676,42871,4372,-14140,-620,0,-3983
1994:Q4,579734,111686,137706,167291,201053,-758,-34496,1492,163051,579734,537880,403918,87125,18139,29214,-516,37343,19307,164,0,1328,0,7216,92,9236,0,4511,579734,68852,10066,26625,3636,43407,-14882,519521,0,260836,33569,6940,27677,-676,1315,-19064,37486,700,0,15974,56125,29400,59459,632,9932,-784,0,-8639
1995:Q1,557477,131299,92318,184995,159867,-2321,25665,1784,148865,557477,537041,293616,184008,46544,12437,436,16109,14477,-312,0,-32,0,-7228,-92,9296,0,4327,557477,-25812,17668,-5031,-3112,-4773,-30564,577842,0,283652,33593,1636,25137,-980,7497,784,48157,792,0,24098,56238,72035,41227,2192,-20804,2588,0,5447
1995:Q2,576352,158126,75264,196429,177905,9000,7716,1808,146533,576352,529394,329228,127946,36299,36069,-148,35348,-12988,-132,0,156,0,20828,-216,27700,0,11610,576352,1545,19974,14396,-1412,-19584,-11829,572295,0,241545,50327,3252,12726,-976,4773,788,38933,644,0,-2060,68902,72696,84552,1732,-4432,-1108,0,2512
1995:Q3,544664,74857,99828,217494,185669,4700,25301,1824,152485,544664,527329,374596,80020,53854,16503,2356,19002,2518,92,0,-52,0,3732,-124,12836,0,-1668,544664,-33724,-4851,-1064,-2260,-5733,-19816,586479,0,180089,6354,2032,13984,-1024,27064,784,47315,752,0,24185,102842,93758,53015,2116,34440,-1228,0,-8091
1995:Q4,396672,74716,32934,148944,148115,14472,-15471,1828,140077,396672,316953,294196,45373,48730,-69254,-2092,74433,10349,20,0,-396,0,-6368,152,70676,0,5285,396672,-14486,85145,-10177,-1428,-53378,-34647,410985,0,95252,11290,3948,14953,-936,-2378,788,-38390,768,796,23640,165321,120943,7358,-976,6332,1404,872,172
1996:Q1,752993,88340,238461,309402,270914,3484,32321,2684,116789,752993,628105,432149,61324,64623,69478,532,120405,34601,-88,0,2592,0,35392,152,47756,0,4482,752993,26164,43599,-7643,-1592,22547,-30747,733270,0,168244,20433,3524,20301,-980,6563,780,98806,752,796,27514,146555,118394,78695,-504,43436,-1504,1464,-6441
1996:Q2,629431,90559,141355,287429,235818,12988,35939,2684,110089,629431,596809,358037,115189,71816,49531,2236,18354,39446,-224,0,288,0,-2000,212,-19368,0,14267,629431,-36720,-12912,-31598,-2240,11534,-1504,651051,0,186022,35720,2364,21879,-16,973,780,52039,792,796,35678,157248,117864,33838,-1076,4332,356,1464,15100
1996:Q3,537142,120164,102629,224041,194982,9620,16723,2716,90309,537142,517480,274343,132747,82699,26680,1012,16481,31753,296,0,-416,0,-6636,256,-8772,0,3182,537142,-43411,-21109,-25498,-756,-6061,10013,539945,0,227577,29873,1832,20734,-112,2588,792,35796,808,796,21293,129690,73732,3360,-600,-10292,608,1472,40609
1996:Q4,649505,77602,219865,246353,191287,23236,29117,2712,105685,649505,444032,307754,18368,73110,67952,-23152,197203,1223,288,0,2004,0,23144,144,170400,0,8270,649505,195488,158627,18235,-856,-5959,25441,487729,0,132238,30730,288,23778,-580,-14500,512,42784,832,796,5302,130415,109219,-7513,4040,31264,1372,-3248,-33712
1997:Q1,604405,180012,89287,293298,252205,976,36080,4036,41808,604405,618365,345757,104647,94357,52039,21564,-16075,26485,-172,0,764,0,-13544,188,-29796,0,2115,604405,-8614,-39801,4688,-2792,14881,14409,618029,0,212912,31860,380,20120,312,3942,1052,43315,848,3432,14419,130343,79273,41577,3540,31252,-1612,1064,-5009
1997:Q2,735356,149288,231469,280786,195188,16172,65346,4080,73812,735356,585162,321246,125181,97012,42619,-896,132103,51843,196,0,132,0,6488,716,72728,0,18090,735356,104231,70788,16288,-1088,10975,7268,609878,0,285975,44177,1524,17176,-468,7313,1100,38423,856,3432,37655,82054,59184,-16606,7432,39624,-36,1064,21247
1997:Q3,786978,38558,265258,409090,318810,8848,77309,4124,74072,786978,724028,384746,172789,106443,57965,2084,65516,32448,168,0,184,0,16560,192,15964,0,-2565,786978,69628,-3419,27645,-1516,15727,31191,701039,0,186253,-43615,2088,18139,-32,2443,1220,44437,888,3436,23968,96982,148774,138992,5360,71708,-1064,1060,16311
1997:Q4,856180,169985,327605,267134,172841,21764,68400,4128,91456,856180,752029,312363,223725,120373,97761,-2192,89280,30164,336,0,-344,0,-15756,1664,73216,0,14871,856180,227215,74404,88939,-1176,10548,54500,592470,0,147027,22510,1744,18025,-552,-4862,-184,41885,900,3432,29910,148965,257161,-108155,12616,18380,2608,1060,36495
1998:Q1,956410,103949,345224,473785,373982,26456,68823,4524,33452,956410,768663,417584,82430,172346,96363,-60,185405,75717,488,0,4,0,-5864,1488,113572,0,2342,956410,146317,97483,-31419,7556,9340,63357,813585,0,257469,-23361,1276,16427,-108,7400,124,36399,4264,2264,84984,104333,222373,55093,8252,34968,712,716,-3492
1998:Q2,1082427,197268,296490,423645,317445,29312,72316,4572,165024,1082427,927618,482037,152988,192757,99404,432,155948,69012,244,0,-620,0,23516,928,62868,0,-1139,1082427,129453,61561,-10653,7556,14275,56715,955753,0,185964,18924,3868,11439,-172,9412,180,39216,8032,3636,54529,239675,277062,47499,11448,44888,-1020,1172,-2779
1998:Q3,1014233,126838,359065,434075,301353,34128,93969,4624,94256,1014233,829453,354373,211734,181036,81254,1056,183911,71379,1048,0,1672,0,-24892,2028,132676,0,869,1014233,154446,135606,-41367,7560,2634,50014,864782,0,196847,3386,2604,10710,-1028,6431,568,47246,3272,2340,83294,239002,194705,84542,516,-10436,48,736,-4995
1998:Q4,1150516,112030,321699,621091,440639,53576,122252,4624,95696,1150516,1041588,520855,283694,184624,53331,-916,106983,139699,432,0,1812,0,-4844,36,-30152,0,1945,1150516,37615,-18374,17756,7552,-2445,33126,1105615,0,327241,-52189,1628,16804,204,16913,-1700,50727,3644,2420,176766,187691,214104,152422,-13216,14212,7180,764,7286
1999:Q1,1021130,41397,242447,615513,462378,37976,111108,4052,121773,1021130,986483,554447,194449,192679,44908,0,37131,77347,1528,0,3324,0,-16968,-1368,-26732,0,-2484,1021130,-23434,-4521,-36421,-1744,6791,12461,980428,0,189121,-74816,-2588,25831,-192,4254,1812,39104,1532,1556,80444,394648,186218,107862,-5032,31592,-2104,1184,64137
1999:Q2,907062,72618,211967,506491,388207,25872,88321,4092,115985,907062,781487,561616,25492,147347,46703,328,135325,106777,1356,0,3060,0,7988,-92,16236,0,-9750,907062,25605,17803,-14002,-2368,12559,11613,966673,0,197849,-49757,5484,17432,108,17801,1816,37459,4700,4144,110814,274462,163090,83730,-1568,92852,2464,3792,-85216
1999:Q3,1150509,113676,289975,617641,466258,42484,104759,4140,129217,1150509,934368,536573,153164,214294,30481,-144,208527,132939,2776,0,1132,0,11468,-316,60528,0,7614,1150509,37187,76603,-48797,-2368,15203,-3455,1148446,0,384513,7208,2460,29893,208,11918,1812,49761,-452,3304,152584,230747,177719,96445,24,8152,-10796,2944,-35123
1999:Q4,1298737,165715,500267,550326,384713,55572,105900,4140,82429,1298737,974138,591940,111895,234755,42247,-6700,326261,99525,3296,0,-4556,0,39836,-308,188468,0,-1662,1298737,154119,189175,-16264,-2368,-16325,-99,1179311,0,461659,4432,3780,33463,-280,12827,1812,48879,7328,2476,90653,198390,5649,139483,-5940,168436,4164,2100,-34694
2000:Q1,1473761,83000,720199,547401,395260,27092,127517,-2468,123161,1473761,1209271,741933,271326,189380,6484,148,273296,57872,-2936,0,-768,0,-23092,-3516,245532,204,-8806,1473761,198317,223746,-21951,-652,7457,-10282,1246648,0,460289,-21428,5648,36870,2528,54,852,37556,-5548,4992,66903,133026,103481,198241,-15244,235968,-2864,5324,28796
2000:Q2,1027811,214722,41304,577616,431470,33676,114938,-2468,194169,1027811,958046,503047,196320,239474,18970,236,64998,112002,908,0,-1108,0,29432,-3232,-73004,0,4767,1027811,-51600,-60603,14894,-656,8970,-14205,1102713,0,537119,32410,4256,33532,-2784,15223,356,31842,1764,4976,137966,153111,78877,124388,-812,-68084,8544,10028,-23302
2000:Q3,882932,41497,87251,558991,450073,21276,90138,-2496,195193,882932,810393,621884,18765,154078,14731,936,69832,-27456,1108,0,-356,0,12180,356,84000,0,2707,882932,65913,51852,21610,-652,7792,-14688,845526,0,278577,12865,4240,23963,-672,15783,176,52919,-11840,3884,-17706,229843,148074,95396,-888,25244,-8992,-5340,-28507
2000:Q4,998119,99757,157004,547702,423055,35092,92050,-2496,193657,998119,753665,440796,142982,200693,-31002,196,226435,30283,1028,0,-732,0,-3924,4320,186596,8864,18019,998119,242349,248865,10435,-652,8410,-24709,778513,0,137423,45921,-2272,27071,-152,3436,-448,-30858,1364,3444,67069,282876,258936,127943,-1360,-154416,-472,13008,-22742
2001:Q1,652034,-45508,51391,472185,503244,19124,-53947,3764,173966,652034,650474,475662,-124830,160725,138620,296,17659,48783,-608,0,-2440,0,25992,-3192,-53888,3012,-16098,652034,-101237,-87029,-31914,3368,1298,13041,660173,0,254386,-8581,2964,19577,40,7482,-6756,126364,-1040,-8776,76656,161149,59463,125321,536,-154540,4304,1624,93098
2001:Q2,962850,-57789,143893,749765,619699,45308,80950,3808,126982,962850,923914,718075,-19063,172001,52782,120,45053,-12235,848,0,92,0,25804,484,28072,1988,-6116,962850,18356,36155,-28780,3356,8572,-947,928130,0,148712,-36006,5564,19652,132,8566,-652,50494,-5436,-10592,26356,432414,153331,132727,-1376,8928,-292,-4392,16365
2001:Q3,1521812,-45389,666952,813035,618321,37392,153474,3848,87214,1521812,1131835,953791,31293,149949,-2881,-316,395771,20339,1516,0,3544,0,-2772,540,375788,-3184,-5795,1521812,368836,365031,20860,3364,6608,-27027,1107849,0,2842,1893,2036,21854,176,13426,-532,44263,1764,-5696,53639,495632,274966,-47482,3028,267692,-84,-21568,45127
2001:Q4,326047,-154577,-431685,698235,470928,64608,158851,3848,214074,326047,446279,370252,-147181,172426,50483,300,-115015,36169,4400,0,1416,0,33140,2904,-203672,10628,-5218,326047,-142840,-153933,16207,3364,-886,-7591,524963,0,79309,-37315,20628,25077,672,8914,-796,46759,160,-4156,99015,264961,269452,-11158,1700,-257376,-2764,21880,-56077
2002:Q1,853931,-35137,-21076,801874,695509,24908,74668,6788,108270,853931,923542,759983,-31102,160068,33513,1080,-72957,-16065,2392,0,2464,0,-6016,272,-56604,600,3345,853931,-81569,-24753,-32022,-632,5086,-29247,938282,0,-1725,44332,-272,33112,8,10976,2384,49641,-236,420,30962,522545,179210,85013,292,-55984,552,37052,-2783
2002:Q2,607321,-126684,-164699,767818,619139,41340,100475,6864,130886,607321,713472,592033,-84061,158456,46705,340,-110651,-31267,2000,0,1268,0,45624,1256,-133096,3564,4499,607321,-98234,-96265,1606,-628,8876,-11823,716844,0,106141,-35645,1944,22365,92,6345,-104,41041,-560,508,21581,354574,184820,88881,9500,-73268,12,-11384,-11290
2002:Q3,1075152,-91052,108299,963103,807280,28372,120515,6936,94802,1075152,1066976,796290,70416,154247,45332,692,15440,48964,3140,0,2020,0,4180,392,-43120,-136,-7264,1075152,43778,-6494,34361,-624,8233,8302,962043,0,453588,-42508,3976,18255,12,5920,264,40320,2692,348,114729,168398,122730,145108,13616,-70460,152,-15096,69331
2002:Q4,1154342,-89622,54560,1102641,903356,66532,125813,6940,86762,1154342,1139746,913537,32023,156647,37127,412,16455,9151,364,0,2568,0,23436,2260,-32428,11104,-1859,1154342,33120,-27085,11839,-636,9749,39253,1117972,0,469241,-40022,-16360,23668,336,14746,-196,-129,1620,772,96925,261758,185144,95650,20196,-11512,2980,13156,3249
2003:Q1,1060065,-82267,186994,838278,700980,42608,106758,-12068,117060,1060065,959690,896322,-25617,83394,5383,208,110320,50348,2772,0,4548,0,-17424,800,69328,-52,-9946,1060065,8532,74177,-28252,116,-8869,-28641,1063947,0,279191,-37224,3368,27554,24,9577,-280,11303,-6532,-1000,157444,287936,215484,79018,-5412,46376,-1048,-1832,-12414
2003:Q2,1842959,-51888,734002,1031926,850716,70364,123050,-12204,128920,1842959,1396479,1409870,-108620,66639,28697,-108,453829,-27971,1592,0,1516,0,57604,-4580,425052,616,-7349,1842959,377600,418098,2957,120,1367,-44942,1450177,0,383898,-28628,4108,25471,-228,13105,-680,55485,10264,-972,85897,278825,57032,166296,28440,325116,16212,30536,15182
2003:Q3,1153124,-81691,19168,1119682,899505,75072,157442,-12336,95964,1153124,1178133,937027,47753,68414,124595,344,-22897,39627,3324,0,3236,0,1464,3884,-74668,236,-2112,1153124,74528,-12814,29870,120,-4306,61658,1068521,0,335084,-55710,4652,36160,-28,10426,140,26135,8432,-940,166120,310483,102454,181253,26948,-43568,732,-40252,10075
2003:Q4,982429,38932,-128361,990102,814059,97472,90907,-12336,81756,982429,1031732,971339,-65565,80764,45325,-132,-55183,42245,980,0,2584,0,-18396,-232,-77800,-4564,5880,982429,-38535,-23974,-56695,112,2844,39178,1036338,0,294225,20793,5664,44150,684,14084,468,22989,-28968,-1528,56993,464244,228651,65041,30900,-183036,4040,-3056,-15374
2004:Q1,1568597,-48708,374116,1111449,860486,44732,193835,12396,131741,1568597,1276504,907781,101286,279440,-12278,276,308507,127107,-2672,0,-400,0,14724,68,169772,-92,-16414,1568597,134179,96786,-24026,4552,15837,41030,1513770,0,583983,-15451,5804,43209,240,10632,-268,43886,-12076,5940,119250,-9974,348678,284634,28276,85820,968,-9780,-79353
2004:Q2,1786872,64261,337862,1309371,1084782,60244,151945,12400,75377,1786872,1558297,1146833,91039,238316,81873,236,228945,100901,4876,0,2784,0,34276,4604,84628,-3124,-370,1786872,165439,154662,27865,4556,-10611,-11034,1649528,0,590082,-2003,9352,41933,304,9172,-180,59829,12448,11392,53583,90117,419524,247804,43484,58816,-2844,6716,-28094
2004:Q3,1516427,52217,37391,1295886,1012888,61760,208706,12532,130933,1516427,1534556,973889,271488,247490,41469,220,-11254,-20446,924,0,104,0,48000,-1468,-36636,-1732,-6875,1516427,65764,-43599,42612,4548,164,62039,1425127,0,594778,-17284,7520,36069,460,19942,268,59701,-11904,9940,-26455,51062,588436,139103,-4816,-12688,1644,-10648,25536
2004:Q4,2211458,129694,598877,1352194,1109392,31948,198318,12536,130693,2211458,1862077,1340167,232389,250609,38372,540,367058,67310,6076,0,9972,0,23100,16572,245292,-1264,-17677,2211458,244590,252374,15773,4552,4325,-32434,1974593,0,657066,52083,10428,39202,324,24443,-696,26364,-2164,11208,95596,31863,479789,188076,149664,213656,-9716,7408,-7725
2005:Q1,1647633,95141,279321,1159604,945112,39168,166332,8992,113566,1647633,1646955,949518,236230,314719,146171,316,5566,86994,1536,4,-1956,0,-30704,-5372,-46140,1204,-4888,1647633,-8529,-36234,-25213,5344,-25888,73462,1562420,0,444624,76380,9656,49521,196,12317,-348,66667,-9400,8992,50169,83250,684988,39403,31736,21816,-4856,-2692,93742
2005:Q2,2335757,252166,410239,1561062,1227370,76004,248599,9088,112290,2335757,2181206,1298832,368207,338798,174914,456,163974,107478,3144,8,2276,0,2468,4368,44704,-472,-9424,2335757,204664,43332,24973,5348,2143,128868,2071570,0,692893,74997,9332,46436,268,15106,-84,73094,-940,10820,80862,163650,778776,83101,44988,-42432,-2668,43372,59522
