1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,35288,978,978,978,0,0,0,26524,20724,12306,200,0,7,4152,4059,5800,5800,7786,6453,1333,0,0,0,35288,3537,188,188,0,1907,1900,7,1442,1442,0,20093,6453,6453,0,13640,0,1333,12306,0,7600,3448,4152,4059,4059,0,0,-2559,790,790,0,0,0,0,0,0,0,-1907,-1442,6432,14271,-7840,186,-4059
2006:Q1,29332,0,0,0,0,0,0,20133,20133,13389,0,0,7,4153,2584,0,0,9199,7884,1315,0,0,0,29332,7,0,0,0,7,0,7,0,0,0,22588,7884,7884,0,14704,0,1315,13389,0,4153,0,4153,2584,2584,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0,-2455,12249,-14704,5046,-2584
2006:Q2,27344,0,0,0,0,0,0,19383,19383,13309,0,0,7,4152,1915,0,0,7961,6655,1306,0,0,0,27344,7,0,0,0,7,0,7,0,0,0,21270,6655,6655,0,14615,0,1306,13309,0,4152,0,4152,1915,1915,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0,-1887,12728,-14615,3809,-1915
2006:Q3,26786,0,0,0,0,0,0,18702,18702,13041,0,0,7,4152,1503,0,0,8084,6777,1307,0,0,0,26786,7,0,0,0,7,0,7,0,0,0,21125,6777,6777,0,14348,0,1307,13041,0,4152,0,4152,1503,1503,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0,-2423,11925,-14348,3932,-1503
2006:Q4,26311,0,0,0,0,0,0,18476,18476,12926,0,0,7,3902,1641,0,0,7835,6517,1318,0,0,0,26311,7,0,0,0,7,0,7,0,0,0,20761,6517,6517,0,14244,0,1318,12926,0,3902,0,3902,1641,1641,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0,-2285,11959,-14244,3933,-1641
2007:Q1,30061,0,0,0,0,0,0,22571,22571,12734,0,0,7,6687,3142,0,0,7491,6152,1339,0,0,0,30061,7,0,0,0,7,0,7,0,0,0,20225,6152,6152,0,14073,0,1339,12734,0,6687,0,6687,3142,3142,0,0,-7,0,0,0,0,0,0,0,0,0,-7,0,2346,16419,-14073,804,-3142
2007:Q2,29627,0,0,0,0,0,0,21614,21614,14030,0,0,8,6687,889,0,0,8013,6656,1357,0,0,0,29627,8,0,0,0,8,0,8,0,0,0,22043,6656,6656,0,15387,0,1357,14030,0,6687,0,6687,889,889,0,0,-8,0,0,0,0,0,0,0,0,0,-8,0,-429,14958,-15387,1326,-889
2007:Q3,29427,0,0,0,0,0,0,21584,21584,13882,0,0,9,6688,1005,0,0,7843,6470,1373,0,0,0,29427,9,0,0,0,9,0,9,0,0,0,21725,6470,6470,0,15255,0,1373,13882,0,6688,0,6688,1005,1005,0,0,-9,0,0,0,0,0,0,0,0,0,-9,0,-142,15114,-15255,1155,-1005
2007:Q4,28692,0,0,0,0,0,0,20112,20112,13655,0,0,10,4633,1815,0,0,8580,7193,1387,0,0,0,28692,10,0,0,0,10,0,10,0,0,0,22235,7193,7193,0,15042,0,1387,13655,0,4633,0,4633,1815,1815,0,0,-10,0,0,0,0,0,0,0,0,0,-10,0,-2123,12919,-15042,3947,-1815
2008:Q1,29933,0,0,0,0,0,0,21756,21756,14153,0,0,20,4632,2951,0,0,8177,6778,1399,0,0,0,29933,20,0,0,0,20,0,20,0,0,0,22330,6778,6778,0,15552,0,1399,14153,0,4632,0,4632,2951,2951,0,0,-20,0,0,0,0,0,0,0,0,0,-20,0,-574,14978,-15552,3545,-2951
2008:Q2,29303,0,0,0,0,0,0,20360,20360,14711,0,0,25,4632,993,0,0,8943,7556,1387,0,0,0,29303,25,0,0,0,25,0,25,0,0,0,23654,7556,7556,0,16098,0,1387,14711,0,4632,0,4632,993,993,0,0,-25,0,0,0,0,0,0,0,0,0,-25,0,-3293,12804,-16098,4311,-993
2008:Q3,44585,7580,7580,7580,0,0,0,22793,22793,14217,2800,0,28,4633,1115,0,0,8042,6690,1352,6170,6170,0,44585,7293,398,398,0,3611,3583,28,3284,3284,0,22259,6690,6690,0,15569,0,1352,14217,0,13918,9285,4633,1115,1115,0,0,287,7182,7182,0,0,0,0,0,0,0,-3611,-3284,534,16103,-15569,-5876,5055
2008:Q4,95678,0,0,0,0,0,0,87145,87145,14544,0,67665,30,3015,1891,0,0,8533,7239,1294,0,0,0,95678,67695,67665,0,67665,30,0,30,0,0,0,23077,7239,7239,0,15838,0,1294,14544,0,3015,0,3015,1891,1891,0,0,-67695,-67665,0,0,-29270,-6903,0,0,-3240,-28252,-30,0,64068,79906,-15838,5518,-1891
2009:Q1,82284,0,0,0,0,0,0,75292,75292,14584,0,55731,924,3013,1041,0,0,6992,5779,1213,0,0,0,82284,56655,55731,0,55731,33,0,33,891,0,891,21575,5779,5779,0,15796,0,1213,14584,0,3013,0,3013,1041,1041,0,0,-56655,-55731,0,0,-14331,-41400,0,0,0,0,-33,-891,53717,69513,-15796,3979,-1041
2009:Q2,63046,0,0,0,0,0,0,56506,56506,14911,0,34321,1856,3013,2405,0,0,6540,5385,1155,0,0,0,63046,36177,34321,0,34321,38,0,38,1818,0,1818,21450,5385,5385,0,16065,0,1155,14911,0,3013,0,3013,2405,2405,0,0,-36177,-34321,0,0,-3083,-22600,0,0,-7500,-1138,-38,-1818,35056,51121,-16065,3527,-2405
2009:Q3,67875,25590,0,0,0,25590,0,36229,36229,16782,0,12144,2821,3014,1469,0,0,6056,4936,1120,0,0,0,67875,14965,12144,0,12144,1082,0,1082,1739,0,1739,22837,4936,4936,0,17901,0,1120,16782,0,28604,0,28604,1469,1469,0,0,10625,-12144,0,0,-484,-9625,0,0,0,-2035,24508,-1739,13392,31293,-17901,-22548,-1469
2009:Q4,65024,14800,0,0,0,14800,0,44605,44605,17136,0,19725,2485,3875,1384,0,0,5619,4511,1108,0,0,0,65024,22210,19725,0,19725,939,0,939,1546,0,1546,22755,4511,4511,0,18244,0,1108,17136,0,18675,0,18675,1384,1384,0,0,-7410,-19725,0,0,-313,-13505,0,0,-3790,-2117,13861,-1546,21850,40094,-18244,-13056,-1384
2010:Q1,62136,15562,0,0,0,15562,0,41069,41069,16180,0,15755,1970,3877,3287,0,0,5505,4385,1120,0,0,0,62136,17725,15755,0,15755,868,0,868,1102,0,1102,21685,4385,4385,0,17300,0,1120,16180,0,19439,0,19439,3287,3287,0,0,-2163,-15755,0,0,1721,-15300,0,0,0,-2176,14694,-1102,19384,36684,-17300,-13934,-3287
2010:Q2,57843,3819,0,0,0,3819,0,48940,48940,18434,0,19307,6108,3877,1214,0,0,5085,3946,1139,0,0,0,57843,25415,19307,0,19307,2086,0,2086,4022,0,4022,23579,3946,3946,0,19633,0,1139,18434,60,7636,0,7636,1214,1214,0,0,-21596,-19307,0,0,-307,-19000,0,0,0,0,1733,-4022,25361,44994,-19633,-2552,-1214
2010:Q3,35483,120,0,0,0,120,0,30613,30613,18705,0,3717,3010,3877,1304,0,0,4751,3586,1165,0,0,0,35484,6727,3717,0,3717,1012,0,1012,1998,0,1998,23576,3586,3586,0,19990,0,1165,18705,120,3877,0,3877,1304,1304,0,0,-6607,-3717,0,0,1081,-3300,0,0,-1498,0,-892,-1998,7037,27027,-19990,874,-1304
2010:Q4,38181,6320,0,0,0,6320,0,27502,27502,18756,0,2702,1585,2860,1599,0,0,4360,3162,1198,0,0,0,38181,4287,2702,0,2702,939,0,939,647,0,647,23135,3162,3162,0,19973,0,1198,18756,20,9160,0,9160,1599,1599,0,0,2033,-2702,0,0,-102,-2600,0,0,0,0,5382,-647,4367,24340,-19973,-4801,-1599
2011:Q1,31378,0,0,0,0,0,0,27560,27560,17626,0,3118,2066,2940,1811,0,0,3818,2580,1238,0,0,0,31378,5184,3118,0,3118,1443,0,1443,623,0,623,21443,2580,2580,0,18863,0,1238,17626,0,2940,0,2940,1811,1811,0,0,-5184,-3118,0,0,3641,-3100,0,0,-262,-3397,-1443,-623,6117,24980,-18863,878,-1811
2011:Q2,39239,0,0,0,0,0,0,35561,35561,17286,0,8572,2278,3224,4201,0,0,3678,2412,1266,0,0,0,39239,10850,8572,0,8572,1427,0,1427,851,0,851,20965,2412,2412,0,18553,0,1266,17286,0,3224,0,3224,4201,4201,0,0,-10850,-8572,0,0,-72,-8500,0,0,0,0,-1427,-851,14596,33149,-18553,454,-4201
2011:Q3,34285,0,0,0,0,0,0,30700,30700,16479,0,6921,1934,3723,1643,0,0,3586,2302,1284,0,0,0,34285,8855,6921,0,6921,1869,0,1869,65,0,65,20065,2302,2302,0,17763,0,1284,16479,0,3723,0,3723,1643,1643,0,0,-8855,-6921,0,0,-355,-6566,0,0,0,0,-1869,-65,10635,28398,-17763,-138,-1643
2011:Q4,41066,0,0,0,0,0,0,37427,37427,17633,0,13783,1742,2465,1804,0,0,3640,2350,1290,0,0,0,41066,15525,13783,0,13783,1690,0,1690,53,0,53,21272,2350,2350,0,18922,0,1290,17633,0,2465,0,2465,1804,1804,0,0,-15525,-13783,0,0,0,-13783,0,0,0,0,-1690,-53,16154,35077,-18922,1175,-1804
2012:Q1,31888,0,0,0,0,0,0,27689,27689,16777,0,4717,1602,2501,2093,0,0,4199,2915,1284,0,0,0,31888,6319,4717,0,4717,1632,0,1632,-30,0,-30,20976,2915,2915,0,18061,0,1284,16777,0,2501,0,2501,2093,2093,0,0,-6319,-4717,0,0,0,-4717,0,0,0,0,-1632,30,6714,24774,-18061,1698,-2093
2012:Q2,27759,0,0,0,0,0,0,23253,23253,16918,0,19,1977,2445,1894,0,0,4507,3222,1285,0,0,0,27759,1996,19,0,19,1953,0,1953,25,0,25,21424,3222,3222,0,18202,0,1285,16918,0,2445,0,2445,1894,1894,0,0,-1996,-19,0,0,0,-19,0,0,0,0,-1953,-25,1829,20031,-18202,2062,-1894
2012:Q3,27669,0,0,0,0,0,0,22684,22684,16470,0,0,2294,2298,1622,0,0,4984,3693,1291,0,0,0,27669,2294,0,0,0,2290,0,2290,4,0,4,21454,3693,3693,0,17761,0,1291,16470,0,2298,0,2298,1622,1622,0,0,-2294,0,0,0,0,0,0,0,0,0,-2290,-4,1230,18991,-17761,2686,-1622
2012:Q4,58875,14332,14332,14332,0,0,0,31327,31327,16377,7647,0,2578,3272,1453,0,0,5548,4244,1304,7668,7668,0,58875,16039,0,0,0,11123,8549,2574,4917,4912,5,24578,4244,4244,0,20334,2653,1304,16377,0,16805,13533,3272,1453,1453,0,0,-1707,14332,14332,0,0,0,0,0,0,0,-11123,-4917,6749,27083,-20334,-11257,6215
2013:Q1,29066,0,0,0,0,0,0,22800,22800,16891,0,0,2415,1715,1779,0,0,6266,4935,1331,0,0,0,29066,2416,0,0,0,2411,0,2411,4,0,4,23157,4935,4935,0,18222,0,1331,16891,0,1715,0,1715,1779,1779,0,0,-2416,0,0,0,0,0,0,0,0,0,-2411,-4,-357,17865,-18222,4551,-1779
2013:Q2,27565,0,0,0,0,0,0,21099,21099,15995,0,0,1466,1658,1980,0,0,6466,5126,1340,0,0,0,27565,1466,0,0,0,1461,0,1461,5,0,5,22461,5126,5126,0,17335,0,1340,15995,0,1658,0,1658,1980,1980,0,0,-1466,0,0,0,0,0,0,0,0,0,-1461,-5,-1362,15973,-17335,4808,-1980
2013:Q3,28170,0,0,0,0,0,0,21316,21316,17004,0,0,1129,1622,1562,0,0,6853,5522,1331,0,0,0,28170,1129,0,0,0,1126,0,1126,3,0,3,23857,5522,5522,0,18335,0,1331,17004,0,1622,0,1622,1562,1562,0,0,-1129,0,0,0,0,0,0,0,0,0,-1126,-3,-2541,15794,-18335,5231,-1562
2013:Q4,26525,0,0,0,0,0,0,19931,19931,16436,0,0,716,1147,1633,0,0,6594,5289,1305,0,0,0,26525,716,0,0,0,714,0,714,2,0,2,23030,5289,5289,0,17741,0,1305,16436,0,1147,0,1147,1633,1633,0,0,-716,0,0,0,0,0,0,0,0,0,-714,-2,-3099,14642,-17741,5447,-1633
2014:Q1,27926,0,0,0,0,0,0,21704,21704,16319,0,0,1845,1132,2408,0,0,6223,4962,1261,0,0,0,27926,1845,0,0,0,1847,0,1847,-2,0,-2,22542,4962,4962,0,17580,0,1261,16319,0,1132,0,1132,2408,2408,0,0,-1845,0,0,0,0,0,0,0,0,0,-1847,2,-838,16742,-17580,5091,-2408
2014:Q2,26949,0,0,0,0,0,0,21022,21022,16791,0,0,1714,1131,1387,0,0,5927,4687,1240,0,0,0,26949,1714,0,0,0,1714,0,1714,0,0,0,22718,4687,4687,0,18031,0,1240,16791,0,1131,0,1131,1387,1387,0,0,-1714,0,0,0,0,0,0,0,0,0,-1714,0,-1695,16335,-18031,4796,-1387
2014:Q3,36498,9990,9990,0,9990,0,0,20739,20739,17210,0,0,1086,1131,1311,0,0,5770,4529,1241,0,0,0,36498,1086,0,0,0,1086,0,1086,0,0,0,22980,4529,4529,0,18451,0,1241,17210,0,11121,0,11121,1311,1311,0,0,8904,9990,0,0,9990,0,0,0,0,0,-1086,0,-2241,16210,-18451,-5351,-1311
2014:Q4,26085,0,0,0,0,0,0,20206,20206,15351,0,0,2029,1074,1752,0,0,5880,4615,1265,0,0,0,26085,2029,0,0,0,2029,0,2029,0,0,0,21231,4615,4615,0,16616,0,1265,15351,0,1074,0,1074,1752,1752,0,0,-2029,0,0,0,0,0,0,0,0,0,-2029,0,-1025,15591,-16616,4806,-1752
2015:Q1,27038,0,0,0,0,0,0,20802,20802,15884,0,0,754,1074,3091,0,0,6236,4925,1311,0,0,0,27038,754,0,0,0,754,0,754,0,0,0,22120,4925,4925,0,17195,0,1311,15884,0,1074,0,1074,3091,3091,0,0,-754,0,0,0,0,0,0,0,0,0,-754,0,-1318,15877,-17195,5163,-3091
2015:Q2,25673,0,0,0,0,0,0,19265,19265,15727,0,0,1088,1074,1376,0,0,6408,5067,1341,0,0,0,25673,1088,0,0,0,1088,0,1088,0,0,0,22135,5067,5067,0,17068,0,1341,15727,0,1074,0,1074,1376,1376,0,0,-1088,0,0,0,0,0,0,0,0,0,-1088,0,-2871,14198,-17068,5335,-1376
2015:Q3,27438,0,0,0,0,0,0,20974,20974,16690,0,0,923,1074,2287,0,0,6464,5110,1354,0,0,0,27438,923,0,0,0,923,0,923,0,0,0,23154,5110,5110,0,18044,0,1354,16690,0,1074,0,1074,2287,2287,0,0,-923,0,0,0,0,0,0,0,0,0,-923,0,-2180,15864,-18044,5391,-2287
2015:Q4,25537,0,0,0,0,0,0,19098,19098,16116,0,0,477,908,1597,0,0,6440,5089,1351,0,0,0,25537,477,0,0,0,477,0,477,0,0,0,22555,5089,5089,0,17466,0,1351,16116,0,908,0,908,1597,1597,0,0,-477,0,0,0,0,0,0,0,0,0,-477,0,-3458,14009,-17466,5532,-1597
2016:Q1,26457,0,0,0,0,0,0,20226,20226,16575,0,0,415,908,2327,0,0,6231,4901,1330,0,0,0,26457,415,0,0,0,415,0,415,0,0,0,22807,4901,4901,0,17906,0,1330,16575,0,908,0,908,2327,2327,0,0,-415,0,0,0,0,0,0,0,0,0,-415,0,-2581,15325,-17906,5323,-2327
2016:Q2,27406,1800,1800,0,1800,0,0,19306,19306,16798,0,0,409,908,1192,0,0,6300,4987,1313,0,0,0,27406,409,0,0,0,409,0,409,0,0,0,23097,4987,4987,0,18110,0,1313,16798,0,2708,0,2708,1192,1192,0,0,1392,1800,0,0,1800,0,0,0,0,0,-409,0,-3791,14319,-18110,3592,-1192
2016:Q3,26178,0,0,0,0,0,0,19910,19910,17145,0,0,397,908,1460,0,0,6269,4971,1298,0,0,0,26178,397,0,0,0,397,0,397,0,0,0,23413,4971,4971,0,18442,0,1298,17145,0,908,0,908,1460,1460,0,0,-397,0,0,0,0,0,0,0,0,0,-397,0,-3504,14939,-18442,5361,-1460
2016:Q4,32292,4687,0,0,0,4687,0,21127,21127,16745,0,0,833,1495,2054,0,0,6478,5192,1286,0,0,0,32292,833,0,0,0,833,0,833,0,0,0,23223,5192,5192,0,18031,0,1286,16745,0,6182,0,6182,2054,2054,0,0,3855,0,0,0,0,0,0,0,0,0,3855,0,-2096,15935,-18031,296,-2054
2017:Q1,34779,6900,6900,0,6900,0,0,21072,21072,16806,0,0,583,1495,2189,0,0,6807,5530,1277,0,0,0,34779,583,0,0,0,583,0,583,0,0,0,23612,5530,5530,0,18082,0,1277,16806,0,8395,0,8395,2189,2189,0,0,6318,6900,0,0,6900,0,0,0,0,0,-583,0,-2540,15542,-18082,-1588,-2189
2017:Q2,28350,0,0,0,0,0,0,21365,21365,17370,0,0,383,1495,2118,0,0,6985,5706,1279,0,0,0,28350,383,0,0,0,383,0,383,0,0,0,24355,5706,5706,0,18649,0,1279,17370,0,1495,0,1495,2118,2118,0,0,-383,0,0,0,0,0,0,0,0,0,-383,0,-2990,15659,-18649,5490,-2118
2017:Q3,105788,54916,54916,54916,0,0,0,30366,29136,16156,9963,0,495,1495,1028,1230,1230,7098,5805,1293,13408,13408,0,105788,25708,1583,1583,0,14749,14254,495,9377,9377,0,24957,5805,5805,0,19152,1703,1293,16156,0,31842,30347,1495,23282,1028,22254,0,29208,53333,53333,0,0,0,0,0,0,0,-14749,-9377,5410,23331,-17922,-24744,-9874
2017:Q4,260880,233199,16372,0,16372,216828,0,20253,20253,16434,0,0,289,1744,1786,0,0,7429,6110,1319,0,0,0,260880,289,0,0,0,289,0,289,0,0,0,257062,239309,6110,233199,17753,0,1319,16434,0,1744,0,1744,1786,1786,0,0,232910,16372,2345,1259,4291,0,4354,4123,0,0,216538,0,-236809,-219056,-17753,5685,-1786
2018:Q1,27084,0,0,0,0,0,0,19729,19729,16267,0,0,319,1744,1398,0,0,7355,5997,1358,0,0,0,27084,319,0,0,0,319,0,319,0,0,0,23623,5997,5997,0,17626,0,1358,16267,0,1744,0,1744,1398,1398,0,0,-319,0,0,0,0,0,0,0,0,0,-319,0,-3894,13732,-17626,5612,-1398
2018:Q2,28823,0,0,0,0,0,0,21533,21533,16457,0,0,297,1744,3035,0,0,7290,5914,1376,0,0,0,28823,297,0,0,0,297,0,297,0,0,0,23747,5914,5914,0,17833,0,1376,16457,0,1744,0,1744,3035,3035,0,0,-297,0,0,0,0,0,0,0,0,0,-297,0,-2215,15619,-17833,5547,-3035
2018:Q3,33821,4976,4976,4976,0,0,0,21330,21330,17587,650,0,281,1744,1069,0,0,6991,5619,1372,524,524,0,33821,2488,133,133,0,1480,1199,281,874,874,0,25370,5619,5619,0,19751,792,1372,17587,0,4896,3152,1744,1069,1069,0,0,2489,4843,4843,0,0,0,0,0,0,0,-1480,-874,-4040,15711,-19751,2096,-545
2018:Q4,42387,12477,12477,12477,0,0,0,20713,20713,16566,0,0,277,1527,2344,0,0,6474,5128,1346,2723,2723,0,42387,6677,425,425,0,4099,3823,277,2153,2153,0,23040,5128,5128,0,17912,0,1346,16566,0,10327,8800,1527,2344,2344,0,0,5801,12053,12053,0,0,0,0,0,0,0,-4099,-2153,-2327,15585,-17912,-3852,379
2019:Q1,27228,0,0,0,0,0,0,21434,21434,16819,0,0,263,1527,2827,0,0,5794,4495,1299,0,0,0,27228,263,0,0,0,263,0,263,0,0,0,22612,4495,4495,0,18117,0,1299,16819,0,1527,0,1527,2827,2827,0,0,-263,0,0,0,0,0,0,0,0,0,-263,0,-1178,16939,-18117,4267,-2827
2019:Q2,24902,0,0,0,0,0,0,19667,19667,16903,0,0,294,1527,943,0,0,5235,3951,1284,0,0,0,24902,294,0,0,0,294,0,294,0,0,0,22138,3951,3951,0,18187,0,1284,16903,0,1527,0,1527,943,943,0,0,-294,0,0,0,0,0,0,0,0,0,-294,0,-2471,15716,-18187,3709,-943
2019:Q3,25853,0,0,0,0,0,0,20678,20678,17827,0,0,326,1527,999,0,0,5175,3872,1303,0,0,0,25853,326,0,0,0,326,0,326,0,0,0,23002,3872,3872,0,19130,0,1303,17827,0,1527,0,1527,999,999,0,0,-326,0,0,0,0,0,0,0,0,0,-326,0,-2325,16806,-19130,3649,-999
2019:Q4,38659,0,0,0,0,0,0,33410,33410,18039,0,0,11548,1764,2060,0,0,5249,3893,1356,0,0,0,38659,11548,0,0,0,11548,0,11548,0,0,0,23288,3893,3893,0,19395,0,1356,18039,0,1764,0,1764,2060,2060,0,0,-11548,0,0,0,0,0,0,0,0,0,-11548,0,10122,29517,-19395,3486,-2060
2020:Q1,29413,0,0,0,0,0,0,23786,23786,18812,0,0,235,1814,2927,0,0,5627,4185,1442,0,0,0,29413,235,0,0,0,235,0,235,0,0,0,24439,4185,4185,0,20254,0,1442,18812,0,1814,0,1814,2927,2927,0,0,-235,0,0,0,0,0,0,0,0,0,-235,0,-652,19601,-20254,3814,-2927
2020:Q2,43858,14500,0,0,0,14500,0,23233,23233,18997,0,0,240,2917,1080,0,0,6125,4605,1520,0,0,0,43858,240,0,0,0,240,0,240,0,0,0,26121,4605,4605,0,21516,0,1520,18997,1000,16417,0,16417,1080,1080,0,0,14260,0,0,0,0,0,0,0,0,0,14260,0,-2888,18628,-21516,-10292,-1080
2020:Q3,29798,0,0,0,0,0,0,23282,23282,19913,0,0,209,2129,1032,0,0,6516,4928,1588,0,0,0,29798,209,0,0,0,209,0,209,0,0,0,26429,4928,4928,0,21501,0,1588,19913,0,2129,0,2129,1032,1032,0,0,-209,0,0,0,0,0,0,0,0,0,-209,0,-3147,18354,-21501,4388,-1032
2020:Q4,29221,0,0,0,0,0,0,22208,22208,18850,0,0,184,1948,1226,0,0,7013,5365,1648,0,0,0,29221,184,0,0,0,184,0,184,0,0,0,25864,5365,5365,0,20499,0,1648,18850,0,1948,0,1948,1226,1226,0,0,-184,0,0,0,0,0,0,0,0,0,-184,0,-3656,16843,-20499,5065,-1226
2021:Q1,87353,0,0,0,0,0,0,79656,79656,18259,0,0,153,57786,3459,0,0,7698,5998,1700,0,0,0,87353,153,0,0,0,153,0,153,0,0,0,25956,5998,5998,0,19958,0,1700,18259,0,57786,0,57786,3459,3459,0,0,-153,0,0,0,0,0,0,0,0,0,-153,0,53700,73658,-19958,-50089,-3459
2021:Q2,30115,0,0,0,0,0,0,21808,21808,18783,0,0,137,1948,941,0,0,8307,6560,1747,0,0,0,30115,137,0,0,0,137,0,137,0,0,0,27090,6560,6560,0,20530,0,1747,18783,0,1948,0,1948,941,941,0,0,-137,0,0,0,0,0,0,0,0,0,-137,0,-5282,15248,-20530,6359,-941
2021:Q3,61202,23700,23700,23700,0,0,0,24806,24806,17548,4000,0,108,2270,881,0,0,8896,7105,1791,3800,3800,0,61202,15674,1040,1040,0,9466,9358,108,5168,5168,0,29661,7105,7105,0,22556,3218,1791,17548,0,14987,12717,2270,881,881,0,0,8027,22661,22661,0,0,0,0,0,0,0,-9466,-5168,-4855,17701,-22556,-6091,2920
2021:Q4,31793,0,0,0,0,0,0,22284,22284,18067,0,0,83,2116,2017,0,0,9510,7679,1831,0,0,0,31793,83,0,0,0,83,0,83,0,0,0,27576,7679,7679,0,19897,0,1831,18067,0,2116,0,2116,2017,2017,0,0,-83,0,0,0,0,0,0,0,0,0,-83,0,-5293,14605,-19897,7393,-2017
2022:Q1,33018,0,0,0,0,0,0,23043,23043,18744,0,0,95,2116,2088,0,0,9976,8109,1867,0,0,0,33018,95,0,0,0,95,0,95,0,0,0,28719,8109,8109,0,20610,0,1867,18744,0,2116,0,2116,2088,2088,0,0,-95,0,0,0,0,0,0,0,0,0,-95,0,-5676,14934,-20610,7859,-2088
2022:Q2,148721,26000,0,0,0,26000,0,112577,112577,107048,0,0,73,2116,3340,0,0,10144,8229,1915,0,0,0,148721,73,0,0,0,73,0,73,0,0,0,143071,8229,8229,0,134842,0,1915,107048,25880,2116,0,2116,3460,3340,0,120,25927,0,0,0,0,0,0,0,0,0,25927,0,-30494,104348,-134842,8028,-3460
2022:Q3,101608,27198,27198,25488,1710,0,0,55625,53125,36319,10000,0,80,2488,4238,2500,2500,10472,8497,1975,8313,8313,0,101608,18764,968,968,0,8793,8713,80,9004,9004,0,49514,8497,8497,0,41017,2723,1975,36319,0,29091,24893,4198,4238,4238,0,0,8433,26230,24520,0,1710,0,0,0,0,0,-8793,-9004,6111,44628,-38517,-18619,4074
2022:Q4,53470,15523,2000,0,2000,13523,0,27905,27905,20338,0,0,1402,2657,3508,0,0,10043,7995,2048,0,0,0,53470,1402,0,0,0,297,0,297,1105,0,1105,43793,7995,7995,0,35798,0,2048,20338,13412,4657,0,4657,3619,3508,0,111,14121,2000,0,0,2000,0,0,0,0,0,13226,-1105,-15888,19910,-35798,5386,-3619
2023:Q1,38563,0,0,0,0,0,0,28876,28876,20128,0,0,119,2657,5972,0,0,9687,7555,2132,0,0,0,38563,119,0,0,0,119,0,119,0,0,0,29815,7555,7555,0,22260,0,2132,20128,0,2657,0,2657,5972,5972,0,0,-119,0,0,0,0,0,0,0,0,0,-119,0,-939,21321,-22260,7031,-5972
2023:Q2,43306,0,0,0,0,0,0,33328,33328,21692,0,0,155,8657,2824,0,0,9978,7755,2223,0,0,0,43306,155,0,0,0,155,0,155,0,0,0,31670,7755,7755,0,23915,0,2223,21692,0,8657,0,8657,2824,2824,0,0,-155,0,0,0,0,0,0,0,0,0,-155,0,1658,25573,-23915,1322,-2824
2023:Q3,149913,0,0,0,0,0,0,140336,140336,22624,0,0,118,115367,2228,0,0,9577,7284,2293,0,0,0,149913,118,0,0,0,118,0,118,0,0,0,32201,7284,7284,0,24917,0,2293,22624,0,115367,0,115367,2228,2228,0,0,-118,0,0,0,0,0,0,0,0,0,-118,0,108136,133052,-24917,-105790,-2228
2023:Q4,50929,0,0,0,0,0,0,41281,41281,22159,0,0,212,16404,2507,0,0,9648,7385,2263,0,0,0,50929,212,0,0,0,212,0,212,0,0,0,31806,7385,7385,0,24421,0,2263,22159,0,16404,0,16404,2507,2507,0,0,-212,0,0,0,0,0,0,0,0,0,-212,0,9475,33896,-24421,-6757,-2507
2024:Q1,54890,6010,0,0,0,6010,0,39636,39636,22535,0,0,248,14504,2349,0,0,9245,7007,2238,0,0,0,54890,248,0,0,0,248,0,248,0,0,0,31780,7007,7007,0,24773,0,2238,22535,0,20514,0,20514,2349,2349,0,0,5762,0,0,0,0,0,0,0,0,0,5762,0,7856,32629,-24773,-11270,-2349
