date,FA907005005.Q,FA903012005.Q,FA903091005.Q,FA904010005.Q,FA902050005.Q,FA903020005.Q,FA903023005.Q,FA903028003.Q,FA903029200.Q,FA903070005.Q,FA903078005.Q,FA903090005.Q,FA906000105.Q,FA087005005.Q,FA156600075.Q
2008:Q3,-47166,-1180,-307848,-41871,300713,779,4528,0,-3749,25833,28279,140967,-192838,187997,4841
2008:Q4,-381707,-760,-328180,72966,-976367,-7485,-4516,0,-2969,-1274,-120296,1181131,-201442,196544,4898
2009:Q1,282306,-14352,-15588,339094,-231465,-46822,-45396,0,-1426,109459,-25786,441024,-273259,268349,4910
2009:Q2,894488,-668,72484,75287,1009587,41296,43319,0,-2024,-15216,-66900,-23527,-197854,192882,4972
2009:Q3,1524978,-1548,104264,-126612,379848,-3144,897,0,-4041,183125,47923,1131346,-190223,185243,4980
2009:Q4,-445963,-908,-399156,-53121,-255126,5888,4149,0,1739,192996,-66769,255615,-125381,120408,4973
2010:Q1,242728,-216,-210248,263709,67392,-54933,-52000,0,-2933,-11759,-60002,365861,-117076,112099,4977
2010:Q2,-91388,-1844,196724,5688,109386,46809,46116,0,693,-25059,77766,-381433,-119424,114471,4953
2010:Q3,252719,-1932,85028,-211452,-124386,3392,2639,0,753,-93820,46933,559292,-10335,5432,4904
2010:Q4,85985,-516,78580,127883,183552,2939,3264,0,-325,-50553,78103,-283379,-50625,45768,4857
2011:Q1,-59585,-992,159356,331515,81822,-87250,-87628,0,378,-92717,13105,-467531,3106,-7500,4394
2011:Q2,-295589,-652,-346552,-77796,197737,75854,75811,0,43,14872,5708,-175919,11159,-15544,4385
2011:Q3,-2060050,-516,81424,-167094,-73375,-18414,-20234,0,1820,-109068,48465,-1869656,48183,-52601,4418
2011:Q4,2339476,-464,-261260,-136118,113640,33126,31588,0,1539,-5697,-10494,2589671,17072,-21514,4442
2012:Q1,1665483,-764,12060,235604,379844,-71599,-72712,0,1113,134867,33026,740974,201471,-206025,4554
2012:Q2,-896801,-512,-262712,-164360,-2885,69370,69754,0,-384,76246,-8567,-771321,167940,-172552,4612
2012:Q3,933441,-472,58668,23414,-288585,-12466,-13190,0,724,-97538,18731,1226598,5092,-9745,4653
2012:Q4,1241118,-464,-67708,-78070,25582,22746,18659,0,4087,81002,-29694,1066174,221552,-226268,4716
2013:Q1,226447,-880,-33620,450190,-164554,-46858,-40224,0,-6634,-238185,-47094,249383,58066,-63282,5217
2013:Q2,-220326,-704,284956,-243664,-3815,46218,43911,0,2307,-178129,-106312,-133791,114916,-120086,5171
2013:Q3,-379579,-2148,-78648,-116696,-75142,3451,699,0,2752,-99876,-38150,39596,-11965,6852,5113
2013:Q4,-85022,-636,-194956,59339,-119748,-5681,-2511,0,-3169,-74266,-29336,342739,-62477,57359,5118
2014:Q1,-609717,-1024,102364,370716,-242,10765,8108,0,2657,11704,7279,-1221671,110392,-115616,5224
2014:Q2,-35168,-856,-258320,-346350,-102411,-2764,-2920,0,156,4027,3107,539395,129004,-134234,5230
2014:Q3,-222713,-1832,160812,38997,-46994,38217,41493,0,-3275,144603,97283,-773223,119424,-124676,5252
2014:Q4,1059413,-520,-391200,-188515,-197624,-40934,-40348,0,-586,28312,39332,1626615,183948,-189233,5285
2015:Q1,-338029,-1480,72288,472406,188756,36660,36137,0,523,85657,-47313,-1289171,144168,-149422,5254
2015:Q2,-1209157,-1316,-332812,-430838,74058,-22467,-22058,0,-409,69802,-27516,-634133,96064,-101288,5224
2015:Q3,-1125299,-3512,-158948,82068,-10415,46268,47728,0,-1461,-47015,-2664,-1085001,53920,-59170,5250
2015:Q4,967333,-960,-284716,-124353,167672,-63419,-63805,0,386,7820,-46798,1255323,56764,-62100,5336
2016:Q1,-141152,-636,163136,444965,-79444,49607,49790,0,-182,17289,-24107,-772604,60642,-66147,5505
2016:Q2,-444342,-1268,-176800,-468271,58393,-37147,-37192,0,45,-30881,-52862,351351,-86857,81283,5574
2016:Q3,-999211,-3508,-83628,136870,-571368,41156,39237,0,1919,122620,-14307,-529720,-97326,91759,5568
2016:Q4,2260685,-664,-135996,-103088,487412,-51904,-52587,0,683,36637,-29260,2167743,-110196,104723,5473
2017:Q1,-457826,-980,382168,458043,-610325,20476,21496,0,-1020,-121840,58267,-595210,-48425,43069,5356
2017:Q2,-728647,-820,182100,-500499,44613,-4446,-4603,0,157,-77780,139559,-473441,-37932,32713,5219
2017:Q3,-1048544,-1756,-86440,100353,-234897,-8938,-9295,0,356,-184794,31770,-567721,-96120,90965,5155
2017:Q4,-1056057,-824,4520,-67717,-117371,-7458,-9145,0,1687,5231,59402,-821812,-110028,104855,5173
2018:Q1,-690981,-544,203532,427357,-846073,-15030,-12181,0,-2849,-162422,-51272,-117630,-128900,123596,5304
2018:Q2,-130670,-400,18208,-472561,296334,27364,25443,0,1922,-162052,-88561,367061,-116064,110710,5354
2018:Q3,770209,-1360,352556,84874,-99047,-47212,-47697,0,485,-153043,-37689,714416,-43286,37892,5394
2018:Q4,310613,-284,123468,-98938,-201013,32374,32555,0,-182,150192,8204,283532,13079,-18447,5368
2019:Q1,-341672,-412,-27100,400849,-484707,-46093,-46793,0,700,-223159,81723,-133515,90743,-96155,5412
2019:Q2,-1448703,-260,-137228,-471645,284200,64303,64051,0,252,-284351,-52049,-815652,-36021,30653,5368
2019:Q3,-840340,-2416,137508,67358,-233720,-60294,-61446,0,1151,-51647,102618,-661549,-138198,132852,5346
2019:Q4,-1311399,-308,-31948,-36941,-642677,42038,46253,0,-4215,-117761,-4882,-411094,-107828,102441,5387
2020:Q1,-1185092,-436,727620,271577,-391295,-83053,-83295,0,241,119229,72990,-1959388,57664,-63150,5486
2020:Q2,739543,-304,-662904,-307637,480254,99061,98289,0,771,290906,-140908,1100015,-118939,113791,5148
2020:Q3,-350060,-632,201444,81862,44806,-97662,-96315,0,-1347,-236752,50412,-22769,-370770,365494,5276
2020:Q4,3450,-324,150152,-4011,-246585,79669,78570,0,1099,-141682,-16126,4401,177956,-183284,5328
2021:Q1,763052,-300,-21512,359399,-72365,-78937,-80151,0,1214,-148951,-9586,668302,67002,-72275,5273
2021:Q2,459063,-224,-124492,-383869,1213928,105189,105681,0,-492,-368554,194547,-159005,-18457,13171,5286
2021:Q3,-1634876,-832,35600,98056,185230,-121100,-120708,0,-392,59892,163429,-2053630,-1520,-3816,5336
2021:Q4,383812,-612,106700,-3545,-153196,96300,99383,0,-3083,356985,44449,-16810,-46459,41003,5456
2022:Q1,-1418022,24,52372,327061,-447369,-144629,-150465,0,5836,102095,-33126,-1381712,107262,-112889,5627
2022:Q2,-870972,-728,223076,-469647,918930,162518,162952,0,-434,-152550,126524,-1824899,145803,-151504,5701
2022:Q3,467313,-2408,130964,99410,-305247,-144566,-142392,0,-2174,-194470,48353,686092,149185,-155027,5842
2022:Q4,681220,-728,-216868,-48921,-384335,125653,122176,0,3477,-38580,-80990,1542101,-216111,210245,5866
2023:Q1,-738421,-728,190500,332976,-1243235,-166346,-165886,0,-459,-137490,66861,553236,-334196,328171,6025
2023:Q2,98969,-728,-392464,-328675,408260,196405,196709,0,-304,-64784,-21473,745813,-443384,437282,6102
2023:Q3,-289852,-2812,29228,41940,-927276,-167093,-165903,0,-1190,69884,-1917,1314834,-646640,640479,6161
2023:Q4,910194,-728,-23916,35631,-384008,157132,154135,0,2997,28442,107829,1628997,-639185,632959,6226
2024:Q1,200209,-728,68344,265051,-419928,-222499,-222270,0,-229,176125,-58551,1019553,-627158,620824,6334
