1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q2,1501140,1179566,77655,0,2874,70826,5179,3482,4324,3288,29005,13800,51520,-134,-12580,1968,70367,977997,717954,20493,429,3905,67523,7573,7155,4576,3452,23880,81708,351,363,223,0,6617,20681,-984,10215,1883,0,523143
1983:Q3,1531444,1197574,80665,0,3217,76586,6106,4396,4399,3499,30332,14563,50369,-129,-15189,4442,70613,988385,716430,22208,530,4428,70979,8747,7960,5844,3452,26606,81475,422,95,225,0,6434,20328,-984,10144,3062,0,543058
1983:Q4,1532181,1178629,84094,0,3537,76608,6230,4714,4266,3830,31657,14503,53548,-112,-12422,5010,78089,983244,711728,24299,294,4860,67630,8509,7977,6207,2039,27852,83350,509,541,277,0,6748,17227,-970,11294,2874,0,548936
1984:Q1,1582374,1230513,87251,0,3215,68252,6685,4949,4315,3871,33943,14952,55186,-200,-17979,11616,75805,1012068,723477,22449,443,4882,97081,9637,7737,5913,2039,28112,79866,474,474,201,0,7716,7024,-1699,11612,4630,0,570306
1984:Q2,1628720,1253391,87669,0,3291,74404,6238,4626,4576,3820,36878,16139,56673,-282,-20513,5014,96796,1061016,770989,20475,1320,5630,100383,10106,6790,6002,2039,30049,77785,439,792,201,0,8094,6524,-2415,12357,3456,0,567704
1984:Q3,1701903,1299898,91000,0,3313,97071,8134,4217,4495,3691,39845,15541,53423,-363,-12395,6975,87058,1145981,826734,17875,2166,8461,119416,12381,5719,5702,2039,31429,83143,422,539,199,0,8952,6342,-3127,13357,4232,0,555923
1984:Q4,1650332,1242150,93673,0,3922,100843,7869,4297,5125,3288,41806,16843,53601,-460,-11604,4262,84717,1161863,838864,14901,1698,8523,125804,11451,5214,5769,1978,35499,85266,369,423,469,0,9529,1769,-3634,13696,4275,0,488469
1985:Q1,1765557,1319251,99651,0,3183,107102,9074,4431,5047,3234,44568,19167,55266,-523,-11064,4362,102809,1207068,871738,14269,1277,8272,131671,11276,4766,6494,1978,36008,91075,386,-574,361,0,9404,3843,-3672,14279,4217,0,558490
1985:Q2,1805344,1347909,103927,0,3043,120310,7707,4990,4555,3162,47421,18092,53877,-594,-11561,4891,97615,1219817,871027,13763,1692,8041,136821,9556,4686,6547,1978,37970,97317,404,1300,215,0,9422,3972,-3743,14811,4038,0,585528
1985:Q3,1910607,1395233,118297,0,3126,120664,12094,5526,4448,3375,48629,27051,50238,-664,-2134,5843,118881,1260323,911889,13881,2847,8422,135172,11302,4675,7620,1978,38907,93845,440,377,201,0,7785,5791,-3813,15282,3721,0,650285
1985:Q4,1919249,1391297,122822,0,3922,123898,5466,5594,5200,3681,51306,18391,52464,-636,-2082,4572,133354,1326648,958499,14375,7689,8035,136097,7400,4443,7167,-377,40924,111918,490,2159,1473,0,3920,3991,-4716,18998,4163,0,592601
1986:Q1,1919465,1380355,126175,0,2698,128318,6762,5203,5072,3590,52211,17136,48917,-657,7081,14539,122065,1322691,949763,15109,7946,7707,133098,9460,4011,7995,-377,40572,109816,589,1999,2098,0,4444,4742,-5968,23549,6138,0,596774
1986:Q2,1909118,1362396,127097,0,2754,124973,5684,4389,4746,3598,51692,19466,43941,-552,22858,9150,126925,1303175,927559,15969,9176,7341,133778,8796,3400,9016,-377,43812,110477,680,2437,2631,0,514,3924,-7173,23284,7931,0,605943
1986:Q3,1975273,1405139,128549,0,2749,133517,7537,3499,5547,3632,51603,20257,47295,-657,20863,9296,136446,1369819,987592,17453,9990,7635,137711,11281,2797,9357,-377,46900,113326,671,2462,3115,0,1437,8213,-8282,10612,7926,0,605454
1986:Q4,1913383,1345055,131304,0,2802,127092,6847,2871,5665,4758,51362,22483,45425,-1349,19571,9539,139958,1428010,1015394,19313,9382,7734,138830,10725,2380,10340,-3392,49033,128539,702,3570,4323,0,5823,6234,-9044,21169,6956,0,485373
1987:Q1,1958348,1368651,126841,0,2649,154384,8578,2456,5844,4623,52051,25891,44656,-1512,16133,9994,137110,1480737,1026793,20724,9245,6892,158461,12007,2090,12187,-3392,52086,139381,770,4133,5231,0,7649,7375,-10638,21658,8085,0,477611
1987:Q2,1980542,1372118,126297,0,2981,157948,7991,2136,5754,5021,50428,27215,47398,-1754,19196,10155,147658,1484210,1037582,22261,9655,6243,149639,11474,1887,12083,-3392,55339,140113,765,3909,4081,0,9091,6724,-11994,21156,7594,0,496332
1987:Q3,1969445,1361512,124144,962,2951,164836,10073,1914,6644,5071,51661,26771,51760,-1937,13205,10165,139713,1531874,1046182,24422,10538,9713,152854,14198,1785,12079,-3392,59413,157791,619,3790,5386,0,8668,9699,-13483,22678,8934,0,437571
1987:Q4,2037781,1357784,124862,1166,3626,147974,10197,1794,6943,8131,70289,25343,88613,-2245,15630,10465,167209,1613622,1129415,26959,13261,9907,170065,13863,1815,8058,-3435,61227,134307,571,4076,5753,0,12696,12356,-15072,19639,8161,0,424159
1988:Q1,2094831,1393891,129207,1763,3326,155793,13051,1822,6919,8408,72314,25196,111348,-2222,-3472,10549,166939,1661328,1156603,31120,6518,8128,176464,17283,2021,10158,-3435,66432,136488,527,6925,6256,0,12853,12991,-15687,21517,8165,0,433504
1988:Q2,2130613,1393354,133552,2807,3758,167841,12831,2023,6728,8535,73500,25642,112446,-2260,-3313,11295,181875,1704111,1167703,35156,7227,8291,194776,16899,2430,9263,-3435,68184,143286,483,5509,6369,0,13753,15587,-16251,20998,7883,0,426502
1988:Q3,2187594,1413988,137898,3583,4261,174906,14268,2273,8019,8636,74355,28205,113631,-2133,-6548,11292,200960,1775133,1208163,38567,6829,8452,207429,17940,2883,10717,-3435,67920,154816,512,7303,5478,0,15501,14586,-17027,20824,7675,0,412461
1988:Q4,2313058,1503266,142243,5822,4709,189623,14664,2447,7704,9182,74507,25810,116909,-1971,-3037,11510,209670,1992690,1400550,41603,7424,9401,219822,18638,3177,8464,-6290,69326,161903,2117,5410,5457,0,20215,15098,-17785,20439,7722,0,320368
1989:Q1,2365702,1604302,147461,6106,3266,128854,16808,2730,6650,9088,76913,25974,111783,-2225,-6579,11678,222893,2048643,1493956,43205,7075,8269,174894,21416,3391,10051,-6290,71359,162719,2733,3909,6183,0,18086,15574,-17931,21815,8229,0,317058
1989:Q2,2367599,1592530,152679,7153,3273,131235,17141,2821,6633,9329,79063,23668,116484,-2109,-6600,12034,222266,2038931,1469236,44682,7651,9729,180308,20890,3674,8844,-6290,75152,155276,3919,6630,7295,0,23021,16534,-18045,21921,8504,0,328668
1989:Q3,2420171,1629189,157897,7483,3082,141736,20992,2922,7050,9978,81484,26679,115414,-2106,-24699,11760,231310,2038984,1456986,45535,8579,7978,184710,24634,3917,9553,-6290,77600,144231,5200,9763,8026,0,28430,17119,-18175,22988,8200,0,381187
1989:Q4,2380098,1609999,163116,7772,3993,131361,19258,3074,7581,10796,84112,25800,114380,-1992,-19747,12161,208434,2016465,1449720,46012,8791,7196,173118,22663,4066,10042,-10952,72019,147680,6269,7885,8674,0,30259,17978,-18421,23826,9639,0,363634
1990:Q1,2405415,1603858,162295,7440,3970,162843,19244,3315,7350,11053,82496,22347,103050,-1672,-10578,12391,216013,1999748,1482675,45706,9151,5397,140653,23159,3363,10943,-10952,67773,139777,6609,8120,9202,0,29357,15967,-18129,21253,9724,0,405667
1990:Q2,2381619,1574302,161474,7693,3809,150323,19355,3667,7702,11228,81817,24319,116987,-1737,-5108,12545,213243,1935021,1425156,45526,10301,4951,135312,22050,4215,12803,-10952,67847,130704,7829,11372,9706,0,32687,15844,-17851,17725,9796,0,446597
1990:Q3,2396684,1618049,160653,7437,4022,140128,22782,3972,7925,11514,79232,19232,123860,-1569,-2377,11630,190194,1974057,1462418,45971,8868,5693,142265,25577,4223,13332,-10952,66291,129935,7625,6354,9634,0,31220,15701,-17545,17821,9626,0,422627
1990:Q4,2379470,1631643,159833,7688,2958,122155,22067,3978,8062,13218,76453,24898,125136,-1843,-1325,10691,173858,2026354,1505270,46790,10299,6046,145160,25277,4192,12335,-4537,67104,113974,7831,15625,9980,0,32941,16088,-17041,19740,9280,0,353117
1991:Q1,2455050,1706633,159681,7421,2592,113207,26005,3913,8050,15287,82866,25757,128732,-1848,-615,9807,167562,2053429,1526254,48270,11104,5318,149104,30144,4100,14404,-4537,80545,111103,3910,2775,8525,0,32294,17615,-16821,20548,8773,0,401621
1991:Q2,2428404,1705743,160029,7675,2555,105962,23551,3656,8236,15214,88638,27727,132872,-1771,4193,9927,134197,2037415,1505151,49876,11373,5044,138250,26724,3937,17947,-4537,78159,118879,4763,8656,8654,0,31129,18286,-16794,22530,9388,0,390989
1991:Q3,2476017,1769801,162377,6705,2850,98447,25841,3339,9200,15894,88816,31464,139695,-1716,6088,9906,107311,2028533,1492581,49606,9941,5136,129973,31091,3762,19852,-4537,84762,117194,5032,8830,8634,0,32173,22775,-16783,19577,8934,0,447484
1991:Q4,2486367,1772587,163475,6959,2513,97194,26619,3104,8927,19433,87058,31843,139913,-1555,6721,9968,111609,1993135,1452221,50962,13922,5572,130605,30273,3669,17186,-6645,83133,111918,4621,7644,10305,0,39208,27198,-16516,18553,9306,0,493232
1992:Q1,2758443,1995156,166934,6669,2103,119844,25613,3593,8450,19617,89891,40256,153046,-3122,10541,9716,110136,2103599,1580024,51964,10133,5093,126632,30849,3649,21374,-6645,81536,99695,4738,7183,23953,0,31073,24698,-16429,14912,9167,0,654844
1992:Q2,2762562,1980118,170393,6924,1259,121215,26516,3782,8932,19689,90106,36638,154650,-3324,16545,9306,119814,2048441,1516173,53092,11680,5154,130147,31235,3366,21189,-6645,82072,103190,4741,7916,28117,0,32356,19414,-16825,11524,10545,0,714121
1992:Q3,2755444,1987817,172602,6631,1355,120934,31377,3893,9539,19741,90453,40129,157113,-3765,16397,12211,89016,2053820,1499199,55344,8690,7047,125974,37047,3127,22150,-6645,83281,101622,4037,7506,38513,0,33069,20891,-16844,19465,10348,0,701623
1992:Q4,2756846,1985975,177312,6884,1780,113964,27523,4182,9159,20191,91065,45391,162688,-4172,22425,12383,80096,2045195,1513947,56971,10641,7351,123086,33467,2992,21070,-4797,80173,98822,4544,10203,29522,0,26901,20202,-17342,17103,10339,0,711651
1993:Q1,2787564,2044681,178576,6791,2249,118868,28438,4467,9455,20263,93682,34613,160952,-4634,23120,13027,53016,2104824,1563000,59779,3274,7690,118521,35147,2849,23356,-4797,81172,98733,4637,14205,30923,0,29477,23981,-17575,19411,11041,0,682741
1993:Q2,2834912,2052133,179840,6788,1987,135014,28774,4809,9724,20040,95972,44298,170447,-4792,31566,13425,44887,2120063,1563164,62711,270,9204,125819,36840,2804,23358,-4797,85142,94108,4725,15807,30868,0,28763,25729,-17746,21345,11949,0,714849
1993:Q3,2844591,2053870,181105,6548,3286,136129,29722,5177,9992,19978,97498,43174,171350,-5087,37185,14034,40630,2127689,1566242,66269,2003,8348,125888,37733,2702,24472,-4797,78905,88036,4302,18464,32007,0,33867,28095,-16900,20672,11381,0,716902
1993:Q4,2831679,2047410,182369,6800,2434,142214,26323,5570,9954,20206,100069,45856,177023,-5268,31299,12509,26911,2177618,1647505,70202,4008,9564,103612,32712,2552,23016,-13457,76192,86605,4109,22764,29466,0,32538,29104,-17572,23182,11516,0,654061
1994:Q1,2993112,2022833,183569,6503,2585,335296,31047,5540,9942,20713,101012,34996,183629,-6010,35539,12357,13561,2320591,1651852,75196,6017,8572,203475,38489,2793,24611,-13457,87346,83598,3822,29155,43872,0,30753,24904,-16556,24404,11745,0,672521
1994:Q2,3002638,2009792,188520,6555,3857,379019,37115,5739,10370,21004,100955,30792,186348,-6626,37052,12230,-20084,2373155,1656345,79065,8033,8865,239039,45951,2919,24430,-13457,77536,87372,4074,26724,58089,0,28368,21159,-15931,23485,11089,0,629483
1994:Q3,2977079,1997696,193471,6640,3681,357129,39559,6046,10984,21405,101184,30853,192875,-7414,40279,12007,-29316,2374540,1672181,83559,11725,8736,216116,47002,2913,19464,-13457,84966,89466,4631,24791,57225,0,26384,17319,-14968,25077,11410,0,602539
1994:Q4,2997025,1998399,198422,6802,3136,346649,40940,7405,11746,21845,102428,26856,204972,-7331,35743,13157,-14144,2492576,1774805,87178,25104,9833,221769,45865,2432,19984,-13428,82976,86517,4587,25824,54447,0,27293,12883,-13558,26133,11932,0,504449
1995:Q1,3055874,1997227,201823,6590,4573,371312,71220,7259,10321,22173,109462,23871,214864,-7418,31328,13115,-21846,2518712,1802274,95347,22148,8624,216242,43602,2026,20498,-13428,89116,88020,4227,21565,51061,0,27502,15667,-13750,25952,12019,0,537162
1995:Q2,3055222,2005805,205224,6753,4955,318713,81063,8299,10199,23306,114417,26067,220793,-7565,31737,12941,-7485,2547665,1793486,103641,63658,9427,192006,40169,2390,20026,-13428,82754,89522,4581,29168,59892,0,29030,15512,-13657,27253,12235,0,507557
1995:Q3,3129647,2048114,208625,6618,4494,332245,77270,8272,10231,23636,115989,28861,222377,-7653,33791,13660,3118,2625219,1839445,112559,77991,9299,184270,42160,2522,19358,-13428,86333,91024,4834,32484,54920,0,39114,15478,-13769,28759,11866,0,504428
1995:Q4,3202481,2090311,212026,6661,4284,343253,75616,10325,10265,29500,117377,27619,230716,-7698,43259,14222,-5255,2704867,1920035,121853,80418,10737,168872,36585,4024,19521,-20395,94526,92527,4801,36624,56774,0,26883,18214,-14502,34061,13309,0,497615
1996:Q1,3254939,2150363,219384,6600,4161,335941,68281,10188,10448,30138,117636,30146,230649,-7744,37634,14173,-3058,2769512,1998858,130163,55555,9812,170450,31417,3831,22226,-20395,88427,96878,5156,42939,55640,0,30171,17701,-15351,32836,13199,0,485427
1996:Q2,3263195,2150724,226742,7326,4251,352836,65246,9902,10791,30754,117359,26895,226028,-7807,40343,14486,-12681,2828833,2004060,138597,33356,10203,203711,27915,3947,21104,-20395,89564,101231,5438,43963,61598,0,52654,20883,-15938,33230,13712,0,434362
1996:Q3,3379171,2217889,234100,7174,4530,377915,64794,10734,10967,31232,118907,25969,226802,-7884,56173,15152,-15283,2894639,2019298,147658,58284,10155,216786,27632,4374,19667,-20395,88264,105584,5268,42494,62050,0,52673,27195,-16806,31018,13439,0,484532
1996:Q4,3407377,2236719,241458,7269,3730,367293,73534,10886,10844,26925,128127,27966,238805,-9069,72188,17541,-46839,2967705,2056779,157092,82075,11201,195398,27375,4798,19868,-19009,106526,112337,5519,43553,60795,0,60102,37039,-17802,9062,14997,0,439673
1997:Q1,3458369,2239487,256707,6553,3761,376157,83713,13094,4701,26848,115451,36998,249796,-9784,77042,16566,-38721,2983793,2024509,169321,108130,10558,206488,28936,4945,13044,-18952,112679,113072,4936,49060,68775,0,52769,38645,-18289,97,15069,0,474576
1997:Q2,3382108,2201377,270706,6699,4898,389065,82010,14176,4952,27505,112910,32668,239219,-11345,73217,16968,-82917,2936432,1915350,182925,121317,12783,209726,27009,5311,15986,-18886,110509,116120,5173,51427,82915,0,56689,48498,-20930,-1471,15981,0,445676
1997:Q3,3426652,2185504,284705,4192,3947,402797,80365,15192,4810,30376,103969,35287,256963,-13938,84488,17654,-69659,2977682,1898977,197154,148850,12316,217371,25643,5298,15445,-18814,120377,117710,5331,58816,79652,0,57643,41650,-23331,2083,15511,0,448971
1997:Q4,3458906,2121783,297455,6635,5006,435166,86088,15577,4626,32882,117333,35115,256495,-17521,78092,18747,-34572,3086400,1920568,213009,155520,13217,235371,28554,6639,17309,-30190,125984,122325,5578,60716,81874,0,67695,55828,-29441,18514,17331,0,372506
1998:Q1,3419672,2143486,322985,6605,4672,283434,84093,16318,5004,32706,133069,44527,228878,-21937,156898,18873,-39939,3045468,1830417,240898,193281,13426,180001,26569,6698,21260,-30237,139683,124182,5765,77975,78494,0,65634,36157,-32236,48896,18605,0,374204
1998:Q2,3441222,2187141,344765,6573,4525,295325,89591,17124,5543,32274,134295,42299,227842,-19915,110930,18730,-55820,3139494,1879477,273237,183463,14629,208737,31026,7030,17747,-30274,140474,126044,5916,62392,84692,0,67938,40717,-31354,37444,20159,0,301728
1998:Q3,3458748,2193449,365295,6700,3664,323749,85214,17584,5381,31808,142010,42673,224827,-15721,106966,19435,-94287,3290795,1936713,306201,194599,15388,222021,35481,7596,19552,-30307,152599,127667,5803,66677,90602,0,65794,32241,-25804,46423,21549,0,167953
1998:Q4,3794479,2463572,389575,6700,5079,334565,83050,21860,5173,31083,136501,45203,252356,-6290,99725,21673,-95345,3619288,2254669,334865,159164,16139,246547,34793,9730,24032,-40392,144540,127588,5812,65501,83122,0,67597,38030,-15566,39229,23888,0,175192
1999:Q1,3935827,2552477,405492,6697,3466,330630,76278,22554,4991,30986,164751,40603,266716,-7260,73825,20107,-56486,3655931,2239120,360215,160914,15636,266989,32864,9723,26137,-40305,150613,132211,6258,60274,93151,0,70415,50362,-14648,13703,22299,0,279896
1999:Q2,4077015,2643070,426409,6657,4513,322508,75183,23833,4952,34435,170465,40810,274114,-7762,80395,22125,-44691,3680882,2203165,377066,153482,16406,293450,30351,10134,22588,-40207,149035,137719,6524,70179,88687,0,69599,55556,-14828,23822,28155,0,396133
1999:Q3,4167790,2677826,444825,6701,5158,351171,89721,25570,5058,39255,187896,37137,264929,-6757,101956,22336,-84992,3748218,2243813,397416,151000,16370,296151,31995,10315,19364,-40101,155360,142769,6570,65318,86137,0,73469,55577,-13880,22892,27683,0,419572
1999:Q4,4352296,2788205,463242,6550,3747,372231,90176,24054,6034,-2423,147267,41470,271711,866,142059,30710,-33603,3635531,2197137,416266,145812,16798,289734,37143,8708,8835,-76320,125125,147296,7114,87962,92293,0,72549,71012,2825,-44207,29449,0,716765
2000:Q1,4571845,2868444,485552,6629,5073,383812,93172,24748,5368,-4663,154455,46975,332025,553,164831,21256,-16385,3852826,2360666,438109,143921,16494,308878,33007,8370,17294,-78618,127570,145839,6977,43253,93746,0,75758,104334,2454,-27596,32335,35,719019
2000:Q2,4796670,3006842,504362,6514,4601,387288,90376,25312,6141,-6401,162663,45434,348897,589,172848,22880,18324,4168193,2599205,463177,137974,16564,334134,30524,8777,13822,-80905,139880,145739,7232,51250,109247,0,79187,106957,2372,-30389,33411,35,628477
2000:Q3,5030146,3169867,527023,6554,4562,428898,97816,26948,7464,-9116,168036,42358,365604,726,174530,23907,-5031,4516808,2853091,484419,138550,18328,352838,32791,9213,16885,-83172,158299,145156,7469,62050,116030,0,80861,117363,2448,-30444,34597,35,513338
2000:Q4,5166966,3291438,549183,6390,4277,427333,100691,24756,5607,-7373,165181,46130,386296,1091,150592,23971,-8596,5430739,3717048,506237,123322,19277,352210,33481,6598,18896,-73722,162925,145059,8216,66503,113187,0,63374,126426,3126,3232,35204,140,-263772
2001:Q1,5253673,3389914,562973,6478,3658,426930,110113,24506,3459,-11900,165657,65588,413676,891,139870,22878,-71017,5702958,4018720,534204,124143,19254,347825,32974,7071,29899,-73909,214331,112454,9350,44567,92241,0,62923,134346,2383,-50596,40637,140,-449285
2001:Q2,5259739,3404583,576763,6357,2895,408359,102178,23443,6047,-16990,173971,65565,420666,1153,222649,24191,-162091,5829339,4048326,566020,126143,20168,348406,31551,7787,29858,-75735,214204,107798,9394,53894,85218,0,63688,127293,2479,23326,39381,140,-569600
2001:Q3,5283961,3398968,590553,6392,2716,472296,106758,24491,5468,-20151,191997,81760,416311,1253,202961,24729,-222541,6120415,4254489,594187,118756,20444,412486,39655,8182,39528,-77385,220723,104413,10211,46713,83265,0,71510,139359,2905,-11701,42535,140,-836454
2001:Q4,5465739,3426436,604343,6217,1679,359308,89034,28996,3768,69181,192945,84637,419128,1762,313097,26461,-161253,6351386,4251408,633503,107588,20305,400287,32037,12477,27274,54981,205916,100699,10000,60431,78465,0,68910,162090,3847,79411,41676,80,-885647
2002:Q1,5451465,3469616,609023,6304,2298,356304,70794,29741,5170,72065,209094,77719,426331,1913,277970,26330,-189207,6352896,4208816,642418,102066,21173,453148,31833,13476,42659,49074,192501,101814,8893,52237,90188,0,68694,161971,3992,62862,45001,80,-901431
2002:Q2,5537164,3512856,613703,6176,2197,424594,100008,28749,4770,71245,221864,86801,431081,1968,280629,28151,-277628,6544940,4317975,651599,91269,21006,498890,34049,14050,33136,49834,199391,106388,66334,56539,76972,0,74141,170008,4250,31558,47471,80,-1007777
2002:Q3,5690855,3499197,618384,6203,3146,456679,110616,30305,5585,66530,253423,104508,448164,2260,297121,29278,-240544,6766316,4463769,660779,85896,20094,536839,34265,13784,32255,48346,208598,107475,64247,61212,71989,0,85291,183828,4189,33467,49913,80,-1075460
2002:Q4,5661648,3530464,623064,6028,1654,468213,108984,28286,5694,75506,212809,120039,446097,1930,257732,35103,-259956,6577711,4538841,423300,80245,19616,570572,36267,6439,32843,49734,203443,103642,70232,51375,78481,0,90867,197195,4329,-32485,52657,118,-916063
2003:Q1,5861576,3590156,628911,6106,1117,490548,105602,29829,6301,84928,262425,110033,449087,2651,277576,33175,-216869,6592131,4487471,426352,76588,19309,584648,35444,7899,33130,56771,221554,107567,70813,45320,79185,0,92224,212217,4355,-24979,56145,118,-730555
2003:Q2,5995829,3577247,634758,5977,1820,529308,138088,31088,6803,89045,278766,111077,467719,2649,298107,30974,-207597,6527049,4330864,429952,73996,18852,616760,45173,6790,31496,52701,229992,106775,77020,36884,83219,0,101080,234489,4170,-9750,56468,118,-531220
2003:Q3,6030373,3556701,640605,6000,1848,575260,115544,34066,6772,88134,264088,100183,534975,2156,290514,38348,-224820,6502320,4279581,432820,73991,18510,649357,33339,6262,25725,50047,219915,102405,78662,38061,84622,0,105571,260359,4526,-22962,61411,118,-471946
2003:Q4,5980754,3562546,646452,5823,1546,541637,109587,31704,7427,106525,243501,82382,536715,2646,298574,36834,-233145,6490126,4350018,436910,69800,18231,611294,29571,4268,24599,35419,214223,100831,84295,33201,95169,0,109362,276807,4888,-71437,62514,163,-509372
2004:Q1,6085831,3589266,663644,5895,2193,552789,110219,34552,7995,103393,291208,99980,548580,4949,312983,38149,-279965,6559846,4321427,483904,72813,18117,601666,28016,4618,27691,23749,235645,100738,83927,36278,149934,0,104287,275006,5826,-79082,65123,163,-474016
2004:Q2,6206480,3658585,680836,5759,2291,535402,97651,36875,9376,102182,288973,76575,538878,2336,374282,38638,-242159,6643373,4351124,530989,66389,17857,648621,32705,3856,27368,21744,231664,106651,92430,39919,95451,0,102724,266728,6016,-65948,66922,163,-436893
2004:Q3,6300423,3682914,698028,5780,4716,540224,107818,40032,9245,113610,289697,87752,536638,3797,381301,38820,-239949,6841791,4409491,577944,84737,17707,728698,32191,6362,23919,23056,229581,103896,85542,36815,99145,0,109394,276672,6543,-74908,64843,163,-541368
2004:Q4,6533546,3766356,715220,5598,2801,590111,107427,42480,9326,122440,265644,75301,532245,4594,412306,35821,-154124,7065781,4547259,626194,58048,18575,761056,30802,5217,24028,37267,231185,104533,93666,43782,117819,1335,113852,284632,7747,-107828,66408,204,-532235
2005:Q1,6676443,3892504,750894,5598,2866,628838,121633,42831,8742,117341,282885,85761,498175,2691,329627,36167,-130109,7171491,4547221,678063,61609,17551,743700,30247,5511,31342,39318,238403,103250,93345,27415,131708,2554,135198,280807,8835,-72732,67898,248,-495047
2005:Q2,6712750,3999288,786569,5533,3227,605444,120019,42026,12056,122084,276634,85452,510612,4110,345830,37830,-243964,7343191,4691092,730042,70159,17898,744869,33459,5128,27530,41160,234004,101153,97766,21467,128275,2638,124607,291788,9549,-99357,69752,212,-630441
2005:Q3,6822872,4051214,822243,5550,3904,589386,142875,41832,14181,138048,286786,83907,544906,4304,355479,40067,-301809,7488304,4817269,780264,84545,17324,755753,35717,5353,25614,42302,242875,98680,97257,33383,127698,3394,75986,236758,10948,-76421,73366,239,-665432
2005:Q4,6835511,4099648,857917,5360,3925,596682,118028,42159,11944,130742,254825,72625,469391,8101,366368,41105,-243309,7831957,5034664,832140,83305,18143,784556,34226,5305,24055,46849,245876,98150,98986,32530,123778,4798,117830,240890,14439,-85212,76447,202,-996446
2006:Q1,6921158,4119524,894069,5426,4662,647644,133113,41559,9903,131087,270010,82858,457094,4684,379094,42213,-301782,8315737,5141049,910295,65961,17484,736674,38255,6122,28000,30014,247821,434886,138534,25475,152830,7915,109431,221186,13159,-72209,62600,255,-1394579
2006:Q2,6877054,4141641,930221,5283,4801,627954,158244,41740,9792,128455,272904,95015,447766,5324,409156,43117,-444358,8680721,5361916,988009,77251,17659,759415,40496,8460,22317,35304,251409,441622,133372,44334,153210,10594,114048,209136,14163,-66892,64719,179,-1803666
