1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,3415064,1258695,717097,221267,7777,720982,146917,335076,7253,3321438,1467031,1074901,264606,467898,47002,93626,283355,5170,-24927,396738,189128,394222,8452,-213546,-59742,5370,-103266,-2239,144,-14292,81552,13964,18580,39996,144,8868,-16300,-2476,10862,-24685,32776,1580,10004,10520,-5312,-60280,153804,0,-4000,-4,-152813,-183259,-1180,31626,-30806,0,-30806,1752,29575,310100,207611,-58128,155418
2001:Q1,3461514,1301904,724180,185054,8002,736102,150808,349217,6247,3413716,1505376,1117324,269409,466375,55232,47798,285223,4334,-35529,364216,304677,400877,4808,-101008,222661,-1154,74869,13663,224,-12672,91148,15820,21044,43944,192,10148,14339,-4912,12614,6637,40544,2052,12464,7102,-22803,2884,323669,0,0,1592,119263,-4839,-2236,126338,138916,0,138916,636,25807,37456,59540,185555,286564
2001:Q2,3465726,1308869,724146,179040,7236,736889,146022,358981,4543,3478431,1528814,1148488,277968,461148,62013,-12705,286926,1588,-37085,309718,750609,418918,9246,322445,147186,5040,-1711,28177,492,-5292,129740,23324,31028,59608,416,15364,7625,4236,14916,-11527,-27928,1880,-10164,18619,-7396,8104,-175259,0,0,1304,-348205,-424352,1124,75023,52902,0,52902,2372,23550,92818,-440891,121245,-201200
2001:Q3,3249534,1113622,725338,159257,7990,736117,141631,356422,9157,3509531,1549927,1154828,275461,458153,71162,-259997,288741,-2452,-39404,70600,129216,403481,9926,-284191,212660,13868,22155,19422,0,-19848,64344,10472,13936,33532,24,6380,-20419,-12268,11028,-19179,48112,1340,14636,20946,77531,-29428,496851,0,0,2232,359581,269578,-352,90355,-3197,0,-3197,28,35195,103012,-58616,217179,501370
2001:Q4,3365938,1231793,737095,142386,8491,738705,133941,370841,2686,3560026,1568487,1201872,289640,453594,46433,-194088,290315,3466,-32407,125168,-130520,424255,10692,-565467,34637,508,91033,4386,456,-7468,130556,23332,31044,60480,392,15308,-8477,5208,12674,-26359,-45380,1212,-15728,6609,-78285,-44784,600104,0,0,0,272637,143654,-732,129715,50783,0,50783,2504,36140,238040,255688,13809,579276
2002:Q1,3231629,1075158,744026,143823,7568,746861,130339,379279,4575,3623811,1605292,1230725,300617,444603,42574,-392182,292566,5025,-25533,-79108,-6424,434718,11043,-452185,-175691,-1934,-96748,14939,108,-17464,81952,13836,18408,40908,108,8692,-24161,-6312,6362,-24211,-11536,1708,-4808,-5671,-90020,-22056,276494,0,0,936,114292,13174,-1796,102914,34593,0,34593,-272,18681,108264,-72684,-172261,279925
2002:Q2,3235788,1050988,751291,150030,7968,755264,126632,388102,5513,3683746,1636032,1256791,303397,447704,39822,-447958,294894,-4902,-30781,-117381,-215904,438450,11231,-665585,175677,7190,41480,10302,96,-17952,81072,13648,18156,40620,104,8544,-2947,-7692,7432,-2687,34504,1376,9764,-6106,60250,-43352,841262,0,0,600,508984,367110,1788,140086,47045,0,47045,4000,28698,251935,98523,162325,827909
2002:Q3,3268540,1044121,768491,157959,8069,758096,123848,397532,10424,3730951,1654189,1269667,311581,454181,41333,-462411,297374,-4045,-31788,-129204,319291,447066,10799,-138574,252511,5424,109457,36597,-8,-20668,65508,10636,14152,34244,16,6460,16535,-11084,10649,16970,45804,1352,13160,-8,434,-21076,391085,0,0,2416,491384,342362,1580,147441,46024,0,46024,-116,27687,-176309,-448495,220026,358599
2002:Q4,3292224,1038444,776312,175496,8650,760783,120256,402503,9780,3795372,1687762,1286544,316803,462407,41856,-503148,299807,-9386,-11230,-182725,-554524,454471,10616,-1019611,78807,2824,-96106,41478,372,-11996,124688,21976,29236,58880,324,14272,49001,4920,7641,36441,-29140,1128,-10288,8978,20336,-22468,1098417,0,0,0,426704,241049,420,185234,37539,0,37539,2680,40034,591461,371799,9586,1029197
2003:Q1,3312356,1021348,788612,196050,7803,767146,118508,405809,7080,3856312,1714899,1304617,321907,467769,47120,-543956,302731,-6156,-6719,-228350,216987,457111,10604,-250728,-24730,-560,-33183,-6407,-12,-248,-1724,-328,-440,-716,-12,-228,-37510,-9960,819,-28369,10924,1408,3340,49095,4775,-14628,225998,0,0,564,285534,179299,-1580,107815,5591,0,5591,76,110055,-175822,-445337,3883,254611
2003:Q2,3358194,1020795,799992,192631,10760,777813,119317,431214,5672,3942282,1740502,1322816,346744,475079,57141,-584088,305372,-1350,-281,-277085,-1352965,458291,10074,-1821330,66967,548,9029,56346,652,4804,-7100,6292,-896,-2064,-128,-10304,-43576,5684,2843,-52102,-3400,1576,1200,2716,54540,-10368,1888297,0,0,1604,809564,632748,516,176299,28589,0,28589,1680,94651,952209,1075880,118221,1939552
2003:Q3,3335531,950666,812991,213867,8319,787734,118115,439625,4214,3972861,1751361,1345847,350318,479413,45922,-637330,308525,-2855,-1941,-324009,-204061,469070,10533,-683664,223474,2026,53129,-67077,768,5252,125204,1104,48048,57164,1272,17616,57352,10844,1486,45022,-3400,1136,1200,1078,46826,-20,907138,0,0,92,426305,331469,56,94779,124939,0,124939,548,96302,258953,-119949,124605,808268
2003:Q4,3459238,1021344,820870,236571,10088,800139,118380,448330,3516,4011507,1778750,1352135,354495,480080,46047,-552269,311903,2349,-9202,-233513,-149420,472414,11107,-632941,324648,-9110,39181,-5778,1704,17948,202972,17196,68968,88424,1304,27080,42022,27720,2356,11946,-3400,1092,1200,15583,37998,-16764,957589,0,0,-4,439253,344948,-8628,102934,45193,0,45193,2200,102653,368294,-84092,242062,875003
2004:Q1,3490812,1012258,847324,246989,9618,813421,114548,444653,2001,4078368,1812272,1390329,354243,477283,44241,-587556,315889,-4926,-1764,-264977,-102348,474321,11182,-587851,159873,-2560,-59207,36398,1288,11116,76864,7964,26760,32892,1128,8120,56867,27708,2625,26534,-3400,1224,1200,39301,-11270,12052,747724,0,0,784,432135,267139,1064,163933,-12002,0,-12002,-48,49343,277512,-162629,110419,698270
2004:Q2,3560712,1026759,859899,266759,9049,827997,116857,452246,1146,4121829,1837411,1411252,354970,474534,43662,-561117,321177,-647,-9008,-230285,-250793,483271,10803,-744867,32576,-4790,6473,-2827,-208,-18764,30872,-30108,28044,20100,1036,11800,-21645,-19680,2889,-4854,-3400,1908,1200,7021,62433,-25696,777443,0,0,1156,823270,599026,-3644,227887,82109,0,82109,1888,32426,-163407,20508,622,745489
2004:Q3,3645516,1064383,871331,288345,8496,843653,120159,449660,-511,4163050,1866277,1420692,350174,480529,45378,-517534,327435,414,9850,-200363,-252519,490094,10751,-753364,459462,-1958,-55961,14320,2700,37316,247984,40264,73368,103420,1816,29116,62203,51080,4088,7035,-3400,3276,1200,4013,74377,73392,1212826,0,0,696,522548,327262,-152,195439,41689,0,41689,216,43093,604583,52156,372299,1125663
2004:Q4,3728822,1091579,893838,293555,13276,849461,126391,461936,-1214,4235787,1891719,1439732,361789,490283,52264,-506965,334366,1275,-4385,-169489,-150787,497128,10112,-658027,-437843,-3150,-32594,649,-1500,-43732,-262172,-60956,-55032,-112080,-1196,-32908,-28109,-39012,5229,5674,-3400,1000,1200,25494,15228,-106756,220184,0,0,120,412087,270949,312,140825,38912,0,38912,2288,56574,-289796,-18702,-392429,265598
2005:Q1,3920714,1172277,915058,370593,10873,862745,127260,463995,-2087,4330132,1924577,1475455,370485,502884,56731,-409418,339186,-956,10339,-79615,-29115,501561,9405,-540081,251755,-21594,100279,1849,564,-3404,64600,-10636,30256,29884,984,14112,47574,4672,3824,39078,-3400,1296,1200,14885,33662,14244,791835,0,0,796,465528,262670,-740,203599,146487,0,146487,4,56904,122115,-50500,150349,690430
2005:Q2,3973640,1196293,937317,359036,9960,870962,133368,469647,-2943,4387866,1942015,1497402,368607,519147,60695,-414226,345097,2491,-5846,-65774,-147071,510231,8836,-666138,425944,2900,-25662,19388,2116,23836,157412,22280,44880,63412,1848,24992,131012,36784,4159,90068,-3400,1320,1200,24991,56632,34200,1092082,0,0,1080,429486,254455,-1384,176415,175370,0,175370,1672,42916,441558,81296,286060,952197
2005:Q3,4041966,1225480,952103,365223,13118,884222,138745,467516,-4441,4450529,1977107,1512873,371146,527418,61985,-408563,351764,-1569,57912,-113142,207900,517331,5707,-315138,731666,-19212,-34177,21573,3384,44488,432280,46208,138328,188820,3412,55512,171550,65912,6412,99226,-3400,1048,1200,25394,29995,57544,1046803,0,0,916,259866,92030,-376,168213,129890,0,129890,280,72181,583670,-321042,486752,801889
2005:Q4,4149012,1255774,965274,402882,12867,894120,146836,475585,-4326,4506567,2004410,1524263,377044,536619,64231,-357555,357637,126,25726,-25770,-15228,524021,8916,-548165,188315,-19760,44399,3958,-1900,-1904,48016,-9988,23964,24804,1108,8128,46225,10808,597,34820,-3400,888,1200,41375,34179,-4960,736481,0,0,324,392327,283374,796,108157,47401,0,47401,2588,90330,203510,-10542,127675,675841
2006:Q1,4270953,1320481,981844,416854,10646,917853,154840,470757,-2322,4583113,2040401,1578873,364904,543205,55730,-312160,362327,-2797,-9819,62783,-39609,539685,9107,-588401,-281472,-2294,-41019,17863,880,-31108,-124036,-44192,-14944,-55384,-324,-9192,-44400,-27624,5016,-21792,-3400,5156,1200,-10440,19502,-69376,306928,0,0,576,364255,361010,-1012,4258,64536,0,64536,304,28039,-150782,102392,-247488,340913
2006:Q2,4336812,1351258,991687,427581,10991,922677,163313,474072,-4767,4634185,2058753,1595491,373053,555342,51546,-297373,369301,-237,-7548,79713,241803,551813,9249,-319259,479082,1928,71738,41899,1748,15484,206412,10300,72116,88404,2332,33260,58619,35304,7712,15603,-3400,528,1200,14291,23475,45160,798341,0,0,756,364174,215605,228,148342,100173,0,100173,2220,28674,302344,-162089,389527,708786
2006:Q3,4391118,1358615,1004103,446571,11809,927190,168488,481516,-7174,4698739,2080203,1620896,381312,566442,49886,-307621,375189,-1825,-9691,79084,186851,550077,8871,-372097,261587,-4446,6430,41021,2472,20128,116156,14992,40236,48292,1660,10976,60056,38660,-2897,24294,-3400,1232,1200,-3472,5638,18572,633684,0,0,1000,115732,-34493,-1016,151241,52019,0,52019,548,41264,423121,-107767,193929,566026
2006:Q4,4413832,1397497,1010524,409794,21446,940821,173427,469679,-9356,4728277,2112456,1626478,362150,578486,48707,-314445,382479,-436,-9139,77609,10951,561997,-39329,-511717,361903,-6072,-37321,3156,3244,21472,312196,15748,82044,179616,2572,32216,109541,40232,-3411,72719,-3400,840,1200,-10934,-37478,5460,873620,0,0,-4,236706,75890,496,160320,45536,0,45536,2936,64027,524420,66658,208820,720537
2007:Q1,4549696,1466544,1025854,413646,12144,960377,187181,495825,-11875,4871722,2144207,1693217,396488,588312,49498,-322026,390958,-293,9384,59841,-147026,574284,11072,-732382,458457,-230,-39378,11275,3480,26916,251432,20972,87656,103440,3152,36212,151014,49220,8594,93200,-3400,1120,1200,2915,6885,45228,1190840,0,0,408,537834,309502,-1316,229648,178919,0,178919,1444,54106,418128,206867,275285,1007667
2007:Q2,4584737,1495933,1033080,407173,13694,961959,187698,497462,-12262,4920518,2180314,1693670,387949,600404,58181,-335781,397097,-160,-1717,63193,257096,589644,8830,-341378,-94234,-574,-22997,51809,3984,-27876,-97648,-39964,-13556,-36976,200,-7352,66893,-22400,17155,72137,-3400,4612,1200,18729,-17561,-71404,247144,0,0,-1324,209469,-18595,-96,228160,74395,0,74395,2268,58308,-95971,-193903,-153135,188243
2007:Q3,4562823,1498852,1035798,370913,12997,965291,188705,502516,-12249,4982317,2212744,1713618,393764,606278,55913,-419494,403321,-1404,-567,-14202,191302,595974,13497,-418169,512215,-182,193486,41194,8476,25180,178524,17908,53492,71552,2880,32692,44800,45252,-2258,1806,-3400,312,1200,14172,-33087,41540,930384,0,0,-1404,300331,168889,-812,132254,52763,0,52763,-64,67223,511535,-205505,449337,867506
2007:Q4,4577496,1508627,1052586,352745,16727,976876,182566,502466,-15097,5060298,2256863,1741993,401623,605074,54745,-482802,409852,116,-8492,-64574,-304198,608193,8769,-921160,-153387,-504,-30357,45670,7836,-5040,-72256,-15168,-24120,-36576,3768,-160,-22639,6440,4477,-33556,-3400,280,1200,312,-97917,23428,767773,0,0,-404,434741,324716,744,109282,-4877,0,-4877,2612,84767,250933,239624,-107011,814149
2008:Q1,4555609,1535137,1045747,291925,14696,988755,184384,511068,-16103,5129576,2297995,1781852,404484,593305,51940,-573967,416972,-3793,-2297,-150905,-427213,611645,3075,-1041933,-166151,378,9181,-9340,10288,-13784,-132308,-24352,-50656,-61504,1228,2976,-25694,-4068,9442,-31067,-3400,352,1200,-14391,-33742,45108,875783,0,0,-908,703810,609329,1276,93205,64811,0,64811,-348,94628,13789,276308,-87255,954678
2008:Q2,4575747,1552464,1054692,278733,14499,990995,182337,519145,-17118,5519948,2344055,2132448,408504,583281,51660,-944201,423410,-713,-13173,-506905,-2227,627587,-8467,-621347,-54080,4492,-48812,28700,1644,-14480,50056,-24808,45420,23220,456,5768,7766,-736,51770,-43268,-3400,4208,1200,790,-80688,-5556,567268,0,0,-468,356799,281469,252,75079,58076,0,58076,1952,118820,32089,-504677,-53700,567648
2008:Q3,4491941,1497496,1058492,264368,15353,996387,160023,516910,-17088,5360111,2391292,1919435,408823,588561,52000,-868170,430344,-1860,2134,-438100,-597389,637741,3283,-1238413,1088318,-286,1271175,7681,4116,-22464,-86324,-32592,-43052,-46716,2388,33648,-64476,-21872,-8007,-34597,-3400,420,1200,-6362,-39257,26296,2326731,0,0,-1188,1966105,1944449,-1692,23349,32710,0,32710,-464,50371,279197,159289,1164124,2402536
2008:Q4,4361274,1444905,1040028,162552,23199,996611,164450,546131,-16602,5362928,2380419,1905449,418367,604068,54625,-1001654,437353,-1242,-14390,-548669,-1141427,641407,-26356,-1756478,774900,12278,54426,44343,13120,-33004,-255328,-42496,-165184,-10824,-580,-36244,-40448,-23152,24771,-42067,1021960,244,1200,-26169,-81457,63736,2531378,0,0,-764,2187361,2218218,992,-31849,3459,0,3459,2772,-22463,361012,592758,1002139,2758617
2009:Q1,4094837,1202365,1015912,166476,13549,964738,158295,589111,-15609,5527200,2382000,2017151,461838,610854,55357,-1432363,440634,-615,-8058,-983056,-1154270,640048,-14933,-1779385,117259,3490,-334847,41007,-2604,-28256,105948,-36884,652,161688,-2396,-17112,25820,-21348,24622,22546,360244,452,1200,-28804,-24247,-2144,1896643,0,0,-4,1779175,1641388,-3192,140979,5143,0,5143,-232,-63483,176045,171214,154773,1934157
2009:Q2,4138591,1131102,1017311,188568,13746,971240,177175,653690,-14241,5775397,2423923,2156773,521122,618114,55465,-1636806,441556,-2455,2940,-1195735,-1345907,646530,7864,-2000301,990092,14266,202815,9020,-5956,32660,545844,22276,188520,343028,3488,-11468,217483,67288,85214,64980,-131276,5120,1200,9053,79104,10760,2990393,0,0,-4,1937293,1769931,-1096,168458,91529,0,91529,2060,-13389,972904,150171,828648,2828949
2009:Q3,4151340,1135304,1028752,200681,11338,968794,194366,625667,-13562,5815504,2447114,2152809,522652,625860,67069,-1664164,442626,-3285,4992,-1223245,-1306754,644944,10950,-1962648,276076,195310,-224003,3598,-7364,11368,188340,872,56168,152736,-1156,-20280,148107,38316,56411,53380,50300,228,1200,-90049,30946,-31904,2238724,190392,12000,-1000,1648934,1546804,3712,98418,-6646,0,-6646,140,9680,385225,83510,261980,2224628
2009:Q4,4241806,1140741,1045296,234161,12437,972152,216282,635547,-14810,5850352,2480682,2168160,514625,631386,55499,-1608546,446253,1127,8499,-1171919,-831852,640114,11189,-1483155,-72635,-5380,-264135,-8925,-4616,764,136940,-109536,77012,154112,2696,12656,236303,29028,223741,-16466,-290488,5252,1200,5789,25289,89372,1410520,0,0,-400,1104754,944413,1172,159169,33435,0,33435,2424,1876,268430,-340068,-122153,1361002
2010:Q1,4327943,1191796,1044644,249773,12231,978596,207252,659934,-16283,6007277,2500640,2278336,541160,632348,54793,-1679334,450306,-3543,14517,-1240002,-1233467,633178,11464,-1878109,320643,2722,157449,19214,-1216,5420,162268,94396,53620,3524,2024,8704,48062,28888,24337,-5163,-8840,7040,1200,17492,14624,-104792,2198752,0,0,0,1743732,1651388,344,92000,6734,0,6734,-380,58986,389680,-6535,280910,2159019
2010:Q2,4379778,1213243,1062139,255593,13604,989472,207362,656820,-18455,6040016,2517742,2285084,536912,644787,55491,-1660238,455247,-1477,24216,-1227730,-1249387,648025,10344,-1907756,65980,496,201031,-24294,1600,-22072,-298780,-30264,-91144,-145900,-1076,-30396,76351,-13004,123011,-33656,71344,10352,1200,277,27319,21156,1973735,0,0,-4,1830362,1804540,1076,24746,193979,0,193979,708,39014,-90323,21657,184304,2092059
2010:Q3,4493636,1256304,1069076,272561,12622,992298,224667,685665,-19557,6094487,2508885,2308724,566768,654109,56001,-1600851,459075,-3879,13280,-1151177,-1291677,649415,10793,-1951885,416389,4120,80130,-4225,5160,15268,87308,2504,55664,18616,1248,9276,213073,41700,184116,-12743,16276,3728,1200,12146,-8151,-9644,2368274,0,0,-1100,1681234,1631372,484,49378,55596,0,55596,660,46464,585420,140500,374216,2326101
2010:Q4,4550300,1289139,1076436,283996,16991,994313,227842,681473,-19890,6119132,2516921,2319455,563217,662591,56948,-1568832,463982,-2005,6659,-1109504,-610992,647396,11615,-1270003,723504,-1022,181718,7645,5740,9984,225064,-2816,131876,43508,5576,46920,219330,39336,193072,-13078,3864,2324,1200,19074,66076,-17492,1993506,0,0,0,1457985,1272596,760,184629,-26157,0,-26157,2460,45012,514207,-498513,605098,1875101
2011:Q1,4602297,1426570,1091504,277286,13553,916210,227330,669326,-19482,6127689,2516417,2329924,549190,673281,58877,-1525392,469697,-3565,11995,-1064125,-955902,639351,11463,-1606716,-527121,16260,-660597,6646,-1008,-14420,-82488,-23460,7760,-63284,404,-3908,135108,-4712,161435,-21615,57908,152,1200,17921,40653,-44456,1079595,0,0,0,682284,775208,1192,-94116,13378,0,13378,280,38059,345595,-108222,-496883,1109834
2011:Q2,4631413,1445863,1105483,276915,13505,918875,214950,674131,-18309,6164599,2531981,2329125,555036,688555,59902,-1533186,474978,-2351,24097,-1079954,-1126628,636279,10862,-1773769,-249046,24800,-97576,24790,8,-20796,-334704,-28180,-59664,-220908,-2816,-23136,69604,-8944,120925,-42377,46184,6324,1200,16796,41263,-26940,1524722,0,0,0,1194850,1296920,156,-102226,-182648,0,-182648,1728,60283,450509,46674,-131078,1642691
2011:Q3,4571513,1471428,1103880,248153,16399,927295,203546,618356,-17544,6079568,2501810,2320288,498386,698915,60169,-1508055,480169,-5768,14856,-1036974,-1139282,635112,9783,-1784177,-262484,15982,-147970,5260,-544,-8004,-357324,-6372,-119224,-212132,-2732,-16864,139207,-3332,117104,25435,-2432,1876,1200,6469,16461,67336,1521693,0,0,0,1195544,1196404,1936,-2796,432468,0,432468,1156,43499,-150974,102308,-125823,1658354
2011:Q4,4597897,1470905,1114029,286997,16807,921863,197285,606041,-16030,6075983,2495035,2329412,486374,704079,61083,-1478086,483773,-1503,9485,-1002295,-1038761,635731,10166,-1684658,227291,7862,-56389,34421,3124,22848,27852,7576,96016,-102588,1756,25092,138756,45412,124436,-31092,45896,548,1200,-25,-1322,2520,1911949,0,0,0,1107751,1065160,1144,41447,-19442,0,-19442,1888,47643,774110,36466,157279,1841937
2012:Q1,4693932,1468324,1130877,310714,15394,944865,232573,605830,-14645,6085854,2517184,2314451,490641,705184,58394,-1391922,488598,-4138,7986,-907172,-941696,626841,9719,-1578256,24327,4640,48316,16939,-5544,-5392,-158580,-14596,41276,-167256,-1280,-16724,159376,-5336,102806,61906,-23160,-912,1200,13397,37943,-63896,1602583,0,0,0,1294607,1306876,-3340,-8929,52832,0,52832,424,50355,204366,34524,-33114,1545142
2012:Q2,4726962,1487682,1133897,325041,16094,949354,222076,606787,-13969,6103516,2503340,2339714,497073,705331,58058,-1376554,492581,-2472,7238,-888739,-958609,627098,9679,-1595386,93040,13000,-11222,13758,-4144,-4120,-147304,-13360,-32428,-84272,-1320,-15924,193923,-3700,161605,36017,-21476,6812,1200,1046,35091,16476,1688426,0,0,0,1351694,1268212,140,83342,264333,0,264333,1440,43664,27294,69871,95254,1690640
2012:Q3,4739969,1510004,1131324,332876,16449,952300,216594,593567,-13145,6116207,2519684,2343676,492363,704178,56306,-1376238,495846,-3043,4920,-882269,-412114,619428,9501,-1041043,462704,3094,122130,36195,-1012,17000,108180,2016,83364,19112,584,3104,156386,29920,124413,2053,-13280,-5816,1200,25646,5861,7120,1503747,0,0,0,956501,947128,-296,9669,85797,0,85797,-220,34677,426992,-470155,366411,1407454
2012:Q4,4855441,1572046,1148361,332830,18866,974121,210440,611601,-12824,6140639,2521550,2364306,495098,700294,59391,-1285198,497446,-787,26995,-813960,-935929,610758,6973,-1553660,-392523,-3712,-168647,9676,1860,-10984,-105648,-18056,360,-72596,-1300,-14056,-113956,-20704,121128,-214380,-8400,-5084,1200,-7269,34229,-15788,1161138,0,0,0,931050,965220,1940,-36110,-215286,0,-215286,-496,75487,370382,121969,-323623,1230038
2013:Q1,5107306,1650843,1175409,350616,17129,1095859,220104,609996,-12650,6142044,2524169,2384198,486163,688126,59388,-1034738,499255,-2756,-1429,-531298,-444760,599284,8618,-1052662,580370,3334,184101,14513,-3512,20564,207356,3816,108840,58308,2144,34248,153622,40320,122812,-9511,-8560,-5928,1200,-3608,24196,-6908,1633032,0,0,0,1105415,1099148,-1012,7279,131234,0,131234,164,4953,391266,-86538,487597,1540259
2013:Q2,5402694,1683862,1179354,347250,17114,1108227,454136,626728,-13977,6179437,2531613,2397080,506378,684260,60106,-776743,502971,-1368,-5449,-266955,26871,599530,7386,-580045,272278,-992,37739,32741,-964,-3448,88328,-12688,65952,5864,1868,27332,99264,-8364,113798,-6170,-6176,6464,1200,20828,7302,-10008,852323,0,0,0,516529,584184,1344,-68999,-164484,0,-164484,732,69056,430489,-293826,220284,800329
2013:Q3,5214255,1676332,1190191,353854,18530,1111367,255462,622740,-14221,6196460,2530733,2415060,506389,684312,59966,-982205,506536,-3126,-10162,-462381,-456839,604458,6662,-1067959,68057,-4166,-24951,19413,1564,3100,19136,-8288,44912,-21828,1000,3340,21533,5008,109398,-92873,-13704,240,1200,21084,47231,-23624,1136016,0,0,-1400,717315,779748,544,-62977,-160438,0,-160438,-496,74973,506062,-5543,119394,1187352
2013:Q4,5394539,1699103,1198340,356649,19734,1122309,361720,650409,-13725,6200639,2536463,2422754,492536,689466,59420,-806100,511279,-406,-12394,-282021,279167,604054,8910,-333797,1059063,-11206,108881,13268,-332,19016,199036,1548,120520,50756,2112,24100,701353,35420,107068,558865,-4520,308,1200,12476,32363,-12780,1392860,0,0,0,690409,761892,-2444,-69039,578236,0,578236,520,62814,60882,-561187,794350,1128147
2014:Q1,5451649,1745793,1215936,392621,21831,1145001,288157,652625,-10315,6264993,2547392,2452559,511713,694631,58698,-813344,515026,-2741,-3353,-292224,-224189,591668,8961,-824818,419804,-4028,144583,29333,-4168,6272,-28876,-6744,22432,-36188,-1352,-7024,227122,9512,111296,106315,-3952,0,1200,19475,27102,5740,1244622,0,0,0,761236,814732,-1936,-51560,105842,0,105842,-80,19615,358008,-68034,403621,1228439
2014:Q2,5547037,1759499,1234846,414281,19927,1149730,259951,717756,-8953,6350997,2548426,2504003,538299,701794,58475,-803960,517035,-602,-6781,-279542,-394140,605940,8603,-1008683,-304249,3026,-155177,9768,-3532,-7844,-150472,-15124,-29104,-79632,-2152,-24460,-19260,-12180,112678,-119758,-4480,5480,1200,14705,41580,-39244,704435,0,0,0,424334,442348,128,-18142,181712,0,181712,552,40658,57178,114598,-243499,765184
2014:Q3,5586535,1799757,1245624,386705,20101,1161380,232385,748383,-7800,6446071,2581399,2544195,558364,703929,58184,-859536,519882,-2462,-8965,-328227,-700600,610350,4286,-1315236,-538937,-4058,198891,18667,-792,-18152,-175872,-20560,-44016,-90444,-3608,-17244,-494510,-28756,118236,-583990,-7636,1904,1200,-16023,-19213,-23344,776298,0,0,-1000,739569,806248,-712,-65967,-95572,0,-95572,1224,43248,88830,372372,-315584,999652
2014:Q4,5611382,1837669,1254443,390390,19686,1179092,235514,701419,-6831,6460841,2571889,2571789,555093,705068,57002,-849459,521398,-1919,-4100,-322042,-103068,617363,9990,-730421,327473,-10156,120034,-8665,1688,17164,78516,-532,50332,9500,1248,17968,150087,23920,100714,25453,-4080,848,1200,5339,-36707,12204,1057894,0,0,0,554505,523340,2068,29097,-6434,0,-6434,1384,43316,465125,-218974,254156,984577
2015:Q1,5708456,1905569,1259102,402746,21978,1194201,213020,716293,-4453,6512532,2574327,2617819,571136,693255,55995,-804076,523063,-2900,-5272,-272841,-4237,613588,10679,-628504,68073,-16694,-316833,44143,-2432,17756,89920,-764,62820,14952,1436,11476,146547,30660,109270,6617,-3840,8344,1200,-5897,79111,26748,696577,0,0,0,346590,279608,-972,67954,-62063,0,-62063,-2084,73444,340691,-268604,-2760,625744
2015:Q2,5798496,1943891,1270871,408311,21831,1206139,216937,734085,-3569,6576086,2601375,2654185,571276,692808,56442,-777590,524566,-1633,-11482,-239909,83901,632692,-109823,-438968,634981,-3612,534202,1610,-1040,-3304,48924,-12060,60776,-22660,516,22352,37657,-8080,108104,-62367,-2816,4,1200,12798,8301,1056,1073949,0,0,0,974343,958288,2076,13979,-118748,0,-118748,924,39493,177937,-323809,643908,1082877
2015:Q3,5802754,1948277,1275845,380224,23278,1216100,243191,718008,-2169,6617345,2615896,2668318,577651,697804,57676,-814591,526229,-2924,-8721,-276717,-216246,637658,11309,-865213,-251620,-1220,-160847,5813,476,-8040,-122304,1808,-40460,-74272,-1556,-7824,3413,-19644,95943,-72887,-3600,40,1200,11599,-35778,57628,613593,0,0,-2204,519505,498972,-2220,22753,-194809,0,-194809,-580,64463,227218,-60471,-144241,720972
2015:Q4,5964684,1965812,1287997,349317,21630,1223620,294327,823176,-1195,6664428,2624356,2681869,591337,708212,58654,-699744,526438,-2151,-13830,-157325,-150669,633786,11706,-796161,761956,-4044,350539,3206,2232,24816,255560,-2240,149372,65868,1792,40768,111579,34528,100346,-23296,-3440,0,1200,34652,-22199,7856,1558117,0,0,0,976198,1015700,1836,-41338,521168,0,521168,1308,45576,13867,-6656,646600,1442761
2016:Q1,5825872,1925301,1292489,364104,24630,1230846,235605,753337,-440,6709509,2621296,2706689,597231,723604,60689,-883637,526640,-2653,-10323,-344021,-308891,648845,12041,-969777,259551,-4286,132083,20742,5900,3416,-88736,-10380,-38484,-18828,-184,-20860,137500,9548,105319,22633,-3400,5956,1200,10423,32293,6460,1229329,0,0,0,789700,747912,-460,42248,123130,0,123130,-396,85174,231721,-35130,267122,1236899
