1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,1180861,370444,287748,83660,1328,256785,90455,91551,-1110,1369154,629661,382696,81845,253956,20996,-188293,131947,7720,-8116,-55950,-93542,189470,-3730,-279282,35316,2452,-58476,8944,0,13676,22528,0,16724,272,1156,4376,32232,12104,0,20128,0,1244,0,10960,-1740,3496,314598,0,0,620,209612,155108,-48,54552,28228,-96,28324,1816,17540,56782,37592,5956,285238
1984:Q3,1192212,384110,292172,71320,1228,261833,92772,89548,-771,1394839,641966,384088,82286,265619,20880,-202627,136191,452,-8088,-58800,-34326,193754,-1701,-226379,161584,2802,50530,16460,0,33068,22832,0,3616,14836,-244,4624,36112,7100,0,29012,0,1504,0,8076,-13704,3904,387963,0,0,332,288304,219348,-28,68984,29596,-112,29708,212,13672,55847,-24474,142048,368427
1984:Q4,1221952,395936,297528,72068,1336,265827,95713,93490,54,1434068,657373,391728,90277,273530,21160,-212116,141741,2584,-8212,-64747,-6956,205396,278,-212630,65096,2968,-21056,4220,0,19420,6068,0,4232,-3376,1336,3876,49404,16820,0,32584,0,1660,0,7500,-3212,-1876,277726,0,0,564,158480,150124,-44,8400,58832,-44,58876,1964,12964,44922,-57791,31220,243850
1985:Q1,1284168,432285,301047,77700,1416,275738,100282,94922,778,1454616,667317,402070,86244,277866,21119,-170448,140275,2188,-8770,-23591,-39311,208275,3040,-250626,200684,340,45288,13504,0,21704,70872,0,27700,41260,-1464,3376,49316,9028,0,40288,0,1340,0,7516,-7792,-1404,451310,0,0,1108,308092,214784,-56,93364,78436,-100,78536,144,19792,43738,15720,149300,399926
1985:Q2,1257961,388524,305701,75960,1848,279751,102515,101555,2107,1480110,682133,404446,88201,284336,20994,-222149,142594,1944,-8429,-73070,-75845,218394,2795,-297034,118688,976,-34444,3088,0,34672,49996,0,32544,16324,-1996,3124,61008,10532,0,50476,0,1360,0,7492,-6056,596,415722,0,0,72,267216,166856,-36,100396,89976,-80,90056,1876,18576,38006,2775,48608,345642
1985:Q3,1306850,421527,311851,81748,2176,284618,105028,97493,2409,1510768,701107,409670,91303,287355,21333,-203918,144457,152,-9210,-50403,-54493,226255,-1394,-279354,115344,-10,-30002,10280,0,25592,4484,0,-9980,7612,3976,2876,83276,12720,0,70556,0,1344,0,7752,8080,4548,394698,0,0,320,258608,173852,-24,84780,70728,-52,70780,224,18240,46578,4090,72076,351430
1985:Q4,1323839,428916,313933,79456,2316,291073,106350,99605,2190,1533927,712004,412374,93995,293560,21994,-210088,147584,1840,-8739,-55605,-29447,226580,3003,-259030,417148,6320,76816,6860,0,2056,209276,0,147964,56848,1840,2624,90132,14316,0,75816,0,1160,0,7056,-2288,19760,676178,0,400,48,560244,217204,8,343032,83212,-44,83256,2188,20948,9138,-26158,176100,435130
1986:Q1,1349853,426304,317495,84392,1468,298158,109781,109794,2461,1554576,717806,424221,90487,298957,23105,-204723,149562,3168,-9386,-48943,-58264,228996,3413,-290673,7932,74,-26402,-752,0,1004,9088,0,14380,-8472,868,2312,37236,18452,0,18784,0,832,0,-11624,-2464,940,298605,0,0,844,167780,155892,-216,12104,44216,-44,44260,120,16744,68901,9321,-16024,274649
1986:Q2,1355811,429417,319475,85480,1584,301868,108899,106570,2518,1588581,733076,429909,99218,302191,24187,-232770,152498,2592,-9850,-73014,-179815,234443,-3829,-410429,110736,-476,-25028,748,0,5032,52688,0,78880,-29184,1056,1936,63312,12500,0,50812,0,1576,0,1428,6708,4748,521165,0,400,372,302524,167732,8,134784,131924,-36,131960,1984,26388,57573,106801,-7580,402849
1986:Q3,1382696,439467,326155,86936,1748,306927,109963,108966,2534,1617466,747923,437217,102918,303957,25451,-234770,154985,1100,-10374,-70511,-28037,245674,3745,-277456,106452,-1914,22606,-748,0,23344,12068,0,-17064,26416,904,1812,45868,8392,0,37476,344,2860,0,2040,540,-556,383908,0,800,304,315808,263804,1576,50428,-9600,-48,-9552,292,32196,44108,-42474,96444,373900
1986:Q4,1412767,456036,330367,97924,2052,312607,106870,104259,2652,1620158,753151,440673,93870,305627,26837,-207391,157847,2324,-10022,-41846,30277,243234,-729,-212228,134036,-652,43188,-2848,0,-9984,67984,0,60072,5560,412,1940,35440,13940,0,21500,520,660,0,2600,-616,-2256,346264,0,0,436,237580,143652,196,93732,88696,-16,88712,1772,21200,-3420,-72123,49100,261328
1987:Q1,1415407,450732,336035,98714,1860,317388,105315,102296,3067,1631372,761027,446093,87755,308216,28281,-215965,160260,724,-10586,-45843,-28130,247654,4040,-279824,32056,-5336,-48988,308,0,10784,43044,0,84260,-43396,116,2064,36840,12564,0,24276,416,756,0,21744,-27577,65,311880,0,0,512,198152,62940,3944,131268,79044,-36,79080,508,17644,16020,-17713,-85296,194528
1987:Q2,1506270,511671,344369,111786,2000,321525,105191,106883,2845,1656825,771763,451749,91708,311162,30443,-150555,162617,1552,-10435,20945,28956,253456,3955,-228455,118424,-7094,38562,2856,0,14072,-4440,0,-12348,5712,8,2188,39564,11264,0,28300,492,1128,0,4180,28099,1005,346879,0,0,428,233588,160724,-1868,74732,62564,-8,62572,1956,11740,36603,-8011,113124,341579
1987:Q3,1497439,488976,352378,116172,1924,326326,104603,104488,2572,1668431,777850,453773,89612,315890,31306,-170992,165363,3748,-10774,1397,20112,258345,3390,-241623,34444,-498,-14750,-696,0,21860,27588,344,2336,23104,-260,2064,1992,-17120,0,19112,328,1628,0,10556,-17111,3547,276067,0,0,456,150860,71976,-904,79788,53240,-12,53252,4124,18864,48523,-18715,10132,251755
1987:Q4,1520980,506969,357398,110728,2376,333313,102783,104902,2511,1703870,796932,457157,95314,323369,31098,-182890,168064,-1556,-9957,-3313,8783,259093,3526,-253836,70746,-8522,-3010,8104,0,1008,15012,532,-22012,35512,-704,1684,40300,6904,0,33396,892,1332,0,10500,-6226,11356,324582,0,0,480,206552,116148,4972,85432,74452,-4,74456,-1768,22016,22850,-12096,60390,314226
1988:Q1,1552446,502070,365220,107959,2124,352708,110376,109774,2215,1732491,803369,474805,95925,328028,30364,-180045,171940,724,-10448,1619,-82560,253525,4420,-340505,29824,-4162,30054,2832,0,-11068,11180,592,23452,-13452,-664,1252,15892,5764,0,10128,248,1116,0,3176,-13452,-5992,370329,0,0,516,171392,129184,-492,42700,68336,0,68336,84,21728,108273,84179,-6576,333929
1988:Q2,1570410,497805,372500,115271,2748,359980,105514,110437,6155,1744200,812228,477965,94690,329475,29842,-173790,175060,2520,-10252,9002,-48937,258194,6718,-313849,22672,-584,1692,-6944,0,16240,-8052,532,-30600,21420,-156,752,10328,-40,0,10368,636,1192,0,1216,4203,2745,336521,0,0,400,180016,120440,7724,51852,52016,4,52012,2080,15248,86761,57939,45136,358985
1988:Q3,1606428,506668,377526,125068,2392,366200,107479,114511,6584,1767213,820091,483457,99281,335147,29237,-160785,178079,44,-11566,28816,25733,258100,1985,-234352,76992,14450,19282,3996,0,2300,23440,436,-32976,54884,344,752,18048,-2648,0,20696,1220,1300,220,-2272,-3159,-1833,311344,0,0,480,194640,124120,20896,49624,41528,-8,41536,148,12420,62128,3083,102660,337012
1988:Q4,1641926,517213,382612,130878,2232,373736,111738,116244,7273,1812329,846130,489549,105826,342259,28565,-170403,181252,2108,-11654,20395,-32305,263786,3617,-299708,31716,-4142,-4858,-1168,0,-11528,48744,312,17964,28416,808,1244,-17680,8520,0,-26200,1500,1648,152,17272,-260,2036,331424,0,0,648,189736,77460,41608,70668,55588,-16,55604,2380,25696,57376,52700,6324,306032
1989:Q1,1699946,552879,391008,132698,3000,379697,114931,118618,7115,1848774,852752,513031,101076,353961,27954,-148828,184041,-140,-11417,46770,-6536,263806,4725,-275067,26653,7792,-51712,-125,0,31912,5340,436,-45008,47256,904,1752,23319,6253,0,17066,1256,1044,444,4616,4175,-1408,301721,0,1400,560,155070,126228,-1176,30018,66452,-4,66456,88,23160,54990,53306,54220,329287
1989:Q2,1713483,566694,397485,118685,2464,384289,116864,119954,7048,1887903,878573,520555,99768,361618,27389,-174420,187000,2978,-12443,22045,61270,267236,3223,-209189,109669,24328,22043,9,0,9460,45724,816,4400,37620,636,2252,4638,4111,0,527,912,1028,1092,7897,-9555,2093,318858,0,12600,720,134315,94812,5132,34371,48964,-4,48968,2108,18588,101563,-39225,105393,314582
1989:Q3,1735539,571581,403939,114378,2736,388869,119203,127575,7258,1920243,889537,529991,108974,364646,27095,-184704,190122,-561,-12197,18176,-16471,275043,4243,-295757,46355,11772,-25854,-7032,0,13532,32892,1064,-5468,34652,392,2252,12036,5169,0,6867,612,1256,1604,3735,-2037,3839,342112,0,0,440,181577,124184,7100,50293,49156,-4,49160,-32,13852,97120,34647,35775,331533
1989:Q4,1746386,579785,403033,113467,2760,394894,117266,127567,7614,1953254,904853,541231,111732,368164,27274,-206868,193393,2719,-12291,-3903,-51770,275648,4401,-331819,81233,6842,-4727,3232,0,9680,25608,1188,18360,4136,180,1744,20221,6797,0,13424,1488,1364,2340,10468,4233,484,413052,0,0,548,198261,127108,-4580,75733,79329,0,79329,2464,26069,106381,47867,48005,379824
1990:Q1,1777533,582523,419548,112470,2688,403512,118329,133284,5179,2001088,925608,562164,113223,372969,27124,-223555,195719,-284,-12767,-14785,-14215,286842,5073,-306130,102606,6392,-23825,-11363,0,1444,87624,1564,127140,-42552,220,1252,48471,34349,0,14122,2060,1296,3044,2189,-16463,1736,408736,0,0,600,149071,46896,29572,72603,197084,4,197080,-16,3024,58973,-570,-29348,276782
1990:Q2,1801580,594611,419450,116771,2888,408815,118432,137098,3515,2041961,942405,573740,120784,378083,26949,-240381,198424,1486,-18578,-24865,-34805,288316,4332,-327453,68121,-1304,-13996,-502,0,12644,15796,2184,12468,-124,516,752,39144,47910,0,-8766,864,1228,2704,7744,-747,4545,395574,0,0,644,238983,192820,5372,40791,54689,-12,54701,2192,10220,88846,9940,60967,388420
1990:Q3,1833086,600726,426751,119935,3040,416584,121527,141147,3376,2071120,951010,584444,121037,387698,26931,-238034,201865,-290,-15410,-20469,29553,291575,4387,-266409,119089,-4212,32990,-8609,0,1580,24896,2720,21168,-660,916,752,61650,59262,0,2388,4012,1844,5352,2364,2842,-5620,385498,0,0,396,258722,237992,-1320,22050,53720,-4,53724,140,7456,65063,-50022,99129,365538
1990:Q4,1858516,600814,434210,118817,3504,419388,131689,147252,2842,2114736,973722,603004,116501,394541,26968,-256220,204533,2468,13227,-67382,-89821,294745,6003,-390569,45029,2370,26298,3445,0,7256,17664,3156,14896,-3048,1416,1244,-3507,21790,0,-25296,152,848,2716,-9442,-8667,5896,435598,0,6000,2172,269271,221012,-1012,49271,87678,0,87678,2436,7745,60296,22439,31646,422215
1991:Q1,1850633,580772,444008,115281,2664,423019,121867,157151,5871,2091473,993070,628596,41318,401352,27137,-240840,207615,-74,-11087,-22064,72,291117,5999,-297044,94921,1314,59304,-7041,0,-8396,40164,3720,26016,7488,1252,1688,44117,44081,0,36,-1464,1132,1196,-13369,-25509,3472,391965,0,0,-1192,206214,180826,-24000,49388,76399,4,76395,244,1177,109124,-22136,68569,365613
1991:Q2,1870547,585925,451552,110887,2688,429703,118376,163328,8088,2175676,1000567,649452,90938,407506,27213,-305129,209940,2614,-14397,-83406,-105111,296009,6001,-407121,24274,-1768,-58352,-4271,0,19876,8820,4404,-1696,3632,416,2064,25752,36833,0,-11081,1724,1700,4664,2526,21720,1884,431395,0,0,448,294148,237698,-6200,62651,56807,-4,56811,2288,9489,68215,21705,32203,439324
1991:Q3,1899667,590237,461270,111900,2564,435558,117877,171598,8663,2231297,1010226,659684,123715,410168,27504,-331630,212500,618,-469,-119279,-214123,296039,5985,-516147,52381,-7536,-9191,-12169,0,3880,87168,5344,65200,14808,-372,2188,-3122,13432,0,-16554,268,1364,3056,2524,-9881,-3979,568529,0,0,400,471478,400801,-28792,99469,34883,0,34883,-436,13820,48384,94844,-11116,505031
1991:Q4,1929810,598671,471532,113131,2492,440648,113781,179307,10248,2286402,1015565,689384,137617,415738,28098,-356592,213691,2897,-15239,-130559,-230839,293209,6001,-530049,173185,-2448,139062,-15731,0,11324,43044,6532,14732,20840,-1120,2060,-15105,-18601,0,3495,-356,1820,2300,-613,-7122,17011,703234,0,0,504,430168,274612,3816,151740,60972,0,60972,2688,8134,200768,100280,153545,683595
1992:Q1,1948771,588897,476407,125009,2652,452493,109997,183537,9779,2339708,1026911,716187,152523,415512,28575,-390937,214459,-1320,-15561,-159597,-223662,299511,6076,-529249,-59460,2260,-91416,-9487,0,-10616,54468,6592,105716,-58280,-1372,1812,13845,16762,0,-2917,2000,1256,5876,-2868,-9895,-14884,469789,0,0,72,305947,318500,-11164,-1389,55505,0,55505,-464,8741,99988,64065,-160931,368318
1992:Q2,1980453,607169,481222,126767,2604,458105,107302,186829,10455,2378406,1037683,736087,157378,418034,29224,-397953,216390,2759,-14573,-169749,-177805,297125,6064,-480994,10192,-2586,10663,-7397,0,26248,-32376,5532,-114096,73888,-1136,3436,-14743,-18220,0,3477,1712,1224,5716,-1816,16801,6744,491185,0,0,288,329729,307494,388,21847,55267,-8,55275,2452,14680,88769,8055,121459,602452
1992:Q3,1998040,616201,485977,122098,2592,461215,104474,194101,11382,2418357,1059861,747643,161938,418523,30392,-420317,217927,553,-15861,-187082,-178387,294135,6023,-478545,47295,-3306,89121,-495,0,-668,22708,4624,-7852,23520,-996,3412,-38349,-29313,0,-9035,828,1524,4472,-9102,-6563,-12876,525840,0,0,188,395398,330030,9028,56340,40237,0,40237,668,10503,78847,-8695,65818,544363
1992:Q4,2034019,638942,489898,131623,2704,456539,103704,200449,10160,2447104,1069076,751983,177089,416795,32161,-413085,220665,2575,-16273,-178722,-190523,293699,5992,-490214,-114915,-3288,-60240,-17465,0,3468,-12980,3876,-28380,9580,-996,2940,-33535,-17166,0,-16369,-448,1704,2336,-483,-2144,8160,375299,0,-8000,332,205726,213292,2668,-10234,53263,0,53263,3100,12256,108622,11800,-68719,421495
1993:Q1,2038734,617005,489748,136367,2844,475941,105252,201969,9608,2458372,1063330,772154,165374,422046,35468,-419638,222815,195,-13942,-183076,-185795,288488,6059,-480342,-51984,2698,-14660,1494,104,11280,25592,3644,71132,-53100,-980,4896,-23980,-17566,0,-6414,396,892,4008,-5123,-26541,-28144,428358,0,0,288,245816,177138,3160,65518,54764,0,54764,12,17807,109670,2718,-120569,359772
1993:Q2,2089722,643507,497550,148669,2640,476416,104337,204858,11745,2474476,1065872,778018,169881,423147,37558,-384754,224345,1251,-17149,-144511,-182559,293193,6011,-481763,72496,-1890,69104,-1340,108,-6456,53204,3900,24720,19564,-1000,6020,-43899,-34050,0,-9849,1480,1120,6340,-1652,6705,-10328,554259,0,0,360,368590,284530,4080,79981,75417,0,75417,2560,17531,89800,38047,56141,537904
1993:Q3,2115338,659210,504891,140650,2708,481029,103681,211302,11867,2509223,1076738,792662,178322,423813,37688,-393885,225564,-825,-17158,-150338,-155701,290673,5997,-452371,635,1396,18295,320,208,7024,-2092,3912,-67884,56832,-992,6040,-28410,-17322,0,-11088,384,988,4204,4214,-15077,9180,453006,0,0,424,314673,217186,16232,81254,39797,-4,39801,276,20951,76885,5363,76810,529181
1993:Q4,2191607,675296,520313,171866,2768,485197,102113,221553,12501,2537936,1086218,797702,196041,421965,36010,-346329,228429,2146,-18987,-101059,-125666,295176,6093,-426935,16751,1744,18476,-9690,212,32036,-14688,3648,-1540,-21436,-1024,5664,-43134,-13424,1412,-31121,1152,1572,5916,7412,11743,4000,443686,0,0,712,252349,236750,7724,7875,53182,-4,53186,2724,15550,119170,24607,22252,449188
1994:Q1,2196821,673667,531463,149467,2956,500407,104822,221207,12832,2532431,1089658,811976,176652,420578,33567,-335610,229974,-766,-20241,-84629,-35365,283692,5969,-325026,-105350,314,-377,-159,212,-20972,-8892,3924,9764,-27072,-996,5488,-53914,-18055,-12,-35846,3140,888,10848,-8223,-36108,7892,219676,0,0,656,48838,70435,-1304,-20293,33313,0,33313,24,16553,120293,-49264,-104284,220742
1994:Q2,2253135,697839,544395,158008,3188,507581,106086,223289,12749,2558077,1099099,816792,181084,428726,32376,-304942,231925,214,-17717,-55514,-98911,290293,5200,-394404,-62028,-7360,-69734,2921,420,-9880,12612,4800,-15932,19040,-868,5572,-25239,-580,16,-24675,2012,1448,8968,6219,6861,8724,332376,0,0,636,172595,241460,4716,-73581,32728,0,32728,2716,16044,107657,43397,-25437,368967
1994:Q3,2284428,695382,550510,173818,3176,513570,108329,226903,12740,2598634,1121368,820440,187262,437619,31945,-314206,233898,-157,-18587,-61564,-33390,302065,7665,-343120,856,2,-23102,4977,420,-29240,27104,5972,-30104,46424,-772,5584,-3123,9994,816,-13933,-580,1584,3808,3806,-903,16104,343976,0,0,768,167080,172308,2896,-8124,31510,0,31510,392,12895,131331,-28174,46365,389485
1994:Q4,2322307,705402,554622,183600,3248,521111,110846,231175,12303,2646993,1122279,840928,202184,449398,32204,-324686,236612,2749,-19391,-71432,152498,300644,6291,-154437,51401,-3770,13915,2896,424,1804,-72704,3460,-92696,11632,-708,5608,28525,-11317,25228,14614,1752,1800,9688,4851,10175,52044,205838,0,0,684,77030,164465,-5676,-81759,28698,0,28698,1940,17676,79809,-223930,166282,320719
1995:Q1,2362032,724613,555321,187793,3600,528188,112751,233343,16423,2683778,1130628,864056,191865,463265,33964,-321746,239339,704,-19117,-63994,133453,306969,6396,-179912,-21652,13418,-10194,12328,280,-35300,52788,7056,-38796,78440,-640,6728,-35337,1143,36,-36516,-2220,1248,-588,-2282,-3981,-11812,158260,0,0,736,72890,136533,-1228,-62415,12873,0,12873,200,8365,63197,-197447,53456,233368
1995:Q2,2385535,746808,553593,184423,3708,532703,115890,232251,16159,2711827,1142497,872600,189250,472866,34614,-326292,240968,3675,-18847,-70152,-147878,310395,3857,-462130,34001,7328,72771,3724,780,-33968,-142248,8972,-139356,-20556,-488,9180,-31413,-8748,-2652,-20013,-1644,1108,-2128,2310,-8707,166088,496131,0,0,680,317647,374811,1608,-58772,35921,0,35921,1724,10411,129748,77726,191470,653600
1995:Q3,2411070,752216,558946,191007,4168,538068,116790,233283,16592,2729811,1148542,877744,191107,477271,35147,-318741,242547,2574,-18632,-60136,16983,307118,-21739,-268396,-35811,5040,-39269,7714,172,19044,-82052,35356,-6080,-113244,-4464,6380,-25549,-8069,3820,-21300,30876,1612,-7668,4378,-8409,58300,232584,0,8600,788,51787,108531,408,-57152,18859,0,18859,296,14091,138164,-77120,-7091,261304
1995:Q4,2433320,769990,563750,187124,4188,543052,119314,229048,16854,2718329,1145305,871680,187199,478622,35523,-285009,243758,3975,-20996,-24230,46203,306270,6066,-266133,-104348,-32,-20015,11726,500,40852,-87100,18256,-21376,-82688,-8364,7072,-88025,-7426,8064,-88663,22524,2104,-3200,13495,-6856,9680,161785,0,0,508,14980,75121,5132,-65273,-71346,0,-71346,1856,18170,197616,-70432,-33993,232140
1996:Q1,2488320,801731,570418,194291,4604,545944,118234,235892,17206,2770111,1154479,900871,200191,479068,35502,-281791,245131,1866,-21347,-17179,38540,316816,5122,-283398,33245,2058,18106,13328,204,80928,25124,9832,7660,-3324,-4276,15232,-8200,-11436,3875,-639,11876,1752,-3976,-1659,-7433,-98864,316643,0,0,-4,161663,185933,-2320,-21950,70010,0,70010,368,17162,67444,-55718,62356,345754
1996:Q2,2564292,839564,577683,205452,4840,554381,119079,245908,17385,2802826,1169909,920351,200754,476378,35434,-238534,245512,4280,-22772,25470,-42395,317753,5404,-365552,24852,1752,-23412,21060,-28,33148,38900,35064,-7016,-4872,2980,12744,10030,408,11946,-2324,18796,1508,7944,6332,-1338,-89840,390405,0,0,-180,192731,206592,2248,-16110,51767,-4,51771,2432,18814,124841,67866,30300,395852
1996:Q3,2583193,843542,581754,205860,5384,561768,121776,244959,18150,2806146,1175713,916143,198943,480154,35193,-222953,246966,1263,-23939,46689,79969,321021,4284,-245336,43891,-16312,31335,3307,64,1576,-93740,14908,-70240,-47020,-944,9556,3952,-1220,3939,1233,14928,1732,2024,2537,-6892,99380,289227,0,-1800,2344,127895,167546,-3072,-36579,27692,-4,27696,156,20388,112552,-33280,108414,353750
1996:Q4,2642621,863498,593157,208645,5792,569371,122190,261695,18273,2833796,1191454,918231,207450,481854,34807,-191175,247169,4083,-23578,75489,178333,324248,-9870,-136045,84300,982,8671,1761,252,15044,-107752,22712,-49628,-87176,332,6008,19481,5728,14197,-443,13516,2344,-8068,18834,23706,95528,220345,0,0,-4,5631,-2912,-3296,11838,44800,-8,44808,-488,20995,149412,-102844,138483,274528
1997:Q1,2680452,902112,595715,210014,4836,577300,122951,249627,17897,2850131,1196670,938292,198150,482644,34375,-169679,248872,2172,-25459,102480,210380,319315,4331,-113266,106229,-11222,29038,7694,388,16296,-65900,23300,-49600,-29172,-832,-9596,29290,-4992,6021,28261,10572,1708,-2156,-1889,-11910,104320,219495,0,-2072,436,54215,55999,-1420,-363,73603,-8,73611,2840,5782,84690,-107900,123801,237067
1997:Q2,2724238,916234,610396,214030,4912,584877,124430,250777,18582,2874629,1218569,939232,197841,485340,33647,-150391,251309,2056,-25824,124686,79135,323973,-22007,-222831,46399,630,-29041,5757,216,-9072,36708,6864,-32152,51444,448,10104,18243,3616,17343,-2716,10476,1644,-33564,7705,-16095,52792,269231,0,0,156,92979,61558,244,31176,41723,0,41723,2204,10039,122131,45551,76188,299019
1997:Q3,2784538,941108,616580,226003,5056,593572,124765,259441,18013,2890922,1223760,944996,201885,486849,33432,-106384,252309,378,-26915,172462,223443,331464,1761,-109782,105204,2664,-708,9038,376,13424,-78116,17188,-48588,-45696,-2176,1156,46919,860,735,45323,19460,1660,-26268,-4538,11046,110248,214986,0,0,1252,93240,22988,-920,71172,60049,0,60049,-96,8017,52524,-50981,126813,236595
1997:Q4,2825234,967830,623766,215878,5580,605270,124247,264841,17822,2936377,1243113,950552,222514,486412,33786,-111143,253798,2065,-28086,168676,240469,331669,4088,-95288,144960,17802,7477,5307,316,-4680,4044,11424,-32612,21432,-396,4196,65048,5328,15756,43964,29160,1344,-10900,11133,-7323,26232,240248,0,0,-4,-54714,-136944,1748,80482,95569,0,95569,2000,20982,176415,-71793,130100,225388
1998:Q1,2870067,996132,629053,213455,4764,613322,128947,267543,16851,2925816,1236791,960029,211471,483715,33810,-55749,254396,1445,-30352,227554,414047,331238,3895,78914,257910,1398,44652,19704,308,35184,-60992,21472,-65900,-21080,-1624,6140,72697,2880,9168,60649,8780,1540,-26076,6500,3083,151132,178997,0,0,320,-29101,-89216,-2432,62547,96303,0,96303,720,2922,107832,-186493,266417,187504
1998:Q2,2908582,1022352,635519,209941,5096,622763,128933,266754,17224,2953673,1262624,964269,210478,481296,35006,-45091,256687,5847,-31915,237664,208276,341067,-3753,-129038,235426,5812,90474,9378,880,-23188,119900,-5164,19092,91556,-2008,16424,70989,4620,11851,54519,21000,1776,8080,1831,-32339,-39168,364464,0,0,224,82140,12551,-1440,71030,99836,0,99836,2612,9991,169661,29388,166271,295309
1998:Q3,2960355,1043209,643027,215797,5580,632569,129342,273584,17247,2972579,1273083,965525,218136,479051,36784,-12224,258405,1009,-32531,277703,363637,354180,-652,10109,95561,7828,-125579,11571,628,-6928,70408,12260,16580,33436,180,7952,52648,-1204,9458,44394,7668,1652,-9628,10443,30859,43992,85453,0,0,1700,-138293,-200033,-412,62153,82310,0,82310,12,18050,121674,-85934,27455,17347
1998:Q4,3016312,1067989,650290,211267,7280,642359,128990,291965,16172,3020542,1297932,974669,234977,473092,39872,-4230,260796,3987,-33794,286373,148604,349521,6754,-207671,-33422,9068,-73253,22131,9360,28744,169984,32816,43656,69884,928,22700,30681,30152,5047,-4518,-60784,1352,-21568,15274,-22451,-141960,174249,0,0,-4,-24003,-107174,12184,70987,52415,0,52415,1824,22433,121584,137769,-80924,126747
1999:Q1,3053552,1077946,657528,222280,5566,653338,126428,292655,17811,3041513,1312069,991890,228471,466636,42447,12039,262428,2677,-33925,305715,415767,357069,8234,50464,211840,-9162,90352,9500,388,-2060,95404,17264,22968,43416,324,11432,19252,3424,10539,5289,-13424,1576,-5332,9220,8638,7488,161376,0,-4000,0,-42286,-102981,-1532,62228,44908,0,44908,676,13465,148612,-110052,180707,130242
1999:Q2,3087857,1095157,667068,219882,6187,658967,128181,295106,17309,3064518,1332246,993558,227308,466379,45027,23339,265264,1685,-34911,321829,264325,362512,7852,-106039,115613,-4724,33943,13853,304,-5772,88924,15848,21088,41352,256,10380,24171,1928,11931,10313,-31896,1824,-11700,9746,26219,-29280,221653,0,0,2068,-31289,-52554,600,20665,47031,0,47031,2696,26854,174292,57505,84137,190176
1999:Q3,3149070,1120597,679003,223266,6524,666393,131428,305030,16829,3117764,1363943,1004850,237911,464611,46449,31306,267603,1360,-34675,332224,395137,370041,5275,19821,156182,-8130,28565,17960,300,-6484,90532,16096,21416,42240,260,10520,11749,3104,10487,-1843,24308,1316,7600,9884,-11957,-9460,136361,0,-4000,2000,-62896,-118292,32,55364,30337,0,30337,228,28030,142661,-62913,139561,119739
1999:Q4,3221823,1153957,690739,227985,6205,679614,137434,310522,15367,3170632,1397451,1013438,247966,464864,46913,51191,271606,3818,-16356,335335,343471,384290,8284,-49103,188125,-6354,124470,16130,624,4172,130664,24092,32048,57844,520,16160,-16424,10828,12931,-40183,-65516,1088,-23132,24318,17705,-19620,237228,0,-4000,-4,7326,-9989,32,17283,35547,0,35547,2004,23826,172529,-8136,173232,222335
2000:Q1,3322395,1208754,698550,239393,7144,699456,140043,314207,14848,3174631,1400740,1025585,238927,464312,45067,147764,275421,-1052,-33524,457761,402566,389155,8081,5330,7140,1902,-97176,12632,332,-7048,98860,17580,23388,46116,284,11492,-2825,-1952,10853,-11726,-16728,1320,-6488,9249,21850,-8740,1810,0,0,2160,-188729,-205502,-2064,18837,6632,0,6632,1168,37518,143060,55196,-4795,-10125
2000:Q2,3359583,1230160,707314,237600,7907,701947,143525,317511,13619,3240210,1436707,1051017,243765,463249,45472,119373,278614,-2460,-34086,434533,674556,385818,7917,280821,11739,-8328,-45054,11504,176,-12656,82188,14184,18872,39912,160,9060,-5235,-2888,12370,-14717,11804,1588,3140,7825,-11660,-23552,-269081,0,-8000,3194,-445802,-420965,1836,-26673,19206,0,19206,2624,26375,133322,-240023,3593,-277228
2000:Q3,3387999,1247708,711259,219049,7425,715187,145573,331705,10093,3275926,1445874,1063585,256859,463789,45819,112073,281464,-929,-31704,426170,685341,386204,7410,291727,52531,-1544,-11316,24015,316,-8788,100276,17724,23588,47152,272,11540,-6896,-780,12612,-18728,-3988,1264,-2220,13253,-54549,2708,-239197,0,-4000,4228,-255724,-295525,-2424,42226,15667,0,15667,216,28980,-28564,-259171,42994,-248733
