1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013:Q3,3530910,418027,3112883,2944019,168863,-754,-16769,35638,353135,5231,568421,506848,431371,278072,108890,46702,-2293,75477,153676,-23,10279,91456,27842,-57388,-24712,38416,-17773,-53319,-10680,-8169,-684,-1827,-118225,49964,6279,8195,130196,1415,14366,78199,-4315,84109,27384,70105,-9101,-6353,2074,-590,-1005,61573
2013:Q4,3552370,454063,3098307,3062703,35604,-409,-1328,36095,356508,5447,423679,637636,433361,279452,109021,47178,-2291,204275,395157,-4409,110694,-25646,14432,-136947,-92305,-37871,-17303,10532,42341,45000,-1868,-791,121128,54877,46727,5812,140261,1415,24472,190882,-4373,194736,-3084,60170,14878,120698,2074,-590,1109,-213957
2014:Q1,3615049,453208,3161841,2943463,218378,-459,9070,36329,359400,5091,599487,793431,434954,279941,110616,46710,-2314,358477,368769,432,29236,189928,-3563,-18680,-90457,78085,3868,-10176,44829,48093,-2068,-1196,-59580,-23805,105674,9268,85338,6870,2822,10292,-1132,3811,-28599,6347,2654,21614,1795,6633,980,-193944
2014:Q2,3672841,428864,3243976,3053517,190459,-89,17443,44242,360924,4796,573298,620402,448241,288447,114251,47883,-2340,172161,256143,-2717,12093,67013,-61556,-40853,-108803,31851,-2750,38849,-19319,-16211,-1948,-1160,113711,29965,52751,11932,77882,6870,8371,83982,-690,76665,-5120,67188,8337,4465,1795,6633,1374,-47104
2014:Q3,3722219,432893,3289325,3083599,205727,-602,-18828,46769,364384,-5351,640457,667443,456667,292395,117847,48820,-2395,210776,214316,2894,-25673,71057,31901,-13271,-56045,45897,-29067,25944,34584,38714,-2183,-1947,-34299,29615,11123,13522,83834,6870,2159,3540,-2792,358,15237,78942,545,-96161,1795,6633,-659,-26986
2014:Q4,3773966,470713,3303252,3205820,97432,-781,-2437,47905,367594,4806,509781,876467,465232,295814,122247,49650,-2478,411234,494182,-6968,-44262,149407,29727,-30384,12651,-25742,-11358,-5935,-10015,-8100,-1974,59,202608,33354,49452,17044,92535,6870,4814,82948,-1938,78723,17964,66595,8270,-15901,1795,6633,-470,-366686
2015:Q1,3821520,481657,3339863,3062053,277811,-475,6979,47988,369260,5163,682442,1042362,469599,296352,125322,50442,-2517,572763,577375,-1166,92373,230476,-34664,42661,116703,9935,-3259,-80718,-2648,1753,-3642,-759,70598,-6780,85735,16171,81630,53,2936,4612,-527,-638,-18633,4982,8365,2045,2603,4667,1110,-359920
2015:Q2,3857934,472000,3385934,3175857,210077,-366,16492,52671,371795,5335,612351,501079,481149,302486,129132,52125,-2594,19931,161285,-5106,71582,3942,-20753,-58428,-1480,19905,6443,-83296,-25450,-21263,-3411,-776,-19319,56177,42229,9320,101958,53,5080,141354,-3414,139236,47966,70686,10149,7832,2603,4667,865,111272
2015:Q3,3886635,471058,3415577,3199981,215596,-735,-21292,51221,377003,5391,658986,666015,488985,304583,134288,52763,-2649,177030,306802,-3307,-134861,182484,68977,330394,204061,131906,-17206,11633,-29284,-24513,-4181,-590,-259068,53283,-34474,15645,102829,53,14131,129772,-2480,127805,50850,85352,6847,-17847,2603,4667,-220,-7029
2015:Q4,3907653,516173,3391480,3304390,87090,-826,3088,49500,380260,5532,507404,823446,492280,304712,137101,53150,-2683,331166,442406,-4257,83277,138295,33297,-94233,11968,28129,-21732,-112598,-17016,-12899,-3560,-557,101097,48505,3784,8076,124238,53,17290,111240,-1519,108123,39640,72466,6182,-12768,2603,4667,-31,-316042
2016:Q1,3926914,483317,3443597,3168047,275550,-395,3141,54896,379312,5323,700899,917786,501841,307966,141817,54783,-2725,415945,437524,726,80839,165149,-22818,86517,110066,-14321,-883,-8345,39919,42345,-1895,-531,17387,-99046,52812,13512,90638,796,11093,21579,968,17102,-686,12000,7887,-5469,3370,2325,1184,-216887
2016:Q2,3946456,475519,3470937,3275575,195362,-557,19971,53840,384140,3592,609222,590199,506092,309633,143991,55253,-2786,84107,227911,-1310,-29506,54571,-67912,10403,40475,12899,10371,-53342,3167,5065,-1275,-623,165353,-42461,21681,20672,76510,796,15947,143804,-123,140782,59720,64599,1974,11119,3370,2325,820,19023
2016:Q3,3985157,490094,3495063,3304513,190550,-500,-11031,55426,389386,5361,640532,490315,512921,314331,145635,55804,-2848,-22606,160763,-500,-110599,345875,-32872,-14161,-8754,-41843,2807,33629,-32003,-29303,-2096,-604,-88885,-24764,6115,9221,90991,796,11549,183369,-2231,184240,81277,84798,2565,12230,3370,2325,-965,150217
2016:Q4,4029124,509823,3519301,3434565,84736,-513,-6550,56062,392783,296,539322,326297,519682,316352,149558,56685,-2913,-193385,-83979,-4530,964,144370,-19839,-210591,-36764,-12079,7441,-169189,-27614,-25823,54,-1845,23735,-47124,-26700,1216,62494,796,18844,109406,-1786,110229,55997,74815,-1782,-22171,3370,2325,-1362,213025
2017:Q1,4089324,517920,3571403,3295202,276202,-352,14329,52197,398859,-1588,714165,910156,525799,317094,154385,57221,-2900,384357,450317,4532,179490,140820,-44673,-64243,-25436,18130,-14666,-42271,12246,15084,-946,-1892,11301,-24326,92580,6122,128500,4003,3965,65960,-308,63559,54296,-6017,-4554,18074,1760,1335,1374,-195991
2017:Q2,4137768,491764,3646003,3423704,222299,-593,19407,51386,404029,5490,652224,620396,527784,319224,157467,54079,-2986,92612,256935,3100,-2763,-82307,-19509,55726,41286,9103,2248,3089,-4504,-3960,814,-1358,78058,49683,43658,1247,121434,4003,9109,164323,3065,159501,75346,52313,11900,18182,1760,1335,422,31828
2017:Q3,4186795,496114,3690680,3449879,240801,-619,-21782,55185,407784,-24744,749677,587319,535166,324584,159595,54084,-3097,52153,207083,5928,-82545,124129,60498,-94958,-76752,-3328,-27318,12440,-17598,-13148,-2168,-2282,-68559,40745,93507,6635,104495,4003,30803,154930,-3568,157106,87448,66471,-3309,4736,1760,1335,57,162358
2017:Q4,4248870,543029,3705841,3603496,102345,-583,-6728,65277,410487,5685,578569,850847,552403,335699,164150,55786,-3232,298444,501558,-856,115578,27404,76539,107,19118,-5919,7675,-20767,-50007,-48368,-1011,-628,67820,41753,78458,6981,122986,4003,10792,203114,1952,199899,79211,81549,3853,33526,1760,1335,-72,-272278
2018:Q1,4301165,535058,3766107,3471086,295020,-332,13926,65466,417199,5612,757816,941404,559994,339306,164714,59292,-3318,381411,436946,3126,93114,206460,-31210,73910,168216,-20052,-24877,-49377,-22967,-20832,-1227,-908,-40613,-47388,101026,12977,74953,1384,12174,55535,1517,49530,40760,-10869,3971,16553,-885,2054,2434,-183588
2018:Q2,4351794,501898,3849896,3606596,243300,-382,20163,63029,423280,5547,703516,487859,566328,340402,168742,60616,-3432,-78469,60206,328,-139101,64243,37312,105136,86218,52231,7051,-40364,-5190,-2720,-1561,-909,-136628,9959,25102,12239,79007,1384,6415,138675,-264,137034,86840,42308,16061,-7290,-885,2054,-149,215657
2018:Q3,4412083,502393,3909690,3626659,283031,-675,-23406,60760,428250,2096,792676,777641,566771,341200,168737,60342,-3508,210870,379749,-650,-185763,46897,-1156,229822,186725,81422,1972,-40297,-40,2649,-1560,-1129,119052,-4910,87960,9064,64095,1384,13994,168879,-2715,168693,101146,68785,-2981,2628,-885,2054,847,15035
2018:Q4,4463152,534804,3928348,3753043,175305,-657,-5328,58606,432141,-3852,674576,892313,565147,341345,166195,61152,-3545,327166,461633,59,56906,113633,168395,382481,144415,54138,17838,166090,-29092,-26757,-1406,-929,-143078,10063,-198018,14191,65048,1384,19661,134467,-595,134241,65586,72463,22832,-25755,-885,2054,-1233,-217737
2019:Q1,4536231,553570,3982661,3562298,420363,-532,12703,54373,436692,4267,893926,1268558,565839,340068,165148,64156,-3532,702719,726799,-910,73139,178667,120080,42567,113444,-18772,-19992,-32113,-305,1260,-569,-996,153602,-41826,90698,3700,105636,-290,2041,24080,-1224,11707,31477,-12561,-14203,-5429,12423,12137,1460,-374632
2019:Q2,4570804,543229,4027575,3726438,301137,-186,21465,57911,442254,3709,775942,842579,576738,347503,168148,64623,-3536,265841,462503,-1377,-115753,7149,-38933,303462,117797,72827,-21613,134451,12394,13953,-610,-949,-7862,34161,141675,4319,115823,-290,7735,196662,-76,185296,89494,57640,14245,11494,12423,12137,-695,-66637
2019:Q3,4602216,533126,4069090,3764202,304888,-585,-22553,61136,447171,3649,831515,775570,586071,353608,171759,64250,-3547,189500,382409,-119,-195713,207498,242260,-33221,23166,-38752,-26110,8475,33990,35461,-568,-903,5897,31993,-52650,13325,125194,-290,4245,192909,-378,180276,93523,72037,-2122,4415,12423,12137,874,55944
2019:Q4,4646997,569367,4077630,3913140,164490,-929,-6237,61459,451402,3486,679173,1246089,590420,356490,173031,64462,-3563,655669,841207,1206,262929,181693,121992,-163330,-126180,18970,6381,-62501,-8030,-6481,-394,-1155,175844,32583,124133,-1387,85193,-290,28671,185538,-591,174113,73454,68033,13212,6991,12423,12137,-121,-566917
2020:Q1,4693709,579897,4113812,3658037,455775,-820,14046,42399,458704,3814,938197,1375935,585321,343002,179826,66045,-3552,790614,851257,9358,107329,327528,462122,-61843,-290121,-2801,10727,220352,139768,141344,-430,-1146,55148,-60919,-296419,48101,113670,5619,1795,60643,-2843,54080,43876,-49052,33762,17077,8417,6885,2521,-437738
2020:Q2,5045749,509639,4536109,3414550,1121560,-1190,17462,37464,462357,-10292,1613021,1726167,563836,340177,166692,60549,-3581,1162331,1169767,-6461,422648,520520,214601,-398776,-128733,-315375,-14585,59917,-11816,-10094,-730,-992,233076,28674,49145,321,88035,5619,24181,7436,-2272,3776,67971,-50449,-8151,-14012,8417,6885,-953,-113146
2020:Q3,4960887,541600,4419286,3719798,699489,-986,-27495,106170,466311,4388,1294090,777944,661463,409335,193860,61886,-3617,116481,375596,3952,225533,92430,-163721,-239731,8719,13134,-5266,-256318,-44206,-43187,-168,-851,254179,37411,39077,22101,102431,5619,40521,259115,-1320,253960,151741,45315,-11051,59538,8417,6885,-410,516146
2020:Q4,4928678,625344,4303334,3901583,401751,-617,1297,105151,479200,5065,979122,1508884,689942,417743,211683,64175,-3659,818942,1088161,974,1227056,-515236,-95409,100723,80798,7224,-16861,29562,28312,28904,-371,-221,106896,19780,48705,22912,123605,5619,14224,269219,-3248,266672,130802,42146,5972,79335,8417,6885,-1090,-529762
2021:Q1,5540556,646478,4894077,3819429,1074649,127,4204,117710,495982,-50089,1734353,1260052,728967,442327,224192,66106,-3658,531085,705102,1352,366921,512682,92421,-720088,-383910,-81808,-22998,-231372,2130,440,1915,-225,328598,-88635,164404,-948,34249,2944,9072,174017,569,163491,116880,-17633,-357,59164,5437,7831,2126,474300
2021:Q2,5261519,658849,4602670,4128310,474360,-952,20310,142244,508374,6359,1097358,998209,761962,473149,230708,61809,-3704,236247,589981,-1278,320393,-184772,-12726,-73250,-195203,108609,-28349,41693,22590,21956,1285,-651,416101,6879,44729,8951,32280,2944,7140,353734,1,346732,222885,92107,446,25857,5437,7831,-830,99149
2021:Q3,5284582,676475,4608107,4188896,419211,256,-25220,104666,532550,-6091,1087994,1074955,748072,453454,238055,60311,-3748,326882,681510,-800,72116,127999,-62931,123516,130074,-69130,-29393,91965,45962,44975,1459,-472,145343,5541,85941,20239,91468,2944,24172,354628,-978,347797,231058,75002,13183,23117,5437,7831,-22,13040
2021:Q4,5321005,761458,4559547,4407248,152299,-609,6045,114372,550863,7393,803487,1301240,783303,475856,244723,66514,-3790,517938,914020,494,212062,323752,96784,-333706,-203097,21354,-32096,-119867,19690,18972,1395,-677,292710,-37545,247148,2636,72119,2944,14932,396082,-660,388715,249664,88343,39070,6201,5437,7831,196,-497753
2022:Q1,5352632,801888,4550744,4253025,297719,-423,9905,114139,571008,7859,964678,1234304,809209,487595,253849,71594,-3829,425095,710402,2082,213090,51444,-25840,174506,262231,73970,-28517,-133178,106014,108830,-2097,-719,269233,-94379,-144521,15638,127776,3297,12062,285307,2071,273244,221600,28452,14591,2249,6352,8233,1759,-269626
2022:Q2,5414924,775528,4639396,4508647,130749,-872,25414,100421,591460,8028,788316,516778,804159,488100,253201,66725,-3867,-287380,69636,1156,317894,-431528,53599,261589,25454,200125,25692,10318,-38514,-35107,-2553,-854,74076,-18938,-313109,17140,120366,3297,22608,357016,-2514,352100,257440,117156,20156,-49004,6352,8233,-803,271538
2022:Q3,5504692,775288,4729404,4565736,163668,-858,-19636,97903,603762,-18619,902729,955664,795912,492748,238773,68294,-3904,159752,487853,1549,155735,-341286,86670,415541,418627,210426,-1571,-211941,-60423,-57382,-2033,-1008,160156,15688,-132862,16686,141233,3297,25869,328101,-757,320612,210077,95263,13799,-4879,6352,8233,13,-52935
2022:Q4,5568519,785610,4782909,4752243,30667,-482,-9924,86116,614154,5386,734991,1083054,778917,489503,224975,68378,-3940,304137,501059,-1364,-283804,-78737,162590,655452,407320,188115,30584,29433,-57329,-54533,-2216,-580,90224,5994,-153312,9397,114932,3297,33719,196922,271,190860,130658,104822,22829,-73801,6352,8233,-2442,-348062
2023:Q1,5660972,716747,4944225,4600493,343732,18,15987,99991,615438,7031,1036161,1344550,793733,504642,222194,70848,-3951,550817,589692,-614,19502,-420019,341985,658581,421037,112281,33813,91450,-24231,-23941,-350,60,-105684,-65925,-42406,24105,179076,3566,21757,38875,73,29907,58167,-7512,-21535,-7367,8154,7874,1021,-308389
2023:Q2,5717005,660059,5056946,4810489,246457,-233,28807,94951,621476,1322,932523,842880,793060,504350,220534,72163,-3986,49820,223883,-3235,-82324,-122205,185610,93382,221409,-56629,22609,-94007,763,1880,-1404,287,-89603,30956,9100,14784,165205,3566,17884,174063,2249,163924,94336,54993,-5373,11814,8154,7874,16,89642
2023:Q3,5771425,666081,5105344,4867211,238133,-794,-30737,91970,630389,-105790,1096225,874430,800628,506856,224910,72884,-4021,73802,260415,2025,-258131,61921,191794,156234,208329,52382,8055,-112532,-66969,-66709,-540,280,98404,30167,-88823,-612,115585,3566,15254,186613,41,178009,122201,21289,-179,26544,8154,7874,689,221795
2023:Q4,5811880,713441,5098439,5026912,71527,-327,-7929,90849,632749,-6757,809483,1152084,803432,506323,226059,75106,-4057,348652,522131,25,49434,36039,183409,294987,28960,52890,36710,176427,24007,25621,-1058,-556,-133465,-5912,-78563,-9220,121343,3566,36482,173479,-276,165196,91904,60707,6259,-1828,8154,7874,685,-342601
2024:Q1,5912988,745531,5167457,4866987,300470,-366,19904,83489,634940,-11270,1009898,1031172,809004,500449,236830,75793,-4067,222168,288449,3237,234859,-91346,42352,-117012,63397,-87180,23752,-116981,2093,3342,-772,-477,14628,-73342,92771,21102,129485,3372,26250,66281,2388,54314,38927,-33654,2384,39566,7091,7987,1592,-21274
