1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q2,835431,509911,62307,159681,287924,148405,149447,122517,5817,88546,17877,10278,26929,21061,258,5611,-1042,-1947,905,-1097,73682,74779,178212,139000,62915,76085,39211,22538,16673,10232,26796,16564,845663,-468,170,-257,555,0
1982:Q3,839321,521418,63027,162430,295962,148239,146789,119681,5913,86580,16869,10319,27108,21322,262,5525,1450,-602,2052,-7412,69909,77321,177077,134662,65534,69128,42414,22724,19690,8757,25363,16606,848078,-466,39,-126,553,0
1982:Q4,853617,536389,66089,164185,306115,137310,147265,117880,6028,85174,16197,10482,29385,23190,267,5928,-9955,-10512,557,-7397,66319,73715,187315,145998,67707,78291,41316,23567,17749,8523,24254,15731,862140,-463,2340,-2426,549,0
1983:Q1,865517,546147,67227,164251,314670,141380,150145,115527,6083,83518,15303,10624,34618,27305,309,7004,-8765,-6742,-2023,-6137,67676,73813,184127,146584,68208,78376,37543,24061,13482,8513,23451,14938,874030,-485,-71,10,545,0
1983:Q2,897665,562360,72396,168262,321702,153446,155364,116614,6225,84354,15032,11003,38750,30560,350,7840,-1918,1018,-2936,-11359,68129,79487,193219,151356,70080,81276,41863,24972,16891,9185,24698,15513,906851,-487,3597,-3658,548,0
1983:Q3,921105,579974,75591,172109,332274,163067,164118,121343,6470,87647,15562,11664,42775,33754,395,8627,-1051,6112,-7163,-16300,69545,85845,194364,147438,72822,74616,46926,26232,20694,9467,26310,16844,930571,-495,1232,-1294,557,0
1983:Q4,949750,593124,79818,174131,339176,179624,173641,128672,6747,93034,16384,12507,44969,35545,418,9007,5983,7626,-1643,-17846,71647,89493,194848,150017,68912,81105,44831,27071,17760,9920,27423,17503,959670,-510,-57,-7,574,0
1984:Q1,975322,604541,82860,176614,345068,197718,179473,132866,6732,95743,17425,12967,46606,36957,416,9234,18246,16204,2041,-23751,73244,96995,196814,154791,70715,84076,42023,27499,14524,9260,28709,19449,984582,-509,616,-706,598,0
1984:Q2,1005431,618969,85317,180594,353058,204724,187393,139569,6862,100518,18474,13714,47825,37966,423,9436,17330,15315,2015,-26075,75550,101625,207814,160349,73976,86373,47465,28370,19095,9385,30802,21417,1014816,-532,1464,-1558,626,0
1984:Q3,1018206,628381,85519,181142,361721,209713,191879,144161,6912,103721,19224,14304,47718,37856,422,9440,17835,15521,2313,-25962,76436,102398,206074,154071,74756,79315,52003,28660,23343,9339,31823,22484,1027545,-556,981,-1079,654,0
1984:Q4,1038655,640449,88460,183196,368794,207936,195941,147726,6947,106127,19809,14844,48215,38160,426,9629,11995,10345,1650,-26939,77151,104090,217209,165519,76765,88754,51690,31065,20625,8306,30531,22225,1046961,-581,512,-614,684,0
1985:Q1,1053804,659002,92002,185596,381404,202467,198409,149854,6953,106992,20613,15296,48555,38262,437,9856,4058,2128,1930,-22825,76503,99327,215160,167945,77018,90927,47215,30907,16308,6423,28159,21736,1060227,-593,-168,47,713,0
1985:Q2,1076593,670441,93313,188190,388939,206760,201349,152272,7027,108646,20754,15845,49077,38543,458,10075,5412,4223,1188,-28611,76032,104643,228003,173135,78373,94762,54868,32581,22287,6917,28583,21666,1083510,-621,-78,-48,747,0
1985:Q3,1094394,688537,99113,190121,399303,205539,201464,151108,6994,107344,20684,16086,50356,39475,474,10406,4076,2438,1638,-29224,74318,103542,229541,168807,81714,87093,60734,34500,26234,5624,27505,21881,1100017,-651,999,-1131,783,0
1985:Q4,1114190,694850,95938,193336,405576,214886,206607,154517,7231,108596,21807,16883,52090,40784,520,10786,8280,6923,1357,-33359,76358,109717,237812,180753,83276,97477,57059,34541,22518,6401,28415,22014,1120591,-682,-69,-70,821,0
1986:Q1,1123009,705912,97907,194813,413193,215864,208265,153381,7312,108460,20356,17253,54884,42998,556,11331,7599,6665,934,-31504,78351,109855,232736,180654,81953,98701,52082,33474,18608,5540,29120,23580,1128548,-679,-175,-9,862,0
1986:Q2,1140617,712864,101823,191863,419178,213810,209894,151254,7426,106366,20100,17362,58640,46023,557,12061,3916,4488,-572,-32218,78780,110998,246161,187118,84926,102192,59043,34631,24412,3874,28032,24158,1144490,-709,1666,-1858,901,0
1986:Q3,1149123,729300,111427,192761,425113,208958,210713,150491,7697,105374,19932,17488,60222,47326,566,12330,-1755,-985,-770,-34740,80118,114858,245605,179862,86547,93315,65743,36971,28772,4545,27302,22758,1153668,-738,-198,-2,938,0
1986:Q4,1166883,738202,110283,194752,433167,210516,213705,152638,8214,106635,19974,17816,61067,48084,548,12435,-3190,-2643,-547,-33407,83750,117157,251573,190355,86346,104009,61218,36810,24408,2999,26870,23871,1169882,-766,948,-1155,973,0
1987:Q1,1175141,745878,104624,199346,441909,217799,210806,149138,8524,102999,20267,17348,61668,48683,506,12479,6993,8317,-1324,-35309,84113,119421,246772,190253,85522,104730,56519,36492,20027,3592,28096,24504,1178733,-787,-223,-1,1011,0
1987:Q2,1206204,763333,109775,203070,450487,218647,214516,152093,8909,104760,20630,17794,62423,49640,491,12293,4131,6265,-2134,-36744,88840,125584,260969,197161,87676,109484,63808,38179,25629,4533,30345,25811,1210737,-807,-182,-47,1036,0
1987:Q3,1218062,779340,115135,205164,459040,219117,218862,156370,9087,107201,21512,18571,62492,50247,542,11704,254,1109,-855,-36366,92964,129330,255972,186966,86722,100243,69006,39014,29992,4441,31474,27033,1222503,-821,-27,-206,1054,0
1987:Q4,1255811,787729,112487,206695,468547,236615,220844,157638,8793,107608,22063,19174,63206,51657,588,10961,15771,15713,58,-36351,98027,134378,267818,202515,90421,112093,65303,38758,26545,4921,33371,28450,1260732,-830,-52,-184,1066,0
1988:Q1,1263197,807974,117610,209597,480768,227142,222903,160375,9683,109434,22595,18662,62529,50966,2,11561,4239,5001,-762,-30997,104682,135679,259078,201258,88689,112569,57819,36457,21362,6247,36368,30121,1269444,-834,-271,45,1060,0
1988:Q2,1302528,822929,118306,213385,491239,233631,228719,164842,9226,111966,23870,19779,63878,52559,449,10870,4912,7337,-2425,-26657,109868,136525,272625,207408,90948,116460,65216,36951,28265,5704,36619,30915,1308232,-844,-836,607,1073,0
1988:Q3,1318251,840475,117597,217694,505183,235502,230957,166583,8924,112922,24214,20524,64374,53224,715,10435,4545,6775,-2229,-24816,113397,138212,267090,198097,89087,109010,68992,36938,32054,5041,38363,33323,1323291,-858,362,-595,1091,0
1988:Q4,1352462,858635,121541,221580,515514,240687,235901,170481,9050,115487,24597,21348,65420,54090,801,10530,4786,8833,-4047,-26924,116655,143579,280064,213690,94725,118965,66373,37643,28730,5666,40767,35101,1358128,-879,-26,-213,1117,0
1989:Q1,1373801,872543,121613,225632,525299,251372,239338,174117,9716,118257,24597,21547,65221,53626,655,10940,12034,9829,2205,-25241,121297,146539,275127,214693,91711,122982,60434,37139,23295,5599,42860,37261,1379400,-896,-285,31,1150,0
1989:Q2,1409333,888442,123336,231937,533169,250262,241198,177250,9993,120231,24216,22810,63948,52319,521,11109,9064,7909,1155,-22040,126807,148847,292669,225095,97624,127471,67574,37632,29942,5417,44941,39525,1414749,-929,124,-387,1193,0
1989:Q3,1418988,902350,126410,234072,541869,249115,246659,182784,10520,124629,24464,23171,63875,52064,438,11372,2457,3554,-1097,-18769,127338,146107,286291,213125,95421,117704,73166,38635,34531,6074,44665,38591,1425062,-968,-93,-182,1243,0
1989:Q4,1439459,913423,122971,237835,552617,248953,244814,181843,10354,126014,23445,22031,62971,51141,407,11424,4138,4934,-796,-20691,128847,149538,297774,228515,98128,130387,69259,37813,31446,7700,45234,37534,1447158,-1012,-89,-198,1298,0
1990:Q1,1464926,934487,128849,243543,562096,252710,249221,185220,10625,129476,22557,22562,64001,51951,454,11596,3489,2898,590,-22134,134558,156692,299863,234309,99483,134826,65554,38977,26577,7380,45941,38561,1472306,-1032,-237,-108,1376,0
1990:Q2,1495260,945855,124602,245214,576040,253680,245255,183531,10734,130339,20587,21871,61724,50066,483,11175,8425,8294,131,-17209,136481,153690,312933,239979,101075,138904,72954,39879,33075,7906,46129,38223,1503166,-1067,-17,-340,1423,0
1990:Q3,1497842,961675,123393,250777,587506,250196,244730,186103,11111,133236,19734,22023,58627,47600,487,10540,5467,4297,1170,-18738,138787,157526,304709,227253,99043,128210,77456,39816,37640,6784,46181,39396,1504626,-1091,-6,-359,1456,0
1990:Q4,1505116,966977,120237,254689,592052,236863,239697,184380,11181,132034,19762,21404,55317,45070,474,9773,-2834,-3809,976,-19774,142047,161821,321050,246644,104568,142076,74406,39534,34872,12622,50597,37975,1517738,-1106,-395,26,1475,0
1991:Q1,1503546,968391,117923,253538,596930,231142,235022,182450,11226,131436,19285,20505,52572,43041,484,9047,-3880,-3670,-210,-11785,143294,155079,315799,249323,105616,143707,66476,38816,27660,9864,46693,36829,1513411,-1065,-435,38,1462,0
1991:Q2,1538497,981733,118812,255442,607480,231636,236144,181697,11359,131038,19111,20189,54447,44928,524,8995,-4508,-4101,-407,-5797,147683,153480,330926,256111,108116,147995,74815,40367,34448,7140,41999,34859,1545637,-1066,-435,37,1463,0
1991:Q3,1545871,993317,121084,256098,616135,236869,236658,180038,11382,130165,18215,20276,56621,47146,545,8931,211,2540,-2329,-5269,150149,155417,320954,242111,105446,136665,78843,39202,39641,6278,40383,34106,1552149,-1065,-431,34,1462,0
1991:Q4,1570214,1000008,119364,255175,625469,244697,236914,179400,11575,130059,18179,19587,57514,48241,527,8746,7783,5959,1825,-5763,153804,159568,331273,257314,106961,150353,73959,38414,35545,8305,39288,30983,1578520,-1064,-437,40,1460,0
1992:Q1,1584678,1025100,124045,259417,641638,239204,239143,178552,11763,130587,16926,19277,60591,51110,558,8923,62,-1660,1722,-5134,156322,161456,325508,257038,105047,151991,68470,38561,29909,8183,38698,30515,1592862,-1069,-439,52,1467,-11
1992:Q2,1623903,1038915,125247,261805,651863,253271,247469,184179,11990,134853,17186,20151,63290,53682,513,9095,5802,3429,2373,-8197,156541,164738,339914,264883,107207,157676,75031,39227,35804,8014,39274,31260,1631917,-1067,-441,52,1464,-8
1992:Q3,1637992,1056743,128023,265263,663457,256040,250912,187134,11927,137201,17913,20093,63778,54156,484,9139,5128,3716,1412,-9622,159841,169463,334831,255868,109708,146160,78963,39142,39821,7303,37225,29923,1645295,-1065,-435,45,1461,-6
1992:Q4,1673754,1076801,130766,268703,677333,264491,259155,192072,11695,141109,18197,21070,67083,56917,516,9650,5336,4480,856,-11785,160349,172134,344247,270595,110098,160497,73652,39463,34189,7577,36855,29278,1681331,-1063,-430,40,1458,-5
1993:Q1,1673530,1087379,131963,269782,685634,270957,261972,194122,11444,141298,20307,21073,67850,57363,511,9977,8985,9671,-686,-13926,160902,174828,329120,263810,105804,158006,65309,38131,27178,9302,37988,28687,1682831,-1064,-440,56,1459,-11
1993:Q2,1707709,1104645,136961,271582,696103,273620,267594,198093,11429,144631,19455,22579,69501,58670,533,10299,6026,6723,-697,-15797,163274,179070,345241,272150,106972,165178,73090,37894,35196,7663,38599,30936,1715372,-1068,-422,39,1464,-13
1993:Q3,1718643,1121797,139160,273132,709506,273963,272314,199579,11633,145770,20355,21822,72735,61548,549,10638,1650,4238,-2588,-17089,162724,179813,339972,261349,109022,152327,78622,37113,41509,9039,39353,30314,1727682,-1075,-412,25,1474,-12
1993:Q4,1758677,1138163,143449,276319,718395,288286,284133,207411,11670,151178,21680,22883,76722,65360,535,10828,4153,4283,-130,-18362,167900,186262,350591,275729,107690,168039,74861,37541,37320,5155,39661,34506,1763831,-1086,-426,34,1489,-11
1994:Q1,1774114,1155306,147206,279211,728889,300419,289078,210179,11565,153545,21290,23780,78900,67708,623,10569,11341,7161,4179,-20149,170308,190457,338539,273839,107182,166657,64700,35437,29263,6840,41352,34512,1780954,-1105,-380,-17,1509,-8
1994:Q2,1816394,1170791,149680,282024,739087,316237,295885,213902,11796,155928,22452,23726,81982,70553,606,10824,20353,15541,4812,-22643,176747,199390,352009,279050,105194,173856,72959,35949,37010,5712,44033,38320,1822106,-1123,-171,-234,1534,-6
1994:Q3,1831467,1188190,152328,287395,748468,312937,299631,218025,11695,159562,22910,23858,81607,69877,644,11085,13306,10255,3051,-24217,184221,208438,354557,273174,110313,162861,81383,37408,43975,5324,47738,42414,1836791,-1145,-766,352,1564,-5
1994:Q4,1865262,1206678,157958,290753,757968,326892,308106,226747,11776,167329,22915,24728,81359,68814,738,11807,18786,16938,1848,-25478,189662,215140,357171,282038,106634,175404,75133,36569,38564,5090,51421,46331,1870352,-1171,-395,-27,1600,-7
1995:Q1,1876765,1215609,155313,291714,768582,331897,316602,236155,12110,174817,24791,24438,80447,66789,815,12843,15295,15549,-254,-26332,195393,221725,355591,286593,107656,178937,68998,37463,31535,7457,55313,47856,1884221,-1198,-393,-41,1640,-8
1995:Q2,1901040,1233402,156729,294246,782428,325997,317558,239195,12252,178508,24204,24230,78363,64311,788,13264,8440,10773,-2333,-27373,199713,227086,369013,291239,107644,183595,77774,37321,40453,8160,57924,49764,1909200,-1211,128,-693,1657,119
1995:Q3,1917547,1249666,160636,295923,793107,325812,322981,241383,12283,180986,23587,24526,81598,66771,796,14032,2832,6931,-4100,-18611,207850,226461,360680,277460,109109,168351,83220,36788,46432,4713,57467,52754,1922260,-1207,6643,-7087,1652,-1
1995:Q4,1944399,1263914,163061,297913,802941,333784,329176,245515,12306,184184,24020,25005,83661,68723,789,14149,4608,5245,-637,-17445,209855,227300,364146,286451,104565,181886,77695,36136,41559,7622,59129,51508,1952021,-1187,-442,-108,1625,112
1996:Q1,1962108,1282654,164956,302793,814904,338838,337118,250937,12288,187520,24999,26130,86181,71604,771,13807,1720,1376,344,-22199,211985,234184,362815,290524,105667,184857,72291,38665,33626,9317,60133,50816,1971425,-1214,-65,-293,1574,-2
1996:Q2,2013661,1305125,169083,309885,826157,354597,346967,256617,12568,191829,24932,27288,90350,75615,779,13956,7630,4641,2989,-23427,214761,238188,377366,296812,106038,190774,80554,37872,42682,7252,59804,52552,2020912,-1177,-172,-175,1526,-2
1996:Q3,2029400,1318626,169846,311626,837155,368588,355820,264741,13148,197870,25512,28212,91079,76369,795,13916,12768,8357,4411,-28545,214894,243439,370731,284291,108560,175731,86440,37211,49229,6453,61441,54988,2035853,-1143,74,-410,1481,-2
1996:Q4,2067953,1338191,172410,317071,848710,370032,361351,270899,13831,202165,27018,27886,90452,75613,851,13988,8681,7147,1534,-22206,225950,248155,381936,301260,109093,192167,80676,36054,44622,7848,65027,57179,2075801,-1111,3580,-3907,1440,-2
1997:Q1,2083522,1358276,176398,320254,861624,380601,368165,276825,14756,207712,26114,28244,91340,75929,946,14465,12436,11480,956,-27210,229594,256803,371855,300699,107498,193201,71156,34423,36733,5780,67544,61765,2089301,-1158,91,-318,1401,-16
1997:Q2,2136285,1367817,174147,319430,874240,397555,375461,282392,15422,211862,27090,28019,93069,77213,1015,14842,22094,20030,2063,-21300,238613,259913,392214,310653,110803,199850,81561,35876,45685,7670,70757,63087,2143954,-1165,6686,-6911,1409,-19
1997:Q3,2161138,1394795,180695,324336,889764,406313,389329,294591,16445,219893,28774,29479,94738,78726,1052,14961,16984,13840,3143,-24208,243514,267722,384239,294134,108955,185179,90105,36996,53109,5770,71526,65756,2166908,-1211,791,-1025,1465,-20
1997:Q4,2196608,1415903,184290,326956,904657,411132,391719,295281,17084,218674,29122,30401,96439,80607,1051,14781,19413,16804,2609,-29254,242083,271336,398827,315043,112314,202729,83784,36427,47357,4081,70245,66164,2200689,-1297,293,-547,1569,-18
1998:Q1,2206875,1430336,184426,326670,919240,428081,401806,303095,17991,223459,29251,32393,98712,83275,1005,14432,26275,22859,3416,-33804,240755,274559,382262,308091,104925,203166,74172,35143,39029,6339,72462,66124,2213214,-1336,359,-746,1720,3
1998:Q2,2248020,1458142,192310,329981,935851,423943,414608,311776,18742,227838,30173,35023,102833,87241,996,14596,9335,9502,-167,-40583,236824,277407,406518,320811,109228,211583,85708,36755,48953,5624,73319,67695,2253644,-1438,2372,-2789,1851,4
1998:Q3,2275590,1481712,196261,333705,951746,435406,422301,315413,18943,229559,32160,34751,106888,90864,1021,15003,13105,11856,1249,-43659,233816,277474,402131,306227,109120,197107,95905,38373,57532,2393,70541,68148,2277982,-1524,1683,-2125,1962,4
1998:Q4,2332332,1507060,206297,338790,961972,449241,434237,323861,19511,235487,31089,37775,110376,93642,1113,15621,15004,12932,2073,-44666,241584,286250,420697,332480,114567,217913,88218,37407,50811,3056,70457,67401,2335388,-1595,-97,-365,2054,4
1999:Q1,2340415,1525510,204987,346236,974287,463266,442417,330576,19658,241022,31974,37923,111841,94412,1131,16298,20849,18065,2784,-53140,240191,293331,404779,325113,108430,216683,79666,36370,43297,6483,74286,67803,2346897,-1622,-439,-67,2126,2
1999:Q2,2391049,1557660,213701,354567,989392,462086,453308,338490,19980,246630,33393,38487,114818,96547,1211,17060,8778,7984,794,-61882,243649,305532,433185,341459,112881,228578,91726,38761,52966,7730,78413,70683,2398779,-1654,-312,-204,2167,3
1999:Q3,2418441,1583828,217798,360018,1006012,473434,463305,346649,20237,252660,34539,39213,116656,97866,1254,17536,10129,10956,-827,-69101,251327,320428,430280,329916,115135,214781,100364,39167,61198,7155,83541,76385,2425596,-1662,334,-859,2178,9
1999:Q4,2481268,1616760,219082,370673,1027005,488274,467214,348762,20374,254625,35575,38188,118452,99381,1220,17851,21060,20189,871,-75427,257743,333170,451661,354940,119419,235521,96721,40562,56160,9535,88406,78871,2490803,-1647,-430,-87,2158,6
2000:Q1,2491975,1654554,230219,373053,1051283,487663,483623,362563,21058,266724,35281,39500,121061,101667,1250,18143,4039,7080,-3041,-89146,263226,352372,438904,351911,114080,237831,86993,38180,48813,8271,92323,84052,2500246,-1672,-357,-87,2107,8
2000:Q2,2569773,1677978,225483,383780,1068715,518946,496336,374682,21917,275586,37903,39277,121653,102173,1386,18094,22611,19259,3352,-90625,273340,363965,463474,365847,121711,244136,97627,39607,58020,8918,98320,89403,2578691,-1669,-319,-124,2103,8
2000:Q3,2576631,1704996,227915,389373,1087709,514992,500684,379914,22750,279243,38890,39032,120770,101526,1427,17817,14308,13133,1175,-98467,281251,379717,455109,350094,119787,230307,105015,39221,65794,7620,97039,89419,2584251,-1702,-161,-293,2146,10
2000:Q4,2612572,1729652,228956,394395,1106301,516807,503221,381273,23082,279772,39392,39027,121948,102797,1479,17672,13586,10844,2742,-102836,278294,381130,468950,369736,120103,249633,99214,40380,58834,13672,102956,89284,2626244,-1772,-337,-121,2234,-4
2001:Q1,2609789,1748825,231703,393109,1124013,492834,500491,376312,23138,276528,37403,39242,124179,105147,1443,17589,-7658,-7909,251,-100663,274203,374866,468794,378933,121695,257238,89861,38934,50927,10017,93282,83265,2619805,-1830,620,-1167,2369,9
2001:Q2,2659424,1760563,229870,397657,1133036,493258,496148,368396,22993,270487,36477,38440,127752,108493,1442,17817,-2890,-2019,-871,-91004,264503,355507,496607,390547,126728,263819,106060,41232,64828,12107,87876,75769,2671530,-1922,-398,-176,2488,8
2001:Q3,2642515,1767584,230972,397840,1138772,486228,493757,363145,23087,264676,38082,37300,130612,111089,1447,18076,-7529,-7075,-454,-92659,249726,342384,481362,371902,126026,245876,109460,41049,68411,6255,81369,75115,2648769,-2000,-491,-107,2589,9
2001:Q4,2670202,1796830,248971,395473,1152387,462523,482730,352214,23598,253696,38501,36419,130516,111007,1424,18085,-20208,-17266,-2941,-92422,238380,330802,503272,396769,131920,264849,106503,42629,63874,21986,77115,55129,2692188,-2065,-618,0,2673,10
2002:Q1,2631120,1763448,226459,370052,1166937,455830,446251,330312,24467,244924,25164,35757,115939,114442,1463,35,9579,8820,759,-85857,238443,324300,497699,400670,132137,268533,97029,42122,54907,12411,79500,67089,2643531,-2038,-725,20,2741,2
2002:Q2,2721840,1817555,243251,396972,1177332,483362,490837,343206,25255,238887,42438,36627,147631,117920,1540,28171,-7475,-6128,-1347,-106867,253638,360505,527790,416462,138885,277577,111328,45419,65909,7731,83387,75656,2729571,-2075,-746,16,2792,13
2002:Q3,2751464,1840853,249625,396915,1194313,509207,490540,338173,25544,236153,39620,36857,152367,118717,1535,32115,18667,18518,149,-123657,250590,374247,525061,403389,143991,259398,121672,47121,74551,10869,87735,76867,2762333,-2101,-614,-125,2825,15
2002:Q4,2824684,1927084,266033,449497,1211554,482018,482815,341157,25641,234061,46308,35147,141658,122813,1599,17246,-797,-1524,727,-123364,255309,378673,538946,425299,145934,279365,113647,47489,66158,14783,85189,70406,2839467,-2114,-556,-187,2841,16
2003:Q1,2743734,1848347,223882,391839,1232626,481538,451562,323692,25760,235513,28253,34167,127870,127733,1652,-1515,29976,28760,1216,-118905,246256,365161,532755,429970,149742,280228,102785,46613,56172,10890,89184,78294,2754624,-2107,-560,-192,2843,15
2003:Q2,2831412,1909345,252270,415182,1241893,493045,510634,347145,26289,241899,44347,34609,163489,129943,1677,31870,-17589,-17164,-425,-129407,254459,383866,558430,442028,156913,285115,116402,48807,67595,14091,91982,77891,2845504,-2111,-424,-330,2849,16
2003:Q3,2886906,1945406,261404,422660,1261342,528671,525391,346986,26843,246319,37192,36632,178405,138547,1792,38067,3281,3111,170,-142086,256254,398340,554915,427706,163240,264466,127209,49665,77544,13626,94761,81135,2900531,-2118,-538,-225,2859,23
2003:Q4,2994398,2037652,280245,475116,1282291,523801,525375,358057,27294,249452,43461,37850,167318,145660,1836,19822,-1574,-2171,598,-131556,278196,409752,564501,446676,161713,284963,117825,50078,67747,19890,101479,81590,3014287,-2129,-668,-96,2873,20
2004:Q1,2924602,1969714,245304,418005,1306405,524727,493903,342731,27128,246725,30492,38388,151172,151041,1857,-1726,30823,28791,2032,-129589,279517,409106,559750,452697,166935,285762,107053,49466,57587,24502,109974,85472,2949104,-2234,-567,-108,2904,5
2004:Q2,3032383,2027196,265895,446274,1315027,574357,562822,364799,27603,253866,42467,40864,198023,159433,1922,36668,11535,6242,5292,-155071,294851,449922,585901,463307,166815,296492,122594,51605,70989,18199,113607,95408,3050582,-2222,-483,-188,2889,4
2004:Q3,3069689,2056371,272210,446292,1337869,599529,580513,371593,27846,262001,39408,42338,208920,164144,1938,42838,19016,15908,3108,-175059,291852,466911,588847,455985,176648,279337,132862,53692,79170,20403,117770,97367,3090092,-2176,-522,-141,2829,10
2004:Q4,3190521,2178679,297165,510876,1370638,582641,579947,388245,28087,270574,46683,42902,191702,169159,1986,20558,2693,-85,2779,-174423,310142,484565,603624,479929,173305,306624,123695,53656,70039,13610,123346,109737,3204131,-2096,-440,-196,2724,8
2005:Q1,3111330,2083637,254333,442667,1386637,593885,551290,377723,28019,278580,29033,42091,173567,175549,2054,-4036,42595,41000,1595,-158452,308058,466510,592260,479444,178752,300692,112816,53275,59541,21770,134698,112928,3133100,-2340,-33,-226,2577,22
2005:Q2,3232050,2164305,284284,474113,1405908,625240,631334,406180,28125,286248,49395,42412,225154,181922,2095,41138,-6094,-7039,945,-178593,326668,505261,621098,491357,177130,314227,129741,55314,74427,18586,137436,118851,3250636,-2260,33,-280,2489,19
2005:Q3,3306450,2210935,289787,487804,1433344,671118,650082,410756,28729,294168,45274,42585,239326,189014,2143,48169,21036,19935,1101,-202536,323368,525904,626933,486396,187035,299361,140537,56843,83694,20757,144138,123382,3327207,-2232,782,-1031,2458,23
2005:Q4,3389366,2310189,300207,549727,1460255,644477,644500,426327,28973,298988,56189,42177,218173,192329,2172,23673,-23,-2771,2748,-200321,343487,543808,635021,504830,182857,321973,130191,56581,73610,13689,152997,139308,3403055,-2254,2,-253,2482,24
2006:Q1,3333265,2220516,263392,474985,1482140,659353,615060,422455,30093,311099,38158,43107,192605,193867,2210,-3472,44293,41524,2769,-182363,344515,526878,635759,514072,191843,322229,121687,57611,64076,13948,160725,146777,3347213,-2389,112,-361,2638,0
2006:Q2,3460990,2306051,288828,518844,1498380,693080,680892,450266,31008,318452,57985,42821,230626,185753,2153,42721,12188,11567,621,-201236,369715,570951,663095,522333,189752,332581,140762,59406,81356,12363,173851,161488,3473354,-2449,135,-392,2705,1
2006:Q3,3463696,2328379,292780,519572,1516028,699906,677478,454094,31673,325810,52597,44014,223384,175659,2083,45642,22428,21407,1021,-221266,367341,588607,656677,507560,192813,314747,149117,58789,90328,9115,180409,171294,3472811,-2570,348,-620,2838,4
2006:Q4,3557632,2422289,313334,567923,1541033,648615,658534,466986,32253,330983,57759,45991,191548,167964,2053,21532,-9919,-10468,549,-181588,388599,570187,668316,528988,191139,337849,139328,59836,79492,11034,187637,176602,3568666,-2751,12661,-12870,3038,-79
2007:Q1,3482004,2340236,271502,498345,1570389,644445,615406,455718,32780,337467,36950,48521,159688,160165,2028,-2504,29039,27084,1955,-169014,383691,552705,666337,537159,192585,344574,129178,59628,69550,10736,194581,183846,3492739,-2669,-102,-536,3304,3
2007:Q2,3613880,2417758,297842,541245,1578671,680178,681361,487895,33442,344315,60989,49150,193466,152451,2027,38988,-1183,-1621,438,-186560,408713,595273,702504,552357,196844,355513,150147,63065,87082,15299,210750,195452,3629179,-2808,107,-1269,3477,494
