1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q4,-18,4768,0,0,0,4768,4768,0,0,0,0,0,0,0,4786,4786,0,0,0,0,0,0,0,4786,0,4786,0,0,0,0,0
1969:Q1,-25,3472,0,0,0,3472,3472,0,0,0,0,0,0,0,3497,3497,0,0,0,0,0,0,0,3497,0,3497,0,0,0,0,0
1969:Q2,-20,6564,0,0,0,6564,6564,0,0,0,0,0,0,0,6584,6584,0,0,0,0,0,0,0,6584,0,6584,0,0,0,0,0
1969:Q3,-23,9092,0,0,0,9092,9092,0,0,0,0,0,0,0,9115,9115,0,0,0,0,0,0,0,9115,0,9115,0,0,0,0,0
1969:Q4,-23,8588,0,0,0,8588,8588,0,0,0,0,0,0,0,8611,8611,0,0,0,0,0,0,0,8611,0,8611,0,0,0,0,0
1970:Q1,-23,16144,0,0,0,16144,16144,0,0,0,0,0,0,0,16167,16167,0,0,0,0,0,0,0,16167,0,16167,0,0,0,0,0
1970:Q2,-34,5176,0,0,0,5176,5176,0,0,0,0,0,0,0,5210,5210,0,0,0,0,0,0,0,5210,0,5210,0,0,0,0,0
1970:Q3,-55,-25284,0,0,0,-25284,-25284,0,0,0,0,0,0,0,-25229,-25229,0,0,0,0,0,0,0,-25229,0,-25229,0,0,0,0,0
1970:Q4,-72,-4640,0,0,0,-4640,-4640,0,0,0,0,0,0,0,-4568,-4568,0,0,0,0,0,0,0,-4568,0,-4568,0,0,0,0,0
1971:Q1,-103,-8660,0,0,0,-8660,-8660,0,0,0,0,0,0,0,-8557,-8557,0,0,0,0,0,0,0,-8557,0,-8557,0,0,0,0,0
1971:Q2,-91,-4772,0,0,0,-4772,-4772,0,0,0,0,0,0,0,-4681,-4681,0,0,0,0,0,0,0,-4681,0,-4681,0,0,0,0,0
1971:Q3,-119,-708,0,0,0,-708,-708,0,0,0,0,0,0,0,-589,-589,0,0,0,0,0,0,0,-589,0,-589,0,0,0,0,0
1971:Q4,-95,2548,0,0,0,2548,2548,0,0,0,0,0,0,0,2643,2643,0,0,0,0,0,0,0,2643,0,2643,0,0,0,0,0
1972:Q1,-160,2260,0,0,0,2260,2260,0,0,0,0,0,0,0,2420,2420,0,0,0,0,0,0,0,2420,0,2420,0,0,0,0,0
1972:Q2,-182,-9028,0,0,0,-9028,-9028,0,0,0,0,0,0,0,-8846,-8846,0,0,0,0,0,0,0,-8846,0,-8846,0,0,0,0,0
1972:Q3,-188,-10160,0,0,0,-10160,-10160,0,0,0,0,0,0,0,-9972,-9972,0,0,0,0,0,0,0,-9972,0,-9972,0,0,0,0,0
1972:Q4,-168,-1328,0,0,0,-1328,-1328,0,0,0,0,0,0,0,-1160,-1160,0,0,0,0,0,0,0,-1160,0,-1160,0,0,0,0,0
1973:Q1,-256,-2928,0,0,0,-2928,-2928,0,0,0,0,0,0,0,-2672,-2672,0,0,0,0,0,0,0,-2672,0,-2672,0,0,0,0,0
1973:Q2,-300,3584,0,0,0,3584,3584,0,0,0,0,0,0,0,3884,3884,0,0,0,0,0,0,0,3884,0,3884,0,0,0,0,0
1973:Q3,-305,3816,0,0,0,3816,3816,0,0,0,0,0,0,0,4121,4121,0,0,0,0,0,0,0,4121,0,4121,0,0,0,0,0
1973:Q4,-282,16632,0,0,0,16632,16632,0,0,0,0,0,0,0,16914,16914,0,0,0,0,0,0,0,16914,0,16914,0,0,0,0,0
1974:Q1,-207,6048,0,0,0,6048,6048,0,0,0,0,0,0,0,6255,6255,0,0,0,0,0,0,0,6255,0,6255,0,0,0,0,0
1974:Q2,-229,8360,0,0,0,8360,8360,0,0,0,0,0,0,0,8589,8589,0,0,0,0,0,0,0,8589,0,8589,0,0,0,0,0
1974:Q3,-175,17132,0,0,0,17132,17132,0,0,0,0,0,0,0,17307,17307,0,0,0,0,0,0,0,17307,0,17307,0,0,0,0,0
1974:Q4,-153,-8992,0,0,0,-8992,-8992,0,0,0,0,0,0,0,-8839,-8839,0,0,0,0,0,0,0,-8839,0,-8839,0,0,0,0,0
1975:Q1,-155,-11596,0,0,0,-11596,-11596,0,0,0,0,0,0,0,-11441,-11441,0,0,0,0,0,0,0,-11441,0,-11441,0,0,0,0,0
1975:Q2,-179,-20508,0,0,0,-20508,-20508,0,0,0,0,0,0,0,-20329,-20329,0,0,0,0,0,0,0,-20329,0,-20329,0,0,0,0,0
1975:Q3,-197,-18572,0,0,0,-18572,-18572,0,0,0,0,0,0,0,-18375,-18375,0,0,0,0,0,0,0,-18375,0,-18375,0,0,0,0,0
1975:Q4,-221,-8312,0,0,0,-8312,-8312,0,0,0,0,0,0,0,-8091,-8091,0,0,0,0,0,0,0,-8091,0,-8091,0,0,0,0,0
1976:Q1,-195,5244,0,0,0,5244,5244,0,0,0,0,0,0,0,5439,5439,0,0,0,0,0,0,0,5439,1240,4199,0,0,0,0,0
1976:Q2,-247,-2152,0,0,0,-2152,-2152,0,0,0,0,0,0,0,-1905,-1905,0,0,0,0,0,0,0,-1905,-528,-1377,0,0,0,0,0
1976:Q3,-273,-8460,0,0,0,-8460,-8460,0,0,0,0,0,0,0,-8187,-8187,0,0,0,0,0,0,0,-8187,80,-8267,0,0,0,0,0
1976:Q4,-286,-6664,0,0,0,-6664,-6664,0,0,0,0,0,0,0,-6378,-6378,0,0,0,0,0,0,0,-6378,1648,-8026,0,0,0,0,0
1977:Q1,-218,31348,0,0,0,31348,31348,0,0,0,0,0,0,0,31566,31566,0,0,0,0,0,0,0,31566,1284,30282,0,0,0,0,0
1977:Q2,-182,12728,0,0,0,12728,12728,0,0,0,0,0,0,0,12910,12910,0,0,0,0,0,0,0,12910,-1564,14474,0,0,0,0,0
1977:Q3,-157,3896,0,0,0,3896,3896,0,0,0,0,0,0,0,4053,4053,0,0,0,0,0,0,0,4053,-388,4441,0,0,0,0,0
1977:Q4,-169,12184,0,0,0,12184,12184,0,0,0,0,0,0,0,12353,12353,0,0,0,0,0,0,0,12353,192,12161,0,0,0,0,0
1978:Q1,-188,3592,0,0,0,3592,3592,0,0,0,0,0,0,0,3780,3780,0,0,0,0,0,0,0,3780,280,3500,0,0,0,0,0
1978:Q2,-196,21628,0,0,0,21628,21628,0,0,0,0,0,0,0,21824,21824,0,0,0,0,0,0,0,21824,-804,22628,0,0,0,0,0
1978:Q3,-191,-84,0,0,0,-84,-84,0,0,0,0,0,0,0,107,107,0,0,0,0,0,0,0,107,628,-521,0,0,0,0,0
1978:Q4,-182,36872,0,0,0,36872,36872,0,0,0,0,0,0,0,37054,37054,0,0,0,0,0,0,0,37054,1996,35058,0,0,0,0,0
1979:Q1,-149,17128,0,0,0,17128,17128,0,0,0,0,0,0,0,17277,17277,0,0,0,0,0,0,0,17277,-1844,19121,0,0,0,0,0
1979:Q2,-128,5652,0,0,0,5652,5652,0,0,0,0,0,0,0,5780,5780,0,0,0,0,0,0,0,5780,196,5584,0,0,0,0,0
1979:Q3,-112,16340,0,0,0,16340,16340,0,0,0,0,0,0,0,16452,16452,0,0,0,0,0,0,0,16452,692,15760,0,0,0,0,0
1979:Q4,-128,-64,0,0,0,-64,-64,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,64,1476,-1412,0,0,0,0,0
1980:Q1,-157,9173,0,0,0,9173,9173,0,0,0,0,0,0,0,9330,9330,0,0,0,0,0,0,0,9330,-1704,11034,0,0,0,0,0
1980:Q2,-226,-4660,0,0,0,-41360,-41360,0,0,0,0,0,36700,0,-4434,-4434,2400,2400,0,0,0,0,0,-6834,212,-7046,0,0,0,0,0
1980:Q3,-192,-4473,0,0,0,-7349,-7349,0,0,0,0,0,2876,0,-4281,-4281,2876,2876,0,0,0,0,0,-7157,4080,-11237,0,0,0,0,0
1980:Q4,-202,24808,0,0,0,28388,28388,0,0,0,0,0,-3580,0,25010,25010,-3580,-3580,0,0,0,0,0,28590,-2652,31242,0,0,0,0,0
1981:Q1,-221,-18450,0,0,0,-24710,-24710,0,0,0,0,0,6260,0,-18229,-18229,6260,6260,0,0,0,0,0,-24489,-1332,-23157,0,0,0,0,0
1981:Q2,-209,-4047,0,0,0,-5163,-5163,0,0,0,0,0,1116,0,-3838,-3838,1116,1116,0,0,0,0,0,-4954,972,-5926,0,0,0,0,0
1981:Q3,-204,16227,0,0,0,4619,4619,0,0,0,0,0,11608,0,16431,16431,11608,11608,0,0,0,0,0,4823,-1856,6679,0,0,0,0,0
1981:Q4,-213,-36221,0,0,0,5603,5603,0,0,0,0,0,-41824,0,-36008,-36008,-1824,-1824,0,0,0,0,0,-34184,6032,-40216,0,0,0,0,0
1982:Q1,-258,22663,0,0,0,18203,18203,0,0,0,0,0,4460,0,22921,22921,4460,4460,0,0,0,0,0,18461,-428,18889,0,0,0,0,0
1982:Q2,-214,35954,0,0,0,27434,27434,0,0,0,0,0,8520,0,36168,36168,8520,8520,0,0,0,0,0,27648,4364,23284,0,0,0,0,0
1982:Q3,-242,-18491,0,0,0,-27679,-27679,0,0,0,0,0,9188,0,-18249,-18249,9188,9188,0,0,0,0,0,-27437,2464,-29901,0,0,0,0,0
1982:Q4,-273,-4355,0,0,0,4293,4293,0,0,0,0,0,-8648,0,-4082,-4082,-8648,-8648,0,0,0,0,0,4566,-5616,10182,0,0,0,0,0
1983:Q1,-255,46134,0,0,0,49714,49714,0,0,0,0,0,-3580,0,46389,46389,-3580,-4236,656,0,0,0,0,49969,6892,43077,0,0,0,0,0
1983:Q2,-197,-9936,0,0,0,-13908,-13908,0,0,0,0,0,3972,0,-9739,-9739,3972,3164,808,0,0,0,0,-13711,-2688,-11023,0,0,0,0,0
1983:Q3,-219,-4714,0,0,0,-3954,-3954,0,0,0,0,0,-760,0,-4495,-4495,-760,-1368,608,0,0,0,0,-3735,-3660,-75,0,0,0,0,0
1983:Q4,-289,54852,0,0,0,41712,41712,0,0,0,0,0,13140,0,55141,55141,13140,14120,-980,0,0,0,0,42001,11116,30885,0,0,0,0,0
1984:Q1,-402,11472,0,0,0,8756,8756,0,0,0,0,0,2716,0,11874,11874,960,-2236,3196,0,0,0,0,10914,2228,8686,0,0,0,0,0
1984:Q2,-457,30915,0,0,0,54715,54715,0,0,0,0,0,-23800,0,31372,31372,-28360,-27924,-436,0,0,0,0,59732,-9708,69440,0,0,0,0,0
1984:Q3,-505,9695,0,0,0,-18897,-18897,0,0,0,0,0,28592,0,10200,10200,29996,29428,568,0,0,0,0,-19796,7628,-27424,0,0,0,0,0
1984:Q4,-502,-20175,0,0,0,-17319,-17319,0,0,0,0,0,-2856,0,-19673,-19673,2056,2520,-464,0,0,0,0,-21729,596,-22325,0,0,0,0,0
1985:Q1,-531,105493,0,0,0,93277,93277,0,0,0,0,0,12216,0,106024,106024,6220,3444,2776,0,0,0,0,99804,-5128,104932,0,0,0,0,0
1985:Q2,-689,-31364,0,0,0,-32484,-32484,0,0,0,0,0,1120,0,-30675,-30675,-5944,-8860,2916,0,0,0,0,-24731,6420,-31151,0,0,0,0,0
1985:Q3,-577,123783,0,0,0,102667,102667,0,0,0,0,0,21116,0,124360,124360,27476,24552,2924,0,0,0,0,96884,-4832,101716,0,0,0,0,0
1985:Q4,-541,45436,0,0,0,37040,37040,0,0,0,0,0,8396,0,45977,45977,15096,15136,-40,0,0,0,0,30881,9492,21389,0,0,0,0,0
1986:Q1,-289,12320,0,0,0,-4584,-4584,0,0,0,0,0,16904,0,12609,5429,9724,6536,3188,0,0,0,0,-4295,3424,-7719,7180,0,7180,0,0
1986:Q2,-93,11019,0,0,0,-1109,-1109,0,0,0,0,0,12128,0,11112,10424,12544,8328,4216,0,0,0,0,-2120,16700,-18820,688,0,688,0,0
1986:Q3,-96,43457,0,0,0,40369,40369,0,0,0,0,0,3088,0,43553,50633,2072,-1344,3416,0,0,0,0,48561,-2392,50953,-7080,0,-7080,0,0
1986:Q4,-224,-20312,0,-0,0,-18320,-18320,0,0,0,0,0,-1992,0,-20088,-1508,8952,14052,-5100,0,0,0,0,-10460,2836,-13296,-18580,0,-18580,0,0
1987:Q1,-471,59384,0,0,0,55888,55888,0,0,0,0,0,3496,0,59855,62511,13060,9760,3300,0,0,0,0,49451,15088,34363,-2656,0,-2656,0,0
1987:Q2,-661,59143,0,0,0,42239,42239,0,0,0,0,0,16904,0,59804,68328,34860,34432,428,0,0,0,0,33468,14368,19100,-8524,0,-8524,0,0
1987:Q3,-796,-43786,0,0,0,-43946,-43946,0,0,0,0,0,160,0,-42990,-44770,-17448,-18020,572,0,0,0,0,-27322,5952,-33274,1780,0,1780,0,0
