1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,28267,28267,0,0,28267,6757,0,0,625,50,16872,0,28,225,3497,16,11,0,0,0,186,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,33422,33422,0,0,33422,7274,0,0,710,100,19821,0,54,302,4943,25,16,0,0,0,177,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019:Q3,11110904,10408737,17353,684814,11110904,72675,21787,18329,29206,131371,2624630,1573,13364,549773,37551,1470,3280,4972954,1999937,462691,86936,83377,509546,392570,199,92371,7019,17387
2019:Q4,11182824,10478730,17242,686852,11182824,71803,22041,18483,29239,132100,2638230,1452,13156,564533,39607,1461,2872,5016055,2024759,445793,85384,75856,501341,383640,311,92956,7357,17077
2020:Q1,11249062,10519902,17561,711599,11249062,70931,23256,18720,29482,130342,2637001,1368,12992,578662,39781,1479,3034,5063722,2045704,455328,83600,53660,495294,378736,263,92632,6943,16720
2020:Q2,11335354,10586010,17342,732002,11335354,70059,24462,18957,29530,131244,2628787,1474,13365,593395,39703,1497,2679,5177610,2030861,444006,79145,48580,475791,363145,279,89944,6594,15829
2020:Q3,11503991,10735639,16976,751376,11503991,69187,25678,19194,29994,132958,2625166,1322,13707,605166,39444,1515,2783,5354059,2023476,431806,75418,53118,460330,349788,206,88995,6257,15084
2020:Q4,11653516,10864952,16747,771817,11653516,68315,26881,19431,30418,133839,2581469,1237,13475,610083,40136,1533,2555,5575268,2008954,410169,77135,52618,441761,334502,76,85960,5796,15427
2021:Q1,11785447,10980680,16905,787862,11785447,67443,28267,19273,30643,134721,2533397,1062,13129,613376,42148,1551,2687,5773539,1996405,396265,76103,55438,421659,318158,75,82662,5543,15221
2021:Q2,12272039,11448066,17664,806309,12272039,66571,29652,19115,31509,135603,2531828,1066,12680,628673,44720,1568,2572,5978851,2012051,393533,320621,61426,460687,308179,58,83171,5155,64124
2021:Q3,12522516,11678217,18647,825652,12522516,65699,31040,18957,32415,136486,2571343,1268,12326,645929,47834,1586,2461,6141111,2022390,401953,315331,74387,452098,299189,49,85122,4672,63066
2021:Q4,12787265,11926693,18819,841753,12787265,64827,32637,18799,32623,137359,2606197,1212,11968,667538,51161,1604,2452,6312679,2044381,412164,310604,79060,446204,292945,43,86175,4920,62121
2022:Q1,12940018,12061325,19748,858945,12940018,63955,29952,19220,33823,138243,2620852,1120,11667,593750,55583,1614,2435,6490534,2074337,418857,306590,77486,436705,288510,37,82354,4486,61318
2022:Q2,13214958,12317875,20690,876393,13214958,63083,27236,19639,35951,139123,2725808,1121,11478,622427,59980,1628,2578,6579514,2120217,424072,303231,77872,452015,295213,47,91741,4368,60646
2022:Q3,13439377,12527112,21779,890486,13439377,62211,24532,19907,40033,140001,2804137,1042,11382,650818,63420,1641,2834,6639510,2172899,427660,300925,76425,466055,300962,20,100810,4078,60185
2022:Q4,13600148,12678379,22215,899554,13600148,61339,21843,20188,63080,140897,2853289,924,11412,670666,67296,1654,2371,6660589,2222635,423980,300684,77301,478069,305290,19,108715,3908,60137
2023:Q1,13663361,12735744,22345,905272,13663361,60467,21630,20295,63841,141806,2875965,893,11326,681178,72177,1667,2420,6652056,2253381,427410,298228,78621,480761,303470,18,113530,4097,59646
2023:Q2,13762012,12829293,21694,911025,13762012,59595,21320,20469,64131,142745,2890810,818,11318,695369,77513,1684,2097,6671273,2298907,429055,297301,77607,489533,304526,15,120657,4875,59460
2023:Q3,13887401,12950040,21101,916260,13887401,58723,21002,20521,64874,143709,2910588,716,11473,710996,83279,1695,2015,6699422,2352316,432047,295069,78956,500716,307082,14,129272,5334,59014
2023:Q4,13981956,13040977,20619,920360,13981956,57851,20354,20539,65853,144737,2925808,662,11723,721123,87879,1708,1780,6713154,2396711,434413,296211,81450,512189,311362,16,135415,6154,59242
2024:Q1,14027211,13078946,20230,928035,14027211,56979,20043,20618,66752,145827,2921571,587,11294,728297,92550,1724,1633,6704899,2430657,445777,293427,84576,519087,311476,14,140120,8792,58685
