date,FL704090005.Q,FL703025005.Q,FL713113003.Q,FL702050005.Q,LM704022005.Q,FL703069175.Q,LM703061105.Q,LM703061705.Q,LM703062005.Q,LM703063005.Q,FL704023005.Q,FL703068005.Q,FL703069005.Q,FL703065005.Q,FL703066005.Q,LM763092305.Q,LM703064105.Q,LM763092100.Q,FL703094905.Q,LM703064205.Q,FL763040005.Q,FL703090005.Q,FL704194005.Q,FL704190005.Q,FL704110005.Q,FL703127005.Q,FL703130005.Q,FL702150005.Q,FL704122005.Q,FL703169175.Q,FL763163005.Q,FL703169005.Q,LM753192305.Q,FL763178000.Q,FL703190005.Q,FL763194705.Q,FL703193005.Q,FL703181105.Q,LM763164105.Q,LM753192103.Q,FL763194603.Q,FL753194503.Q,FL763066303.Q,FL703139105.Q
1945:Q4,168240,1869,15915,3,113361,223,104606,886,4090,3556,31591,14454,154,14466,2517,1,167,22,249,0,0,5062,160018,158067,625,102573,53501,18,156,156,0,205,36,338,615,0,615,1951,1811,140,0,0,0,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,161453,2046,16139,7,98934,329,89339,1046,4489,3731,41043,17656,227,18867,4293,1,181,25,271,0,0,2806,152704,150230,-482,88733,60036,23,229,229,0,301,37,354,999,0,999,2474,2333,141,0,0,0,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,168338,2216,17899,88,94498,398,83598,1067,5383,4052,50681,21186,261,23195,6039,1,147,28,297,0,0,2483,159444,156410,-282,90925,63631,25,264,264,0,432,37,244,1134,0,1134,3034,2890,144,0,0,0,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,171405,1978,20479,93,88546,340,76192,2049,5779,4186,57662,23004,259,27080,7319,1,158,31,318,0,0,2139,161472,158883,-309,90280,66174,19,262,262,0,509,38,292,1618,0,1618,2589,2444,145,0,0,0,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,176593,2015,16563,77,94243,317,80562,2095,6692,4577,60872,21938,272,30036,8626,1,158,35,344,0,0,2285,166136,163391,200,91104,69155,13,275,275,0,427,38,336,1843,0,1843,2745,2599,146,0,0,0,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,188210,2174,17681,71,90428,434,75092,1887,8291,4724,74658,27707,394,35663,10894,2,182,40,402,0,0,2572,176289,174064,1374,96746,71898,22,398,398,0,810,38,453,2325,0,2325,2225,2077,148,0,0,0,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,200827,2697,20056,12,90189,511,73721,1825,9439,4693,84800,32783,490,40249,11278,2,228,48,508,0,0,2287,188199,185866,900,103589,76849,16,495,495,0,911,39,615,2452,0,2452,2333,2184,149,0,0,0,ND
1952:Q1,201861,2420,20276,165,90326,559,73414,1698,9833,4822,85342,32445,458,41037,11402,2,251,48,532,0,0,2499,188906,186614,746,102782,78610,240,463,463,0,589,39,721,2424,0,2424,2292,2143,149,0,0,0,ND
1952:Q2,204664,2396,19381,18,90648,503,73336,1565,10207,5037,88719,33420,416,42550,12333,2,280,50,545,0,0,2625,191436,189116,454,103321,80959,43,420,420,0,653,39,691,2536,0,2536,2320,2168,152,0,0,0,ND
1952:Q3,209858,2530,20581,425,91940,570,73868,1938,10588,4976,90780,33321,454,44106,12899,2,304,52,553,0,0,2691,196512,194154,1389,105023,82465,428,459,459,0,715,40,803,2832,0,2832,2358,2204,154,0,0,0,ND
1952:Q4,215565,2753,19950,32,93639,569,75378,2160,10643,4889,95382,35613,492,45533,13744,2,338,57,568,0,0,2844,201904,199591,869,108779,85041,50,497,497,0,864,41,801,2649,0,2649,2313,2155,158,0,0,0,ND
1953:Q1,215203,2550,20148,494,91394,512,72741,2113,11058,4970,96708,34931,455,46691,14631,2,359,59,595,0,0,2894,201935,199221,1276,105605,87021,627,460,460,0,611,42,720,2859,0,2859,2714,2554,160,0,0,0,ND
1953:Q2,214665,2590,19561,39,89147,415,70935,1676,11053,5068,99429,35111,428,48496,15394,2,380,61,614,0,0,2842,200902,198319,504,103073,89868,48,432,432,0,718,43,634,2999,0,2999,2583,2420,163,0,0,0,ND
1953:Q3,221192,2650,19309,228,93210,500,74427,1883,11227,5173,101946,35597,515,50102,15732,3,402,63,622,0,0,2759,207249,204525,1264,106038,91503,237,520,520,0,801,43,744,3375,0,3375,2724,2557,167,0,0,0,ND
1953:Q4,225905,2512,20160,11,96208,567,75365,3699,11393,5184,102755,34711,573,51588,15883,3,435,66,633,0,0,3122,211992,209105,509,108904,94270,41,579,579,0,952,43,977,2830,0,2830,2887,2723,164,0,0,0,ND
1954:Q1,223701,2630,19194,118,94798,713,72561,4094,12025,5405,102648,33771,580,52803,15494,3,470,68,673,0,0,3099,209355,206645,-155,104583,96947,78,586,586,0,630,44,851,3081,0,3081,2710,2543,167,0,0,0,ND
1954:Q2,229417,2660,19011,7,97185,695,75341,3268,12604,5277,105590,34117,589,54804,16080,3,501,71,692,0,0,3697,214811,211943,13,106365,100284,29,595,595,0,675,44,693,3245,0,3245,2868,2698,170,0,0,0,ND
1954:Q3,234787,2830,18331,242,100062,821,79044,1898,13050,5249,108222,34488,609,56946,16179,3,536,74,703,0,0,3784,220148,217091,382,108053,102332,332,615,615,0,689,45,884,3759,0,3759,3057,2885,172,0,0,0,ND
1954:Q4,242524,2469,18876,32,103641,802,80656,3628,13336,5219,111946,35319,873,59307,16447,3,577,78,726,0,0,4176,227104,224319,-175,113456,104819,21,882,882,0,867,48,948,3453,0,3453,2785,2600,185,0,0,0,ND
1955:Q1,241852,2830,18388,686,99469,713,76053,3746,13823,5134,114995,35699,807,61560,16929,3,617,81,765,0,0,4018,226253,223562,125,109916,106910,674,815,815,0,702,49,738,3633,0,3633,2691,2504,187,0,0,0,ND
1955:Q2,245889,2681,18066,145,97194,582,75132,2858,13637,4985,121811,38325,655,64516,18315,3,697,84,791,0,0,4417,229931,227302,171,111018,109566,61,662,662,0,1017,50,533,4224,0,4224,2629,2439,190,0,0,0,ND
1955:Q3,250454,2960,18475,493,95308,585,73902,2316,13704,4801,127069,39917,671,67369,19112,4,768,87,802,0,0,4488,234356,231609,962,111761,110976,478,678,678,0,1275,50,582,4847,0,4847,2747,2553,194,0,0,0,ND
1955:Q4,255969,2682,19005,193,95182,532,73320,3054,13570,4706,132963,42972,642,69481,19868,4,814,91,819,0,0,4216,239335,236800,689,115634,113274,44,648,648,0,1417,53,573,4468,0,4468,2535,2333,202,0,0,0,ND
1956:Q1,256807,2890,18582,839,92441,562,70555,3084,13670,4570,135778,43595,660,71353,20170,4,861,94,879,0,0,4439,239656,237361,530,113248,115386,833,667,667,0,1138,53,531,4975,0,4975,2295,2089,206,0,0,0,ND
1956:Q2,258841,2273,18443,266,89779,513,68510,2557,13701,4498,141567,45698,684,73822,21363,4,842,98,906,0,0,4663,241267,238868,250,112456,118567,98,691,691,0,1173,54,468,5111,0,5111,2399,2191,208,0,0,0,ND
1956:Q3,263957,3100,18656,734,90096,593,68874,2331,13820,4478,144833,46164,805,76157,21707,4,828,102,916,0,0,4688,245995,243584,1316,113186,120060,791,813,813,0,1142,55,711,5510,0,5510,2411,2201,210,0,0,0,ND
1956:Q4,269571,3261,19059,195,91596,581,70295,2713,13742,4265,148856,47961,967,77900,22028,4,843,108,933,0,0,4716,251439,249022,787,117532,122702,44,977,977,0,1228,54,878,4820,0,4820,2417,2210,207,0,0,0,ND
1957:Q1,270842,2910,18350,816,92522,551,70652,2973,13929,4417,149816,47531,1019,79108,22158,5,840,111,982,0,0,4490,252475,250054,21,114760,126232,936,1029,1029,0,961,54,799,5262,0,5262,2421,2211,210,0,0,0,ND
1957:Q2,273435,2950,18628,650,89352,501,67298,2783,14171,4599,154747,49888,979,80731,23149,5,898,116,1001,0,0,5088,254861,252318,403,113193,129781,658,989,989,0,1079,55,691,5469,0,5469,2543,2333,210,0,0,0,ND
1957:Q3,279151,3040,18594,605,92817,565,70399,2731,14366,4756,157075,49581,1197,82626,23671,5,885,121,1012,0,0,4997,260453,257577,848,115026,131736,695,1209,1209,0,1119,55,829,6060,0,6060,2876,2665,211,0,0,0,ND
1957:Q4,282858,3335,19034,263,93481,673,69597,3475,14766,4970,159626,50144,1307,84249,23926,5,881,126,1030,0,0,5077,263830,260831,-229,117018,135000,30,1320,1320,0,1265,52,959,5416,0,5416,2999,2797,202,0,0,0,ND
1958:Q1,285244,2890,18426,877,96827,1025,70859,4276,15394,5273,158754,48162,1529,85583,23480,5,918,129,1084,0,0,5334,265906,262711,-1702,114159,140684,597,1544,1544,0,696,53,1020,5660,0,5660,3195,2993,202,0,0,0,ND
1958:Q2,295233,3017,18568,815,101233,1072,73924,3786,16700,5751,162960,49534,1352,88009,24065,5,978,132,1101,0,0,6424,275415,272304,-1911,118331,146137,598,1366,1366,0,929,53,824,5977,0,5977,3111,2908,203,0,0,0,ND
1958:Q3,298474,3140,18101,878,104028,1056,76095,4090,17248,5539,164534,47888,1281,90969,24396,5,1049,135,1113,0,0,5491,278152,275123,-654,116047,148605,928,1294,1294,0,1010,53,899,6941,0,6941,3029,2825,204,0,0,0,ND
1958:Q4,307396,3249,18504,221,105882,890,77720,4397,17400,5475,171176,51260,1194,93871,24851,6,1109,138,1132,0,0,5979,286909,283880,-889,122705,151862,32,1206,1206,0,1298,58,934,6674,0,6674,3029,2805,224,0,0,0,ND
1959:Q1,306634,3090,18194,1054,102900,889,74963,4047,17630,5371,173023,50317,1054,96271,25381,6,1112,141,1201,0,0,5913,285747,282913,-562,117488,154402,1120,1065,1065,0,1087,58,813,7442,0,7442,2834,2609,225,0,0,0,ND
1959:Q2,313331,3260,18188,974,100180,723,72514,3757,17776,5410,181545,53914,983,99673,26975,6,1121,145,1224,0,0,6688,291913,289193,199,118523,157912,1375,993,993,0,1537,59,571,8024,0,8024,2720,2493,227,0,0,0,ND
1959:Q3,317881,3240,17760,631,98650,806,70780,3850,17868,5346,188260,55887,954,103053,28366,6,1079,148,1235,0,0,6872,296147,293309,318,120581,159429,822,964,964,0,1795,60,528,8812,0,8812,2838,2609,229,0,0,0,ND
1959:Q4,322308,3012,18174,152,97622,793,69963,3847,17799,5220,195898,59837,1151,105737,29173,6,1081,152,1253,0,0,4958,299885,297359,436,123590,161648,133,1163,1163,0,2134,61,475,7719,0,7719,2526,2293,233,0,0,0,ND
1960:Q1,319605,3360,17716,1133,92705,808,64909,4110,17774,5104,197845,58983,1366,107732,29764,6,1025,156,1348,0,0,4311,297176,294393,171,117097,163526,1865,1380,1380,0,1520,61,595,8178,0,8178,2783,2547,236,0,0,0,ND
1960:Q2,325762,3490,17528,1121,92211,887,64596,4113,17531,5084,204199,61452,1382,110205,31160,6,1034,159,1366,0,0,4648,302716,299882,18,119582,167569,1434,1396,1396,0,1770,62,772,7279,0,7279,2834,2594,240,0,0,0,ND
1960:Q3,333876,3540,18058,913,96365,1014,67991,4286,17913,5161,207626,60918,1668,113067,31973,7,1004,162,1377,0,0,4824,310456,307521,1175,121697,171505,1099,1685,1685,0,1736,63,1137,7424,0,7424,2935,2691,244,0,0,0,ND
1960:Q4,342479,3346,17081,285,100701,1213,71155,4798,18357,5178,212716,62903,2027,115478,32308,7,1055,166,1398,0,0,5724,318210,315294,909,125710,176937,108,2047,2047,0,1981,64,1474,6064,0,6064,2916,2672,244,0,0,0,ND
1961:Q1,342990,3630,15992,1283,101449,1503,70506,4980,19256,5204,213839,61003,2231,117642,32963,7,1118,170,1502,0,0,4000,318454,315524,-406,119630,182482,1338,2253,2253,0,1477,65,1381,7304,0,7304,2930,2682,248,0,0,0,ND
1961:Q2,351309,2903,16716,283,103071,1580,72528,4969,18927,5067,218660,62145,2271,120844,33400,7,1124,175,1517,0,0,6853,326040,322963,-41,121425,189071,316,2294,2294,0,1869,65,969,6995,0,6995,3077,2826,251,0,0,0,ND
1961:Q3,362559,3870,16310,1404,109181,1857,76978,4910,20463,4973,223680,63013,2422,124457,33788,7,1149,179,1532,0,0,5247,337151,333748,628,125356,192783,1622,2446,2446,0,2124,66,788,7935,0,7935,3403,3150,253,0,0,0,ND
1961:Q4,373166,3689,17387,248,110928,2170,77347,5460,21144,4807,232100,67109,2683,127954,34354,7,1211,183,1552,0,0,5861,347464,343497,1134,130955,197676,274,2710,2710,0,2662,71,582,7433,0,7433,3967,3694,273,0,0,0,ND
1962:Q1,374699,3900,16786,1546,111253,2036,75962,5849,22506,4900,233454,65746,2498,130886,34324,8,1223,187,1565,0,0,4777,349366,345077,-1220,124279,206020,1693,2523,2523,0,2151,72,713,8846,0,8846,4289,4014,275,0,0,0,ND
1962:Q2,384571,3185,17206,501,112539,1832,75817,6160,23953,4777,241469,67489,2342,135484,36154,8,1115,191,1574,0,0,6783,357442,354344,-822,126713,213477,560,2365,2365,0,2767,72,746,8466,0,8466,3098,2820,278,0,0,0,ND
1962:Q3,393365,4270,17105,1167,113079,1965,75596,5894,24868,4756,248446,68945,2281,140319,36901,8,1178,196,1580,0,0,6336,365932,362902,963,126764,218126,1388,2304,2304,0,3046,73,979,9259,0,9259,3030,2750,280,0,0,0,ND
1962:Q4,409248,4519,17454,602,117510,2015,77518,6968,26185,4824,259229,74085,2650,144794,37700,8,1267,201,1593,0,0,6865,381436,377817,-151,135649,226318,671,2676,2676,0,3479,68,1078,8029,0,8029,3619,3357,262,0,0,0,ND
1963:Q1,410509,4210,16410,1843,117711,2145,76751,6969,27007,4839,261734,71918,2589,148895,38332,8,1326,206,1608,0,0,5453,382899,379016,-1634,127601,234903,2186,2615,2615,0,2514,69,1181,9581,0,9581,3883,3619,264,0,0,0,ND
1963:Q2,422930,3483,16965,866,117647,2093,75414,7035,28458,4647,272829,75234,2697,154661,40237,9,1375,210,1618,0,0,7928,395014,390720,-1216,131723,242334,1096,2724,2724,0,3270,69,883,9837,0,9837,4294,4030,264,0,0,0,ND
1963:Q3,431156,4550,16621,1572,116808,1948,73664,7268,29553,4375,281321,76661,2709,160424,41527,9,1417,215,1640,0,0,7003,403762,399092,-343,130898,247248,1854,2771,2736,35,4024,69,863,11708,0,11708,4670,4406,264,0,0,0,ND
1963:Q4,445524,4259,17049,988,119077,2044,75022,7407,30543,4061,293067,81834,2890,165536,42807,9,1459,220,1668,0,0,7728,417922,413344,-641,138035,255852,1022,3152,2919,233,4784,72,710,10358,0,10358,4578,4302,276,0,0,0,ND
1964:Q1,447770,4500,16611,2151,118740,2225,73765,6906,31312,4532,294655,78260,3102,169568,43725,9,1511,226,1697,0,0,7670,419518,415141,-2170,131723,263318,2425,3553,3133,420,4168,72,914,11138,0,11138,4377,4101,276,0,0,0,ND
1964:Q2,460564,4539,16973,1190,117300,2131,71471,7169,31957,4572,308994,84780,3149,174892,46173,9,1543,231,1714,0,0,8071,431464,426899,-2356,136026,271028,1533,3713,3180,533,4769,72,846,11268,0,11268,4565,4287,278,0,0,0,ND
1964:Q3,471400,4780,17121,1969,120433,2354,73089,7215,33236,4539,314987,83670,3175,180420,47722,10,1575,236,1730,0,0,8559,442180,437516,-1296,137959,277057,2017,3884,3207,677,4837,73,886,12099,0,12099,4664,4385,279,0,0,0,ND
1964:Q4,487779,4532,17850,1405,124310,2505,75302,8060,34066,4377,327340,90007,3385,185076,48872,10,1604,241,1751,0,0,8736,457434,453004,-1527,144898,286271,1914,4192,3419,773,5325,77,935,10919,0,10919,4430,4136,294,0,0,0,ND
1965:Q1,491638,4840,17277,2080,122200,2084,71949,8318,35415,4434,333369,91087,3325,188902,50055,10,1649,247,1783,0,0,8183,461450,457044,-2160,138236,295943,2689,4251,3358,893,4747,77,769,12492,0,12492,4406,4110,296,0,0,0,ND
1965:Q2,507721,4978,18229,1587,121437,2253,69437,8249,37046,4452,348101,97692,3355,194040,53014,10,1663,253,1801,0,0,9662,476774,472166,-570,143051,303524,2290,4879,3389,1490,5586,76,678,12652,0,12652,4608,4314,294,0,0,0,ND
1965:Q3,514104,5370,17797,2295,121995,2328,68500,8451,38400,4316,354309,97101,3314,199422,54472,11,1782,259,1814,0,0,8472,483811,478646,-1090,140390,310388,3221,4864,3347,1517,5802,76,784,14211,0,14211,5165,4874,291,0,0,0,ND
1965:Q4,532816,4851,18447,2121,126101,1970,72145,8713,39142,4131,368396,105630,3392,203826,55548,11,1839,265,1828,0,0,8957,502099,496641,-1641,150297,319441,2458,5016,3426,1590,5997,76,806,14191,0,14191,5458,5165,293,0,0,0,ND
1966:Q1,533926,5470,17941,2108,123843,2031,68534,9075,40090,4113,371970,104231,3388,207809,56542,11,1828,272,1863,0,0,8620,503034,497842,-1788,142484,326323,2416,5055,3422,1633,5687,76,1062,16527,0,16527,5192,4902,290,0,0,0,ND
1966:Q2,549173,5234,18564,2125,122243,1700,65726,9630,41069,4118,387129,113634,3420,211645,58430,11,1780,278,1901,0,0,9908,517243,512448,-316,149335,332311,2364,5148,3454,1694,6783,76,624,16123,0,16123,4795,4501,294,0,0,0,ND
1966:Q3,550729,5830,18070,2346,122888,1791,65999,8901,41906,4291,387792,110787,3370,214451,59184,12,1684,284,1926,0,0,9897,517847,513990,2607,142789,334584,2624,5098,3404,1694,7175,77,613,18423,0,18423,3857,3560,297,0,0,0,ND
1966:Q4,562767,5450,19794,2499,125675,1943,68573,9213,41472,4474,396395,116906,3603,216282,59604,12,1742,291,1939,0,0,8970,530604,525110,2918,152379,339785,2858,5333,3639,1694,6935,73,731,14098,0,14098,5494,5215,279,0,0,0,ND
1967:Q1,567710,5970,18619,3211,132362,2638,70526,9980,43880,5338,394620,114065,3704,217434,59417,13,1889,309,1965,0,0,8752,535044,529752,-595,145613,353136,3633,5638,3741,1897,5175,73,897,16182,0,16182,5292,5009,283,0,0,0,ND
1967:Q2,582180,4854,19505,3898,134335,2818,66591,11156,47385,6385,405450,118872,4131,220962,61485,13,1953,328,1977,0,0,9867,548489,543702,238,148672,364444,4444,6092,4172,1920,4302,74,558,14878,0,14878,4787,4503,284,0,0,0,ND
1967:Q3,599468,6252,20039,3931,144115,3091,73756,11416,48597,7255,410671,117645,4146,225885,62995,14,2070,348,1983,0,0,10045,566507,560833,2478,152944,372564,4730,6142,4187,1955,4122,74,639,17140,0,17140,5674,5388,286,0,0,0,ND
1967:Q4,628282,5931,21092,3982,149736,2911,76260,12520,50561,7484,432219,133476,4317,230316,64110,15,2093,370,1993,0,0,10851,585671,580185,3803,164810,380398,5006,6323,4360,1963,4386,77,647,14735,0,14735,5486,5190,296,0,0,0,ND
1968:Q1,623853,6250,21232,4366,152422,3221,75984,13355,51896,7966,424566,122267,4336,233542,64421,16,2022,392,2029,0,0,10558,589269,583178,3268,155084,389189,5731,6342,4379,1963,4269,77,660,18558,0,18558,6091,5793,298,0,0,0,ND
1968:Q2,637278,5190,21462,4736,150830,2923,73127,13333,53160,8287,438836,128992,4286,238207,67351,17,2142,416,2043,0,0,11606,602693,595691,5906,160139,393619,6565,6468,4329,2139,4889,78,562,17465,0,17465,7002,6701,301,0,0,0,ND
1968:Q3,657080,6660,22413,5695,158552,3348,76731,13906,55952,8615,446964,129278,4327,243242,70117,18,2158,442,2020,0,0,12158,622563,615400,8394,164273,403163,7041,6592,4370,2222,5026,79,664,20168,0,20168,7163,6859,304,0,0,0,ND
1968:Q4,682248,7195,21859,6688,163897,2924,78410,14275,59162,9126,465598,140129,4428,248562,72479,19,2195,469,2033,0,0,12295,644311,639453,8101,178376,413743,7515,6693,4472,2221,5259,81,620,19065,0,19065,4858,4547,311,0,0,0,ND
1969:Q1,680222,6490,22066,7076,160006,3278,73383,14506,59361,9478,469225,138544,4464,252722,73495,20,2201,498,2083,0,0,10557,642709,637531,10323,165570,416259,9360,6606,4509,2097,5331,82,774,23226,100,23126,5178,3964,314,900,0,0,ND
1969:Q2,695086,6258,20808,7400,156062,3460,67989,14881,60689,9043,486655,146765,4880,258147,76863,21,2253,529,2110,0,0,12990,657316,651569,16655,172648,416556,11215,6938,4929,2009,6413,83,618,20443,200,20243,5747,3628,319,1800,0,0,ND
1969:Q3,698030,6950,22508,8766,153922,3596,66655,14395,60340,8936,490724,143920,5232,263116,78456,23,2291,561,2110,0,0,10175,661916,654899,13373,169879,411224,13077,7299,5284,2015,7940,84,738,31285,300,30985,7017,3993,324,2700,0,0,ND
1969:Q4,713304,7320,22085,10199,154694,3524,66954,15242,59829,9145,503896,153314,5451,265620,79511,24,2375,595,2147,0,0,9969,676079,668673,15888,183161,413205,14777,7543,5506,2037,9289,77,704,24029,400,23629,7406,3511,295,3600,0,0,ND
1970:Q1,707051,6940,22568,11011,153260,3608,62201,16206,60783,10462,497374,146427,5352,266712,78883,26,2425,632,2239,0,0,10576,671654,662828,14148,170559,417227,15278,7466,5406,2060,9745,78,1143,27184,500,26684,8826,4026,300,4500,0,0,ND
1970:Q2,723570,7090,21991,11572,157778,3859,61518,16862,63539,12000,508949,152395,5973,269675,80906,27,2255,671,2271,0,0,10966,686750,678003,13763,177697,429357,15746,8126,6033,2093,10236,79,857,22142,600,21542,8747,3043,304,5400,0,0,ND
1970:Q3,745757,7260,23938,14130,168100,4569,66726,18529,66321,11955,518079,155114,5848,274379,82738,29,2514,712,2290,0,0,8705,710870,699997,12915,178285,449677,16179,8016,5906,2110,10525,80,1044,23276,800,22476,10873,3365,308,7200,0,0,ND
1970:Q4,776934,7047,24150,16584,182611,4937,72619,21622,70524,12909,531258,161869,7058,279276,83055,31,2713,755,2309,0,0,9476,743677,729553,10371,192844,468066,16722,9264,7129,2135,10615,79,1062,20530,1000,19530,14124,4819,305,9000,0,0,ND
1971:Q1,795872,7230,25932,17295,192593,5358,73525,23197,74896,15617,533060,157893,7173,284587,83407,32,2954,803,2346,0,0,13627,763218,747627,6677,179839,497652,18603,9795,7245,2550,9690,80,1315,23976,1100,22876,15591,5382,309,9900,0,0,ND
1971:Q2,821579,7634,24550,16941,198897,5067,72217,26635,78160,16818,553288,164977,7645,293518,87148,34,3019,852,2331,0,0,14033,788553,772056,5389,192148,515222,20520,10359,7721,2638,7241,81,860,20236,1200,19036,16497,5383,314,10800,0,0,ND
1971:Q3,842517,8100,25424,19012,201032,5236,69615,27754,80275,18152,568909,165434,8148,304653,90674,37,3122,903,2334,0,0,13644,810085,791974,3805,189570,530321,22511,11004,8229,2775,7637,83,993,26050,1400,24650,18111,5193,318,12600,0,0,ND
1971:Q4,879662,7541,27788,21079,212494,5449,75389,29592,83351,18713,589117,172894,7889,314561,93773,39,3300,959,2360,0,0,14985,845247,826153,3128,206401,549909,24732,10958,7968,2990,7936,90,1080,21919,1500,20419,19094,5250,344,13500,0,0,ND
1972:Q1,900995,8050,28471,22378,217590,4887,73559,31882,86017,21245,601421,173818,7985,324428,95190,41,3575,1018,2470,0,0,15981,866928,847123,-697,196046,574870,28371,11551,8065,3486,5992,91,1054,29845,1600,28245,19805,5056,349,14400,0,0,ND
1972:Q2,931198,6799,27482,22316,219351,4709,70550,33585,87827,22680,629679,183464,7069,338354,100792,44,3722,1080,2493,0,0,18232,897776,876741,1306,199787,595775,31366,10763,7140,3623,6075,92,749,30828,1700,29128,21035,5382,353,15300,0,0,ND
