1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q1,21966824,99027,2474282,659216,4929320,28706,894265,2823831,539490,643028,12320150,4391985,18802,5704290,2205073,1806,30002,233150,66339,12801,179664,961067,22425680,19923025,490132,3179159,13499450,788279,438937,225758,213179,675064,22308,107558,722138,119308,602830,2502655,77050,283830,2019400,122375,13360,7488505
2020:Q2,22819164,91952,2787035,863221,5277926,12442,1103507,2920789,559038,682150,12346673,4448592,16766,5738619,2142696,2804,34986,273359,56571,13870,180981,889786,23306894,20716952,331906,3879772,14170422,688673,444080,221619,222461,427939,21402,109938,642820,118631,524189,2589942,89711,336786,2051991,111454,13264,8080842
2020:Q3,22937085,90030,2743246,835014,5579567,4197,1187186,3095566,572416,720202,12177498,4240792,16960,5766698,2153048,1817,37927,295023,53926,16399,182762,923876,23342359,20712131,247508,4012881,14211968,719946,473788,232497,241291,351731,21337,112346,560626,121317,439309,2630228,82025,366219,2080964,101020,13490,8147458
2020:Q4,23481689,99199,2994932,862448,5868161,2332,1203597,3375696,593874,692662,12112588,4164557,16240,5741080,2190711,1651,44266,332172,51211,16315,184817,913929,23928457,21185128,164082,5183312,13679403,715869,502149,245678,256471,292789,20007,113005,514512,118866,395646,2743329,118821,412474,2120080,91954,13461,8499854
2021:Q1,24248538,97604,3672702,602518,6280739,272,1263711,3606335,602238,808183,12040673,4182668,15687,5706182,2136136,1958,48572,346747,49859,18373,186898,901895,24798608,21946504,58968,5515063,14194668,744964,484781,238429,246352,265849,19653,96276,566282,123844,442438,2852104,150713,426079,2141065,134247,13364,8833637
2021:Q2,24416955,92501,3511630,576527,6533699,75,1346610,3728188,619940,838886,12085480,4106033,14353,5751809,2213285,1522,52504,377377,49249,21873,191587,923006,24945568,22054885,50527,5951393,13990098,685127,427599,206532,221067,242215,17149,94392,596385,131896,464489,2890683,147051,432373,2194463,116796,13503,9084470
2021:Q3,25158085,89512,3859245,587147,6780242,0,1456514,3831972,629091,862665,12203336,4076361,17065,5846146,2263764,511,50611,376094,48527,19008,193922,949930,25602260,22672522,180602,6276559,14135833,719119,388703,184574,204129,226201,17265,101110,627130,141972,485158,2929738,156327,427368,2220256,125787,13470,9247094
2021:Q4,25639141,90494,3644277,593567,7056427,270,1641353,3883089,643674,888041,12631177,4302673,18135,5952546,2357823,-1471,54798,394743,49267,22040,198164,905658,26172321,23186890,220757,6542749,14437630,688474,365539,173845,191694,214423,17061,104138,596119,142906,453213,2985431,169994,463403,2243503,108531,13590,9581976
2022:Q1,25788988,89108,3597411,580843,6986491,474,1654305,3746620,621626,963466,12798111,4458884,13960,5948367,2376900,-3166,53800,373031,50290,20539,200306,1042224,26543385,23653013,294624,6732055,14544409,700548,425683,215636,210047,241337,16646,46687,651024,128010,523014,2890372,154304,425662,2178210,132196,13161,9662904
2022:Q2,25541466,89090,2955412,570603,6777853,370,1687071,3536619,611395,942398,13346649,4670882,14012,6163782,2497973,-1943,44817,310677,57772,16677,202219,1171640,26209002,23516114,265362,6921851,14097120,659791,486986,256380,230606,381753,16156,32269,654826,134000,520826,2692888,126698,346135,2114502,105553,12376,9445270
2022:Q3,25542886,79251,2874800,609976,6414376,78,1606185,3272265,590890,944958,13694001,4755221,13465,6351511,2573804,-3264,41448,294620,63594,16758,204431,1252895,26299053,23673330,365088,7009223,13831293,652579,494389,260834,233555,519835,16653,17782,766488,131498,634990,2625723,124637,321113,2063385,116588,11622,9205670
2022:Q4,25614970,86710,2684814,596158,6354612,79,1580270,3214009,590838,969416,14052266,4880792,14889,6490029,2666556,-2983,46420,333535,70632,14315,204699,1173792,26425938,23743803,376559,6879800,13820254,649567,577628,307987,269641,679114,16880,30294,713707,138334,575373,2682135,124426,344651,2103649,109409,10899,9024333
2023:Q1,26125601,83243,3183739,661253,6287068,30,1492925,3244302,577896,971915,14139219,4907062,18076,6569723,2644358,-1042,46033,360059,80723,14182,206032,1065092,26807751,24065141,837458,6835274,13439604,799273,536803,290563,246240,897990,16830,31617,670292,140214,530078,2742610,84325,375794,2165368,117123,10345,8356000
2023:Q2,25872135,82926,3046883,625267,6116994,0,1434335,3156723,559064,966872,14239792,4900894,18432,6632616,2687850,-3201,48844,376465,74537,15088,202309,1046231,26618374,23828670,728205,6715431,13482016,822580,578271,317139,261132,714804,17233,29221,740909,154249,586660,2789704,80693,420367,2174470,114174,10076,8223023
2023:Q3,25757847,74619,3066647,605588,5869965,0,1428397,2983436,529646,928486,14332394,4898043,19376,6692175,2722800,-2248,48539,356777,72153,13223,202161,1118029,26626616,23829127,632951,6583900,13565118,806736,589327,325202,264125,662661,17730,30800,939904,185318,754586,2797489,82509,407039,2170463,137478,9878,8191313
2023:Q4,26155119,83764,3134759,656837,6060193,0,1514435,3094963,542694,908101,14481505,4956129,19957,6742172,2763247,-1550,53513,393503,71571,14420,202686,1003918,27049921,24162485,676289,6641562,13669186,795711,623482,356222,267260,640581,17627,56723,1041324,237020,804304,2887436,99063,460319,2212436,115618,9921,8125338
2024:Q1,26387115,73820,3345698,635194,6173175,15,1614713,3077637,526675,954135,14446805,4949591,19859,6771843,2705512,-881,69089,406198,69885,14724,203278,950130,27384947,24410042,610530,6948255,13667691,820809,619451,356912,262539,593705,18341,39824,1091436,258474,832962,2974905,106590,505451,2236391,126473,10041,8260004
