date,FU564090005.Q,FU563034003.Q,FU564022005.Q,FU563061103.Q,FU563062003.Q,FU563063003.Q,FU563064100.Q,FU563093003.Q,FU564090005.Q,FU564091600.Q,FU564092603.Q,FU564091703.Q,FU564091403.Q,FU564091303.Q,FU564091203.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1959:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1959:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1960:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1961:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1962:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1963:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1964:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1965:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1966:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1967:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1968:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1969:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1970:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1971:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1972:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1973:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1974:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1975:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1976:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1977:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1978:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1979:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1980:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1981:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1982:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1983:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1984:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1985:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1986:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1987:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1988:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1989:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1990:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1991:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q1,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q2,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q3,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1992:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1993:Q1,131,0,0,0,0,0,131,0,131,ND,ND,0,ND,ND,ND
1993:Q2,144,0,0,0,0,0,144,0,144,ND,ND,0,ND,ND,ND
1993:Q3,6,0,0,0,0,0,6,0,6,ND,ND,0,ND,ND,ND
1993:Q4,169,0,0,0,0,0,169,0,169,ND,ND,0,ND,ND,ND
1994:Q1,217,0,0,0,0,0,217,0,217,ND,ND,0,ND,ND,ND
1994:Q2,-266,0,0,0,0,0,-266,0,-266,ND,ND,0,ND,ND,ND
1994:Q3,-87,0,0,0,0,0,-87,0,-87,ND,ND,0,ND,ND,ND
1994:Q4,108,0,0,0,0,0,108,0,108,ND,ND,0,ND,ND,ND
1995:Q1,-16,0,0,0,0,0,-16,0,-16,ND,ND,0,ND,ND,ND
1995:Q2,141,0,0,0,0,0,141,0,141,ND,ND,0,ND,ND,ND
1995:Q3,78,0,0,0,0,0,78,0,78,ND,ND,0,ND,ND,ND
1995:Q4,238,0,0,0,0,0,238,0,238,ND,ND,0,ND,ND,ND
1996:Q1,247,0,0,0,0,0,247,0,247,ND,ND,0,ND,ND,ND
1996:Q2,150,0,0,0,0,0,150,0,150,ND,ND,0,ND,ND,ND
1996:Q3,143,0,0,0,0,0,143,0,143,ND,ND,0,ND,ND,ND
1996:Q4,550,0,0,0,0,0,550,0,550,ND,ND,0,ND,ND,ND
1997:Q1,313,0,0,0,0,0,313,0,313,ND,ND,0,ND,ND,ND
1997:Q2,408,0,0,0,0,0,408,0,408,ND,ND,0,ND,ND,ND
1997:Q3,1037,0,0,0,0,0,1037,0,1037,ND,ND,0,ND,ND,ND
1997:Q4,1682,0,0,0,0,0,1682,0,1682,ND,ND,0,ND,ND,ND
1998:Q1,574,0,0,0,0,0,574,0,574,ND,ND,0,ND,ND,ND
1998:Q2,860,0,0,0,0,0,860,0,860,ND,ND,0,ND,ND,ND
1998:Q3,1530,0,0,0,0,0,1530,0,1530,ND,ND,0,ND,ND,ND
1998:Q4,3060,0,0,0,0,0,3060,0,3060,ND,ND,0,ND,ND,ND
1999:Q1,305,0,0,0,0,0,305,0,305,ND,ND,0,ND,ND,ND
1999:Q2,2565,0,0,0,0,0,2565,0,2565,ND,ND,0,ND,ND,ND
1999:Q3,1416,0,0,0,0,0,1416,0,1416,ND,ND,0,ND,ND,ND
1999:Q4,7876,0,0,0,0,0,7876,0,7876,ND,ND,0,ND,ND,ND
2000:Q1,522,0,0,0,0,0,522,0,522,ND,ND,0,ND,ND,ND
2000:Q2,11578,0,0,0,0,0,11578,0,11578,ND,ND,0,ND,ND,ND
2000:Q3,3519,0,0,0,0,0,3519,0,3519,ND,ND,0,ND,ND,ND
2000:Q4,26792,0,0,0,0,0,26792,0,26792,ND,ND,0,ND,ND,ND
2001:Q1,14470,0,0,0,0,0,14470,0,14470,ND,ND,0,ND,ND,ND
2001:Q2,2828,0,0,0,0,0,2828,0,2828,ND,ND,0,ND,ND,ND
2001:Q3,6983,0,0,0,0,0,6983,0,6983,ND,ND,0,ND,ND,ND
2001:Q4,6732,0,0,0,0,0,6732,0,6732,0,0,0,0,0,0
2002:Q1,6010,0,0,0,0,0,6010,0,6010,5277,733,0,0,0,0
2002:Q2,16306,0,0,0,0,0,16306,0,16306,12563,3744,0,0,0,0
2002:Q3,10799,0,3747,2099,0,1648,7052,0,10799,8584,-1531,0,0,3747,0
2002:Q4,12187,0,-17,-122,0,105,12204,0,12187,11357,847,0,0,-17,0
2003:Q1,1512,0,-287,-450,0,163,1799,0,1512,1614,185,0,0,-287,0
2003:Q2,3747,0,104,-260,0,364,3643,0,3747,2577,1066,0,0,104,0
2003:Q3,-6014,0,393,494,0,-101,-6407,0,-6014,-7740,1333,0,0,393,0
2003:Q4,16564,0,511,307,0,204,16053,0,16564,12873,3180,0,0,511,0
2004:Q1,7521,0,1282,899,0,383,6239,0,7521,1304,4935,0,0,1282,0
2004:Q2,15192,0,886,743,0,143,14306,0,15192,11546,2760,0,0,886,0
2004:Q3,6763,0,562,367,0,195,6201,0,6763,4520,1681,0,0,562,0
2004:Q4,26898,0,1049,804,0,245,24496,1353,26898,18228,6269,1353,0,1049,0
2005:Q1,10155,0,2926,2333,0,593,5989,1240,10155,1751,4238,1240,0,2926,0
2005:Q2,10176,0,865,524,0,341,9282,29,10176,6422,2860,29,0,865,0
2005:Q3,3646,0,1766,1128,0,638,1377,503,3646,-4989,6367,503,0,1766,0
2005:Q4,32754,0,1201,835,0,366,30466,1087,32754,20477,9990,1087,0,1201,0
2006:Q1,9957,0,752,344,0,408,6862,2343,9957,-2484,9346,2343,0,752,0
2006:Q2,24596,0,2283,1768,0,515,19908,2405,24596,16214,3694,2405,0,2283,0
2006:Q3,5348,0,708,276,0,432,3570,1070,5348,837,2733,1070,0,708,0
2006:Q4,34095,0,1987,983,0,1004,29451,2657,34095,16801,12650,2657,0,1987,0
2007:Q1,14342,0,1706,811,0,895,10622,2014,14342,4696,5926,2014,0,1706,0
2007:Q2,17366,0,3903,2176,0,1727,13161,302,17366,1820,11341,302,0,3903,0
2007:Q3,48118,0,2761,1458,0,1303,41605,3752,48118,32919,8686,3752,0,2761,0
2007:Q4,70782,0,4991,2719,0,2272,62799,2992,70782,39834,22887,2992,122,4947,0
2008:Q1,8844,0,4898,1383,503,3012,213,3733,8844,1542,-1351,3733,34,4383,503
2008:Q2,13687,0,5637,1572,438,3627,4766,3284,13687,2237,2508,3284,33,5187,438
2008:Q3,81494,0,6905,3981,249,2675,72605,1984,81494,64544,8064,1984,-5,6658,249
2008:Q4,73195,0,5534,466,491,4577,66094,1567,73195,50079,16018,1567,-4,5044,491
2009:Q1,-2473,0,12030,4605,814,6611,-29091,14588,-2473,-28991,-102,14588,3,11214,814
2009:Q2,38152,0,11476,3927,896,6653,21654,5022,38152,5934,15714,5022,11,10576,896
2009:Q3,27115,0,11003,3051,1105,6847,14273,1839,27115,8368,5900,1839,8,9895,1105
2009:Q4,53672,0,11454,3111,815,7528,35257,6961,53672,17175,18086,6961,-6,10642,815
2010:Q1,7008,0,10306,4593,654,5059,-1135,-2163,7008,-2849,1694,-2163,31,9640,653
2010:Q2,30931,0,11373,5552,721,5100,11864,7694,30931,2229,9604,7694,50,10633,721
2010:Q3,33351,0,8817,-186,561,8442,24603,-69,33351,10110,14463,-69,48,8238,561
2010:Q4,46695,-3230,3278,817,44,2417,44458,2189,46695,29011,15770,2693,15,-601,-193
2011:Q1,23599,316,7239,1723,-157,5673,15003,1041,23599,10208,4660,1303,12,7565,-149
2011:Q2,29232,127,10682,3817,254,6611,19445,-1022,29232,7956,11365,-1032,34,10644,265
2011:Q3,20914,178,13118,4471,103,8544,5334,2284,20914,3140,2284,2415,37,12939,99
2011:Q4,43904,135,14565,1238,801,12526,28883,321,43904,23028,5943,261,-10,13876,806
2012:Q1,53180,636,16124,-429,1044,15509,33553,2867,53180,20686,13046,3161,38,15198,1052
2012:Q2,25029,-81,18265,5251,814,12200,7409,-564,25029,9165,-1716,-876,36,17598,823
2012:Q3,51829,670,7508,-4495,728,11275,40092,3559,51829,26702,13242,4231,77,6844,734
2012:Q4,55358,945,9742,766,989,7987,42077,2594,55358,15469,27347,2374,96,9061,1010
2013:Q1,52250,-975,7195,-658,718,7135,51756,-5726,52250,32500,18556,-6162,324,6317,716
2013:Q2,15384,-1950,3926,1398,-428,2956,26718,-13310,15384,26445,105,-14774,328,3741,-461
2013:Q3,53739,-554,4862,-30,-983,5875,51312,-1881,53739,28733,22330,-1732,91,5328,-1012
2013:Q4,58597,-45,-2478,-6734,-72,4328,67832,-6712,58597,46240,21887,-7201,104,-2366,-69
2014:Q1,14572,20,10895,2170,361,8364,3689,-32,14572,418,2926,100,187,10576,365
2014:Q2,57708,-116,12307,3816,772,7719,46446,-929,57708,24158,22054,-911,348,11295,765
2014:Q3,48847,-189,6376,1443,835,4098,42486,174,48847,25487,16684,-78,647,5276,830
2014:Q4,119710,-34,21969,5796,1204,14969,98128,-353,119710,92551,5347,-534,446,20694,1206
2015:Q1,55565,31,19108,3024,1382,14702,32014,4412,55565,-10326,41663,4548,397,17886,1397
2015:Q2,41485,771,1949,626,547,776,40955,-2190,41485,-6032,47507,-2291,395,1355,551
2015:Q3,43163,354,21343,14589,507,6247,21849,-383,43163,22294,-279,-589,218,21000,518
2015:Q4,90777,-1078,12487,-4061,1493,15055,78783,585,90777,57011,20951,450,101,10778,1486
2016:Q1,34625,1230,31495,10150,1794,19551,-7349,9249,34625,-1052,-5829,9822,119,29766,1799
2016:Q2,30829,5647,9160,-1287,1317,9130,9423,6599,30829,9191,-713,7119,369,13210,1653
2016:Q3,91364,4779,22389,699,1475,20215,62230,1966,91364,56052,8883,1997,313,22542,1577
2016:Q4,127231,-860,13022,3073,1261,8688,121743,-6674,127231,103103,18070,-7259,288,11759,1270
2017:Q1,133970,2565,33632,8898,623,24111,97207,566,133970,58894,38969,699,551,34184,674
2017:Q2,112009,654,33046,5695,1482,25869,76291,2018,112009,20183,56207,2027,587,31521,1484
2017:Q3,87288,35,31972,9036,1245,21691,54792,489,87288,27543,26638,594,636,30638,1240
2017:Q4,137694,1576,19422,2944,1784,14694,118413,-1717,137694,78690,38641,-1719,726,19439,1917
2018:Q1,62872,-799,17174,10272,799,6103,43303,3194,62872,3171,39973,3304,712,14987,725
2018:Q2,55866,-4643,35592,16885,2258,16449,25080,-163,55866,34199,-9114,-273,338,28715,2003
2018:Q3,87268,7797,20851,6746,485,13620,61354,-2734,87268,62601,5262,-2957,417,21402,541
