1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,231309,9620,25115,988,0,0,0,160135,119729,40406,0,0,8075,14443,12213,720,1412202,5305,3268,10925,586952,582379,4573,199263,572,198691,198691,12860,29832,563797,563797,0,0
1980:Q4,235618,10550,16176,797,0,0,0,165553,123480,42073,0,0,8196,15091,17413,1842,1448495,5155,2518,11057,614124,609679,4445,198060,550,197510,197510,13195,30033,574353,574353,0,0
1981:Q1,254851,12240,19813,823,0,0,0,173192,129744,43448,0,0,8391,15733,22985,1674,1496087,6019,2818,11167,650690,646299,4391,192855,520,192335,192335,13163,31462,587913,587913,0,0
1981:Q2,243923,12042,17720,757,0,0,0,180542,135556,44986,0,0,8714,16495,5802,1851,1506242,5637,3068,11266,650488,646256,4232,191919,493,191426,191426,13497,31484,598883,598883,0,0
1981:Q3,252737,13037,23978,667,0,0,0,185352,139633,45719,0,0,9030,17133,1720,1820,1535003,5608,3318,11374,672294,668124,4170,199392,465,198927,198927,13473,31209,598335,598335,0,0
1981:Q4,252011,13834,17367,655,0,0,0,189833,142821,47012,0,0,9338,17633,1778,1573,1581502,5703,3318,11502,709823,705719,4104,197835,441,197394,197394,13833,30572,608916,608916,0,0
1982:Q1,257168,13881,18910,784,0,0,0,193017,145432,47585,0,0,9551,18712,677,1636,1626615,5454,3568,11606,742083,738577,3506,195084,415,194669,194669,13868,31624,623328,623328,0,0
1982:Q2,249566,14782,17130,958,0,0,0,198425,149807,48618,0,0,9836,19968,-13394,1861,1651117,5351,3818,11693,753173,749688,3485,195072,383,194689,194689,14232,33484,634294,634294,0,0
1982:Q3,286126,14760,34884,986,0,0,0,203637,155073,48564,0,0,10093,19852,1,1913,1721824,5254,4218,11764,813030,809587,3443,204724,353,204371,204371,14242,34969,633623,633623,0,0
1982:Q4,285617,17076,24513,1127,0,0,0,206050,156674,49376,0,0,10345,22425,2283,1798,1797176,5405,4618,11859,872701,869350,3351,208328,322,208006,208006,14679,35325,644261,644261,0,0
1983:Q1,291803,18173,20669,950,0,0,0,207280,158333,48947,0,0,10760,23698,8398,1875,1865460,5285,4618,11971,928857,925470,3387,205082,307,204775,204775,14707,35546,659394,659394,0,0
1983:Q2,303844,18459,33178,749,0,0,0,211092,161356,49736,0,0,10985,24780,2688,1913,1927854,5234,4618,12104,969826,966482,3344,213255,275,212980,212980,15112,37472,670233,670233,0,0
1983:Q3,314486,18255,41761,784,0,0,0,213344,163246,50098,0,0,11334,25071,2062,1875,1988167,5178,4618,12241,1013632,1010312,3320,228917,261,228656,228656,15164,39169,669248,669248,0,0
1983:Q4,295757,18986,16444,676,0,0,0,214814,164218,50596,0,0,11714,26191,5120,1812,2038546,5130,4618,12327,1048059,1044748,3311,232721,241,232480,232480,15637,40336,679718,679718,0,0
1984:Q1,311793,19888,18381,816,0,0,0,216404,166128,50276,0,0,12038,27510,14692,2064,2104721,5214,4618,12501,1095552,1092278,3274,232086,204,231882,231882,15723,42926,696101,696101,0,0
1984:Q2,306744,19764,18636,841,0,0,0,219096,168577,50519,0,0,12349,29795,4202,2061,2153367,5052,4618,12656,1124668,1121406,3262,237507,180,237327,237327,16177,45535,707154,707154,0,0
1984:Q3,331719,19734,34521,939,0,0,0,222615,172730,49885,0,0,12725,31057,7937,2191,2221931,4895,4618,12739,1175861,1172606,3255,253054,152,252902,252902,16230,47291,707243,707243,0,0
1984:Q4,331426,20307,21828,1208,0,0,0,231856,180393,51463,0,0,13140,31273,9726,2088,2300303,4803,4618,12880,1235985,1232741,3244,260472,141,260331,260331,16721,47479,717345,717345,0,0
1985:Q1,339010,20469,17379,1139,0,0,0,238057,186393,51664,0,0,13475,33352,12981,2158,2361746,4857,4618,13157,1280318,1277088,3230,267251,116,267135,267135,16757,50496,724292,724292,0,0
1985:Q2,342631,20897,27693,1112,0,0,0,241551,189390,52161,0,0,13815,35083,588,1892,2425702,4891,4618,13175,1313474,1310253,3221,283919,96,283823,283823,17226,53373,735026,735026,0,0
1985:Q3,359118,22289,21029,1195,0,0,0,251120,198379,52741,0,0,14151,36123,11337,1874,2490452,5191,4618,13255,1351543,1348328,3215,306560,83,306477,306477,17282,56180,735823,735823,0,0
1985:Q4,375227,25129,33973,1248,0,0,0,250671,197367,53304,0,0,14441,34952,12875,1938,2598364,5382,4718,13267,1429132,1425915,3217,332882,72,332810,332810,17829,58119,737035,737035,0,0
1986:Q1,365762,26196,14951,1621,0,0,0,252813,199508,53305,0,0,14649,34455,19161,1916,2656591,5577,4718,13478,1464885,1461722,3163,332234,61,332173,332173,17859,60178,757662,757662,0,0
1986:Q2,370977,27405,26717,1646,0,0,0,254307,201224,53083,0,0,15043,35161,8825,1873,2731316,5770,4818,13571,1491319,1488154,3165,362557,52,362505,362505,18355,65151,769775,769775,0,0
1986:Q3,388864,27928,33585,1456,0,0,0,256635,203500,53135,0,0,15758,34213,18369,920,2812725,5945,5018,13647,1556818,1553259,3559,365986,40,365946,365946,18428,71063,775820,775820,0,0
1986:Q4,389589,28032,32846,1433,0,0,0,257450,203093,54357,0,0,15923,32630,20348,927,2902083,5993,5018,13756,1612293,1608685,3608,395254,36,395218,395218,18871,72737,778161,778161,0,0
1987:Q1,369829,28338,10024,1321,0,0,0,251405,197338,54067,0,0,16112,37905,23644,1080,2948401,6299,5018,13884,1629267,1624673,4594,403249,27,403222,403222,18998,75048,796638,796638,0,0
1987:Q2,389915,24962,42488,1573,0,0,0,248123,194103,54020,0,0,16394,39389,16065,921,2997521,6262,5018,13991,1650891,1646764,4127,419280,25,419255,419255,19487,76347,806245,806245,0,0
1987:Q3,385611,26958,37426,1520,0,0,0,242261,193495,48766,0,0,16801,40469,19251,925,3039452,6270,5018,14105,1667808,1663907,3901,438167,22,438145,438145,20518,78794,808772,807810,0,962
1987:Q4,373725,29112,21410,1651,0,0,0,242290,193222,49068,0,0,17134,40608,20739,781,3118305,6951,5018,14225,1716776,1711632,5144,464938,21,464917,464917,20076,80214,810107,808941,0,1166
1988:Q1,376804,25533,20996,1572,0,0,0,240813,191643,49170,0,0,17413,41759,28045,673,3178576,6797,5018,14354,1749010,1743989,5021,469908,21,469887,469887,20097,82883,830509,828746,0,1763
1988:Q2,378159,23799,39514,1644,0,0,0,239754,191272,48482,0,0,17711,41875,13212,650,3217773,6421,5018,14454,1762894,1755942,6952,482485,22,482463,482463,20617,85428,840456,837649,0,2807
1988:Q3,387783,27264,44806,1419,0,0,0,230621,183055,47566,0,0,18036,40550,24497,590,3275202,6322,5018,14574,1798979,1786803,12176,499466,20,499446,499446,20654,86539,843650,840067,0,3583
1988:Q4,363882,27671,32118,1404,0,0,0,216820,168803,48017,0,0,18448,40682,26010,729,3350221,6593,5018,14736,1847011,1824433,22578,522604,16,522588,522588,21249,88180,844830,839008,0,5822
1989:Q1,356350,28725,13572,1332,0,0,0,212314,164311,48003,0,0,18709,42390,38582,726,3407257,6334,5368,14876,1878439,1856155,22284,524329,15,524314,524314,21271,90818,865822,859716,0,6106
1989:Q2,369038,30632,42937,1285,0,0,0,211819,164660,47159,0,0,18966,43782,18944,673,3441960,6107,8518,15056,1885351,1861784,23567,535434,14,535420,535420,21798,94295,875401,868248,0,7153
1989:Q3,366075,31356,36747,1155,0,0,0,209025,161861,47164,0,0,19280,43963,23844,705,3498001,6270,8518,15166,1917822,1892480,25342,553681,13,553668,553668,21790,95893,878861,871378,0,7483
1989:Q4,358450,32275,25570,1261,0,0,0,208811,161526,47285,0,0,19621,43876,26450,586,3577180,6439,8518,15303,1966713,1942516,24197,583809,13,583796,583796,22406,96799,877193,869421,0,7772
1990:Q1,368711,31852,15129,1409,0,0,0,218803,164158,54645,0,0,19945,46080,34833,660,3649376,6373,8518,15453,1986610,1955020,31590,617444,14,617430,617430,22402,94174,898402,890962,0,7440
1990:Q2,379756,32067,31113,1335,0,0,0,228962,163574,65388,0,0,20252,47088,18293,646,3705502,6486,8518,15614,2018043,1985110,32933,630385,11,630374,630374,22950,95581,907925,900232,0,7693
1990:Q3,403522,34568,33389,1459,0,0,0,244130,165102,79028,0,0,20713,46090,22499,674,3784591,6823,8518,15713,2076501,2043898,32603,648678,10,648668,648668,22985,95060,910313,902876,0,7437
1990:Q4,395327,39684,25417,1403,0,0,0,242554,159695,82859,0,0,20925,42141,22575,628,3887464,6970,10018,16256,2149546,2117196,32350,681224,10,681214,681214,23594,91002,908854,901166,0,7688
1991:Q1,413928,36904,32672,1300,0,0,0,249824,157304,92520,0,0,21208,41281,30048,691,3951499,6596,10018,15958,2191621,2165271,26350,683806,11,683795,683795,23655,88244,931601,924180,0,7421
1991:Q2,413178,35258,40223,1544,0,0,0,257209,156019,101190,0,0,21633,40363,16055,893,4013262,6441,10018,16070,2229787,2204987,24800,698142,10,698132,698132,24227,88837,939740,932065,0,7675
1991:Q3,402410,37793,27232,1527,0,0,0,256317,152611,103706,0,0,21974,39797,16440,1330,4125381,6703,10018,16170,2325891,2308289,17602,711985,10,711975,711975,24118,89161,941335,934630,0,6705
1991:Q4,420691,39097,50916,1551,0,0,0,250433,152145,98288,0,0,22429,37508,17111,1646,4229091,7008,10018,16296,2409237,2390681,18556,738126,10,738116,738116,24790,85478,938138,931179,0,6959
1992:Q1,411623,37607,23391,1901,0,0,0,254660,152173,102487,0,0,22743,38176,31431,1714,4328792,6721,10018,16314,2489586,2473821,15765,734845,10,734835,734835,24674,84605,962029,955360,0,6669
1992:Q2,417058,41615,48971,2201,0,0,0,249752,152001,97751,0,0,23049,35602,14015,1853,4413029,7012,10018,16386,2548379,2532517,15862,749312,8,749304,749304,25287,86007,970628,963704,0,6924
1992:Q3,421650,43109,59309,2175,0,0,0,242672,152111,90561,0,0,23430,32351,16980,1624,4505944,7216,10018,16433,2624199,2606080,18119,764553,8,764545,764545,25454,85310,972761,966130,0,6631
1992:Q4,385949,38847,31741,874,0,0,0,238467,152120,86347,0,0,23856,30831,19663,1670,4601026,6737,8018,16516,2701796,2683010,18786,789335,8,789327,789327,26229,82677,969718,962834,0,6884
1993:Q1,388137,41089,22661,936,0,0,0,232705,150788,81917,0,0,24079,30550,34116,2001,4679039,6848,8018,16588,2756966,2737390,19576,786040,8,786032,786032,26232,83807,994540,987749,0,6791
1993:Q2,398144,40682,61834,835,0,0,0,226439,150030,76409,0,0,24359,28921,12651,2423,4759313,6877,8018,16678,2807263,2786667,20596,806359,8,806351,806351,26872,85357,1001889,995101,0,6788
1993:Q3,394228,41605,53892,826,0,0,0,222099,148908,73191,0,0,24606,29103,19112,2985,4824211,6949,8018,16784,2853951,2829297,24654,820563,7,820556,820556,26941,87373,1003632,997084,0,6548
1993:Q4,386360,40151,52188,811,0,0,0,212905,141624,70928,353,0,24999,28443,24916,1947,4929120,6730,8018,16962,2938496,2911911,26585,845837,6,845831,845831,27622,85628,999827,993027,0,6800
1994:Q1,385296,42559,45982,723,0,0,0,202282,135117,66815,350,0,25221,27736,38882,1911,4997869,6921,8018,17126,2990888,2964629,26259,836758,6,836752,836752,27628,86141,1024389,1017886,0,6503
1994:Q2,363310,42371,51684,689,0,0,0,200803,133982,66467,354,0,25583,26966,13138,2076,5024469,7096,8018,17285,2999180,2971742,27438,845618,6,845612,845612,28307,87192,1031773,1025218,0,6555
1994:Q3,356717,42379,36394,722,0,0,0,202692,134600,67534,558,0,25979,26560,19581,2410,5078532,7189,8018,17477,3039653,3011491,28162,856521,6,856515,856515,28405,86684,1034585,1027945,0,6640
1994:Q4,360709,41351,27819,688,0,0,0,213698,143648,63185,6865,0,26429,24664,24036,2024,5154808,7153,8018,17648,3100822,3074079,26743,877003,6,876997,876997,28890,85408,1029866,1023064,0,6802
1995:Q1,381136,50519,16328,1126,0,0,0,212505,143546,62085,6874,0,26741,25058,46832,2027,5236663,7646,8018,17832,3174056,3147620,26436,860760,6,860754,860754,28940,83866,1055545,1048955,0,6590
1995:Q2,392239,55145,59027,1054,0,0,0,207609,142912,58486,6211,0,27018,23833,16514,2039,5280064,7686,8018,18002,3199533,3172695,26838,870884,6,870878,870878,29371,83125,1063445,1056692,0,6753
1995:Q3,375717,54544,38689,1053,0,0,0,206176,142720,56290,7166,0,27421,22561,22992,2281,5319387,7380,10168,18199,3226573,3199633,26940,878457,6,878451,878451,29445,82747,1066418,1059800,0,6618
1995:Q4,345542,53779,22173,940,0,0,0,193015,130369,53464,9182,0,27947,23073,22353,2262,5377485,7283,10168,18326,3276051,3247828,28223,875942,6,875936,867022,29909,80945,1078861,1072200,0,6661
1996:Q1,377443,53266,24179,1035,0,0,0,200037,138466,50035,11536,0,28385,23879,44253,2409,5466647,7159,10168,18325,3354456,3326813,27643,873609,6,873603,873603,30001,81286,1091643,1085043,0,6600
1996:Q2,370707,52880,42763,4336,0,0,0,201437,138797,49601,13039,0,28762,22697,15684,2148,5463551,7072,10168,18280,3330959,3302754,28205,885448,5,885443,885443,30609,82725,1098290,1090964,0,7326
1996:Q3,374827,45069,47479,3313,0,0,0,201427,137693,48205,15529,0,29195,23291,22988,2065,5520887,7052,9718,18866,3372129,3344692,27437,896683,4,896679,896679,30648,83470,1102321,1095147,0,7174
1996:Q4,369232,44872,38314,2376,0,0,0,198632,133118,47843,17671,0,29781,23992,29141,2124,5585147,7045,9718,18865,3413731,3387118,26613,929352,2,929350,929350,30526,82046,1093864,1086595,0,7269
1997:Q1,392122,38315,39963,2426,0,0,0,203688,137359,45817,20512,0,30208,24778,50595,2149,5648513,6795,9200,18974,3459351,3433093,26258,921900,0,921900,921900,31236,80463,1120594,1114041,0,6553
1997:Q2,380445,38886,57758,3270,0,0,0,204469,135977,45607,22885,0,30619,25403,17880,2160,5596524,6801,9200,19013,3388304,3361985,26319,933253,0,933253,933253,31787,79485,1128681,1121982,0,6699
1997:Q3,446950,38599,49307,2757,0,0,0,210946,140540,44792,25614,0,31034,21918,90200,2189,5619501,6689,9200,19326,3395621,3369532,26089,952116,0,952116,952116,31763,76869,1127917,1123725,0,4192
1997:Q4,439724,41957,41582,3395,0,0,0,211817,139168,45014,27635,0,31370,20752,86783,2068,5669719,6611,9200,19325,3414544,3388018,26526,991948,0,991948,991948,32263,73769,1122059,1115424,0,6635
1998:Q1,464864,41682,37857,2985,0,0,0,215622,139561,44664,31397,0,31755,22456,110417,2090,5711846,6545,9200,19405,3425246,3399328,25918,995917,0,995917,995917,32443,72104,1150986,1144381,0,6605
1998:Q2,480498,42836,82928,3230,0,0,0,218417,140281,44550,33586,0,32199,22279,76493,2116,5648421,6524,9200,19461,3327903,3302345,25558,1022521,0,1022521,1022521,33096,70734,1158982,1152409,0,6573
1998:Q3,458784,46269,47053,3550,0,0,0,220117,138807,44318,36992,0,32612,24305,82900,1978,5637719,6719,9200,19886,3290540,3265085,25455,1045835,0,1045835,1045835,33099,70163,1162277,1155577,0,6700
1998:Q4,430486,51037,23186,4714,0,0,0,217921,136872,44533,36516,0,32950,22254,76506,1918,5684268,6899,9200,19885,3320550,3292049,28501,1074536,0,1074536,1074536,33555,66198,1153445,1146745,0,6700
1999:Q1,463700,48262,29145,3858,0,0,0,221104,136234,44234,40636,0,33344,23847,102100,2040,5709491,6653,8200,19885,3326607,3298489,28118,1065578,0,1065578,1065578,33724,66671,1182173,1175476,0,6697
1999:Q2,471779,45974,61206,4065,0,0,0,223412,136361,44264,42787,0,33800,24520,76650,2152,5623483,6545,8200,20402,3215299,3187031,28268,1079063,0,1079063,1079063,34398,69107,1190469,1183812,0,6657
1999:Q3,516327,46378,62916,4582,0,0,0,261186,137128,77601,46457,0,34129,25668,79199,2269,5624907,6799,7200,20902,3201235,3172959,28276,1089529,0,1089529,1089529,34455,70564,1194223,1187522,0,6701
1999:Q4,534639,44452,87921,5385,0,0,0,255594,130017,77589,47988,0,34401,22859,81457,2570,5691395,6725,6200,20901,3249379,3221095,28284,1115621,0,1115621,1115621,34956,72015,1185598,1179048,0,6550
2000:Q1,523352,44052,48487,5474,0,0,0,259021,130057,76700,52264,0,34731,25429,103882,2276,5688523,6599,6200,21441,3229741,3201973,27768,1096663,0,1096663,1096663,35248,78144,1214487,1207858,0,6629
2000:Q2,504116,41473,60162,5725,0,0,0,260012,129158,76749,54105,0,35128,26889,72392,2335,5517851,6552,4200,22124,3042751,3014524,28227,1104480,0,1104480,1104480,35904,79477,1222363,1215849,0,6514
2000:Q3,512929,39682,55735,6248,0,0,0,262017,128291,75184,58542,0,35444,27667,83700,2436,5483827,6359,3200,23181,2997849,2970228,27621,1109633,0,1109633,1109633,35958,80897,1226750,1220196,0,6554
2000:Q4,479239,41051,24271,6339,0,0,0,262524,127253,75609,59662,0,35839,28146,78475,2594,5473170,6384,2200,23180,2972108,2944782,27326,1117917,0,1117917,1117917,36396,77678,1237307,1230917,0,6390
2001:Q1,509275,38741,30666,8384,0,0,0,264419,125019,75014,64386,0,36352,31652,96567,2494,5519199,6177,2200,23578,2991135,2964368,26767,1130895,0,1130895,1130895,36555,80619,1248040,1241562,0,6478
2001:Q2,505516,39495,48951,9862,0,0,0,265130,123543,74904,66683,0,36822,33828,68908,2520,5383458,6103,2200,23904,2831779,2804731,27048,1144450,0,1144450,1144450,37148,81570,1256304,1249947,0,6357
2001:Q3,534563,44666,50562,11674,0,0,0,268107,123289,74053,70765,0,37157,37647,82200,2550,5474416,6316,2200,24462,2910863,2883903,26960,1147318,0,1147318,1147318,37155,84292,1261810,1255418,0,6392
2001:Q4,524854,43164,66852,10530,0,0,0,266422,119426,74526,72470,0,37460,35470,62434,2522,5549486,6157,2200,24462,2967569,2940792,26777,1177668,0,1177668,1177668,37781,80897,1252752,1246535,0,6217
2002:Q1,496384,42247,25212,15236,0,0,0,269725,119130,74503,76092,0,37887,35898,67649,2530,5620364,6109,2200,24696,3020626,2994298,26328,1163347,0,1163347,1163347,37713,82282,1283391,1277087,0,6304
2002:Q2,512923,47606,53502,9851,0,0,0,270390,119770,74224,76396,0,38231,34660,56194,2489,5663148,6519,2200,24846,3039098,3012323,26775,1174796,0,1174796,1174796,38713,84298,1292678,1286502,0,6176
2002:Q3,581761,48815,77651,18414,0,0,0,273839,119606,73784,80449,0,38569,32480,89400,2593,5770324,6481,2200,25450,3123996,3096826,27170,1190508,0,1190508,1190508,38684,84450,1298555,1292352,0,6203
2002:Q4,564222,50977,47703,27595,0,0,0,274407,118904,75013,80490,0,38851,32197,89865,2627,5886628,6661,2200,25450,3208991,3181716,27275,1218337,0,1218337,1218337,39354,81414,1304221,1282824,0,21397
2003:Q1,577199,51745,23346,18415,0,0,0,274624,118904,72591,83129,0,39203,45581,121658,2627,6032510,6731,2200,25591,3320860,3293980,26880,1197032,0,1197032,1147512,39373,104448,1336275,1314075,0,22200
2003:Q2,586614,52934,41852,27783,0,0,0,273290,118409,72717,82164,0,39597,48735,99796,2627,6129020,6864,2200,25992,3383773,3356764,27009,1201770,0,1201770,1201770,39793,122536,1346092,1322898,0,23194
2003:Q3,575598,54879,53292,9106,0,0,0,272989,117363,72315,83311,0,39881,48424,94400,2627,6275237,7005,2200,26015,3465723,3438700,27023,1236906,0,1236906,1236906,39930,141020,1356438,1331993,0,24445
2003:Q4,588664,54972,54308,2408,0,0,0,272166,117238,72562,82366,0,40154,51277,110752,2627,6444228,7281,2200,26014,3578698,3553832,24866,1269337,0,1269337,1269337,40480,153571,1366647,1325844,0,40803
2004:Q1,599398,54360,22675,1850,0,0,0,278506,118549,74554,85403,0,40460,57635,141285,2627,6608329,7254,2200,26210,3727971,3702839,25132,1242134,0,1242134,1242134,40468,162256,1399836,1359468,0,40368
2004:Q2,599694,52282,46845,2114,0,0,0,274456,116676,73052,84728,0,40937,60967,119466,2627,6676361,7184,2200,26499,3760995,3736774,24221,1257849,0,1257849,1257849,40940,167726,1412968,1371913,0,41055
2004:Q3,561160,52002,35405,2247,0,0,0,275887,115495,73252,87140,0,41756,59836,91400,2627,6785082,7197,2200,26673,3846427,3822244,24183,1270837,0,1270837,1270837,40994,171224,1419530,1377886,0,41644
2004:Q4,560710,54298,22176,2402,0,0,0,274595,114345,74176,86074,0,42006,61768,100838,2627,6922475,7609,2200,26703,3944187,3919926,24261,1306696,0,1306696,1306696,41566,168971,1424543,1366573,0,57970
2005:Q1,593499,47496,20806,2393,0,0,0,270518,106652,74441,89425,0,42330,62466,144863,2627,7121264,7402,2200,26902,4086758,4062682,24076,1317237,0,1317237,1317237,41567,179621,1459577,1399693,0,59884
2005:Q2,579209,46157,33467,1692,0,0,0,269525,105994,74595,88936,0,42660,67175,115906,2627,7107222,7137,2200,27172,4015794,3992064,23730,1341178,0,1341178,1341178,41985,189662,1482094,1425659,0,56435
2005:Q3,555958,41025,34784,2074,0,0,0,272521,105248,75558,91715,0,42922,69305,90700,2627,7212976,7102,2200,27401,4068433,4044797,23636,1375343,0,1375343,1375343,42055,199590,1490852,1432429,0,58423
2005:Q4,565159,35057,37049,1439,0,0,0,271640,105253,76565,89822,0,43144,70992,103211,2627,7372147,7003,2200,27482,4166893,4143058,23835,1417882,0,1417882,1417882,42702,202635,1505350,1424602,0,80748
2006:Q1,592327,34898,8624,1537,0,0,0,291661,104558,77008,110095,0,44433,69468,139079,2627,7551472,7059,2200,27626,4321166,4297584,23582,1405590,0,1405590,1405590,42778,206183,1538870,1459253,0,79617
2006:Q2,590603,36558,45946,1575,0,0,0,293248,104910,78732,109606,0,44565,71816,94268,2627,7504245,7248,2200,27815,4235144,4211505,23639,1421386,0,1421386,1421386,43333,213579,1553540,1475064,0,78476
2006:Q3,599076,35088,51476,4822,0,0,0,294782,104688,79635,110459,0,44873,71108,94300,2627,7568335,7234,2200,28065,4281264,4257879,23385,1433564,0,1433564,1433564,43470,214219,1558319,1480283,0,78036
2006:Q4,575701,34239,33195,1660,0,0,0,294838,105899,80275,108664,0,45083,59397,104662,2627,7663073,7371,2200,28064,4321070,4297561,23509,1482853,0,1482853,1482853,44204,208857,1568454,1469890,0,98564
2007:Q1,590399,34491,7377,1561,0,0,0,299575,106320,81078,112177,0,45363,61231,138174,2627,7844952,7399,2200,28166,4446894,4423714,23180,1493930,0,1493930,1493930,44565,218470,1603328,1505889,0,97439
2007:Q2,569405,34129,28362,1433,0,0,0,300213,106466,81893,111854,0,46516,63511,92614,2627,7789990,7426,2200,27835,4317651,4294495,23156,1502332,0,1502332,1502332,45132,232637,1654777,1536896,0,117881
2007:Q3,633852,35716,77247,1351,0,0,0,302321,105444,81877,115000,0,46594,66496,101500,2627,7927715,7627,2200,27484,4426013,4403060,22953,1515927,0,1515927,1515927,45116,239438,1663910,1541213,0,122697
2007:Q4,591618,36379,56501,2841,0,0,0,301478,103686,82135,115657,0,46664,60593,84535,2627,8056279,7742,2200,27383,4516828,4493689,23139,1557487,0,1557487,1557487,45769,238176,1660694,1518489,0,142205
2008:Q1,610772,39232,42885,3782,0,0,0,307150,103396,82654,121100,0,46752,61938,106406,2627,8295634,8057,2200,27156,4715114,4691656,23458,1544339,0,1544339,1544339,45682,257445,1695641,1554164,0,141477
2008:Q2,567159,39560,53267,1776,0,0,0,310878,104347,84176,122355,0,47804,65025,46222,2627,8295543,8004,2200,27039,4679655,4656134,23521,1537950,0,1537950,1537950,46170,283298,1711227,1568220,0,143007
2008:Q3,968462,37076,372655,2851,3311,3311,0,319095,104758,83337,131000,0,47909,67438,115500,2627,8849235,7630,2200,26742,5216095,5192997,23098,1546831,0,1546831,1546831,46054,284237,1719446,1570023,0,149423
2008:Q4,1203441,40556,369385,1577,54427,54427,0,331026,109856,86018,135152,188676,47970,64748,102449,2627,9425339,7547,2200,26551,5780401,5757055,23346,1596416,0,1596416,1596416,46747,259999,1705478,1537310,0,168168
2009:Q1,1250385,40167,272199,1730,106711,106711,0,359210,124585,87737,146888,223856,48083,65015,130787,2627,9894084,7325,2200,26550,6249755,6227207,22548,1570412,0,1570412,1570412,46689,242548,1748605,1584719,0,163886
2009:Q2,1300460,45699,319388,1614,150742,150370,372,391790,148665,88865,154260,157566,49363,68236,113436,2626,10248267,7605,2200,26549,6594082,6571808,22274,1568812,0,1568812,1568812,47204,232351,1769464,1604494,0,164970
2009:Q3,1381489,97060,275039,1922,173873,173327,546,445779,172420,90146,183213,158847,49420,45722,131200,2627,10692492,55953,5200,26299,6991985,6968783,23202,1565523,0,1565523,1565523,47239,221554,1778739,1612734,0,166005
2009:Q4,1297901,94289,193921,1914,196967,196407,560,501570,176146,92774,232650,67351,50431,43648,145183,2627,10980397,55364,5200,26199,7256184,7232689,23495,1626461,0,1626461,1626461,47845,204828,1758316,1573923,0,184393
2010:Q1,1397151,91928,219689,2017,186977,186396,581,558703,217030,93915,247758,50234,51736,45040,188200,2627,11511532,53618,5200,26199,7738578,7714997,23581,1605151,0,1605151,1605151,47750,212611,1822425,1639197,0,183228
2010:Q2,1435546,89592,291859,1830,175982,175330,652,575161,215053,95313,264795,49613,54017,42035,152830,2627,11908947,52228,5200,26198,8083278,8059428,23850,1609184,0,1609184,1609184,47927,216670,1868262,1683982,0,184280
2010:Q3,1505317,96025,310379,1770,165158,164401,757,639094,215919,99194,323981,50814,54805,42745,141900,2627,12352208,54958,5200,25923,8481123,8457152,23971,1618125,0,1618125,1618125,48092,214735,1904052,1715944,0,188108
2010:Q4,1585297,95148,342322,1966,150102,149222,880,682866,218196,100886,363784,49928,55282,42942,162114,2627,12786199,54387,5200,25923,8846823,8822662,24161,1681739,0,1681739,1681739,48707,213877,1909543,1703039,0,206504
2011:Q1,1479211,100919,118683,1528,139324,138445,879,738932,223520,101489,413923,62137,56339,44671,214051,2627,13072275,55993,5200,25923,9115274,9090815,24459,1659374,0,1659374,1659374,48777,216464,1945270,1738948,0,206322
2011:Q2,1464500,108521,136704,1658,104554,103675,879,764666,230373,103722,430571,65960,57847,46977,174986,2627,13294874,56521,5200,25923,9319638,9295140,24498,1565637,0,1565637,1461063,49209,225673,2047073,1847196,0,199877
2011:Q3,1384762,109893,58858,1802,71401,70588,813,822957,244536,105630,472791,59282,58254,48188,151500,2627,13606513,55150,5200,25923,9613323,9588341,24982,1663621,0,1663621,1663621,49498,223238,1970560,1761805,0,208755
2011:Q4,1400008,110914,84558,1697,31884,31092,792,844070,241654,107657,494759,57823,58384,47703,160348,2627,13968994,54219,5200,25923,9931353,9906085,25268,1735897,0,1735897,1735897,49970,222987,1943445,1718816,0,224629
2012:Q1,1418427,112491,42306,1922,2229,1462,767,896650,256502,108755,531393,48166,58150,49040,204846,2627,14394368,54707,5200,25923,10331125,10306692,24433,1717980,0,1717980,1717980,50076,229043,1980314,1756943,0,223371
2012:Q2,1462542,113605,89511,2150,758,1,757,926124,257755,109877,558492,43628,59810,50705,173624,2627,14620745,53593,5200,25923,10515016,10490548,24468,1738589,0,1738589,1738589,50436,233503,1998485,1772370,0,226115
2012:Q3,1481432,116305,83569,2116,661,1,660,967835,255147,110481,602207,41158,58356,52006,156800,2626,14867110,54463,5200,25923,10747550,10723156,24394,1755559,0,1755559,1755559,50381,229313,1998721,1774388,0,224333
2012:Q4,1462447,114201,92159,2013,634,1,633,935004,202523,110233,622248,39908,57085,50348,168468,2627,15221658,54277,5200,25923,11052823,11027944,24879,1795005,0,1795005,1795005,50257,235820,2002353,1764821,0,237532
2013:Q1,1532370,111638,79581,1594,590,1,589,982657,205097,112324,665236,38618,55603,48726,210737,2626,15572548,52945,5200,25923,11397755,11373129,24626,1797897,0,1797897,1797897,50298,231524,2011006,1774725,0,236281
2013:Q2,1568148,111271,135382,1828,570,1,569,1000262,207545,112147,680570,37924,57219,52014,169052,2626,15596511,53113,5200,25923,11393128,11368166,24962,1710880,0,1710880,1698080,50481,240855,2116931,1883154,0,233777
