1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q3,371537,1178,571,0,180191,9027,5113,5831,6073,154147,131419,29250,102169,42,37208,1048,0,613,0,0,0,19267,0,10059,0,9208,357221,349955,0,0,250,184531,116692,0,1541,46941,0,0,31110,0,15831,7266,6303,963,0,0,310226,0,0,0
1978:Q4,377998,1857,911,0,182255,6349,4822,6543,6402,158139,136313,30146,106167,44,35062,1084,0,637,0,0,0,19835,0,10349,0,9486,365825,358882,0,0,263,187237,121630,0,1597,48155,0,0,31871,0,16284,6943,5930,1013,0,0,318133,0,0,0
1979:Q1,389860,869,799,0,189063,8080,5357,7121,6090,162415,139492,31165,108327,45,37316,1121,0,679,0,0,0,20476,0,10665,0,9811,375462,367965,0,0,276,189887,126736,0,1630,49436,0,0,32641,0,16795,7497,6435,1062,0,0,326115,0,0,0
1979:Q2,399893,1212,965,0,193773,9041,5204,7988,6089,165451,143109,32139,110970,47,37698,1159,0,739,0,0,0,21191,0,11010,0,10181,385436,377225,0,0,310,192517,131964,0,1645,50789,0,0,33402,0,17387,8211,7021,1190,0,0,334163,0,0,0
1979:Q3,411905,842,1213,0,198462,10126,5150,9023,6240,167923,147170,33061,114109,48,40247,1199,0,805,0,0,0,21919,0,11360,0,10559,394702,386707,0,0,343,195111,137504,0,1638,52111,0,0,34132,0,17979,7995,6676,1319,0,0,342465,0,0,0
1979:Q4,418854,2095,1573,0,198291,7957,4888,9381,6428,169637,153247,34825,118422,50,38890,1240,0,865,0,0,0,22603,0,11692,0,10911,403819,396452,0,0,394,197650,143546,0,1600,53262,0,0,34808,0,18454,7367,5853,1514,0,0,351207,0,0,0
1980:Q1,426475,1063,1510,0,202875,7302,4917,9870,6462,174324,159290,36895,122395,52,36239,1282,0,919,0,0,0,23245,0,12003,0,11242,412679,406483,0,0,427,200140,150151,0,1676,54089,0,0,35352,0,18737,6196,4553,1643,0,0,360443,0,0,0
1980:Q2,439686,1733,1622,0,204813,8196,5135,9739,6338,175405,164941,39377,125564,54,40387,1326,0,967,0,0,0,23843,0,12288,0,11555,423574,416828,0,0,480,202584,157384,0,1805,54575,0,0,35817,0,18758,6746,4902,1844,0,0,370228,0,0,0
1980:Q3,452727,1196,2314,0,210284,10978,5338,10303,6466,177199,168268,40206,128062,55,43757,1372,0,1021,0,0,0,24460,0,12587,0,11873,433979,427340,0,0,507,204983,164801,0,1930,55119,0,0,36274,0,18845,6639,4688,1951,0,0,380155,0,0,0
1980:Q4,463659,2643,2423,0,212104,10142,5838,11144,6701,178279,172492,41411,131081,57,46271,1419,0,1093,0,0,0,25157,0,12939,0,12218,444919,437873,0,0,577,207333,171960,0,1996,56007,0,0,36791,0,19216,7046,4829,2217,0,0,389811,0,0,0
1981:Q1,475970,1765,3020,0,219418,12795,7206,12256,6832,180329,176128,43211,132917,59,47055,1468,0,1168,0,0,0,25889,0,13358,0,12531,455746,448046,0,0,584,209657,178243,0,2002,57560,0,0,37559,0,20001,7700,5452,2248,0,0,398591,0,0,0
1981:Q2,486939,1984,4253,0,224740,14088,6952,13667,6956,183077,179598,44939,134659,61,46958,1518,0,1231,0,0,0,26596,0,13859,0,12737,465561,457736,0,0,612,211972,183634,0,1951,59567,0,0,38363,0,21204,7825,5472,2353,0,0,406487,0,0,0
1981:Q3,494754,2557,5351,0,230364,17278,7192,14322,7044,184528,183078,47042,136036,64,43006,1569,0,1329,0,0,0,27436,0,14345,0,13091,475603,468328,0,0,635,214202,189900,0,1894,61697,0,0,39184,0,22513,7275,4834,2441,0,0,415193,0,0,0
1981:Q4,506888,3161,6673,0,232678,17564,8167,14293,7151,185503,186453,48706,137747,66,46160,1623,0,1507,0,0,0,28567,0,14722,0,13845,490218,482191,0,0,739,216270,199792,0,1882,63508,0,0,39996,0,23512,8027,5186,2841,0,0,427383,0,0,0
1982:Q1,514966,794,7186,0,242105,19084,11071,15157,7501,189292,188843,50013,138830,64,42509,966,0,1791,0,0,0,30708,0,15001,0,15707,502196,495328,0,0,742,218152,209369,0,1915,65150,0,0,40905,0,24245,6868,5178,1690,0,0,439088,0,0,0
1982:Q2,526316,1592,8123,0,249074,20631,10952,16274,7876,193341,191042,51370,139672,38,40768,1000,0,2208,0,0,0,32471,0,15194,0,17277,515519,509631,0,0,833,219822,220367,0,1988,66621,0,0,41793,0,24828,5888,4032,1856,0,0,452015,0,0,0
1982:Q3,543525,1651,8611,0,256874,22359,12705,17307,8241,196262,192900,52423,140477,16,45464,1011,0,2607,0,0,0,34391,0,15349,0,19042,532229,525934,0,0,818,221457,233354,0,2062,68243,0,0,42711,0,25532,6295,4461,1834,0,0,466921,0,0,0
1982:Q4,566758,3439,7819,0,267514,21735,16529,18634,9047,201569,194950,52961,141989,-3,52890,1078,0,2837,0,0,0,36234,0,15515,0,20719,546159,539147,0,0,667,223233,242900,0,2099,70248,0,0,43710,0,26538,7012,4893,2119,0,0,478565,0,0,0
1983:Q1,584452,1305,8087,0,279443,24737,19715,19319,9219,206453,196756,53427,143329,-25,57377,1085,0,2904,0,0,0,37520,0,15665,0,21855,560346,552557,0,0,658,225118,252335,0,2100,72346,0,0,44623,0,27723,7789,5640,2149,0,0,490247,0,0,0
1983:Q2,603866,1778,6967,0,289194,25122,22088,20265,9852,211867,198436,53711,144725,-38,63874,1149,0,2816,0,0,0,39690,0,15810,0,23880,577691,569746,0,0,688,227081,265284,0,2069,74624,0,0,45619,0,29005,7945,5808,2137,0,0,505567,0,0,0
1983:Q3,618421,1344,6286,0,299305,26722,24513,22151,10022,215897,201216,53860,147356,-44,63867,1194,0,2697,0,0,0,42556,0,15950,0,26606,589030,581154,0,0,721,229072,272354,0,2033,76974,0,0,46642,0,30332,7876,5752,2124,0,0,515051,0,0,0
1983:Q4,631755,2527,6195,0,307788,25162,28636,25863,9986,218141,205062,54063,150999,-57,62193,1425,0,2671,0,0,0,43951,0,16099,0,27852,603734,594718,0,0,712,231043,281650,0,2017,79296,0,0,47639,0,31657,9016,6556,2460,0,0,526729,0,0,0
1984:Q1,641625,1248,6566,0,320955,28696,30886,28094,9014,224265,205485,54184,151301,-77,59286,1418,0,2683,0,0,0,44061,0,15949,0,28112,613502,605415,0,0,668,232215,287889,0,2017,82626,0,0,48683,0,33943,8087,5749,2338,0,0,534502,0,0,0
1984:Q2,655192,1843,6685,0,332194,30312,31752,30538,8712,230880,207856,54325,153531,-98,56945,1445,0,2673,0,0,0,45649,0,15600,0,30049,626044,618311,0,0,709,233281,295754,0,2019,86548,0,0,49670,0,36878,7733,5456,2277,0,0,543769,0,0,0
1984:Q3,676179,1189,8003,0,344830,31871,35035,33223,8444,236257,209811,54439,155372,-111,61533,1491,0,2749,0,0,0,46684,0,15255,0,31429,647057,638292,0,0,686,234584,310503,0,2036,90483,0,0,50638,0,39845,8765,6566,2199,0,0,560149,0,0,0
1984:Q4,696034,3059,8561,0,357730,29306,41204,36870,8713,241637,211204,54505,156699,-105,60311,1648,0,3019,0,0,0,50607,0,15108,0,35499,670622,660799,0,0,913,235996,328343,0,2078,93469,0,0,51663,0,41806,9823,6974,2849,0,0,579762,0,0,0
1985:Q1,717567,1519,8445,0,373212,31975,42665,39898,8891,249783,212950,54480,158470,-103,65348,1591,0,3526,0,0,0,51079,0,15071,0,36008,689751,678912,0,0,882,238070,340677,0,2146,97137,0,0,52569,0,44568,10839,8101,2738,0,0,594618,0,0,0
1985:Q2,741928,1622,8876,0,387558,31560,45019,42861,8914,259204,216542,54428,162114,-123,68622,1702,0,3979,0,0,0,53150,0,15180,0,37970,712738,701241,0,0,921,240444,356665,0,2236,100975,0,0,53554,0,47421,11497,8699,2798,0,0,613479,0,0,0
1985:Q3,758216,2454,8522,0,404020,32737,46615,47568,9044,268056,219111,54351,164760,-107,64158,1701,0,4171,0,0,0,54186,0,15279,0,38907,724645,713339,0,0,1032,243201,363585,0,2345,103176,0,0,54547,0,48629,11306,8178,3128,0,0,623681,0,0,0
1985:Q4,794640,7546,6651,0,419013,29063,51700,49368,9708,279174,226166,54369,171797,-74,73983,1708,0,3514,0,0,0,56133,0,15209,0,40924,764730,749264,0,0,1380,246421,260441,0,2470,238552,0,0,55472,131774,51306,15466,10386,5080,0,0,656054,0,0,0
1986:Q1,822832,6055,7007,0,436879,28699,53627,53500,10023,291030,229364,54368,174996,-49,79514,1628,0,6894,0,0,0,55540,0,14968,0,40572,792272,775260,0,0,1326,250317,273503,0,2624,247490,0,0,56471,138808,52211,17012,12276,4736,0,0,680597,0,0,0
1986:Q2,851824,6957,6940,0,450657,29451,52798,55885,10791,301732,234865,54369,180496,-31,83286,1265,0,9525,0,0,0,58360,0,14548,0,43812,819969,803948,0,0,1375,254412,295200,0,2818,250143,0,0,57462,140989,51692,16021,11172,4849,0,0,709179,0,0,0
1986:Q3,871523,7212,6972,0,468009,33428,55032,56720,11648,311181,240325,54345,185980,-27,75634,1337,0,11032,0,0,0,61029,0,14129,0,46900,837729,820538,0,0,1700,258907,305164,0,3007,251760,0,30,58397,141730,51603,17191,11170,6021,0,0,724982,0,0,0
1986:Q4,904150,9535,6253,0,484824,34484,59033,59976,11659,319672,247897,54055,193842,-30,76385,1908,0,14460,0,0,0,62918,0,13885,0,49033,873567,854002,0,0,1917,263623,327834,0,3145,257483,0,30,59229,146862,51362,19565,12505,7060,0,0,757940,0,0,0
1987:Q1,943981,7981,5370,0,504141,35168,61253,62756,10658,334306,249454,53711,195743,-26,95617,1915,0,13587,0,0,0,65942,0,13856,0,52086,912177,891501,0,0,2162,270561,341745,0,3234,273799,0,30,60504,161214,52051,20676,13337,7339,0,0,793796,0,0,0
1987:Q2,970240,7682,4488,0,519343,33215,57641,64744,10944,352799,253917,53535,200382,-18,100356,1919,0,13018,0,0,0,69535,0,14196,0,55339,936443,915362,0,0,2267,276454,349746,0,3272,283623,0,30,61917,171248,50428,21081,13453,7628,0,0,818478,0,0,0
1987:Q3,1008780,8192,3879,0,541932,36511,57246,67654,10208,370313,257940,53677,204263,-13,108905,1948,0,12078,0,0,0,73919,0,14506,0,59413,972491,950853,0,0,2527,282729,363030,0,3304,299263,0,30,63224,184348,51661,21638,14137,7501,0,0,851762,0,0,0
1987:Q4,1019097,8796,3194,0,564156,34480,57988,68113,10866,392709,270646,54576,216070,-7,87949,2314,0,5415,0,0,0,76634,0,15407,0,61227,995557,979405,0,0,1630,293649,358506,0,3446,322174,0,30,65590,186265,70289,16152,10973,5179,0,0,860850,0,0,0
1988:Q1,1057963,6593,4182,0,588930,37159,58049,69867,10761,413094,274258,54150,220108,7,94069,2385,0,5837,0,0,0,81702,0,15270,0,66432,1032859,1015145,0,0,1584,299808,385668,0,3536,324549,0,30,67443,184762,72314,17714,12239,5475,0,0,893646,0,0,0
1988:Q2,1090866,6514,4567,0,609847,38613,59358,72492,10233,429151,279520,54738,224782,12,97859,2341,0,6697,0,0,0,83509,0,15325,0,68184,1065108,1046786,0,0,1504,306686,404933,0,3634,330029,0,30,68998,187501,73500,18322,13075,5247,0,0,923225,0,0,0
1988:Q3,1118620,5610,5291,0,630540,41598,59641,74162,9710,445429,284908,55122,229786,13,98828,2433,0,7591,0,0,0,83406,0,15486,0,67920,1090079,1070682,0,0,1640,312952,424337,0,3753,328000,0,30,70179,183436,74355,19397,13824,5573,0,0,945190,0,0,0
1988:Q4,1145231,5491,6283,0,650991,39808,59752,77331,9337,464763,293500,55464,238036,39,92860,2785,0,8121,0,0,0,85161,0,15835,0,69326,1122121,1103286,0,0,1577,320644,444335,0,3910,332820,0,30,71383,186900,74507,18835,13334,5501,0,0,976709,0,0,0
1989:Q1,1170567,5262,5406,0,670676,43348,58161,83245,9035,476887,298252,56249,242003,52,93225,2673,0,7921,0,0,0,87100,0,15741,0,71359,1148847,1127052,0,0,1995,324398,454433,0,4116,342110,0,30,72546,192621,76913,21795,15806,5989,0,0,996597,0,0,0
1989:Q2,1205855,6039,4223,0,692938,40489,56103,91339,9020,495987,304234,57199,247035,57,97437,2570,0,7355,0,0,0,91002,0,15850,0,75152,1187976,1162446,0,0,2004,332565,474478,0,4378,349021,0,30,73291,196637,79063,25530,19596,5934,0,0,1029057,0,0,0
1989:Q3,1233948,6706,3348,0,707674,40574,53755,97845,9174,506326,310251,57854,252397,59,103076,2391,0,6867,0,0,0,93576,0,15976,0,77600,1216010,1188617,0,0,2037,338402,485966,0,4643,357569,0,30,73965,202090,81484,27393,21078,6315,0,0,1051976,0,0,0
1989:Q4,1266082,10584,5211,0,727879,43478,53911,102902,9217,518371,318315,58679,259636,121,85382,3451,0,26471,0,0,0,88668,0,16649,0,72019,1254071,1225697,0,0,2045,349225,504646,0,4850,364931,0,30,76081,204708,84112,28374,20645,7729,0,0,1085848,0,0,0
1990:Q1,1294073,10862,7038,0,750923,42107,60328,107059,9522,531907,328413,62456,265957,129,80202,3523,0,28914,0,0,0,84069,0,16296,0,67773,1279418,1252334,0,0,2119,355592,522691,0,5005,366927,0,30,76644,207757,82496,27084,19025,8059,0,0,1113359,0,0,0
1990:Q2,1339691,9670,8375,0,778010,46990,60131,111057,11203,548629,335300,64560,270740,125,88636,3513,0,31905,0,0,0,84157,0,16310,0,67847,1326050,1298371,0,0,2081,363171,558437,0,5098,369584,0,30,77664,210073,81817,27679,19778,7901,0,0,1159628,0,0,0
1990:Q3,1350350,7851,10933,0,804348,49568,61121,117712,12082,563865,334110,62027,272083,160,75687,3873,0,30826,0,0,0,82562,0,16271,0,66291,1332759,1309074,0,0,2056,369545,563283,0,5200,368990,0,30,79077,210651,79232,23685,15744,7941,0,0,1172547,0,0,0
1990:Q4,1375696,5810,13154,0,818897,46536,60350,123750,12592,575669,337140,63016,274124,121,83854,3083,1,29768,0,0,0,83868,0,16764,0,67104,1361550,1337013,0,0,2308,375656,581222,0,5371,372456,0,30,81149,214824,76453,24537,16308,8229,0,0,1201964,0,0,0
1991:Q1,1429193,5163,15169,0,849404,52402,64289,131917,14328,586468,341745,66365,275380,134,85985,3221,1,31188,0,0,0,97183,0,16638,0,80545,1394587,1365840,0,0,2240,382443,588942,0,5600,386615,0,30,82444,221275,82866,28747,20173,8574,0,0,1223937,0,0,0
1991:Q2,1467388,5261,15303,0,883741,54481,66432,148904,11594,602330,345135,66970,278165,110,85904,3234,1,34125,0,0,0,94574,0,16415,0,78159,1432342,1403467,0,0,2384,390802,604850,0,5879,399552,0,30,83743,227141,88638,28875,20338,8537,0,0,1255082,0,0,0
1991:Q3,1499382,5542,14968,0,903804,57384,73786,152318,12192,608124,344985,68313,276672,102,89814,3079,1,36133,0,0,0,100954,0,16192,0,84762,1463088,1431466,0,0,2546,395815,618029,0,6187,408889,0,30,85040,235003,88816,31622,21952,9670,0,0,1282139,0,0,0
1991:Q4,1507233,5560,14648,0,909242,46644,79444,168154,10479,604521,334144,68064,266080,137,98440,4577,1,41289,0,0,0,99195,0,16062,0,83133,1497174,1462360,0,0,1843,402239,633813,0,6507,417958,0,30,86338,244532,87058,34814,25827,8987,0,0,1314875,0,0,0
1992:Q1,1533939,5532,14988,0,934929,49166,82083,175863,10389,617428,333728,68641,265087,187,98953,4701,8,43372,0,0,0,97541,0,16005,0,81536,1520066,1484824,0,1,1862,409713,642602,0,6840,423806,0,30,88282,245603,89891,35242,25956,9286,0,0,1333745,0,0,0
1992:Q2,1561830,5415,14736,0,960384,49653,84190,181248,10538,634755,330827,69772,261055,200,100706,4874,24,46602,0,0,0,98062,0,15990,0,82072,1548032,1510404,0,4,1971,413727,660349,0,7193,427160,0,30,90210,246814,90106,37628,27974,9654,0,0,1358243,0,0,0
1992:Q3,1591811,5190,14657,0,986517,47881,88196,190436,11016,648988,326971,71291,255680,194,103558,4843,24,50553,0,0,0,99304,0,16023,0,83281,1580788,1539541,0,50,1904,423311,675657,0,7564,431055,0,30,92117,248455,90453,41247,31701,9546,0,0,1386328,0,0,0
1992:Q4,1617603,4923,14354,0,1009068,44066,90814,197958,11670,664560,322524,74018,248506,220,109818,4605,24,55784,0,0,0,96283,0,16110,0,80173,1632662,1581682,0,7,2064,431112,707860,0,7949,432690,0,30,94009,247586,91065,50980,40569,10411,0,0,1426912,0,0,0
1993:Q1,1668065,5022,13912,0,1047251,47307,98306,204454,11799,685385,320994,74858,246136,241,115450,4670,30,63095,0,0,0,97400,0,16228,0,81172,1675511,1621499,0,40,1936,439270,727500,0,8354,444399,0,30,95606,255081,93682,54012,44543,9469,0,0,1463527,0,0,0
1993:Q2,1715232,5121,13897,0,1081144,50597,103999,214611,12872,699065,319834,75874,243960,268,118510,4400,33,70535,0,0,0,101490,0,16348,0,85142,1709916,1658161,0,188,2142,447843,748204,0,8804,450980,0,30,97085,257893,95972,51755,41834,9921,0,0,1496931,0,0,0
1993:Q3,1758557,5221,14170,0,1114555,48740,111282,222524,14266,717743,317087,77798,239289,245,125205,4378,34,82289,0,0,0,95373,0,16468,0,78905,1761424,1703718,0,153,2271,457498,775379,0,9240,459177,0,30,99843,261806,97498,57706,47580,10126,0,0,1540089,0,0,0
1993:Q4,1788153,5320,14286,0,1135194,47796,112626,228722,15123,730927,309994,79908,230086,397,131030,6738,37,92374,0,0,0,92783,0,16591,0,76192,1795600,1736799,0,252,3186,466703,788898,0,9608,468152,0,30,100192,267861,100069,58801,44977,13824,0,0,1569002,0,0,0
1994:Q1,1826055,5426,15682,0,1159045,50363,109294,234787,14990,749611,308253,81442,226811,491,130061,6743,48,96231,0,0,0,104075,0,16729,0,87346,1818398,1761158,0,261,3237,473096,799357,0,9907,475300,0,30,101836,272422,101012,57240,42966,14274,0,0,1591702,0,0,0
1994:Q2,1835027,5534,16388,0,1167916,50413,111989,233138,13373,759003,308863,84021,224842,505,131496,6989,50,102873,0,0,0,94413,0,16877,0,77536,1832970,1777560,0,267,3237,479578,802034,0,10131,482313,0,30,102650,278678,100955,55410,41108,14302,0,0,1607537,0,0,0
1994:Q3,1880354,5639,16621,0,1191565,53700,115605,234010,12935,775315,308712,85979,222733,504,138680,6873,51,109725,0,0,0,101984,0,17018,0,84966,1871898,1817048,0,276,3290,497532,815527,0,10350,490073,0,30,105459,283400,101184,54850,40312,14538,0,0,1646144,0,0,0
1994:Q4,1897547,5746,17096,0,1208189,53890,109699,240423,13184,790993,309689,87905,221784,366,138917,6368,86,110952,0,0,0,100138,0,17162,0,82976,1886058,1836471,0,608,2372,503049,812443,0,10651,507348,0,0,106994,297926,102428,49587,38542,11045,0,0,1664592,0,0,0
1995:Q1,1958659,5630,16766,0,1243705,56747,113943,248727,12055,812233,311210,89496,221714,367,146888,6392,82,121160,0,0,0,106459,0,17343,0,89116,1939289,1883308,0,600,2325,515724,831245,0,11024,522390,0,0,109311,303617,109462,55981,44664,11317,0,0,1703312,0,0,0
1995:Q2,2020364,5515,17657,0,1277302,55994,114639,250822,13530,842317,313397,91310,222087,381,153360,6639,83,145743,0,0,0,100287,0,17533,0,82754,2009682,1950364,0,639,2360,531273,869377,0,11457,535258,0,0,111687,309154,114417,59318,47860,11458,0,0,1764265,0,0,0
1995:Q3,2067631,5401,17930,0,1292042,57560,114793,254665,13077,851947,318080,93803,224277,374,161283,6529,84,161848,0,0,0,104060,0,17727,0,86333,2056904,1994208,0,626,2406,540551,894566,0,11917,544142,0,0,112394,315759,115989,62696,50915,11781,0,0,1805349,0,0,0
1995:Q4,2106460,5286,18281,0,1301924,46617,111024,250204,12254,881825,321984,102127,219857,369,162615,8273,75,175205,0,0,0,112448,0,17922,0,94526,2101208,2028093,0,527,2750,550296,909250,0,12327,552943,0,0,113399,322167,117377,73115,55442,17673,0,0,1836412,0,0,0
1996:Q1,2140610,5054,18973,0,1313316,55566,108654,246128,12696,890272,323371,103931,219440,358,171672,8502,110,192723,0,0,0,106531,0,18104,0,88427,2126289,2053898,0,1175,2877,554945,924965,0,12432,557504,0,0,112869,326999,117636,72391,54651,17740,0,0,1861613,0,0,0
1996:Q2,2166295,4933,19596,0,1311239,57978,103360,241529,12470,895902,324477,105189,219288,363,178948,8680,121,210072,0,0,0,107866,0,18302,0,89564,2153002,2080227,0,1247,2914,562934,937865,0,12545,562722,0,0,113230,332133,117359,72775,54966,17809,0,0,1887883,0,0,0
1996:Q3,2217308,4808,20252,0,1342576,55952,104487,249488,12745,919904,322897,108210,214687,394,184490,8902,123,226106,0,0,0,106760,0,18496,0,88264,2192888,2116000,0,1143,2942,577927,947587,0,12696,573705,0,0,113913,340885,118907,76888,58672,18216,0,0,1921717,0,0,0
1996:Q4,2325561,4381,22022,0,1393465,53306,95068,253128,13870,978093,321198,106612,214586,449,202633,10199,166,245837,0,0,0,125211,0,18685,0,106526,2276884,2184050,0,1644,3539,594100,900571,0,7974,676222,0,0,118543,429552,128127,92834,67314,25520,0,0,1983771,0,0,0
1997:Q1,2371917,3496,23135,0,1418983,60240,95539,252157,14102,996945,321217,108260,212957,479,204790,10908,168,257310,0,0,0,131431,0,18752,0,112679,2288910,2195873,0,1835,3834,605078,917282,0,7927,659917,0,0,120684,423782,115451,93037,66967,26070,0,0,2007475,0,0,0
1997:Q2,2488273,4062,22868,0,1463684,62830,96641,255305,14421,1034487,323876,110262,213614,484,231271,11026,173,301495,0,0,0,129334,0,18825,0,110509,2404023,2296254,0,1868,4446,622032,978227,0,7883,681798,0,59,123484,445345,112910,107769,78619,29150,0,0,2108504,0,0,0
1997:Q3,2580488,3678,22229,0,1491260,69318,100136,259364,14918,1047524,322789,111269,211520,474,250698,10886,400,338794,0,0,0,139280,0,18903,0,120377,2487845,2366325,0,1914,4527,639173,1022643,0,7843,690225,0,92,126269,459895,103969,121520,91449,30071,0,0,2186506,0,0,0
1997:Q4,2610021,8219,22461,0,1499016,70449,88837,236188,17732,1085810,323407,110803,212604,597,252145,14609,179,344416,0,0,0,144972,0,18988,0,125984,2532629,2390659,0,1828,5481,646556,1017743,0,7806,711245,0,92,128796,465024,117333,141970,97443,44527,0,0,2195665,0,0,0
1998:Q1,2729213,3490,22904,0,1525900,73007,86245,235319,18453,1112876,323573,111393,212180,661,280477,15187,175,398214,0,0,0,158632,0,18949,0,139683,2651895,2499090,0,1829,5573,658595,1076311,0,8109,748673,0,99,129806,485699,133069,152805,108114,44691,0,0,2287556,0,0,0
1998:Q2,2781067,4774,24810,0,1540677,73436,82953,232838,19071,1132379,326804,113136,213668,808,286026,15934,161,421349,0,0,0,159724,0,19250,0,140474,2707825,2545713,0,1674,5768,669422,1114270,0,8425,746154,0,581,130210,481068,134295,162112,116868,45244,0,0,2334006,0,0,0
1998:Q3,2744913,4336,28756,0,1558886,79294,79403,229961,19672,1150556,327517,114132,213385,743,256630,15296,181,381219,0,0,0,171349,0,18750,0,152599,2643169,2511446,0,2092,5907,671774,1089994,0,8740,732939,0,858,132492,457579,142010,131723,86340,45383,0,0,2291410,0,0,0
1998:Q4,2878878,5347,28372,0,1573919,78785,75705,227483,20336,1171610,333446,113203,220243,930,299567,20320,207,454614,0,0,0,162156,0,17616,0,144540,2797440,2637019,0,2545,6182,701172,1159871,0,9059,758190,0,917,136162,484610,136501,160421,102021,58400,0,0,2423193,0,0,0
1999:Q1,2938256,2512,30885,0,1584992,76415,73697,230773,20592,1183515,334269,108809,225460,1181,316597,20437,267,477610,0,0,0,169506,0,18893,0,150613,2861941,2702472,0,3376,6710,713203,1176636,0,9250,793297,0,2091,136451,490004,164751,159469,100874,58595,0,0,2462529,0,0,0
1999:Q2,3012034,3813,31797,0,1584104,74628,70452,232152,20675,1186197,339544,108241,231303,1329,341554,20779,301,520802,0,0,0,168011,0,18976,0,149035,2946736,2780671,0,4141,7607,731995,1218602,0,9457,808869,0,3699,136156,498549,170465,166065,98563,67502,0,0,2538458,0,0,0
1999:Q3,2993022,3693,36565,0,1580618,78516,66907,232261,20638,1182296,341682,108669,233013,1455,331922,21309,356,501042,0,0,0,174380,0,19020,0,155360,2909181,2774163,0,4424,8022,734987,1189656,0,9663,827411,0,4230,140736,494549,187896,135018,67610,67408,0,0,2515095,0,0,0
1999:Q4,3223503,5232,37649,1,1570521,83395,63483,231215,20446,1171982,346582,108621,237961,1057,383281,17612,342,618512,46467,24714,10971,160562,0,19801,15636,125125,3152173,3007411,0,3285,7802,812848,1333930,15992,9861,823693,0,4230,160680,511516,147267,144762,72403,72359,0,0,2721774,84216,77751,324
2000:Q1,3319294,3804,35907,2,1589998,80038,63043,235376,20447,1191094,344798,108514,236284,1023,395562,18464,259,682477,47316,25081,11266,163337,0,19058,16709,127570,3239411,3091026,0,3093,8041,831127,1383569,16648,9868,838680,0,4951,162753,516521,154455,148385,74300,74085,0,0,2800355,86574,78376,332
2000:Q2,3324326,5465,35263,2,1600031,82676,62351,237760,20226,1197018,349242,109718,239524,1020,384174,18897,259,667897,48165,25438,11561,176912,0,19251,17781,139880,3260498,3089048,0,2816,8400,834805,1380015,17304,9882,835826,0,8025,165541,499597,162663,171450,94520,76930,0,0,2789953,88362,78996,336
2000:Q3,3384155,3444,35538,2,1620203,85114,61865,241594,20131,1211499,353054,111430,241624,1078,386072,19275,364,682203,49014,25801,11854,196253,0,19103,18851,158299,3339419,3136223,0,2727,10659,847552,1410487,17958,9895,836945,0,9542,169784,489583,168036,203196,117180,86016,0,0,2828890,90417,79616,343
2000:Q4,3324421,4801,38194,2,1629511,81900,61019,244570,19963,1222059,355206,112430,242776,998,354549,17113,365,632771,49862,26143,12145,202761,0,19913,19923,162925,3284990,3078811,0,2544,9824,850362,1376141,18610,9909,811421,0,11682,172482,462076,165181,206179,134197,71982,0,0,2774949,91912,80234,346
2001:Q1,3309547,18033,44512,1567,1655920,67066,60074,249189,20017,1259574,355531,113703,241828,1048,313458,17679,344,554826,52211,27125,12787,254506,0,19090,21085,214331,3193937,3039498,2720,1934,10789,867142,1349972,19882,13262,773797,0,14479,171268,422393,165657,154439,63917,73509,17013,0,2731794,98108,85956,363
2001:Q2,3417705,24602,42156,3279,1693486,66058,58985,253384,20007,1295052,357959,114028,243931,1014,332360,17702,236,593486,54559,28155,13441,255270,0,18820,22246,214204,3305998,3141541,2458,1957,11206,898894,1383539,21168,12257,810062,0,20408,178125,437558,173971,164457,71782,75637,17038,0,2823579,105364,91693,377
2001:Q3,3367416,30253,49995,1837,1744657,73089,57968,258296,20040,1335264,361092,115408,245684,1048,294459,17874,262,502086,56906,29122,14081,263744,0,19613,23408,220723,3255545,3088705,2898,2843,11612,889122,1363547,22438,12212,784033,0,23499,184045,384492,191997,166840,73308,76528,17004,0,2746857,111062,97358,394
2001:Q4,3449124,37273,47828,1402,1757216,54060,60771,260730,19843,1361812,364803,115241,249562,772,305025,10683,276,569742,59254,30170,14732,249948,0,19464,24568,205916,3355458,3187897,1311,3197,9728,920728,1397180,23719,11561,820473,0,26405,185168,415955,192945,167561,98473,53455,15633,0,2845905,118893,103135,406
2002:Q1,3547209,35384,49486,7133,1827664,52909,69315,282011,20481,1402948,366042,115866,250176,806,307733,10790,302,595385,61502,31197,15990,237795,0,19796,25498,192501,3451709,3280675,16287,3813,10012,948967,1396115,26702,11006,867773,0,34473,186590,437616,209094,171034,101224,54701,15109,0,2905379,123519,106505,423
2002:Q2,3541665,34846,52269,9188,1886570,54025,77795,301996,20943,1431811,367896,116050,251846,981,285659,12573,363,532674,63752,32169,17241,245484,0,19666,26427,199391,3444020,3270840,17755,4130,9459,962119,1380139,29681,9575,857982,0,39684,192632,403802,221864,173180,100361,55722,17097,0,2878720,126642,109749,439
