1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q4,28081777,10308658,17773119,3570741,1914309,1346871,567437,20655,162697,364,14182,369539,477762,3145593,2460159,685434,79730,335026,1045,9966,259667,8664714,3953577,24128200,6.816907662184786,10.770809630291005,11.201546335961067,17.698600175970807
1992:Q1,28120883,10376639,17744244,3454198,1939281,1393715,545565,20075,162527,449,12652,349862,464225,3083883,2384657,699226,56790,333621,1385,10729,296701,8802657,3973908,24146976,6.896229248449745,10.92906834706687,10.966523534499153,17.37962601304205
1992:Q2,28285217,10441605,17843612,3409233,1966599,1383610,582989,22317,165632,533,13104,381403,471484,3071950,2349068,722882,59087,345874,1696,10504,305721,8924345,4018011,24267206,6.952746065349272,11.021307390044436,10.860620374519169,17.215965385346234
1992:Q3,28737310,10565838,18171472,3395883,2029265,1408439,620826,24464,175266,661,13372,407063,473610,3193386,2433807,759579,62573,362600,2001,10572,321833,9079327,4085869,24651441,7.061429739444847,11.167311919152564,11.1123350536648,17.57362407802755
1992:Q4,29411576,10665051,18746525,3413925,2059842,1410803,649039,26908,182700,744,13966,424721,477652,3604936,2769023,835913,71288,388484,2415,11898,361828,9190170,4159136,25252440,7.003507266957443,10.987859651491275,12.25686221362369,19.229891058494154
1993:Q1,29759037,10695110,19063927,3354320,2151449,1441063,710386,31150,192850,858,14830,470698,497853,3738031,2828900,909131,78085,424539,2929,12327,391251,9322274,4167217,25591820,7.229565490449364,11.285445358918727,12.560994027187736,19.607874350789043
1993:Q2,30114065,10834811,19279254,3341317,2166657,1419885,746772,34668,194341,1001,14875,501887,516792,3806356,2828075,978281,84901,444220,3293,12835,433032,9448132,4235597,25878468,7.194833502325312,11.238281527374227,12.639794296240773,19.743273656484682
1993:Q3,30636958,10984907,19652051,3347194,2216950,1425446,791504,39478,209352,1202,14322,527150,514599,3992665,2923630,1069035,96739,464959,3779,13319,490239,9580644,4322616,26314342,7.236194215000152,11.281009712917795,13.032183816873339,20.316783636614314
1993:Q4,31185413,11136596,20048817,3349602,2303790,1478849,824941,44422,214273,1311,14893,550042,519813,4179194,3059332,1119862,105667,473489,4398,14138,522170,9696418,4416834,26768579,7.387396719236518,11.490903393722569,13.401119311055576,20.845092422084573
1994:Q1,31387094,11248766,20138328,3340810,2358930,1581847,777082,43599,214345,1407,13638,504093,525830,4042126,2922364,1119762,109066,463496,4792,14288,528120,9870632,4449715,26937379,7.5156037077236295,11.713631937098985,12.878306105062853,20.071805746353263
1994:Q2,31685356,11403893,20281463,3293408,2424067,1664672,759395,44835,221911,1405,13167,478077,523942,4009396,2863951,1145445,114444,478311,5179,14675,532836,10030650,4535862,27149495,7.650433429579626,11.9521311218519,12.653780933321146,19.768768697142185
1994:Q3,32175700,11554846,20620854,3311164,2453547,1695224,758323,45460,227652,1439,13154,470618,524657,4153728,2914527,1239201,125336,512410,5832,16196,579427,10177758,4625640,27550060,7.625465250875756,11.89837647979429,12.909518946097382,20.143337034558414
1994:Q4,32516176,11662710,20853466,3333874,2538479,1821825,716654,45335,227719,1411,12820,429369,526345,4157544,2964718,1192826,124616,501541,6179,16250,544240,10297223,4746725,27769451,7.806818927407601,12.172935622144124,12.786079755439605,19.93694578673302
1995:Q1,33109903,11759563,21350340,3381954,2525496,1793818,731677,47912,238397,1502,13252,430614,531445,4471307,3180914,1290393,136988,542671,7171,18020,585543,10440139,4777498,28332405,7.627613821318545,11.828830534035541,13.50443865770199,20.94255426156611
1995:Q2,33796079,11881627,21914452,3454010,2503735,1763156,740579,54057,243426,1643,13418,428035,533829,4813223,3392418,1420805,157199,584432,8508,20385,650281,10609656,4870353,28925727,7.408359356350334,11.425040286546835,14.241955402527374,21.963690799313316
1995:Q3,34373234,11818659,22554575,3465451,2563482,1799215,764267,58237,248783,1732,14074,441441,535264,5228340,3657583,1570757,175566,646636,9946,22821,715788,10762039,4984774,29388460,7.4577853703615125,11.36568526347894,15.210497429836591,23.18083960628889
1995:Q4,35185393,11929586,23255807,3512158,2647520,1851096,796423,63312,259647,1907,14839,456718,555829,5618732,3981393,1637339,183950,685577,11459,23801,732552,10921569,5080532,30104861,7.524484985518557,11.384337776628199,15.968932766565267,24.160553831488066
1996:Q1,35827774,12072254,23755520,3625497,2647615,1841864,805751,65558,267533,1972,14723,455965,566452,5888896,4101021,1787875,204594,731930,13121,26219,812011,11027060,5151998,30675775,7.389839617662189,11.145262435968768,16.43667758742875,24.789588782070588
1996:Q2,36419721,12204236,24215485,3613454,2736263,1919703,816560,68153,268037,1961,14611,463798,560962,6151624,4235968,1915656,222758,760015,14964,28033,889886,11153181,5253090,31166631,7.513135434332213,11.299641370451653,16.89091534620876,25.403679661976103
1996:Q3,36832516,12338514,24494002,3657507,2766108,1934419,831689,71953,272377,2040,14726,470593,559257,6233186,4220792,2012394,237173,796917,16362,29187,932755,11277943,5352206,31480310,7.509963329680682,11.293003255311334,16.923053553366795,25.447807196697088
1996:Q4,37673753,12485026,25188727,3697470,2808217,1961510,846707,75322,279998,2112,27093,462182,599132,6611692,4454640,2157052,261404,844040,18778,57192,975638,11472215,5453533,32220220,7.454041323756385,11.148705951849813,17.549863651422083,26.248616132726525
1997:Q1,38016727,12648181,25368546,3752343,2699757,1851089,848668,77134,285095,2076,27965,456398,588506,6660996,4477073,2183923,272330,839358,20177,60742,991316,11666945,5495991,32520736,7.1014979752571135,10.642143595090834,17.521223457080133,26.256907576625704
1997:Q2,39499861,12803878,26695983,3765308,2740966,1864913,876053,82501,295667,2140,28738,467007,603756,7716699,5156116,2560583,325831,983216,24842,71112,1155582,11869254,5592989,33906872,6.939177891556139,10.267333571032273,19.536016684799215,28.90584491228601
1997:Q3,40659409,12979568,27679841,3823331,2813936,1890300,923637,88996,309333,2222,29780,493306,605729,8377154,5498744,2878410,369238,1100382,27943,78613,1302234,12059691,5714580,34944829,6.92075096065413,10.166013734582078,20.603236580746902,30.26445934082852
1997:Q4,41375287,13201253,28174034,3899973,2865208,1910371,954837,92910,316189,2361,31752,511625,624625,8503544,5653021,2850523,360729,1077267,29946,80789,1301792,12280684,5811619,35563667,6.924925053813458,10.169674768780824,20.552230881573195,30.182204459150707
1998:Q1,43060878,13418176,29642702,3953325,2913479,1912782,1000698,99728,329888,2464,32717,535901,648705,9679009,6366038,3312971,425925,1237044,35224,92912,1521866,12448185,5868440,37192438,6.76595412457303,9.82865611326412,22.477500062514387,32.65224894120432
1998:Q2,43908953,13731033,30177920,3963165,3059994,2022784,1037210,105859,333277,2551,34303,561220,661175,9817847,6419595,3398252,447970,1231020,37848,96852,1584562,12675739,6008934,37900019,6.968952499822878,10.139844249572427,22.359556102833565,32.53321304429487
1998:Q3,43371028,14005198,29365830,4035910,3136778,2079371,1057407,107174,337849,2802,37233,572349,698189,8630629,5692228,2938401,391441,1050928,34445,89272,1372315,12864324,6125773,37245254,7.232427728808344,10.681728595860603,19.89952510137432,29.390038074313217
1998:Q4,45556482,14291826,31264656,4205588,3033246,1967219,1066027,112775,343874,2963,37273,569142,693694,10320776,6735696,3585080,480350,1314549,42960,107393,1639828,13011352,6273242,39283240,6.658208866486494,9.701836234841299,22.654902258022332,33.01100281338176
1999:Q1,45953708,14495642,31458066,4248047,3029123,1957294,1071828,114874,353638,2949,38534,561833,692364,10413905,6701720,3712185,509851,1356416,46203,115514,1684201,13074627,6361674,39592034,6.5916824968489305,9.629080590989918,22.661728957502625,33.10408451366946
1999:Q2,47243430,14829386,32414044,4199893,2988347,1898252,1090095,118462,362214,2895,39601,566923,694126,11268304,7235367,4032937,566907,1450076,50782,128310,1836862,13263374,6518164,40725266,6.325423053963706,9.219296497727482,23.85157889851986,34.76364757399143
1999:Q3,47418057,15225278,32192779,4262025,2932550,1855581,1076969,116157,365722,2828,41505,550757,716549,10748087,6932666,3815421,538129,1358053,48476,131101,1739662,13533568,6679999,40738058,6.184458019624628,9.10934044262493,22.666654879296647,33.386640403378635
1999:Q4,50142891,15539085,34603806,4441374,2770181,1701747,1068435,121177,364735,2669,39134,540720,763459,12843913,8247987,4595926,693098,1563441,56909,154042,2128436,13784879,6852860,43290032,5.524574656204238,8.005424142107,25.614623381145,37.11705193016328
2000:Q1,51353901,15953871,35400030,4555821,2644563,1581087,1063476,123028,366542,2512,36462,534932,771675,13587837,8595167,4992670,775199,1658702,60405,159428,2338936,13840134,6959704,44394197,5.1496818852615744,7.470509320627981,26.459211555178992,38.383688729423724
2000:Q2,51568848,16539940,35028908,4534014,2605032,1557018,1048014,122482,363398,2477,36260,523397,755264,12987098,8175537,4811561,744843,1624913,60060,154313,2227432,14147500,7106354,44462494,5.051560937141407,7.436805563158999,25.183998487444182,37.07537182754369
2000:Q3,52415261,17066897,35348364,4589608,2596679,1533442,1063237,126179,368966,2559,36048,529485,771472,12916212,8083600,4832612,751465,1642859,60715,151550,2226023,14474393,7291688,45123574,4.954051776325883,7.34596700944775,24.642083386090857,36.5397738601221
2000:Q4,52009035,17550012,34459023,4773733,2723159,1662908,1060250,127183,376093,2873,37230,516871,830815,11452847,7106238,4346609,677941,1518391,56576,140676,1953025,14678469,7429652,44579383,5.235934199146279,7.902600314241844,22.02087971868566,33.236134062406954
2001:Q1,51887263,18303982,33583281,5095733,2699529,1596694,1102835,129147,388440,3979,40143,541126,811091,10135877,6340942,3794935,568842,1354037,49059,125897,1697100,14841052,7484755,44402509,5.202680536146062,8.038310874149362,19.53442120486403,30.181316976957685
2001:Q2,53372289,18746159,34626130,5128263,2664118,1532651,1131466,134116,382886,4249,39566,570649,818294,10917426,6789006,4128420,619970,1454071,52733,129785,1871861,15098028,7687447,45684841,4.991574707372685,7.693951617915099,20.45523350673549,31.529444345793728
2001:Q3,52575310,19178474,33396836,5254515,2740498,1615103,1125395,130860,377049,5801,42285,569400,911971,9133736,5687190,3446546,501126,1250981,43796,114107,1536536,15356116,7942034,44633276,5.212518563140118,8.205860523512372,17.372672213400868,27.349106459198303
2001:Q4,54234102,19534642,34699460,5413745,2699239,1553317,1145923,137787,370826,8217,40679,588414,870871,10295373,6409758,3885615,580708,1370620,49091,121903,1763293,15420232,8071875,46162227,4.977014976298071,7.778908864728533,18.983209429624548,29.670124927560764
2002:Q1,55046517,19995416,35051101,5483431,2697965,1511474,1186492,145038,396968,7963,40432,596091,864126,10402624,6437442,3965182,606605,1425542,50618,119571,1762846,15602955,8206859,46839657,4.90124591790191,7.697233727512684,18.89787866451865,29.678451453267087
2002:Q2,54633921,20398559,34235362,5439749,2847993,1621038,1226955,144814,407843,8541,42204,623553,837048,9302788,5786301,3516487,523222,1251303,44338,107617,1590007,15807784,8396768,46237152,5.212866029405537,8.318863740780753,17.027495295504874,27.17303924770991
2002:Q3,53761569,20847478,32914091,5530540,2962395,1675865,1286529,147632,437030,10171,46309,645387,838291,7519541,4683084,2836457,408497,1039904,35591,90547,1261918,16063325,8619782,45141786,5.510245636539803,9.000383794385748,13.986833662744719,22.845963562522435
2002:Q4,54941700,21314880,33626820,5650278,3047245,1738131,1309115,153854,446529,11047,45101,652584,832222,8025610,4981172,3044438,453375,1117177,39036,92754,1342096,16071465,8868134,46073566,5.546325234879256,9.061949232581352,14.607501687195995,23.866692467250942
2003:Q1,55367294,21773693,33593601,5787923,3012306,1658492,1353814,158555,451343,12152,48854,682910,848244,7620389,4647126,2973263,428369,1114842,37454,92973,1299625,16324740,9057767,46309528,5.440586511657152,8.966902693230852,13.763339251955234,22.68404767423069
2003:Q2,57688171,22219341,35468830,5838169,3075630,1639475,1436155,171016,467189,12377,50083,735490,948568,9011850,5480780,3531070,504288,1310750,46052,106467,1563513,16594613,9445804,48242367,5.331473641624728,8.671359151065767,15.621660793866141,25.40780286751182
2003:Q3,58850708,22665435,36185273,5798448,3043295,1617090,1426206,173423,460636,10559,50208,731380,949796,9559404,5824651,3734753,548705,1347272,51171,114834,1672771,16834330,9702811,49147897,5.171212748580337,8.410314652872266,16.243482053232167,26.417941354950198
2003:Q4,61032388,23176466,37855922,5823416,3216613,1768693,1447921,179849,465864,10072,49983,742153,946094,10813764,6546967,4266797,631117,1528897,62138,129016,1915629,17056034,9961939,51070450,5.270338436787334,8.496988658172764,17.718074499284572,28.565580725182567
2004:Q1,63724813,24019848,39704965,5926897,4019924,2589263,1430661,177359,452715,9814,48655,742118,969093,11302661,6831173,4471488,660432,1561394,66566,134322,2048774,17486389,10156744,53568069,6.308256044346185,10.12448783417803,17.736672325914764,28.466619287508344
2004:Q2,64923782,24779941,40143841,5964388,3871484,2428444,1443039,182387,461584,8993,50497,739578,1002658,11328340,6814896,4513444,675429,1586511,68678,139513,2043313,17976971,10473303,54450479,5.963121310191404,9.64402954243348,17.448675380387126,28.219372387610182
2004:Q3,66511773,25654119,40857654,5958543,4080833,2587504,1493329,187950,468963,9457,52467,774492,997958,11249865,6735788,4514077,675736,1561271,68803,140106,2068161,18570454,10753841,55757932,6.135505255261508,9.987928664534152,16.914096435547695,27.534291243321785
2004:Q4,69050343,26439255,42611088,6094117,4195911,2680674,1515237,192433,479578,9733,51623,781870,1061150,12311497,7261613,5049884,760083,1751152,79884,152284,2306481,18948413,11110438,57939905,6.076597321272077,9.846994054900689,17.829740560949215,28.89270755024044
2005:Q1,70158389,27235594,42922795,6183658,4123311,2611742,1511569,189672,486665,9577,51951,773704,1051224,12288474,7305814,4982660,746638,1722210,80842,153084,2279886,19276128,11320235,58838154,5.87714557935144,9.606342400946392,17.51533026252495,28.629248245717392
2005:Q2,72045272,28053912,43991360,6224347,4311748,2750045,1561704,199116,509696,10002,53415,789475,1057502,12696864,7567615,5129249,791299,1783919,82908,156597,2314526,19700898,11655898,60389374,5.984776149557371,9.801352490789595,17.623452105526813,28.862176608492128
2005:Q3,74138997,28969713,45169284,6349345,4144288,2549938,1594350,202214,528198,9948,53468,800522,1055255,13415978,7986151,5429827,829277,1890809,88813,164095,2456833,20204417,12017679,62121318,5.589890051299965,9.175014647502364,18.095710250751466,29.701551387221357
2005:Q4,75844841,29772985,46071856,6494574,4245483,2631976,1613507,204403,546162,10257,53927,798758,1055548,13714722,8108687,5606035,853838,1980544,93102,169402,2509149,20561530,12317806,63527035,5.59758933437346,9.214915796717712,18.08260307405215,29.768111727958757
2006:Q1,78148959,29972921,48176038,6724744,4269113,2696967,1572146,206060,491647,10034,53519,810886,1141324,15105972,9324547,5781425,874434,1925275,101060,178354,2702302,20934885,12678065,65470894,5.462789602210116,8.861486726833027,19.329716408422975,31.355779347128227
2006:Q2,78789624,30495905,48293719,6825410,4276437,2693388,1583049,207364,496345,9861,55117,814362,1169821,14707375,9035328,5672047,859028,1888130,98868,179144,2646877,21314676,13036856,65752768,5.4276653712002405,8.855058664598939,18.666639419176086,30.454012143929788
2006:Q3,80288874,30889966,49398908,6982303,4342832,2690773,1652059,217927,515651,10378,57280,850823,1166872,15213521,9323885,5889636,896909,1952044,105248,185157,2750278,21693379,13365146,66923728,5.409009115207311,8.791353289073255,18.94848017421712,30.797282821025227
2006:Q4,81974258,31072858,50901400,7169594,4218207,2501544,1716662,230195,525917,11104,58300,891146,1170793,16384590,10009178,6375412,974609,2089525,116666,196162,2998450,21958217,13632368,68341890,5.145769704156115,8.287014755466112,19.987481423974312,32.18887805089669
2007:Q1,83165182,30942325,52222857,7436024,4402164,2630191,1771973,233568,536353,11394,59272,931386,1193674,17037451,10464927,6572524,987403,2121886,119001,200087,3144147,22153543,13818773,69346409,5.293277741867954,8.429573420092304,20.48627885330341,32.624509825449735
2007:Q2,84167381,30979944,53187437,7493750,4355140,2539087,1816053,240076,544673,11194,60920,959190,1247907,17597250,10563437,7033813,1054491,2251806,129098,214895,3383523,22493390,14114475,70052906,5.174379626001799,8.18828668306772,20.907446148545947,33.08535037027736
2007:Q3,85267097,30889297,54377800,7756664,4876733,3003851,1872882,249749,561460,11783,62237,987653,1275753,17756258,10562269,7193989,1086722,2290850,130417,218505,3467495,22712391,14355760,70911337,5.719361229570281,8.96824309891111,20.824278944569773,32.653505949032294
2007:Q4,84615881,30589953,54025928,8117741,4955030,3013159,1941871,259507,578345,12864,64285,1026870,1390072,16807591,9863725,6943866,1042850,2197628,127761,210657,3364970,22755494,14552350,70063531,5.855910684784836,9.171578564587211,19.863400106722203,31.110231088732277
2008:Q1,82590528,29786504,52804024,8533817,5047093,3094942,1952151,255197,587583,15070,63315,1030986,1490810,15324040,9040851,6283189,942607,1989868,109491,187532,3053691,22408264,14673157,67917371,6.110982796740524,9.558159740131716,18.55423388605593,29.02059083414198
2008:Q2,81417607,29296106,52121501,8334404,5155780,3164154,1991626,258008,596037,14413,64277,1058891,1490680,14662071,8427317,6234754,910043,1967103,109307,185894,3062407,22478566,14629713,66787894,6.332512208534659,9.891848502722421,18.008476796099064,28.13056151581031
2008:Q3,79091680,28727686,50363994,8490402,5284007,3370707,1913300,245610,587108,14188,61818,1004576,1485351,12721848,7361811,5360037,793655,1735397,94676,158623,2577686,22382387,14745904,64345776,6.680863502051319,10.491636489396425,16.084938171062696,25.259807238000125
2008:Q4,75696534,28114422,47582112,8993384,5415373,3632738,1782635,226644,580651,13870,57509,903961,1265385,9840141,5820897,4019244,609453,1337514,73242,119569,1879466,22067830,14489891,61206643,7.154056776731434,11.381111036893547,12.999460459052003,20.680336698665826
2009:Q1,73715264,27449764,46265500,8893405,5746940,3902179,1844761,234078,601451,13507,58568,937157,1191924,8725135,5135291,3589844,546979,1195262,63949,104913,1678741,21708096,14394815,59320449,7.7961324391661755,12.42165245625134,11.836266850986906,18.858837295243898
2009:Q2,74081114,26696351,47384763,8761910,5581626,3548793,2032833,257254,644216,13841,63904,1053618,1200753,10549563,6201326,4348237,652918,1408828,80373,126154,2079964,21290911,14373474,59707640,7.53447888483257,11.779368577701021,14.240557236807676,22.263619688667145
2009:Q3,75885751,26331532,49554219,8579522,6066722,3798443,2268279,287985,700642,14902,70376,1194374,1218265,12393658,7257436,5136222,763227,1635806,96518,146939,2493732,21296051,14369533,61516218,7.994547567590366,12.242595288983745,16.331996302314874,25.010298494062962
2009:Q4,75986545,26042780,49943765,8714806,6007839,3624617,2383222,302878,724380,16257,73866,1265841,1218727,12779322,7356221,5423101,813197,1707689,105253,154213,2642749,21223071,14361609,61624936,7.9064511910336694,12.029207442709065,16.8178744409464,25.587421651954834
2010:Q1,77136690,25984906,51151784,8475619,6452213,3905697,2546516,320438,766083,16651,78334,1365010,1222783,13476937,7747118,5729819,852019,1796838,112993,161079,2806890,21524232,14256041,62880649,8.364648018391236,12.613856496796593,17.47149986247852,26.34695345991277
2010:Q2,76533602,26016730,50516872,8341590,6773305,4081566,2691739,335648,811318,17655,80473,1446645,1231514,12120928,7053930,5066998,752567,1591750,99833,138213,2484635,22049536,14188273,62345329,8.85010606177677,13.408005409159967,15.837393222152201,23.993820244339386
2010:Q3,78549839,25868733,52681106,8412797,6897523,4030914,2866609,356588,862740,19530,85289,1542462,1242080,13643411,7929269,5714142,852562,1789382,111741,155119,2805338,22485295,14117052,64432787,8.781078769406975,13.092973446121913,17.369113920630504,25.898110393654957
2010:Q4,80170132,25647567,54522565,8521282,6926923,4045289,2881634,363787,863942,19137,85798,1548970,1256760,15007415,8687981,6319434,956917,1984922,128539,172765,3076291,22810185,14103960,66066172,8.640278940365608,12.704690316322756,18.71945935816017,27.525145388923228
2011:Q1,81240718,25413452,55827266,8659762,6806823,3975548,2831275,355697,847890,18789,82361,1526538,1252817,15998292,9283124,6715168,1015132,2099241,136471,179089,3285235,23109572,14076086,67164632,8.378585810192808,12.192650207941195,19.692454919291382,28.65677096419753
2011:Q2,81606375,25329263,56277112,8774284,6974671,4111788,2862883,355696,858853,19897,81900,1546537,1294467,15858999,9169357,6689642,1008603,2084107,137557,173770,3285605,23374691,14027065,67579310,8.546723151622041,12.39344150418204,19.43352989667581,28.18019394351332
2011:Q3,79716552,25259737,54456815,8903813,7306041,4484241,2821800,341291,869124,21212,78913,1511260,1290692,13189031,7691943,5497088,815758,1724205,111482,135916,2709727,23767238,14016211,65700341,9.165024028527398,13.416210888223612,16.54490839959716,24.21924694626284
2011:Q4,81105820,25220587,55885233,9091861,7461961,4445059,3016902,372965,910890,22993,83685,1626369,1237539,14184689,8213139,5971550,914555,1889467,118457,146015,2903056,23909183,14011299,67094521,9.20027827588809,13.352294914594687,17.489113493671542,25.381819349347722
2012:Q1,83008290,25074377,57933913,9115010,7544555,4326031,3218524,392431,962092,24240,88008,1751753,1243592,15965137,9195625,6769512,1029036,2120194,136321,162503,3321458,24065618,13952259,69056031,9.088918111899588,13.022692791690831,19.233183875416223,27.557498255785173
2012:Q2,83095284,25280250,57815034,9068478,7873797,4540584,3333213,400203,1002895,26308,89463,1814344,1257021,15316249,8895224,6421025,974006,2015601,130292,150758,3150368,24299488,13922399,69172885,9.47562494876171,13.618944639529948,18.43215198310803,26.49181017639949
2012:Q3,85050620,25585720,59464900,9137030,8160876,4656145,3504731,417920,1053090,27750,92649,1913322,1253624,16227091,9440968,6786123,1021793,2125381,137732,157029,3344188,24686279,13935280,71115340,9.595316597412113,13.723854331249862,19.07933246555403,27.288519022433245
2012:Q4,85971520,25829719,60141801,9481189,8089830,4497330,3592500,426612,1078346,28648,92631,1966263,1317896,16319855,9484348,6835507,1017585,2134092,138312,155915,3389603,24933031,13905268,72066252,9.409895563185968,13.451260388691,18.982861999347968,27.135627378776526
2013:Q1,88789118,26302748,62486370,9467142,7945920,4270359,3675561,432060,1099494,26886,93216,2023905,1297466,18282558,10799577,7482981,1102607,2331224,157254,166048,3725848,25493284,13876638,74912480,8.949205051070164,12.716245504012564,20.590989701445057,29.258473654356415
2013:Q2,90026946,26928437,63098509,9496933,7285871,3768937,3516934,410695,1066335,24716,88453,1926735,1353114,18681740,11076213,7605527,1109679,2387365,163293,167556,3777634,26280851,13899145,76127801,8.092988870484628,11.546819158879362,20.75127587208251,29.60726051222221
