date,FA086902005.Q,FA156901001.Q,FA155011001.Q,FA156901035.Q,FA156901041.Q,FA835019905.Q,FA835019005.Q,FA835013001.Q,FA165013005.Q,FA105013005.Q,FA115013005.Q,FA795013005.Q,FA835012001.Q,FA155012005.Q,FA105012005.Q,FA115012005.Q,FA145020005.Q,FA105020005.Q,FA115020005.Q,FA266903005.Q,FA266903011.Q,FA266903001.Q,FA366902005.Q,FA366901005.Q,FA316901001.Q,FA216901001.Q,FA365019005.Q,FA315019001.Q,FA215019001.Q,FA266904005.Q,FA266904001.Q,FA266904101.Q,FA086902105.Q,FA155420003.Q,FA105420005.Q,FA315420003.Q,FA215420003.Q,FA265420005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,227707,144198,17114,69131,57953,33129,27118,19163,597,13315,4711,540,7955,6794,46,1115,6011,5891,120,7182,14156,6974,43198,38490,28982,9508,4708,3079,1629,652,1092,440,228359,0,-70,0,70,-0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,249619,161852,21833,77596,62423,37132,37682,25473,747,17224,6881,621,12209,10394,72,1743,-550,1141,-1691,10807,18740,7933,39828,34142,22940,11202,5686,2796,2890,1110,1597,487,250729,0,-90,0,90,-0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,274467,174878,24453,82966,67459,50347,44689,28881,1114,19002,8060,705,15808,13381,100,2327,5658,2899,2759,5487,15547,10060,43755,35275,22630,12645,8480,4411,4069,1456,2031,575,275923,0,-116,0,116,-0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,272472,178333,26623,81458,70252,39099,41791,26950,1318,17169,7716,747,14841,12451,100,2290,-2692,-1996,-696,5235,14484,9249,49805,38490,24502,13988,11315,5918,5397,1280,1944,664,273752,0,-199,0,199,-0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,299829,192044,32445,84384,75215,56531,50761,30017,1671,18838,8673,835,20744,17692,123,2929,5770,5560,210,738,12350,11612,50516,39060,23888,15172,11456,5531,5925,1440,2186,746,301269,0,-269,0,269,-0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,346910,208339,31739,93009,83591,62758,52848,34187,1855,22682,8671,979,18661,16118,97,2446,9910,8486,1424,2513,17099,14586,73300,53719,37401,16318,19581,12543,7038,1892,2756,864,348802,0,-272,0,272,-0
1952:Q1,359819,212969,30776,94762,87431,58132,53400,35131,1761,24123,8325,922,18269,15787,93,2389,4732,3592,1140,3721,18679,14958,84997,60921,44172,16749,24076,16727,7349,2001,2814,813,361820,0,-245,0,245,-0
1952:Q2,361031,217088,31007,96601,89480,53005,54528,35765,1779,24886,8165,935,18763,16195,97,2471,-1523,-3192,1669,1951,16581,14630,88987,64723,47154,17569,24264,16913,7351,2019,2892,873,363050,0,-244,0,244,-0
1952:Q3,367701,219553,29467,98474,91612,57220,51646,32892,1726,23111,7205,850,18754,16228,95,2431,5574,3238,2336,-4,15246,15250,90932,66087,48700,17387,24845,17479,7366,1982,2865,883,369683,0,-252,0,252,-0
1952:Q4,380812,227670,33723,100331,93616,60737,55463,35816,1833,25009,8051,923,19647,16950,103,2594,5274,4587,687,-1013,15329,16342,93418,68119,50343,17776,25299,17773,7526,1939,2857,918,382751,0,-267,0,267,-0
1953:Q1,387981,231220,35186,100518,95516,61663,57773,37791,1882,26275,8488,1146,19982,17193,106,2683,3890,2979,911,-667,15128,15795,95765,69218,50914,18304,26547,18746,7801,1908,2825,917,389889,0,-309,0,309,-0
1953:Q2,391750,232960,35019,100555,97386,62115,58538,38465,1932,26646,8726,1161,20073,17277,107,2689,3577,4033,-456,-1251,15196,16447,97926,70768,52504,18264,27158,19446,7712,2052,2967,915,393802,0,-326,0,326,-0
1953:Q3,391171,233666,34577,99842,99247,61435,59104,39614,1978,27316,9123,1197,19490,16789,104,2597,2331,1580,751,-552,15755,16307,96622,69592,50951,18641,27030,19018,8012,1809,2756,947,392980,0,-337,0,337,-0
1953:Q4,385968,233112,33683,99959,99470,56445,58451,39200,1988,26979,9048,1185,19251,16592,101,2558,-2006,-3876,1870,-335,15172,15507,96746,70817,52046,18771,25929,17472,8457,1828,2824,996,387796,0,-344,0,344,-0
1954:Q1,385346,235154,32910,101262,100982,55717,57683,38332,2255,26622,8265,1190,19351,16715,99,2537,-1966,-2654,688,-356,14424,14780,94831,68418,49264,19154,26413,17470,8943,2000,2955,955,387346,0,-316,0,316,-0
1954:Q2,386122,237885,33646,101324,102915,55449,58827,38159,2246,26415,8314,1184,20668,17850,105,2713,-3378,-3013,-365,254,16438,16184,92534,66591,46959,19632,25943,16733,9210,1998,2946,948,388120,0,-337,0,337,-0
1954:Q3,390996,240303,33233,102196,104874,58971,61062,38879,2258,26703,8710,1208,22183,19153,113,2917,-2091,-2635,544,574,15878,15304,91148,66415,46111,20304,24733,15241,9492,2038,2972,934,393034,0,-377,0,377,-0
1954:Q4,399733,245093,35064,103431,106598,62139,62455,38890,2253,26445,8987,1205,23565,20356,119,3090,-316,196,-512,1145,16605,15460,91356,66859,46279,20580,24497,14965,9532,2343,3282,939,402076,0,-434,0,434,-0
1955:Q1,413074,251398,38437,104502,108459,68703,64899,39480,2247,26716,9121,1396,25419,22042,124,3253,3804,3728,76,1104,17273,16169,91869,67728,46404,21324,24141,14316,9825,2423,3398,975,415497,0,-540,0,540,-0
1955:Q2,421532,256466,40709,106123,109634,72688,68068,42063,2349,28106,10123,1485,26005,22530,128,3347,4620,5424,-804,-155,16942,17097,92533,67777,46204,21573,24756,14646,10110,2398,3463,1065,423930,0,-601,0,601,-0
1955:Q3,430221,260651,42421,106942,111288,74747,70452,44826,2478,30048,10720,1580,25626,22207,124,3295,4295,5303,-1008,724,18145,17421,94099,69834,47919,21915,24265,14004,10261,2447,3541,1094,432668,0,-647,0,647,-0
1955:Q4,437093,264639,41413,109047,114179,78883,71650,47085,2602,32239,10589,1655,24565,21266,120,3179,7233,6586,647,240,18349,18109,93331,69063,46683,22380,24268,13886,10382,2527,3626,1099,439620,0,-676,0,676,-0
1956:Q1,439745,266156,39674,110542,115940,78302,71904,47772,2612,33383,10177,1600,24132,20807,119,3206,6398,6095,303,440,19365,18925,94847,69274,46465,22809,25573,14523,11050,2851,3969,1118,442596,0,-671,0,671,-0
1956:Q2,446011,268834,39819,111292,117723,77021,73436,49062,2693,35000,9728,1641,24374,21026,119,3229,3585,4752,-1167,1909,20882,18973,98247,71663,48317,23346,26584,15199,11385,2838,3935,1097,448849,0,-681,0,681,-0
1956:Q3,451191,272075,39685,112432,119958,78267,74698,50746,2785,36623,9640,1698,23952,20646,121,3185,3569,4083,-514,2569,21822,19253,98280,70518,46526,23992,27762,16270,11492,2934,4093,1159,454125,0,-686,0,686,-0
1956:Q4,460462,277445,41497,113676,122272,77145,74901,51410,2812,37255,9629,1714,23491,20301,121,3069,2244,3637,-1393,4527,23068,18541,101345,72680,48103,24577,28665,17055,11610,2560,3735,1175,463022,0,-690,0,690,-0
1957:Q1,469778,281889,42597,115416,123876,77728,75566,52465,3000,38059,9729,1677,23101,19639,125,3337,2162,1817,345,4819,24919,20100,105342,75585,50591,24994,29757,17301,12456,3085,4280,1195,472863,0,-689,0,689,-0
1957:Q2,472025,284176,42170,116478,125528,77907,75250,52640,3023,38325,9609,1683,22610,19226,128,3256,2657,1917,740,4099,24369,20270,105843,76106,50402,25704,29737,17122,12615,3367,4561,1194,475392,0,-697,0,697,-0
1957:Q3,479491,288750,41876,119353,127521,79338,76530,54066,3063,39211,10069,1723,22464,19101,131,3232,2808,2208,600,3997,23759,19762,107406,76806,50372,26434,30600,17983,12617,3233,4461,1228,482724,0,-709,0,709,-0
1957:Q4,474864,290368,41467,119051,129850,71046,75564,53215,3031,38181,10308,1695,22349,18996,132,3221,-4518,-3330,-1188,3388,23022,19634,110062,79236,52151,27085,30826,17892,12934,2534,3770,1236,477398,0,-725,0,725,-0
1958:Q1,467541,289888,39396,119862,130630,66730,70739,49369,3337,34596,9770,1666,21370,17467,121,3782,-4009,-5885,1876,1079,20534,19455,109844,78576,50641,27935,31268,18097,13171,2630,3886,1256,470171,0,-756,0,756,-0
1958:Q2,471978,292819,38636,121183,133000,65064,69299,47830,3240,33163,9822,1605,21469,17461,128,3880,-4235,-5497,1262,471,20546,20075,113624,81643,52879,28764,31981,18670,13311,2694,3866,1172,474672,0,-771,0,771,-0
1958:Q3,485841,297893,39396,123026,135471,71999,70452,47435,3193,32647,10010,1585,23017,18676,175,4166,1547,-578,2125,856,20595,19739,115093,82168,52857,29311,32925,19028,13897,2605,3839,1234,488446,0,-784,0,784,-0
1958:Q4,499556,301823,40693,124081,137049,80001,74766,49332,3278,33777,10635,1642,25434,20617,271,4546,5235,3305,1930,-260,20563,20823,117992,83676,53951,29725,34316,19960,14356,2585,3885,1300,502141,0,-793,0,793,-0
1959:Q1,510329,309449,43649,126074,139726,83166,79290,50942,3309,35352,10544,1737,28348,23202,386,4760,3876,3940,-64,519,21915,21396,117195,80978,50806,30172,36217,21561,14656,2583,3962,1379,512912,0,-793,0,793,-0
1959:Q2,522653,315505,45465,127152,142888,89381,82093,52735,3428,36377,11135,1795,29358,24048,486,4824,7288,8691,-1403,-768,21776,22544,118535,82377,51836,30541,36158,21744,14414,2600,4057,1457,525253,0,-800,0,800,-0
1959:Q3,525033,320725,46336,128188,146201,83606,83222,54421,3542,37568,11449,1862,28801,23645,508,4648,384,2432,-2048,1211,24079,22868,119491,83354,52390,30964,36137,22141,13996,2830,4379,1549,527863,0,-1380,572,808,-0
1959:Q4,528600,322842,44103,129462,149277,86524,82404,54398,3530,37947,11057,1864,28006,23004,471,4531,4120,5559,-1439,627,23131,22504,118607,83669,52175,31494,34938,21660,13278,3030,4678,1648,531630,0,-1383,564,819,-0
1960:Q1,542649,326364,45455,129605,151304,96476,85276,56322,3713,39713,10917,1979,28954,23920,417,4617,11200,8050,3150,2857,26145,23288,116952,81851,49415,32436,35101,21567,13534,2927,4769,1842,545576,-637,-484,291,830,-0
1960:Q2,541078,332208,46434,131961,153813,87096,83872,57188,3796,40712,10676,2004,26684,21935,414,4335,3224,1813,1411,3395,26850,23455,118379,83186,49824,33362,35193,21241,13952,3004,4792,1788,544082,-652,-716,519,849,-0
1960:Q3,545604,332126,45922,131581,154623,86377,82057,56165,3775,40132,10296,1962,25892,21091,446,4355,4320,2569,1751,4682,27561,22879,122419,85579,51759,33820,36840,22402,14438,3164,4934,1770,548768,-672,-738,535,875,-0
1960:Q4,540197,334024,44690,132413,156921,75963,81775,55882,3829,39783,10334,1936,25893,20862,454,4577,-5812,-4227,-1585,5880,27622,21742,124330,87451,52914,34537,36879,22377,14502,3356,5057,1701,543553,-695,-670,459,906,-0
1961:Q1,545017,334520,42240,133402,158878,78378,80926,55012,3864,38941,10323,1884,25914,20561,483,4870,-2548,-2374,-174,5902,27560,21658,126217,86591,51010,35581,39626,24271,15355,3576,5300,1724,548593,-730,-599,378,952,-1
1961:Q2,555546,339455,43320,134244,161891,84108,82316,56198,4032,39706,10534,1926,26118,20414,539,5165,1792,934,858,4728,26627,21899,127255,88743,52163,36580,38512,24011,14501,3400,5141,1741,558946,-753,-786,558,982,-1
1961:Q3,567664,342332,44580,134596,163156,90918,84262,56712,4142,40007,10603,1960,27550,21260,608,5682,6656,4424,2232,4453,27779,23326,129961,90111,53290,36821,39850,24846,15004,3502,5316,1814,571166,-773,-847,614,1007,-1
1961:Q4,580613,349593,46683,136168,166742,92931,86935,58473,4334,41232,10851,2056,28462,21725,666,6071,5996,3572,2424,4572,28442,23870,133517,91915,54472,37443,41602,25454,16148,3597,5470,1873,584210,-788,-660,422,1027,-1
1962:Q1,594014,354822,47702,137833,169287,98074,88666,59656,4474,41854,11167,2161,29010,21936,724,6350,9408,6170,3238,4011,28325,24314,137107,95155,57212,37943,41952,26119,15833,3601,5404,1803,597615,-791,-818,578,1030,1
1962:Q2,600367,360458,49047,138745,172666,96706,91262,61356,4620,42970,11528,2238,29906,22417,806,6683,5444,4065,1379,4778,29662,24884,138425,96572,58131,38441,41853,25996,15857,3992,5831,1839,604359,-804,-950,706,1047,1
1962:Q3,609026,364333,49567,139960,174806,98160,91972,62101,4660,43422,11775,2244,29871,22231,861,6779,6188,4621,1567,4482,29593,25111,142051,98938,60124,38814,43113,26894,16219,4051,5909,1858,613077,-818,-798,550,1065,1
1962:Q4,612281,370618,51546,141478,177594,94968,91604,61819,4590,43244,11813,2172,29785,22058,895,6832,3364,2345,1019,3133,28683,25550,143562,100093,60605,39488,43469,26991,16478,4730,6617,1887,617011,-834,-795,542,1086,1
1963:Q1,621672,374283,52589,142458,179236,99689,92821,61973,4517,43561,11822,2073,30848,22795,934,7119,6868,3952,2916,3976,29161,25185,143724,100470,60176,40294,43254,26031,17223,4507,6419,1912,626179,-852,-664,406,1110,-0
1963:Q2,629752,378413,53881,142804,181728,101649,96813,63883,4590,44814,12380,2099,32930,24271,1000,7659,4836,3725,1111,5558,31448,25890,144132,100580,59476,41104,43552,26288,17264,4337,6347,2010,634089,-872,-963,698,1137,-0
1963:Q3,644444,385394,54701,145167,185526,104612,98896,65712,4675,46139,12714,2184,33184,24359,1030,7795,5716,4957,759,4511,31215,26704,149927,104111,62177,41934,45816,27699,18117,4438,6541,2103,648882,-893,-969,698,1164,-0
1963:Q4,653937,390049,55739,145279,189031,107189,102125,67669,4791,47584,12943,2351,34456,25189,1077,8190,5064,3515,1549,5710,32474,26764,150989,105858,62995,42863,45131,26658,18473,4625,6813,2188,658562,-915,-576,298,1193,-0
1964:Q1,669823,399581,57995,148651,192935,110474,105350,69113,4892,48519,13129,2573,36237,26354,1149,8734,5124,4516,608,7214,34192,26978,152554,106778,62925,43853,45776,27159,18617,5058,7288,2230,674881,-944,-1016,730,1230,-0
1964:Q2,678673,407536,59476,151456,196604,110519,106063,71075,5029,49927,13339,2780,34988,25395,1132,8461,4456,4417,39,6304,34030,27726,154314,107813,63045,44768,46501,27080,19421,4875,7168,2293,683548,-960,-1230,938,1252,-0
1964:Q3,692031,416422,61378,154876,200168,112631,107939,73406,5187,51690,13570,2959,34533,25124,1112,8297,4692,5033,-341,6946,35375,28429,156032,109465,63831,45634,46567,27016,19551,5048,7353,2305,697079,-973,-1266,970,1269,-0
1964:Q4,697318,418987,59377,155799,203811,114984,109968,75324,5311,53249,13696,3068,34644,25388,1071,8185,5016,4765,251,7195,36480,29285,156152,109430,62753,46677,46722,27215,19507,4698,7146,2448,702016,-983,-164,-134,1281,-0
1965:Q1,717790,429711,64915,157761,207035,126542,114998,80230,5641,56970,14399,3220,34768,25729,1046,7993,11544,8886,2658,4512,32969,28457,157025,110829,63018,47811,46196,26475,19721,5435,7924,2489,723225,-978,-891,594,1275,-0
1965:Q2,730191,436642,64818,160768,211056,127052,118484,83382,5809,59297,14978,3298,35102,26176,1006,7920,8568,5928,2640,6688,38367,31679,159809,112900,63883,49017,46909,26233,20676,5641,8191,2550,735832,-986,-453,154,1285,-0
1965:Q3,749322,445804,66700,164069,215035,131236,121944,86686,5945,61993,15394,3354,35258,26407,972,7879,9292,6771,2521,5521,37551,32030,166761,117893,67517,50376,48868,26959,21909,5253,7888,2635,754575,-997,-816,514,1299,-0
1965:Q4,771857,459736,69126,170545,220065,133752,126168,90645,6075,65107,16053,3410,35523,26612,975,7936,7584,5256,2328,5750,39698,33948,172619,123140,71571,51569,49479,27126,22353,4787,7521,2734,776644,-1011,-928,622,1317,-0
1966:Q1,795734,470136,72312,174094,223730,144200,130328,94382,6133,68688,16126,3435,35946,26879,962,8105,13872,11275,2597,4366,39356,34990,177032,125112,71988,53124,51920,29214,22706,4998,7799,2801,800732,-1037,-1328,1014,1352,-1
1966:Q2,804981,475189,69721,177238,228230,143501,131185,96823,6149,70931,16301,3442,34362,25705,911,7746,12316,11802,514,4632,40872,36240,181659,129717,75143,54574,51942,28867,23075,5052,7936,2884,810033,-1050,-863,546,1368,-1
1966:Q3,819639,484291,72323,179770,232198,143195,131343,98325,6157,72224,16485,3459,33018,24733,909,7376,11852,10522,1330,2686,40857,38171,189467,135289,79141,56148,54178,30793,23385,4967,8070,3103,824606,-1058,-1054,734,1379,-1
1966:Q4,833302,490060,72625,180395,237040,145855,129351,99163,6180,72946,16533,3504,30188,22720,847,6621,16504,14372,2132,3765,42594,38829,193622,137392,79675,57717,56230,31481,24749,5263,8480,3217,838565,-1063,-595,274,1385,-1
1967:Q1,844170,494317,71102,182374,240841,142811,127388,97999,6137,72156,16192,3514,29389,22272,842,6275,15423,11860,3563,4454,43886,39432,202588,144699,85883,58816,57889,32052,25837,5221,8453,3232,849391,-1045,-368,50,1362,1
1967:Q2,848982,503458,74483,184022,244953,137495,131154,98297,6150,72468,16029,3650,32857,25029,861,6967,6341,3710,2631,4219,43239,39020,203810,147248,87043,60205,56562,30874,25688,5080,8319,3239,854062,-1052,210,-530,1371,1
1967:Q3,865232,510717,74699,185777,250241,142834,133571,98785,6138,72903,15906,3838,34786,26462,826,7498,9263,7548,1715,3302,42845,39543,208379,150458,88290,62168,57921,32671,25250,5689,8931,3242,870921,-1064,-1281,958,1386,1
1967:Q4,881441,518249,75642,187864,254743,147653,139220,101744,6240,75227,16088,4189,37476,28306,765,8405,8433,7986,447,2244,43896,41652,213295,154993,91020,63973,58302,32190,26112,5584,9026,3442,887025,-1078,1074,-1402,1405,1
1968:Q1,909388,536297,80859,193535,261903,152288,143850,105582,6351,78304,16289,4638,38268,28545,591,9132,8438,4813,3625,1053,45452,44399,219750,161395,95065,66330,58355,31345,27010,5817,9516,3699,915205,-1142,1764,-2110,1488,-0
1968:Q2,934344,550014,83084,197769,269161,158944,144862,105299,6267,78272,15937,4823,39563,29165,461,9937,14082,8694,5388,1749,47165,45416,223637,164107,95861,68246,59530,31293,28237,6000,9987,3987,940344,-1124,557,-898,1465,-0
1968:Q3,950826,566122,87545,202841,275736,155684,148003,107609,6391,80097,16098,5023,40394,29386,429,10579,7681,6452,1229,1651,49891,48240,227369,167823,97405,70418,59546,31132,28414,6252,10389,4137,957078,-1076,568,-894,1402,-0
1968:Q4,968032,574977,87826,205007,282144,160761,154754,112182,6710,83402,16847,5223,42572,30626,425,11521,6007,6845,-838,946,49116,48170,231348,171796,99050,72746,59552,30700,28852,6271,10516,4245,974303,-998,-549,246,1301,-0
1969:Q1,993336,587005,90011,208833,288161,172388,160899,115993,7052,86157,17521,5263,44906,31929,521,12456,11489,8542,2947,238,44042,43804,233705,172180,97121,75059,61525,32488,29037,6334,11084,4750,999670,-837,-295,41,1091,0
1969:Q2,1009020,598337,90448,212216,295673,172720,163498,118368,7285,87870,17954,5259,45130,31721,607,12802,9222,6881,2341,1104,53775,52671,236859,177150,99536,77614,59709,30247,29462,6161,11534,5373,1015181,-761,-407,177,991,-0
1969:Q3,1029956,608626,90628,215988,302010,177564,167370,122408,7597,90573,18888,5350,44962,31310,636,13016,10194,9809,385,1231,53596,52365,242535,182606,102336,80270,59929,31055,28874,5948,12060,6112,1035904,-713,-337,121,929,0
1969:Q4,1038148,620586,90844,219744,309998,171574,165787,123284,7686,90986,19280,5332,42503,29326,645,12532,5787,6577,-790,3149,56275,53126,242839,185815,102865,82950,57024,29126,27898,6017,12438,6421,1044165,-701,-289,77,913,-0
1970:Q1,1051199,631685,89611,224484,317590,168112,166289,123796,7719,91846,18916,5315,42493,29144,612,12737,1823,269,1554,3514,57031,53517,247888,188877,102717,86160,59011,30842,28169,6287,12872,6585,1057486,-734,-127,-95,956,-0
1970:Q2,1067375,641570,91006,226548,324016,171454,166373,125008,7815,92449,19312,5432,41365,28247,603,12515,5081,4108,973,5207,60411,55204,249144,190308,101430,88878,58836,30330,28506,6637,13175,6538,1074012,-790,80,-319,1029,0
1970:Q3,1086058,653482,92011,229716,331755,173904,168821,126255,7929,93000,19686,5640,42566,29038,618,12910,5083,5932,-849,4088,60519,56431,254584,194343,102414,91929,60241,29946,30295,6584,13024,6440,1092642,-872,-141,-123,1136,0
1970:Q4,1088607,660161,87324,234476,338361,166754,170738,123520,7808,90477,19479,5756,47218,32302,659,14257,-3984,-608,-3376,2985,60873,57888,258707,197611,102815,94796,61096,30724,30372,6064,12261,6197,1094671,-976,244,-539,1271,0
1971:Q1,1135157,679186,98052,235827,345307,189496,177242,126281,8051,92260,19799,6171,50961,35048,716,15197,12254,8504,3750,4570,63221,58651,261905,203856,105648,98208,58049,27699,30350,7414,13285,5871,1142571,-1143,1989,-2335,1490,-1
1971:Q2,1156271,693225,100989,238832,353404,197330,186455,129481,8408,94002,20549,6522,56974,39305,782,16887,10875,6001,4874,-402,62894,63296,266118,207792,106748,101044,58326,27503,30823,7975,14074,6099,1164246,-1234,-559,185,1609,-1
1971:Q3,1177675,705599,103442,240425,361732,202058,191870,131190,8758,95166,20613,6653,60680,41842,829,18009,10188,6937,3251,235,65717,65482,269783,210611,106761,103850,59172,28843,30329,7260,13952,6692,1184935,-1295,-625,233,1688,-1
1971:Q4,1190297,721739,107302,243594,370843,198411,198706,134711,9330,98232,20427,6722,63995,43932,898,19165,-295,1617,-1912,-1920,60019,61939,272067,213580,107566,106014,58487,27146,31341,7728,14733,7005,1198025,-1323,-562,161,1725,-1
1972:Q1,1230610,738948,110704,247040,381204,212968,209741,140585,10183,102735,21019,6648,69156,47120,973,21063,3227,3137,90,-3534,68639,72173,282228,222233,112890,109343,59995,28527,31468,8175,15192,7017,1238785,-1274,-643,257,1660,0
1972:Q2,1266369,757364,114066,254302,388996,226798,214800,143976,10662,105780,20872,6662,70824,48150,1001,21673,11998,8647,3351,-4257,67152,71409,286464,225542,113684,111858,60922,30551,30371,8116,15746,7630,1274485,-1270,-635,250,1655,0
1972:Q3,1290568,775799,117591,260085,398123,233090,219375,147015,10893,108086,21231,6805,72360,49338,1048,21974,13715,10967,2748,-2637,71453,74090,284316,225102,110424,114678,59214,28340,30874,8919,16684,7765,1299487,-1268,-18,-366,1652,0
1972:Q4,1328904,800502,123416,268057,409029,239715,232224,154967,11238,113423,22968,7338,77257,53191,1080,22986,7491,7567,-76,-3061,76129,79190,291748,229115,112189,116926,62633,29978,32655,9023,17490,8467,1337927,-1272,2609,-2994,1657,0
1973:Q1,1377491,825007,131812,275456,417739,254314,243764,162839,11273,118373,25094,8099,80925,56561,1116,23248,10550,12530,-1980,-1401,83959,85360,299571,233395,113602,119793,66176,32752,33424,10670,20281,9611,1388161,-1290,4841,-5231,1681,-1
1973:Q2,1413887,840527,131295,281385,427847,268196,249990,171283,11369,123885,27156,8873,78707,55585,1091,22031,18206,11680,6526,2455,91923,89468,302709,237173,114308,122865,65536,32209,33327,11626,22422,10796,1425513,-1307,757,-1153,1704,-1
1973:Q3,1433838,858877,130800,289917,438160,264335,254574,176642,11303,127868,27967,9504,77932,55430,1044,21458,9761,6347,3414,6437,97576,91139,304189,239548,113471,126077,64641,30770,33871,13877,25233,11356,1447715,-1331,4400,-4803,1735,-1
1973:Q4,1476288,873887,128201,297675,448011,280858,255865,180142,11179,131517,27409,10037,75723,54010,999,20714,24993,19322,5671,8951,107620,98669,312592,246384,116753,129631,66208,30876,35332,14302,26228,11926,1490590,-1360,1221,-1632,1772,-1
1974:Q1,1491209,891868,126652,308854,456362,268361,255842,183404,11116,134841,26766,10681,72438,51583,972,19883,12519,13808,-1289,6394,116709,110315,324586,253627,119404,134223,70959,33283,37676,17067,29670,12603,1508276,-1397,3339,-3762,1820,0
